budget,subset,boundary_definition,quantile,calibration_type,bin_index,bin_left,bin_right,row_count,mean_prediction_or_confidence,observed_positive_rate_or_accuracy,absolute_calibration_gap
30,B3_q20,B3,20,keyhole_probability_reliability,9,0.8,0.9,23,0.840481889927,0.913043478261,0.072561588334
30,B3_q20,B3,20,keyhole_probability_reliability,10,0.9,1,12,0.933954577002,1,0.0660454229978
30,B3_q30,B3,30,confidence_accuracy_reliability,1,0.5,0.55,36,0.526185787878,0.444444444444,0.0817413434336
30,B3_q30,B3,30,confidence_accuracy_reliability,2,0.55,0.6,25,0.571334679906,0.56,0.0113346799057
30,B3_q30,B3,30,confidence_accuracy_reliability,3,0.6,0.65,38,0.624506508473,0.710526315789,0.0860198073166
30,B3_q30,B3,30,confidence_accuracy_reliability,4,0.65,0.7,42,0.679476073164,0.785714285714,0.106238212551
30,B3_q30,B3,30,confidence_accuracy_reliability,5,0.7,0.75,65,0.723386614457,0.892307692308,0.168921077851
30,B3_q30,B3,30,confidence_accuracy_reliability,6,0.75,0.8,56,0.775792240469,0.839285714286,0.0634934738165
30,B3_q30,B3,30,confidence_accuracy_reliability,7,0.8,0.85,71,0.82522913608,0.915492957746,0.0902638216668
30,B3_q30,B3,30,confidence_accuracy_reliability,8,0.85,0.9,70,0.876145886162,0.985714285714,0.109568399552
30,B3_q30,B3,30,confidence_accuracy_reliability,9,0.9,0.95,66,0.925352086879,0.984848484848,0.0594963979691
30,B3_q30,B3,30,confidence_accuracy_reliability,10,0.95,1,31,0.963557834373,1,0.0364421656269
30,B3_q30,B3,30,keyhole_probability_reliability,1,0,0.1,83,0.0616274377499,0.0120481927711,0.0495792449788
30,B3_q30,B3,30,keyhole_probability_reliability,2,0.1,0.2,113,0.147898099611,0.0442477876106,0.103650312
30,B3_q30,B3,30,keyhole_probability_reliability,3,0.2,0.3,84,0.252601749049,0.142857142857,0.109744606192
30,B3_q30,B3,30,keyhole_probability_reliability,4,0.3,0.4,41,0.343460824552,0.243902439024,0.0995583855275
30,B3_q30,B3,30,keyhole_probability_reliability,5,0.4,0.5,34,0.450833420564,0.5,0.049166579436
30,B3_q30,B3,30,keyhole_probability_reliability,6,0.5,0.6,27,0.539051542979,0.481481481481,0.0575700614974
30,B3_q30,B3,30,keyhole_probability_reliability,7,0.6,0.7,39,0.650029133371,0.74358974359,0.0935606102186
30,B3_q30,B3,30,keyhole_probability_reliability,8,0.7,0.8,37,0.748190333137,0.891891891892,0.143701558755
30,B3_q30,B3,30,keyhole_probability_reliability,9,0.8,0.9,28,0.844070212465,0.928571428571,0.0845012161062
30,B3_q30,B3,30,keyhole_probability_reliability,10,0.9,1,14,0.932757709489,1,0.0672422905107
30,all_test,all,all,confidence_accuracy_reliability,1,0.5,0.55,36,0.526185787878,0.444444444444,0.0817413434336
30,all_test,all,all,confidence_accuracy_reliability,2,0.55,0.6,29,0.571881491873,0.620689655172,0.048808163299
30,all_test,all,all,confidence_accuracy_reliability,3,0.6,0.65,49,0.626115449145,0.755102040816,0.128986591672
30,all_test,all,all,confidence_accuracy_reliability,4,0.65,0.7,66,0.675997150164,0.863636363636,0.187639213472
30,all_test,all,all,confidence_accuracy_reliability,5,0.7,0.75,100,0.723825032417,0.93,0.206174967583
30,all_test,all,all,confidence_accuracy_reliability,6,0.75,0.8,114,0.774994855867,0.921052631579,0.146057775712
30,all_test,all,all,confidence_accuracy_reliability,7,0.8,0.85,207,0.825303259839,0.971014492754,0.145711232915
30,all_test,all,all,confidence_accuracy_reliability,8,0.85,0.9,279,0.876776183137,0.996415770609,0.119639587472
30,all_test,all,all,confidence_accuracy_reliability,9,0.9,0.95,466,0.928408724696,0.997854077253,0.0694453525575
30,all_test,all,all,confidence_accuracy_reliability,10,0.95,1,274,0.963686305977,1,0.0363136940225
30,all_test,all,all,keyhole_probability_reliability,1,0,0.1,656,0.0585225738052,0.0015243902439,0.0569981835613
30,all_test,all,all,keyhole_probability_reliability,2,0.1,0.2,414,0.144706989251,0.012077294686,0.132629694565
30,all_test,all,all,keyhole_probability_reliability,3,0.2,0.3,162,0.248839085992,0.0740740740741,0.174765011918
30,all_test,all,all,keyhole_probability_reliability,4,0.3,0.4,74,0.343053647869,0.148648648649,0.194404999221
30,all_test,all,all,keyhole_probability_reliability,5,0.4,0.5,38,0.448082632434,0.447368421053,0.000714211381274
30,all_test,all,all,keyhole_probability_reliability,6,0.5,0.6,27,0.539051542979,0.481481481481,0.0575700614974
30,all_test,all,all,keyhole_probability_reliability,7,0.6,0.7,41,0.650766801495,0.756097560976,0.105330759481
30,all_test,all,all,keyhole_probability_reliability,8,0.7,0.8,52,0.750843245022,0.923076923077,0.172233678055
30,all_test,all,all,keyhole_probability_reliability,9,0.8,0.9,72,0.852319769888,0.972222222222,0.119902452334
30,all_test,all,all,keyhole_probability_reliability,10,0.9,1,84,0.941420499551,1,0.0585795004493
40,B1_q20,B1,20,confidence_accuracy_reliability,1,0.5,0.55,19,0.522293773467,0.473684210526,0.0486095629403
40,B1_q20,B1,20,confidence_accuracy_reliability,2,0.55,0.6,23,0.576737055174,0.565217391304,0.0115196638701
40,B1_q20,B1,20,confidence_accuracy_reliability,3,0.6,0.65,36,0.621096447954,0.694444444444,0.0733479964906
40,B1_q20,B1,20,confidence_accuracy_reliability,4,0.65,0.7,31,0.676262505878,0.612903225806,0.0633592800719
40,B1_q20,B1,20,confidence_accuracy_reliability,5,0.7,0.75,33,0.726024607124,0.848484848485,0.122460241361
40,B1_q20,B1,20,confidence_accuracy_reliability,6,0.75,0.8,34,0.778376923904,0.852941176471,0.0745642525669
40,B1_q20,B1,20,confidence_accuracy_reliability,7,0.8,0.85,34,0.821330098779,0.882352941176,0.0610228423973
40,B1_q20,B1,20,confidence_accuracy_reliability,8,0.85,0.9,55,0.875018427859,0.890909090909,0.0158906630504
40,B1_q20,B1,20,confidence_accuracy_reliability,9,0.9,0.95,47,0.919904278863,0.978723404255,0.0588191253922
40,B1_q20,B1,20,confidence_accuracy_reliability,10,0.95,1,28,0.965509162796,1,0.0344908372041
40,B1_q20,B1,20,keyhole_probability_reliability,1,0,0.1,66,0.0617879939361,0.0151515151515,0.0466364787846
40,B1_q20,B1,20,keyhole_probability_reliability,2,0.1,0.2,61,0.149039577336,0.0983606557377,0.0506789215984
40,B1_q20,B1,20,keyhole_probability_reliability,3,0.2,0.3,32,0.249298248082,0.1875,0.0617982480824
40,B1_q20,B1,20,keyhole_probability_reliability,4,0.3,0.4,42,0.352821441767,0.357142857143,0.0043214153757
40,B1_q20,B1,20,keyhole_probability_reliability,5,0.4,0.5,24,0.44088914296,0.541666666667,0.100777523706
40,B1_q20,B1,20,keyhole_probability_reliability,6,0.5,0.6,18,0.542770744218,0.611111111111,0.0683403668932
40,B1_q20,B1,20,keyhole_probability_reliability,7,0.6,0.7,25,0.645684414511,0.68,0.0343155854886
40,B1_q20,B1,20,keyhole_probability_reliability,8,0.7,0.8,35,0.75431918247,0.885714285714,0.131395103245
40,B1_q20,B1,20,keyhole_probability_reliability,9,0.8,0.9,28,0.862237539579,0.857142857143,0.0050946824365
40,B1_q20,B1,20,keyhole_probability_reliability,10,0.9,1,9,0.927529473848,1,0.0724705261518
40,B1_q30,B1,30,confidence_accuracy_reliability,1,0.5,0.55,23,0.525176253711,0.434782608696,0.090393645015
40,B1_q30,B1,30,confidence_accuracy_reliability,2,0.55,0.6,27,0.578764421731,0.555555555556,0.0232088661756
40,B1_q30,B1,30,confidence_accuracy_reliability,3,0.6,0.65,43,0.620974446073,0.744186046512,0.123211600439
40,B1_q30,B1,30,confidence_accuracy_reliability,4,0.65,0.7,40,0.677736387236,0.7,0.0222636127638
40,B1_q30,B1,30,confidence_accuracy_reliability,5,0.7,0.75,39,0.724548702114,0.871794871795,0.14724616968
40,B1_q30,B1,30,confidence_accuracy_reliability,6,0.75,0.8,51,0.778430171691,0.901960784314,0.123530612623
40,B1_q30,B1,30,confidence_accuracy_reliability,7,0.8,0.85,58,0.822238988935,0.931034482759,0.108795493823
40,B1_q30,B1,30,confidence_accuracy_reliability,8,0.85,0.9,83,0.873424425939,0.927710843373,0.0542864174345
40,B1_q30,B1,30,confidence_accuracy_reliability,9,0.9,0.95,79,0.923610521159,0.987341772152,0.0637312509925
40,B1_q30,B1,30,confidence_accuracy_reliability,10,0.95,1,57,0.965664221759,1,0.0343357782411
40,B1_q30,B1,30,keyhole_probability_reliability,1,0,0.1,120,0.057960582348,0.00833333333333,0.0496272490146
40,B1_q30,B1,30,keyhole_probability_reliability,2,0.1,0.2,100,0.149536551577,0.06,0.0895365515775
40,B1_q30,B1,30,keyhole_probability_reliability,3,0.2,0.3,51,0.245160479205,0.117647058824,0.127513420382
40,B1_q30,B1,30,keyhole_probability_reliability,4,0.3,0.4,54,0.35288210117,0.277777777778,0.0751043233921
40,B1_q30,B1,30,keyhole_probability_reliability,5,0.4,0.5,28,0.440300594422,0.535714285714,0.0954136912921
40,B1_q30,B1,30,keyhole_probability_reliability,6,0.5,0.6,22,0.547004993905,0.545454545455,0.00155044845033
40,B1_q30,B1,30,keyhole_probability_reliability,7,0.6,0.7,29,0.650585866681,0.724137931034,0.0735520643535
40,B1_q30,B1,30,keyhole_probability_reliability,8,0.7,0.8,39,0.755398014824,0.897435897436,0.142037882611
40,B1_q30,B1,30,keyhole_probability_reliability,9,0.8,0.9,41,0.857018143145,0.90243902439,0.0454208812456
40,B1_q30,B1,30,keyhole_probability_reliability,10,0.9,1,16,0.93521010585,1,0.0647898941496
40,B2_q20,B2,20,confidence_accuracy_reliability,1,0.5,0.55,20,0.523734739446,0.4,0.123734739446
40,B2_q20,B2,20,confidence_accuracy_reliability,2,0.55,0.6,25,0.578486426844,0.56,0.0184864268439
40,B2_q20,B2,20,confidence_accuracy_reliability,3,0.6,0.65,36,0.621281885559,0.694444444444,0.0731625588851
40,B2_q20,B2,20,confidence_accuracy_reliability,4,0.65,0.7,35,0.677012312053,0.657142857143,0.0198694549101
40,B2_q20,B2,20,confidence_accuracy_reliability,5,0.7,0.75,28,0.725733275904,0.821428571429,0.0956952955248
40,B2_q20,B2,20,confidence_accuracy_reliability,6,0.75,0.8,34,0.779134457437,0.852941176471,0.0738067190332
40,B2_q20,B2,20,confidence_accuracy_reliability,7,0.8,0.85,35,0.820922133696,0.885714285714,0.0647921520179
40,B2_q20,B2,20,confidence_accuracy_reliability,8,0.85,0.9,51,0.875000662308,0.882352941176,0.00735227886799
40,B2_q20,B2,20,confidence_accuracy_reliability,9,0.9,0.95,37,0.924952354156,0.972972972973,0.0480206188167
40,B2_q20,B2,20,confidence_accuracy_reliability,10,0.95,1,39,0.968813361522,1,0.0311866384784
40,B2_q20,B2,20,keyhole_probability_reliability,1,0,0.1,68,0.0505142245969,0.0147058823529,0.0358083422439
40,B2_q20,B2,20,keyhole_probability_reliability,2,0.1,0.2,48,0.152868158489,0.125,0.0278681584891
40,B2_q20,B2,20,keyhole_probability_reliability,3,0.2,0.3,27,0.241259445622,0.222222222222,0.0190372234001
40,B2_q20,B2,20,keyhole_probability_reliability,4,0.3,0.4,42,0.353041597616,0.357142857143,0.00410125952638
40,B2_q20,B2,20,keyhole_probability_reliability,5,0.4,0.5,25,0.442194195347,0.64,0.197805804653
40,B2_q20,B2,20,keyhole_probability_reliability,6,0.5,0.6,20,0.549585517186,0.65,0.100414482814
40,B2_q20,B2,20,keyhole_probability_reliability,7,0.6,0.7,29,0.651356065582,0.724137931034,0.0727818654524
40,B2_q20,B2,20,keyhole_probability_reliability,8,0.7,0.8,35,0.752145951714,0.885714285714,0.133568334001
40,B2_q20,B2,20,keyhole_probability_reliability,9,0.8,0.9,38,0.860394212226,0.894736842105,0.0343426298795
40,B2_q20,B2,20,keyhole_probability_reliability,10,0.9,1,8,0.930240684464,1,0.0697593155358
40,B2_q30,B2,30,confidence_accuracy_reliability,1,0.5,0.55,20,0.523734739446,0.4,0.123734739446
40,B2_q30,B2,30,confidence_accuracy_reliability,2,0.55,0.6,26,0.578331344549,0.538461538462,0.039869806087
40,B2_q30,B2,30,confidence_accuracy_reliability,3,0.6,0.65,38,0.620991159076,0.710526315789,0.0895351567132
40,B2_q30,B2,30,confidence_accuracy_reliability,4,0.65,0.7,39,0.677849056024,0.692307692308,0.0144586362832
40,B2_q30,B2,30,confidence_accuracy_reliability,5,0.7,0.75,31,0.724995616993,0.838709677419,0.113714060426
40,B2_q30,B2,30,confidence_accuracy_reliability,6,0.75,0.8,42,0.778895961225,0.880952380952,0.102056419728
40,B2_q30,B2,30,confidence_accuracy_reliability,7,0.8,0.85,47,0.823560882216,0.914893617021,0.0913327348054
40,B2_q30,B2,30,confidence_accuracy_reliability,8,0.85,0.9,75,0.875993464727,0.92,0.0440065352729
40,B2_q30,B2,30,confidence_accuracy_reliability,9,0.9,0.95,70,0.929148096488,0.985714285714,0.0565661892263
40,B2_q30,B2,30,confidence_accuracy_reliability,10,0.95,1,112,0.96903639459,1,0.0309636054097
40,B2_q30,B2,30,keyhole_probability_reliability,1,0,0.1,174,0.0452269110772,0.00574712643678,0.0394797846405
40,B2_q30,B2,30,keyhole_probability_reliability,2,0.1,0.2,83,0.146325001541,0.0722891566265,0.0740358449144
40,B2_q30,B2,30,keyhole_probability_reliability,3,0.2,0.3,37,0.241213229506,0.162162162162,0.0790510673439
40,B2_q30,B2,30,keyhole_probability_reliability,4,0.3,0.4,45,0.352128273532,0.333333333333,0.0187949401988
40,B2_q30,B2,30,keyhole_probability_reliability,5,0.4,0.5,25,0.442194195347,0.64,0.197805804653
40,B2_q30,B2,30,keyhole_probability_reliability,6,0.5,0.6,21,0.550769744327,0.619047619048,0.0682778747203
40,B2_q30,B2,30,keyhole_probability_reliability,7,0.6,0.7,32,0.652485923087,0.75,0.0975140769125
40,B2_q30,B2,30,keyhole_probability_reliability,8,0.7,0.8,36,0.753149555276,0.888888888889,0.135739333612
40,B2_q30,B2,30,keyhole_probability_reliability,9,0.8,0.9,39,0.86030375504,0.897435897436,0.0371321423956
40,B2_q30,B2,30,keyhole_probability_reliability,10,0.9,1,8,0.930240684464,1,0.0697593155358
40,B3_q20,B3,20,confidence_accuracy_reliability,1,0.5,0.55,21,0.522325526848,0.428571428571,0.0937540982768
40,B3_q20,B3,20,confidence_accuracy_reliability,2,0.55,0.6,24,0.577881183917,0.583333333333,0.00545214941633
40,B3_q20,B3,20,confidence_accuracy_reliability,3,0.6,0.65,39,0.621686523459,0.769230769231,0.147544245772
40,B3_q20,B3,20,confidence_accuracy_reliability,4,0.65,0.7,36,0.67949656342,0.722222222222,0.0427256588024
40,B3_q20,B3,20,confidence_accuracy_reliability,5,0.7,0.75,29,0.724638444157,0.827586206897,0.10294776274
40,B3_q20,B3,20,confidence_accuracy_reliability,6,0.75,0.8,32,0.777117246585,0.875,0.0978827534146
40,B3_q20,B3,20,confidence_accuracy_reliability,7,0.8,0.85,33,0.822247325188,0.909090909091,0.0868435839031
40,B3_q20,B3,20,confidence_accuracy_reliability,8,0.85,0.9,55,0.872782487432,0.890909090909,0.0181266034766
40,B3_q20,B3,20,confidence_accuracy_reliability,9,0.9,0.95,47,0.923520437116,0.978723404255,0.0552029671389
40,B3_q20,B3,20,confidence_accuracy_reliability,10,0.95,1,24,0.964285937829,1,0.0357140621713
40,B3_q20,B3,20,keyhole_probability_reliability,1,0,0.1,51,0.0660314275431,0.0196078431373,0.0464235844059
40,B3_q20,B3,20,keyhole_probability_reliability,2,0.1,0.2,63,0.148176371415,0.0793650793651,0.0688112920503
40,B3_q20,B3,20,keyhole_probability_reliability,3,0.2,0.3,30,0.253705471305,0.166666666667,0.0870388046379
40,B3_q20,B3,20,keyhole_probability_reliability,4,0.3,0.4,49,0.351927229038,0.224489795918,0.12743743312
40,B3_q20,B3,20,keyhole_probability_reliability,5,0.4,0.5,27,0.441849909999,0.555555555556,0.113705645557
40,B3_q20,B3,20,keyhole_probability_reliability,6,0.5,0.6,18,0.542662891544,0.611111111111,0.0684482195672
40,B3_q20,B3,20,keyhole_probability_reliability,7,0.6,0.7,26,0.652003266188,0.692307692308,0.0403044261197
40,B3_q20,B3,20,keyhole_probability_reliability,8,0.7,0.8,31,0.757852610013,0.870967741935,0.113115131922
40,B3_q20,B3,20,keyhole_probability_reliability,9,0.8,0.9,25,0.858892397566,0.84,0.0188923975661
40,B3_q20,B3,20,keyhole_probability_reliability,10,0.9,1,20,0.945796292853,1,0.054203707147
40,B3_q30,B3,30,confidence_accuracy_reliability,1,0.5,0.55,22,0.523399001303,0.409090909091,0.114308092212
40,B3_q30,B3,30,confidence_accuracy_reliability,2,0.55,0.6,28,0.578225363413,0.571428571429,0.00679679198434
40,B3_q30,B3,30,confidence_accuracy_reliability,3,0.6,0.65,43,0.620465844127,0.744186046512,0.123720202384
40,B3_q30,B3,30,confidence_accuracy_reliability,4,0.65,0.7,41,0.678976671935,0.707317073171,0.0283404012361
40,B3_q30,B3,30,confidence_accuracy_reliability,5,0.7,0.75,36,0.724385870371,0.861111111111,0.13672524074
40,B3_q30,B3,30,confidence_accuracy_reliability,6,0.75,0.8,43,0.778979005665,0.883720930233,0.104741924567
40,B3_q30,B3,30,confidence_accuracy_reliability,7,0.8,0.85,55,0.826505597731,0.927272727273,0.100767129541
40,B3_q30,B3,30,confidence_accuracy_reliability,8,0.85,0.9,78,0.873056641716,0.923076923077,0.0500202813613
40,B3_q30,B3,30,confidence_accuracy_reliability,9,0.9,0.95,86,0.925783208075,0.988372093023,0.0625888849484
40,B3_q30,B3,30,confidence_accuracy_reliability,10,0.95,1,68,0.96554750043,1,0.0344524995695
40,B3_q30,B3,30,keyhole_probability_reliability,1,0,0.1,130,0.0568944832608,0.00769230769231,0.0492021755685
40,B3_q30,B3,30,keyhole_probability_reliability,2,0.1,0.2,100,0.147389201289,0.06,0.0873892012886
40,B3_q30,B3,30,keyhole_probability_reliability,3,0.2,0.3,46,0.248578193452,0.130434782609,0.118143410843
40,B3_q30,B3,30,keyhole_probability_reliability,4,0.3,0.4,55,0.352250230608,0.272727272727,0.0795229578809
40,B3_q30,B3,30,keyhole_probability_reliability,5,0.4,0.5,28,0.441468587462,0.571428571429,0.129959983966
40,B3_q30,B3,30,keyhole_probability_reliability,6,0.5,0.6,22,0.54846402969,0.590909090909,0.0424450612196
40,B3_q30,B3,30,keyhole_probability_reliability,7,0.6,0.7,29,0.651442673457,0.724137931034,0.0726952575775
40,B3_q30,B3,30,keyhole_probability_reliability,8,0.7,0.8,33,0.757835923508,0.878787878788,0.12095195528
40,B3_q30,B3,30,keyhole_probability_reliability,9,0.8,0.9,33,0.857428668422,0.878787878788,0.0213592103664
40,B3_q30,B3,30,keyhole_probability_reliability,10,0.9,1,24,0.944619531151,1,0.0553804688495
40,all_test,all,all,confidence_accuracy_reliability,1,0.5,0.55,26,0.524457036471,0.461538461538,0.0629185749323
40,all_test,all,all,confidence_accuracy_reliability,2,0.55,0.6,30,0.579168171879,0.6,0.0208318281211
40,all_test,all,all,confidence_accuracy_reliability,3,0.6,0.65,45,0.62079918473,0.755555555556,0.134756370826
40,all_test,all,all,confidence_accuracy_reliability,4,0.65,0.7,49,0.678829744723,0.755102040816,0.0762722960933
40,all_test,all,all,confidence_accuracy_reliability,5,0.7,0.75,52,0.725765218059,0.903846153846,0.178080935788
40,all_test,all,all,confidence_accuracy_reliability,6,0.75,0.8,79,0.779900763757,0.936708860759,0.156808097003
40,all_test,all,all,confidence_accuracy_reliability,7,0.8,0.85,117,0.825497468442,0.965811965812,0.14031449737
40,all_test,all,all,confidence_accuracy_reliability,8,0.85,0.9,230,0.875886891597,0.973913043478,0.0980261518813
40,all_test,all,all,confidence_accuracy_reliability,9,0.9,0.95,378,0.928760611216,0.997354497354,0.0685938861386
40,all_test,all,all,confidence_accuracy_reliability,10,0.95,1,614,0.970447714613,1,0.029552285387
40,all_test,all,all,keyhole_probability_reliability,1,0,0.1,877,0.0458794693078,0.00114025085519,0.0447392184526
40,all_test,all,all,keyhole_probability_reliability,2,0.1,0.2,283,0.142251654637,0.0212014134276,0.12105024121
40,all_test,all,all,keyhole_probability_reliability,3,0.2,0.3,91,0.239873971067,0.0659340659341,0.173939905133
40,all_test,all,all,keyhole_probability_reliability,4,0.3,0.4,62,0.349692398944,0.241935483871,0.107756915073
40,all_test,all,all,keyhole_probability_reliability,5,0.4,0.5,33,0.442025834852,0.484848484848,0.0428226499963
40,all_test,all,all,keyhole_probability_reliability,6,0.5,0.6,23,0.547729593684,0.565217391304,0.0174877976206
40,all_test,all,all,keyhole_probability_reliability,7,0.6,0.7,32,0.652485923087,0.75,0.0975140769125
40,all_test,all,all,keyhole_probability_reliability,8,0.7,0.8,40,0.754512076073,0.9,0.145487923927
40,all_test,all,all,keyhole_probability_reliability,9,0.8,0.9,64,0.863975111521,0.9375,0.0735248884791
40,all_test,all,all,keyhole_probability_reliability,10,0.9,1,115,0.957936542564,1,0.0420634574359
60,B1_q20,B1,20,confidence_accuracy_reliability,1,0.5,0.55,21,0.523383436162,0.52380952381,0.000426087647026
60,B1_q20,B1,20,confidence_accuracy_reliability,2,0.55,0.6,18,0.573464065889,0.444444444444,0.129019621445
60,B1_q20,B1,20,confidence_accuracy_reliability,3,0.6,0.65,24,0.624528125522,0.625,0.000471874478412
60,B1_q20,B1,20,confidence_accuracy_reliability,4,0.65,0.7,23,0.673650876744,0.869565217391,0.195914340647
60,B1_q20,B1,20,confidence_accuracy_reliability,5,0.7,0.75,25,0.723627042672,0.68,0.0436270426722
60,B1_q20,B1,20,confidence_accuracy_reliability,6,0.75,0.8,35,0.777350297411,0.885714285714,0.108363988303
60,B1_q20,B1,20,confidence_accuracy_reliability,7,0.8,0.85,29,0.826540787173,0.862068965517,0.035528178344
60,B1_q20,B1,20,confidence_accuracy_reliability,8,0.85,0.9,36,0.877371246196,0.916666666667,0.0392954204709
60,B1_q20,B1,20,confidence_accuracy_reliability,9,0.9,0.95,72,0.927362587726,0.944444444444,0.0170818567189
60,B1_q20,B1,20,confidence_accuracy_reliability,10,0.95,1,57,0.969476864057,0.982456140351,0.012979276294
60,B1_q20,B1,20,keyhole_probability_reliability,1,0,0.1,97,0.0514441424732,0.020618556701,0.0308255857721
60,B1_q20,B1,20,keyhole_probability_reliability,2,0.1,0.2,38,0.140902812337,0.105263157895,0.035639654442
60,B1_q20,B1,20,keyhole_probability_reliability,3,0.2,0.3,28,0.241172191584,0.214285714286,0.026886477298
60,B1_q20,B1,20,keyhole_probability_reliability,4,0.3,0.4,36,0.354258217665,0.305555555556,0.048702662109
60,B1_q20,B1,20,keyhole_probability_reliability,5,0.4,0.5,20,0.443245836026,0.55,0.106754163974
60,B1_q20,B1,20,keyhole_probability_reliability,6,0.5,0.6,19,0.535701161365,0.526315789474,0.00938537189175
60,B1_q20,B1,20,keyhole_probability_reliability,7,0.6,0.7,11,0.657812819415,0.909090909091,0.251278089676
60,B1_q20,B1,20,keyhole_probability_reliability,8,0.7,0.8,32,0.751586182516,0.8125,0.0609138174835
60,B1_q20,B1,20,keyhole_probability_reliability,9,0.8,0.9,27,0.848494613329,0.888888888889,0.0403942755604
60,B1_q20,B1,20,keyhole_probability_reliability,10,0.9,1,32,0.938136543356,0.90625,0.0318865433556
60,B1_q30,B1,30,confidence_accuracy_reliability,1,0.5,0.55,24,0.523308595128,0.541666666667,0.0183580715391
60,B1_q30,B1,30,confidence_accuracy_reliability,2,0.55,0.6,18,0.573464065889,0.444444444444,0.129019621445
60,B1_q30,B1,30,confidence_accuracy_reliability,3,0.6,0.65,25,0.624871062326,0.64,0.0151289376736
60,B1_q30,B1,30,confidence_accuracy_reliability,4,0.65,0.7,24,0.674368862951,0.875,0.200631137049
60,B1_q30,B1,30,confidence_accuracy_reliability,5,0.7,0.75,36,0.724718629808,0.777777777778,0.0530591479695
60,B1_q30,B1,30,confidence_accuracy_reliability,6,0.75,0.8,50,0.775806846247,0.92,0.144193153753
60,B1_q30,B1,30,confidence_accuracy_reliability,7,0.8,0.85,40,0.827569643315,0.9,0.0724303566853
60,B1_q30,B1,30,confidence_accuracy_reliability,8,0.85,0.9,62,0.876688824672,0.951612903226,0.0749240785533
60,B1_q30,B1,30,confidence_accuracy_reliability,9,0.9,0.95,104,0.92732623894,0.961538461538,0.0342122225981
60,B1_q30,B1,30,confidence_accuracy_reliability,10,0.95,1,117,0.971596911789,0.991452991453,0.0198560796639
60,B1_q30,B1,30,keyhole_probability_reliability,1,0,0.1,176,0.0472865759605,0.0113636363636,0.0359229395969
60,B1_q30,B1,30,keyhole_probability_reliability,2,0.1,0.2,63,0.139519352778,0.0634920634921,0.0760272892863
60,B1_q30,B1,30,keyhole_probability_reliability,3,0.2,0.3,49,0.2433879155,0.122448979592,0.120938935908
60,B1_q30,B1,30,keyhole_probability_reliability,4,0.3,0.4,38,0.353402940646,0.289473684211,0.063929256436
60,B1_q30,B1,30,keyhole_probability_reliability,5,0.4,0.5,23,0.447676634647,0.521739130435,0.0740624957882
60,B1_q30,B1,30,keyhole_probability_reliability,6,0.5,0.6,19,0.535701161365,0.526315789474,0.00938537189175
60,B1_q30,B1,30,keyhole_probability_reliability,7,0.6,0.7,11,0.657812819415,0.909090909091,0.251278089676
60,B1_q30,B1,30,keyhole_probability_reliability,8,0.7,0.8,37,0.751519482296,0.837837837838,0.086318355542
60,B1_q30,B1,30,keyhole_probability_reliability,9,0.8,0.9,39,0.852492617624,0.923076923077,0.0705843054533
60,B1_q30,B1,30,keyhole_probability_reliability,10,0.9,1,45,0.943137886626,0.933333333333,0.00980455329266
60,B2_q20,B2,20,confidence_accuracy_reliability,1,0.5,0.55,24,0.522972692157,0.583333333333,0.0603606411768
60,B2_q20,B2,20,confidence_accuracy_reliability,2,0.55,0.6,18,0.573464065889,0.444444444444,0.129019621445
60,B2_q20,B2,20,confidence_accuracy_reliability,3,0.6,0.65,21,0.621060390878,0.571428571429,0.0496318194493
60,B2_q20,B2,20,confidence_accuracy_reliability,4,0.65,0.7,20,0.673182603313,0.85,0.176817396687
60,B2_q20,B2,20,confidence_accuracy_reliability,5,0.7,0.75,26,0.724442639351,0.692307692308,0.0321349470429
60,B2_q20,B2,20,confidence_accuracy_reliability,6,0.75,0.8,45,0.774245373744,0.911111111111,0.136865737368
60,B2_q20,B2,20,confidence_accuracy_reliability,7,0.8,0.85,27,0.824704600346,0.851851851852,0.0271472515063
60,B2_q20,B2,20,confidence_accuracy_reliability,8,0.85,0.9,36,0.877873362316,0.916666666667,0.038793304351
60,B2_q20,B2,20,confidence_accuracy_reliability,9,0.9,0.95,42,0.927890352369,0.904761904762,0.023128447607
60,B2_q20,B2,20,confidence_accuracy_reliability,10,0.95,1,81,0.976263182807,0.987654320988,0.0113911381804
60,B2_q20,B2,20,keyhole_probability_reliability,1,0,0.1,90,0.0318323578593,0.0222222222222,0.0096101356371
60,B2_q20,B2,20,keyhole_probability_reliability,2,0.1,0.2,28,0.141861721654,0.142857142857,0.000995421203494
60,B2_q20,B2,20,keyhole_probability_reliability,3,0.2,0.3,33,0.239562341969,0.181818181818,0.057744160151
60,B2_q20,B2,20,keyhole_probability_reliability,4,0.3,0.4,29,0.354289905997,0.379310344828,0.0250204388309
60,B2_q20,B2,20,keyhole_probability_reliability,5,0.4,0.5,23,0.447676634647,0.521739130435,0.0740624957882
60,B2_q20,B2,20,keyhole_probability_reliability,6,0.5,0.6,19,0.535276862876,0.578947368421,0.0436705055453
60,B2_q20,B2,20,keyhole_probability_reliability,7,0.6,0.7,12,0.64836062905,0.916666666667,0.268306037616
60,B2_q20,B2,20,keyhole_probability_reliability,8,0.7,0.8,38,0.752160729646,0.842105263158,0.0899445335117
60,B2_q20,B2,20,keyhole_probability_reliability,9,0.8,0.9,35,0.8526455274,0.914285714286,0.0616401868858
