repeat,model,subset,roc_auc,pr_auc,accuracy,balanced_accuracy,keyhole_recall,conduction_recall,brier_score,log_loss,false_negative,false_positive,true_negative,true_positive,row_count,source
5,physics_ridge_residual_gp,B1_q20,0.9054209919261822,0.8300259586499604,0.8352941176470589,0.8137254901960784,0.7058823529411765,0.9215686274509803,,,10,4,47,24,85,new_phase1_7
6,physics_ridge_residual_gp,full81,0.991500247565605,0.9593801191287363,0.9629629629629629,0.9239767288331409,0.863013698630137,0.9849397590361446,,,10,5,327,63,405,new_phase1_7
6,physics_ridge_residual_gp,B1_q30,0.9462833914053426,0.8448043978853841,0.88,0.8482868757259001,0.7560975609756098,0.9404761904761905,,,10,5,79,31,125,new_phase1_7
6,physics_ridge_residual_gp,B1_q20,0.9169550173010381,0.8232616545503694,0.8352941176470589,0.8186274509803921,0.7352941176470589,0.9019607843137255,,,9,5,46,25,85,new_phase1_7
7,physics_ridge_residual_gp,full81,0.9907575507509491,0.9564990040604222,0.9654320987654321,0.9254827529295263,0.863013698630137,0.9879518072289156,,,10,4,328,63,405,new_phase1_7
7,physics_ridge_residual_gp,B1_q30,0.9423407917383821,0.8563451261089622,0.888,0.8568559954102122,0.7619047619047619,0.9518072289156626,,,10,4,79,32,125,new_phase1_7
7,physics_ridge_residual_gp,B1_q20,0.9077277970011534,0.8136758764614057,0.8470588235294118,0.8284313725490196,0.7352941176470589,0.9215686274509803,,,9,4,47,25,85,new_phase1_7
8,physics_ridge_residual_gp,full81,0.9913352038290146,0.9588481036109635,0.9679012345679012,0.9269887770259119,0.863013698630137,0.9909638554216867,,,10,3,329,63,405,new_phase1_7
8,physics_ridge_residual_gp,B1_q30,0.9441176470588235,0.8392929631153013,0.896,0.8573529411764707,0.75,0.9647058823529412,,,10,3,82,30,125,new_phase1_7
8,physics_ridge_residual_gp,B1_q20,0.9121863799283155,0.800152493122302,0.8470588235294118,0.8109318996415771,0.6774193548387096,0.9444444444444444,,,10,3,51,21,85,new_phase1_7
9,physics_ridge_residual_gp,full81,0.9908813335533916,0.9579605170118277,0.9629629629629629,0.9293200198052484,0.8767123287671232,0.9819277108433735,,,9,6,326,64,405,new_phase1_7
9,physics_ridge_residual_gp,B1_q30,0.943529411764706,0.8391654708381849,0.88,0.8522058823529413,0.775,0.9294117647058824,,,9,6,79,31,125,new_phase1_7
9,physics_ridge_residual_gp,B1_q20,0.9121462264150944,0.8115580069297761,0.8470588235294118,0.8278301886792453,0.75,0.9056603773584906,,,8,5,48,24,85,new_phase1_7
10,physics_ridge_residual_gp,full81,0.9907162898168014,0.9556485806313321,0.9654320987654321,0.9254827529295263,0.863013698630137,0.9879518072289156,,,10,4,328,63,405,new_phase1_7
10,physics_ridge_residual_gp,B1_q30,0.9411764705882353,0.8302894304667687,0.888,0.8514705882352941,0.75,0.9529411764705882,,,10,4,81,30,125,new_phase1_7
10,physics_ridge_residual_gp,B1_q20,0.9085714285714286,0.8169774510839625,0.8352941176470589,0.8171428571428572,0.7142857142857143,0.92,,,10,4,46,25,85,new_phase1_7
11,physics_ridge_residual_gp,full81,0.9909638554216866,0.9568720588368577,0.9629629629629629,0.9186334378610331,0.8493150684931506,0.9879518072289156,,,11,4,328,62,405,new_phase1_7
11,physics_ridge_residual_gp,B1_q30,0.9442508710801393,0.8413245081802573,0.88,0.8420441347270615,0.7317073170731707,0.9523809523809523,,,11,4,80,30,125,new_phase1_7
11,physics_ridge_residual_gp,B1_q20,0.9102564102564102,0.811388234499224,0.8352941176470589,0.8100233100233101,0.696969696969697,0.9230769230769231,,,10,4,48,23,85,new_phase1_7
12,physics_ridge_residual_gp,full81,0.9913764647631622,0.9598998605447145,0.9654320987654321,0.9254827529295263,0.863013698630137,0.9879518072289156,,,10,4,328,63,405,new_phase1_7
12,physics_ridge_residual_gp,B1_q30,0.9439475253428742,0.8369105997135678,0.888,0.8485390578413834,0.7435897435897436,0.9534883720930233,,,10,4,82,29,125,new_phase1_7
12,physics_ridge_residual_gp,B1_q20,0.9131701631701632,0.8177464375297592,0.8352941176470589,0.8100233100233101,0.696969696969697,0.9230769230769231,,,10,4,48,23,85,new_phase1_7
13,physics_ridge_residual_gp,full81,0.9911701600924245,0.9581460006040878,0.9654320987654321,0.9254827529295263,0.863013698630137,0.9879518072289156,,,10,4,328,63,405,new_phase1_7
13,physics_ridge_residual_gp,B1_q30,0.9436701509872241,0.853783544420541,0.888,0.854239256678281,0.7560975609756098,0.9523809523809523,,,10,4,80,31,125,new_phase1_7
13,physics_ridge_residual_gp,B1_q20,0.9108571428571428,0.8216004433165323,0.8352941176470589,0.8171428571428572,0.7142857142857143,0.92,,,10,4,46,25,85,new_phase1_7
14,physics_ridge_residual_gp,full81,0.9910876382241294,0.9574158050578462,0.9654320987654321,0.9254827529295263,0.863013698630137,0.9879518072289156,,,10,4,328,63,405,new_phase1_7
14,physics_ridge_residual_gp,B1_q30,0.9442508710801394,0.8401232282279117,0.888,0.854239256678281,0.7560975609756098,0.9523809523809523,,,10,4,80,31,125,new_phase1_7
14,physics_ridge_residual_gp,B1_q20,0.9102857142857144,0.8205714683558103,0.8352941176470589,0.8171428571428572,0.7142857142857143,0.92,,,10,4,46,25,85,new_phase1_7
15,physics_ridge_residual_gp,full81,0.9910051163558342,0.9582463924819261,0.9629629629629629,0.9239767288331409,0.863013698630137,0.9849397590361446,,,10,5,327,63,405,new_phase1_7
15,physics_ridge_residual_gp,B1_q30,0.9454123112659698,0.8653237616773117,0.88,0.8482868757259001,0.7560975609756098,0.9404761904761905,,,10,5,79,31,125,new_phase1_7
15,physics_ridge_residual_gp,B1_q20,0.9086084905660378,0.8018108833427771,0.8352941176470589,0.8060141509433962,0.6875,0.9245283018867925,,,10,4,49,22,85,new_phase1_7
16,physics_ridge_residual_gp,full81,0.9912526819607196,0.9585782503627542,0.9679012345679012,0.9269887770259119,0.863013698630137,0.9909638554216867,,,10,3,329,63,405,new_phase1_7
16,physics_ridge_residual_gp,B1_q30,0.9460345855694694,0.8492813233344296,0.904,0.8671735241502684,0.7692307692307693,0.9651162790697675,,,9,3,83,30,125,new_phase1_7
16,physics_ridge_residual_gp,B1_q20,0.914648212226067,0.8221239564322286,0.8588235294117647,0.8382352941176471,0.7352941176470589,0.9411764705882353,,,9,3,48,25,85,new_phase1_7
17,physics_ridge_residual_gp,full81,0.991128899158277,0.959560158871172,0.9654320987654321,0.9254827529295263,0.863013698630137,0.9879518072289156,,,10,4,328,63,405,new_phase1_7
17,physics_ridge_residual_gp,B1_q30,0.9437751004016064,0.8629580494891517,0.888,0.8568559954102122,0.7619047619047619,0.9518072289156626,,,10,4,79,32,125,new_phase1_7
17,physics_ridge_residual_gp,B1_q20,0.9139784946236558,0.8099014259919993,0.8470588235294118,0.8178016726403823,0.7096774193548387,0.9259259259259259,,,9,4,50,22,85,new_phase1_7
18,physics_ridge_residual_gp,full81,0.9899735930021456,0.9529221072196599,0.9580246913580247,0.9209646806403697,0.863013698630137,0.9789156626506024,,,10,7,325,63,405,new_phase1_7
18,physics_ridge_residual_gp,B1_q30,0.9385294117647058,0.8316407452694553,0.864,0.8338235294117646,0.75,0.9176470588235294,,,10,7,78,30,125,new_phase1_7
18,physics_ridge_residual_gp,B1_q20,0.9067599067599068,0.8095891515226048,0.8235294117647058,0.8059440559440559,0.7272727272727273,0.8846153846153846,,,9,6,46,24,85,new_phase1_7
19,physics_ridge_residual_gp,full81,0.9900973758045882,0.9475294905484791,0.9654320987654321,0.9308260439016339,0.8767123287671232,0.9849397590361446,,,9,5,327,64,405,new_phase1_7
19,physics_ridge_residual_gp,B1_q30,0.9415623136553368,0.8131751618178297,0.888,0.8555456171735242,0.7692307692307693,0.9418604651162791,,,9,5,81,30,125,new_phase1_7
19,physics_ridge_residual_gp,B1_q20,0.9068571428571428,0.8043944506669611,0.8470588235294118,0.8357142857142857,0.7714285714285715,0.9,,,8,5,45,27,85,new_phase1_7
20,physics_ridge_residual_gp,full81,0.9913352038290147,0.9599985524977956,0.9679012345679012,0.9269887770259119,0.863013698630137,0.9909638554216867,,,10,3,329,63,405,new_phase1_7
20,physics_ridge_residual_gp,B1_q30,0.944541231126597,0.8578167739734021,0.896,0.860191637630662,0.7560975609756098,0.9642857142857143,,,10,3,81,31,125,new_phase1_7
20,physics_ridge_residual_gp,B1_q20,0.9038915094339622,0.8006571328877135,0.8470588235294118,0.8154481132075472,0.6875,0.9433962264150944,,,10,3,50,22,85,new_phase1_7
