population_row_index,experiment_name,truth,PC1,PC2,mean_abs_residual,mean_residual,mean_physics_probability,mean_combined_probability,corrected_occurrences,worsened_occurrences,heldout_occurrences
16,P-132p644034819_VX-0p797235702485_LS-4p6520297442e-05_ST-303p62522115_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p0510594144e-06_H-0e4c2fc094,0,-0.4577518514372327,-1.8983693808476974,0.08680651459492332,0.08102930145660484,0.019578269761497617,0.06151379358540794,0,0,20
17,P-140p236446589_VX-0p550532928497_LS-7p91865165046e-05_ST-370p758962256_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76263771576e-06_H-a88ac79600,0,1.380696532297111,0.6722439968028744,0.055562585214216975,-0.05421052920294327,0.0011348202232044822,0.019725422713798936,0,0,20
18,P-143p707582907_VX-0p952433280409_LS-8p80948922839e-05_ST-329p530804101_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06504833697e-06_H-1605f46060,0,1.509663291826469,-0.7378796966038279,0.009264348769694215,-0.009264348769694217,0.0002798608747697821,0.015010042229408781,0,0,20
19,P-144p087720513_VX-0p415546267467_LS-5p02923295381e-05_ST-327p07537462_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16091058462e-05_H-0602c4a780,0,-0.12475159492614983,-0.8111670927311632,0.11198213491627904,0.06445267097168073,0.08627459020729858,0.13210211435813052,0,0,20
20,P-148p299467422_VX-0p674162518859_LS-5p7557139752e-05_ST-331p520012414_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p15572353559e-06_H-e73b90164d,0,0.10046751720842563,-0.8021421087270484,0.09846529543604032,0.08391847008219115,0.010352448804390003,0.04366167608897627,0,0,20
21,P-150p071418192_VX-0p423845414489_LS-8p67749479825e-05_ST-322p128190627_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1381792602e-05_H-2afbe2208b,0,1.6124424704961264,-0.49148881134869177,0.047058553837412545,-0.047058553837412545,0.000957166366359134,0.018828482787847635,0,0,20
22,P-155p252053768_VX-0p916931554055_LS-7p35634948929e-05_ST-366p816583574_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p26115671522e-06_H-1d842653b1,0,0.8241502251779697,0.22470262170848976,0.040125490377071714,-0.04012549037707171,0.0014240938322038787,0.023718231428904345,0,0,20
23,P-155p610380822_VX-0p863747905944_LS-4p82199969556e-05_ST-303p817651114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p58510251639e-06_H-44aa3a8888,0,-0.5678593385106475,-1.8525440296785192,0.053438500061769645,0.0425638094233365,0.03728705409164978,0.08231817800011072,0,0,20
24,P-157p183722649_VX-0p714259673467_LS-7p38607203139e-05_ST-347p368293375_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p75401507634e-06_H-add9572a86,0,0.8633527870880521,-0.15040559349214305,0.03121866093428386,-0.02570477923030782,0.0024333619586056733,0.02497879058078638,0,0,20
25,P-160p605564338_VX-0p585171267024_LS-4p89218084001e-05_ST-323p833105745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p24394647322e-06_H-0602c4a780,0,-0.3941381952985797,-1.0120635306486239,0.25510300329011193,0.25510300329011193,0.06905216022761367,0.13698894628857944,0,0,20
26,P-162p142815649_VX-0p926926325143_LS-6p49234891537e-05_ST-377p454931887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p20442722594e-06_H-eed8ed7ef3,0,0.3725233344435377,0.4387051671756824,0.053516852913934695,-0.049458126067722465,0.003877666969684424,0.029170628861311342,0,0,20
27,P-163p562272254_VX-0p729793018519_LS-5p10150522361e-05_ST-318p261957537_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p6102586358e-06_H-eed8ed7ef3,0,-0.39056606636471064,-1.2610036378347256,0.1731492521607491,0.15377084892008108,0.027940678169541218,0.07923293701640546,0,0,20
28,P-164p187091551_VX-0p507792014735_LS-6p92164167976e-05_ST-301p020288893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p50018996564e-06_H-c15424829d,0,0.554093495919795,-1.3399440184014844,0.03668389573935015,0.020044320817364795,0.00789757716752856,0.03656639140087918,0,0,20
29,P-164p607131174_VX-0p867199563125_LS-5p32762751968e-05_ST-314p058214573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56287250149e-06_H-0e4c2fc094,0,-0.358230491049147,-1.4687122144185374,0.0758783252563043,0.02615347175971977,0.016480191342339447,0.05307710225222877,0,0,20
30,P-166p111836501_VX-0p454755470987_LS-7p13150844087e-05_ST-303p391516497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p06081639712e-05_H-0e4c2fc094,0,0.673187134234938,-1.1938945350171746,0.038794341925779616,-0.004808275507683457,0.010009822134472803,0.0428532055820142,0,0,20
31,P-167p350234557_VX-0p509305540745_LS-7p79284260895e-05_ST-367p465417979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p47195782704e-06_H-0c5439e4b5,0,1.1334673231027264,0.687813884253358,0.07137645854944014,-0.07137645854944014,0.004397556774382454,0.029520260527971232,0,0,20
32,P-168p279672268_VX-0p662944494492_LS-8p51138696034e-05_ST-361p222757169_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p27680920966e-06_H-1d842653b1,0,1.3966701098201093,0.46774625303237266,0.017669434896225942,-0.01708945998784515,0.0009343888563337904,0.020157610506680614,0,0,20
33,P-172p471893954_VX-0p300060565388_LS-5p45268436948e-05_ST-394p546009672_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60771562794e-05_H-0e4c2fc094,0,0.10710799076414575,1.3755829674285898,0.12136317819304825,-0.07247738498490774,0.23803394124883223,0.26058262897349493,0,0,20
34,P-173p043282634_VX-0p866796851528_LS-6p96390683614e-05_ST-349p021338305_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56545699781e-06_H-27614c4053,0,0.47860243591758067,-0.23309964163199126,0.02604847241254541,-0.02046381567785176,0.003561933856780481,0.028965291429472018,0,0,20
35,P-173p906668607_VX-0p677544388934_LS-8p62016404031e-05_ST-334p396108383_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p12000672104e-06_H-89021150a8,0,1.3332497014549354,-0.2843116204073806,0.021499838322154696,-0.01531804037333065,0.00204668684292388,0.024866749466542614,0,0,20
36,P-177p821134596_VX-0p63969291749_LS-8p76195222961e-05_ST-320p228793407_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5413068851e-06_H-0e4c2fc094,0,1.354593234387183,-0.6287875096810542,0.012293480491061992,-0.01224926489934783,0.0014707312643342694,0.022349524545319355,0,0,20
37,P-185p872045369_VX-0p416268682161_LS-7p15564692144e-05_ST-371p982346013_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p15889587897e-05_H-bc28d74e69,0,0.739357043303592,0.8809869992381513,0.09773640534804748,-0.09773640534804749,0.018667134895710945,0.04828252747782926,0,0,20
38,P-187p255870651_VX-0p828194463092_LS-4p64611349328e-05_ST-375p783913497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p82486459159e-06_H-bc28d74e69,0,-0.6780694587644801,0.33188960129600464,0.07064566416596199,0.038935491106599725,0.08475023384980891,0.13585205179051627,0,0,20
39,P-198p376734591_VX-0p636800402216_LS-8p40585875992e-05_ST-361p411435367_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5755614887e-06_H-1605f46060,0,1.1404519605416839,0.5829537389295901,0.03033588822189809,-0.03033292620671732,0.00219662041056026,0.025940761899778408,0,0,20
40,P-199p601335125_VX-0p449852506485_LS-5p7030843283e-05_ST-364p706449651_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07237828699e-05_H-1d842653b1,0,-0.10849800330174983,0.5097459160491193,0.13085993401006307,0.0013401541769367698,0.13452803786175685,0.1733255053086566,0,0,20
41,P-203p030488295_VX-0p654564663741_LS-6p39602473907e-05_ST-333p568221635_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p36996796534e-06_H-0e4c2fc094,0,0.03655204340936534,-0.4651518570181526,0.07273165861608966,0.04219989073439525,0.02392469848847916,0.06420214820306569,0,0,20
42,P-203p317554156_VX-0p724937635215_LS-5p40301996917e-05_ST-325p306920736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p65453187788e-06_H-dfd65b549a,0,-0.5071665976338967,-0.8845769833773204,0.1611871230588507,0.15860964224858146,0.060188484452178795,0.11677274815172041,0,0,20
43,P-204p071587815_VX-0p957219619336_LS-8p8582220221e-05_ST-334p090301355_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03972182096e-06_H-676863bc48,0,1.1097423987081279,-0.4036769010533461,0.01352771476722068,-0.01352771476722068,0.0009111171872566394,0.02021151912340997,0,0,20
44,P-207p432942583_VX-0p674802143379_LS-5p74396795379e-05_ST-382p34582068_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p14894084192e-06_H-676863bc48,0,-0.19762192578603457,0.8549016020952502,0.08607931300692166,0.05901525962949632,0.05486592760533354,0.10522793778626464,0,0,20
45,P-208p096600196_VX-0p256636148953_LS-4p52492384214e-05_ST-395p602757306_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p87975101041e-05_H-1980b1708d,1,-0.5838972593919035,1.447801746485701,0.06668715022261648,-0.04715725153471075,0.8965923412130495,0.8402884244505884,0,0,20
46,P-209p47686991_VX-0p866693950214_LS-6p90699464413e-05_ST-369p570871734_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56611777644e-06_H-b021dd2b47,0,0.24255295787301756,0.4724937004489607,0.06669106518244494,-0.06669106518244496,0.007459278304048874,0.036920082094513876,0,0,20
47,P-210p211145159_VX-0p921242046338_LS-8p23126060485e-05_ST-311p238003519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p23653975868e-06_H-0e4c2fc094,0,0.7129572799843522,-1.0868152602999464,0.02730617118334903,-0.021971364113164214,0.0023981962553698147,0.02822434662639921,0,0,20
48,P-210p302841339_VX-0p779412575788_LS-5p86430912284e-05_ST-304p177226769_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18943131388e-06_H-c15424829d,0,-0.40940734961336334,-1.4591134103475534,0.058818791231457654,-0.006785181951389342,0.02630718539489458,0.0668533625619375,0,0,20
49,P-210p331349445_VX-0p877062157481_LS-5p88084341536e-05_ST-346p930868597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p50031780743e-06_H-0e4c2fc094,0,-0.33272152319958265,-0.31113727083119863,0.07626438673174822,-0.06887521663446525,0.02995730486430868,0.06640300839417819,0,0,20
50,P-211p964201781_VX-0p31026524833_LS-8p22948660567e-05_ST-308p041416816_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p5548375556e-05_H-22f5435fc5,0,0.9602911449974181,-0.647953084493956,0.054574202111396033,-0.054056515121504924,0.0217568604984272,0.057903382946034296,0,0,20
51,P-212p474685749_VX-0p445530901525_LS-8p01654967217e-05_ST-390p176194232_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p08278024858e-05_H-4e23685f04,0,1.0068770439353074,1.573817919775526,0.035635531328492086,-0.029736245350938162,0.023513151898262367,0.06170842535599945,0,0,20
52,P-212p944274192_VX-0p351323873231_LS-4p80439392259e-05_ST-351p894554175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37312632889e-05_H-7c2e16b959,1,-0.6370648493445726,0.15973213381018056,0.2744618293855105,-0.27445700881624957,0.6787670622970401,0.5997455586791711,0,2,20
53,P-213p315910834_VX-0p426447159191_LS-8p60684535809e-05_ST-346p722503996_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13123525366e-05_H-6aeda8a35c,0,1.1863656194664707,0.4157826267664244,0.058270781619459575,-0.05183892723444707,0.011786639446685879,0.04426154979697117,0,0,20
54,P-217p682945702_VX-0p631899079757_LS-7p17459883069e-05_ST-324p134516573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p63432129838e-06_H-7c2e16b959,0,0.3000431438235321,-0.5723358510292023,0.024480798630966645,-0.00974790172189709,0.01735582535968742,0.053458931558935774,0,0,20
55,P-222p079289377_VX-0p741891960581_LS-8p7279944479e-05_ST-335p366959171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p50245704137e-06_H-0f2c16c7e5,0,1.014412561913676,-0.13788432336852588,0.017990896310078282,-0.007050317274849008,0.0037344170837185697,0.029542990768078425,0,0,20
56,P-225p007853492_VX-0p825221323097_LS-8p70957490335e-05_ST-338p940755161_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p84585064393e-06_H-c2c7cd9590,0,0.9569309059388821,-0.09922306750812869,0.013259097662111996,-0.011270042167821476,0.003070184966894963,0.030157164153365557,0,0,20
57,P-227p095146149_VX-0p485569900572_LS-4p61845747353e-05_ST-309p475761642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p93496630935e-06_H-c5f6eebf67,1,-1.0003487001419589,-1.151549576073761,0.32013805443439153,0.2818355842268748,0.6383248422231163,0.6726569008929143,0,0,20
58,P-230p324353521_VX-0p227660683076_LS-8p68191306555e-05_ST-386p564919231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p11899592755e-05_H-0602c4a780,0,1.2928552896664052,1.7986240195607308,0.04404386011769551,-0.0264615732466097,0.05840951409592317,0.10348917214801076,0,0,20
59,P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,0,-0.7636470278356239,-1.5336260196506029,0.09179440935453212,-0.045339905987785555,0.08432680672401265,0.12800985139411408,0,0,20
60,P-233p106311211_VX-0p310101846937_LS-6p6327379673e-05_ST-336p786172861_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p55565684328e-05_H-add9572a86,0,0.09719273174094843,0.05287883572458035,0.3563946051560476,-0.35639460515604754,0.23179610357359276,0.20773216690086543,0,0,20
61,P-233p11801175_VX-0p947725383123_LS-6p63357513021e-05_ST-310p062780041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p09020934642e-06_H-1d842653b1,0,-0.25323828811629917,-1.2637534159238262,0.07304820829225922,-0.07303764736124282,0.015413914273023091,0.04926272012141908,0,0,20
62,P-233p918914285_VX-0p55009860706_LS-6p76633993968e-05_ST-363p156889773_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76955611431e-06_H-9f078c62f6,0,0.1203628987881277,0.6242766373828863,0.09325839549401746,-0.06262505228203426,0.05099541192214248,0.09085434481755783,0,0,20
63,P-236p369825033_VX-0p606859942193_LS-6p45901770765e-05_ST-328p218563755_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p94931460723e-06_H-0e4c2fc094,0,-0.16494562345465594,-0.4591648284416363,0.06417654942415617,0.03442045773513644,0.06202136616204366,0.10990189424733784,0,0,20
64,P-238p364831187_VX-0p683428278389_LS-5p30391716287e-05_ST-377p396343519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p05870792234e-06_H-1d842653b1,0,-0.65334153248413,0.7540207637270118,0.1500745188485716,0.1452438532630327,0.1806289177820563,0.23960514154045712,0,0,20
65,P-240p986949999_VX-0p621810109213_LS-6p5255993688e-05_ST-389p31118835_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p75818940789e-06_H-377b770359,0,-0.012207830022397035,1.3088622094657407,0.07464470615556418,0.041524735437051194,0.048918144746622934,0.09897968968426199,0,0,20
66,P-241p526098173_VX-0p390351171714_LS-7p60309896784e-05_ST-322p459160533_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23584119956e-05_H-0e4c2fc094,0,0.4417926115928868,-0.2806802336065471,0.07284802821064776,-0.06295162742089436,0.05448495921803938,0.08896968227056164,0,0,20
67,P-242p307622127_VX-0p748861384084_LS-6p09484851001e-05_ST-306p16946129_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p44194066558e-06_H-1d842653b1,0,-0.5071625719408159,-1.2405052026491423,0.10545722878572861,0.05135044025000661,0.05168036078599173,0.09796739553558495,0,0,20
68,P-243p042265843_VX-0p642372627708_LS-5p19118052277e-05_ST-314p809567363_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p50984770355e-06_H-ac0fcec187,1,-0.8880003069971008,-1.0092528496482245,0.15393893590508462,0.15322302598291643,0.272610566877804,0.32705959990650124,0,0,20
69,P-250p363893775_VX-0p962117015407_LS-8p16921850603e-05_ST-395p976068127_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01406848207e-06_H-0f2c16c7e5,0,0.5974066229414684,1.441662411360718,0.03023924952364579,-0.030020924137036893,0.003219883988396198,0.029339055043220697,0,0,20
70,P-250p760727959_VX-0p576945875618_LS-7p55521762294e-05_ST-375p926323236_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p36147861851e-06_H-a88ac79600,0,0.40942816364290596,1.121757163751964,0.04652060563935792,-0.04154861209177025,0.02870780682973358,0.06904589678393905,0,0,20
71,P-251p6022239_VX-0p703685008905_LS-6p09329521029e-05_ST-391p344263507_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p85551140349e-06_H-0e4c2fc094,0,-0.3321468481284418,1.2791146006337786,0.07135540122135428,-0.010638655733803824,0.07871672291251683,0.12771789972333636,0,0,20
72,P-252p710023356_VX-0p579349155213_LS-8p35702038612e-05_ST-362p250166341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32679319476e-06_H-1d842653b1,0,0.7535008771468527,0.8315187522037131,0.021235436004647685,0.0017019544888100021,0.01620934942820859,0.05547295374053647,0,0,20
73,P-255p411547814_VX-0p885409904065_LS-6p83114026847e-05_ST-348p701073765_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p44846017745e-06_H-89021150a8,0,-0.1876621126919431,-0.0001615771764735033,0.10230594874710268,-0.10228287482301406,0.02135141561369313,0.05494945511455285,0,0,20
74,P-255p66284442_VX-0p61175678634_LS-8p38548151022e-05_ST-392p782565278_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p88568383831e-06_H-1d842653b1,0,0.811841769992017,1.6952528089515753,0.013165348832200916,-0.009536109212699411,0.007967257527003778,0.0396785281660641,0,0,20
75,P-256p84590034_VX-0p686841697171_LS-8p87652204691e-05_ST-323p817390946_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0236280396e-06_H-27614c4053,0,0.8318137998537541,-0.2886324972404997,0.042404973768442905,0.028649594171494423,0.01011812369767279,0.04485175980682925,0,0,20
76,P-258p098094226_VX-0p965907163653_LS-4p72561688305e-05_ST-378p378118453_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99439364832e-06_H-985b11a49e,0,-1.201821916460825,0.5340080435195026,0.14156480549436878,-0.13709865842572405,0.28876946143989035,0.29617346697855285,0,0,20
77,P-260p125654688_VX-0p378472963537_LS-6p21275317791e-05_ST-359p026868384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p27462753427e-05_H-0602c4a780,0,-0.27577140443852366,0.6721833420643623,0.07969379797846668,-0.06722292169433888,0.38174409706363865,0.3797164865865497,0,0,20
78,P-261p886347681_VX-0p412060740992_LS-8p23359668267e-05_ST-378p690023731_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17073045867e-05_H-0e4c2fc094,0,0.7434541713744064,1.4635848263258877,0.031135374876286925,-0.022453583341100522,0.032724783258354116,0.0728177142211166,0,0,20
79,P-263p723264659_VX-0p501861307944_LS-7p03164616445e-05_ST-399p080626763_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p61245771821e-06_H-1d842653b1,0,0.15203598182665093,1.83105486169314,0.036624419428803026,-0.012988702649372482,0.08516674918451307,0.1311919548665287,0,0,20
80,P-264p370573209_VX-0p395776293281_LS-4p78236029631e-05_ST-378p311267492_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21890085003e-05_H-985b11a49e,1,-0.9679540140070443,1.0500505447342194,0.11270251862041222,0.10442169905538415,0.8606806569388121,0.8235504828392777,0,0,20
81,P-265p432977562_VX-0p293015283246_LS-7p41925746724e-05_ST-326p902943993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64637166689e-05_H-1d842653b1,0,0.23396976748458523,-0.012152742161797805,0.11438887185537558,-0.09518264864038327,0.21352780592719398,0.23009859933491442,0,0,20
82,P-267p46239641_VX-0p483361678819_LS-7p67845272617e-05_ST-366p829607628_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p98035387249e-06_H-1d842653b1,0,0.367562585220437,1.011370789862594,0.028047608999268624,0.003952835784436503,0.05272910959428365,0.09534673776416866,0,0,20
