dataset,kernel,optimizer,optimizer_label,training_simulations,optimized_kernel_expression,log_marginal_likelihood,signal_variance,lengthscale,fit_runtime_seconds,optimizer_selected_run_success,optimizer_run_count,optimizer_runs_json,warning_count,warning_messages,fit_failed,fit_failure_message,fallback_fit_used,parameter_bound_hit_count,parameter_bound_hit_parameters
clean,Matern_1.5,lbfgsb,L-BFGS-B,91,"0.88**2 * Matern(length_scale=1.16, nu=1.5)",-61.617148853349505,0.7740600723673243,1.1575121843121368,0.036507700046058744,True,2,"[{""optimizer"": ""lbfgsb"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.25610579552645346, 0.1462730333264238], ""objective"": 61.617148853349505, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 7, ""function_evaluations"": 10, ""gradient_evaluations"": 10, ""runtime_seconds"": 0.01221879996592179, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""lbfgsb"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-1.018344178470896e-06, -4.41790957036187], ""objective"": 129.12340586347614, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 6, ""function_evaluations"": 14, ""gradient_evaluations"": 14, ""runtime_seconds"": 0.022327100043185055, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,
clean,Matern_1.5,slsqp,SLSQP,91,"0.88**2 * Matern(length_scale=1.16, nu=1.5)",-61.6171488533493,0.7740600365318449,1.1575121326431075,0.04379029996925965,True,2,"[{""optimizer"": ""slsqp"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.2561052841978727, 0.14627322256311048], ""objective"": 61.61714885335135, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 9, ""function_evaluations"": 13, ""gradient_evaluations"": 9, ""runtime_seconds"": 0.013846000016201288, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""slsqp"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.2561058418219305, 0.1462729886884225], ""objective"": 61.6171488533493, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 22, ""function_evaluations"": 25, ""gradient_evaluations"": 22, ""runtime_seconds"": 0.027715400035958737, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,
clean,Matern_1.5,powell,Powell,91,"0.88**2 * Matern(length_scale=1.16, nu=1.5)",-61.61714885334792,0.7740600098924497,1.1575121266898343,0.206953999993857,True,2,"[{""optimizer"": ""powell"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.25610586747395425, 0.14627299967351098], ""objective"": 61.61714885334844, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 4, ""function_evaluations"": 152, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.06661460001487285, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""powell"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.25610587623708486, 0.1462729835452598], ""objective"": 61.61714885334792, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 7, ""function_evaluations"": 304, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.13838630000827834, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,
clean,Matern_1.5,none,No optimization,91,"1**2 * Matern(length_scale=1, nu=1.5)",-66.51880607834985,1.0,1.0,0.0016680000117048621,True,0,[],0,,False,,False,0,
broad,Matern_1.5,lbfgsb,L-BFGS-B,238,"1.01**2 * Matern(length_scale=0.623, nu=1.5)",-282.0628033324812,1.020430449202945,0.6232250308557455,0.31044890003977343,True,2,"[{""optimizer"": ""lbfgsb"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [0.020224547626688988, -0.4728476201878613], ""objective"": 282.0628033324813, ""success"": true, ""message"": ""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"", ""iterations"": 10, ""function_evaluations"": 13, ""gradient_evaluations"": 13, ""runtime_seconds"": 0.06704379996517673, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""lbfgsb"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [0.020224547297911483, -0.4728476201876712], ""objective"": 282.0628033324812, ""success"": true, ""message"": ""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"", ""iterations"": 21, ""function_evaluations"": 45, ""gradient_evaluations"": 45, ""runtime_seconds"": 0.23945829999865964, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,
broad,Matern_1.5,slsqp,SLSQP,238,"1.01**2 * Matern(length_scale=0.623, nu=1.5)",-282.06280333262885,1.0204322277193074,0.6232260606900837,0.16222599998582155,True,2,"[{""optimizer"": ""slsqp"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [0.020225210381333573, -0.47284840025919084], ""objective"": 282.0628033326366, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 9, ""function_evaluations"": 13, ""gradient_evaluations"": 9, ""runtime_seconds"": 0.06103749998146668, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""slsqp"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [0.020226290204362313, -0.47284596776128224], ""objective"": 282.06280333262885, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 20, ""function_evaluations"": 23, ""gradient_evaluations"": 20, ""runtime_seconds"": 0.09785740001825616, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,
broad,Matern_1.5,powell,Powell,238,"1.01**2 * Matern(length_scale=0.623, nu=1.5)",-282.0628033324813,1.020430477292439,0.6232250286954566,0.8641216999967583,True,2,"[{""optimizer"": ""powell"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [0.02022456276230584, -0.4728476471666616], ""objective"": 282.0628033324814, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 4, ""function_evaluations"": 149, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.20716200000606477, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""powell"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [0.020224574825013993, -0.47284762365397764], ""objective"": 282.0628033324813, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 9, ""function_evaluations"": 373, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.6516565000056289, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,
broad,Matern_1.5,none,No optimization,238,"1**2 * Matern(length_scale=1, nu=1.5)",-332.80932327521106,1.0,1.0,0.004035699996165931,True,0,[],0,,False,,False,0,
