experiment_name,has_keyhole,value__G3,value__R3,value__max_depth,value__T0_depth,keyhole_persistence_group,keyhole_timing_group,consensus_hard_case,consensus_mean_residual_rank,mean_absolute_residual_across_models,review_candidate,error_type,diagnostic_review_outcome,loo_prediction__G3,loo_correct__G3,loo_signed_margin__G3,loo_prediction__R3,loo_correct__R3,loo_signed_margin__R3,loo_prediction__max_depth,loo_correct__max_depth,loo_signed_margin__max_depth,loo_prediction__T0_depth,loo_correct__T0_depth,loo_signed_margin__T0_depth,phase5_discordant_review_case
P-177p821134596_VX-0p63969291749_LS-8p76195222961e-05_ST-320p228793407_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5413068851e-06_H-0e4c2fc094,False,54.82933,0.299618577144974,55.06646,54.66565,Keyhole-negative,no_Keyhole,False,138.33333333333334,1.4135520428739217,,,,0.0,True,-46.12943250000001,0.0,True,-0.2785967891776925,0.0,True,-53.53454,0.0,True,-27.749417499999993,False
P-185p872045369_VX-0p416268682161_LS-7p15564692144e-05_ST-371p982346013_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p15889587897e-05_H-bc28d74e69,False,74.83095,0.36405691963302156,75.07011,74.77214000000001,Keyhole-negative,no_Keyhole,False,42.66666666666666,13.692021990144989,,,,0.0,True,-26.127812500000005,0.0,True,-0.2141584466896449,0.0,True,-33.53089,0.0,True,-7.642927499999985,False
P-187p255870651_VX-0p828194463092_LS-4p64611349328e-05_ST-375p783913497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p82486459159e-06_H-bc28d74e69,False,58.843759999999996,0.47733425344921815,63.52674,58.45098,Keyhole-negative,no_Keyhole,False,52.66666666666666,10.6267398429947,,,,0.0,True,-42.11500250000001,0.0,True,-0.10088111287344831,0.0,True,-45.07426,0.0,True,-23.96408749999999,False
P-198p376734591_VX-0p636800402216_LS-8p40585875992e-05_ST-361p411435367_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5755614887e-06_H-1605f46060,False,62.86118999999999,0.33329028341690337,63.060520000000004,60.69527,Keyhole-negative,no_Keyhole,False,133.0,1.7861017879643863,,,,0.0,True,-38.09757250000001,0.0,True,-0.2449250829057631,0.0,True,-45.540479999999995,0.0,True,-21.71979749999999,False
P-199p601335125_VX-0p449852506485_LS-5p7030843283e-05_ST-364p706449651_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07237828699e-05_H-1d842653b1,False,82.60052,0.4504632729256989,82.90426,82.340345,Keyhole-negative,no_Keyhole,False,140.0,1.427191739521703,,,,0.0,True,-18.358242500000003,0.0,True,-0.12775209339696758,0.0,True,-25.696740000000005,1.0,False,4.00506,False
P-203p030488295_VX-0p654564663741_LS-6p39602473907e-05_ST-333p568221635_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p36996796534e-06_H-0e4c2fc094,False,70.39099,0.4315692023875674,70.64577,65.373875,Keyhole-negative,no_Keyhole,False,134.66666666666666,1.5121618016711598,,,,0.0,True,-30.567772500000004,0.0,True,-0.14664616393509905,0.0,True,-37.95523,0.0,True,-17.041192499999994,False
P-203p317554156_VX-0p724937635215_LS-5p40301996917e-05_ST-325p306920736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p65453187788e-06_H-dfd65b549a,False,66.66340499999998,0.4665106605077347,66.93857,62.782399999999996,Keyhole-negative,no_Keyhole,False,111.33333333333331,3.0726446863815937,,,,0.0,True,-34.29535750000002,0.0,True,-0.11170470581493175,0.0,True,-41.66243,0.0,True,-19.632667499999997,False
P-204p071587815_VX-0p957219619336_LS-8p8582220221e-05_ST-334p090301355_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03972182096e-06_H-676863bc48,False,46.9141,0.28673895240423575,47.24953,46.865359999999995,Keyhole-negative,no_Keyhole,False,91.66666666666669,4.256372236134932,,,,0.0,True,-54.04466250000001,0.0,True,-0.2914764139184307,0.0,True,-61.35147,0.0,True,-35.5497075,False
P-204p165012598_VX-0p624752635414_LS-8p54709329997e-05_ST-334p626206985_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p72164906486e-06_H-4ecd858c02,False,,,,,Keyhole-negative,no_Keyhole,False,,,,,,,,,,,,,,,,,,False
P-207p432942583_VX-0p674802143379_LS-5p74396795379e-05_ST-382p34582068_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p14894084192e-06_H-676863bc48,False,70.658965,0.459789100620578,70.88922,66.114745,Keyhole-negative,no_Keyhole,False,56.333333333333336,8.951746577080604,,,,0.0,True,-30.29979750000001,0.0,True,-0.11842626570208847,0.0,True,-37.711780000000005,0.0,True,-16.300322499999993,False
P-209p47686991_VX-0p866693950214_LS-6p90699464413e-05_ST-369p570871734_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56611777644e-06_H-b021dd2b47,False,58.79409,0.37913920901630743,59.03557,58.448049999999995,Keyhole-negative,no_Keyhole,False,100.0,3.704704124247984,,,,0.0,True,-42.16467250000001,0.0,True,-0.19907615730635903,0.0,True,-49.56543,0.0,True,-23.967017499999997,False
P-210p211145159_VX-0p921242046338_LS-8p23126060485e-05_ST-311p238003519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p23653975868e-06_H-0e4c2fc094,False,50.91613,0.3189933954844505,51.40045,50.795955,Keyhole-negative,no_Keyhole,False,89.66666666666667,4.647441815994817,,,,0.0,True,-50.0426325,0.0,True,-0.25922197083821596,0.0,True,-57.20055,0.0,True,-31.619112499999993,False
P-210p302841339_VX-0p779412575788_LS-5p86430912284e-05_ST-304p177226769_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18943131388e-06_H-c15424829d,False,62.900710000000004,0.43763063096933924,63.04418,62.51617999999999,Keyhole-negative,no_Keyhole,False,126.33333333333331,2.147521855695802,,,,0.0,True,-38.0580525,0.0,True,-0.14058473535332722,0.0,True,-45.55682,0.0,True,-19.8988875,False
P-210p331349445_VX-0p877062157481_LS-5p88084341536e-05_ST-346p930868597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p50031780743e-06_H-0e4c2fc094,False,58.91895,0.4122499894871715,59.113809999999994,58.68051,Keyhole-negative,no_Keyhole,False,159.66666666666666,0.2607200528590212,,,,0.0,True,-42.039812500000004,0.0,True,-0.16596537683549495,0.0,True,-49.487190000000005,0.0,True,-23.734557499999994,False
P-211p964201781_VX-0p31026524833_LS-8p22948660567e-05_ST-308p041416816_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p5548375556e-05_H-22f5435fc5,False,74.80826499999999,0.3076234017344907,75.01098,74.73733,Keyhole-negative,no_Keyhole,False,33.0,19.40919533792827,,,,0.0,True,-26.150497500000014,0.0,True,-0.27059196458817575,0.0,True,-33.590019999999996,0.0,True,-7.677737499999992,False
P-212p474685749_VX-0p445530901525_LS-8p01654967217e-05_ST-390p176194232_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p08278024858e-05_H-4e23685f04,False,78.83944,0.36193108825638604,78.89913,78.665605,Keyhole-negative,no_Keyhole,False,105.33333333333331,3.4753066445126515,,,,0.0,True,-22.11932250000001,0.0,True,-0.21628427806628042,0.0,True,-29.70187,1.0,False,0.3303200000000004,False
P-213p315910834_VX-0p426447159191_LS-8p60684535809e-05_ST-346p722503996_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13123525366e-05_H-6aeda8a35c,False,78.77935,0.3407551431036969,78.93777,78.75622,Keyhole-negative,no_Keyhole,False,98.33333333333331,3.8034880335168375,,,,0.0,True,-22.179412500000012,0.0,True,-0.23746022321896953,0.0,True,-29.66323,1.0,False,0.42093500000000006,False
P-217p682945702_VX-0p631899079757_LS-7p17459883069e-05_ST-324p134516573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p63432129838e-06_H-7c2e16b959,False,74.38219,0.41317064838248796,74.68508,67.46731,Keyhole-negative,no_Keyhole,False,125.0,2.0633862592048997,,,,0.0,True,-26.57657250000001,0.0,True,-0.1650447179401785,0.0,True,-33.91592,0.0,True,-14.947757499999994,False
P-222p079289377_VX-0p741891960581_LS-8p7279944479e-05_ST-335p366959171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p50245704137e-06_H-0f2c16c7e5,False,62.617895000000004,0.33512773122866757,62.83974,58.950309999999995,Keyhole-negative,no_Keyhole,False,128.0,2.089573779528268,,,,0.0,True,-38.3408675,0.0,True,-0.2430876350939989,0.0,True,-45.76126,0.0,True,-23.464757499999997,False
P-225p007853492_VX-0p825221323097_LS-8p70957490335e-05_ST-338p940755161_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p84585064393e-06_H-c2c7cd9590,False,58.85763,0.3276051192780102,58.96711,58.68753,Keyhole-negative,no_Keyhole,False,105.33333333333331,3.4005256415245837,,,,0.0,True,-42.101132500000006,0.0,True,-0.25061024704465623,0.0,True,-49.63389,0.0,True,-23.72753749999999,False
P-230p324353521_VX-0p227660683076_LS-8p68191306555e-05_ST-386p564919231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p11899592755e-05_H-0602c4a780,False,74.60725500000001,0.28748739592091543,74.786,74.64661000000001,Keyhole-negative,no_Keyhole,False,100.33333333333331,4.663619673552384,,,,0.0,True,-26.351507499999997,0.0,True,-0.290727970401751,0.0,True,-33.815,0.0,True,-7.7684574999999825,False
P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,False,62.800715,0.43951235971907254,66.55402000000001,62.65886999999999,Keyhole-negative,no_Keyhole,False,128.33333333333334,1.8580276082035545,,,,0.0,True,-38.15804750000001,0.0,True,-0.13870300660359391,0.0,True,-42.04697999999999,0.0,True,-19.7561975,False
P-233p11801175_VX-0p947725383123_LS-6p63357513021e-05_ST-310p062780041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p09020934642e-06_H-1d842653b1,False,58.91176000000001,0.41184460536845313,59.03615,58.74257,Keyhole-negative,no_Keyhole,False,100.0,3.788670204658561,,,,0.0,True,-42.0470025,0.0,True,-0.16637076095421333,0.0,True,-49.56485,0.0,True,-23.67249749999999,False
P-233p918914285_VX-0p55009860706_LS-6p76633993968e-05_ST-363p156889773_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76955611431e-06_H-9f078c62f6,False,82.49965,0.43240407302180106,82.8999,73.72658,Keyhole-negative,no_Keyhole,False,102.66666666666669,3.7479683105477375,,,,0.0,True,-18.459112500000003,0.0,True,-0.1458112933008654,0.0,True,-25.701099999999997,0.0,True,-8.688487499999994,False
P-236p369825033_VX-0p606859942193_LS-6p45901770765e-05_ST-328p218563755_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p94931460723e-06_H-0e4c2fc094,False,78.72644,0.4503745811725081,79.34149000000001,71.80616500000001,Keyhole-negative,no_Keyhole,False,145.33333333333334,0.9667228503787204,,,,0.0,True,-22.23232250000001,0.0,True,-0.12784078515015834,0.0,True,-29.25950999999999,0.0,True,-10.608902499999985,False
P-238p364831187_VX-0p683428278389_LS-5p30391716287e-05_ST-377p396343519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p05870792234e-06_H-1d842653b1,False,78.69363,0.49568328432154257,88.90671,70.6435,Keyhole-negative,no_Keyhole,False,30.666666666666668,20.6472031430867,,,,0.0,True,-22.265132500000007,0.0,True,-0.08253208200112389,0.0,True,-19.694289999999995,0.0,True,-11.771567499999989,False
P-240p986949999_VX-0p621810109213_LS-6p5255993688e-05_ST-389p31118835_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p75818940789e-06_H-377b770359,False,78.76384499999999,0.45006978524059527,78.99126,73.696965,Keyhole-negative,no_Keyhole,False,99.0,3.782421305862987,,,,0.0,True,-22.194917500000017,0.0,True,-0.1281455810820712,0.0,True,-29.609740000000002,0.0,True,-8.718102499999986,False
P-241p526098173_VX-0p390351171714_LS-7p60309896784e-05_ST-322p459160533_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23584119956e-05_H-0e4c2fc094,False,90.36786500000001,0.38998377049191235,94.03579,90.41496000000001,Keyhole-negative,no_Keyhole,False,50.66666666666666,10.536335606354834,,,,0.0,True,-10.590897499999997,0.0,True,-0.1882315958307541,0.0,True,-14.565209999999993,1.0,False,7.999892500000016,False
P-242p307622127_VX-0p748861384084_LS-6p09484851001e-05_ST-306p16946129_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p44194066558e-06_H-1d842653b1,False,70.52078,0.4428615713734666,70.81725,66.783195,Keyhole-negative,no_Keyhole,False,161.66666666666666,0.1237707703944862,,,,0.0,True,-30.437982500000004,0.0,True,-0.13535379494919986,0.0,True,-37.78375,0.0,True,-15.631872499999986,False
P-243p042265843_VX-0p642372627708_LS-5p19118052277e-05_ST-314p809567363_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p50984770355e-06_H-ac0fcec187,True,106.33515,0.6704335279037741,112.21860000000001,74.52087,transient Keyhole,before_T0,False,29.33333333333333,21.001186628776665,,,,1.0,True,5.376387499999993,1.0,True,0.09221816158110763,1.0,True,3.61760000000001,0.0,False,-7.89419749999999,False
P-250p363893775_VX-0p962117015407_LS-8p16921850603e-05_ST-395p976068127_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01406848207e-06_H-0f2c16c7e5,False,58.95107,0.35365788972243356,59.06488,58.73985,Keyhole-negative,no_Keyhole,False,88.66666666666667,5.348308460578987,,,,0.0,True,-42.007692500000005,0.0,True,-0.2245574766002329,0.0,True,-49.53612,0.0,True,-23.675217499999995,False
P-250p760727959_VX-0p576945875618_LS-7p55521762294e-05_ST-375p926323236_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p36147861851e-06_H-a88ac79600,False,78.81882,0.3961323769760013,79.12313,74.81853,Keyhole-negative,no_Keyhole,False,106.0,3.4518747564378223,,,,0.0,True,-22.139942500000004,0.0,True,-0.18208298934666517,0.0,True,-29.477869999999996,0.0,True,-7.596537499999997,False
P-251p6022239_VX-0p703685008905_LS-6p09329521029e-05_ST-391p344263507_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p85551140349e-06_H-0e4c2fc094,False,74.78089,0.4483486201012191,87.78929000000001,74.06815,Keyhole-negative,no_Keyhole,False,94.0,4.258738694566361,,,,0.0,True,-26.177872500000007,0.0,True,-0.12986674622144734,0.0,True,-20.81170999999999,0.0,True,-8.34691749999999,False
P-252p710023356_VX-0p579349155213_LS-8p35702038612e-05_ST-362p250166341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32679319476e-06_H-1d842653b1,False,82.73796,0.3981977642149991,82.97400999999999,74.93073000000001,Keyhole-negative,no_Keyhole,False,103.0,3.724029871441621,,,,0.0,True,-18.220802500000005,0.0,True,-0.18001760210766737,0.0,True,-25.626990000000006,0.0,True,-7.484337499999981,False
P-255p411547814_VX-0p885409904065_LS-6p83114026847e-05_ST-348p701073765_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p44846017745e-06_H-89021150a8,False,62.893330000000006,0.3956054022922735,63.226229999999994,62.733959999999996,Keyhole-negative,no_Keyhole,False,112.66666666666669,3.114992541797972,,,,0.0,True,-38.0654325,0.0,True,-0.18260996403039298,0.0,True,-45.374770000000005,0.0,True,-19.681107499999996,False
P-255p66284442_VX-0p61175678634_LS-8p38548151022e-05_ST-392p782565278_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p88568383831e-06_H-1d842653b1,False,78.84478,0.3812132442028681,79.07471000000001,74.73689999999999,Keyhole-negative,no_Keyhole,False,132.33333333333334,1.84811086527525,,,,0.0,True,-22.113982500000006,0.0,True,-0.19700212211979834,0.0,True,-29.52628999999999,0.0,True,-7.678167500000001,False
P-256p84590034_VX-0p686841697171_LS-8p87652204691e-05_ST-323p817390946_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0236280396e-06_H-27614c4053,False,70.81400000000001,0.3558243057219977,70.98262,70.67384,Keyhole-negative,no_Keyhole,False,159.66666666666666,0.1733654680159873,,,,0.0,True,-30.1447625,0.0,True,-0.22239106060066877,0.0,True,-37.61838,0.0,True,-11.741227499999994,False
P-258p098094226_VX-0p965907163653_LS-4p72561688305e-05_ST-378p378118453_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99439364832e-06_H-985b11a49e,False,62.8159,0.49571138516589586,74.19824,62.576829999999994,Keyhole-negative,no_Keyhole,False,121.66666666666669,2.77929003000668,,,,0.0,True,-38.14286250000001,0.0,True,-0.0825039811567706,0.0,True,-34.40276,0.0,True,-19.838237499999998,False
P-261p886347681_VX-0p412060740992_LS-8p23359668267e-05_ST-378p690023731_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17073045867e-05_H-0e4c2fc094,False,94.70366,0.3930719845454672,94.94726,94.62022,Keyhole-negative,no_Keyhole,False,90.66666666666669,4.571273324037644,,,,0.0,True,-6.255102500000007,0.0,True,-0.18514338177719925,0.0,True,-13.653739999999999,1.0,False,12.205152500000011,False
P-263p723264659_VX-0p501861307944_LS-7p03164616445e-05_ST-399p080626763_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p61245771821e-06_H-1d842653b1,False,98.29212,0.47455898677013664,98.55861,83.64314999999999,Keyhole-negative,no_Keyhole,False,113.0,2.8438988144636617,,,,0.0,True,-2.666642500000009,0.0,True,-0.10365637955252982,0.0,True,-10.042389999999997,1.0,False,1.2280824999999993,False
P-265p432977562_VX-0p293015283246_LS-7p41925746724e-05_ST-326p902943993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64637166689e-05_H-1d842653b1,False,86.31229,0.35009648192142934,86.50816,82.732785,Keyhole-negative,no_Keyhole,False,76.0,5.911215955094605,,,,0.0,True,-14.646472500000002,0.0,True,-0.22811888440123712,0.0,True,-22.092839999999995,1.0,False,0.31771750000001475,False
P-267p46239641_VX-0p483361678819_LS-7p67845272617e-05_ST-366p829607628_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p98035387249e-06_H-1d842653b1,False,90.78383000000001,0.40955477839800075,90.95953,86.919805,Keyhole-negative,no_Keyhole,False,66.33333333333333,7.003741478834674,,,,0.0,True,-10.174932499999997,0.0,True,-0.1686605879246657,0.0,True,-17.641469999999998,1.0,False,4.5047375000000045,False
P-267p660345133_VX-0p739236683111_LS-7p20061497304e-05_ST-322p433694738_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p52581333317e-06_H-0e4c2fc094,False,74.32635,0.4160950830688785,74.50152,70.684565,Keyhole-negative,no_Keyhole,False,139.0,1.3563274964482683,,,,0.0,True,-26.6324125,0.0,True,-0.16212028325378797,0.0,True,-34.09948,0.0,True,-11.730502499999986,False
P-270p660461155_VX-0p506275452772_LS-4p55363433165e-05_ST-392p157982605_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p52864804446e-06_H-b5aba20bdc,True,298.0861,1.789934840187648,301.73389999999995,171.73115,persistent Keyhole,spans_multiple_T0_regions,False,66.0,9.190385262156278,,,,1.0,True,197.12733749999998,1.0,True,1.2117194738649815,1.0,True,193.13289999999995,1.0,True,89.31608250000002,False
P-273p06384474_VX-0p951903552318_LS-4p77154604482e-05_ST-314p535783501_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06786700319e-06_H-b5afaa2141,False,66.855155,0.5212473883592558,77.25837,62.753339999999994,Keyhole-negative,no_Keyhole,False,155.33333333333334,0.3331876642141533,,,,0.0,True,-34.10360750000001,0.0,True,-0.05696797796341069,0.0,True,-31.34263,0.0,True,-19.661727499999998,False
P-273p444240295_VX-0p704920639812_LS-6p35261824567e-05_ST-347p093922324_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84349461565e-06_H-1d842653b1,False,78.29888,0.4569925174814077,88.74047,74.596735,Keyhole-negative,no_Keyhole,False,110.33333333333331,3.2387305033726457,,,,0.0,True,-22.65988250000001,0.0,True,-0.12122284884125878,0.0,True,-19.860529999999997,0.0,True,-7.818332499999997,False
P-279p19481345_VX-0p961152667742_LS-7p84955743249e-05_ST-372p579911887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01909921797e-06_H-6ea4fcc339,False,62.792229999999996,0.37524618616928995,62.93174,62.694449999999996,Keyhole-negative,no_Keyhole,False,117.33333333333331,2.861399071526994,,,,0.0,True,-38.16653250000001,0.0,True,-0.2029691801533765,0.0,True,-45.66926,0.0,True,-19.720617499999996,False
P-282p804328276_VX-0p543976889672_LS-5p22197252327e-05_ST-303p777238342_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p8682454983e-06_H-cfd320609e,True,184.30785,1.0762859213922469,197.1042,146.44625,persistent Keyhole,spans_multiple_T0_regions,False,110.33333333333331,3.3428017524938505,,,,1.0,True,83.3490875,1.0,True,0.4980705550695804,1.0,True,88.50319999999999,1.0,True,64.0311825,False
P-287p102038097_VX-0p362628106341_LS-6p67475186474e-05_ST-334p763632341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33032175903e-05_H-c5f6eebf67,False,98.36166,0.4280341108651003,98.64497,90.68274,Keyhole-negative,no_Keyhole,False,42.0,14.122356811685004,,,,0.0,True,-2.5971025000000054,0.0,True,-0.15018125545756617,0.0,True,-9.956029999999998,1.0,False,8.267672500000003,False
P-292p980726174_VX-0p558994342483_LS-6p4603431573e-05_ST-342p453415035_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p62999897564e-06_H-0e4c2fc094,False,94.6948,0.49432082570096547,94.89105,86.701255,Keyhole-negative,no_Keyhole,False,25.666666666666668,22.73835296663613,,,,0.0,True,-6.263962500000005,0.0,True,-0.08389454062170099,0.0,True,-13.709949999999992,1.0,False,4.286187500000011,False
P-293p577290228_VX-0p952339824621_LS-7p01980103413e-05_ST-347p682708595_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06554538443e-06_H-1d842653b1,False,66.26677000000001,0.3977057271701151,66.43639,66.066525,Keyhole-negative,no_Keyhole,False,151.33333333333334,0.7069109205068808,,,,0.0,True,-34.6919925,0.0,True,-0.18050963915255136,0.0,True,-42.164609999999996,0.0,True,-16.348542499999994,False
P-307p26373251_VX-0p980958450675_LS-7p64412572662e-05_ST-372p845922747_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91776241868e-06_H-0e4c2fc094,False,66.1342,0.3884056702269607,66.28011000000001,62.78201,Keyhole-negative,no_Keyhole,False,86.66666666666667,4.566377246049432,,,,0.0,True,-34.8245625,0.0,True,-0.18980969609570575,0.0,True,-42.32088999999999,0.0,True,-19.633057499999993,False
P-307p533441342_VX-0p76958695679_LS-6p29715413405e-05_ST-358p843506265_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p26845421489e-06_H-0602c4a780,False,78.54619000000001,0.46750389505605067,91.83977,78.19757999999999,Keyhole-negative,no_Keyhole,False,148.0,0.85559018672798,,,,0.0,True,-22.412572499999996,0.0,True,-0.11071147126661579,0.0,True,-16.761229999999998,1.0,False,0.41913499999998294,False
P-308p624203673_VX-0p258745269308_LS-8p46230110859e-05_ST-352p536460601_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p86442852305e-05_H-19ea1511f8,False,94.26725,0.34345703057351273,94.62959000000001,86.29448500000001,Keyhole-negative,no_Keyhole,False,34.333333333333336,18.107341983371956,,,,0.0,True,-6.691512500000002,0.0,True,-0.23475833574915372,0.0,True,-13.971409999999992,1.0,False,3.8794175000000166,False
P-310p791038761_VX-0p793031296086_LS-6p97064070297e-05_ST-311p244290057_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p08314025792e-06_H-9f078c62f6,False,74.71148000000001,0.4185821679689337,83.4375,74.55759,Keyhole-negative,no_Keyhole,False,127.0,2.139081650825015,,,,0.0,True,-26.247282499999997,0.0,True,-0.15963319835373274,0.0,True,-25.1635,0.0,True,-7.8574774999999875,False
P-311p847977036_VX-0p831533579891_LS-6p59632228328e-05_ST-369p023839283_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80147419139e-06_H-0602c4a780,False,74.58006,0.4271969810749675,84.20674,74.35231999999999,Keyhole-negative,no_Keyhole,False,123.0,2.314816156286445,,,,0.0,True,-26.378702500000003,0.0,True,-0.15101838524769895,0.0,True,-24.394260000000003,0.0,True,-8.0627475,False
P-319p96920879_VX-0p866402209965_LS-6p35942162539e-05_ST-320p061265262_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56799203364e-06_H-560be51b32,False,74.271745,0.4460648428282453,83.76426,74.00761,Keyhole-negative,no_Keyhole,False,111.33333333333331,2.978055041448073,,,,0.0,True,-26.68701750000001,0.0,True,-0.13215052349442113,0.0,True,-24.836740000000006,0.0,True,-8.407457499999992,False
P-323p763442528_VX-0p850556183123_LS-6p97450047543e-05_ST-350p102665969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67172480635e-06_H-fe613e406c,False,74.56653,0.4265782211529846,82.93315,74.37824,Keyhole-negative,no_Keyhole,False,85.33333333333333,4.909056836440366,,,,0.0,True,-26.392232500000006,0.0,True,-0.15163714516968185,0.0,True,-25.66785,0.0,True,-8.036827499999987,False
P-324p489523844_VX-0p639524903021_LS-7p4699050731e-05_ST-392p096101418_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p54328811939e-06_H-eed8ed7ef3,False,86.71844,0.4192479985708574,106.0038,86.342,Keyhole-negative,no_Keyhole,False,100.33333333333331,3.660348582144759,,,,0.0,True,-14.240322500000005,0.0,True,-0.15896736775180903,0.0,True,-2.1377000000000095,1.0,False,3.9269325000000066,False
P-328p176471421_VX-0p746856862244_LS-5p78341655667e-05_ST-308p284457774_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45923047225e-06_H-354781c6a2,False,90.32897000000001,0.5241210521763761,102.5376,81.858095,Keyhole-negative,no_Keyhole,False,60.66666666666666,8.18341555006574,,,,0.0,True,-10.629792499999994,0.0,True,-0.0540943141462904,0.0,True,-6.0634000000000015,1.0,False,3.522810000000007,False
