run_id,repeat,subset,train_labels,roc_auc,pr_auc,accuracy,balanced_accuracy,keyhole_recall,conduction_recall,false_negative,false_positive,true_negative,true_positive,row_count
w85__r73_f05,73,B1_q20,324,0.9393939393939393,0.8972222222222223,0.8823529411764706,0.8712121212121212,0.8333333333333334,0.9090909090909091,1,1,10,5,17
w85__r73_f05,73,B1_q30,324,0.9682539682539681,0.9240362811791383,0.92,0.9007936507936507,0.8571428571428571,0.9444444444444444,1,1,17,6,25
w85__r73_f05,73,full81,324,0.9957356076759062,0.9804748822605965,0.9753086419753086,0.9568230277185501,0.9285714285714286,0.9850746268656716,1,1,66,13,81
w85__r74_f01,74,B1_q20,324,0.9861111111111112,0.9888888888888889,0.8823529411764706,0.8888888888888888,0.7777777777777778,1.0,2,0,8,7,17
w85__r74_f01,74,B1_q30,324,0.9935897435897436,0.9935897435897435,0.92,0.9166666666666667,0.8333333333333334,1.0,2,0,13,10,25
w85__r74_f01,74,full81,324,0.998989898989899,0.9958333333333333,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2,0,66,13,81
w85__r74_f02,74,B1_q20,324,0.846153846153846,0.5428571428571429,0.8235294117647058,0.7980769230769231,0.75,0.8461538461538461,1,2,11,3,17
w85__r74_f02,74,B1_q30,324,0.9099999999999999,0.6116666666666666,0.88,0.8500000000000001,0.8,0.9,1,2,18,4,25
w85__r74_f02,74,full81,324,0.9850746268656717,0.9229086389800676,0.9629629629629629,0.949360341151386,0.9285714285714286,0.9701492537313433,1,2,65,13,81
w85__r74_f03,74,B1_q20,324,0.9583333333333333,0.959375,0.8235294117647058,0.8125,0.625,1.0,3,0,9,5,17
w85__r74_f03,74,B1_q30,324,0.9805194805194806,0.9777495232040686,0.88,0.8636363636363636,0.7272727272727273,1.0,3,0,14,8,25
w85__r74_f03,74,full81,324,0.996969696969697,0.9877124183006536,0.9629629629629629,0.9,0.8,1.0,3,0,66,12,81
w85__r74_f04,74,B1_q20,324,0.8846153846153846,0.85,0.9411764705882353,0.875,0.75,1.0,1,0,13,3,17
w85__r74_f04,74,B1_q30,324,0.9285714285714286,0.85,0.96,0.875,0.75,1.0,1,0,21,3,25
w85__r74_f04,74,full81,324,0.9929292929292929,0.9787878787878788,0.9876543209876543,0.9666666666666667,0.9333333333333333,1.0,1,0,66,14,81
w85__r74_f05,74,B1_q20,324,0.9166666666666667,0.928409090909091,0.8235294117647058,0.8194444444444444,0.75,0.8888888888888888,2,1,8,6,17
w85__r74_f05,74,B1_q30,324,0.9444444444444444,0.9287749287749287,0.88,0.8576388888888888,0.7777777777777778,0.9375,2,1,15,7,25
w85__r74_f05,74,full81,324,0.9914712153518124,0.9673202614379084,0.9629629629629629,0.9211087420042643,0.8571428571428571,0.9850746268656716,2,1,66,12,81
w85__r75_f01,75,B1_q20,324,0.9166666666666667,0.8583333333333332,0.7647058823529411,0.6,0.2,1.0,4,0,12,1,17
w85__r75_f01,75,B1_q30,324,0.9523809523809523,0.9123376623376624,0.84,0.7142857142857143,0.42857142857142855,1.0,4,0,18,3,25
w85__r75_f01,75,full81,324,0.993939393939394,0.9776315789473684,0.9506172839506173,0.8666666666666667,0.7333333333333333,1.0,4,0,66,11,81
w85__r75_f02,75,B1_q20,324,0.9848484848484849,0.9761904761904762,0.9411764705882353,0.9166666666666667,0.8333333333333334,1.0,1,0,11,5,17
w85__r75_f02,75,B1_q30,324,0.9824561403508771,0.9583333333333334,0.96,0.9166666666666667,0.8333333333333334,1.0,1,0,19,5,25
w85__r75_f02,75,full81,324,0.997979797979798,0.9921568627450981,0.9876543209876543,0.9666666666666667,0.9333333333333333,1.0,1,0,66,14,81
w85__r75_f03,75,B1_q20,324,1.0,1.0,0.8823529411764706,0.8571428571428572,0.7142857142857143,1.0,2,0,10,5,17
w85__r75_f03,75,B1_q30,324,1.0,1.0,0.92,0.875,0.75,1.0,2,0,17,6,25
w85__r75_f03,75,full81,324,1.0,1.0,0.9753086419753086,0.9285714285714286,0.8571428571428571,1.0,2,0,67,12,81
w85__r75_f04,75,B1_q20,324,0.9305555555555556,0.9436868686868687,0.8235294117647058,0.8194444444444444,0.8888888888888888,0.75,1,2,6,8,17
w85__r75_f04,75,B1_q30,324,0.9600000000000001,0.9476301476301475,0.88,0.8833333333333333,0.9,0.8666666666666667,1,2,13,9,25
w85__r75_f04,75,full81,324,0.993939393939394,0.9757936507936507,0.9629629629629629,0.9515151515151515,0.9333333333333333,0.9696969696969697,1,2,64,14,81
w85__r75_f05,75,B1_q20,324,0.7878787878787878,0.6287037037037037,0.8235294117647058,0.7878787878787878,0.6666666666666666,0.9090909090909091,2,1,10,4,17
w85__r75_f05,75,B1_q30,324,0.875,0.723478835978836,0.88,0.8576388888888888,0.7777777777777778,0.9375,2,1,15,7,25
w85__r75_f05,75,full81,324,0.9776119402985075,0.8788763640654396,0.9629629629629629,0.9211087420042643,0.8571428571428571,0.9850746268656716,2,1,66,12,81
w85__r76_f01,76,B1_q20,324,0.9230769230769231,0.6791666666666667,0.9411764705882353,0.9615384615384616,1.0,0.9230769230769231,0,1,12,4,17
w85__r76_f01,76,B1_q30,324,0.9411764705882353,0.7713789682539682,0.96,0.9705882352941176,1.0,0.9411764705882353,0,1,16,8,25
w85__r76_f01,76,full81,324,0.990909090909091,0.94747520997521,0.9876543209876543,0.9924242424242424,1.0,0.9848484848484849,0,1,65,15,81
w85__r76_f02,76,B1_q20,324,0.8888888888888888,0.9128787878787878,0.8235294117647058,0.8125,0.625,1.0,3,0,9,5,17
w85__r76_f02,76,B1_q30,324,0.9411764705882353,0.9128787878787878,0.88,0.8125,0.625,1.0,3,0,17,5,25
w85__r76_f02,76,full81,324,0.991919191919192,0.9711500974658869,0.9506172839506173,0.8666666666666667,0.7333333333333333,1.0,4,0,66,11,81
w85__r76_f03,76,B1_q20,324,1.0,1.0,0.8823529411764706,0.875,0.75,1.0,2,0,9,6,17
w85__r76_f03,76,B1_q30,324,0.9930555555555556,0.9888888888888889,0.92,0.8888888888888888,0.7777777777777778,1.0,2,0,16,7,25
w85__r76_f03,76,full81,324,0.9989339019189765,0.9952380952380953,0.9753086419753086,0.9285714285714286,0.8571428571428571,1.0,2,0,67,12,81
w85__r76_f04,76,B1_q20,324,0.9583333333333333,0.959375,0.8823529411764706,0.8819444444444444,0.875,0.8888888888888888,1,1,8,7,17
w85__r76_f04,76,B1_q30,324,0.98,0.9733333333333333,0.92,0.9166666666666667,0.9,0.9333333333333333,1,1,14,9,25
w85__r76_f04,76,full81,324,0.9968017057569296,0.985969387755102,0.9753086419753086,0.9568230277185501,0.9285714285714286,0.9850746268656716,1,1,66,13,81
w85__r76_f05,76,B1_q20,324,0.9393939393939393,0.9107142857142857,0.8235294117647058,0.7878787878787878,0.6666666666666666,0.9090909090909091,2,1,10,4,17
w85__r76_f05,76,B1_q30,324,0.956140350877193,0.8968253968253969,0.88,0.8070175438596491,0.6666666666666666,0.9473684210526315,2,1,18,4,25
w85__r76_f05,76,full81,324,0.994949494949495,0.9805555555555555,0.9629629629629629,0.9257575757575758,0.8666666666666667,0.9848484848484849,2,1,65,13,81
w85__r77_f01,77,B1_q20,324,0.9523809523809524,0.8666666666666667,0.8823529411764706,0.9285714285714286,1.0,0.8571428571428571,0,2,12,3,17
w85__r77_f01,77,B1_q30,324,0.96,0.8761904761904762,0.92,0.95,1.0,0.9,0,2,18,5,25
w85__r77_f01,77,full81,324,0.993939393939394,0.9749346405228758,0.9753086419753086,0.9848484848484849,1.0,0.9696969696969697,0,2,64,15,81
w85__r77_f02,77,B1_q20,324,0.8333333333333334,0.8434523809523811,0.7647058823529411,0.75,0.5,1.0,4,0,9,4,17
w85__r77_f02,77,B1_q30,324,0.9166666666666666,0.8743978243978243,0.84,0.7777777777777778,0.5555555555555556,1.0,4,0,16,5,25
w85__r77_f02,77,full81,324,0.9868686868686868,0.9495448179271708,0.9506172839506173,0.8666666666666667,0.7333333333333333,1.0,4,0,66,11,81
w85__r77_f03,77,B1_q20,324,1.0,0.9999999999999999,0.9411764705882353,0.95,0.9,1.0,1,0,7,9,17
w85__r77_f03,77,B1_q30,324,1.0,1.0,0.96,0.9545454545454546,0.9090909090909091,1.0,1,0,14,10,25
w85__r77_f03,77,full81,324,1.0,1.0,0.9876543209876543,0.9666666666666667,0.9333333333333333,1.0,1,0,66,14,81
w85__r77_f04,77,B1_q20,324,1.0,1.0,0.9411764705882353,0.9,0.8,1.0,1,0,12,4,17
w85__r77_f04,77,B1_q30,324,1.0,1.0,0.96,0.9166666666666667,0.8333333333333334,1.0,1,0,19,5,25
w85__r77_f04,77,full81,324,1.0,1.0,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,1,0,67,13,81
w85__r77_f05,77,B1_q20,324,0.8333333333333333,0.7591269841269842,0.7058823529411765,0.7152777777777778,0.5555555555555556,0.875,4,1,7,5,17
w85__r77_f05,77,B1_q30,324,0.8958333333333333,0.7391414141414141,0.8,0.7465277777777778,0.5555555555555556,0.9375,4,1,15,5,25
w85__r77_f05,77,full81,324,0.9797441364605544,0.8478005964378146,0.9382716049382716,0.8496801705756929,0.7142857142857143,0.9850746268656716,4,1,66,10,81
w85__r78_f01,78,B1_q20,324,0.8939393939393939,0.8708333333333332,0.8235294117647058,0.7878787878787878,0.6666666666666666,0.9090909090909091,2,1,10,4,17
w85__r78_f01,78,B1_q30,324,0.9411764705882353,0.9029761904761905,0.84,0.7830882352941176,0.625,0.9411764705882353,3,1,16,5,25
w85__r78_f01,78,full81,324,0.991919191919192,0.9694383016364441,0.9506172839506173,0.8924242424242425,0.8,0.9848484848484849,3,1,65,12,81
w85__r78_f02,78,B1_q20,324,0.9571428571428571,0.9571428571428571,0.8823529411764706,0.8785714285714286,0.8571428571428571,0.9,1,1,9,6,17
w85__r78_f02,78,B1_q30,324,0.9682539682539683,0.948051948051948,0.92,0.9007936507936507,0.8571428571428571,0.9444444444444444,1,1,17,6,25
w85__r78_f02,78,full81,324,0.995959595959596,0.9859649122807017,0.9753086419753086,0.9590909090909091,0.9333333333333333,0.9848484848484849,1,1,65,14,81
w85__r78_f03,78,B1_q20,324,0.9423076923076923,0.8928571428571428,0.9411764705882353,0.875,0.75,1.0,1,0,13,3,17
w85__r78_f03,78,B1_q30,324,0.9779411764705882,0.9659090909090909,0.96,0.9375,0.875,1.0,1,0,17,7,25
w85__r78_f03,78,full81,324,0.9968017057569296,0.9873949579831931,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,1,0,67,13,81
w85__r78_f04,78,B1_q20,324,0.986111111111111,0.9861111111111112,0.8235294117647058,0.8125,0.625,1.0,3,0,9,5,17
w85__r78_f04,78,B1_q30,324,0.9930555555555556,0.9888888888888889,0.88,0.8333333333333333,0.6666666666666666,1.0,3,0,16,6,25
w85__r78_f04,78,full81,324,0.998989898989899,0.9958333333333333,0.9506172839506173,0.8666666666666667,0.7333333333333333,1.0,4,0,66,11,81
w85__r78_f05,78,B1_q20,324,0.7916666666666666,0.7231922398589066,0.7058823529411765,0.7083333333333333,0.6666666666666666,0.75,3,2,6,6,17
w85__r78_f05,78,B1_q30,324,0.8819444444444444,0.7112874779541447,0.8,0.7708333333333333,0.6666666666666666,0.875,3,2,14,6,25
w85__r78_f05,78,full81,324,0.9818763326226013,0.9043693253279721,0.9382716049382716,0.8779317697228145,0.7857142857142857,0.9701492537313433,3,2,65,11,81
w85__r79_f01,79,B1_q20,324,1.0,1.0,0.9411764705882353,0.875,0.75,1.0,1,0,13,3,17
w85__r79_f01,79,B1_q30,324,1.0,1.0,0.96,0.9285714285714286,0.8571428571428571,1.0,1,0,18,6,25
w85__r79_f01,79,full81,324,1.0,1.0,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2,0,66,13,81
w85__r79_f02,79,B1_q20,324,0.9166666666666666,0.9361111111111111,0.8235294117647058,0.8333333333333333,0.6666666666666666,1.0,3,0,8,6,17
w85__r79_f02,79,B1_q30,324,0.9513888888888888,0.9297008547008547,0.88,0.8333333333333333,0.6666666666666666,1.0,3,0,16,6,25
w85__r79_f02,79,full81,324,0.992929292929293,0.9728696741854637,0.9629629629629629,0.9,0.8,1.0,3,0,66,12,81
w85__r79_f03,79,B1_q20,324,0.803030303030303,0.6155122655122656,0.8235294117647058,0.8257575757575758,0.8333333333333334,0.8181818181818182,1,2,9,5,17
w85__r79_f03,79,B1_q30,324,0.8676470588235293,0.6558531746031746,0.84,0.8492647058823529,0.875,0.8235294117647058,1,3,14,7,25
w85__r79_f03,79,full81,324,0.9797441364605544,0.8958935905364477,0.9506172839506173,0.9418976545842217,0.9285714285714286,0.9552238805970149,1,3,64,13,81
w85__r79_f04,79,B1_q20,324,0.9142857142857143,0.9532467532467531,0.8235294117647058,0.85,0.7,1.0,3,0,7,7,17
w85__r79_f04,79,B1_q30,324,0.9466666666666668,0.9416666666666667,0.88,0.85,0.7,1.0,3,0,15,7,25
w85__r79_f04,79,full81,324,0.9919191919191919,0.9715686274509805,0.9629629629629629,0.9,0.8,1.0,3,0,66,12,81
w85__r79_f05,79,B1_q20,324,0.9696969696969697,0.9484126984126984,0.9411764705882353,0.9545454545454546,1.0,0.9090909090909091,0,1,10,6,17
w85__r79_f05,79,B1_q30,324,0.9824561403508772,0.9484126984126984,0.96,0.9736842105263157,1.0,0.9473684210526315,0,1,18,6,25
w85__r79_f05,79,full81,324,0.997867803837953,0.9901360544217688,0.9876543209876543,0.9925373134328358,1.0,0.9850746268656716,0,1,66,14,81
w85__r80_f01,80,B1_q20,324,0.9583333333333333,0.959375,0.8823529411764706,0.875,0.75,1.0,2,0,9,6,17
w85__r80_f01,80,B1_q30,324,0.9779411764705882,0.959375,0.92,0.875,0.75,1.0,2,0,17,6,25
w85__r80_f01,80,full81,324,0.996969696969697,0.9877124183006536,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2,0,66,13,81
w85__r80_f02,80,B1_q20,324,0.9545454545454546,0.9444444444444444,0.9411764705882353,0.9166666666666667,0.8333333333333334,1.0,1,0,11,5,17
w85__r80_f02,80,B1_q30,324,0.9705882352941175,0.9583333333333333,0.96,0.9375,0.875,1.0,1,0,17,7,25
w85__r80_f02,80,full81,324,0.995959595959596,0.9859649122807017,0.9876543209876543,0.9666666666666667,0.9333333333333333,1.0,1,0,66,14,81
w85__r80_f03,80,B1_q20,324,0.7727272727272727,0.5890572390572391,0.7058823529411765,0.6212121212121212,0.3333333333333333,0.9090909090909091,4,1,10,2,17
w85__r80_f03,80,B1_q30,324,0.8701298701298701,0.754737308146399,0.8,0.7824675324675325,0.6363636363636364,0.9285714285714286,4,1,13,7,25
w85__r80_f03,80,full81,324,0.9797979797979798,0.8954473304473304,0.9382716049382716,0.8590909090909091,0.7333333333333333,0.9848484848484849,4,1,65,11,81
w85__r80_f04,80,B1_q20,324,0.9230769230769231,0.8166666666666667,0.8235294117647058,0.7980769230769231,0.75,0.8461538461538461,1,2,11,3,17
w85__r80_f04,80,B1_q30,324,0.9649122807017544,0.9107142857142857,0.88,0.8640350877192983,0.8333333333333334,0.8947368421052632,1,2,17,5,25
w85__r80_f04,80,full81,324,0.9936034115138593,0.9713435374149659,0.9629629629629629,0.949360341151386,0.9285714285714286,0.9701492537313433,1,2,65,13,81
w85__r80_f05,80,B1_q20,324,1.0,1.0,0.9411764705882353,0.9285714285714286,0.8571428571428571,1.0,1,0,10,6,17
w85__r80_f05,80,B1_q30,324,1.0,1.0,0.96,0.9285714285714286,0.8571428571428571,1.0,1,0,18,6,25
w85__r80_f05,80,full81,324,1.0,1.0,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,1,0,67,13,81
w85__r81_f01,81,B1_q20,324,0.9142857142857143,0.9095238095238096,0.8235294117647058,0.7857142857142857,0.5714285714285714,1.0,3,0,10,4,17
w85__r81_f01,81,B1_q30,324,0.9444444444444444,0.9287749287749287,0.88,0.8333333333333333,0.6666666666666666,1.0,3,0,16,6,25
w85__r81_f01,81,full81,324,0.991919191919192,0.9711500974658869,0.9506172839506173,0.8666666666666667,0.7333333333333333,1.0,4,0,66,11,81
w85__r81_f02,81,B1_q20,324,0.9090909090909091,0.7345238095238095,0.8235294117647058,0.7878787878787878,0.6666666666666666,0.9090909090909091,2,1,10,4,17
w85__r81_f02,81,B1_q30,324,0.9444444444444444,0.7545918367346939,0.88,0.8293650793650793,0.7142857142857143,0.9444444444444444,2,1,17,5,25
w85__r81_f02,81,full81,324,0.991919191919192,0.9558085433085433,0.9629629629629629,0.9257575757575758,0.8666666666666667,0.9848484848484849,2,1,65,13,81
w85__r81_f03,81,B1_q20,324,0.9393939393939394,0.9166666666666666,0.8823529411764706,0.8712121212121212,0.8333333333333334,0.9090909090909091,1,1,10,5,17
w85__r81_f03,81,B1_q30,324,0.9583333333333333,0.9479717813051147,0.92,0.9131944444444444,0.8888888888888888,0.9375,1,1,15,8,25
w85__r81_f03,81,full81,324,0.9939393939393939,0.9788888888888888,0.9753086419753086,0.9590909090909091,0.9333333333333333,0.9848484848484849,1,1,65,14,81
w85__r81_f04,81,B1_q20,324,0.9714285714285714,0.9617346938775511,0.8823529411764706,0.8571428571428572,0.7142857142857143,1.0,2,0,10,5,17
w85__r81_f04,81,B1_q30,324,0.9779411764705882,0.959375,0.92,0.875,0.75,1.0,2,0,17,6,25
w85__r81_f04,81,full81,324,0.9968017057569296,0.9859693877551019,0.9753086419753086,0.9285714285714286,0.8571428571428571,1.0,2,0,67,12,81
w85__r81_f05,81,B1_q20,324,0.95,0.8766666666666667,0.8235294117647058,0.7583333333333333,0.6,0.9166666666666666,2,1,11,3,17
w85__r81_f05,81,B1_q30,324,0.9705882352941176,0.9317956349206349,0.88,0.8455882352941176,0.75,0.9411764705882353,2,1,16,6,25
w85__r81_f05,81,full81,324,0.9957356076759062,0.9786891679748823,0.9629629629629629,0.9211087420042643,0.8571428571428571,0.9850746268656716,2,1,66,12,81
w85__r82_f01,82,B1_q20,324,1.0,1.0,1.0,1.0,1.0,1.0,0,0,12,5,17
w85__r82_f01,82,B1_q30,324,1.0,1.0,1.0,1.0,1.0,1.0,0,0,17,8,25
w85__r82_f01,82,full81,324,1.0,1.0,1.0,1.0,1.0,1.0,0,0,66,15,81
w85__r82_f02,82,B1_q20,324,0.9666666666666667,0.8333333333333333,0.8823529411764706,0.7166666666666667,0.5,0.9333333333333333,1,1,14,1,17
w85__r82_f02,82,B1_q30,324,0.98,0.9266666666666667,0.92,0.875,0.8,0.95,1,1,19,4,25
w85__r82_f02,82,full81,324,0.9968017057569296,0.9846415489272632,0.9753086419753086,0.9568230277185501,0.9285714285714286,0.9850746268656716,1,1,66,13,81
w85__r82_f03,82,B1_q20,324,0.9722222222222222,0.9704861111111112,0.8823529411764706,0.8819444444444444,0.875,0.8888888888888888,1,1,8,7,17
w85__r82_f03,82,B1_q30,324,0.9861111111111112,0.9765432098765432,0.92,0.9131944444444444,0.8888888888888888,0.9375,1,1,15,8,25
w85__r82_f03,82,full81,324,0.997867803837953,0.9901360544217688,0.9753086419753086,0.9568230277185501,0.9285714285714286,0.9850746268656716,1,1,66,13,81
w85__r82_f04,82,B1_q20,324,0.8142857142857143,0.6762832405689548,0.7647058823529411,0.7357142857142858,0.5714285714285714,0.9,3,1,9,4,17
w85__r82_f04,82,B1_q30,324,0.875,0.712962962962963,0.84,0.8020833333333333,0.6666666666666666,0.9375,3,1,15,6,25
w85__r82_f04,82,full81,324,0.9777777777777777,0.9000684354631723,0.9506172839506173,0.8924242424242425,0.8,0.9848484848484849,3,1,65,12,81
w85__r82_f05,82,B1_q20,324,0.9285714285714286,0.9540404040404039,0.7647058823529411,0.8,0.6,1.0,4,0,7,6,17
w85__r82_f05,82,B1_q30,324,0.9466666666666668,0.9319230769230769,0.84,0.8,0.6,1.0,4,0,15,6,25
w85__r82_f05,82,full81,324,0.991919191919192,0.9682352941176471,0.9506172839506173,0.8666666666666667,0.7333333333333333,1.0,4,0,66,11,81
w85__r83_f01,83,B1_q20,324,0.9166666666666666,0.9464285714285714,0.9411764705882353,0.9375,0.875,1.0,1,0,9,7,17
w85__r83_f01,83,B1_q30,324,0.9466666666666667,0.9555555555555556,0.96,0.95,0.9,1.0,1,0,15,9,25
w85__r83_f01,83,full81,324,0.990909090909091,0.975,0.9876543209876543,0.9666666666666667,0.9333333333333333,1.0,1,0,66,14,81
w85__r83_f02,83,B1_q20,324,0.9305555555555556,0.9206845238095238,0.8235294117647058,0.8194444444444444,0.75,0.8888888888888888,2,1,8,6,17
w85__r83_f02,83,B1_q30,324,0.9652777777777778,0.9376903960237295,0.88,0.8576388888888888,0.7777777777777778,0.9375,2,1,15,7,25
w85__r83_f02,83,full81,324,0.994949494949495,0.9778223084105437,0.9629629629629629,0.9257575757575758,0.8666666666666667,0.9848484848484849,2,1,65,13,81
w85__r83_f03,83,B1_q20,324,0.9444444444444444,0.9583333333333333,0.7647058823529411,0.75,0.5,1.0,4,0,9,4,17
w85__r83_f03,83,B1_q30,324,0.9652777777777778,0.9603174603174602,0.84,0.7777777777777778,0.5555555555555556,1.0,4,0,16,5,25
w85__r83_f03,83,full81,324,0.9946695095948828,0.9812030075187967,0.9506172839506173,0.8571428571428572,0.7142857142857143,1.0,4,0,67,10,81
w85__r83_f04,83,B1_q20,324,0.9285714285714286,0.6388888888888888,0.8235294117647058,0.6309523809523809,0.3333333333333333,0.9285714285714286,2,1,13,1,17
w85__r83_f04,83,B1_q30,324,0.95,0.7100000000000001,0.88,0.7749999999999999,0.6,0.95,2,1,19,3,25
w85__r83_f04,83,full81,324,0.9914712153518124,0.9481877249734392,0.9629629629629629,0.9211087420042643,0.8571428571428571,0.9850746268656716,2,1,66,12,81
w85__r83_f05,83,B1_q20,324,0.9696969696969697,0.9484126984126984,0.9411764705882353,0.9545454545454546,1.0,0.9090909090909091,0,1,10,6,17
w85__r83_f05,83,B1_q30,324,0.9852941176470588,0.9704861111111112,0.96,0.9705882352941176,1.0,0.9411764705882353,0,1,16,8,25
w85__r83_f05,83,full81,324,0.997979797979798,0.9913888888888889,0.9876543209876543,0.9924242424242424,1.0,0.9848484848484849,0,1,65,15,81
w85__r84_f01,84,B1_q20,324,0.8,0.788487702773417,0.7058823529411765,0.6642857142857143,0.42857142857142855,0.9,4,1,9,3,17
w85__r84_f01,84,B1_q30,324,0.8823529411764706,0.8226190476190476,0.8,0.7205882352941176,0.5,0.9411764705882353,4,1,16,4,25
w85__r84_f01,84,full81,324,0.9828282828282828,0.9408550361410773,0.9382716049382716,0.8590909090909091,0.7333333333333333,0.9848484848484849,4,1,65,11,81
w85__r84_f02,84,B1_q20,324,0.9666666666666667,0.9428571428571428,0.8823529411764706,0.8583333333333334,0.8,0.9166666666666666,1,1,11,4,17
w85__r84_f02,84,B1_q30,324,0.9824561403508771,0.9583333333333334,0.92,0.8903508771929824,0.8333333333333334,0.9473684210526315,1,1,18,5,25
w85__r84_f02,84,full81,324,0.997979797979798,0.9921568627450981,0.9753086419753086,0.9590909090909091,0.9333333333333333,0.9848484848484849,1,1,65,14,81
w85__r84_f03,84,B1_q20,324,0.9166666666666666,0.7100000000000001,0.9411764705882353,0.9583333333333333,1.0,0.9166666666666666,0,1,11,5,17
w85__r84_f03,84,B1_q30,324,0.9473684210526316,0.7345238095238095,0.96,0.9736842105263157,1.0,0.9473684210526315,0,1,18,6,25
w85__r84_f03,84,full81,324,0.9914712153518124,0.9481877249734392,0.9876543209876543,0.9925373134328358,1.0,0.9850746268656716,0,1,66,14,81
w85__r84_f04,84,B1_q20,324,0.9444444444444444,0.9583333333333333,0.8235294117647058,0.8125,0.625,1.0,3,0,9,5,17
w85__r84_f04,84,B1_q30,324,0.9513888888888888,0.9513888888888888,0.88,0.8333333333333333,0.6666666666666666,1.0,3,0,16,6,25
w85__r84_f04,84,full81,324,0.9925373134328359,0.9761904761904763,0.9506172839506173,0.8571428571428572,0.7142857142857143,1.0,4,0,67,10,81
w85__r84_f05,84,B1_q20,324,1.0,0.9999999999999999,0.9411764705882353,0.95,0.9,1.0,1,0,7,9,17
w85__r84_f05,84,B1_q30,324,1.0,0.9999999999999999,0.96,0.9583333333333333,0.9166666666666666,1.0,1,0,13,11,25
w85__r84_f05,84,full81,324,1.0,1.0,0.9876543209876543,0.9666666666666667,0.9333333333333333,1.0,1,0,66,14,81
w85__r85_f01,85,B1_q20,324,0.9242424242424242,0.9242424242424242,0.8823529411764706,0.8333333333333333,0.6666666666666666,1.0,2,0,11,4,17
w85__r85_f01,85,B1_q30,324,0.9523809523809524,0.9340659340659341,0.92,0.8571428571428572,0.7142857142857143,1.0,2,0,18,5,25
w85__r85_f01,85,full81,324,0.9939393939393939,0.9809523809523808,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2,0,66,13,81
w85__r85_f02,85,B1_q20,324,0.9393939393939393,0.8972222222222223,0.8235294117647058,0.75,0.5,1.0,3,0,11,3,17
w85__r85_f02,85,B1_q30,324,0.9682539682539681,0.9240362811791383,0.88,0.7857142857142857,0.5714285714285714,1.0,3,0,18,4,25
w85__r85_f02,85,full81,324,0.9957356076759062,0.9804748822605965,0.9629629629629629,0.8928571428571428,0.7857142857142857,1.0,3,0,67,11,81
w85__r85_f03,85,B1_q20,324,0.8472222222222222,0.7690035273368606,0.8235294117647058,0.8194444444444444,0.8888888888888888,0.75,1,2,6,8,17
w85__r85_f03,85,B1_q30,324,0.9133333333333334,0.778531746031746,0.84,0.8500000000000001,0.9,0.8,1,3,12,9,25
w85__r85_f03,85,full81,324,0.984848484848485,0.9036385349543244,0.9506172839506173,0.943939393939394,0.9333333333333333,0.9545454545454546,1,3,63,14,81
w85__r85_f04,85,B1_q20,324,1.0,1.0,0.8823529411764706,0.8333333333333333,0.6666666666666666,1.0,2,0,11,4,17
w85__r85_f04,85,B1_q30,324,1.0,1.0,0.92,0.8571428571428572,0.7142857142857143,1.0,2,0,18,5,25
w85__r85_f04,85,full81,324,1.0,1.0,0.9629629629629629,0.9,0.8,1.0,3,0,66,12,81
w85__r85_f05,85,B1_q20,324,0.8939393939393939,0.8305555555555555,0.8235294117647058,0.7878787878787878,0.6666666666666666,0.9090909090909091,2,1,10,4,17
w85__r85_f05,85,B1_q30,324,0.9466666666666668,0.9235317460317459,0.84,0.8166666666666667,0.7,0.9333333333333333,3,1,14,7,25
w85__r85_f05,85,full81,324,0.9904051172707888,0.9581605737620773,0.9506172839506173,0.8853944562899787,0.7857142857142857,0.9850746268656716,3,1,66,11,81
w85__r86_f01,86,B1_q20,324,1.0,1.0,1.0,1.0,1.0,1.0,0,0,10,7,17
w85__r86_f01,86,B1_q30,324,1.0,1.0,1.0,1.0,1.0,1.0,0,0,16,9,25
w85__r86_f01,86,full81,324,1.0,1.0,1.0,1.0,1.0,1.0,0,0,66,15,81
w85__r86_f02,86,B1_q20,324,0.9000000000000001,0.8444444444444443,0.8823529411764706,0.8,0.6,1.0,2,0,12,3,17
w85__r86_f02,86,B1_q30,324,0.9583333333333333,0.9435897435897436,0.92,0.8888888888888888,0.7777777777777778,1.0,2,0,16,7,25
w85__r86_f02,86,full81,324,0.993939393939394,0.9776315789473684,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2,0,66,13,81
w85__r86_f03,86,B1_q20,324,0.8333333333333333,0.6569444444444444,0.7647058823529411,0.7424242424242424,0.6666666666666666,0.8181818181818182,2,2,9,4,17
w85__r86_f03,86,B1_q30,324,0.8897058823529411,0.7073613886113886,0.8,0.7867647058823529,0.75,0.8235294117647058,2,3,14,6,25
w85__r86_f03,86,full81,324,0.9848484848484849,0.9329381729381729,0.9382716049382716,0.9106060606060606,0.8666666666666667,0.9545454545454546,2,3,63,13,81
