policy,nn_distance_B24,jaccard_vs_margin_B24,nn_distance_B40,jaccard_vs_margin_B40,nn_distance_B80,jaccard_vs_margin_B80,differs_from_margin_B16_39,differs_from_margin_B40_79,chosen_in_band_B16_39,separable_B16,separable_B20,separable_B24,separable_B28,separable_B32
cov_then_misfit_B40,1.586367140368249,0.6831131833271988,1.1037410654543358,0.7030023394422973,0.7334303709588571,0.930385080619986,0.7626388888888889,0.765,0.9466666666666667,0.49666666666666665,0.2733333333333333,0.02666666666666667,0.013333333333333334,0.0033333333333333335
coverage_then_margin_B40,1.586367140368249,0.6831131833271988,1.1037410654543358,0.7030023394422973,0.7303253326322642,0.9817116570254747,0.7626388888888889,0.0,0.9466666666666667,0.49666666666666665,0.2733333333333333,0.02666666666666667,0.013333333333333334,0.0033333333333333335
early8__cov_then_misfit_B40,1.2311843921536574,0.3708888233133714,0.9064739566171273,0.5492925164234631,0.6678043164441718,0.8330833591180217,0.7148611111111112,0.7539166666666667,0.877361111111111,0.09,0.013333333333333334,0.013333333333333334,0.01,0.01
early8__coverage_then_margin_B40,1.2311843921536574,0.3708888233133714,0.9064739566171273,0.5492925164234631,0.6664606485378388,0.8525620119196206,0.7148611111111112,0.0,0.877361111111111,0.09,0.013333333333333334,0.013333333333333334,0.01,0.01
margin,1.4843479910644055,1.0,1.0226522702457308,1.0,0.730299711082058,1.0,0.0,0.0,0.8669444444444444,0.49666666666666665,0.37666666666666665,0.07666666666666666,0.03333333333333333,0.02
