run_id,repeat,fold,model,feature,standardized_coefficient
w85__r01_f05,1,5,4d_plus_width_dynamics,robust_early_dWdt_20_um_per_ms,-0.1914242067366578
w85__r01_f05,1,5,4d_plus_width_dynamics,robust_early_dWdt_40_um_per_ms,-0.21082945502283504
w85__r01_f05,1,5,4d_plus_width_dynamics,robust_time_of_max_dWdt_tau,0.09016215526851265
w85__r02_f01,2,1,4d_only,P,2.6287333572011193
w85__r02_f01,2,1,4d_only,VX,-1.6389797695804236
w85__r02_f01,2,1,4d_only,LS,-2.0986716794686124
w85__r02_f01,2,1,4d_only,ST,-0.2821967075936123
w85__r02_f01,2,1,width_dynamics_only,width_gain_20_um,-0.6018785717324967
w85__r02_f01,2,1,width_dynamics_only,width_gain_40_um,0.6710020149527424
w85__r02_f01,2,1,width_dynamics_only,time_to_50pct_max_width_tau,0.23692100520554032
w85__r02_f01,2,1,width_dynamics_only,robust_max_positive_dWdt_um_per_ms,-0.553588761793908
w85__r02_f01,2,1,width_dynamics_only,robust_median_positive_dWdt_um_per_ms,-0.4430716827102818
w85__r02_f01,2,1,width_dynamics_only,robust_early_dWdt_20_um_per_ms,0.3850035312594578
w85__r02_f01,2,1,width_dynamics_only,robust_early_dWdt_40_um_per_ms,-0.3415329981276185
w85__r02_f01,2,1,width_dynamics_only,robust_time_of_max_dWdt_tau,-0.16682515719039692
w85__r02_f01,2,1,4d_plus_width_dynamics,P,2.575829316167461
w85__r02_f01,2,1,4d_plus_width_dynamics,VX,-1.6032141400384785
w85__r02_f01,2,1,4d_plus_width_dynamics,LS,-2.5225316658948507
w85__r02_f01,2,1,4d_plus_width_dynamics,ST,-0.11814110668382365
w85__r02_f01,2,1,4d_plus_width_dynamics,width_gain_20_um,0.12735374036607663
w85__r02_f01,2,1,4d_plus_width_dynamics,width_gain_40_um,0.8290531316383141
w85__r02_f01,2,1,4d_plus_width_dynamics,time_to_50pct_max_width_tau,-0.5086496749504542
w85__r02_f01,2,1,4d_plus_width_dynamics,robust_max_positive_dWdt_um_per_ms,-0.19509502696449546
w85__r02_f01,2,1,4d_plus_width_dynamics,robust_median_positive_dWdt_um_per_ms,0.2606383318010144
w85__r02_f01,2,1,4d_plus_width_dynamics,robust_early_dWdt_20_um_per_ms,-0.44755225628513157
w85__r02_f01,2,1,4d_plus_width_dynamics,robust_early_dWdt_40_um_per_ms,-0.4455935594466885
w85__r02_f01,2,1,4d_plus_width_dynamics,robust_time_of_max_dWdt_tau,-0.012891238460116968
w85__r02_f02,2,2,4d_only,P,2.4650554826819606
w85__r02_f02,2,2,4d_only,VX,-1.436231676676395
w85__r02_f02,2,2,4d_only,LS,-2.236630555006133
w85__r02_f02,2,2,4d_only,ST,-0.13343723828963966
w85__r02_f02,2,2,width_dynamics_only,width_gain_20_um,-0.4889446712005517
w85__r02_f02,2,2,width_dynamics_only,width_gain_40_um,0.41363036966809036
w85__r02_f02,2,2,width_dynamics_only,time_to_50pct_max_width_tau,0.4370750322087082
w85__r02_f02,2,2,width_dynamics_only,robust_max_positive_dWdt_um_per_ms,-0.5963011475087494
w85__r02_f02,2,2,width_dynamics_only,robust_median_positive_dWdt_um_per_ms,-0.8555679674326134
w85__r02_f02,2,2,width_dynamics_only,robust_early_dWdt_20_um_per_ms,0.3801383667147324
w85__r02_f02,2,2,width_dynamics_only,robust_early_dWdt_40_um_per_ms,-0.41680853619837777
w85__r02_f02,2,2,width_dynamics_only,robust_time_of_max_dWdt_tau,0.18707011368340665
w85__r02_f02,2,2,4d_plus_width_dynamics,P,2.3476506340519983
w85__r02_f02,2,2,4d_plus_width_dynamics,VX,-1.6274927324400308
w85__r02_f02,2,2,4d_plus_width_dynamics,LS,-2.683074503078668
w85__r02_f02,2,2,4d_plus_width_dynamics,ST,-0.01581304546780445
w85__r02_f02,2,2,4d_plus_width_dynamics,width_gain_20_um,0.1341358017089574
w85__r02_f02,2,2,4d_plus_width_dynamics,width_gain_40_um,0.7594904418353291
w85__r02_f02,2,2,4d_plus_width_dynamics,time_to_50pct_max_width_tau,-0.36033009655618975
w85__r02_f02,2,2,4d_plus_width_dynamics,robust_max_positive_dWdt_um_per_ms,-0.15342476127088034
w85__r02_f02,2,2,4d_plus_width_dynamics,robust_median_positive_dWdt_um_per_ms,0.0455143025009858
w85__r02_f02,2,2,4d_plus_width_dynamics,robust_early_dWdt_20_um_per_ms,-0.2519396840760351
w85__r02_f02,2,2,4d_plus_width_dynamics,robust_early_dWdt_40_um_per_ms,-0.5994971194624281
w85__r02_f02,2,2,4d_plus_width_dynamics,robust_time_of_max_dWdt_tau,-0.030297159805932335
w85__r02_f03,2,3,4d_only,P,2.6058399706800315
w85__r02_f03,2,3,4d_only,VX,-1.5267290409614276
w85__r02_f03,2,3,4d_only,LS,-2.013759254122304
w85__r02_f03,2,3,4d_only,ST,-0.0705466678088763
w85__r02_f03,2,3,width_dynamics_only,width_gain_20_um,-0.4103391787027579
w85__r02_f03,2,3,width_dynamics_only,width_gain_40_um,0.4925729865941819
w85__r02_f03,2,3,width_dynamics_only,time_to_50pct_max_width_tau,0.12155382694513792
w85__r02_f03,2,3,width_dynamics_only,robust_max_positive_dWdt_um_per_ms,-0.6088450419363703
w85__r02_f03,2,3,width_dynamics_only,robust_median_positive_dWdt_um_per_ms,-0.3813606211861125
w85__r02_f03,2,3,width_dynamics_only,robust_early_dWdt_20_um_per_ms,0.3686523992434935
w85__r02_f03,2,3,width_dynamics_only,robust_early_dWdt_40_um_per_ms,-0.25851675797820706
w85__r02_f03,2,3,width_dynamics_only,robust_time_of_max_dWdt_tau,-0.41910625839797544
w85__r02_f03,2,3,4d_plus_width_dynamics,P,2.534623803336719
w85__r02_f03,2,3,4d_plus_width_dynamics,VX,-1.6189546911826838
w85__r02_f03,2,3,4d_plus_width_dynamics,LS,-2.4490798894345076
w85__r02_f03,2,3,4d_plus_width_dynamics,ST,0.054590192426760165
w85__r02_f03,2,3,4d_plus_width_dynamics,width_gain_20_um,0.09768762867388314
w85__r02_f03,2,3,4d_plus_width_dynamics,width_gain_40_um,0.6925627738009271
w85__r02_f03,2,3,4d_plus_width_dynamics,time_to_50pct_max_width_tau,-0.8130462183122308
w85__r02_f03,2,3,4d_plus_width_dynamics,robust_max_positive_dWdt_um_per_ms,-0.20240209500420392
w85__r02_f03,2,3,4d_plus_width_dynamics,robust_median_positive_dWdt_um_per_ms,0.4183951713560486
w85__r02_f03,2,3,4d_plus_width_dynamics,robust_early_dWdt_20_um_per_ms,-0.17984401758726198
w85__r02_f03,2,3,4d_plus_width_dynamics,robust_early_dWdt_40_um_per_ms,-0.3309203347813088
w85__r02_f03,2,3,4d_plus_width_dynamics,robust_time_of_max_dWdt_tau,-0.08915818654042991
w85__r02_f04,2,4,4d_only,P,2.847931041040834
w85__r02_f04,2,4,4d_only,VX,-1.3513215435940011
w85__r02_f04,2,4,4d_only,LS,-2.1120433716956364
w85__r02_f04,2,4,4d_only,ST,-0.12660281569669266
w85__r02_f04,2,4,width_dynamics_only,width_gain_20_um,-0.7158821425964196
w85__r02_f04,2,4,width_dynamics_only,width_gain_40_um,0.8858158926550498
w85__r02_f04,2,4,width_dynamics_only,time_to_50pct_max_width_tau,0.3079401875071739
w85__r02_f04,2,4,width_dynamics_only,robust_max_positive_dWdt_um_per_ms,-0.6766210643295233
w85__r02_f04,2,4,width_dynamics_only,robust_median_positive_dWdt_um_per_ms,-0.5470533770285737
w85__r02_f04,2,4,width_dynamics_only,robust_early_dWdt_20_um_per_ms,0.4051749760814251
w85__r02_f04,2,4,width_dynamics_only,robust_early_dWdt_40_um_per_ms,-0.6016486299573782
w85__r02_f04,2,4,width_dynamics_only,robust_time_of_max_dWdt_tau,-0.4890707438643698
w85__r02_f04,2,4,4d_plus_width_dynamics,P,2.9594373407510033
w85__r02_f04,2,4,4d_plus_width_dynamics,VX,-1.3774156782895857
w85__r02_f04,2,4,4d_plus_width_dynamics,LS,-2.306173450987346
w85__r02_f04,2,4,4d_plus_width_dynamics,ST,-0.054826364801727374
w85__r02_f04,2,4,4d_plus_width_dynamics,width_gain_20_um,0.03492773913379374
w85__r02_f04,2,4,4d_plus_width_dynamics,width_gain_40_um,0.7605632551408263
w85__r02_f04,2,4,4d_plus_width_dynamics,time_to_50pct_max_width_tau,-0.1404254662711332
w85__r02_f04,2,4,4d_plus_width_dynamics,robust_max_positive_dWdt_um_per_ms,-0.1152822597026393
w85__r02_f04,2,4,4d_plus_width_dynamics,robust_median_positive_dWdt_um_per_ms,0.09276210110784328
w85__r02_f04,2,4,4d_plus_width_dynamics,robust_early_dWdt_20_um_per_ms,-0.607287977807756
w85__r02_f04,2,4,4d_plus_width_dynamics,robust_early_dWdt_40_um_per_ms,-0.5813282522006226
w85__r02_f04,2,4,4d_plus_width_dynamics,robust_time_of_max_dWdt_tau,-0.4379456191055226
w85__r02_f05,2,5,4d_only,P,2.557399850973098
w85__r02_f05,2,5,4d_only,VX,-1.430099310633033
w85__r02_f05,2,5,4d_only,LS,-2.2807118249937557
w85__r02_f05,2,5,4d_only,ST,-0.2228854440376494
w85__r02_f05,2,5,width_dynamics_only,width_gain_20_um,-0.5531817709072713
w85__r02_f05,2,5,width_dynamics_only,width_gain_40_um,0.3110600361303502
w85__r02_f05,2,5,width_dynamics_only,time_to_50pct_max_width_tau,0.5239726376887914
w85__r02_f05,2,5,width_dynamics_only,robust_max_positive_dWdt_um_per_ms,-0.7867284888607816
w85__r02_f05,2,5,width_dynamics_only,robust_median_positive_dWdt_um_per_ms,-0.6160985998339588
w85__r02_f05,2,5,width_dynamics_only,robust_early_dWdt_20_um_per_ms,0.6648731582037974
w85__r02_f05,2,5,width_dynamics_only,robust_early_dWdt_40_um_per_ms,-0.5472622676888867
w85__r02_f05,2,5,width_dynamics_only,robust_time_of_max_dWdt_tau,0.041651768972897296
w85__r02_f05,2,5,4d_plus_width_dynamics,P,2.4494686700956962
w85__r02_f05,2,5,4d_plus_width_dynamics,VX,-1.485311011315897
w85__r02_f05,2,5,4d_plus_width_dynamics,LS,-2.582478142693701
w85__r02_f05,2,5,4d_plus_width_dynamics,ST,-0.16015387045783094
w85__r02_f05,2,5,4d_plus_width_dynamics,width_gain_20_um,-0.060895010507800086
w85__r02_f05,2,5,4d_plus_width_dynamics,width_gain_40_um,0.6859472524603651
w85__r02_f05,2,5,4d_plus_width_dynamics,time_to_50pct_max_width_tau,-0.4798395914097404
w85__r02_f05,2,5,4d_plus_width_dynamics,robust_max_positive_dWdt_um_per_ms,-0.3304367013793861
w85__r02_f05,2,5,4d_plus_width_dynamics,robust_median_positive_dWdt_um_per_ms,0.36568185040725093
w85__r02_f05,2,5,4d_plus_width_dynamics,robust_early_dWdt_20_um_per_ms,-0.08292955342155876
w85__r02_f05,2,5,4d_plus_width_dynamics,robust_early_dWdt_40_um_per_ms,-0.6610269016586932
w85__r02_f05,2,5,4d_plus_width_dynamics,robust_time_of_max_dWdt_tau,0.03939642842420556
w85__r03_f01,3,1,4d_only,P,2.422460545213151
w85__r03_f01,3,1,4d_only,VX,-1.420349474825782
w85__r03_f01,3,1,4d_only,LS,-2.371875138094939
w85__r03_f01,3,1,4d_only,ST,-0.11546102375332631
w85__r03_f01,3,1,width_dynamics_only,width_gain_20_um,-0.40835450646168525
w85__r03_f01,3,1,width_dynamics_only,width_gain_40_um,0.2625969405340747
w85__r03_f01,3,1,width_dynamics_only,time_to_50pct_max_width_tau,0.6440426194409685
w85__r03_f01,3,1,width_dynamics_only,robust_max_positive_dWdt_um_per_ms,-0.6051758339839949
w85__r03_f01,3,1,width_dynamics_only,robust_median_positive_dWdt_um_per_ms,-0.6895128395062192
w85__r03_f01,3,1,width_dynamics_only,robust_early_dWdt_20_um_per_ms,0.46019941753585414
w85__r03_f01,3,1,width_dynamics_only,robust_early_dWdt_40_um_per_ms,-0.5629929831027318
w85__r03_f01,3,1,width_dynamics_only,robust_time_of_max_dWdt_tau,-0.027980447592465197
w85__r03_f01,3,1,4d_plus_width_dynamics,P,2.3107573346672687
w85__r03_f01,3,1,4d_plus_width_dynamics,VX,-1.5601488542470552
w85__r03_f01,3,1,4d_plus_width_dynamics,LS,-2.766293041618723
w85__r03_f01,3,1,4d_plus_width_dynamics,ST,0.00875485202777213
w85__r03_f01,3,1,4d_plus_width_dynamics,width_gain_20_um,0.23399236719935335
w85__r03_f01,3,1,4d_plus_width_dynamics,width_gain_40_um,0.6531511319063331
w85__r03_f01,3,1,4d_plus_width_dynamics,time_to_50pct_max_width_tau,-0.4113264641142202
w85__r03_f01,3,1,4d_plus_width_dynamics,robust_max_positive_dWdt_um_per_ms,-0.07043049389611857
w85__r03_f01,3,1,4d_plus_width_dynamics,robust_median_positive_dWdt_um_per_ms,0.1756966307447576
w85__r03_f01,3,1,4d_plus_width_dynamics,robust_early_dWdt_20_um_per_ms,-0.24130540114094015
w85__r03_f01,3,1,4d_plus_width_dynamics,robust_early_dWdt_40_um_per_ms,-0.49391861514089996
w85__r03_f01,3,1,4d_plus_width_dynamics,robust_time_of_max_dWdt_tau,0.06072238555999939
w85__r03_f02,3,2,4d_only,P,2.5695680851421874
w85__r03_f02,3,2,4d_only,VX,-1.4667428354341852
w85__r03_f02,3,2,4d_only,LS,-2.0392619884355843
w85__r03_f02,3,2,4d_only,ST,-0.12752851293726902
w85__r03_f02,3,2,width_dynamics_only,width_gain_20_um,-0.38833305811762436
w85__r03_f02,3,2,width_dynamics_only,width_gain_40_um,0.3942973568551377
w85__r03_f02,3,2,width_dynamics_only,time_to_50pct_max_width_tau,0.448111933288825
w85__r03_f02,3,2,width_dynamics_only,robust_max_positive_dWdt_um_per_ms,-0.6574857883857378
w85__r03_f02,3,2,width_dynamics_only,robust_median_positive_dWdt_um_per_ms,-0.5627102293948797
w85__r03_f02,3,2,width_dynamics_only,robust_early_dWdt_20_um_per_ms,0.3863074153514647
w85__r03_f02,3,2,width_dynamics_only,robust_early_dWdt_40_um_per_ms,-0.3992148428282197
w85__r03_f02,3,2,width_dynamics_only,robust_time_of_max_dWdt_tau,-0.2829892849635084
w85__r03_f02,3,2,4d_plus_width_dynamics,P,2.5956893551696525
w85__r03_f02,3,2,4d_plus_width_dynamics,VX,-1.498063444206365
w85__r03_f02,3,2,4d_plus_width_dynamics,LS,-2.3924010931133015
w85__r03_f02,3,2,4d_plus_width_dynamics,ST,-0.02539509668367796
w85__r03_f02,3,2,4d_plus_width_dynamics,width_gain_20_um,0.06845824819684547
w85__r03_f02,3,2,4d_plus_width_dynamics,width_gain_40_um,0.748942473291032
w85__r03_f02,3,2,4d_plus_width_dynamics,time_to_50pct_max_width_tau,-0.2608749694882921
w85__r03_f02,3,2,4d_plus_width_dynamics,robust_max_positive_dWdt_um_per_ms,-0.38706812462592227
w85__r03_f02,3,2,4d_plus_width_dynamics,robust_median_positive_dWdt_um_per_ms,0.2399349159896769
w85__r03_f02,3,2,4d_plus_width_dynamics,robust_early_dWdt_20_um_per_ms,-0.3934897887440302
w85__r03_f02,3,2,4d_plus_width_dynamics,robust_early_dWdt_40_um_per_ms,-0.7257756920323213
w85__r03_f02,3,2,4d_plus_width_dynamics,robust_time_of_max_dWdt_tau,-0.05890835071831711
w85__r03_f03,3,3,4d_only,P,2.747913284808743
w85__r03_f03,3,3,4d_only,VX,-1.5133175330210766
w85__r03_f03,3,3,4d_only,LS,-2.0295419498319305
w85__r03_f03,3,3,4d_only,ST,-0.3955855689116452
w85__r03_f03,3,3,width_dynamics_only,width_gain_20_um,-0.8097400664562254
w85__r03_f03,3,3,width_dynamics_only,width_gain_40_um,0.811898329418121
w85__r03_f03,3,3,width_dynamics_only,time_to_50pct_max_width_tau,0.19816479301436152
w85__r03_f03,3,3,width_dynamics_only,robust_max_positive_dWdt_um_per_ms,-0.5564406790885411
w85__r03_f03,3,3,width_dynamics_only,robust_median_positive_dWdt_um_per_ms,-0.6372343982789159
w85__r03_f03,3,3,width_dynamics_only,robust_early_dWdt_20_um_per_ms,0.409015999509516
w85__r03_f03,3,3,width_dynamics_only,robust_early_dWdt_40_um_per_ms,-0.3922480507929246
w85__r03_f03,3,3,width_dynamics_only,robust_time_of_max_dWdt_tau,-0.627446323776205
w85__r03_f03,3,3,4d_plus_width_dynamics,P,2.5703736114640505
w85__r03_f03,3,3,4d_plus_width_dynamics,VX,-1.5884094327096525
w85__r03_f03,3,3,4d_plus_width_dynamics,LS,-2.410697282902334
w85__r03_f03,3,3,4d_plus_width_dynamics,ST,-0.28729007299200027
w85__r03_f03,3,3,4d_plus_width_dynamics,width_gain_20_um,-0.0021390691353224294
w85__r03_f03,3,3,4d_plus_width_dynamics,width_gain_40_um,0.8021542572727868
w85__r03_f03,3,3,4d_plus_width_dynamics,time_to_50pct_max_width_tau,-0.3737770742620328
w85__r03_f03,3,3,4d_plus_width_dynamics,robust_max_positive_dWdt_um_per_ms,-0.10525382880937768
w85__r03_f03,3,3,4d_plus_width_dynamics,robust_median_positive_dWdt_um_per_ms,0.05637042199246942
w85__r03_f03,3,3,4d_plus_width_dynamics,robust_early_dWdt_20_um_per_ms,-0.18022934830885393
w85__r03_f03,3,3,4d_plus_width_dynamics,robust_early_dWdt_40_um_per_ms,-0.4473896176639837
w85__r03_f03,3,3,4d_plus_width_dynamics,robust_time_of_max_dWdt_tau,-0.6027483442419074
w85__r03_f04,3,4,4d_only,P,2.856645516059182
w85__r03_f04,3,4,4d_only,VX,-1.3681486827105578
