width_feature,r2_explained_by_4d_inputs,spearman_rho_raw_with_label,spearman_rho_residual_with_label,residual_spearman_p,independent_information_retained
width_gain_40_um,0.8573852035779634,0.10441834631163971,-0.22368290299934193,2.4065775600219348e-05,2.1421800947867298
robust_max_positive_dWdt_um_per_ms,0.7049921409936583,-0.15906653974352697,-0.07889700371278938,0.14073900331016673,0.496
width_gain_20_um,0.6863876124151553,0.08271460066663401,-0.17765965083354812,0.0008425829405191651,2.1478632478632482
robust_early_dWdt_40_um_per_ms,0.6523239221152621,-0.010887220942445847,-0.07196877220396021,0.17916241977887315,6.6103896103896105
time_to_50pct_max_width_tau,0.509553710121355,0.17003902664733125,-0.06815117525011555,0.20340512344579503,0.4007972557468481
robust_early_dWdt_20_um_per_ms,0.48947864646934636,0.07267573460282031,-0.14224083465065612,0.007695925022331656,1.957198443579767
robust_median_positive_dWdt_um_per_ms,0.20928133770917168,-0.1840223124232892,0.035489512422778015,0.5081113682068295,0.19285439877064925
robust_time_of_max_dWdt_tau,0.0348602088100074,-0.020588148123989475,-0.15715774126660464,0.003198637255082965,7.633408324058208
