arm,budget,mean_selected_d_min,recovered_mean_selected_d_min,absolute_difference
M3_MARGIN,17,1.2069146937407265,1.2069146937407265,0.0
M3_MARGIN,18,1.1931562551835286,1.1931562551835286,0.0
M3_MARGIN,19,1.078219801198805,1.0782198011988047,2.220446049250313e-16
M3_MARGIN,20,1.0383610492304345,1.0383610492304343,2.220446049250313e-16
M3_MARGIN,21,0.9653708163607666,0.9653708163607666,0.0
M3_MARGIN,22,0.9986210854726526,0.9986210854726528,2.220446049250313e-16
M3_MARGIN,23,1.0154509504971063,1.0154509504971063,0.0
M3_MARGIN,24,0.9446428437003688,0.9446428437003688,0.0
M3_MARGIN,25,0.9331805117093532,0.9331805117093533,1.1102230246251565e-16
M3_MARGIN,26,0.944696183479395,0.944696183479395,0.0
M3_MARGIN,27,0.9129026291235984,0.9129026291235983,1.1102230246251565e-16
M3_MARGIN,28,0.7726701113064354,0.7726701113064354,0.0
M3_MARGIN,29,0.8140293611256871,0.8140293611256871,0.0
M3_MARGIN,30,0.8133666509244577,0.8133666509244578,1.1102230246251565e-16
M3_MARGIN,31,0.8173372279866516,0.8173372279866516,0.0
M3_MARGIN,32,0.810724535665836,0.8107245356658361,1.1102230246251565e-16
M3_MARGIN,33,0.7997959178387358,0.7997959178387358,0.0
M3_MARGIN,34,0.7385045273119091,0.738504527311909,1.1102230246251565e-16
M3_MARGIN,35,0.7321372261149179,0.7321372261149179,0.0
M3_MARGIN,36,0.7439350605012609,0.7439350605012609,0.0
M3_MARGIN,37,0.7457507319300369,0.7457507319300367,2.220446049250313e-16
M3_MARGIN,38,0.7477720153067507,0.7477720153067507,0.0
M3_MARGIN,39,0.6838267581209126,0.683826758120913,3.3306690738754696e-16
M3_MARGIN,40,0.7581747562865153,0.7581747562865155,2.220446049250313e-16
M3_MARGIN,41,0.7549372611166139,0.7549372611166139,0.0
M3_MARGIN,42,0.7862452215022848,0.7862452215022848,0.0
M3_MARGIN,43,0.7216043530724652,0.7216043530724651,1.1102230246251565e-16
M3_MARGIN,44,0.7558370346525939,0.7558370346525939,0.0
M3_MARGIN,45,0.762449423941057,0.762449423941057,0.0
M3_MARGIN,46,0.7233885862142455,0.7233885862142455,0.0
M3_MARGIN,47,0.7421581584977196,0.7421581584977196,0.0
M3_MARGIN,48,0.7878435342814377,0.7878435342814377,0.0
M3_MARGIN,49,0.7345455277896482,0.7345455277896481,1.1102230246251565e-16
M3_MARGIN,50,0.7300438383572468,0.7300438383572468,0.0
M3_MARGIN,51,0.6689329616157462,0.6689329616157462,0.0
M3_MARGIN,52,0.7046294553138724,0.7046294553138727,2.220446049250313e-16
M3_MARGIN,53,0.7300649656751869,0.7300649656751869,0.0
M3_MARGIN,54,0.687362090866005,0.6873620908660049,1.1102230246251565e-16
M3_MARGIN,55,0.6538574310774288,0.6538574310774288,0.0
M3_MARGIN,56,0.6653023991111391,0.665302399111139,1.1102230246251565e-16
M3_MARGIN,57,0.67519399080566,0.67519399080566,0.0
M3_MARGIN,58,0.7564006450720403,0.7564006450720404,1.1102230246251565e-16
M3_MARGIN,59,0.6593190488495487,0.6593190488495486,1.1102230246251565e-16
M3_MARGIN,60,0.6748347239433136,0.6748347239433135,1.1102230246251565e-16
M3_MARGIN,61,0.7084737661140604,0.7084737661140604,0.0
M3_MARGIN,62,0.7030694947614871,0.7030694947614872,1.1102230246251565e-16
M3_MARGIN,63,0.7155125242084095,0.7155125242084095,0.0
M3_MARGIN,64,0.6700233444553741,0.6700233444553741,0.0
M3_MARGIN,65,0.6456769613353316,0.6456769613353316,0.0
M3_MARGIN,66,0.687858446085638,0.687858446085638,0.0
M3_MARGIN,67,0.65054661052469,0.6505466105246902,2.220446049250313e-16
M3_MARGIN,68,0.689340630599698,0.6893406305996982,2.220446049250313e-16
M3_MARGIN,69,0.67894747601761,0.67894747601761,0.0
M3_MARGIN,70,0.6398745770912707,0.6398745770912707,0.0
M3_MARGIN,71,0.6769320984256119,0.6769320984256119,0.0
M3_MARGIN,72,0.7215612781848564,0.7215612781848564,0.0
M3_MARGIN,73,0.6743444833098422,0.6743444833098421,1.1102230246251565e-16
M3_MARGIN,74,0.7014330655290962,0.7014330655290962,0.0
M3_MARGIN,75,0.6938068830689466,0.6938068830689466,0.0
M3_MARGIN,76,0.6880978377663777,0.6880978377663777,0.0
M3_MARGIN,77,0.7048050542260218,0.7048050542260219,1.1102230246251565e-16
M3_MARGIN,78,0.6157653400371733,0.6157653400371734,1.1102230246251565e-16
M3_MARGIN,79,0.688657700105585,0.6886577001055849,1.1102230246251565e-16
M3_MARGIN,80,0.6419293238198632,0.6419293238198631,1.1102230246251565e-16
REP_C025,17,1.28864598577666,1.28864598577666,0.0
REP_C025,18,1.302733765128018,1.3027337651280184,4.440892098500626e-16
REP_C025,19,1.2222361403010469,1.2222361403010467,2.220446049250313e-16
REP_C025,20,1.125529336521738,1.1255293365217383,2.220446049250313e-16
REP_C025,21,1.088671078661013,1.0886710786610128,2.220446049250313e-16
REP_C025,22,1.147410563339787,1.147410563339787,0.0
REP_C025,23,1.1416229120392605,1.1416229120392603,2.220446049250313e-16
REP_C025,24,1.0978726008287143,1.0978726008287143,0.0
REP_C025,25,1.102064208441636,1.102064208441636,0.0
REP_C025,26,1.0361986302305548,1.0361986302305548,0.0
REP_C025,27,0.9572238006335874,0.9572238006335877,3.3306690738754696e-16
REP_C025,28,0.9699223674381228,0.9699223674381227,1.1102230246251565e-16
REP_C025,29,0.9671851685154744,0.9671851685154742,2.220446049250313e-16
REP_C025,30,0.9080032389291814,0.9080032389291813,1.1102230246251565e-16
REP_C025,31,0.8574530075519624,0.8574530075519625,1.1102230246251565e-16
REP_C025,32,0.882092674849065,0.8820926748490647,2.220446049250313e-16
REP_C025,33,0.8305981703373749,0.830598170337375,1.1102230246251565e-16
REP_C025,34,0.7842835821392751,0.7842835821392751,0.0
REP_C025,35,0.8073759168617539,0.8073759168617538,1.1102230246251565e-16
REP_C025,36,0.7865735592411781,0.7865735592411778,3.3306690738754696e-16
REP_C025,37,0.7699836997668363,0.7699836997668362,1.1102230246251565e-16
REP_C025,38,0.8168746144577597,0.8168746144577596,1.1102230246251565e-16
REP_C025,39,0.7789753339026033,0.7789753339026037,3.3306690738754696e-16
REP_C025,40,0.7622735639394956,0.7622735639394956,0.0
REP_C025,41,0.8032641117781287,0.8032641117781286,1.1102230246251565e-16
REP_C025,42,0.7602332383124442,0.7602332383124443,1.1102230246251565e-16
REP_C025,43,0.7756865180965619,0.7756865180965619,0.0
REP_C025,44,0.7356133231483996,0.7356133231483996,0.0
REP_C025,45,0.8000541281612691,0.8000541281612691,0.0
REP_C025,46,0.773543893118285,0.773543893118285,0.0
REP_C025,47,0.7418224444399383,0.7418224444399383,0.0
REP_C025,48,0.7299911828942466,0.7299911828942466,0.0
REP_C025,49,0.7696179689414834,0.7696179689414834,0.0
REP_C025,50,0.7677846905955896,0.7677846905955897,1.1102230246251565e-16
REP_C025,51,0.761935225414859,0.7619352254148589,1.1102230246251565e-16
REP_C025,52,0.7733655461886326,0.7733655461886325,1.1102230246251565e-16
REP_C025,53,0.7427000884249902,0.7427000884249901,1.1102230246251565e-16
REP_C025,54,0.7173475947527117,0.7173475947527117,0.0
REP_C025,55,0.6906187670363422,0.6906187670363423,1.1102230246251565e-16
REP_C025,56,0.6828759871046128,0.6828759871046128,0.0
REP_C025,57,0.6391921517537702,0.6391921517537701,1.1102230246251565e-16
REP_C025,58,0.6777068624518664,0.6777068624518666,2.220446049250313e-16
