arm,budget,mean_selected_d_min,recovered_mean_selected_d_min,absolute_difference
REP_C025,59,0.6600328711120445,0.6600328711120445,0.0
REP_C025,60,0.7301528556654431,0.7301528556654431,0.0
REP_C025,61,0.6615785961514464,0.6615785961514464,0.0
REP_C025,62,0.679587313543947,0.679587313543947,0.0
REP_C025,63,0.6842491767104377,0.6842491767104377,0.0
REP_C025,64,0.6347997334368228,0.6347997334368228,0.0
REP_C025,65,0.6626636012604792,0.6626636012604792,0.0
REP_C025,66,0.6746216609323155,0.6746216609323155,0.0
REP_C025,67,0.6669987265067394,0.6669987265067392,2.220446049250313e-16
REP_C025,68,0.6618038514094016,0.6618038514094016,0.0
REP_C025,69,0.649782455805453,0.649782455805453,0.0
REP_C025,70,0.65058626041461,0.65058626041461,0.0
REP_C025,71,0.6438086956452582,0.6438086956452582,0.0
REP_C025,72,0.6504874075210126,0.6504874075210129,2.220446049250313e-16
REP_C025,73,0.6587109813241716,0.6587109813241717,1.1102230246251565e-16
REP_C025,74,0.6674586151432844,0.6674586151432844,0.0
REP_C025,75,0.6607122903163059,0.6607122903163059,0.0
REP_C025,76,0.6652354994835629,0.6652354994835628,1.1102230246251565e-16
REP_C025,77,0.6342491258717777,0.6342491258717777,0.0
REP_C025,78,0.6414742325998398,0.6414742325998398,0.0
REP_C025,79,0.6365509556878913,0.6365509556878913,0.0
REP_C025,80,0.6247947429943215,0.6247947429943215,0.0
REP_C050,17,1.48633987186883,1.4863398718688299,2.220446049250313e-16
REP_C050,18,1.436989505852166,1.4369895058521664,4.440892098500626e-16
REP_C050,19,1.2974639147031053,1.2974639147031053,0.0
REP_C050,20,1.2534818393994305,1.25348183939943,4.440892098500626e-16
REP_C050,21,1.1980723384700662,1.1980723384700662,0.0
REP_C050,22,1.233766499224376,1.2337664992243762,2.220446049250313e-16
REP_C050,23,1.2192897027855865,1.2192897027855865,0.0
REP_C050,24,1.1883573651506258,1.1883573651506258,0.0
REP_C050,25,1.1471409228613956,1.1471409228613956,0.0
REP_C050,26,1.1033359289155775,1.1033359289155777,2.220446049250313e-16
REP_C050,27,1.099771112389941,1.0997711123899407,2.220446049250313e-16
REP_C050,28,1.0377878823134283,1.0377878823134281,2.220446049250313e-16
REP_C050,29,0.9915059231412718,0.9915059231412716,2.220446049250313e-16
REP_C050,30,0.98958877718023,0.9895887771802299,1.1102230246251565e-16
REP_C050,31,0.9603461802928376,0.9603461802928376,0.0
REP_C050,32,0.9397114248716884,0.9397114248716884,0.0
REP_C050,33,0.8669386904579528,0.8669386904579528,0.0
REP_C050,34,0.8739578093424876,0.8739578093424876,0.0
REP_C050,35,0.8177941086413625,0.8177941086413624,1.1102230246251565e-16
REP_C050,36,0.8817565703084668,0.8817565703084667,1.1102230246251565e-16
REP_C050,37,0.8124787821764922,0.812478782176492,1.1102230246251565e-16
REP_C050,38,0.8265169716188351,0.8265169716188353,2.220446049250313e-16
REP_C050,39,0.804314112808364,0.804314112808364,0.0
REP_C050,40,0.8005717399514015,0.8005717399514015,0.0
REP_C050,41,0.8406003069511863,0.8406003069511863,0.0
REP_C050,42,0.7936595292560547,0.7936595292560549,2.220446049250313e-16
REP_C050,43,0.7654199584881155,0.7654199584881155,0.0
REP_C050,44,0.7934897730785225,0.7934897730785225,0.0
REP_C050,45,0.7882309200484368,0.7882309200484368,0.0
REP_C050,46,0.7579648177311492,0.7579648177311494,2.220446049250313e-16
REP_C050,47,0.7462719498136032,0.7462719498136032,0.0
REP_C050,48,0.7813829955736753,0.7813829955736752,1.1102230246251565e-16
REP_C050,49,0.7666118636867543,0.7666118636867545,2.220446049250313e-16
REP_C050,50,0.7684288483812971,0.7684288483812972,1.1102230246251565e-16
REP_C050,51,0.7594840336846027,0.7594840336846029,2.220446049250313e-16
REP_C050,52,0.7272589505591808,0.7272589505591806,2.220446049250313e-16
REP_C050,53,0.7896501046114319,0.789650104611432,1.1102230246251565e-16
REP_C050,54,0.754373602119002,0.7543736021190022,2.220446049250313e-16
REP_C050,55,0.7577162869093155,0.7577162869093154,1.1102230246251565e-16
REP_C050,56,0.7629242320553192,0.7629242320553192,0.0
REP_C050,57,0.7604802297288527,0.7604802297288528,1.1102230246251565e-16
REP_C050,58,0.7334466575168095,0.7334466575168095,0.0
REP_C050,59,0.7490654768606564,0.7490654768606562,2.220446049250313e-16
REP_C050,60,0.7488797223508492,0.7488797223508493,1.1102230246251565e-16
REP_C050,61,0.7340501108365105,0.7340501108365105,0.0
REP_C050,62,0.7305598775013926,0.7305598775013926,0.0
REP_C050,63,0.6963409603160199,0.6963409603160199,0.0
REP_C050,64,0.7366186977987907,0.7366186977987907,0.0
REP_C050,65,0.6971478145459818,0.6971478145459818,0.0
REP_C050,66,0.7117485067960587,0.7117485067960587,0.0
REP_C050,67,0.6982013268697996,0.6982013268697996,0.0
REP_C050,68,0.7251688618346323,0.7251688618346321,1.1102230246251565e-16
REP_C050,69,0.6838549005798567,0.6838549005798567,0.0
REP_C050,70,0.6747493328174108,0.6747493328174106,2.220446049250313e-16
REP_C050,71,0.7046550218838044,0.7046550218838046,2.220446049250313e-16
REP_C050,72,0.6751349403856365,0.6751349403856365,0.0
REP_C050,73,0.6597251530488005,0.6597251530488005,0.0
REP_C050,74,0.7185928538124167,0.7185928538124164,2.220446049250313e-16
REP_C050,75,0.66199991618908,0.66199991618908,0.0
REP_C050,76,0.6413905807989869,0.6413905807989869,0.0
REP_C050,77,0.6632183597532763,0.6632183597532765,2.220446049250313e-16
REP_C050,78,0.67170987231158,0.67170987231158,0.0
REP_C050,79,0.6511322809613839,0.6511322809613839,0.0
REP_C050,80,0.6768024633141141,0.6768024633141141,0.0
REP_C100,17,1.5798591054877924,1.5798591054877924,0.0
REP_C100,18,1.4937235924209629,1.493723592420963,2.220446049250313e-16
REP_C100,19,1.3964611997753575,1.3964611997753575,0.0
REP_C100,20,1.2525389899859838,1.2525389899859838,0.0
REP_C100,21,1.2225351713664756,1.2225351713664756,0.0
REP_C100,22,1.265606765948385,1.2656067659483847,2.220446049250313e-16
REP_C100,23,1.269091601118615,1.2690916011186153,2.220446049250313e-16
REP_C100,24,1.2412054697016524,1.2412054697016524,0.0
REP_C100,25,1.2472882480013965,1.2472882480013963,2.220446049250313e-16
REP_C100,26,1.1914289039388235,1.1914289039388237,2.220446049250313e-16
REP_C100,27,1.1341031718588854,1.1341031718588852,2.220446049250313e-16
REP_C100,28,1.1326668052264142,1.1326668052264142,0.0
REP_C100,29,1.0387528304013542,1.0387528304013542,0.0
REP_C100,30,1.024132787266203,1.024132787266203,0.0
REP_C100,31,1.0382955071116045,1.0382955071116045,0.0
REP_C100,32,0.9397289006641916,0.9397289006641916,0.0
REP_C100,33,0.9337289876706046,0.9337289876706046,0.0
REP_C100,34,0.9075695392657614,0.9075695392657613,1.1102230246251565e-16
REP_C100,35,0.8712943695857608,0.8712943695857607,1.1102230246251565e-16
REP_C100,36,0.8807889079918335,0.8807889079918334,1.1102230246251565e-16
REP_C100,37,0.852110192361127,0.8521101923611271,1.1102230246251565e-16
REP_C100,38,0.870873001836344,0.870873001836344,0.0
REP_C100,39,0.8103398915250818,0.8103398915250818,0.0
REP_C100,40,0.8425252498686312,0.8425252498686311,1.1102230246251565e-16
REP_C100,41,0.8591806657216836,0.8591806657216834,2.220446049250313e-16
REP_C100,42,0.8108111425550554,0.8108111425550554,0.0
REP_C100,43,0.7841927366875016,0.7841927366875016,0.0
REP_C100,44,0.7791297068517724,0.7791297068517723,1.1102230246251565e-16
REP_C100,45,0.8042298374906324,0.8042298374906325,1.1102230246251565e-16
REP_C100,46,0.7741946183079322,0.7741946183079323,1.1102230246251565e-16
REP_C100,47,0.7901653894162586,0.7901653894162584,2.220446049250313e-16
REP_C100,48,0.8339228325674894,0.8339228325674896,1.1102230246251565e-16
REP_C100,49,0.7885548133424267,0.7885548133424265,2.220446049250313e-16
REP_C100,50,0.7721588227218192,0.7721588227218191,1.1102230246251565e-16
REP_C100,51,0.7565421235226184,0.7565421235226185,1.1102230246251565e-16
REP_C100,52,0.7861812945996709,0.7861812945996709,0.0
REP_C100,53,0.7497990476739939,0.7497990476739941,2.220446049250313e-16
REP_C100,54,0.7671783340463123,0.7671783340463122,1.1102230246251565e-16
REP_C100,55,0.8102091633529569,0.8102091633529572,3.3306690738754696e-16
REP_C100,56,0.7647499490187589,0.7647499490187589,0.0
REP_C100,57,0.7620118814754576,0.7620118814754576,0.0
REP_C100,58,0.760231168019032,0.760231168019032,0.0
REP_C100,59,0.7982361879796399,0.7982361879796401,2.220446049250313e-16
REP_C100,60,0.749921376725945,0.749921376725945,0.0
REP_C100,61,0.7621348449698161,0.762134844969816,1.1102230246251565e-16
REP_C100,62,0.7168367861549444,0.7168367861549444,0.0
REP_C100,63,0.7609593574081264,0.7609593574081263,1.1102230246251565e-16
REP_C100,64,0.7559289661460936,0.7559289661460937,1.1102230246251565e-16
REP_C100,65,0.8016035835589251,0.8016035835589251,0.0
REP_C100,66,0.696781175952835,0.696781175952835,0.0
REP_C100,67,0.7216045936466934,0.7216045936466933,1.1102230246251565e-16
REP_C100,68,0.727035658279439,0.727035658279439,0.0
REP_C100,69,0.7319035621823982,0.7319035621823982,0.0
REP_C100,70,0.753455565051907,0.7534555650519073,2.220446049250313e-16
REP_C100,71,0.6906441817712755,0.6906441817712756,1.1102230246251565e-16
REP_C100,72,0.7599833899303974,0.7599833899303974,0.0
REP_C100,73,0.7144517750818659,0.7144517750818659,0.0
REP_C100,74,0.6902936956122212,0.6902936956122214,2.220446049250313e-16
REP_C100,75,0.6823691905836412,0.6823691905836413,1.1102230246251565e-16
REP_C100,76,0.6785437817153118,0.6785437817153118,0.0
REP_C100,77,0.6859630974997931,0.6859630974997931,0.0
REP_C100,78,0.707344198468128,0.7073441984681278,2.220446049250313e-16
REP_C100,79,0.6982347554464454,0.6982347554464455,1.1102230246251565e-16
REP_C100,80,0.7099198261175718,0.7099198261175717,1.1102230246251565e-16
REP_C200,17,1.5997733460194947,1.5997733460194952,4.440892098500626e-16
REP_C200,18,1.5184049358937832,1.5184049358937832,0.0
REP_C200,19,1.4050367303657652,1.4050367303657654,2.220446049250313e-16
REP_C200,20,1.2574756242982543,1.2574756242982543,0.0
REP_C200,21,1.2329788121644305,1.2329788121644305,0.0
REP_C200,22,1.2609568391848205,1.2609568391848203,2.220446049250313e-16
REP_C200,23,1.2987752246002933,1.2987752246002933,0.0
REP_C200,24,1.2475454132919537,1.2475454132919537,0.0
REP_C200,25,1.2520867891633305,1.25208678916333,4.440892098500626e-16
REP_C200,26,1.2251919278144892,1.2251919278144894,2.220446049250313e-16
REP_C200,27,1.199013326257849,1.1990133262578493,2.220446049250313e-16
REP_C200,28,1.1491957361735914,1.1491957361735914,0.0
REP_C200,29,1.0505359838709194,1.0505359838709194,0.0
REP_C200,30,1.062171042946751,1.062171042946751,0.0
REP_C200,31,1.0577865499058892,1.0577865499058892,0.0
REP_C200,32,0.972041105306098,0.972041105306098,0.0
REP_C200,33,0.8996251184063694,0.8996251184063695,1.1102230246251565e-16
REP_C200,34,0.9369464030387578,0.9369464030387578,0.0
REP_C200,35,0.90647088604926,0.90647088604926,0.0
REP_C200,36,0.8682714392945795,0.8682714392945793,2.220446049250313e-16
REP_C200,37,0.8683377405010309,0.8683377405010307,1.1102230246251565e-16
REP_C200,38,0.8323901412642515,0.8323901412642514,1.1102230246251565e-16
REP_C200,39,0.8973535839876964,0.8973535839876962,2.220446049250313e-16
REP_C200,40,0.8248448935291813,0.8248448935291812,1.1102230246251565e-16
REP_C200,41,0.8219025200041146,0.8219025200041145,1.1102230246251565e-16
REP_C200,42,0.8542005217664831,0.8542005217664834,3.3306690738754696e-16
REP_C200,43,0.8272767106573045,0.8272767106573045,0.0
REP_C200,44,0.7998597165270043,0.7998597165270042,1.1102230246251565e-16
REP_C200,45,0.794267457432063,0.7942674574320631,1.1102230246251565e-16
REP_C200,46,0.827356794067111,0.8273567940671112,1.1102230246251565e-16
REP_C200,47,0.7666508759132842,0.7666508759132842,0.0
REP_C200,48,0.8030931894232396,0.8030931894232396,0.0
REP_C200,49,0.7856879355179411,0.785687935517941,1.1102230246251565e-16
REP_C200,50,0.7682436525669476,0.7682436525669475,1.1102230246251565e-16
REP_C200,51,0.811693100769373,0.8116931007693728,1.1102230246251565e-16
REP_C200,52,0.8074453982268837,0.8074453982268835,1.1102230246251565e-16
REP_C200,53,0.7509091374864593,0.7509091374864592,1.1102230246251565e-16
REP_C200,54,0.7794442370819155,0.7794442370819157,2.220446049250313e-16
REP_C200,55,0.8056478219871811,0.8056478219871811,0.0
REP_C200,56,0.7720729548962251,0.7720729548962253,2.220446049250313e-16
REP_C200,57,0.7759736448434488,0.7759736448434488,0.0
REP_C200,58,0.8043192656539927,0.8043192656539928,1.1102230246251565e-16
REP_C200,59,0.7324954975820481,0.7324954975820479,2.220446049250313e-16
REP_C200,60,0.7576256022620873,0.7576256022620873,0.0
REP_C200,61,0.8003215479421028,0.8003215479421028,0.0
REP_C200,62,0.780676883374432,0.7806768833744319,1.1102230246251565e-16
REP_C200,63,0.7140333516430007,0.7140333516430007,0.0
REP_C200,64,0.7318566145431707,0.7318566145431705,2.220446049250313e-16
REP_C200,65,0.7784144500676831,0.7784144500676831,0.0
REP_C200,66,0.7622418900268493,0.7622418900268493,0.0
REP_C200,67,0.7173180169945195,0.7173180169945197,2.220446049250313e-16
REP_C200,68,0.7723192135776964,0.7723192135776964,0.0
REP_C200,69,0.7228988993594768,0.7228988993594768,0.0
REP_C200,70,0.7394222970808748,0.7394222970808748,0.0
REP_C200,71,0.748639633297372,0.748639633297372,0.0
REP_C200,72,0.7354025599519435,0.7354025599519436,1.1102230246251565e-16
REP_C200,73,0.693077001230361,0.693077001230361,0.0
REP_C200,74,0.7434522447061895,0.7434522447061895,0.0
REP_C200,75,0.7184629499851712,0.7184629499851711,1.1102230246251565e-16
REP_C200,76,0.7083862211806146,0.7083862211806146,0.0
REP_C200,77,0.6984522808549777,0.6984522808549776,1.1102230246251565e-16
REP_C200,78,0.7287697659978777,0.7287697659978777,0.0
REP_C200,79,0.6715328292894192,0.671532829289419,1.1102230246251565e-16
REP_C200,80,0.7059949354138485,0.7059949354138485,0.0
REP_C400,17,1.60136758301278,1.6013675830127803,2.220446049250313e-16
REP_C400,18,1.528694165412279,1.528694165412279,0.0
REP_C400,19,1.4036792706807752,1.4036792706807752,0.0
REP_C400,20,1.2841065719324811,1.2841065719324813,2.220446049250313e-16
REP_C400,21,1.2268841552950387,1.2268841552950387,0.0
REP_C400,22,1.2656429231444768,1.2656429231444768,0.0
REP_C400,23,1.3036703840388184,1.3036703840388184,0.0
REP_C400,24,1.2623916499353092,1.2623916499353094,2.220446049250313e-16
REP_C400,25,1.2480285474015262,1.248028547401526,2.220446049250313e-16
REP_C400,26,1.221024870280886,1.2210248702808864,4.440892098500626e-16
REP_C400,27,1.1910009459247248,1.1910009459247248,0.0
REP_C400,28,1.1825150193556724,1.1825150193556724,0.0
REP_C400,29,1.03797877722814,1.0379787772281401,2.220446049250313e-16
REP_C400,30,1.0950930270427477,1.0950930270427477,0.0
REP_C400,31,1.0463468799190565,1.0463468799190563,2.220446049250313e-16
REP_C400,32,0.968657506036482,0.968657506036482,0.0
REP_C400,33,0.915586618067578,0.9155866180675782,2.220446049250313e-16
REP_C400,34,0.9293269542834016,0.9293269542834015,1.1102230246251565e-16
REP_C400,35,0.9019594894665864,0.9019594894665862,2.220446049250313e-16
REP_C400,36,0.875435448368465,0.8754354483684648,2.220446049250313e-16
REP_C400,37,0.8373311687144553,0.8373311687144553,0.0
REP_C400,38,0.856506524099087,0.8565065240990869,1.1102230246251565e-16
REP_C400,39,0.8827202493464402,0.8827202493464401,1.1102230246251565e-16
REP_C400,40,0.8595824191070663,0.8595824191070663,0.0
REP_C400,41,0.8230883344164371,0.8230883344164371,0.0
REP_C400,42,0.8347824520276186,0.8347824520276187,1.1102230246251565e-16
REP_C400,43,0.8366163296381518,0.8366163296381518,0.0
REP_C400,44,0.8001265238585452,0.8001265238585453,1.1102230246251565e-16
REP_C400,45,0.7900391628203565,0.7900391628203565,0.0
REP_C400,46,0.8420270863457698,0.8420270863457698,0.0
REP_C400,47,0.7638192576567117,0.7638192576567117,0.0
REP_C400,48,0.791889344389307,0.7918893443893071,1.1102230246251565e-16
REP_C400,49,0.7854255880255491,0.7854255880255494,3.3306690738754696e-16
REP_C400,50,0.7972541929689706,0.7972541929689705,1.1102230246251565e-16
REP_C400,51,0.7964044052234898,0.7964044052234897,1.1102230246251565e-16
REP_C400,52,0.8192094575203561,0.8192094575203559,2.220446049250313e-16
REP_C400,53,0.7502562610621405,0.7502562610621404,1.1102230246251565e-16
REP_C400,54,0.7917724522774366,0.7917724522774369,2.220446049250313e-16
REP_C400,55,0.7807921216706576,0.7807921216706576,0.0
REP_C400,56,0.7918571076373715,0.7918571076373715,0.0
REP_C400,57,0.7790038376273652,0.7790038376273652,0.0
REP_C400,58,0.8093483623541904,0.8093483623541904,0.0
REP_C400,59,0.7720359383561375,0.7720359383561376,1.1102230246251565e-16
REP_C400,60,0.7487308202046709,0.7487308202046709,0.0
REP_C400,61,0.7717512650840479,0.7717512650840477,2.220446049250313e-16
REP_C400,62,0.7690077659865265,0.7690077659865264,1.1102230246251565e-16
REP_C400,63,0.7218574617915928,0.7218574617915929,1.1102230246251565e-16
REP_C400,64,0.7679623625885899,0.7679623625885896,2.220446049250313e-16
REP_C400,65,0.7484100186087249,0.7484100186087249,0.0
REP_C400,66,0.7511683917109407,0.7511683917109407,0.0
REP_C400,67,0.7463382534774471,0.7463382534774471,0.0
REP_C400,68,0.7384032546787094,0.7384032546787092,2.220446049250313e-16
REP_C400,69,0.7436851293757529,0.7436851293757529,0.0
REP_C400,70,0.7467551362820432,0.7467551362820432,0.0
REP_C400,71,0.752591992356738,0.7525919923567382,2.220446049250313e-16
REP_C400,72,0.7237501548161589,0.723750154816159,1.1102230246251565e-16
REP_C400,73,0.7164503302747731,0.7164503302747731,0.0
REP_C400,74,0.7161928119716575,0.7161928119716575,0.0
REP_C400,75,0.7394785116140067,0.7394785116140065,2.220446049250313e-16
REP_C400,76,0.7262791933044812,0.7262791933044812,0.0
REP_C400,77,0.70283035792172,0.70283035792172,0.0
REP_C400,78,0.7167723097315718,0.7167723097315718,0.0
REP_C400,79,0.6842167294570796,0.6842167294570793,2.220446049250313e-16
REP_C400,80,0.6801193819922804,0.6801193819922804,0.0
