benchmark,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30,acquisition_selected_position,acquisition_selected_score,acquisition_beta,acquisition_quadrature_nodes,acquisition_alpha,acquisition_selected_normalized_straddle,acquisition_selected_normalized_diversity,acquisition_selected_raw_straddle,acquisition_selected_raw_diversity,acquisition_gate_fraction,acquisition_min_shortlist_size,acquisition_shortlist_size,acquisition_shortlist_fraction_actual,acquisition_selected_shortlist_position,acquisition_selected_gated_score,acquisition_requested_shortlist_size,acquisition_current_aggregate_uncertainty,acquisition_reference_set,acquisition_fantasy_refit,acquisition_selected_pool_index_check,acquisition_selected_p_plus,acquisition_selected_u_plus,acquisition_selected_u_minus,acquisition_selected_expected_future_uncertainty,acquisition_selected_expected_uncertainty_reduction
ackley,random,1,30,41,42,2526,0.5390825950402931,False,False,True,2500,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,31,42,43,932,0.7533578793459146,False,False,False,922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,32,43,44,713,1.293011226030405,False,False,False,707,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,33,44,45,2954,3.3949604525352406,False,False,False,2919,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,34,45,46,254,0.9071195670620771,False,False,False,251,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,35,46,47,1524,2.5749184543844414,False,False,False,1505,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,36,47,48,1176,3.68851009699007,False,False,False,1159,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,37,48,49,527,1.306274755761189,False,False,False,521,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,38,49,50,2232,1.8717227018986247,False,False,False,2202,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,39,50,51,2448,1.823708849822049,False,False,False,2415,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,40,51,52,1409,1.9420046898611467,False,False,False,1388,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,41,52,53,817,0.055815918067327885,True,True,True,806,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,42,53,54,1877,4.195842989667204,False,False,False,1849,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,43,54,55,1992,2.0929219418932377,False,False,False,1961,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,44,55,56,3361,0.9301874163921795,False,False,False,3311,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,45,56,57,3528,1.2984633243534685,False,False,False,3473,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,46,57,58,2844,2.009897251396417,False,False,False,2799,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,47,58,59,883,0.6662526068733481,False,False,False,869,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,48,59,60,3099,0.5197448503892765,False,False,True,3048,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,49,60,61,2333,1.128852474757025,False,False,False,2295,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,50,61,62,695,1.2501348705716353,False,False,False,687,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,51,62,63,3374,1.0161560725240903,False,False,False,3318,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,52,63,64,3587,0.18850901768863615,True,True,True,3525,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,53,64,65,602,1.1493052063101103,False,False,False,594,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,54,65,66,3362,1.4089994528680183,False,False,False,3305,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,55,66,67,334,0.7247863158346046,False,False,False,329,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,56,67,68,2161,1.5231826367095032,False,False,False,2123,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,57,68,69,2511,1.4927347373230688,False,False,False,2467,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,58,69,70,68,0.29312901790267176,False,True,True,67,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,59,70,71,1586,0.44893907991546733,False,False,True,1557,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,60,71,72,2935,0.14109388036828996,True,True,True,2880,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,61,72,73,1867,0.4825532221602824,False,False,True,1833,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,62,73,74,429,0.6276025906476139,False,False,False,421,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,63,74,75,1477,2.6469236346926017,False,False,False,1448,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,64,75,76,1114,0.38402349685428483,False,True,True,1091,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,65,76,77,1531,1.1765877026759117,False,False,False,1499,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,66,77,78,158,2.919096569393302,False,False,False,155,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,67,78,79,2882,1.7548303836591472,False,False,False,2821,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,68,79,80,1178,0.33294965907086116,False,True,True,1150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,1,12,13,2413,0.5053483348127781,False,False,True,2405,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,2,13,14,1298,1.2755163146443493,False,False,False,1293,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,3,14,15,2493,3.1461298601929872,False,False,False,2483,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,4,15,16,3767,0.5997863151967575,False,False,True,3754,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,5,16,17,3483,2.2588065528677532,False,False,False,3470,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,6,17,18,1338,1.9707363168678,False,False,False,1332,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,7,18,19,483,2.8500339151026193,False,False,False,480,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,8,19,20,555,5.95796086907861,False,False,False,551,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,9,20,21,3431,0.8936573816310389,False,False,False,3415,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,10,21,22,1650,0.13048871625900382,True,True,True,1641,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,11,22,23,2036,0.6740881930812748,False,False,False,2025,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,12,23,24,73,0.3283969131998763,False,True,True,72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,13,24,25,1112,0.26021056809754306,False,True,True,1104,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,14,25,26,3630,0.10963117545588652,True,True,True,3608,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,15,26,27,381,3.8092444671841985,False,False,False,378,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,16,27,28,2576,2.4711228744402476,False,False,False,2557,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,17,28,29,2681,1.4812656961588804,False,False,False,2660,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,18,29,30,2100,1.1503381047588537,False,False,False,2083,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,19,30,31,1260,1.7490400421287564,False,False,False,1250,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,20,31,32,3001,0.07767925383425833,True,True,True,2977,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,21,32,33,667,0.6336635625173717,False,False,False,659,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,22,33,34,2749,0.5431470061059738,False,False,True,2724,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,23,34,35,267,1.0510356073916451,False,False,False,264,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
