simulation_id,analysis_domain,candidate_id,value,unit,available,event_position_s,any_keyhole,record_type,sensitivity_type,availability_count,availability_fraction,median_value,roc_auc_any_keyhole,pr_auc_any_keyhole,prevalence,positive_count,negative_count,minimum_width_guard_um,invalid_ratio_row_count
sim_00001,adaptive_active_interior,G2,50.8968,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00001,adaptive_active_interior,R2,0.417834744365117,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00001,adaptive_active_interior,G3,50.852430000000005,um,True,0.4315086953609772,False,simulation,analysis_domain,,,,,,,,,,
sim_00001,adaptive_active_interior,G4,50.8982,um,True,0.229763950870233,False,simulation,analysis_domain,,,,,,,,,,
sim_00001,adaptive_active_interior,R3,0.417644601644933,dimensionless,True,0.2248100549925468,False,simulation,analysis_domain,,,,,,,,,,
sim_00001,common_interior,G2,50.897515,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00001,common_interior,R2,0.41792710362774743,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00001,common_interior,G3,50.852430000000005,um,True,0.4315086953609772,False,simulation,analysis_domain,,,,,,,,,,
sim_00001,common_interior,G4,50.8982,um,True,0.229763950870233,False,simulation,analysis_domain,,,,,,,,,,
sim_00001,common_interior,R3,0.417644601644933,dimensionless,True,0.2248100549925468,False,simulation,analysis_domain,,,,,,,,,,
sim_00002,adaptive_active_interior,G2,26.78012,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00002,adaptive_active_interior,R2,0.22882816433715747,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00002,adaptive_active_interior,G3,26.758460000000003,um,True,0.6946626634449875,False,simulation,analysis_domain,,,,,,,,,,
sim_00002,adaptive_active_interior,G4,26.852036,um,True,0.8568131015772144,False,simulation,analysis_domain,,,,,,,,,,
sim_00002,adaptive_active_interior,R3,0.23345659750047726,dimensionless,True,0.8933986683169937,False,simulation,analysis_domain,,,,,,,,,,
sim_00002,common_interior,G2,23.022108499999998,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00002,common_interior,R2,0.18963631054868063,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00002,common_interior,G3,22.959229999999998,um,True,0.3165660310631069,False,simulation,analysis_domain,,,,,,,,,,
sim_00002,common_interior,G4,23.015974,um,True,0.4000808676748838,False,simulation,analysis_domain,,,,,,,,,,
sim_00002,common_interior,R3,0.1885603158401749,dimensionless,True,0.3021365867457221,False,simulation,analysis_domain,,,,,,,,,,
sim_00003,adaptive_active_interior,G2,35.117549,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00003,adaptive_active_interior,R2,0.27683617771929436,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00003,adaptive_active_interior,G3,34.942479999999996,um,True,0.34488803506743543,False,simulation,analysis_domain,,,,,,,,,,
sim_00003,adaptive_active_interior,G4,35.092268000000004,um,True,0.5227138735762747,False,simulation,analysis_domain,,,,,,,,,,
sim_00003,adaptive_active_interior,R3,0.2758077184472268,dimensionless,True,0.34101952911871647,False,simulation,analysis_domain,,,,,,,,,,
sim_00003,common_interior,G2,35.11819,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00003,common_interior,R2,0.27691462261774685,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00003,common_interior,G3,34.942479999999996,um,True,0.34488803506743543,False,simulation,analysis_domain,,,,,,,,,,
sim_00003,common_interior,G4,35.092268000000004,um,True,0.5227138735762747,False,simulation,analysis_domain,,,,,,,,,,
sim_00003,common_interior,R3,0.2758077184472268,dimensionless,True,0.34101952911871647,False,simulation,analysis_domain,,,,,,,,,,
sim_00004,adaptive_active_interior,G2,46.897463,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00004,adaptive_active_interior,R2,0.24031467592735245,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00004,adaptive_active_interior,G3,46.834655000000005,um,True,0.4504412310576536,False,simulation,analysis_domain,,,,,,,,,,
sim_00004,adaptive_active_interior,G4,46.895742,um,True,0.4499029392230197,False,simulation,analysis_domain,,,,,,,,,,
sim_00004,adaptive_active_interior,R3,0.2399825212892579,dimensionless,True,0.3585756690629202,False,simulation,analysis_domain,,,,,,,,,,
sim_00004,common_interior,G2,46.888106500000006,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00004,common_interior,R2,0.23999825936857774,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00004,common_interior,G3,46.834655000000005,um,True,0.4504412310576536,False,simulation,analysis_domain,,,,,,,,,,
sim_00004,common_interior,G4,46.895742,um,True,0.4499029392230197,False,simulation,analysis_domain,,,,,,,,,,
sim_00004,common_interior,R3,0.2399825212892579,dimensionless,True,0.3585756690629202,False,simulation,analysis_domain,,,,,,,,,,
sim_00005,adaptive_active_interior,G2,62.844898,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00005,adaptive_active_interior,R2,0.3870638927618621,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00005,adaptive_active_interior,G3,62.788959999999996,um,True,0.2082557219520747,False,simulation,analysis_domain,,,,,,,,,,
sim_00005,adaptive_active_interior,G4,62.84507000000001,um,True,0.20825212898905182,False,simulation,analysis_domain,,,,,,,,,,
sim_00005,adaptive_active_interior,R3,0.38221912949112613,dimensionless,True,0.16965967402004092,False,simulation,analysis_domain,,,,,,,,,,
sim_00005,common_interior,G2,66.72219600000001,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00005,common_interior,R2,0.3997322115931655,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00005,common_interior,G3,66.63850000000001,um,True,0.2495125186898195,False,simulation,analysis_domain,,,,,,,,,,
sim_00005,common_interior,G4,66.71489000000001,um,True,0.2495125186898195,False,simulation,analysis_domain,,,,,,,,,,
sim_00005,common_interior,R3,0.39890635332569857,dimensionless,True,0.2495125186898195,False,simulation,analysis_domain,,,,,,,,,,
sim_00006,adaptive_active_interior,G2,27.057952,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00006,adaptive_active_interior,R2,0.21392550358374712,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00006,adaptive_active_interior,G3,26.996355,um,True,0.7263203887966742,False,simulation,analysis_domain,,,,,,,,,,
