simulation_id,analysis_domain,candidate_id,value,unit,available,event_position_s,any_keyhole,record_type,sensitivity_type,availability_count,availability_fraction,median_value,roc_auc_any_keyhole,pr_auc_any_keyhole,prevalence,positive_count,negative_count,minimum_width_guard_um,invalid_ratio_row_count
sim_00006,adaptive_active_interior,G4,27.080174,um,True,0.5257137979697271,False,simulation,analysis_domain,,,,,,,,,,
sim_00006,adaptive_active_interior,R3,0.21690405425321668,dimensionless,True,0.9491839488156444,False,simulation,analysis_domain,,,,,,,,,,
sim_00006,common_interior,G2,27.057274000000003,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00006,common_interior,R2,0.21120516405761208,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00006,common_interior,G3,26.98641,um,True,0.5285056164084845,False,simulation,analysis_domain,,,,,,,,,,
sim_00006,common_interior,G4,27.080174,um,True,0.5257137979697271,False,simulation,analysis_domain,,,,,,,,,,
sim_00006,common_interior,R3,0.21073402397695634,dimensionless,True,0.5094305022680194,False,simulation,analysis_domain,,,,,,,,,,
sim_00007,adaptive_active_interior,G2,50.865036499999995,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00007,adaptive_active_interior,R2,0.26218405057140576,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00007,adaptive_active_interior,G3,50.79339,um,True,0.43022795320200774,False,simulation,analysis_domain,,,,,,,,,,
sim_00007,adaptive_active_interior,G4,50.85236,um,True,0.39167460394360576,False,simulation,analysis_domain,,,,,,,,,,
sim_00007,adaptive_active_interior,R3,0.261540922976943,dimensionless,True,0.3498185044195842,False,simulation,analysis_domain,,,,,,,,,,
sim_00007,common_interior,G2,50.88497,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00007,common_interior,R2,0.2618857619094047,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00007,common_interior,G3,50.81306,um,True,0.443993823547519,False,simulation,analysis_domain,,,,,,,,,,
sim_00007,common_interior,G4,50.915094,um,True,0.44078539879801226,False,simulation,analysis_domain,,,,,,,,,,
sim_00007,common_interior,R3,0.261540922976943,dimensionless,True,0.3498185044195842,False,simulation,analysis_domain,,,,,,,,,,
sim_00008,adaptive_active_interior,G2,38.9889225,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00008,adaptive_active_interior,R2,0.2987406395549153,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00008,adaptive_active_interior,G3,38.95446,um,True,0.6002797562962469,False,simulation,analysis_domain,,,,,,,,,,
sim_00008,adaptive_active_interior,G4,39.082409999999996,um,True,0.5973224610516145,False,simulation,analysis_domain,,,,,,,,,,
sim_00008,adaptive_active_interior,R3,0.2991706437356488,dimensionless,True,0.43614923048960125,False,simulation,analysis_domain,,,,,,,,,,
sim_00008,common_interior,G2,38.93841,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00008,common_interior,R2,0.29962717714497844,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00008,common_interior,G3,38.91839,um,True,0.46006115797795966,False,simulation,analysis_domain,,,,,,,,,,
sim_00008,common_interior,G4,38.97932,um,True,0.4362759550980192,False,simulation,analysis_domain,,,,,,,,,,
sim_00008,common_interior,R3,0.2991706437356488,dimensionless,True,0.43614923048960125,False,simulation,analysis_domain,,,,,,,,,,
sim_00009,adaptive_active_interior,G2,54.76775,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00009,adaptive_active_interior,R2,0.43157983596291216,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00009,adaptive_active_interior,G3,54.66952,um,True,0.4900346497409006,False,simulation,analysis_domain,,,,,,,,,,
sim_00009,adaptive_active_interior,G4,54.79103,um,True,0.48221147898590266,False,simulation,analysis_domain,,,,,,,,,,
sim_00009,adaptive_active_interior,R3,0.43070498612578373,dimensionless,True,0.4988085438104023,False,simulation,analysis_domain,,,,,,,,,,
sim_00009,common_interior,G2,54.75614,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00009,common_interior,R2,0.43134635317803083,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00009,common_interior,G3,54.66952,um,True,0.4900346497409006,False,simulation,analysis_domain,,,,,,,,,,
sim_00009,common_interior,G4,54.79103,um,True,0.48221147898590266,False,simulation,analysis_domain,,,,,,,,,,
sim_00009,common_interior,R3,0.43070498612578373,dimensionless,True,0.4988085438104023,False,simulation,analysis_domain,,,,,,,,,,
sim_00010,adaptive_active_interior,G2,46.947435,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00010,adaptive_active_interior,R2,0.35255994210803343,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00010,adaptive_active_interior,G3,46.864115,um,True,0.5337918300353015,False,simulation,analysis_domain,,,,,,,,,,
sim_00010,adaptive_active_interior,G4,46.969986,um,True,0.5104592249886258,False,simulation,analysis_domain,,,,,,,,,,
sim_00010,adaptive_active_interior,R3,0.3523172676823187,dimensionless,True,0.48536549186856875,False,simulation,analysis_domain,,,,,,,,,,
sim_00010,common_interior,G2,46.9417635,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00010,common_interior,R2,0.3524684542022612,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00010,common_interior,G3,46.867394999999995,um,True,0.5473248814779111,False,simulation,analysis_domain,,,,,,,,,,
sim_00010,common_interior,G4,46.969986,um,True,0.5104592249886258,False,simulation,analysis_domain,,,,,,,,,,
sim_00010,common_interior,R3,0.3523172676823187,dimensionless,True,0.48536549186856875,False,simulation,analysis_domain,,,,,,,,,,
sim_00011,adaptive_active_interior,G2,35.025614,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00011,adaptive_active_interior,R2,0.3095829449658472,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00011,adaptive_active_interior,G3,35.00247,um,True,0.7588240997958386,False,simulation,analysis_domain,,,,,,,,,,
sim_00011,adaptive_active_interior,G4,35.18661,um,True,0.7554426146747286,False,simulation,analysis_domain,,,,,,,,,,
sim_00011,adaptive_active_interior,R3,0.312252692181297,dimensionless,True,0.8978620246036749,False,simulation,analysis_domain,,,,,,,,,,
sim_00011,common_interior,G2,34.9938115,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00011,common_interior,R2,0.3012521947818455,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00011,common_interior,G3,34.933315,um,True,0.5475396810091732,False,simulation,analysis_domain,,,,,,,,,,
sim_00011,common_interior,G4,35.041650000000004,um,True,0.5449680687329311,False,simulation,analysis_domain,,,,,,,,,,
sim_00011,common_interior,R3,0.30030781740409285,dimensionless,True,0.471684120755281,False,simulation,analysis_domain,,,,,,,,,,
sim_00012,adaptive_active_interior,G2,54.8616265,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00012,adaptive_active_interior,R2,0.3540188820776183,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00012,adaptive_active_interior,G3,54.81933,um,True,0.5691479508265095,False,simulation,analysis_domain,,,,,,,,,,
sim_00012,adaptive_active_interior,G4,54.88185,um,True,0.5883798121122551,False,simulation,analysis_domain,,,,,,,,,,
sim_00012,adaptive_active_interior,R3,0.3538372893285913,dimensionless,True,0.4504429132816161,False,simulation,analysis_domain,,,,,,,,,,
sim_00012,common_interior,G2,54.81164,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00012,common_interior,R2,0.3542333514755063,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00012,common_interior,G3,54.74711,um,True,0.5499987349259461,False,simulation,analysis_domain,,,,,,,,,,
sim_00012,common_interior,G4,54.82726,um,True,0.5499987349259461,False,simulation,analysis_domain,,,,,,,,,,
sim_00012,common_interior,R3,0.3538372893285913,dimensionless,True,0.4504429132816161,False,simulation,analysis_domain,,,,,,,,,,
sim_00013,adaptive_active_interior,G2,42.597249500000004,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00013,adaptive_active_interior,R2,0.28258309356190464,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00013,adaptive_active_interior,G3,42.669115,um,True,0.44615194741561537,False,simulation,analysis_domain,,,,,,,,,,
sim_00013,adaptive_active_interior,G4,42.77621,um,True,0.44407675296352433,False,simulation,analysis_domain,,,,,,,,,,
sim_00013,adaptive_active_interior,R3,0.2830831836636566,dimensionless,True,0.4448212281405517,False,simulation,analysis_domain,,,,,,,,,,
sim_00013,common_interior,G2,42.683158000000006,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00013,common_interior,R2,0.2831859449073723,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00013,common_interior,G3,42.669115,um,True,0.44615194741561537,False,simulation,analysis_domain,,,,,,,,,,
sim_00013,common_interior,G4,42.77621,um,True,0.44407675296352433,False,simulation,analysis_domain,,,,,,,,,,
sim_00013,common_interior,R3,0.2830831836636566,dimensionless,True,0.4448212281405517,False,simulation,analysis_domain,,,,,,,,,,
sim_00014,adaptive_active_interior,G2,50.863398,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00014,adaptive_active_interior,R2,0.24744898522372244,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00014,adaptive_active_interior,G3,50.8066,um,True,0.3563479270402094,False,simulation,analysis_domain,,,,,,,,,,
sim_00014,adaptive_active_interior,G4,50.869403999999996,um,True,0.3447590155164428,False,simulation,analysis_domain,,,,,,,,,,
sim_00014,adaptive_active_interior,R3,0.24495095221756202,dimensionless,True,0.30482841765034824,False,simulation,analysis_domain,,,,,,,,,,
sim_00014,common_interior,G2,50.88279,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00014,common_interior,R2,0.2462369253508312,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00014,common_interior,G3,50.83097,um,True,0.3718583860961948,False,simulation,analysis_domain,,,,,,,,,,
sim_00014,common_interior,G4,50.891484,um,True,0.3701208975273634,False,simulation,analysis_domain,,,,,,,,,,
sim_00014,common_interior,R3,0.24495095221756202,dimensionless,True,0.30482841765034824,False,simulation,analysis_domain,,,,,,,,,,
sim_00015,adaptive_active_interior,G2,54.910641,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00015,adaptive_active_interior,R2,0.4072956512891157,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00015,adaptive_active_interior,G3,54.9103,um,True,0.40404573796042886,False,simulation,analysis_domain,,,,,,,,,,
sim_00015,adaptive_active_interior,G4,54.983830000000005,um,True,0.39086379283027656,False,simulation,analysis_domain,,,,,,,,,,
sim_00015,adaptive_active_interior,R3,0.4072140073026328,dimensionless,True,0.40675592147234857,False,simulation,analysis_domain,,,,,,,,,,
sim_00015,common_interior,G2,54.9336635,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00015,common_interior,R2,0.40792866444934334,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00015,common_interior,G3,54.9103,um,True,0.40404573796042886,False,simulation,analysis_domain,,,,,,,,,,
sim_00015,common_interior,G4,54.983830000000005,um,True,0.39086379283027656,False,simulation,analysis_domain,,,,,,,,,,
sim_00015,common_interior,R3,0.4072140073026328,dimensionless,True,0.40675592147234857,False,simulation,analysis_domain,,,,,,,,,,
sim_00016,adaptive_active_interior,G2,58.347128,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00016,adaptive_active_interior,R2,0.3430004105711067,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00016,adaptive_active_interior,G3,58.30036,um,True,0.4220470796856998,False,simulation,analysis_domain,,,,,,,,,,
sim_00016,adaptive_active_interior,G4,58.402148,um,True,0.41908366442280665,False,simulation,analysis_domain,,,,,,,,,,
sim_00016,adaptive_active_interior,R3,0.34247607648841855,dimensionless,True,0.423251613412983,False,simulation,analysis_domain,,,,,,,,,,
sim_00016,common_interior,G2,58.316145,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00016,common_interior,R2,0.3427409635887664,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00016,common_interior,G3,58.30036,um,True,0.4220470796856998,False,simulation,analysis_domain,,,,,,,,,,
sim_00016,common_interior,G4,58.402148,um,True,0.41908366442280665,False,simulation,analysis_domain,,,,,,,,,,
sim_00016,common_interior,R3,0.34247607648841855,dimensionless,True,0.423251613412983,False,simulation,analysis_domain,,,,,,,,,,
sim_00017,adaptive_active_interior,G2,50.5772255,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00017,adaptive_active_interior,R2,0.4518932864204877,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00017,adaptive_active_interior,G3,50.55268,um,True,0.7135291315203459,False,simulation,analysis_domain,,,,,,,,,,
sim_00017,adaptive_active_interior,G4,50.59391,um,True,0.726018914476264,False,simulation,analysis_domain,,,,,,,,,,
sim_00017,adaptive_active_interior,R3,0.45151487252239486,dimensionless,True,0.2715486660440832,False,simulation,analysis_domain,,,,,,,,,,
sim_00017,common_interior,G2,50.371882,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00017,common_interior,R2,0.45203051037863284,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00017,common_interior,G3,50.3257,um,True,0.5123413525879705,False,simulation,analysis_domain,,,,,,,,,,
sim_00017,common_interior,G4,50.44236,um,True,0.5102558519502383,False,simulation,analysis_domain,,,,,,,,,,
sim_00017,common_interior,R3,0.45151487252239486,dimensionless,True,0.2715486660440832,False,simulation,analysis_domain,,,,,,,,,,
sim_00018,adaptive_active_interior,G2,30.721610000000002,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00018,adaptive_active_interior,R2,0.24787089643011398,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00018,adaptive_active_interior,G3,30.731634999999997,um,True,0.8380470655196375,False,simulation,analysis_domain,,,,,,,,,,
sim_00018,adaptive_active_interior,G4,30.761312,um,True,0.8352181359346189,False,simulation,analysis_domain,,,,,,,,,,
sim_00018,adaptive_active_interior,R3,0.25018840828514644,dimensionless,True,0.9072135241632975,False,simulation,analysis_domain,,,,,,,,,,
sim_00018,common_interior,G2,30.5485675,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00018,common_interior,R2,0.23622116760114012,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00018,common_interior,G3,30.548055000000005,um,True,0.5016360249682248,False,simulation,analysis_domain,,,,,,,,,,
sim_00018,common_interior,G4,30.60146,um,True,0.5016360249682248,False,simulation,analysis_domain,,,,,,,,,,
sim_00018,common_interior,R3,0.2354240665434757,dimensionless,True,0.5174019705476051,False,simulation,analysis_domain,,,,,,,,,,
sim_00019,adaptive_active_interior,G2,54.95459,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00019,adaptive_active_interior,R2,0.34577621815771237,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00019,adaptive_active_interior,G3,54.87616,um,True,0.5432697275907615,False,simulation,analysis_domain,,,,,,,,,,
sim_00019,adaptive_active_interior,G4,54.99453,um,True,0.5333763413320556,False,simulation,analysis_domain,,,,,,,,,,
sim_00019,adaptive_active_interior,R3,0.3452132576880364,dimensionless,True,0.3478304349340546,False,simulation,analysis_domain,,,,,,,,,,
sim_00019,common_interior,G2,54.93993450000001,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00019,common_interior,R2,0.34600806252740174,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00019,common_interior,G3,54.87616,um,True,0.5432697275907615,False,simulation,analysis_domain,,,,,,,,,,
sim_00019,common_interior,G4,54.99453,um,True,0.5333763413320556,False,simulation,analysis_domain,,,,,,,,,,
sim_00019,common_interior,R3,0.3452132576880364,dimensionless,True,0.3478304349340546,False,simulation,analysis_domain,,,,,,,,,,
sim_00020,adaptive_active_interior,G2,43.030796,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00020,adaptive_active_interior,R2,0.38757404348586033,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00020,adaptive_active_interior,G3,42.95511,um,True,0.7010221253978381,False,simulation,analysis_domain,,,,,,,,,,
sim_00020,adaptive_active_interior,G4,43.10341,um,True,0.6767600724712679,False,simulation,analysis_domain,,,,,,,,,,
sim_00020,adaptive_active_interior,R3,0.38664491724306344,dimensionless,True,0.40986404202567667,False,simulation,analysis_domain,,,,,,,,,,
sim_00020,common_interior,G2,43.003029999999995,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00020,common_interior,R2,0.3876660306460429,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00020,common_interior,G3,42.946459999999995,um,True,0.5164801687281347,False,simulation,analysis_domain,,,,,,,,,,
sim_00020,common_interior,G4,43.03577,um,True,0.5167754391691456,False,simulation,analysis_domain,,,,,,,,,,
sim_00020,common_interior,R3,0.38664491724306344,dimensionless,True,0.40986404202567667,False,simulation,analysis_domain,,,,,,,,,,
sim_00021,adaptive_active_interior,G2,74.2755255,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00021,adaptive_active_interior,R2,0.4158208974898711,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00021,adaptive_active_interior,G3,70.74428,um,True,0.16675492496429978,False,simulation,analysis_domain,,,,,,,,,,
sim_00021,adaptive_active_interior,G4,74.09308,um,True,0.16675492496429978,False,simulation,analysis_domain,,,,,,,,,,
sim_00021,adaptive_active_interior,R3,0.39696655179729096,dimensionless,True,0.1660054294763169,False,simulation,analysis_domain,,,,,,,,,,
sim_00021,common_interior,G2,78.55915,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00021,common_interior,R2,0.4413502589296495,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00021,common_interior,G3,74.82133,um,True,0.20800929328408094,False,simulation,analysis_domain,,,,,,,,,,
sim_00021,common_interior,G4,78.53084,um,True,0.20800014091910782,False,simulation,analysis_domain,,,,,,,,,,
sim_00021,common_interior,R3,0.4227407509509446,dimensionless,True,0.20800929328408094,False,simulation,analysis_domain,,,,,,,,,,
sim_00022,adaptive_active_interior,G2,50.898230000000005,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00022,adaptive_active_interior,R2,0.26279432288988297,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00022,adaptive_active_interior,G3,50.83506,um,True,0.48394088031288557,False,simulation,analysis_domain,,,,,,,,,,
sim_00022,adaptive_active_interior,G4,50.906576,um,True,0.5161606803746992,False,simulation,analysis_domain,,,,,,,,,,
sim_00022,adaptive_active_interior,R3,0.26290203718845206,dimensionless,True,0.3811148544649621,False,simulation,analysis_domain,,,,,,,,,,
sim_00022,common_interior,G2,50.8885695,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00022,common_interior,R2,0.26290523178018993,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00022,common_interior,G3,50.83506,um,True,0.48394088031288557,False,simulation,analysis_domain,,,,,,,,,,
sim_00022,common_interior,G4,50.906576,um,True,0.5161606803746992,False,simulation,analysis_domain,,,,,,,,,,
sim_00022,common_interior,R3,0.26290203718845206,dimensionless,True,0.3811148544649621,False,simulation,analysis_domain,,,,,,,,,,
sim_00023,adaptive_active_interior,G2,34.921216,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00023,adaptive_active_interior,R2,0.22509936280196563,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00023,adaptive_active_interior,G3,34.86106,um,True,0.41713414171427127,False,simulation,analysis_domain,,,,,,,,,,
sim_00023,adaptive_active_interior,G4,35.0113,um,True,0.3967992626764127,False,simulation,analysis_domain,,,,,,,,,,
sim_00023,adaptive_active_interior,R3,0.22512248247762,dimensionless,True,0.432790252736731,False,simulation,analysis_domain,,,,,,,,,,
sim_00023,common_interior,G2,34.9319925,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00023,common_interior,R2,0.22583761934498323,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00023,common_interior,G3,34.86106,um,True,0.41713414171427127,False,simulation,analysis_domain,,,,,,,,,,
sim_00023,common_interior,G4,35.0113,um,True,0.3967992626764127,False,simulation,analysis_domain,,,,,,,,,,
sim_00023,common_interior,R3,0.22512248247762,dimensionless,True,0.432790252736731,False,simulation,analysis_domain,,,,,,,,,,
sim_00024,adaptive_active_interior,G2,54.905899999999995,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00024,adaptive_active_interior,R2,0.46752414690017785,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00024,adaptive_active_interior,G3,54.813959999999994,um,True,0.627896240961568,False,simulation,analysis_domain,,,,,,,,,,
sim_00024,adaptive_active_interior,G4,54.936976,um,True,0.6737232059320324,False,simulation,analysis_domain,,,,,,,,,,
sim_00024,adaptive_active_interior,R3,0.46677488851036064,dimensionless,True,0.3438113375291271,False,simulation,analysis_domain,,,,,,,,,,
sim_00024,common_interior,G2,54.8247925,um,True,,False,simulation,analysis_domain,,,,,,,,,,
sim_00024,common_interior,R2,0.4680989350032817,dimensionless,True,,False,simulation,analysis_domain,,,,,,,,,,
