simulation_id,frame_count,first_timestep,last_timestep,stored_sequence,unique_label_count,label_change_count,initial_emptiness_frames,forming_phase_frames,conduction_frames,keyhole_frames,screenshot_bug_frames,usable_physical_label_frames,any_keyhole,any_conduction,both_conduction_and_keyhole,conduction_only_definition,no_usable_physical_label,keyhole_fraction,persistent_keyhole_3_consecutive_frames,first_keyhole_timestep,first_keyhole_position_s,labels_dense_relative_to_monitor
sim_00011,403,0,115599,Screenshot Bug -> Forming Phase -> Conduction -> Screenshot Bug,3,3,0,56,211,0,136,267,False,True,False,True,False,0.0,False,,,False
sim_00012,182,0,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,44,106,0,32,150,False,True,False,True,False,0.0,False,,,False
sim_00013,270,0,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,60,175,0,35,235,False,True,False,True,False,0.0,False,,,False
sim_00014,102,0,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,38,29,0,35,67,False,True,False,True,False,0.0,False,,,False
sim_00015,232,0,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,42,155,0,35,197,False,True,False,True,False,0.0,False,,,False
sim_00016,135,0,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,47,52,0,36,99,False,True,False,True,False,0.0,False,,,False
sim_00017,516,0,68795,Initial Emptiness -> Forming Phase -> Conduction,3,2,1,71,444,0,0,515,False,True,False,True,False,0.0,False,,,False
sim_00018,413,0,115599,Screenshot Bug -> Forming Phase -> Conduction -> Screenshot Bug,3,3,0,183,105,0,125,288,False,True,False,True,False,0.0,False,,,False
sim_00019,179,0,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,47,99,0,33,146,False,True,False,True,False,0.0,False,,,False
sim_00020,383,0,115599,Screenshot Bug -> Forming Phase -> Conduction -> Screenshot Bug,3,3,0,46,228,0,109,274,False,True,False,True,False,0.0,False,,,False
sim_00021,136,0,68795,Initial Emptiness -> Forming Phase -> Conduction,3,2,1,65,70,0,0,135,False,True,False,True,False,0.0,False,,,False
sim_00022,168,0,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,48,85,0,35,133,False,True,False,True,False,0.0,False,,,False
sim_00023,322,354,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,179,112,0,31,291,False,True,False,True,False,0.0,False,,,False
sim_00024,494,0,68795,Initial Emptiness -> Forming Phase -> Conduction,3,2,1,96,397,0,0,493,False,True,False,True,False,0.0,False,,,False
sim_00025,354,0,115599,Screenshot Bug -> Forming Phase -> Conduction -> Screenshot Bug,3,3,0,55,217,0,82,272,False,True,False,True,False,0.0,False,,,False
sim_00026,433,0,68795,Initial Emptiness -> Forming Phase -> Conduction,3,2,1,79,353,0,0,432,False,True,False,True,False,0.0,False,,,False
sim_00027,541,0,68795,Initial Emptiness -> Forming Phase -> Conduction,3,2,1,77,463,0,0,540,False,True,False,True,False,0.0,False,,,False
sim_00028,283,0,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,54,195,0,34,249,False,True,False,True,False,0.0,False,,,False
sim_00029,199,0,68795,Initial Emptiness -> Forming Phase -> Conduction -> Keyhole,4,3,1,69,108,21,0,198,True,True,True,False,False,0.10606060606060606,True,61921.0,0.27460569930210615,False
sim_00030,354,0,115599,Screenshot Bug -> Forming Phase -> Conduction -> Screenshot Bug,3,3,0,49,238,0,67,287,False,True,False,True,False,0.0,False,,,False
sim_00031,157,0,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,49,72,0,36,121,False,True,False,True,False,0.0,False,,,False
sim_00032,305,0,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,61,213,0,31,274,False,True,False,True,False,0.0,False,,,False
sim_00033,198,0,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,61,107,0,30,168,False,True,False,True,False,0.0,False,,,False
sim_00034,106,0,12315,Initial Emptiness -> Forming Phase -> Conduction,3,2,1,73,32,0,0,105,False,True,False,True,False,0.0,False,,,False
sim_00035,351,0,115599,Screenshot Bug -> Forming Phase -> Conduction -> Screenshot Bug,3,3,0,68,228,0,55,296,False,True,False,True,False,0.0,False,,,False
sim_00036,151,0,68795,Initial Emptiness -> Forming Phase -> Conduction -> Keyhole,4,3,1,67,73,10,0,150,True,True,True,False,False,0.06666666666666667,True,65096.0,0.21752752279935725,False
sim_00037,265,0,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,58,174,0,33,232,False,True,False,True,False,0.0,False,,,False
sim_00038,172,0,68795,Initial Emptiness -> Forming Phase -> Conduction -> Keyhole,4,3,1,74,67,30,0,171,True,True,True,False,False,0.17543859649122806,True,57151.0,0.21906958404437807,False
sim_00039,104,0,68795,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,37,44,0,23,81,False,True,False,True,False,0.0,False,,,False
sim_00040,659,0,68795,Initial Emptiness -> Forming Phase -> Conduction,3,2,1,81,577,0,0,658,False,True,False,True,False,0.0,False,,,False
sim_00041,67,0,68795,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,35,6,0,26,41,False,True,False,True,False,0.0,False,,,False
sim_00042,395,0,115599,Screenshot Bug -> Forming Phase -> Conduction -> Screenshot Bug,3,3,0,53,233,0,109,286,False,True,False,True,False,0.0,False,,,False
sim_00043,98,0,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,35,30,0,33,65,False,True,False,True,False,0.0,False,,,False
sim_00044,246,0,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,50,163,0,33,213,False,True,False,True,False,0.0,False,,,False
sim_00045,220,0,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,45,140,0,35,185,False,True,False,True,False,0.0,False,,,False
sim_00046,137,0,115599,Screenshot Bug -> Forming Phase -> Conduction,3,2,0,51,52,0,34,103,False,True,False,True,False,0.0,False,,,False
sim_00047,416,0,115599,Screenshot Bug -> Forming Phase -> Conduction -> Screenshot Bug,3,3,0,46,233,0,137,279,False,True,False,True,False,0.0,False,,,False
sim_00048,91,0,115599,Screenshot Bug -> Initial Emptiness -> Forming Phase -> Conduction,4,3,1,37,18,0,35,55,False,True,False,True,False,0.0,False,,,False
sim_00049,595,0,68795,Initial Emptiness -> Forming Phase -> Conduction,3,2,1,69,525,0,0,594,False,True,False,True,False,0.0,False,,,False
