simulation_id,label_frame_count,exact_alignment_count,ambiguous_alignment_count,maximum_alignment_error_iterations,first_label_position_s,last_label_position_s,valid_melt_label_count,monitor_row_count,label_to_monitor_row_fraction,alignment_method,documented_tolerance_iterations
sim_00001,352,352,0,0,0.0,0.5403772946649008,351,68796,0.005116576545147974,exact iteration match,0
sim_00002,390,390,0,0,0.0,1.588048778632426,268,115600,0.003373702422145329,exact iteration match,0
sim_00003,121,121,0,0,0.0,0.6590780491937331,97,68796,0.001758823187394616,exact iteration match,0
sim_00004,141,141,0,0,0.0,0.5557593252736799,105,115600,0.0012197231833910034,exact iteration match,0
sim_00005,163,163,0,0,0.0,0.2495125186898195,162,68796,0.0023693237978952265,exact iteration match,0
sim_00006,375,375,0,0,0.0,1.5015179779864798,274,115600,0.0032439446366782005,exact iteration match,0
sim_00007,121,121,0,0,0.0,0.4750212633416769,86,115600,0.0010467128027681662,exact iteration match,0
sim_00008,304,304,0,0,0.0,1.2213036156565626,261,115600,0.002629757785467128,exact iteration match,0
sim_00009,103,103,0,0,0.0,0.5545542918663884,78,68796,0.0014971800686086401,exact iteration match,0
sim_00010,110,110,0,0,0.0,0.5854842176849303,85,68796,0.0015989301703587418,exact iteration match,0
sim_00011,403,403,0,0,0.0,1.6429051428143902,267,115600,0.003486159169550173,exact iteration match,0
sim_00012,182,182,0,0,0.0,0.7354049017744552,150,115600,0.00157439446366782,exact iteration match,0
sim_00013,270,270,0,0,0.0,1.0760548593729922,235,115600,0.0023356401384083043,exact iteration match,0
sim_00014,102,102,0,0,0.0,0.400255726964861,67,115600,0.0008823529411764706,exact iteration match,0
sim_00015,232,232,0,0,0.0,0.9271786631014314,197,115600,0.0020069204152249136,exact iteration match,0
sim_00016,135,135,0,0,0.0,0.5296324206230985,99,115600,0.0011678200692041521,exact iteration match,0
sim_00017,516,516,0,0,0.0,0.793066322950078,515,68796,0.007500436071864644,exact iteration match,0
sim_00018,413,413,0,0,0.0,1.6603579137305478,288,115600,0.0035726643598615916,exact iteration match,0
sim_00019,179,179,0,0,0.0,0.7172595741021004,146,115600,0.0015484429065743945,exact iteration match,0
sim_00020,383,383,0,0,0.0,1.551723753588617,274,115600,0.0033131487889273355,exact iteration match,0
sim_00021,136,136,0,0,0.0,0.20800929328408094,135,68796,0.0019768591197162626,exact iteration match,0
sim_00022,168,168,0,0,0.0,0.6615208618252347,133,115600,0.0014532871972318339,exact iteration match,0
sim_00023,322,322,0,0,0.003986091980188443,1.3005541997989962,291,115600,0.0027854671280276816,exact iteration match,0
sim_00024,494,494,0,0,0.0,0.7593316698683735,493,68796,0.007180650037792895,exact iteration match,0
sim_00025,354,354,0,0,0.0,1.4147354234883118,272,115600,0.0030622837370242214,exact iteration match,0
sim_00026,433,433,0,0,0.0,0.6653945492023504,432,68796,0.0062939705796848655,exact iteration match,0
sim_00027,541,541,0,0,0.0,0.8316495388788234,540,68796,0.007863829292400721,exact iteration match,0
sim_00028,283,283,0,0,0.0,1.1301177562607896,249,115600,0.002448096885813149,exact iteration match,0
sim_00029,199,199,0,0,0.0,0.3050730794767972,198,68796,0.002892610035467178,exact iteration match,0
sim_00030,354,354,0,0,0.0,1.4209553797848422,287,115600,0.0030622837370242214,exact iteration match,0
sim_00031,157,157,0,0,0.0,0.6198194113567697,121,115600,0.0013581314878892733,exact iteration match,0
sim_00032,305,305,0,0,0.0,1.2273544415545476,274,115600,0.00263840830449827,exact iteration match,0
sim_00033,198,198,0,0,0.0,0.8004072989633552,168,115600,0.00171280276816609,exact iteration match,0
sim_00034,106,106,0,0,0.0,0.16198932536273308,103,12417,0.008536683578964322,exact iteration match,0
sim_00035,351,351,0,0,0.0,1.4097188197700128,296,115600,0.003036332179930796,exact iteration match,0
sim_00036,151,151,0,0,0.0,0.22988167238403295,150,68796,0.0021948950520379092,exact iteration match,0
sim_00037,265,265,0,0,0.0,1.0608856035803804,232,115600,0.002292387543252595,exact iteration match,0
sim_00038,172,172,0,0,0.0,0.2636757054341345,171,68796,0.0025001453572882143,exact iteration match,0
sim_00039,104,104,0,0,0.0,0.5684529183670166,81,68796,0.0015117157974300832,exact iteration match,0
sim_00040,659,659,0,0,0.0,1.017154615022925,658,68796,0.009579045293331008,exact iteration match,0
sim_00041,67,67,0,0,0.0,0.346824434432669,41,68796,0.0009738938310366882,exact iteration match,0
sim_00042,395,395,0,0,0.0,1.5893721824200298,286,115600,0.003416955017301038,exact iteration match,0
sim_00043,98,98,0,0,0.0,0.3829562120567492,65,115600,0.0008477508650519031,exact iteration match,0
sim_00044,246,246,0,0,0.0,0.9866065361195587,213,115600,0.0021280276816609,exact iteration match,0
sim_00045,220,220,0,0,0.0,0.8683126363666336,185,115600,0.0019031141868512112,exact iteration match,0
sim_00046,137,137,0,0,0.0,0.5405454189105986,103,115600,0.0011851211072664359,exact iteration match,0
sim_00047,416,416,0,0,0.0,1.6955035955616127,279,115600,0.0035986159169550174,exact iteration match,0
sim_00048,91,91,0,0,0.0,0.3576324442178609,56,115600,0.00078719723183391,exact iteration match,0
sim_00049,595,595,0,0,0.0,0.9158018618303121,594,68796,0.008648758648758649,exact iteration match,0
sim_00050,219,219,0,0,0.0,0.8744480203772473,186,115600,0.0018944636678200693,exact iteration match,0
sim_00051,111,111,0,0,0.0,0.4358313342648073,76,115600,0.0009602076124567475,exact iteration match,0
sim_00052,370,370,0,0,0.0,1.4883940190674494,309,115600,0.0032006920415224914,exact iteration match,0
sim_00053,422,422,0,0,0.0,1.7248957854390092,288,115600,0.0036505190311418687,exact iteration match,0
sim_00054,116,116,0,0,0.0,0.6153595885148586,90,68796,0.0016861445432874004,exact iteration match,0
sim_00055,247,247,0,0,0.0,1.0039316866063719,218,115600,0.0021366782006920415,exact iteration match,0
sim_00056,379,379,0,0,0.0,1.5294057048567258,289,115600,0.003278546712802768,exact iteration match,0
sim_00057,231,231,0,0,0.0,0.9199827913523224,199,115600,0.0019982698961937715,exact iteration match,0
sim_00058,326,326,0,0,0.0,1.3095954864628738,290,115600,0.002820069204152249,exact iteration match,0
sim_00059,201,201,0,0,0.0,0.8068827847806203,169,115600,0.0017387543252595156,exact iteration match,0
sim_00060,406,406,0,0,0.0,1.6585007244870777,292,115600,0.0035121107266435987,exact iteration match,0
sim_00061,109,109,0,0,0.0,0.577140612496585,84,68796,0.0015843944415372987,exact iteration match,0
sim_00062,197,197,0,0,0.0,0.7938620403783456,165,115600,0.0017041522491349481,exact iteration match,0
sim_00063,404,404,0,0,0.0,1.631962514737285,292,115600,0.003494809688581315,exact iteration match,0
sim_00064,99,99,0,0,0.0,0.5307410747427441,75,68796,0.0014390371533228676,exact iteration match,0
sim_00065,402,402,0,0,0.0,1.6144466742213746,299,115600,0.0034775086505190313,exact iteration match,0
sim_00066,213,213,0,0,0.0,0.8401966948290304,179,115600,0.001842560553633218,exact iteration match,0
sim_00067,170,170,0,0,0.0,0.6767488319222684,138,115600,0.0014705882352941176,exact iteration match,0
sim_00068,418,418,0,0,0.0,1.6799742466112662,316,115600,0.003615916955017301,exact iteration match,0
sim_00069,103,103,0,0,0.0,0.4047633445231173,69,115600,0.0008910034602076125,exact iteration match,0
sim_00070,390,390,0,0,0.0,1.588685950283759,301,115600,0.003373702422145329,exact iteration match,0
sim_00071,102,102,0,0,0.0,0.3995855351557128,68,115600,0.0008823529411764706,exact iteration match,0
sim_00072,425,425,0,0,0.0,1.7230122895653839,317,115600,0.003676470588235294,exact iteration match,0
sim_00073,253,253,0,0,0.0,1.0018140818975634,218,115600,0.0021885813148788927,exact iteration match,0
sim_00074,337,337,0,0,0.0,1.3431939219187385,302,115600,0.00291522491349481,exact iteration match,0
sim_00075,339,339,0,0,0.0,1.3598487835925521,301,115600,0.0029325259515570936,exact iteration match,0
sim_00076,290,290,0,0,0.0,1.1503127178535153,256,115600,0.0025086505190311417,exact iteration match,0
sim_00077,280,280,0,0,0.0,1.1148789783856925,247,115600,0.002422145328719723,exact iteration match,0
sim_00078,129,129,0,0,0.0,0.5079474919540792,95,115600,0.0011159169550173011,exact iteration match,0
sim_00079,339,339,0,0,0.0,1.3642610312333778,295,115600,0.0029325259515570936,exact iteration match,0
sim_00080,401,401,0,0,0.0,1.6074650100485728,296,115600,0.003468858131487889,exact iteration match,0
sim_00081,365,365,0,0,0.0,1.482769227599619,305,115600,0.003157439446366782,exact iteration match,0
sim_00082,211,211,0,0,0.0,0.838402904270684,177,115600,0.0018252595155709343,exact iteration match,0
sim_00083,364,364,0,0,0.0,1.465120095561609,332,115600,0.00314878892733564,exact iteration match,0
sim_00084,387,387,0,0,0.0,1.5553444925831237,331,115600,0.003347750865051903,exact iteration match,0
sim_00085,249,249,0,0,0.0,0.9907415484232455,216,115600,0.002153979238754325,exact iteration match,0
sim_00086,406,406,0,0,0.0,1.6191277780660815,346,115600,0.0035121107266435987,exact iteration match,0
sim_00087,134,134,0,0,0.0,0.5262089135412921,101,115600,0.0011591695501730103,exact iteration match,0
sim_00088,311,311,0,0,0.0,1.2429876388569614,277,115600,0.002690311418685121,exact iteration match,0
sim_00089,131,131,0,0,0.0,0.5170270181443669,98,115600,0.0011332179930795849,exact iteration match,0
sim_00090,171,171,0,0,0.0,0.6732607107144928,138,115600,0.0014792387543252595,exact iteration match,0
sim_00091,368,368,0,0,0.0,1.4626225742887762,322,115600,0.0031833910034602076,exact iteration match,0
sim_00092,414,414,0,0,0.0,1.684955227814072,311,115600,0.0035813148788927337,exact iteration match,0
sim_00093,378,378,0,0,0.0,1.5154281006612733,337,115600,0.0032698961937716263,exact iteration match,0
sim_00094,374,374,0,0,0.0,1.5070812438176548,311,115600,0.003235294117647059,exact iteration match,0
sim_00095,241,241,0,0,0.0,0.9620338785212578,208,115600,0.0020847750865051902,exact iteration match,0
sim_00096,299,299,0,0,0.0,1.2021280183878913,268,115600,0.0025865051903114188,exact iteration match,0
sim_00097,103,103,0,0,0.0,0.40342733039423145,71,115600,0.0008910034602076125,exact iteration match,0
sim_00098,108,108,0,0,0.0,0.4245780517822768,76,115600,0.0009342560553633218,exact iteration match,0
sim_00099,337,337,0,0,0.0,1.3539898533696935,303,115600,0.00291522491349481,exact iteration match,0
sim_00100,178,178,0,0,0.0,0.7086868199652273,147,115600,0.0015397923875432526,exact iteration match,0
sim_00101,41,41,0,0,0.0,0.20800929328408094,16,68796,0.0005959648816791674,exact iteration match,0
sim_00102,151,151,0,0,0.0,0.5969433005348264,119,115600,0.001306228373702422,exact iteration match,0
sim_00103,209,209,0,0,0.0,0.8279721562114684,178,115600,0.0018079584775086506,exact iteration match,0
sim_00104,350,350,0,0,0.0,1.4079903006021883,309,115600,0.003027681660899654,exact iteration match,0
