simulation_id,P,VX,LS,ST,label_group,monitor_row_count,valid_melt_row_count,invalid_or_no_melt_row_count,valid_ratio_row_count,invalid_ratio_row_count,invalid_ratio_nonpositive_width_count,invalid_ratio_below_guard_count,melt_onset_position_s,last_active_melt_position_s,recording_end_position_s,domain_exit_observed,reaches_85pct,reaches_90pct,reaches_95pct,reaches_100pct,adaptive_interval_available,adaptive_start_position_s,adaptive_end_position_s,adaptive_observation_count,common_start_position_s,common_end_position_s,common_observation_count,T0_start_position_s,T0_end_position_s,T0_observation_count,global_max_depth_position_s,global_max_ratio_position_s,persistent_max_depth_position_s,persistent_max_ratio_position_s,label_frame_count,physical_label_frame_count
sim_00001,101.127472137,0.52394730996,4.5e-05,300.0,conduction-only,68796,68685,111,68671,14,0,14,0.0008724591633352995,0.5403772946649008,0.5403772946649008,False,False,False,False,False,True,0.042126584575876556,0.49912316925235956,58181,0.1,0.55,56071,0.43248219119208176,0.5403772946649008,13744,0.22818592705377508,0.2063921398380989,0.4315086953609772,0.2248100549925468,352,351
sim_00002,104.101541641,0.916529700054,8.82882842693e-05,394.968412652,conduction-only,115600,78809,36791,77874,935,155,780,0.1510875767947681,1.2337132543457074,1.588048778632426,True,True,True,True,True,True,0.19234170220730934,0.9587458745874589,55785,0.1,0.55,29024,0.7502281839659098,0.8999913299713425,10906,0.8532422655675981,0.8728811074078641,0.6946626634449875,0.8933986683169937,390,267
sim_00003,105.276295276,0.639039009111,7.6636834293e-05,367.44858305,conduction-only,68796,53638,15158,53546,92,0,92,0.1452997020129247,0.6590780491937331,0.6590780491937331,False,False,False,False,False,True,0.18655382742546595,0.6178239237811919,45027,0.1,0.55,42246,0.5563235291841719,0.6590780491937331,10732,0.40120129143169914,0.33907573274001296,0.34488803506743543,0.34101952911871647,121,97
sim_00004,107.176159755,0.320752066655,8.75302281584e-05,393.859643937,conduction-only,115600,86427,29173,86275,152,0,152,0.14037902096469052,0.5557593252736799,0.5557593252736799,False,False,False,False,False,True,0.18163314637723177,0.5145051998611386,69259,0.1,0.55,85228,0.47268427536311514,0.5557593252736799,17286,0.4477209253702388,0.3379088618110866,0.4504412310576536,0.3585756690629202,141,105
sim_00005,109.759946449,0.241926176876,4.5e-05,300.0,conduction-only,68796,68695,101,68683,12,0,12,0.0003665548860335964,0.2495125186898195,0.2495125186898195,False,False,False,False,False,True,0.04162068029857485,0.20825839327727821,45945,0.1,0.55,41245,0.1996861059243186,0.2495125186898195,13746,0.2311514795974607,0.23258347497114754,0.2082557219520747,0.16965967402004092,163,162
sim_00006,110.234671953,0.866589137882,8.08580037422e-05,348.980680204,conduction-only,115600,84822,30778,84009,813,155,658,0.1472604503103912,1.248970879964893,1.5015179779864798,True,True,True,True,True,True,0.18851457572293245,0.9587458745874589,59297,0.1,0.55,30993,0.7494601777977262,0.8999964351503669,11594,0.5157282171752396,0.9389514759177655,0.7263203887966742,0.9491839488156444,375,273
sim_00007,110.642328299,0.274154737479,7.4676600105e-05,358.612942181,conduction-only,115600,81836,33764,81592,244,0,244,0.13884514653559912,0.4750212633416769,0.4750212633416769,False,False,False,False,False,True,0.18009927194814038,0.4337671379291356,61750,0.1,0.55,81836,0.40778617117662286,0.4750212633416769,16368,0.4372978429049006,0.31889783115685366,0.43022795320200774,0.3498185044195842,121,86
sim_00008,112.428225508,0.704865651228,6.30987392704e-05,309.241492678,conduction-only,115600,99324,16276,98156,1168,43,1125,0.14425063920934633,1.1935050403570187,1.2213036156565626,True,True,True,True,True,True,0.18550476462188756,0.9587458745874589,73196,0.1,0.55,38396,0.7488528736130081,0.8999924695757011,14311,0.5673269381579461,0.42924177973649463,0.6002797562962469,0.43614923048960125,304,261
sim_00009,112.904894498,0.537693260466,4.63068354409e-05,322.169166627,conduction-only,68796,50863,17933,50733,130,0,130,0.14465013445665034,0.5545542918663884,0.5545542918663884,False,False,False,False,False,True,0.1859042598691916,0.5133001664538471,40629,0.1,0.55,50297,0.47257558986270004,0.5545542918663884,10176,0.44264417581994775,0.4455609399373237,0.4900346497409006,0.4988085438104023,103,78
sim_00010,113.286681534,0.56768277259,5.80401726566e-05,302.148970527,conduction-only,68796,52004,16792,51889,115,0,115,0.14299676113574114,0.5854842176849303,0.5854842176849303,False,False,False,False,False,True,0.1842508865482824,0.544230092272389,42311,0.1,0.55,47832,0.4969936210041457,0.5854842176849303,10404,0.47976828961407164,0.4746394724854739,0.5337918300353015,0.48536549186856875,110,84
