family,model,cv_repeats,folds_per_repeat,mean_roc_auc,sd_across_repeats_roc_auc,min_repeat_roc_auc,max_repeat_roc_auc,mean_pr_auc,sd_across_repeats_pr_auc,min_repeat_pr_auc,max_repeat_pr_auc,mean_balanced_accuracy,sd_across_repeats_balanced_accuracy,min_repeat_balanced_accuracy,max_repeat_balanced_accuracy,mean_brier_score,sd_across_repeats_brier_score,min_repeat_brier_score,max_repeat_brier_score,mean_log_loss,sd_across_repeats_log_loss,min_repeat_log_loss,max_repeat_log_loss
pair_plane,pair_P_LS,5,10,0.9754167354348903,0.0014742919200572994,0.9729740881333553,0.9767700940749299,0.8705781727100668,0.0045771450521308495,0.8639449717137977,0.8743679723011558,0.8634304340650273,0.00612621363698575,0.8524715299554382,0.8661701600924245,0.04644005838619723,0.0005647949059848737,0.046063314472053134,0.047368867120935756,0.1629262491403039,0.0030963262830485134,0.16045208870659844,0.1669681516969521
pair_plane,pair_P_VX,5,10,0.9563871926060405,0.0007305632616614714,0.9553969301864993,0.9571298894206965,0.8814210107864578,0.0011708033790366668,0.8798871375020882,0.8827885395715076,0.864936458161413,0.0037515243664737554,0.8608268691203169,0.8676761841888101,0.05298767973286426,0.00027504213555078417,0.052506851418146774,0.053186023009565125,0.18471972434951733,0.0015605333514272003,0.18343739632326472,0.1869403375199843
pair_plane,pair_P_ST,5,10,0.9235352368377618,0.0022769157788607537,0.9202426142927876,0.9264317544149199,0.81423452520904,0.006185741784561208,0.8037496117907732,0.8193675892993008,0.8499546129724376,0.0032601034080469177,0.846447433569896,0.8532967486383891,0.061513862989210744,0.0006351552383355858,0.060709034025288044,0.06221408694305687,0.22738798257289491,0.002889307395761218,0.22364937803959395,0.230575286138501
pair_plane,pair_VX_LS,5,10,0.895741871595973,0.0014869401093029937,0.8937118336359136,0.897507839577488,0.6556898684492392,0.006996083478546181,0.647835458806022,0.6633474599800329,0.7555784782967485,0.01288108442847106,0.7339907575507509,0.7674121142102657,0.09059537153184267,0.00037573747304669146,0.0900745947968028,0.09090993588064664,0.2987092155607291,0.0020491004810592886,0.29622677376500306,0.30166675696593653
pair_plane,pair_LS_ST,5,10,0.8913186994553556,0.0015401856163690655,0.8889874566760191,0.8926803102822247,0.7535285168353646,0.004870228992578506,0.7451504684852192,0.7568954223966216,0.7732134015514112,0.005965423610586758,0.7642556527479782,0.7809663310777356,0.08908199488595588,0.00042766288123469555,0.08864955564526038,0.08978935493155173,0.3087992518461384,0.0018558766296751098,0.30718269475696547,0.3115991862339663
pair_plane,pair_VX_ST,5,10,0.5956758541013368,0.005926038374700878,0.5904852285855751,0.6052153820762503,0.22047796057416674,0.005726246160070766,0.21406686309875772,0.229806515893203,0.5,0.0,0.5,0.5,0.14598200401418385,0.0004620596921555022,0.1452434502733875,0.14641070249700533,0.4651548422188931,0.0015565311140609758,0.4627307957589293,0.4667787346833045
