response,response_label,unit,primary_definition,alternative_definition,primary_available_count,alternative_available_count,paired_available_count,missing_primary_ids,missing_alternative_ids,primary_min,primary_q05,primary_q25,primary_median,primary_mean,primary_std,primary_q75,primary_q95,primary_max,primary_vs_alternative_spearman,median_absolute_shift,q95_absolute_shift,median_relative_shift,large_shift_simulation_ids,large_shift_values
kinetic_energy,T0 melt-pool kinetic energy,nJ,median over final 20% of melt-present observations before the laser reaches 90% of the positive-X domain (validated T0),median over the Phase 3.5 adaptive active-interior interval,12,12,12,[],[],0.75972415,0.8065419375,0.876857525,0.959714625,0.9555028291666666,0.10795354284723897,1.01648475,1.113070775,1.1239715,0.4545454545454546,0.12930455000000013,0.32078905999999996,0.13290259300562168,"[""sim_00007"",""sim_00004"",""sim_00010"",""sim_00009"",""sim_00012"",""sim_00001"",""sim_00005"",""sim_00003"",""sim_00006"",""sim_00002""]","[{""absolute_shift"":0.3301053999999999,""alternative"":0.7938661,""primary"":1.1239715,""simulation_id"":""sim_00007""},{""absolute_shift"":0.3131666000000001,""alternative"":0.6835112,""primary"":0.9966778000000001,""simulation_id"":""sim_00004""},{""absolute_shift"":0.19323805000000005,""alternative"":0.7380468,""primary"":0.93128485,""simulation_id"":""sim_00010""},{""absolute_shift"":0.16908769999999995,""alternative"":0.8190567000000001,""primary"":0.9881444,""simulation_id"":""sim_00009""},{""absolute_shift"":0.14646700000000012,""alternative"":0.9576849999999999,""primary"":1.104152,""simulation_id"":""sim_00012""},{""absolute_shift"":0.13466350000000005,""alternative"":0.8766725,""primary"":1.011336,""simulation_id"":""sim_00001""},{""absolute_shift"":0.12394560000000021,""alternative"":0.9079853999999999,""primary"":1.0319310000000002,""simulation_id"":""sim_00005""},{""absolute_shift"":0.12309285000000003,""alternative"":0.6366313,""primary"":0.75972415,""simulation_id"":""sim_00003""},{""absolute_shift"":0.08123594999999995,""alternative"":0.8490438,""primary"":0.93027975,""simulation_id"":""sim_00006""},{""absolute_shift"":0.07322139999999988,""alternative"":0.7885912,""primary"":0.8618125999999999,""simulation_id"":""sim_00002""}]"
total_height,T0 total vertical melt-pool height,um,median over final 20% of melt-present observations before the laser reaches 90% of the positive-X domain (validated T0),median over the Phase 3.5 adaptive active-interior interval,12,12,12,[],[],53.52373000000001,55.08600500000001,63.178933750000006,71.081635,70.92912125,11.275950834169175,76.38779625,87.67978649999999,92.05557,0.4825174825174825,9.025786461987643,27.012857643681706,0.12114085942044597,"[""sim_00002"",""sim_00004"",""sim_00007"",""sim_00003"",""sim_00005"",""sim_00009"",""sim_00012"",""sim_00010"",""sim_00001"",""sim_00008""]","[{""absolute_shift"":44.29017064153187,""alternative"":47.76539935846813,""primary"":92.05557,""simulation_id"":""sim_00002""},{""absolute_shift"":12.876874281804334,""alternative"":59.58322071819566,""primary"":72.460095,""simulation_id"":""sim_00004""},{""absolute_shift"":12.755955508878642,""alternative"":56.94721949112136,""primary"":69.703175,""simulation_id"":""sim_00007""},{""absolute_shift"":11.950374537131204,""alternative"":50.42160046286881,""primary"":62.37197500000001,""simulation_id"":""sim_00003""},{""absolute_shift"":11.562988303294773,""alternative"":72.53661169670522,""primary"":84.0996,""simulation_id"":""sim_00005""},{""absolute_shift"":9.607558164957013,""alternative"":63.74240183504298,""primary"":73.34996,""simulation_id"":""sim_00009""},{""absolute_shift"":8.444014759018273,""alternative"":72.50978524098173,""primary"":80.9538,""simulation_id"":""sim_00012""},{""absolute_shift"":7.563185906108018,""alternative"":60.39041909389198,""primary"":67.953605,""simulation_id"":""sim_00010""},{""absolute_shift"":6.1760985092353735,""alternative"":68.68969649076462,""primary"":74.86579499999999,""simulation_id"":""sim_00001""},{""absolute_shift"":4.111125052260313,""alternative"":59.33679494773969,""primary"":63.44792,""simulation_id"":""sim_00008""}]"
