preprocessing,feature,PC1,PC2,PC3,PC4
standard,P,-0.6914886872167897,0.32071335652760286,0.08650577426403813,0.6414850656211558
standard,VX,-0.10289849285526287,-0.20077588101770766,0.9640274371318529,-0.14054197318477735
standard,LS,0.7102383569037456,0.17755152690701498,0.2073837514260488,0.6488674065786582
standard,ST,0.08256374508211053,0.9084643327282307,0.14198532008778256,-0.3843383314714219
robust,P,0.9652189310498727,0.06838999335757509,0.017200581287393837,0.25175258480275375
robust,VX,0.04172872185125348,-0.1543413254614304,0.9697753211299305,-0.18431846232759674
robust,LS,-0.2496165322168169,0.46677548053853407,0.2397115725879232,0.8138492486815325
robust,ST,0.06559508944770737,0.8681141715416123,0.042170232370012856,-0.4902007149228018
