run_id,repeat,fold,arm,prediction_model,horizon,B1_q20_AULC_16_80,B1_q30_AULC_16_80,persistent_q20_0_80_crossing,persistent_q20_0_80_observed,budget40_full81_accuracy,budget40_full81_balanced_accuracy,budget40_full81_keyhole_recall,budget40_full81_conduction_recall,budget40_full81_false_negative,budget40_full81_false_positive,budget40_B1_q30_accuracy,budget40_B1_q30_balanced_accuracy,budget40_B1_q30_keyhole_recall,budget40_B1_q30_conduction_recall,budget40_B1_q30_false_negative,budget40_B1_q30_false_positive,budget40_B1_q20_accuracy,budget40_B1_q20_balanced_accuracy,budget40_B1_q20_keyhole_recall,budget40_B1_q20_conduction_recall,budget40_B1_q20_false_negative,budget40_B1_q20_false_positive
w85__r02_f04,2,4,gpc5_margin,gpc5_margin,80,0.7711397058823528,0.8437499999999999,24.0,True,0.9629629629629629,0.9772727272727273,1.0,0.9545454545454546,0,3,0.88,0.9117647058823529,1.0,0.8235294117647058,0,3,0.8235294117647058,0.875,1.0,0.75,0,3
w85__r02_f04,2,4,h_margin,gpc4_h_acquisition,160,0.7780330882352942,0.8409374999999999,29.0,True,0.9506172839506173,0.9696969696969697,1.0,0.9393939393939394,0,4,0.88,0.9117647058823529,1.0,0.8235294117647058,0,3,0.8235294117647058,0.875,1.0,0.75,0,3
w85__r02_f04,2,4,h_margin,h_model_h_acquisition,160,0.7647058823529411,0.84,,False,0.9506172839506173,0.9181818181818182,0.8666666666666667,0.9696969696969697,2,2,0.84,0.8161764705882353,0.75,0.8823529411764706,2,2,0.7647058823529411,0.7166666666666667,0.6,0.8333333333333334,2,2
w85__r02_f05,2,5,assisted_product,gpc4_assisted_product,80,0.7568933823529411,0.7959375,21.0,True,0.9135802469135802,0.8065031982942431,0.6428571428571429,0.9701492537313433,5,2,0.76,0.6580882352941176,0.375,0.9411764705882353,5,1,0.7058823529411765,0.5583333333333333,0.2,0.9166666666666666,4,1
w85__r02_f05,2,5,gpc5_margin,gpc5_margin,80,0.7467830882352942,0.7946875,19.0,True,0.9382716049382716,0.8496801705756929,0.7142857142857143,0.9850746268656716,4,1,0.8,0.7205882352941176,0.5,0.9411764705882353,4,1,0.7058823529411765,0.5583333333333333,0.2,0.9166666666666666,4,1
w85__r02_f05,2,5,h_margin,gpc4_h_acquisition,160,0.7853860294117647,0.8059375,19.0,True,0.9382716049382716,0.8214285714285714,0.6428571428571429,1.0,5,0,0.8,0.6875,0.375,1.0,5,0,0.7647058823529411,0.6,0.2,1.0,4,0
w85__r02_f05,2,5,h_margin,h_model_h_acquisition,160,0.7725183823529411,0.8025,40.0,True,0.9382716049382716,0.8496801705756929,0.7142857142857143,0.9850746268656716,4,1,0.8,0.7205882352941176,0.5,0.9411764705882353,4,1,0.8235294117647058,0.7,0.4,1.0,3,0
w85__r03_f01,3,1,assisted_product,gpc4_assisted_product,80,0.791360294117647,0.8546874999999999,48.0,True,0.9259259259259259,0.8,0.6,1.0,6,0,0.84,0.6666666666666666,0.3333333333333333,1.0,4,0,0.7647058823529411,0.6,0.2,1.0,4,0
w85__r03_f01,3,1,gpc5_margin,gpc5_margin,80,0.8170955882352939,0.8746875,30.0,True,0.9382716049382716,0.8333333333333333,0.6666666666666666,1.0,5,0,0.88,0.75,0.5,1.0,3,0,0.8235294117647058,0.7,0.4,1.0,3,0
w85__r03_f01,3,1,h_margin,gpc4_h_acquisition,160,0.806985294117647,0.8628125,36.0,True,0.9629629629629629,0.9,0.8,1.0,3,0,0.88,0.75,0.5,1.0,3,0,0.8235294117647058,0.7,0.4,1.0,3,0
w85__r03_f01,3,1,h_margin,h_model_h_acquisition,160,0.8285845588235292,0.8834375000000001,18.0,True,0.9629629629629629,0.9257575757575758,0.8666666666666667,0.9848484848484849,2,1,0.88,0.8070175438596491,0.6666666666666666,0.9473684210526315,2,1,0.8235294117647058,0.7583333333333333,0.6,0.9166666666666666,2,1
w85__r03_f02,3,2,assisted_product,gpc4_assisted_product,80,0.8855698529411766,0.9143749999999999,16.0,True,0.9876543209876543,0.9924242424242424,1.0,0.9848484848484849,0,1,0.96,0.9722222222222222,1.0,0.9444444444444444,0,1,0.9411764705882353,0.9545454545454546,1.0,0.9090909090909091,0,1
w85__r03_f02,3,2,gpc5_margin,gpc5_margin,80,0.8901654411764707,0.924375,16.0,True,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2,0,0.92,0.8571428571428572,0.7142857142857143,1.0,2,0,0.8823529411764706,0.8333333333333333,0.6666666666666666,1.0,2,0
w85__r03_f02,3,2,h_margin,gpc4_h_acquisition,160,0.8892463235294119,0.916875,16.0,True,0.9876543209876543,0.9924242424242424,1.0,0.9848484848484849,0,1,0.96,0.9722222222222222,1.0,0.9444444444444444,0,1,0.9411764705882353,0.9545454545454546,1.0,0.9090909090909091,0,1
w85__r03_f02,3,2,h_margin,h_model_h_acquisition,160,0.8515625,0.8990625000000001,19.0,True,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2,0,0.92,0.8571428571428572,0.7142857142857143,1.0,2,0,0.8823529411764706,0.8333333333333333,0.6666666666666666,1.0,2,0
w85__r03_f03,3,3,assisted_product,gpc4_assisted_product,80,0.8469669117647058,0.8275,26.0,True,0.9382716049382716,0.8496801705756929,0.7142857142857143,0.9850746268656716,4,1,0.8,0.7465277777777778,0.5555555555555556,0.9375,4,1,0.8235294117647058,0.7583333333333333,0.6,0.9166666666666666,2,1
w85__r03_f03,3,3,gpc5_margin,gpc5_margin,80,0.8543198529411765,0.850625,27.0,True,0.9629629629629629,0.9211087420042643,0.8571428571428571,0.9850746268656716,2,1,0.88,0.8576388888888888,0.7777777777777778,0.9375,2,1,0.8823529411764706,0.8583333333333334,0.8,0.9166666666666666,1,1
w85__r03_f03,3,3,h_margin,gpc4_h_acquisition,160,0.8428308823529412,0.8196874999999999,20.0,True,0.9259259259259259,0.8139658848614073,0.6428571428571429,0.9850746268656716,5,1,0.76,0.6909722222222222,0.4444444444444444,0.9375,5,1,0.7647058823529411,0.6583333333333333,0.4,0.9166666666666666,3,1
