policy,run_id,sha256
margin,w85__r111_f03,bf14a541d9e7983bdb94e9350fe568e1f0cff175d6dc35dc4a3b2cfb4ccbaee3
margin,w85__r111_f04,28a574d5593843cb1c7b51eca4447f3ebe6ce003f36103b78bc57c1339040f3b
margin,w85__r111_f05,3d0dda4263b23761e9e632d6f30edd2a0799546cb70a744240a9b643ebb60f5d
margin,w85__r112_f01,6c248cffcb161e12177118107eedd4a6dcbbf7f1846be6d016982498045465aa
margin,w85__r112_f02,687671882a6f4c2239ffd1f6e1759a49b4346898f53eca626267ccc90f9944c0
margin,w85__r112_f03,b0be07b1f6629f18757cdb4a0a1966684c7aa074f1443d42b0d7032ae50599b0
margin,w85__r112_f04,84690e8bad00051ba1eea5227a679f6af42560f464240f79d79df5f917ae81f7
margin,w85__r112_f05,d2a2a4aa1f7d9f1b30348e6b0dff44f2ecece5b9beb085b6321486c24616a20b
margin,w85__r113_f01,cf4b0b9ddbde0857e35b1da728735c627df4b949e985e11e83a456099ed00535
margin,w85__r113_f02,bb6b1c56e0b8be69a9856e48b78f8376678c5a29534689c249a4e0cfe94d7773
margin,w85__r113_f03,fc8136115bba283536c6d3f64c506101046f70bb76fb86d07184cf42b9d31a64
margin,w85__r113_f04,ed453734536f8d87a74c8a5d3f76892186152323df3cba3d7431ccba3f3a4fc0
margin,w85__r113_f05,ab35c9ba52a468a5dd4e9fcac53821f42670099293cd0e3e5aa86522121f2406
margin,w85__r114_f01,f369fe8de751b6b656ba9721a266e125e263e47525e8752ad0ea87797090dfae
margin,w85__r114_f02,95ecdc7f23411ddce42c242a7c3607c75fc474fcb7d5d0f7774ef0385d27c419
margin,w85__r114_f03,4c8f2492793ecb94143032938dd66e5d7669e6e194c4ee9360cb786e18aa0275
margin,w85__r114_f04,e860aa7f4e223fa073a83628918bff3e6ed5d335f35e3af21c792f2c39ed4c8b
margin,w85__r114_f05,21938f048b8acfd978c07e61936035c2432be8611520a6fa72acb63c402846ba
margin,w85__r115_f01,fb88c5b02a7d6b62e308109834b40a10df08a052a03b00d9c32814e469764737
margin,w85__r115_f02,bfa4c2f7faae10b5977211e9202fd2adae6778922a88e9671ffa3c918358e91d
margin,w85__r115_f03,97dd9099b8164d9acfa7e4f221b69278129fc9d6c865ef1dbc98b6e538e90aa7
margin,w85__r115_f04,f1c5f5fa6fa6e5a663b42e2c95249e5907e606ca524e7b53563ea919d18f0951
margin,w85__r115_f05,baf7878ff2f576ee8be825775ced6182bb7af99584428c3695b6e7386922a90a
margin,w85__r116_f01,5b194c277a5086bf22e57b654e1cad3257b180306de9f5056de07c58ef20b718
margin,w85__r116_f02,b61c1d43a97a1878d82c44426757a1a61770f69f4c587f4b074495199a4e57da
margin,w85__r116_f03,a28c133cfd5a93790d49b8c726ed51eeee491aa62f521c2b676904013eca730c
margin,w85__r116_f04,9cc37b7ccf976dd912d08535fef70baa0d273d77783e06c9ea01670dc2541aba
margin,w85__r116_f05,995cd37ac1c98db8218dc34ef76b576a0e8973e7fe109e4565337aa2d586d9b4
margin,w85__r117_f01,e21db083bd7cc9e1a33753ce9d7a8531f017d5adf1389e29d199249a9e85598a
margin,w85__r117_f02,d286a158b3524a204bae49dc5a8eac3f3e06450a50e3a54bbc564b4959e696ca
margin,w85__r117_f03,f9e3cb0e4d450df5db99462b507366ba92ede74bd7423cba33397873e6af0b05
margin,w85__r117_f04,46c71552115ca0576c44b1a40fbed2ec6a110dfbb569cc176603d53bd8e2bf86
margin,w85__r117_f05,6fc5a1db270ecda9e97e3be56df0ca98ebe09e1b2f989442d21d5df280cedfd4
margin,w85__r118_f01,7e892b4693e52873e0851ccf5b7a20f85ec6fdcdaca69f77b2b0d7ef7684a3d9
margin,w85__r118_f02,97ce5ff45a3b14d00ac2a8a93973a5d9ec099d8385198e5c98f073ca808b717d
margin,w85__r118_f03,2519add8fd079022a503e33c35e7904209052de625677d6fcde14b98b6b388aa
margin,w85__r118_f04,69995a5eeb17fde21edab0c38596f4d1394f0bde244bd4ca7c2a6aeb02256703
margin,w85__r118_f05,3ad53e78c96a8901b56655ca5430d696af3ed9730243e70358b3d291b16cf559
margin,w85__r119_f01,45aea54a60578d07be19a76fe36102bc600ad8624cb760e033149edeaaf89c2c
margin,w85__r119_f02,c9bddacd3072c2914c898af7640ff04c34cf2a1b557d0f3f7facbf04a64a0190
margin,w85__r119_f03,fb8556cc845b7b2825f87fc7eb098de3f60c805193c55e8105b16d7ef375d63d
margin,w85__r119_f04,6608ee130d825b183c93c3a038f854e33944ac7ae30ae78b2fa575fe6ec3d0e8
margin,w85__r119_f05,bba211566cbbb66352b8662e8d7cb3e2afecba92c6cba86dbd9a6ab2ce7bac74
margin,w85__r120_f01,f3470a29bcfcc76cc972dc5a438b0a3a394cd0e90b306371d7ba9768cadefe89
margin,w85__r120_f02,dd7805127e8690ceb7137314c603e383bccbd075bd1e282f8296744ba715e5c2
margin,w85__r120_f03,4a89f81a1960fa8915df46e9925da918ad4bc21e122fb06f1712219e89821f28
margin,w85__r120_f04,c0419fca31c9bff6946ea18e7fedf09195d26322cae2c7961f9dd6ccd3ee0356
margin,w85__r120_f05,ca447486030c35a480a01aa56ffd2f23fc24f0e6b0bbcb3a952f9160bff056c6
margin,w85__r61_f01,a2819fd8f6dc952932eee420c6eac229fadf99b4428eab3f36d93d8b9855e1f0
margin,w85__r61_f02,451be8f505b7bb332920b19bbbea9a4712611150fa54013c22fcb08e5941dbd8
margin,w85__r61_f03,2a15b4d2090a8ee6eb0156c28583c94ed68cc406cdcdfb48efedddb0276f704f
margin,w85__r61_f04,baa89f7860429549fa05bea03924cf0720360c8612ece48d4a3c208eace5b9a1
margin,w85__r61_f05,4f6e927aaff2456b9ce7cee5ffb5847d96653e39453162ab4a0d54451886f095
margin,w85__r62_f01,fa133ae37909ccbbb995b99cc809056f48a96f086e4fb83cf84805f2d4ded5d5
margin,w85__r62_f02,89351fee76ccb2bf140e7e9dd6add8bd058a2c3991b26bd198cea59d98332d86
margin,w85__r62_f03,c5ded4ee06e962dba6ac401e4327ed212fb8b21b47e657bc76532dd8f0d0770c
margin,w85__r62_f04,965977c398762673556d23c0729dbbf33d477356908e1a8c448b44eecbf542df
margin,w85__r62_f05,cebc774e970b56031b91c3bf9a0bbab68f303965a57149d9648bc4338a0a81e1
margin,w85__r63_f01,b30086aa9357afe1e672862d7fe7e72180cbd5c81753ab6214c72b4365be50bf
margin,w85__r63_f02,ee981b13a599609fe5ca9e3de257a565f4695a09c5c5164a43e88fb654829ca7
margin,w85__r63_f03,a4fb48b099a9754a95b5381af51a941a91c9b080393418086a969f8fb6956f1b
margin,w85__r63_f04,ff7d37ff5be4af8bc07b987b0bbc742aed7e6d695d322561b97b597099a7c36f
margin,w85__r63_f05,6f4545c69ba6e240a87145036d046eecc85c557f5b1b18567e114523614f599e
margin,w85__r64_f01,52bd29aa678b09edd1300cc57f389ddbbcf40d6322f156314d1b5f4d54f45065
margin,w85__r64_f02,677110ebace850892a90a0674eade9af5963401afa3cec02130190a2cbd37dad
margin,w85__r64_f03,65a2ce55572451a51d92402cedfdacb9238e10bfa60ca0057ab69cd0dbec691c
margin,w85__r64_f04,9f5f4353b4ef8cde78b84677432635c6f6798075cac3b0f63c4b404bbee2daca
margin,w85__r64_f05,7950a76089594e8921a3987a29c3a60ced78cead858a74b9b5699d7428aaa8de
margin,w85__r65_f01,e827c2a19634b0a12ffacc57db6a7253f26377d0aa41e5533af1e8618378bab9
margin,w85__r65_f02,795fb4d19dcf3daae5f0f14738801fcaafbb166eb71cf1a133b343fd3efe8e14
margin,w85__r65_f03,ff048db6873d8d2d129351398ea9874ce397e004ad62118bff2406021e7b1f98
margin,w85__r65_f04,a392259a5a1fdbb8303e92bcf759a8272e2dbe2758c55c9c98e2befec6281d37
margin,w85__r65_f05,fca313cd2ef723c9551ab01109b7681280cb5a64bfe49508453ae2ce762c4583
margin,w85__r66_f01,0767ad503d1392493d20badc9cc954b5cd62f370db0596904a2d3b4952dcecc7
margin,w85__r66_f02,a8ea18c6cb7723f67852cc47a0e37bd99f9e38bd1d9d50bf677aed02f497eaef
margin,w85__r66_f03,2a2f91fd624d41c5da7cc8c78a9407e67fa8fee2c7836aaaa23ff5c2a4bc963c
margin,w85__r66_f04,97f3b5ba91894ac3fc75548d2a6fb5cdf57b9be14b3acbdc30bbb8429a59a184
margin,w85__r66_f05,e0cf748e9ec1396a2cf947ceb8162151d110496c9e587caa2f613e013ea99f47
margin,w85__r67_f01,b519776e6f8405730ab1b76301d916f3033bc331a27a1d5bed489147d7718e49
margin,w85__r67_f02,39ed6ae400c5549e0bf2d8cfdf4481170fd759e00748ae416087849e6d9223ad
margin,w85__r67_f03,62c7218821cdf127f8b8f31fcaab90e5b6cb43ebbc1b359e10536335a4ee0732
margin,w85__r67_f04,ade979a7cfd9a0041f2464cf3265016ecd898d11d3a1baa12e6d611ed2323cc7
margin,w85__r67_f05,d579c2bc426f1083420e619658083a08a1901871bd5a722a124d4e4d3bd8e707
margin,w85__r68_f01,62ddd2bdf7aaccb5a8730121b6df93c34407458770cd6bd21408a8f5e702ff32
margin,w85__r68_f02,b79a9ab2042f941b5f7690f07163fb817f8dff200e5b7e01d6b644d289afda1f
margin,w85__r68_f03,a039fa4cd99a2f2d34a2450f8009cfa5a4aa3489a79f8f77741721ac3e188dc4
margin,w85__r68_f04,207af4dd509566cc0f6e70ec28a860b1375b97c2dab1860a1dca0482a70df11c
margin,w85__r68_f05,772c4d36e94df9e104ee5c7560cd80f6fef4ad4e7668f559e5a49c2fe9f4ec52
margin,w85__r69_f01,95f11841e0c5e239949873e5466c5cf4dae640307b48f25821c74a0fd093c100
margin,w85__r69_f02,027f7607209da9cb5a198d59af10341eab17420485d22fe7cbe944e0c96a9a3d
margin,w85__r69_f03,ce7574a11702458713fe1f55346b1569f994e6faf3f7f8d0010999143ee36a26
margin,w85__r69_f04,64db79f093bd4b3003e58470184ec04afed8e493bd52a95d6f55fe1092aed2d9
margin,w85__r69_f05,e4f387286c80602bb77378aa2b766d4a7f2bf2bafc7afcdea2703ee9cd0de6d8
margin,w85__r70_f01,e422b967626151fd26e7c145aafce63ea56e17584091554a0dd675a15fa17cfb
margin,w85__r70_f02,c788d318c659756a6a1b535386b4db9e40c15f2dc47c05a953bd9d8ad94c47e2
margin,w85__r70_f03,fd08e6d0ccfe6ffa8eb0efc70362613ddb2bb2a5194c0e939a905505256d7778
margin,w85__r70_f04,bd15d45a8e3827c6da89565e33145e785d631609ff1271736518d93c3f5fb6ff
margin,w85__r70_f05,a831e74fad30c309d6394142d8917a00d4b1e6d13f67464292a011c9b3139cd4
margin,w85__r71_f01,abdcca47de3d12b46711a62bd974ccdeccee60047725c35d259b49f1ecb661eb
margin,w85__r71_f02,ae034060efe74e16ddd5419977ad1bfa4edbab4b3aa957cab13147c9486afc24
margin,w85__r71_f03,fb7751d017985b045166ace57904f1b1698f39601737471df62b3fb4203eebb2
margin,w85__r71_f04,d46aa626bc1ad10b4c6cc0a110376b499a28c749c3f6021faca95e7fa8e04b09
margin,w85__r71_f05,691885b92651c688a71ea427ee2120ac7010cacad1b49bca10628f8e69838d7b
margin,w85__r72_f01,e8c47fa398a1a2dd12719b60d1a67980b2a5aa5df6ad98f7305cb3908e90df57
margin,w85__r72_f02,757d2903accef19c56873ed28c5e5bc7dc654afb526cf9b2651cb3550b1fb0da
margin,w85__r72_f03,37495062914866275fcb21f75c38786337c084b68c70a3f5fad2a73577110038
margin,w85__r72_f04,710a9c2aec2c89b1563d908881dd925785435b3e825aabd5d90ed62f9b42109a
margin,w85__r72_f05,ead0503aa32f99a369f95ca856a36c806ac685ec0e1bae59ba4d88cc4ac94bd3
margin,w85__r73_f01,c7ea34bf5181e9c11446408cb421ca996ffab52ca29533a9ac76871e83891370
margin,w85__r73_f02,e4c8c300814b3f413479806b9ce48069e8db4cc0345f833b74271ff52da688cd
margin,w85__r73_f03,f9b7796f343e56f619fd90ee10c786280a1e23a55af8021464bc4f61d5a6e5e3
margin,w85__r73_f04,c5c25452ce41294c4406689cbc59a0577f42306b6be99e8eea3c7a43f533158e
margin,w85__r73_f05,2e366238ae15f4cb503317adcb9d7e17e61c4b366984b6fe871effd7120e6fb9
margin,w85__r74_f01,7e0beacd952cbb08c992996e8cd1d0e77cf231fbddc631b3fdcdd2db20df4968
margin,w85__r74_f02,75fe593b767e2843bf6d8bc38846e0cea15ccdd94b8d856cdabefb2c7dd02757
margin,w85__r74_f03,96d010a9420146f382cce4638f8a402f91c6ac9f1e7dfac032d71da077242239
margin,w85__r74_f04,41d25878c72310da213c4f51e8cf7f2b4630571c41a9d54e7d9840210fe19ffb
margin,w85__r74_f05,d6f5b5623c11a5b9e7f23585bb39af228173a0f3477444e660d7cd706e8e44c9
margin,w85__r75_f01,2bc7681f882066fb13e08bb7adb4263053d45a90185f9856537ab2e528174363
margin,w85__r75_f02,672d9821779443fed7eb991e678de1337c5532b8ed7b3c866e1a2fba3a476825
margin,w85__r75_f03,5fdc7ed4194a97e60ce6a890de5fd7979edd3035e34719e033440a0235828ba6
margin,w85__r75_f04,3ea1ce134097861d84fa82ad7eb3b759a4a111e4efac8af92f33f3850a26fcfa
margin,w85__r75_f05,20fee5886f6229f6d7edd1f801acd7a5f8464154ed749d5fd6369c41cd5b29a2
margin,w85__r76_f01,a258a77522fa194dd09260c1b7ecf023880f8cc0a862bea057d42738dbb9779b
margin,w85__r76_f02,501a4aa778c424985dce38dec46a7646475995eb8571e4264e69c91b8797173a
margin,w85__r76_f03,167e43d78479138c200b7af69dafdce0d82eec123c8b3b1db69f1b1decaa3449
margin,w85__r76_f04,607cd0ec17001d21caba8ceb50a182b03c22ace0c3286c39de54d56d79e86a35
margin,w85__r76_f05,3638b3313bf7b2848b16195c29a29eef385bb4427c0dcdf4bdc1f1a1abc4d888
margin,w85__r77_f01,6e42b4dc6da1b0d4d7cf3f29d333f6f783681919cb6d27e422c20a3d8c7bd366
margin,w85__r77_f02,ecdfc514aa2a0bc4c993dd082ebadf80299019cde9f35253c0689c0133518204
margin,w85__r77_f03,bc04e60ade71fb720edb0705922fa475125550ff38a643222226db12f99360e1
margin,w85__r77_f04,c0d831f59064b4d5df14736fe2a2846a68c6372cded2c2f14bffb64bbe44145d
margin,w85__r77_f05,e59e3e33b0d3b7f89077ccb0b86f762f502f2d01d598c4762bdfea9ee73893f2
margin,w85__r78_f01,2261223922cd9c1c7042f722cea2f8b1d8f038f22dcd926a3d7e2ab2692bcce9
margin,w85__r78_f02,e1370671f0a0d93a3ae0e38f6945f3f9a7fff37a76bbba5a6d90000a7426d852
margin,w85__r78_f03,dde24f81aefcca50dcaec14b5875f849bf34ae8b3ce4237df80ff86d2fe2b471
margin,w85__r78_f04,ec4dea355d71ceb97a43640a85bd4dea2c4f2ac15442b3c80074869cb2ac71fa
margin,w85__r78_f05,efb60033cfdc5edb8460c316d858445bbda53b3003b16a36bf86882ad8ab5c06
margin,w85__r79_f01,abda4023de0b560ecbfd759d43e73ed001a1d307e4396e436467f2c7801d7b18
margin,w85__r79_f02,2b613f160dde9b97fbcbe9dcbd166573a0b1bca96608466b623b4782774671d3
margin,w85__r79_f03,7137c05179edefd418fc53c278419802d4d04eaa9dc5f3921686b57da149011b
margin,w85__r79_f04,5c84daab56ce277921eccef2daf6af6bc5494e40f7b67a704ac787a7b88c96c3
margin,w85__r79_f05,b582506229bdc2e8c0a32a2e49f332d92f9080e7a3b4bfa66862990aba8a3db9
margin,w85__r80_f01,cc87d39f5262ad4e8c88f1d124e17a3e02e0361cb194c8430aafae4198987850
margin,w85__r80_f02,246658f0b96ed7e9a5ce4177a52643182c48d8db5d111400c77b6d329ee1daf6
margin,w85__r80_f03,dc5a835a74c2387c9d3a41fcf627daf3cbce991b4f92f071d2a5ac061e033050
margin,w85__r80_f04,d6ad00d2cf5ffee96cfb9b7961ebdd87325cc810e7909b98c43a9d3a678b41b1
margin,w85__r80_f05,91253c80ec61030146928baa7ccf1a3336d67913c9f93aea619c2d773207e811
margin,w85__r81_f01,daad80a679b19392a5b39b550c3b65be2e1f081b37e492dd4af127f206d0bd9f
margin,w85__r81_f02,f780e579b88d2e88028e30fb6dfd51cbd6d0c0fda56e9c899eb8b2ca935aaa8b
margin,w85__r81_f03,dc98c9238565cf9366385e43a997f3d3fd39a6f44b8e165911180dd3faf2a87b
margin,w85__r81_f04,b3f7666c40813012c50b9552b527822ce54570fd1360ddf97ebd2ec775d020df
margin,w85__r81_f05,e6c3e37a68e65194dfe30ebf4062353d56748abf0c24a2cd69eee015a3f6a819
margin,w85__r82_f01,8a7f6bb6f7031fe621bc66e24649c1d58b7f452e3a15edf8124e8f03d043d661
margin,w85__r82_f02,ff71d0f95b90fa343262ee9338529253ccb2e86e07746d53efa0509fe63e296e
margin,w85__r82_f03,8d303acc295b4ff8103290d62a9cccdc09a389fe73b33411aaf5cef7933071ab
margin,w85__r82_f04,4e9e3739cd6d0c6136061343e53ff78a6f92bc2559ee64239f37149d3fe7d674
margin,w85__r82_f05,1e2853637f6e2e06133ee6378d9da4d28e1a541dd8e2c490ab908d8e41f785c1
margin,w85__r83_f01,5106515e2450b0d01528c879b1413f614c8d40471a8fc51a00645b5e278d2a8d
margin,w85__r83_f02,a4830d357c93c196d9091f7f91fe52c12e587b3b2af62e6fa899e87374d68c86
margin,w85__r83_f03,212cca363b3fd635d53fdb8170e0ff20fcd7eca46e8fbd5294a6a819ca6d8237
margin,w85__r83_f04,3941666e6d5998c33a20bb0ed4d2627d8135826a6ccec00876d524c1c7a0d13b
margin,w85__r83_f05,5ebed8e31b0e7786acd1802bb44dbeeacf316b26b3bded4402192bf3b7b6db3e
margin,w85__r84_f01,e61d3b042f4c2459d6216f277758b986d456d33a574a7d0a91812fbca09a0c3c
margin,w85__r84_f02,6e6c640b98fb3ac8632fe84a7f65c934777eac1cca58a7c6ec940b8cc8d4b043
margin,w85__r84_f03,eaa04d2c76f4e0a6cfee8480e1b98e320d9e22a6c35071bfb7416b01f4bdf5b5
margin,w85__r84_f04,f8f34994fa4d62fdc6d913b7dc4dc65c25add378035163e4637e371d05ae7a6d
margin,w85__r84_f05,298733c71cf7ed3d3d290c9ca33f871e881790b55a9b2806628db6ee7d8a3ef7
margin,w85__r85_f01,81ee31fe60233cc9bd4087d3a3fd1874de16146d7e24db7179b091e593ba5fef
margin,w85__r85_f02,486f4f0bfc95419bec09cc55b1f02f42ba43d98ea7846060cc60583b945273eb
margin,w85__r85_f03,e689cfcfa3efdfe46625f794689789167ba67109e7d07a542a375cd9c09c874a
margin,w85__r85_f04,e65b45ee0890e5ff70d52355e08d5ab7747f8251934df8fc0563a8f946d22017
margin,w85__r85_f05,ced7784ca5d91880935d4a7ff9804411a245addfdf5b6fdc63671e39747eb707
margin,w85__r86_f01,95c021809942d1b62fe0faed34401ec63f705cd016f982dc62e0560a7442775d
margin,w85__r86_f02,a1af197ed5a1d1505d7371e070a47326c64112b6a99e4761d2dc0ec2a88cbdb3
margin,w85__r86_f03,82d7da097d3177c501f8f7eaf572b290d1f24494b2b0c7cc809b964763d060ff
margin,w85__r86_f04,982592924b2cef64dcfaae0e977f27059f0a99ed2385e83c795902e2fdbb7b4d
margin,w85__r86_f05,f7949204ef8cc5d17b2481b48347b57d3942d288a136d7902d72fc825ddc951c
margin,w85__r87_f01,2b5c131fd552f57dca2d8a7ecfc8d8b9e4410b8136cc91cd016ac6038245ce9a
margin,w85__r87_f02,0fc860bc4e78864e64499c3416550a0736a84f57b80024f1b27210ab1cdf88de
margin,w85__r87_f03,ddcd18f5bef3aef4fbf442a35883eb88a21264e3c8a60e9643a0927c5087c14f
margin,w85__r87_f04,e0d3b69a251646e337699b57f62ca3462b75972c8601c553793fd59b609326f0
margin,w85__r87_f05,22e71f6088a5815ad60cd64776dff07effd559acd2d6c6413b04d38c4a907c3f
margin,w85__r88_f01,e9ec00c0c3e5b57fc087b0d66f64f77115e6f2be602661624bce36609ba59757
margin,w85__r88_f02,cdc6240e90a1cb720ef48592ad8324daa168116f497761b49f894b94eaae04c7
margin,w85__r88_f03,ee29e9ecd3cdce1c871e00b078526e9591096c8fc068d07d1ccc73546de74400
margin,w85__r88_f04,82c098647a22f8004e8c4962984a60658468c2099e9a437f04ae8d0711cfead2
margin,w85__r88_f05,718cd0927f7a8c352918d9239e2b04be6ee0d11f1253337c207a030c2c7810a2
margin,w85__r89_f01,8bde9e4d05adb107e5ece89b20a734aefa04cefcab53127cfb1cf74caee7b3b0
margin,w85__r89_f02,6199caf7cbfb55e13f3e5217260741e698afc044bb421a3248768462302fe003
margin,w85__r89_f03,765f6f8825b70cf210293f83e9aa41c503310e748f64dce79dc5b47e88ee7629
margin,w85__r89_f04,75cc87d0f29b87aaf608531937927dc7f65bb916fdf0b8e118b6826e263a6a45
margin,w85__r89_f05,1d4638eff00a2167a1bbb042e9398b27e33e8d50c2f91cae8842c340d9df1855
margin,w85__r90_f01,91f89f1c329a2ad70979c154bf7ade9f85b5356e078251276b70feebc7eacd4f
margin,w85__r90_f02,7e5fcbd2cbc4193bd7d9d777275277706b1e7cefc3ef28d557e76d9a49f83f55
margin,w85__r90_f03,7a1b9d53748925ebe4fa66cf6ec60be93909417e498f875b6c91c91788d9ccb0
margin,w85__r90_f04,292e7d46426738a0857e6bfda09858eb37fc3782e9af60b8da963cf1d3f202f9
margin,w85__r90_f05,d9fc87629367f8d1bf4d7884310b7d9efa8cdba273caa8292720fec0359cb7bb
