policy,run_id,repeat,fold,subset,metric,end_budget,aulc
early8__coverage_then_margin_B40,w85__r115_f04,115,4,B1_q30,balanced_accuracy,80,0.9082573784722223
early8__coverage_then_margin_B40,w85__r115_f04,115,4,full81,accuracy,40,0.9848251028806584
early8__coverage_then_margin_B40,w85__r115_f04,115,4,full81,accuracy,80,0.9793595679012345
early8__coverage_then_margin_B40,w85__r115_f04,115,4,full81,balanced_accuracy,40,0.9596326403695806
early8__coverage_then_margin_B40,w85__r115_f04,115,4,full81,balanced_accuracy,80,0.94161447228145
early8__coverage_then_margin_B40,w85__r115_f05,115,5,B1_q20,accuracy,40,0.8664215686274509
early8__coverage_then_margin_B40,w85__r115_f05,115,5,B1_q20,accuracy,80,0.8717830882352942
early8__coverage_then_margin_B40,w85__r115_f05,115,5,B1_q20,balanced_accuracy,40,0.8806547619047619
early8__coverage_then_margin_B40,w85__r115_f05,115,5,B1_q20,balanced_accuracy,80,0.8871651785714287
early8__coverage_then_margin_B40,w85__r115_f05,115,5,B1_q30,accuracy,40,0.8816666666666667
early8__coverage_then_margin_B40,w85__r115_f05,115,5,B1_q30,accuracy,80,0.8987499999999999
early8__coverage_then_margin_B40,w85__r115_f05,115,5,B1_q30,balanced_accuracy,40,0.8968750000000001
early8__coverage_then_margin_B40,w85__r115_f05,115,5,B1_q30,balanced_accuracy,80,0.9126302083333335
early8__coverage_then_margin_B40,w85__r115_f05,115,5,full81,accuracy,40,0.963477366255144
early8__coverage_then_margin_B40,w85__r115_f05,115,5,full81,accuracy,80,0.96875
early8__coverage_then_margin_B40,w85__r115_f05,115,5,full81,balanced_accuracy,40,0.9706123737373739
early8__coverage_then_margin_B40,w85__r115_f05,115,5,full81,balanced_accuracy,80,0.9761955492424241
early8__coverage_then_margin_B40,w85__r116_f01,116,1,B1_q20,accuracy,40,0.9019607843137255
early8__coverage_then_margin_B40,w85__r116_f01,116,1,B1_q20,accuracy,80,0.925091911764706
early8__coverage_then_margin_B40,w85__r116_f01,116,1,B1_q20,balanced_accuracy,40,0.8792613636363638
early8__coverage_then_margin_B40,w85__r116_f01,116,1,B1_q20,balanced_accuracy,80,0.9006865530303032
early8__coverage_then_margin_B40,w85__r116_f01,116,1,B1_q30,accuracy,40,0.9333333333333332
early8__coverage_then_margin_B40,w85__r116_f01,116,1,B1_q30,accuracy,80,0.9490624999999999
early8__coverage_then_margin_B40,w85__r116_f01,116,1,B1_q30,balanced_accuracy,40,0.9116881127450981
early8__coverage_then_margin_B40,w85__r116_f01,116,1,B1_q30,balanced_accuracy,80,0.9263556985294118
early8__coverage_then_margin_B40,w85__r116_f01,116,1,full81,accuracy,40,0.9794238683127571
early8__coverage_then_margin_B40,w85__r116_f01,116,1,full81,accuracy,80,0.984278549382716
early8__coverage_then_margin_B40,w85__r116_f01,116,1,full81,balanced_accuracy,40,0.9567866161616162
early8__coverage_then_margin_B40,w85__r116_f01,116,1,full81,balanced_accuracy,80,0.9621803977272728
early8__coverage_then_margin_B40,w85__r116_f02,116,2,B1_q20,accuracy,40,0.8406862745098039
early8__coverage_then_margin_B40,w85__r116_f02,116,2,B1_q20,accuracy,80,0.8318014705882351
early8__coverage_then_margin_B40,w85__r116_f02,116,2,B1_q20,balanced_accuracy,40,0.8383969907407406
early8__coverage_then_margin_B40,w85__r116_f02,116,2,B1_q20,balanced_accuracy,80,0.8243272569444444
early8__coverage_then_margin_B40,w85__r116_f02,116,2,B1_q30,accuracy,40,0.8350000000000001
early8__coverage_then_margin_B40,w85__r116_f02,116,2,B1_q30,accuracy,80,0.861875
early8__coverage_then_margin_B40,w85__r116_f02,116,2,B1_q30,balanced_accuracy,40,0.8269074675324676
early8__coverage_then_margin_B40,w85__r116_f02,116,2,B1_q30,balanced_accuracy,80,0.8489752435064933
early8__coverage_then_margin_B40,w85__r116_f02,116,2,full81,accuracy,40,0.9449588477366255
early8__coverage_then_margin_B40,w85__r116_f02,116,2,full81,accuracy,80,0.9558256172839505
early8__coverage_then_margin_B40,w85__r116_f02,116,2,full81,balanced_accuracy,40,0.898074494949495
early8__coverage_then_margin_B40,w85__r116_f02,116,2,full81,balanced_accuracy,80,0.8996448863636365
early8__coverage_then_margin_B40,w85__r116_f03,116,3,B1_q20,accuracy,40,0.903186274509804
early8__coverage_then_margin_B40,w85__r116_f03,116,3,B1_q20,accuracy,80,0.8988970588235295
early8__coverage_then_margin_B40,w85__r116_f03,116,3,B1_q20,balanced_accuracy,40,0.904079861111111
early8__coverage_then_margin_B40,w85__r116_f03,116,3,B1_q20,balanced_accuracy,80,0.8995225694444445
early8__coverage_then_margin_B40,w85__r116_f03,116,3,B1_q30,accuracy,40,0.9341666666666666
early8__coverage_then_margin_B40,w85__r116_f03,116,3,B1_q30,accuracy,80,0.9312499999999999
early8__coverage_then_margin_B40,w85__r116_f03,116,3,B1_q30,balanced_accuracy,40,0.9302236519607843
early8__coverage_then_margin_B40,w85__r116_f03,116,3,B1_q30,balanced_accuracy,80,0.9256663602941176
early8__coverage_then_margin_B40,w85__r116_f03,116,3,full81,accuracy,40,0.9796810699588475
early8__coverage_then_margin_B40,w85__r116_f03,116,3,full81,accuracy,80,0.9787808641975309
early8__coverage_then_margin_B40,w85__r116_f03,116,3,full81,balanced_accuracy,40,0.9694718372423595
early8__coverage_then_margin_B40,w85__r116_f03,116,3,full81,balanced_accuracy,80,0.9668676705756929
early8__coverage_then_margin_B40,w85__r116_f04,116,4,B1_q20,accuracy,40,0.875
early8__coverage_then_margin_B40,w85__r116_f04,116,4,B1_q20,accuracy,80,0.8795955882352943
early8__coverage_then_margin_B40,w85__r116_f04,116,4,B1_q20,balanced_accuracy,40,0.8276515151515151
early8__coverage_then_margin_B40,w85__r116_f04,116,4,B1_q20,balanced_accuracy,80,0.8312026515151514
early8__coverage_then_margin_B40,w85__r116_f04,116,4,B1_q30,accuracy,40,0.88
early8__coverage_then_margin_B40,w85__r116_f04,116,4,B1_q30,accuracy,80,0.881875
early8__coverage_then_margin_B40,w85__r116_f04,116,4,B1_q30,balanced_accuracy,40,0.8363715277777777
early8__coverage_then_margin_B40,w85__r116_f04,116,4,B1_q30,balanced_accuracy,80,0.8370768229166665
early8__coverage_then_margin_B40,w85__r116_f04,116,4,full81,accuracy,40,0.9629629629629629
early8__coverage_then_margin_B40,w85__r116_f04,116,4,full81,accuracy,80,0.9635416666666665
early8__coverage_then_margin_B40,w85__r116_f04,116,4,full81,balanced_accuracy,40,0.9032196969696971
early8__coverage_then_margin_B40,w85__r116_f04,116,4,full81,balanced_accuracy,80,0.9027698863636365
early8__coverage_then_margin_B40,w85__r116_f05,116,5,B1_q20,accuracy,40,0.7659313725490197
early8__coverage_then_margin_B40,w85__r116_f05,116,5,B1_q20,accuracy,80,0.7670036764705882
early8__coverage_then_margin_B40,w85__r116_f05,116,5,B1_q20,balanced_accuracy,40,0.782051282051282
early8__coverage_then_margin_B40,w85__r116_f05,116,5,B1_q20,balanced_accuracy,80,0.7678786057692308
early8__coverage_then_margin_B40,w85__r116_f05,116,5,B1_q30,accuracy,40,0.8408333333333333
early8__coverage_then_margin_B40,w85__r116_f05,116,5,B1_q30,accuracy,80,0.8415624999999999
early8__coverage_then_margin_B40,w85__r116_f05,116,5,B1_q30,balanced_accuracy,40,0.8525219298245613
early8__coverage_then_margin_B40,w85__r116_f05,116,5,B1_q30,balanced_accuracy,80,0.8432017543859649
early8__coverage_then_margin_B40,w85__r116_f05,116,5,full81,accuracy,40,0.9477880658436213
early8__coverage_then_margin_B40,w85__r116_f05,116,5,full81,accuracy,80,0.9499421296296295
early8__coverage_then_margin_B40,w85__r116_f05,116,5,full81,balanced_accuracy,40,0.9472503553660271
early8__coverage_then_margin_B40,w85__r116_f05,116,5,full81,balanced_accuracy,80,0.9436966950959487
early8__coverage_then_margin_B40,w85__r117_f01,117,1,B1_q20,accuracy,40,0.8786764705882352
early8__coverage_then_margin_B40,w85__r117_f01,117,1,B1_q20,accuracy,80,0.9154411764705883
early8__coverage_then_margin_B40,w85__r117_f01,117,1,B1_q20,balanced_accuracy,40,0.853125
early8__coverage_then_margin_B40,w85__r117_f01,117,1,B1_q20,balanced_accuracy,80,0.8976562500000003
early8__coverage_then_margin_B40,w85__r117_f01,117,1,B1_q30,accuracy,40,0.8950000000000001
early8__coverage_then_margin_B40,w85__r117_f01,117,1,B1_q30,accuracy,80,0.9340625
early8__coverage_then_margin_B40,w85__r117_f01,117,1,B1_q30,balanced_accuracy,40,0.836626838235294
early8__coverage_then_margin_B40,w85__r117_f01,117,1,B1_q30,balanced_accuracy,80,0.8974896599264706
early8__coverage_then_margin_B40,w85__r117_f01,117,1,full81,accuracy,40,0.9675925925925926
early8__coverage_then_margin_B40,w85__r117_f01,117,1,full81,accuracy,80,0.9796489197530864
early8__coverage_then_margin_B40,w85__r117_f01,117,1,full81,balanced_accuracy,40,0.9130366161616162
early8__coverage_then_margin_B40,w85__r117_f01,117,1,full81,balanced_accuracy,80,0.9454545454545455
early8__coverage_then_margin_B40,w85__r117_f02,117,2,B1_q20,accuracy,40,0.7622549019607843
early8__coverage_then_margin_B40,w85__r117_f02,117,2,B1_q20,accuracy,80,0.7637867647058824
early8__coverage_then_margin_B40,w85__r117_f02,117,2,B1_q20,balanced_accuracy,40,0.7608630952380953
early8__coverage_then_margin_B40,w85__r117_f02,117,2,B1_q20,balanced_accuracy,80,0.7585379464285714
early8__coverage_then_margin_B40,w85__r117_f02,117,2,B1_q30,accuracy,40,0.8383333333333334
early8__coverage_then_margin_B40,w85__r117_f02,117,2,B1_q30,accuracy,80,0.839375
early8__coverage_then_margin_B40,w85__r117_f02,117,2,B1_q30,balanced_accuracy,40,0.8239123774509803
early8__coverage_then_margin_B40,w85__r117_f02,117,2,B1_q30,balanced_accuracy,80,0.8190774356617648
early8__coverage_then_margin_B40,w85__r117_f02,117,2,full81,accuracy,40,0.9501028806584362
early8__coverage_then_margin_B40,w85__r117_f02,117,2,full81,accuracy,80,0.9504243827160492
early8__coverage_then_margin_B40,w85__r117_f02,117,2,full81,balanced_accuracy,40,0.9248421717171716
early8__coverage_then_margin_B40,w85__r117_f02,117,2,full81,balanced_accuracy,80,0.9206794507575756
early8__coverage_then_margin_B40,w85__r117_f03,117,3,B1_q20,accuracy,40,0.7916666666666666
early8__coverage_then_margin_B40,w85__r117_f03,117,3,B1_q20,accuracy,80,0.778033088235294
early8__coverage_then_margin_B40,w85__r117_f03,117,3,B1_q20,balanced_accuracy,40,0.768452380952381
early8__coverage_then_margin_B40,w85__r117_f03,117,3,B1_q20,balanced_accuracy,80,0.7518973214285715
early8__coverage_then_margin_B40,w85__r117_f03,117,3,B1_q30,accuracy,40,0.8583333333333334
early8__coverage_then_margin_B40,w85__r117_f03,117,3,B1_q30,accuracy,80,0.8490624999999999
early8__coverage_then_margin_B40,w85__r117_f03,117,3,B1_q30,balanced_accuracy,40,0.8117340686274509
early8__coverage_then_margin_B40,w85__r117_f03,117,3,B1_q30,balanced_accuracy,80,0.7972483915441176
early8__coverage_then_margin_B40,w85__r117_f03,117,3,full81,accuracy,40,0.955761316872428
early8__coverage_then_margin_B40,w85__r117_f03,117,3,full81,accuracy,80,0.9532214506172838
early8__coverage_then_margin_B40,w85__r117_f03,117,3,full81,balanced_accuracy,40,0.9063131313131314
early8__coverage_then_margin_B40,w85__r117_f03,117,3,full81,balanced_accuracy,80,0.8994554924242426
early8__coverage_then_margin_B40,w85__r117_f04,117,4,B1_q20,accuracy,40,0.7928921568627451
early8__coverage_then_margin_B40,w85__r117_f04,117,4,B1_q20,accuracy,80,0.7752757352941175
early8__coverage_then_margin_B40,w85__r117_f04,117,4,B1_q20,balanced_accuracy,40,0.7428977272727272
early8__coverage_then_margin_B40,w85__r117_f04,117,4,B1_q20,balanced_accuracy,80,0.718927556818182
early8__coverage_then_margin_B40,w85__r117_f04,117,4,B1_q30,accuracy,40,0.8041666666666666
early8__coverage_then_margin_B40,w85__r117_f04,117,4,B1_q30,accuracy,80,0.8018749999999999
early8__coverage_then_margin_B40,w85__r117_f04,117,4,B1_q30,balanced_accuracy,40,0.7443321078431372
early8__coverage_then_margin_B40,w85__r117_f04,117,4,B1_q30,balanced_accuracy,80,0.72998046875
early8__coverage_then_margin_B40,w85__r117_f04,117,4,full81,accuracy,40,0.9395576131687241
early8__coverage_then_margin_B40,w85__r117_f04,117,4,full81,accuracy,80,0.938850308641975
early8__coverage_then_margin_B40,w85__r117_f04,117,4,full81,balanced_accuracy,40,0.8681147832267234
early8__coverage_then_margin_B40,w85__r117_f04,117,4,full81,balanced_accuracy,80,0.8568721681769724
early8__coverage_then_margin_B40,w85__r117_f05,117,5,B1_q20,accuracy,40,0.9693627450980392
early8__coverage_then_margin_B40,w85__r117_f05,117,5,B1_q20,accuracy,80,0.9885110294117647
early8__coverage_then_margin_B40,w85__r117_f05,117,5,B1_q20,balanced_accuracy,40,0.9735119047619047
early8__coverage_then_margin_B40,w85__r117_f05,117,5,B1_q20,balanced_accuracy,80,0.9900669642857143
early8__coverage_then_margin_B40,w85__r117_f05,117,5,B1_q30,accuracy,40,0.9758333333333334
early8__coverage_then_margin_B40,w85__r117_f05,117,5,B1_q30,accuracy,80,0.9909375
early8__coverage_then_margin_B40,w85__r117_f05,117,5,B1_q30,balanced_accuracy,40,0.9806134259259259
early8__coverage_then_margin_B40,w85__r117_f05,117,5,B1_q30,balanced_accuracy,80,0.9927300347222222
early8__coverage_then_margin_B40,w85__r117_f05,117,5,full81,accuracy,40,0.9925411522633745
early8__coverage_then_margin_B40,w85__r117_f05,117,5,full81,accuracy,80,0.9972029320987654
early8__coverage_then_margin_B40,w85__r117_f05,117,5,full81,balanced_accuracy,40,0.9949027185501066
early8__coverage_then_margin_B40,w85__r117_f05,117,5,full81,balanced_accuracy,80,0.9980885194562898
early8__coverage_then_margin_B40,w85__r118_f01,118,1,B1_q20,accuracy,40,0.8419117647058822
early8__coverage_then_margin_B40,w85__r118_f01,118,1,B1_q20,accuracy,80,0.8511029411764706
early8__coverage_then_margin_B40,w85__r118_f01,118,1,B1_q20,balanced_accuracy,40,0.865625
early8__coverage_then_margin_B40,w85__r118_f01,118,1,B1_q20,balanced_accuracy,80,0.8734375000000001
early8__coverage_then_margin_B40,w85__r118_f01,118,1,B1_q30,accuracy,40,0.8925000000000001
early8__coverage_then_margin_B40,w85__r118_f01,118,1,B1_q30,accuracy,80,0.8987499999999999
early8__coverage_then_margin_B40,w85__r118_f01,118,1,B1_q30,balanced_accuracy,40,0.8778409090909092
early8__coverage_then_margin_B40,w85__r118_f01,118,1,B1_q30,balanced_accuracy,80,0.8849431818181819
early8__coverage_then_margin_B40,w85__r118_f01,118,1,full81,accuracy,40,0.9668209876543209
early8__coverage_then_margin_B40,w85__r118_f01,118,1,full81,accuracy,80,0.96875
early8__coverage_then_margin_B40,w85__r118_f01,118,1,full81,balanced_accuracy,40,0.9104166666666668
early8__coverage_then_margin_B40,w85__r118_f01,118,1,full81,balanced_accuracy,80,0.9156250000000001
early8__coverage_then_margin_B40,w85__r118_f02,118,2,B1_q20,accuracy,40,0.8480392156862745
early8__coverage_then_margin_B40,w85__r118_f02,118,2,B1_q20,accuracy,80,0.835018382352941
early8__coverage_then_margin_B40,w85__r118_f02,118,2,B1_q20,balanced_accuracy,40,0.8525883838383838
early8__coverage_then_margin_B40,w85__r118_f02,118,2,B1_q20,balanced_accuracy,80,0.8154000946969697
early8__coverage_then_margin_B40,w85__r118_f02,118,2,B1_q30,accuracy,40,0.8833333333333333
early8__coverage_then_margin_B40,w85__r118_f02,118,2,B1_q30,accuracy,80,0.8828125
early8__coverage_then_margin_B40,w85__r118_f02,118,2,B1_q30,balanced_accuracy,40,0.8781067251461989
early8__coverage_then_margin_B40,w85__r118_f02,118,2,B1_q30,balanced_accuracy,80,0.8369311951754386
early8__coverage_then_margin_B40,w85__r118_f02,118,2,full81,accuracy,40,0.963991769547325
early8__coverage_then_margin_B40,w85__r118_f02,118,2,full81,accuracy,80,0.9638310185185184
early8__coverage_then_margin_B40,w85__r118_f02,118,2,full81,balanced_accuracy,40,0.9575126262626262
early8__coverage_then_margin_B40,w85__r118_f02,118,2,full81,balanced_accuracy,80,0.938967803030303
early8__coverage_then_margin_B40,w85__r118_f03,118,3,B1_q20,accuracy,40,0.8713235294117646
early8__coverage_then_margin_B40,w85__r118_f03,118,3,B1_q20,accuracy,80,0.8676470588235294
early8__coverage_then_margin_B40,w85__r118_f03,118,3,B1_q20,balanced_accuracy,40,0.8706597222222222
early8__coverage_then_margin_B40,w85__r118_f03,118,3,B1_q20,balanced_accuracy,80,0.8677300347222222
early8__coverage_then_margin_B40,w85__r118_f03,118,3,B1_q30,accuracy,40,0.9125000000000001
early8__coverage_then_margin_B40,w85__r118_f03,118,3,B1_q30,accuracy,80,0.91
early8__coverage_then_margin_B40,w85__r118_f03,118,3,B1_q30,balanced_accuracy,40,0.9093749999999999
early8__coverage_then_margin_B40,w85__r118_f03,118,3,B1_q30,balanced_accuracy,80,0.9049479166666667
early8__coverage_then_margin_B40,w85__r118_f03,118,3,full81,accuracy,40,0.972993827160494
early8__coverage_then_margin_B40,w85__r118_f03,118,3,full81,accuracy,80,0.9722222222222222
early8__coverage_then_margin_B40,w85__r118_f03,118,3,full81,balanced_accuracy,40,0.956060606060606
early8__coverage_then_margin_B40,w85__r118_f03,118,3,full81,balanced_accuracy,80,0.9519649621212121
early8__coverage_then_margin_B40,w85__r118_f04,118,4,B1_q20,accuracy,40,0.801470588235294
early8__coverage_then_margin_B40,w85__r118_f04,118,4,B1_q20,accuracy,80,0.8046874999999999
early8__coverage_then_margin_B40,w85__r118_f04,118,4,B1_q20,balanced_accuracy,40,0.7133413461538461
early8__coverage_then_margin_B40,w85__r118_f04,118,4,B1_q20,balanced_accuracy,80,0.7053034855769231
early8__coverage_then_margin_B40,w85__r118_f04,118,4,B1_q30,accuracy,40,0.8650000000000001
early8__coverage_then_margin_B40,w85__r118_f04,118,4,B1_q30,accuracy,80,0.8671875
early8__coverage_then_margin_B40,w85__r118_f04,118,4,B1_q30,balanced_accuracy,40,0.8078399122807017
early8__coverage_then_margin_B40,w85__r118_f04,118,4,B1_q30,balanced_accuracy,80,0.8025973135964911
early8__coverage_then_margin_B40,w85__r118_f04,118,4,full81,accuracy,40,0.9539609053497942
early8__coverage_then_margin_B40,w85__r118_f04,118,4,full81,accuracy,80,0.9548611111111109
early8__coverage_then_margin_B40,w85__r118_f04,118,4,full81,balanced_accuracy,40,0.9209643745557924
early8__coverage_then_margin_B40,w85__r118_f04,118,4,full81,balanced_accuracy,80,0.9181977945095949
early8__coverage_then_margin_B40,w85__r118_f05,118,5,B1_q20,accuracy,40,0.9375
early8__coverage_then_margin_B40,w85__r118_f05,118,5,B1_q20,accuracy,80,0.9397977941176472
early8__coverage_then_margin_B40,w85__r118_f05,118,5,B1_q20,balanced_accuracy,40,0.9254464285714286
early8__coverage_then_margin_B40,w85__r118_f05,118,5,B1_q20,balanced_accuracy,80,0.9273995535714288
early8__coverage_then_margin_B40,w85__r118_f05,118,5,B1_q30,accuracy,40,0.9574999999999999
early8__coverage_then_margin_B40,w85__r118_f05,118,5,B1_q30,accuracy,80,0.9590624999999999
early8__coverage_then_margin_B40,w85__r118_f05,118,5,B1_q30,balanced_accuracy,40,0.9356617647058824
early8__coverage_then_margin_B40,w85__r118_f05,118,5,B1_q30,balanced_accuracy,80,0.9368106617647058
early8__coverage_then_margin_B40,w85__r118_f05,118,5,full81,accuracy,40,0.9868827160493826
early8__coverage_then_margin_B40,w85__r118_f05,118,5,full81,accuracy,80,0.9873649691358024
early8__coverage_then_margin_B40,w85__r118_f05,118,5,full81,balanced_accuracy,40,0.9638192963752665
early8__coverage_then_margin_B40,w85__r118_f05,118,5,full81,balanced_accuracy,80,0.9641108075692963
early8__coverage_then_margin_B40,w85__r119_f01,119,1,B1_q20,accuracy,40,0.9975490196078431
early8__coverage_then_margin_B40,w85__r119_f01,119,1,B1_q20,accuracy,80,0.9990808823529411
early8__coverage_then_margin_B40,w85__r119_f01,119,1,B1_q20,balanced_accuracy,40,0.9983974358974358
early8__coverage_then_margin_B40,w85__r119_f01,119,1,B1_q20,balanced_accuracy,80,0.9993990384615384
early8__coverage_then_margin_B40,w85__r119_f01,119,1,B1_q30,accuracy,40,0.9925
early8__coverage_then_margin_B40,w85__r119_f01,119,1,B1_q30,accuracy,80,0.9971875
early8__coverage_then_margin_B40,w85__r119_f01,119,1,B1_q30,balanced_accuracy,40,0.9884259259259259
early8__coverage_then_margin_B40,w85__r119_f01,119,1,B1_q30,balanced_accuracy,80,0.9956597222222222
early8__coverage_then_margin_B40,w85__r119_f01,119,1,full81,accuracy,40,0.9976851851851851
early8__coverage_then_margin_B40,w85__r119_f01,119,1,full81,accuracy,80,0.9991319444444444
early8__coverage_then_margin_B40,w85__r119_f01,119,1,full81,balanced_accuracy,40,0.9948232323232323
early8__coverage_then_margin_B40,w85__r119_f01,119,1,full81,balanced_accuracy,80,0.9980587121212121
early8__coverage_then_margin_B40,w85__r119_f02,119,2,B1_q20,accuracy,40,0.8100490196078431
early8__coverage_then_margin_B40,w85__r119_f02,119,2,B1_q20,accuracy,80,0.8120404411764705
early8__coverage_then_margin_B40,w85__r119_f02,119,2,B1_q20,balanced_accuracy,40,0.8055555555555555
early8__coverage_then_margin_B40,w85__r119_f02,119,2,B1_q20,balanced_accuracy,80,0.8074001736111112
early8__coverage_then_margin_B40,w85__r119_f02,119,2,B1_q30,accuracy,40,0.855
early8__coverage_then_margin_B40,w85__r119_f02,119,2,B1_q30,accuracy,80,0.86625
early8__coverage_then_margin_B40,w85__r119_f02,119,2,B1_q30,balanced_accuracy,40,0.8340567129629628
early8__coverage_then_margin_B40,w85__r119_f02,119,2,B1_q30,balanced_accuracy,80,0.8427191840277779
early8__coverage_then_margin_B40,w85__r119_f02,119,2,full81,accuracy,40,0.9539609053497942
early8__coverage_then_margin_B40,w85__r119_f02,119,2,full81,accuracy,80,0.9582368827160492
early8__coverage_then_margin_B40,w85__r119_f02,119,2,full81,balanced_accuracy,40,0.9159406565656566
early8__coverage_then_margin_B40,w85__r119_f02,119,2,full81,balanced_accuracy,80,0.9184303977272728
early8__coverage_then_margin_B40,w85__r119_f03,119,3,B1_q20,accuracy,40,0.8125
early8__coverage_then_margin_B40,w85__r119_f03,119,3,B1_q20,accuracy,80,0.8267463235294116
early8__coverage_then_margin_B40,w85__r119_f03,119,3,B1_q20,balanced_accuracy,40,0.7383207070707071
early8__coverage_then_margin_B40,w85__r119_f03,119,3,B1_q20,balanced_accuracy,80,0.7566287878787878
early8__coverage_then_margin_B40,w85__r119_f03,119,3,B1_q30,accuracy,40,0.8725
early8__coverage_then_margin_B40,w85__r119_f03,119,3,B1_q30,accuracy,80,0.8821875
early8__coverage_then_margin_B40,w85__r119_f03,119,3,B1_q30,balanced_accuracy,40,0.8042279411764706
early8__coverage_then_margin_B40,w85__r119_f03,119,3,B1_q30,balanced_accuracy,80,0.8177274816176471
early8__coverage_then_margin_B40,w85__r119_f03,119,3,full81,accuracy,40,0.960648148148148
early8__coverage_then_margin_B40,w85__r119_f03,119,3,full81,accuracy,80,0.9636381172839505
early8__coverage_then_margin_B40,w85__r119_f03,119,3,full81,balanced_accuracy,40,0.8964330808080808
early8__coverage_then_margin_B40,w85__r119_f03,119,3,full81,balanced_accuracy,80,0.9032315340909092
early8__coverage_then_margin_B40,w85__r119_f04,119,4,B1_q20,accuracy,40,0.8284313725490197
early8__coverage_then_margin_B40,w85__r119_f04,119,4,B1_q20,accuracy,80,0.8506433823529412
early8__coverage_then_margin_B40,w85__r119_f04,119,4,B1_q20,balanced_accuracy,40,0.8177083333333334
early8__coverage_then_margin_B40,w85__r119_f04,119,4,B1_q20,balanced_accuracy,80,0.84130859375
early8__coverage_then_margin_B40,w85__r119_f04,119,4,B1_q30,accuracy,40,0.8833333333333334
early8__coverage_then_margin_B40,w85__r119_f04,119,4,B1_q30,accuracy,80,0.8984375
early8__coverage_then_margin_B40,w85__r119_f04,119,4,B1_q30,balanced_accuracy,40,0.8379629629629629
early8__coverage_then_margin_B40,w85__r119_f04,119,4,B1_q30,balanced_accuracy,80,0.8589409722222223
early8__coverage_then_margin_B40,w85__r119_f04,119,4,full81,accuracy,40,0.9580761316872427
early8__coverage_then_margin_B40,w85__r119_f04,119,4,full81,accuracy,80,0.9642168209876543
early8__coverage_then_margin_B40,w85__r119_f04,119,4,full81,balanced_accuracy,40,0.8798973880597014
early8__coverage_then_margin_B40,w85__r119_f04,119,4,full81,balanced_accuracy,80,0.8969258062366738
early8__coverage_then_margin_B40,w85__r119_f05,119,5,B1_q20,accuracy,40,0.6482843137254902
early8__coverage_then_margin_B40,w85__r119_f05,119,5,B1_q20,accuracy,80,0.6590073529411764
early8__coverage_then_margin_B40,w85__r119_f05,119,5,B1_q20,balanced_accuracy,40,0.6903409090909092
early8__coverage_then_margin_B40,w85__r119_f05,119,5,B1_q20,balanced_accuracy,80,0.6986268939393939
early8__coverage_then_margin_B40,w85__r119_f05,119,5,B1_q30,accuracy,40,0.7608333333333334
early8__coverage_then_margin_B40,w85__r119_f05,119,5,B1_q30,accuracy,80,0.768125
early8__coverage_then_margin_B40,w85__r119_f05,119,5,B1_q30,balanced_accuracy,40,0.7902612433862434
early8__coverage_then_margin_B40,w85__r119_f05,119,5,B1_q30,balanced_accuracy,80,0.7953249007936507
early8__coverage_then_margin_B40,w85__r119_f05,119,5,full81,accuracy,40,0.9261831275720164
early8__coverage_then_margin_B40,w85__r119_f05,119,5,full81,accuracy,80,0.9284336419753085
early8__coverage_then_margin_B40,w85__r119_f05,119,5,full81,balanced_accuracy,40,0.9271277540867094
early8__coverage_then_margin_B40,w85__r119_f05,119,5,full81,balanced_accuracy,80,0.9284881396588487
early8__coverage_then_margin_B40,w85__r120_f01,120,1,B1_q20,accuracy,40,0.8382352941176471
early8__coverage_then_margin_B40,w85__r120_f01,120,1,B1_q20,accuracy,80,0.8290441176470587
early8__coverage_then_margin_B40,w85__r120_f01,120,1,B1_q20,balanced_accuracy,40,0.8389756944444445
early8__coverage_then_margin_B40,w85__r120_f01,120,1,B1_q20,balanced_accuracy,80,0.8311089409722223
early8__coverage_then_margin_B40,w85__r120_f01,120,1,B1_q30,accuracy,40,0.8825
early8__coverage_then_margin_B40,w85__r120_f01,120,1,B1_q30,accuracy,80,0.8809375
early8__coverage_then_margin_B40,w85__r120_f01,120,1,B1_q30,balanced_accuracy,40,0.8760416666666667
early8__coverage_then_margin_B40,w85__r120_f01,120,1,B1_q30,balanced_accuracy,80,0.8701822916666668
early8__coverage_then_margin_B40,w85__r120_f01,120,1,full81,accuracy,40,0.9637345679012346
early8__coverage_then_margin_B40,w85__r120_f01,120,1,full81,accuracy,80,0.9632523148148148
early8__coverage_then_margin_B40,w85__r120_f01,120,1,full81,balanced_accuracy,40,0.9375
early8__coverage_then_margin_B40,w85__r120_f01,120,1,full81,balanced_accuracy,80,0.9301609848484849
early8__coverage_then_margin_B40,w85__r120_f02,120,2,B1_q20,accuracy,40,0.8774509803921569
early8__coverage_then_margin_B40,w85__r120_f02,120,2,B1_q20,accuracy,80,0.8805147058823531
early8__coverage_then_margin_B40,w85__r120_f02,120,2,B1_q20,balanced_accuracy,40,0.8500000000000001
early8__coverage_then_margin_B40,w85__r120_f02,120,2,B1_q20,balanced_accuracy,80,0.8552083333333333
early8__coverage_then_margin_B40,w85__r120_f02,120,2,B1_q30,accuracy,40,0.9166666666666666
early8__coverage_then_margin_B40,w85__r120_f02,120,2,B1_q30,accuracy,80,0.91875
early8__coverage_then_margin_B40,w85__r120_f02,120,2,B1_q30,balanced_accuracy,40,0.8666666666666667
