roc_auc_ci_low,roc_auc_ci_high,pr_auc_ci_low,pr_auc_ci_high,valid_bootstrap_resamples,requested_bootstrap_resamples,bootstrap_seed,cluster_count,candidate,source_column,bootstrap_unit
0.9696014046669006,0.9994765222072601,0.6223317325115204,0.900135993957519,9999,10000,35063026,239,instantaneous_depth,depth_um,simulation cluster
0.12687671557068825,0.35401831716299054,0.0016821547935251147,0.01644927114248275,9999,10000,35063027,239,instantaneous_width_inverse,width_um,simulation cluster
0.9625906407833099,0.9991118222475052,0.5297313958406449,0.9183498501777648,9999,10000,35063028,239,instantaneous_aspect_ratio,aspect_ratio,simulation cluster
0.9879978895187378,0.9995245575904846,0.5827539056539536,0.9317681193351744,9999,10000,35063029,239,instantaneous_depth_over_LS,depth_over_LS,simulation cluster
0.9741401344537735,0.9954692885279656,0.42383573427796367,0.8130804866552352,9998,10000,35063030,239,local_rolling_depth_50um,rolling_median_depth_50um_um,simulation cluster
0.9677645981311798,0.9946883499622345,0.32951551526784895,0.8564083606004714,9999,10000,35063031,239,local_rolling_aspect_ratio_50um,rolling_median_aspect_ratio_50um,simulation cluster
