metric,difference_definition,observed_difference,ci_low,ci_high,confidence_level,bootstrap_resamples,paired_by_simulation_id,bootstrap_seed,ci_excludes_zero,robustly_favours_model_a,robustly_favours_model_b,response,target_unit,comparison_group,model_a,model_b
MAE,model_a minus model_b; negative favours model_a,0.005372725501103556,0.0030407158857302806,0.007651577737193839,0.95,10000,True,2452287568,True,False,True,kinetic_energy,nJ,learned_kernel_candidate_vs_matern32,matern52_learned_nugget,matern32_learned_nugget
RMSE,model_a minus model_b; negative favours model_a,0.0035349860179174353,0.0008863817340706154,0.005688333077128672,0.95,10000,True,4011705840,True,False,True,kinetic_energy,nJ,learned_kernel_candidate_vs_matern32,matern52_learned_nugget,matern32_learned_nugget
MAE,model_a minus model_b; negative favours model_a,0.007314809708721323,0.004432100800661985,0.010138568757802233,0.95,10000,True,2162620681,True,False,True,kinetic_energy,nJ,learned_kernel_candidate_vs_matern32,rbf_learned_nugget,matern32_learned_nugget
RMSE,model_a minus model_b; negative favours model_a,0.004902488380710279,0.0017270331903740015,0.007475447063251777,0.95,10000,True,2038088020,True,False,True,kinetic_energy,nJ,learned_kernel_candidate_vs_matern32,rbf_learned_nugget,matern32_learned_nugget
MAE,model_a minus model_b; negative favours model_a,-0.02637409673531542,-0.03339310343803566,-0.01940662166752481,0.95,10000,True,159888530,True,True,False,kinetic_energy,nJ,selected_gp_vs_baseline,matern32_learned_nugget,linear_ridge
RMSE,model_a minus model_b; negative favours model_a,-0.013593408631293352,-0.026926724114940633,-0.005490850389257178,0.95,10000,True,1917950240,True,True,False,kinetic_energy,nJ,selected_gp_vs_baseline,matern32_learned_nugget,linear_ridge
MAE,model_a minus model_b; negative favours model_a,-0.007687597376751634,-0.010817058929532568,-0.004510016622810744,0.95,10000,True,1708926952,True,True,False,kinetic_energy,nJ,selected_gp_vs_baseline,matern32_learned_nugget,polynomial_ridge_degree2
RMSE,model_a minus model_b; negative favours model_a,-0.005908376952158428,-0.009083805850951282,-0.0023053400711239226,0.95,10000,True,2297172438,True,True,False,kinetic_energy,nJ,selected_gp_vs_baseline,matern32_learned_nugget,polynomial_ridge_degree2
MAE,model_a minus model_b; negative favours model_a,-0.5755101201775336,-0.6257498396062249,-0.5243941271863412,0.95,10000,True,2608114349,True,True,False,kinetic_energy,nJ,selected_gp_vs_baseline,matern32_learned_nugget,training_mean
RMSE,model_a minus model_b; negative favours model_a,-0.6010859420919115,-0.687359852421242,-0.5087043803138841,0.95,10000,True,4273422246,True,True,False,kinetic_energy,nJ,selected_gp_vs_baseline,matern32_learned_nugget,training_mean
MAE,model_a minus model_b; negative favours model_a,-0.025348301413754937,-0.03864236959310866,-0.01305610537584992,0.95,10000,True,1572524583,True,True,False,kinetic_energy,nJ,selected_kernel_learned_nugget_vs_no_nugget,matern32_learned_nugget,matern32_no_nugget
RMSE,model_a minus model_b; negative favours model_a,-0.028718676431570778,-0.06160928415595638,-0.007973827864999394,0.95,10000,True,1254565273,True,True,False,kinetic_energy,nJ,selected_kernel_learned_nugget_vs_no_nugget,matern32_learned_nugget,matern32_no_nugget
MAE,model_a minus model_b; negative favours model_a,0.006799498764569201,-0.046981833992327346,0.058871620644033326,0.95,10000,True,4216535728,False,False,False,total_height,um,learned_kernel_candidate_vs_matern32,matern52_learned_nugget,matern32_learned_nugget
RMSE,model_a minus model_b; negative favours model_a,0.05652611477424241,-0.015630469736725657,0.1284246239192285,0.95,10000,True,1681448138,False,False,False,total_height,um,learned_kernel_candidate_vs_matern32,matern52_learned_nugget,matern32_learned_nugget
MAE,model_a minus model_b; negative favours model_a,0.04124895326492872,-0.08922414505170707,0.16880986405578233,0.95,10000,True,349300614,False,False,False,total_height,um,learned_kernel_candidate_vs_matern32,rbf_learned_nugget,matern32_learned_nugget
RMSE,model_a minus model_b; negative favours model_a,0.10778537309422376,-0.0314316452276048,0.24525175904658428,0.95,10000,True,2888174756,False,False,False,total_height,um,learned_kernel_candidate_vs_matern32,rbf_learned_nugget,matern32_learned_nugget
