method_left,method_right,snapshots,defined_spearman_snapshots,median_spearman,q05_spearman,mean_kendall_tau,top1_agreement,mean_top5_jaccard,mean_top10_jaccard,undefined_spearman_snapshots
M3_EMI,M3_SMOCU_APPROX,600,578,-0.04286039654060948,-0.9128004741665942,-0.0506913585480913,0.38,0.34546957671957673,0.33850963693455954,22
M3_EMI,M3_SUR_APPROX,600,578,0.6432617541245922,-0.7804819316919238,0.37938994182402586,0.3283333333333333,0.3848743386243386,0.4537576828056704,22
M3_EMI,M3_TMES_GSUR,600,578,0.9999158359741186,0.9988612830591971,0.9951845151338349,0.8083333333333333,0.8893518518518518,0.9321672771672771,22
M3_EMI,PA_TVR_CANDIDATE,600,578,0.9878886758728738,0.33163773339171054,0.8311133437233709,0.3383333333333333,0.44646164021164014,0.5404041201603121,22
M3_MARGIN,M3_EMI,600,578,0.9872161723261278,0.3613676198993147,0.8452762317019963,0.66,0.6901851851851851,0.7475827870100316,22
M3_MARGIN,M3_SMOCU_APPROX,600,596,-0.08841946994856263,-0.9014321494580702,-0.040079832217172706,0.3516666666666667,0.3271296296296296,0.3314727339224243,4
M3_MARGIN,M3_STRADDLE,600,600,0.9991108155836348,0.47101139280471704,0.897040972308415,0.6633333333333333,0.7762433862433863,0.844281780024814,0
M3_MARGIN,M3_SUR_APPROX,600,596,0.6883683353138621,-0.7707231236130028,0.385264637158784,0.285,0.3607407407407407,0.43748149325161706,4
M3_MARGIN,M3_TMES_GSUR,600,578,0.9884364163668637,0.3613676198993147,0.8475426347334382,0.5033333333333333,0.6085185185185185,0.6992028009829867,22
M3_MARGIN,PA_TVR_CANDIDATE,600,600,0.9772379664817858,0.14731333191688958,0.781922793010928,0.22166666666666668,0.3585251322751323,0.4844804772397652,0
M3_SMOCU_APPROX,M3_SUR_APPROX,600,596,0.6802595972368223,-0.4242759034494452,0.5106202016522632,0.35333333333333333,0.4330026455026455,0.46607997810010193,4
M3_SMOCU_APPROX,M3_TMES_GSUR,600,578,-0.0425776079830602,-0.913499002515396,-0.050597622687696346,0.3433333333333333,0.3363095238095238,0.33239495168287736,22
M3_SMOCU_APPROX,PA_TVR_CANDIDATE,600,596,-0.034997362814654424,-0.9155290936817395,-0.043473240736605655,0.13833333333333334,0.18313492063492062,0.227070216218823,4
M3_STRADDLE,M3_EMI,600,578,0.9925138095276271,0.33318324726691034,0.8689356909646322,0.8283333333333334,0.7949007936507937,0.8163275704916572,22
M3_STRADDLE,M3_SMOCU_APPROX,600,596,-0.04689850111940384,-0.9061793966233945,-0.03182748238130252,0.3616666666666667,0.33494708994708994,0.33572772829738773,4
M3_STRADDLE,M3_SUR_APPROX,600,596,0.6850918764305693,-0.7758515792473637,0.38724245068497526,0.3283333333333333,0.3861375661375661,0.4554411428211738,4
M3_STRADDLE,M3_TMES_GSUR,600,578,0.9934569391072131,0.3310145312443793,0.8710534222455772,0.755,0.7483796296296297,0.7889782531423398,22
M3_STRADDLE,PA_TVR_CANDIDATE,600,600,0.989048796403462,0.8467027815561039,0.8918811731483576,0.36,0.453531746031746,0.5641643547371101,0
M3_SUR_APPROX,M3_TMES_GSUR,600,578,0.6423256082431308,-0.781484868385727,0.38046903956520706,0.34,0.39666666666666667,0.4600119915057995,22
M3_SUR_APPROX,PA_TVR_CANDIDATE,600,596,0.6719611983036506,-0.78027644573312,0.3700316689904659,0.21833333333333332,0.2912367724867725,0.38242286279824983,4
M3_TMES_GSUR,PA_TVR_CANDIDATE,600,578,0.9890020610551447,0.32958078637873484,0.8330833204822571,0.39166666666666666,0.47308201058201055,0.5600104643951394,22
