benchmark,method,mean_final_global_error,std_final_global_error,rank_final_global_error,mean_final_near_boundary_error_q10,std_final_near_boundary_error_q10,rank_final_near_boundary_error_q10,mean_final_near_boundary_error_q20,std_final_near_boundary_error_q20,rank_final_near_boundary_error_q20,mean_final_near_boundary_error_q30,std_final_near_boundary_error_q30,rank_final_near_boundary_error_q30,mean_final_latent_uncertainty_region_fraction,std_final_latent_uncertainty_region_fraction,rank_final_latent_uncertainty_region_fraction,mean_final_latent_uncertainty_region_fraction_q20,std_final_latent_uncertainty_region_fraction_q20,rank_final_latent_uncertainty_region_fraction_q20,mean_final_latent_uncertainty_region_fraction_q30,std_final_latent_uncertainty_region_fraction_q30,rank_final_latent_uncertainty_region_fraction_q30,mean_query_distance,median_query_distance,query_distance_q25,query_distance_q75,fraction_queries_in_pool_boundary_band_q10,fraction_queries_in_pool_boundary_band_q20,fraction_queries_in_pool_boundary_band_q30,rank_median_query_distance
branin,random,0.119400,0.029243,8,0.417000,0.041575,8,0.343250,0.047648,8,0.282333,0.044983,8,0.479850,0.107541,5,0.570750,0.100214,6,0.545500,0.091985,6,42.336557,24.899938,12.019579,54.677847,0.095455,0.168182,0.268182,8
branin,smallest_abs_mu,0.065900,0.010975,6,0.364000,0.005831,5,0.246750,0.022144,2,0.186833,0.019188,3,0.742200,0.019692,8,0.613250,0.032650,7,0.623333,0.028122,8,27.717099,12.038580,5.020593,23.453951,0.254545,0.368182,0.509091,1
branin,straddle,0.062000,0.008296,3,0.358500,0.030602,2,0.257250,0.033998,4,0.192833,0.028851,4,0.482300,0.049739,6,0.539250,0.069681,5,0.498167,0.069758,5,43.034971,19.439750,8.472150,52.963831,0.145455,0.259091,0.340909,3
branin,randomized_straddle,0.060200,0.004279,2,0.363000,0.027221,4,0.251500,0.011549,3,0.186500,0.008873,2,0.632600,0.048045,7,0.619500,0.044375,8,0.606500,0.035498,7,39.665499,17.551774,8.402247,38.435918,0.168182,0.263636,0.377273,2
branin,expected_feasibility,0.066350,0.010226,7,0.389500,0.043168,7,0.282250,0.029616,7,0.211333,0.027420,7,0.185050,0.014716,1,0.422250,0.040089,1,0.364000,0.022101,1,46.597989,22.232665,11.103026,64.021034,0.122727,0.204545,0.277273,7
branin,diversified_straddle,0.064450,0.009539,5,0.359500,0.045591,3,0.259250,0.038402,5,0.197333,0.030140,5,0.358200,0.024449,4,0.505500,0.075111,4,0.446500,0.057173,4,44.651304,21.850675,9.411843,56.468460,0.127273,0.245455,0.318182,6
branin,boundary_gated_diversified_straddle,0.063450,0.007442,4,0.368500,0.031369,6,0.262750,0.030212,6,0.197333,0.026084,6,0.351450,0.048995,3,0.495750,0.071526,3,0.432667,0.062500,3,44.612256,20.654992,9.845669,56.295721,0.127273,0.236364,0.295455,4
branin,lookahead_boundary_uncertainty_reduction,0.055900,0.008513,1,0.334500,0.033890,1,0.235500,0.034502,1,0.175333,0.026482,1,0.284200,0.079452,2,0.478500,0.057973,2,0.416833,0.064888,2,41.169858,20.954706,10.903703,51.927294,0.090909,0.213636,0.345455,5
