simulation_id,numeric_simulation_id,P,VX,LS,ST,melt_pool_depth_below_surface_selected_primary_scalar_target_m,depth_target_um,flag_primary_window_unstable,depth_bootstrap_variance_um2,depth_bootstrap_std_um,fold_index
sim_00194,194,139.185905374,0.93275027917,8.26285474625e-05,371.150203889,3.484468e-05,34.844680000000004,False,1.6545951083766496e-05,0.0040676714572057,182
sim_00195,195,140.314676599,0.596196399995,8.19973378232e-05,342.525649343,4.4544525e-05,44.544525,False,0.1050237757876613,0.3240737196806635,183
sim_00196,196,141.451666054,0.378275685755,6.85388508408e-05,315.145948826,6.230543e-05,62.305429999999994,False,0.0001156325699475,0.0107532585734511,184
sim_00197,197,145.199982561,0.253198682602,7.7513591008e-05,398.693210886,5.884488e-05,58.84488,False,2.708864241442916e-05,0.0052046750536829,185
sim_00198,198,149.381043177,0.292260061908,7.79529508561e-05,384.444199936,6.271052e-05,62.710519999999995,False,4.465190502603424e-06,0.0021130997379687,186
sim_00199,199,150.755371566,0.566215971452,6.88880703989e-05,365.237346809,5.2424895e-05,52.424895,False,0.2302680156203509,0.4798624965762077,187
sim_00200,200,155.08939981,0.967429278716,6.89242148544e-05,322.599938314,4.27637e-05,42.7637,False,6.330572945851968e-05,0.0079564897698997,188
sim_00201,201,156.536166657,0.9922713524,8.48527663575e-05,399.457924021,3.879092e-05,38.79092,False,2.067366606573078e-05,0.0045468303317509,189
sim_00202,202,162.201106716,0.908426857038,8.56302518524e-05,395.218711567,4.2755205e-05,42.755205000000004,False,3.7560189083266506e-05,0.0061286368046464,190
sim_00203,203,165.961555057,0.261983014715,5.47380727674e-05,307.441799119,6.672152e-05,66.72152,False,7.770306155910413e-06,0.0027875268888228,191
sim_00204,204,171.793878697,0.802872637148,7.56304072004e-05,389.149112673,5.0749825e-05,50.749825,False,5.813720309368722e-05,0.007624775609399,192
sim_00205,205,178.179131994,0.674364285322,6.39772031663e-05,392.701744041,5.8966555e-05,58.966555,False,0.0443267187479482,0.2105391145320704,193
sim_00206,206,180.4231768,0.853402947533,8.92029044014e-05,332.421625378,4.6819025e-05,46.819025,False,5.625401527454889e-06,0.0023717928930357,194
sim_00207,207,181.628478787,0.952936233186,6.91719476824e-05,399.362560559,5.038592e-05,50.385920000000006,False,0.0002189791319618,0.0147979435044816,195
sim_00208,208,188.623199531,0.253450423389,5.98563054886e-05,373.9812389,7.0712775e-05,70.71277500000001,False,7.479884179961224e-06,0.0027349376921533,196
sim_00209,209,189.966894809,0.644468304217,6.74843907822e-05,388.1301819,6.275649e-05,62.75649,False,0.0343138008781622,0.1852398468962935,197
sim_00210,210,191.425479448,0.407642571095,6.68635438353e-05,376.486404344,7.473629500000001e-05,74.73629500000001,False,3.10791198941832e-05,0.0055748650112969,198
sim_00211,211,194.299416559,0.806548050335,7.3474496565e-05,381.946978961,5.476627e-05,54.766270000000006,False,6.72632731503052e-06,0.002593516399607,199
sim_00212,212,196.499083559,0.373706074139,6.49065899682e-05,353.001345311,7.472211e-05,74.72211,False,2.5121556703309545e-05,0.0050121409301125,200
sim_00213,213,199.092557979,0.316505824784,5.93128195415e-05,330.512210532,7.478073e-05,74.78072999999999,False,1.400517258517418e-05,0.0037423485387085,201
sim_00214,214,202.623346674,0.47308497906,5.69403778977e-05,355.073751689,7.871352e-05,78.71352,False,0.1884829466479584,0.4341462272644533,202
sim_00215,215,205.507001181,0.303336340291,4.80706805647e-05,333.622908766,7.4744955e-05,74.74495499999999,False,1.3163050915431763e-05,0.0036280919111058,203
sim_00216,216,207.940614893,0.318461267696,7.4904937331e-05,370.987623474,7.478965e-05,74.78965,False,2.4379913165335923e-06,0.0015614068388903,204
sim_00217,217,210.464738138,0.237113609615,6.46217439158e-05,306.057190902,7.08582e-05,70.85820000000001,False,4.655777765891466e-05,0.0068233259968225,205
sim_00218,218,213.87237204,0.329966780459,7.13970627017e-05,390.008507958,7.872033e-05,78.72033,False,3.15392780561152e-06,0.001775930124079,206
sim_00219,219,218.352277735,0.662592791038,5.96508880483e-05,307.55260089,6.673003e-05,66.73003,False,0.0032332193074325,0.0568614043744304,207
sim_00220,220,218.623352015,0.878480487228,8.13012329394e-05,381.006435488,5.488171e-05,54.88171,False,2.33291628553105e-05,0.004830027210618,208
sim_00221,221,222.052357041,0.997941039436,5.29599486117e-05,383.923575745,5.783656e-05,57.83656,False,0.0462521084299689,0.2150630336203062,209
sim_00223,223,225.511353261,0.242923031869,6.38341457094e-05,340.774386379,7.468625e-05,74.68625,False,7.354235460919102e-06,0.0027118693664922,210
sim_00224,224,226.648480029,0.577602942666,6.93800013331e-05,342.653362063,7.060906e-05,70.60906,False,0.0021171037419094,0.0460119956305901,211
sim_00225,225,227.690023792,0.392329282459,7.92871102354e-05,391.94840599,8.677511e-05,86.77511,False,1.1933661833667454e-05,0.0034545132556798,212
sim_00226,226,228.907235932,0.414638318501,7.95917332413e-05,340.25610662,8.2768745e-05,82.768745,False,1.2315768926955186e-05,0.0035093829837957,213
sim_00227,227,234.345987256,0.872091919433,7.00578367301e-05,333.182550298,5.883496e-05,58.83496,False,0.0001836996980917,0.0135535861708914,214
sim_00228,228,235.890696826,0.62852965691,7.09715556056e-05,349.581827429,7.0885e-05,70.88499999999999,False,0.0238850180043102,0.1545477855043876,215
sim_00229,229,236.206080041,0.584146530445,8.43378292301e-05,319.849522294,7.073368e-05,70.73367999999999,False,0.0030197968703005,0.0549526784633887,216
sim_00230,230,240.318887809,0.361018894241,4.85509578057e-05,398.513006139,9.4365085e-05,94.365085,False,0.0150530177211961,0.1226907401607643,217
sim_00231,231,243.325077963,0.998321353283,5.70160449472e-05,337.156153016,5.881433e-05,58.81433,False,1.622814517795606e-05,0.0040284172050516,218
sim_00232,232,246.298220115,0.718479932945,4.8795144948e-05,311.768373355,7.0584725e-05,70.584725,False,0.0011041345587971,0.0332285202619248,219
sim_00233,233,246.882256304,0.912145169038,8.52944569156e-05,321.903093968,5.866828e-05,58.66828,False,6.123449154949894e-05,0.0078252470599655,220
sim_00234,234,76.6986127633,0.686212461643,6.4052091323e-05,393.159111444,2.657544e-05,26.57544,False,0.0081138657187318,0.0900769988328423,221
sim_00235,235,78.6311637963,0.75889512334,7.24228839444e-05,395.823418581,2.2797205e-05,22.797204999999998,False,3.251212467574948e-05,0.0057019404307436,222
sim_00236,236,80.5741190929,0.403249617425,8.97039861056e-05,397.637850573,2.691556e-05,26.91556,False,7.033542051893914e-05,0.008386621519953,223
sim_00237,237,91.4898167395,0.477122889388,7.769973149e-05,351.010780102,3.361417e-05,33.61417,False,0.2840789605309275,0.5329905820283577,224
sim_00238,238,92.2921456709,0.425581954559,4.53091383738e-05,356.588229582,4.6218185e-05,46.218185000000005,False,0.0008515743209894,0.0291817463663412,225
sim_00239,239,92.9578294978,0.909619863772,6.47386544357e-05,309.507384821,2.682148e-05,26.821479999999998,False,7.972220006412987e-06,0.0028235119986309,226
sim_00240,240,93.7392388905,0.76284290369,5.63100861802e-05,349.958485388,3.3256665e-05,33.256665,False,0.4246023320784254,0.6516151717681422,227
sim_00241,241,97.5646849269,0.800614374072,8.74302358335e-05,345.052442693,2.285191e-05,22.85191,False,1.7657743156713102e-05,0.0042021117496698,228
sim_00242,242,97.9405338961,0.913267755474,7.48831340213e-05,390.809181728,2.684932e-05,26.84932,False,8.01483583166339e-06,0.002831048539263,229
