simulation_id,numeric_simulation_id,P,VX,LS,ST,melt_pool_depth_below_surface_selected_primary_scalar_target_m,depth_target_um,flag_primary_window_unstable,depth_bootstrap_variance_um2,depth_bootstrap_std_um,fold_index
sim_00180,180,100.408926704,0.564694322144,6.38706769001e-05,381.633419878,3.5697935e-05,35.697935,False,0.0728799308771406,0.2699628323994631,168
sim_00181,181,102.025474754,0.424029390103,7.94734719352e-05,354.238131711,3.881103e-05,38.81103,False,1.1231666403204876e-05,0.0033513678406293,169
sim_00182,182,102.449509144,0.918837420936,5.51471704636e-05,339.471112188,3.47056e-05,34.705600000000004,False,0.0001843873050144,0.0135789287137989,170
sim_00183,183,110.110895975,0.451651242475,8.6859144947e-05,349.969995372,3.87977e-05,38.797700000000006,False,1.556693157314623e-05,0.0039454950986088,171
sim_00184,184,110.131967455,0.225166085115,5.63312318207e-05,326.092691949,5.471282e-05,54.712819999999994,False,5.1393019749494345e-05,0.0071688925050871,172
sim_00185,185,118.139890353,0.847347819728,5.08934239386e-05,372.913421628,4.257925e-05,42.579249999999995,False,0.0353000660979222,0.1878831181823484,173
sim_00186,186,121.661876009,0.281641526906,7.16631028882e-05,330.429005364,5.480547e-05,54.80547,False,2.5625494882161024e-05,0.0050621630635688,174
sim_00187,187,126.512169142,0.57236868357,7.44940442576e-05,386.738254947,4.279998e-05,42.799980000000005,False,0.0007371861921138,0.0271511729417685,175
sim_00188,188,128.682231034,0.601925389683,8.082715257e-05,394.322355105,4.197075e-05,41.970749999999995,False,0.2188506182656913,0.4678147264309786,176
sim_00189,189,129.569646497,0.287154347682,6.5197985882e-05,393.701994752,5.873213e-05,58.732130000000005,False,6.596963998396503e-06,0.0025684555667553,177
sim_00190,190,131.049819122,0.780196421599,5.30845028915e-05,389.742843455,4.676886e-05,46.768860000000004,False,4.946447554749073e-05,0.0070330985737078,178
sim_00191,191,132.12166853,0.788188085218,6.42596953306e-05,382.443068729,4.274621e-05,42.746210000000005,False,3.608100513787284e-05,0.0060067466350656,179
sim_00192,192,134.93654729,0.343298656719,5.9412954069e-05,389.435734624,5.878432e-05,58.78432,False,8.248592118638068e-06,0.0028720362321248,180
sim_00193,193,137.056736091,0.84145784316,6.02926393206e-05,342.992007776,4.283726e-05,42.83726,False,1.957864179358862e-05,0.0044247759032055,181
