run_id,repeat,fold,model,budget,subset,roc_auc,pr_auc,accuracy,balanced_accuracy,keyhole_recall,conduction_recall,brier_score,false_negative,false_positive,true_negative,true_positive,row_count
w85__r04_f03,4,3,G0,40,B1_q20,0.5769230769230769,0.26666666666666666,0.7647058823529411,0.5,0.0,1.0,0.2499999973530187,4,0,13,0,17
w85__r04_f03,4,3,G0,80,full81,0.998989898989899,0.9958333333333333,0.9753086419753086,0.9590909090909091,0.9333333333333333,0.9848484848484849,0.0209463359279852,1,1,65,14,81
w85__r04_f03,4,3,G0,80,B1_q30,0.99,0.9666666666666668,0.92,0.875,0.8,0.95,0.056697486622087956,1,1,19,4,25
w85__r04_f03,4,3,G0,80,B1_q20,0.9807692307692308,0.95,0.8823529411764706,0.8365384615384616,0.75,0.9230769230769231,0.07697761239087933,1,1,12,3,17
w85__r04_f04,4,4,G0,16,full81,0.9696969696969697,0.8874504199504201,0.9259259259259259,0.8772727272727273,0.8,0.9545454545454546,0.07971707330811668,3,3,63,12,81
w85__r04_f04,4,4,G0,16,B1_q30,0.7941176470588236,0.6383916522074417,0.76,0.7242647058823529,0.625,0.8235294117647058,0.1746170400717488,3,3,14,5,25
w85__r04_f04,4,4,G0,16,B1_q20,0.7142857142857143,0.6393689643689644,0.6470588235294118,0.6357142857142857,0.5714285714285714,0.7,0.21270987055649637,3,3,7,4,17
w85__r04_f04,4,4,G0,40,full81,0.9858585858585859,0.9568067226890756,0.9382716049382716,0.9106060606060606,0.8666666666666667,0.9545454545454546,0.04976183257210411,2,3,63,13,81
w85__r04_f04,4,4,G0,40,B1_q30,0.9117647058823529,0.8821428571428571,0.8,0.7867647058823529,0.75,0.8235294117647058,0.13164066530694074,2,3,14,6,25
w85__r04_f04,4,4,G0,40,B1_q20,0.8714285714285714,0.8690476190476191,0.7058823529411765,0.7071428571428571,0.7142857142857143,0.7,0.15821526321515056,2,3,7,5,17
w85__r04_f04,4,4,G0,80,full81,0.9939393939393939,0.9788888888888888,0.9629629629629629,0.9515151515151515,0.9333333333333333,0.9696969696969697,0.027611940411402747,1,2,64,14,81
w85__r04_f04,4,4,G0,80,B1_q30,0.9558823529411764,0.9362980769230769,0.88,0.8786764705882353,0.875,0.8823529411764706,0.08755271622310172,1,2,15,7,25
w85__r04_f04,4,4,G0,80,B1_q20,0.9285714285714286,0.9276437847866419,0.8235294117647058,0.8285714285714285,0.8571428571428571,0.8,0.12149830740920631,1,2,8,6,17
w85__r04_f05,4,5,G0,16,full81,0.9872068230277186,0.9386594399752294,0.8888888888888888,0.6785714285714286,0.35714285714285715,1.0,0.0921091111819689,9,0,67,5,81
w85__r04_f05,4,5,G0,16,B1_q30,0.9375,0.8615961199294533,0.64,0.5,0.0,1.0,0.18006056368917578,9,0,16,0,25
w85__r04_f05,4,5,G0,16,B1_q20,0.8939393939393939,0.7861111111111111,0.6470588235294118,0.5,0.0,1.0,0.1879746184681599,6,0,11,0,17
w85__r04_f05,4,5,G0,40,full81,0.9925373134328359,0.9761904761904763,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,0.03391360531027561,1,0,67,13,81
w85__r04_f05,4,5,G0,40,B1_q30,0.9722222222222222,0.9658119658119657,0.96,0.9444444444444444,0.8888888888888888,1.0,0.0843944449513557,1,0,16,8,25
w85__r04_f05,4,5,G0,40,B1_q20,0.9393939393939394,0.9333333333333332,0.9411764705882353,0.9166666666666667,0.8333333333333334,1.0,0.11274981760478438,1,0,11,5,17
w85__r04_f05,4,5,G0,80,full81,0.9946695095948828,0.981203007518797,0.9629629629629629,0.8928571428571428,0.7857142857142857,1.0,0.021616474591558393,3,0,67,11,81
w85__r04_f05,4,5,G0,80,B1_q30,0.9791666666666666,0.9722222222222223,0.88,0.8333333333333333,0.6666666666666666,1.0,0.06679862687296195,3,0,16,6,25
w85__r04_f05,4,5,G0,80,B1_q20,0.9545454545454546,0.9444444444444444,0.8235294117647058,0.75,0.5,1.0,0.09752204842826886,3,0,11,3,17
w85__r05_f01,5,1,G0,16,full81,0.991919191919192,0.9694383016364441,0.9629629629629629,0.9257575757575758,0.8666666666666667,0.9848484848484849,0.05326009964818593,2,1,65,13,81
w85__r05_f01,5,1,G0,16,B1_q30,0.99,0.9666666666666668,0.96,0.975,1.0,0.95,0.08202188769069502,0,1,19,5,25
w85__r05_f01,5,1,G0,16,B1_q20,0.9833333333333333,0.9666666666666668,0.9411764705882353,0.9583333333333333,1.0,0.9166666666666666,0.09211927734771556,0,1,11,5,17
w85__r05_f01,5,1,G0,40,full81,1.0,1.0,0.9876543209876543,0.9924242424242424,1.0,0.9848484848484849,0.02513781145005728,0,1,65,15,81
w85__r05_f01,5,1,G0,40,B1_q30,1.0,1.0,0.96,0.975,1.0,0.95,0.06014973426782447,0,1,19,5,25
w85__r05_f01,5,1,G0,40,B1_q20,1.0,1.0,0.9411764705882353,0.9583333333333333,1.0,0.9166666666666666,0.0688687195383834,0,1,11,5,17
w85__r05_f01,5,1,G0,80,full81,0.998989898989899,0.9958333333333333,0.9876543209876543,0.9924242424242424,1.0,0.9848484848484849,0.013924612660519862,0,1,65,15,81
w85__r05_f01,5,1,G0,80,B1_q30,1.0,1.0,0.96,0.975,1.0,0.95,0.039323480420758686,0,1,19,5,25
w85__r05_f01,5,1,G0,80,B1_q20,1.0,1.0,0.9411764705882353,0.9583333333333333,1.0,0.9166666666666666,0.05266018523841708,0,1,11,5,17
w85__r05_f02,5,2,G0,16,full81,0.9829424307036247,0.9326521517697988,0.9259259259259259,0.7857142857142857,0.5714285714285714,1.0,0.07086602854892358,6,0,67,8,81
w85__r05_f02,5,2,G0,16,B1_q30,0.8958333333333334,0.8651455026455026,0.8,0.7222222222222222,0.4444444444444444,1.0,0.15901080310397245,5,0,16,4,25
w85__r05_f02,5,2,G0,16,B1_q20,0.8787878787878788,0.8375,0.8235294117647058,0.75,0.5,1.0,0.15598728637396897,3,0,11,3,17
w85__r05_f02,5,2,G0,40,full81,0.997867803837953,0.9901360544217687,0.9753086419753086,0.9285714285714286,0.8571428571428571,1.0,0.034410846147691625,2,0,67,12,81
w85__r05_f02,5,2,G0,40,B1_q30,0.9861111111111112,0.9765432098765432,0.92,0.8888888888888888,0.7777777777777778,1.0,0.09113093244252168,2,0,16,7,25
w85__r05_f02,5,2,G0,40,B1_q20,0.9696969696969697,0.9484126984126984,0.8823529411764706,0.8333333333333333,0.6666666666666666,1.0,0.10717002360644982,2,0,11,4,17
w85__r05_f02,5,2,G0,80,full81,0.9989339019189765,0.9952380952380953,0.9753086419753086,0.9285714285714286,0.8571428571428571,1.0,0.02094530109948007,2,0,67,12,81
w85__r05_f02,5,2,G0,80,B1_q30,0.9930555555555556,0.9888888888888889,0.92,0.8888888888888888,0.7777777777777778,1.0,0.06548933364948324,2,0,16,7,25
w85__r05_f02,5,2,G0,80,B1_q20,0.9848484848484849,0.9761904761904762,0.9411764705882353,0.9166666666666667,0.8333333333333334,1.0,0.07663586688365501,1,0,11,5,17
w85__r05_f03,5,3,G0,16,full81,0.9978678038379531,0.9910714285714285,0.9753086419753086,0.9568230277185501,0.9285714285714286,0.9850746268656716,0.0565910581521132,1,1,66,13,81
w85__r05_f03,5,3,G0,16,B1_q30,0.9841269841269841,0.9682539682539681,0.92,0.9007936507936507,0.8571428571428571,0.9444444444444444,0.11198526563328466,1,1,17,6,25
w85__r05_f03,5,3,G0,16,B1_q20,0.9696969696969696,0.9583333333333334,0.8823529411764706,0.8712121212121212,0.8333333333333334,0.9090909090909091,0.136911413352614,1,1,10,5,17
w85__r05_f03,5,3,G0,40,full81,0.9968017057569296,0.9873949579831932,0.9506172839506173,0.9418976545842217,0.9285714285714286,0.9552238805970149,0.030026624229458815,1,3,64,13,81
w85__r05_f03,5,3,G0,40,B1_q30,0.9761904761904763,0.9571428571428571,0.84,0.8452380952380952,0.8571428571428571,0.8333333333333334,0.08438945372380471,1,3,15,6,25
w85__r05_f03,5,3,G0,40,B1_q20,0.9545454545454546,0.9444444444444444,0.7647058823529411,0.7803030303030303,0.8333333333333334,0.7272727272727273,0.12206066433577088,1,3,8,5,17
w85__r05_f03,5,3,G0,80,full81,0.9957356076759062,0.9841269841269842,0.9629629629629629,0.949360341151386,0.9285714285714286,0.9701492537313433,0.023176789512276266,1,2,65,13,81
w85__r05_f03,5,3,G0,80,B1_q30,0.9682539682539683,0.948051948051948,0.88,0.873015873015873,0.8571428571428571,0.8888888888888888,0.07343411580923355,1,2,16,6,25
w85__r05_f03,5,3,G0,80,B1_q20,0.9393939393939394,0.9333333333333332,0.8235294117647058,0.8257575757575758,0.8333333333333334,0.8181818181818182,0.10736518035797624,1,2,9,5,17
w85__r05_f04,5,4,G0,16,full81,0.9666666666666666,0.7903442037265567,0.9135802469135802,0.7924242424242425,0.6,0.9848484848484849,0.07628390673671225,6,1,65,9,81
w85__r05_f04,5,4,G0,16,B1_q30,0.8831168831168831,0.7699641564614828,0.72,0.6915584415584416,0.45454545454545453,0.9285714285714286,0.1697635337466158,6,1,13,5,25
w85__r05_f04,5,4,G0,16,B1_q20,0.8333333333333333,0.7625932709266042,0.5882352941176471,0.6041666666666666,0.3333333333333333,0.875,0.22466807404542108,6,1,7,3,17
w85__r05_f04,5,4,G0,40,full81,0.9757575757575758,0.8892819326642856,0.9135802469135802,0.7924242424242425,0.6,0.9848484848484849,0.05635047537944713,6,1,65,9,81
w85__r05_f04,5,4,G0,40,B1_q30,0.8961038961038961,0.7778072937163847,0.72,0.6915584415584416,0.45454545454545453,0.9285714285714286,0.16641386061660815,6,1,13,5,25
w85__r05_f04,5,4,G0,40,B1_q20,0.8194444444444444,0.7483245149911817,0.5882352941176471,0.6041666666666666,0.3333333333333333,0.875,0.24080430288968308,6,1,7,3,17
w85__r05_f04,5,4,G0,80,full81,0.98989898989899,0.9379514004514004,0.9506172839506173,0.8924242424242425,0.8,0.9848484848484849,0.0333499593991863,3,1,65,12,81
w85__r05_f04,5,4,G0,80,B1_q30,0.935064935064935,0.8542535747081202,0.84,0.827922077922078,0.7272727272727273,0.9285714285714286,0.10440481326509507,3,1,13,8,25
w85__r05_f04,5,4,G0,80,B1_q20,0.875,0.7856701940035273,0.7647058823529411,0.7708333333333333,0.6666666666666666,0.875,0.1517900544004631,3,1,7,6,17
w85__r05_f05,5,5,G0,16,full81,0.9494949494949495,0.8967711962833913,0.9382716049382716,0.8333333333333333,0.6666666666666666,1.0,0.06659797498520781,5,0,66,10,81
w85__r05_f05,5,5,G0,16,B1_q30,0.8014705882352942,0.8001420454545454,0.8,0.6875,0.375,1.0,0.1508659437402601,5,0,17,3,25
w85__r05_f05,5,5,G0,16,B1_q20,0.7638888888888888,0.8381410256410255,0.7058823529411765,0.6875,0.375,1.0,0.19633193919905478,5,0,9,3,17
w85__r05_f05,5,5,G0,40,full81,0.9848484848484849,0.9482867894632601,0.9259259259259259,0.8772727272727273,0.8,0.9545454545454546,0.04348134662225676,3,3,63,12,81
w85__r05_f05,5,5,G0,40,B1_q30,0.9044117647058822,0.8564685314685314,0.76,0.7242647058823529,0.625,0.8235294117647058,0.1272330518772461,3,3,14,5,25
w85__r05_f05,5,5,G0,40,B1_q20,0.8333333333333334,0.8628787878787878,0.6470588235294118,0.6458333333333333,0.625,0.6666666666666666,0.17658385864272422,3,3,6,5,17
w85__r05_f05,5,5,G0,80,full81,0.9838383838383838,0.9486284086284087,0.9506172839506173,0.9181818181818182,0.8666666666666667,0.9696969696969697,0.037553306543312716,2,2,64,13,81
w85__r05_f05,5,5,G0,80,B1_q30,0.9117647058823528,0.8622835497835497,0.84,0.8161764705882353,0.75,0.8823529411764706,0.1191930427863169,2,2,15,6,25
w85__r05_f05,5,5,G0,80,B1_q20,0.8472222222222222,0.8677780552780553,0.7647058823529411,0.7638888888888888,0.75,0.7777777777777778,0.17309987998244858,2,2,7,6,17
w85__r06_f01,6,1,G0,16,full81,1.0,1.0,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,0.04990289874235983,2,0,66,13,81
w85__r06_f01,6,1,G0,16,B1_q30,1.0,1.0,0.92,0.875,0.75,1.0,0.08970133313432058,2,0,17,6,25
w85__r06_f01,6,1,G0,16,B1_q20,1.0,1.0,0.8823529411764706,0.8333333333333333,0.6666666666666666,1.0,0.11140333435558113,2,0,11,4,17
w85__r06_f01,6,1,G0,40,full81,1.0,1.0,0.9629629629629629,0.9,0.8,1.0,0.03376789525379748,3,0,66,12,81
w85__r06_f01,6,1,G0,40,B1_q30,1.0,1.0,0.88,0.8125,0.625,1.0,0.07490487016025113,3,0,17,5,25
w85__r06_f01,6,1,G0,40,B1_q20,1.0,1.0,0.8235294117647058,0.75,0.5,1.0,0.09620042444553611,3,0,11,3,17
w85__r06_f01,6,1,G0,80,full81,0.997979797979798,0.992156862745098,0.9382716049382716,0.8333333333333333,0.6666666666666666,1.0,0.031939918131659084,5,0,66,10,81
w85__r06_f01,6,1,G0,80,B1_q30,0.9852941176470588,0.975,0.8,0.6875,0.375,1.0,0.10054799479065775,5,0,17,3,25
w85__r06_f01,6,1,G0,80,B1_q20,0.9696969696969696,0.9583333333333334,0.7058823529411765,0.5833333333333334,0.16666666666666666,1.0,0.14519037736197032,5,0,11,1,17
w85__r06_f02,6,2,G0,16,full81,0.9888888888888889,0.9399098504980857,0.9012345679012346,0.759090909090909,0.5333333333333333,0.9848484848484849,0.06808021701086084,7,1,65,8,81
w85__r06_f02,6,2,G0,16,B1_q30,0.9485294117647058,0.8338789682539682,0.76,0.6580882352941176,0.375,0.9411764705882353,0.1461161500799209,5,1,16,3,25
w85__r06_f02,6,2,G0,16,B1_q20,0.9333333333333333,0.81,0.7647058823529411,0.6583333333333333,0.4,0.9166666666666666,0.14187270216640793,3,1,11,2,17
w85__r06_f02,6,2,G0,40,full81,0.992929292929293,0.9632159507159507,0.9629629629629629,0.9772727272727273,1.0,0.9545454545454546,0.032586107813683096,0,3,63,15,81
w85__r06_f02,6,2,G0,40,B1_q30,0.9632352941176471,0.9067956349206349,0.88,0.9117647058823529,1.0,0.8235294117647058,0.08683239279186793,0,3,14,8,25
w85__r06_f02,6,2,G0,40,B1_q20,0.95,0.8766666666666667,0.8235294117647058,0.875,1.0,0.75,0.10681694395439147,0,3,9,5,17
w85__r06_f02,6,2,G0,80,full81,0.990909090909091,0.952132072720308,0.9753086419753086,0.9848484848484849,1.0,0.9696969696969697,0.02995704810361271,0,2,64,15,81
w85__r06_f02,6,2,G0,80,B1_q30,0.9485294117647058,0.8644345238095239,0.92,0.9411764705882353,1.0,0.8823529411764706,0.08847624706632613,0,2,15,8,25
w85__r06_f02,6,2,G0,80,B1_q20,0.9333333333333333,0.81,0.8823529411764706,0.9166666666666667,1.0,0.8333333333333334,0.11161449984179411,0,2,10,5,17
w85__r06_f03,6,3,G0,16,full81,0.9893390191897654,0.963429427715142,0.8888888888888888,0.9045842217484008,0.9285714285714286,0.8805970149253731,0.07173647246016912,1,8,59,13,81
w85__r06_f03,6,3,G0,16,B1_q30,0.9338235294117647,0.9081845238095239,0.68,0.7316176470588236,0.875,0.5882352941176471,0.16164721843932883,1,7,10,7,25
w85__r06_f03,6,3,G0,16,B1_q20,0.8857142857142857,0.889848246991104,0.5882352941176471,0.6285714285714286,0.8571428571428571,0.4,0.172253409728512,1,6,4,6,17
w85__r06_f03,6,3,G0,40,full81,0.9957356076759062,0.9841269841269842,0.9753086419753086,0.9568230277185501,0.9285714285714286,0.9850746268656716,0.028544687555585226,1,1,66,13,81
w85__r06_f03,6,3,G0,40,B1_q30,0.9705882352941175,0.9583333333333333,0.92,0.9080882352941176,0.875,0.9411764705882353,0.08115805659777721,1,1,16,7,25
w85__r06_f03,6,3,G0,40,B1_q20,0.9428571428571428,0.948051948051948,0.8823529411764706,0.8785714285714286,0.8571428571428571,0.9,0.1058079577181064,1,1,9,6,17
w85__r06_f03,6,3,G0,80,full81,0.9968017057569296,0.9873949579831932,0.9753086419753086,0.9568230277185501,0.9285714285714286,0.9850746268656716,0.01977469121621452,1,1,66,13,81
w85__r06_f03,6,3,G0,80,B1_q30,0.9779411764705882,0.9659090909090909,0.92,0.9080882352941176,0.875,0.9411764705882353,0.06273023290664458,1,1,16,7,25
w85__r06_f03,6,3,G0,80,B1_q20,0.9571428571428571,0.9571428571428571,0.8823529411764706,0.8785714285714286,0.8571428571428571,0.9,0.09043821423932656,1,1,9,6,17
w85__r06_f04,6,4,G0,16,full81,0.9690831556503199,0.8742494433670904,0.8518518518518519,0.5714285714285714,0.14285714285714285,1.0,0.09814817350553103,12,0,67,2,81
w85__r06_f04,6,4,G0,16,B1_q30,0.8455882352941175,0.7160915473415473,0.68,0.5,0.0,1.0,0.20365380973312475,8,0,17,0,25
w85__r06_f04,6,4,G0,16,B1_q20,0.7222222222222223,0.7225018037518037,0.5294117647058824,0.5,0.0,1.0,0.2879237910988172,8,0,9,0,17
w85__r06_f04,6,4,G0,40,full81,0.9861407249466951,0.9490072556842744,0.9629629629629629,0.9211087420042643,0.8571428571428571,0.9850746268656716,0.0423104306415889,2,1,66,12,81
w85__r06_f04,6,4,G0,40,B1_q30,0.9338235294117646,0.8726076007326008,0.88,0.8455882352941176,0.75,0.9411764705882353,0.10679236291843652,2,1,16,6,25
w85__r06_f04,6,4,G0,40,B1_q20,0.9027777777777778,0.8865936147186148,0.8235294117647058,0.8194444444444444,0.75,0.8888888888888888,0.13208768358059084,2,1,8,6,17
w85__r06_f04,6,4,G0,80,full81,0.9914712153518124,0.9679748822605965,0.9753086419753086,0.9568230277185501,0.9285714285714286,0.9850746268656716,0.029547870629606208,1,1,66,13,81
w85__r06_f04,6,4,G0,80,B1_q30,0.9485294117647058,0.9184409340659341,0.92,0.9080882352941176,0.875,0.9411764705882353,0.09299553538200545,1,1,16,7,25
w85__r06_f04,6,4,G0,80,B1_q20,0.9305555555555556,0.932426948051948,0.8823529411764706,0.8819444444444444,0.875,0.8888888888888888,0.12557425592668545,1,1,8,7,17
w85__r06_f05,6,5,G0,16,full81,0.991919191919192,0.9687426900584796,0.9506172839506173,0.8666666666666667,0.7333333333333333,1.0,0.056503813099860245,4,0,66,11,81
w85__r06_f05,6,5,G0,16,B1_q30,0.9722222222222222,0.9535634118967453,0.84,0.7777777777777778,0.5555555555555556,1.0,0.12055254665842322,4,0,16,5,25
w85__r06_f05,6,5,G0,16,B1_q20,0.9444444444444444,0.9415178571428571,0.8235294117647058,0.8125,0.625,1.0,0.14667754142704528,3,0,9,5,17
w85__r06_f05,6,5,G0,40,full81,0.995959595959596,0.9844444444444445,0.9629629629629629,0.9257575757575758,0.8666666666666667,0.9848484848484849,0.03715318718751168,2,1,65,13,81
w85__r06_f05,6,5,G0,40,B1_q30,0.9722222222222222,0.9598765432098766,0.88,0.8576388888888888,0.7777777777777778,0.9375,0.08701510993117373,2,1,15,7,25
w85__r06_f05,6,5,G0,40,B1_q20,0.9444444444444444,0.9502840909090909,0.8235294117647058,0.8194444444444444,0.75,0.8888888888888888,0.1107271449416492,2,1,8,6,17
w85__r06_f05,6,5,G0,80,full81,0.997979797979798,0.992156862745098,0.9753086419753086,0.9590909090909091,0.9333333333333333,0.9848484848484849,0.019957265581485792,1,1,65,14,81
w85__r06_f05,6,5,G0,80,B1_q30,0.9861111111111112,0.9797979797979799,0.92,0.9131944444444444,0.8888888888888888,0.9375,0.062315493672508986,1,1,15,8,25
w85__r06_f05,6,5,G0,80,B1_q20,0.9722222222222222,0.975,0.8823529411764706,0.8819444444444444,0.875,0.8888888888888888,0.08392495327825118,1,1,8,7,17
w85__r07_f01,7,1,G0,16,full81,0.9969696969696971,0.9888888888888889,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,0.05537202075805696,2,0,66,13,81
w85__r07_f01,7,1,G0,16,B1_q30,0.9861111111111112,0.9797979797979799,0.92,0.8888888888888888,0.7777777777777778,1.0,0.10958804013616737,2,0,16,7,25
w85__r07_f01,7,1,G0,16,B1_q20,0.9722222222222222,0.9797979797979799,0.8823529411764706,0.8888888888888888,0.7777777777777778,1.0,0.13818232541543116,2,0,8,7,17
w85__r07_f01,7,1,G0,40,full81,0.997979797979798,0.9913888888888889,0.9753086419753086,0.9590909090909091,0.9333333333333333,0.9848484848484849,0.0300877460744278,1,1,65,14,81
w85__r07_f01,7,1,G0,40,B1_q30,0.9861111111111112,0.9765432098765432,0.92,0.9131944444444444,0.8888888888888888,0.9375,0.06962410977036575,1,1,15,8,25
w85__r07_f01,7,1,G0,40,B1_q20,0.9722222222222222,0.9765432098765432,0.8823529411764706,0.8819444444444444,0.8888888888888888,0.875,0.09060035232921561,1,1,7,8,17
w85__r07_f01,7,1,G0,80,full81,0.9959595959595959,0.9838235294117647,0.9629629629629629,0.9515151515151515,0.9333333333333333,0.9696969696969697,0.022854093766966514,1,2,64,14,81
w85__r07_f01,7,1,G0,80,B1_q30,0.9722222222222222,0.9575757575757575,0.88,0.8819444444444444,0.8888888888888888,0.875,0.06565586866367805,1,2,14,8,25
w85__r07_f01,7,1,G0,80,B1_q20,0.9444444444444444,0.9575757575757575,0.8235294117647058,0.8194444444444444,0.8888888888888888,0.75,0.09373649170686163,1,2,6,8,17
w85__r07_f02,7,2,G0,16,full81,0.9858585858585859,0.9489056112969156,0.9382716049382716,0.9363636363636364,0.9333333333333333,0.9393939393939394,0.06584812982387629,1,4,62,14,81
w85__r07_f02,7,2,G0,16,B1_q30,0.9117647058823528,0.8415674603174603,0.8,0.8198529411764706,0.875,0.7647058823529411,0.14715675737742814,1,4,13,7,25
w85__r07_f02,7,2,G0,16,B1_q20,0.8636363636363635,0.821067821067821,0.7058823529411765,0.7348484848484849,0.8333333333333334,0.6363636363636364,0.1768431307715375,1,4,7,5,17
w85__r07_f02,7,2,G0,40,full81,0.991919191919192,0.9642508798391152,0.9629629629629629,0.9515151515151515,0.9333333333333333,0.9696969696969697,0.03908918623223262,1,2,64,14,81
w85__r07_f02,7,2,G0,40,B1_q30,0.9411764705882353,0.8701388888888888,0.88,0.8786764705882353,0.875,0.8823529411764706,0.10276085630058832,1,2,15,7,25
w85__r07_f02,7,2,G0,40,B1_q20,0.8787878787878787,0.7579365079365078,0.8235294117647058,0.8257575757575758,0.8333333333333334,0.8181818181818182,0.13836046772917343,1,2,9,5,17
w85__r07_f02,7,2,G0,80,full81,0.9878787878787879,0.9485669507650931,0.9506172839506173,0.943939393939394,0.9333333333333333,0.9545454545454546,0.03714856883305892,1,3,63,14,81
w85__r07_f02,7,2,G0,80,B1_q30,0.9117647058823529,0.8125,0.84,0.8492647058823529,0.875,0.8235294117647058,0.1173286485541047,1,3,14,7,25
w85__r07_f02,7,2,G0,80,B1_q20,0.8333333333333334,0.7180555555555556,0.7647058823529411,0.7803030303030303,0.8333333333333334,0.7272727272727273,0.16863558653644972,1,3,8,5,17
w85__r07_f03,7,3,G0,16,full81,0.9829424307036247,0.9393621084797555,0.9382716049382716,0.9344349680170576,0.9285714285714286,0.9402985074626866,0.08409250543526123,1,4,63,13,81
w85__r07_f03,7,3,G0,16,B1_q30,0.9,0.8947209653092005,0.8,0.8166666666666667,0.9,0.7333333333333333,0.15792702951437512,1,4,11,9,25
w85__r07_f03,7,3,G0,16,B1_q20,0.8333333333333333,0.8672619047619048,0.7647058823529411,0.7708333333333333,0.875,0.6666666666666666,0.18436905072388007,1,3,6,7,17
w85__r07_f03,7,3,G0,40,full81,0.9978678038379531,0.9910714285714285,0.9753086419753086,0.9285714285714286,0.8571428571428571,1.0,0.03165375629440472,2,0,67,12,81
w85__r07_f03,7,3,G0,40,B1_q30,0.9866666666666667,0.9833333333333333,0.92,0.9,0.8,1.0,0.08841634787923792,2,0,15,8,25
w85__r07_f03,7,3,G0,40,B1_q20,0.9722222222222222,0.975,0.8823529411764706,0.875,0.75,1.0,0.11116911782559183,2,0,9,6,17
w85__r07_f03,7,3,G0,80,full81,0.9968017057569296,0.9846415489272632,0.9506172839506173,0.8571428571428572,0.7142857142857143,1.0,0.032714254926432595,4,0,67,10,81
w85__r07_f03,7,3,G0,80,B1_q30,0.98,0.9697979797979798,0.84,0.8,0.6,1.0,0.1030404457507833,4,0,15,6,25
w85__r07_f03,7,3,G0,80,B1_q20,0.9583333333333333,0.9526289682539683,0.8235294117647058,0.8125,0.625,1.0,0.1293532947633428,3,0,9,5,17
w85__r07_f04,7,4,G0,16,full81,0.976545842217484,0.9164250455426926,0.9382716049382716,0.8214285714285714,0.6428571428571429,1.0,0.0696484194377109,5,0,67,9,81
w85__r07_f04,7,4,G0,16,B1_q30,0.9047619047619049,0.7932496075353217,0.8,0.6428571428571428,0.2857142857142857,1.0,0.1411327384124998,5,0,18,2,25
w85__r07_f04,7,4,G0,16,B1_q20,0.8833333333333334,0.7544444444444445,0.7647058823529411,0.6,0.2,1.0,0.15661144948809802,4,0,12,1,17
w85__r07_f04,7,4,G0,40,full81,0.9957356076759062,0.981547619047619,0.9629629629629629,0.8928571428571428,0.7857142857142857,1.0,0.030441355531599556,3,0,67,11,81
w85__r07_f04,7,4,G0,40,B1_q30,0.9682539682539681,0.9325396825396826,0.88,0.7857142857142857,0.5714285714285714,1.0,0.07896199340217859,3,0,18,4,25
w85__r07_f04,7,4,G0,40,B1_q20,0.9333333333333333,0.8761904761904762,0.8235294117647058,0.7,0.4,1.0,0.10096711870474621,3,0,12,2,17
w85__r07_f04,7,4,G0,80,full81,1.0,1.0,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,0.016372314019238998,1,0,67,13,81
w85__r07_f04,7,4,G0,80,B1_q30,1.0,1.0,0.96,0.9285714285714286,0.8571428571428571,1.0,0.04511383648614661,1,0,18,6,25
w85__r07_f04,7,4,G0,80,B1_q20,1.0,1.0,0.9411764705882353,0.9,0.8,1.0,0.05817762056283521,1,0,12,4,17
w85__r07_f05,7,5,G0,16,full81,0.9707070707070706,0.9057422969187674,0.9259259259259259,0.8257575757575757,0.6666666666666666,0.9848484848484849,0.06645127638349063,5,1,65,10,81
w85__r07_f05,7,5,G0,16,B1_q30,0.8382352941176471,0.746255888719124,0.76,0.6580882352941176,0.375,0.9411764705882353,0.1615987802158661,5,1,16,3,25
w85__r07_f05,7,5,G0,16,B1_q20,0.8181818181818181,0.7468253968253967,0.7058823529411765,0.6212121212121212,0.3333333333333333,0.9090909090909091,0.18484896279656562,4,1,10,2,17
w85__r07_f05,7,5,G0,40,full81,0.9606060606060607,0.925182353878006,0.9382716049382716,0.8590909090909091,0.7333333333333333,0.9848484848484849,0.04196798735942671,4,1,65,11,81
w85__r07_f05,7,5,G0,40,B1_q30,0.8529411764705882,0.8286172161172161,0.8,0.7205882352941176,0.5,0.9411764705882353,0.12643127342973112,4,1,16,4,25
w85__r07_f05,7,5,G0,40,B1_q20,0.7727272727272727,0.7833333333333333,0.7647058823529411,0.7045454545454546,0.5,0.9090909090909091,0.16064931626618728,3,1,10,3,17
w85__r07_f05,7,5,G0,80,full81,0.9737373737373738,0.9394562953386483,0.9629629629629629,0.9257575757575758,0.8666666666666667,0.9848484848484849,0.03866291337088845,2,1,65,13,81
w85__r07_f05,7,5,G0,80,B1_q30,0.8823529411764706,0.8514411027568922,0.88,0.8455882352941176,0.75,0.9411764705882353,0.11686202479555385,2,1,16,6,25
w85__r07_f05,7,5,G0,80,B1_q20,0.8181818181818181,0.8089285714285714,0.8235294117647058,0.7878787878787878,0.6666666666666666,0.9090909090909091,0.1587292589637048,2,1,10,4,17
w85__r08_f01,8,1,G0,16,full81,0.9646464646464646,0.8921052631578946,0.8765432098765432,0.8212121212121212,0.7333333333333333,0.9090909090909091,0.08955179439460129,4,6,60,11,81
w85__r08_f01,8,1,G0,16,B1_q30,0.8636363636363636,0.8811669324827219,0.64,0.6493506493506493,0.7272727272727273,0.5714285714285714,0.17881243070037217,3,6,8,8,25
