benchmark,display_name,surrogate_variant,acquisition_rule,method,seed,budget,global_error,uncertainty_region_fraction,integrated_bernoulli_uncertainty,fit_time_seconds,near_boundary_error_q10,near_boundary_test_size_q10,uncertainty_region_fraction_q10,integrated_bernoulli_uncertainty_q10,near_boundary_error_q20,near_boundary_test_size_q20,uncertainty_region_fraction_q20,integrated_bernoulli_uncertainty_q20,near_boundary_error_q30,near_boundary_test_size_q30,uncertainty_region_fraction_q30,integrated_bernoulli_uncertainty_q30
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,random,random,0,12,0.3275,0.9525,0.18803465258374594,0.03138220000073488,0.4375,80,0.9875,0.20105724237486697,0.46875,160,0.98125,0.20511352626225782,0.4875,240,0.9833333333333333,0.20643655257492924
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,random,random,0,13,0.27375,0.99375,0.2247364846874479,0.029484799999409006,0.475,80,0.9875,0.23180341764240248,0.46875,160,0.99375,0.23349764866017203,0.49166666666666664,240,0.9958333333333333,0.23523641931277695
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,random,random,0,14,0.26125,0.97875,0.20265396765454524,0.03967269999884593,0.475,80,0.9875,0.21882675596160323,0.46875,160,0.98125,0.22128006208469825,0.4875,240,0.9875,0.22332454678955366
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,random,random,0,15,0.27,0.9925,0.2180996238726744,0.030262199999924633,0.475,80,0.9875,0.22708971681069023,0.45,160,0.9875,0.22962079387303955,0.4875,240,0.9916666666666667,0.2303754505977391
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,random,random,0,16,0.26625,0.98625,0.20776457878106921,0.039511599999968894,0.4875,80,0.9875,0.2209209611256085,0.45625,160,0.9875,0.22394195624204052,0.49166666666666664,240,0.9916666666666667,0.22480047517894722
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,smallest_abs_mu,smallest_abs_mu,0,12,0.3275,0.9525,0.18803465258374594,0.029980999999679625,0.4375,80,0.9875,0.20105724237486697,0.46875,160,0.98125,0.20511352626225782,0.4875,240,0.9833333333333333,0.20643655257492924
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,smallest_abs_mu,smallest_abs_mu,0,13,0.33,0.97,0.1958501683408873,0.03240609999920707,0.475,80,0.9875,0.20018830502779314,0.49375,160,0.98125,0.2082906845594305,0.5,240,0.9791666666666666,0.2104817146283074
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,smallest_abs_mu,smallest_abs_mu,0,14,0.315,0.98875,0.2176311494106344,0.029853399999410613,0.4125,80,0.9875,0.2210253057996879,0.45,160,0.9875,0.22568675200650815,0.5083333333333333,240,0.9875,0.2270654520039467
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,smallest_abs_mu,smallest_abs_mu,0,15,0.295,0.98875,0.21754449720212443,0.03003829999943264,0.3625,80,0.9875,0.22129986269408528,0.41875,160,0.9875,0.2250263388703638,0.475,240,0.9875,0.22656376596759267
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,smallest_abs_mu,smallest_abs_mu,0,16,0.3225,0.9875,0.2137316453936896,0.029786999999487307,0.4,80,0.9875,0.21807003670856143,0.45,160,0.9875,0.22291959021801283,0.5083333333333333,240,0.9833333333333333,0.22310393208870724
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,straddle,straddle,0,12,0.3275,0.9525,0.18803465258374594,0.030254699999204604,0.4375,80,0.9875,0.20105724237486697,0.46875,160,0.98125,0.20511352626225782,0.4875,240,0.9833333333333333,0.20643655257492924
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,straddle,straddle,0,13,0.31,0.97,0.19448414939013126,0.03848629999993136,0.475,80,0.9875,0.20677610810684852,0.46875,160,0.98125,0.21164432876311268,0.49166666666666664,240,0.9833333333333333,0.21209339393839224
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,straddle,straddle,0,14,0.30125,0.97625,0.19856053265589968,0.03811459999997169,0.425,80,0.9875,0.21059059413854087,0.4375,160,0.98125,0.21398947619303219,0.4625,240,0.9875,0.2147556479241465
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,straddle,straddle,0,15,0.27,0.975,0.19602051204418713,0.03499120000014955,0.4125,80,0.9875,0.20878442431719807,0.40625,160,0.98125,0.2116493506970893,0.43333333333333335,240,0.9875,0.213904982184538
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,straddle,straddle,0,16,0.2625,0.98,0.20000242706179752,0.03530969999883382,0.425,80,0.9875,0.2100148920675254,0.425,160,0.98125,0.21006091361142848,0.42916666666666664,240,0.9875,0.21190503408038092
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,randomized_straddle,randomized_straddle,0,12,0.3275,0.9525,0.18803465258374594,0.03000389999942854,0.4375,80,0.9875,0.20105724237486697,0.46875,160,0.98125,0.20511352626225782,0.4875,240,0.9833333333333333,0.20643655257492924
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,randomized_straddle,randomized_straddle,0,13,0.31,0.97,0.19448414939013126,0.044231799998669885,0.475,80,0.9875,0.20677610810684852,0.46875,160,0.98125,0.21164432876311268,0.49166666666666664,240,0.9833333333333333,0.21209339393839224
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,randomized_straddle,randomized_straddle,0,14,0.30125,0.97625,0.19856053265589968,0.043384700000387966,0.425,80,0.9875,0.21059059413854087,0.4375,160,0.98125,0.21398947619303219,0.4625,240,0.9875,0.2147556479241465
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,randomized_straddle,randomized_straddle,0,15,0.27,0.975,0.19602051204418713,0.04109449999850767,0.4125,80,0.9875,0.20878442431719807,0.40625,160,0.98125,0.2116493506970893,0.43333333333333335,240,0.9875,0.213904982184538
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,randomized_straddle,randomized_straddle,0,16,0.2625,0.98,0.20000242706179752,0.036403899999641,0.425,80,0.9875,0.2100148920675254,0.425,160,0.98125,0.21006091361142848,0.42916666666666664,240,0.9875,0.21190503408038092
