benchmark,seed,acquisition_rule,method,surrogate_variant,budget,labelled_budget_n,learned_kernel,learned_constant,learned_length_scale,learned_length_scale_mean,learned_length_scale_min,learned_length_scale_max,learned_length_scale_dim0,learned_length_scale_dim1,learned_length_scale_dim2,learned_length_scale_dim3,length_scale_near_lower_bound,length_scale_near_upper_bound,length_scale_near_lower_bound_by_dimension,length_scale_near_upper_bound_by_dimension,constant_near_lower_bound,constant_near_upper_bound,log_marginal_likelihood_value,fit_time_seconds,optimized_this_fit,reused_kernel_from_previous_optimization,n_restarts_optimizer_requested,optimize_every
branin,0,random,random,fixed_iso_gpc,28,28,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-17.93608779441641,0.003352699999595643,False,False,2,1
branin,0,random,random,fixed_iso_gpc,29,29,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-18.902362868108597,0.0022214000000531087,False,False,2,1
branin,0,random,random,fixed_iso_gpc,30,30,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-19.29546506662067,0.0022268999982770765,False,False,2,1
branin,0,random,random,fixed_iso_gpc,31,31,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-19.90976930667539,0.0023985000007087365,False,False,2,1
branin,0,random,random,fixed_iso_gpc,32,32,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-20.291517832508866,0.0037924999996903352,False,False,2,1
branin,0,random,random,fixed_iso_gpc,33,33,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-20.859216049532428,0.003734400001121685,False,False,2,1
branin,0,random,random,fixed_iso_gpc,34,34,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-21.23243420764827,0.0024444999999104766,False,False,2,1
branin,0,random,random,fixed_iso_gpc,35,35,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-21.6979706467825,0.004325799998696311,False,False,2,1
branin,0,random,random,fixed_iso_gpc,36,36,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-22.29231984841201,0.004086299999471521,False,False,2,1
branin,0,random,random,fixed_iso_gpc,37,37,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-22.722390128702514,0.004392299999381066,False,False,2,1
branin,0,random,random,fixed_iso_gpc,38,38,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-23.106710106756537,0.0034064999999827705,False,False,2,1
branin,0,random,random,fixed_iso_gpc,39,39,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-23.491988698615202,0.002677399999811314,False,False,2,1
branin,0,random,random,fixed_iso_gpc,40,40,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-23.868849953335094,0.0027515000001585577,False,False,2,1
branin,0,random,random,fixed_iso_gpc,41,41,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-24.172843825303403,0.0057446999999228865,False,False,2,1
branin,0,random,random,fixed_iso_gpc,42,42,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-24.96801039185971,0.0047998999998526415,False,False,2,1
branin,0,random,random,fixed_iso_gpc,43,43,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-25.459079595717142,0.006543399998918176,False,False,2,1
branin,0,random,random,fixed_iso_gpc,44,44,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-25.961906723900142,0.00571970000055444,False,False,2,1
branin,0,random,random,fixed_iso_gpc,45,45,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-26.338455814299326,0.00279939999927592,False,False,2,1
branin,0,random,random,fixed_iso_gpc,46,46,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-26.60982030932936,0.0035397999999986496,False,False,2,1
branin,0,random,random,fixed_iso_gpc,47,47,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-26.995051276031077,0.0031546999998681713,False,False,2,1
branin,0,random,random,fixed_iso_gpc,48,48,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-27.351855852661586,0.003891299998940667,False,False,2,1
branin,0,random,random,fixed_iso_gpc,49,49,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-27.95751005850813,0.002548899999965215,False,False,2,1
branin,0,random,random,fixed_iso_gpc,50,50,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-28.15316218233328,0.0026092999996762956,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,6,6,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-4.547593966418643,0.0030624999999417923,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,7,7,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-5.24725813212453,0.0036140000011073425,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,8,8,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-5.94549221706013,0.002952299999378738,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,9,9,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-6.639596032766964,0.0038816000014776364,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,10,10,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-7.341165851220099,0.0037831000008736737,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,11,11,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-8.036477337071931,0.0038098000004538335,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,12,12,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-8.737431021413432,0.0022683999995933846,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,13,13,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-9.4289884075108,0.00257439999950293,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,14,14,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-10.125207065842275,0.003606099999160506,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,15,15,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-10.824197719688824,0.0024097000004985603,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,16,16,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-11.51887090704017,0.0037003999987064162,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,17,17,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-12.209904199205335,0.00417600000037055,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,18,18,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-12.905073622684801,0.0036235000006854534,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,19,19,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-13.599233014947615,0.0036278000006859656,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,20,20,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-14.293028414132497,0.0029983000003994675,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,21,21,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-14.988031808171643,0.002335999999559135,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,22,22,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-15.687182076425472,0.0027322000005369773,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,23,23,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-16.378407617555865,0.0025194000008923467,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,24,24,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-17.07701058699844,0.0026299000001017703,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,25,25,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-17.770787414705193,0.0039037999995343853,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,26,26,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-18.467238109728306,0.0033679999996820698,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,27,27,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-19.160251072508615,0.002374900001086644,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,28,28,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-19.856313313945254,0.0029294999985722825,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,29,29,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-20.55140472968688,0.0023491000010835705,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,30,30,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-21.247710767643117,0.0028805000001739245,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,31,31,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-21.94111770747786,0.003979299999627983,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,32,32,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-22.636744381870127,0.0022404999999707798,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,33,33,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-23.330538618653847,0.002774399999907473,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,34,34,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-24.022046591693083,0.002234199999293196,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,35,35,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-24.718575107880074,0.0038545000006706687,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,36,36,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-25.411544709033436,0.0033653000009508105,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,37,37,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-26.11160323471576,0.0030038999993848847,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,38,38,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-26.80294934207926,0.0030626000007032417,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,39,39,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-27.499786038299902,0.0025640000003477326,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,40,40,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-28.19232470724717,0.0035379999990254873,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,41,41,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-28.89230992798661,0.0027324000002408866,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,42,42,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-29.586576927034066,0.004239399999278248,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,43,43,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-30.282399801952067,0.004426299999977346,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,44,44,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-30.972867135065663,0.004452600000149687,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,45,45,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-31.666549172956778,0.0042358999999123625,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,46,46,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-32.36261482096827,0.004354099999545724,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,47,47,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-33.05717806129772,0.004375499998786836,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,48,48,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-33.75190255998362,0.00382270000045537,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,49,49,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-34.44889307371082,0.004149100001086481,False,False,2,1
branin,0,classifier_margin,classifier_margin,fixed_iso_gpc,50,50,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-35.14194829449578,0.00503489999937301,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,6,6,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-4.547593966418643,0.004250400001183152,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,7,7,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-5.24725813212453,0.003501200000755489,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,8,8,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-5.94549221706013,0.003326500000184751,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,9,9,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-6.639596032766964,0.003256199999668752,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,10,10,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-7.341165851220099,0.0033849999999802094,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,11,11,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-8.036477337071931,0.0033041000006051036,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,12,12,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-8.737431021413432,0.0037431000000651693,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,13,13,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-9.4289884075108,0.003845399998681387,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,14,14,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-10.125207065842275,0.003513899999234127,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,15,15,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-10.824197719688824,0.002491100000042934,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,16,16,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-11.51887090704017,0.0035254000013082987,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,17,17,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-12.209904199205335,0.003222399998776382,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,18,18,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-12.905073622684801,0.0035850999993272126,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,19,19,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-13.599233014947615,0.003286099999968428,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,20,20,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-14.293028414132497,0.00376959999994142,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,21,21,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-14.988031808171643,0.0031381000007968396,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,22,22,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-15.687182076425472,0.002293199999257922,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,23,23,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-16.378407617555865,0.0024302000001625856,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,24,24,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-17.07701058699844,0.0024570999994466547,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,25,25,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-17.770787414705193,0.0023431000008713454,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,26,26,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-18.467238109728306,0.00261309999950754,False,False,2,1
branin,0,classifier_entropy,classifier_entropy,fixed_iso_gpc,27,27,1**2 * RBF(length_scale=0.25),1.0,0.25,0.25,0.25,0.25,0.25,null,null,null,False,False,[false],[false],False,False,-19.160251072508615,0.0035588000009738607,False,False,2,1
