candidate_id,candidate_name,unit,n_keyhole_positive,n_keyhole_negative,median_difference_keyhole_minus_negative,median_difference_ci_low,median_difference_ci_high,rank_biserial_ci_low,rank_biserial_ci_high,rank_biserial_effect_size,mann_whitney_u,mann_whitney_two_sided_pvalue,bootstrap_resamples,bootstrap_level,inference_note
T0_depth,T0 penetration depth,um,63,101,89.29936000000001,44.867160000000005,140.5601,0.8595002357378596,0.9597674053119598,0.9154486877259154,6094.0,7.214747435737115e-23,5000,0.95,Effect size and overlap are primary; p-value is secondary.
max_depth,Maximum penetration depth,um,63,101,235.5727,224.59117450000002,239.59486050000004,0.9981140971239981,1.0,0.9996856828539997,6362.0,5.868637516153132e-27,5000,0.95,Effect size and overlap are primary; p-value is secondary.
G3,G3 persistent depth,um,63,101,216.47478999999998,143.61337824999998,234.19151749999986,1.0,1.0,1.0,6363.0,5.657381157803772e-27,5000,0.95,Effect size and overlap are primary; p-value is secondary.
R3,R3 persistent aspect ratio,dimensionless,63,101,1.1016781748929863,0.9309652719984245,1.27399735340105,0.9908848027659909,1.0,0.9971711456859971,6354.0,7.865653793414178e-27,5000,0.95,Effect size and overlap are primary; p-value is secondary.
T0_width,T0 width,um,63,101,-11.603500000000025,-25.772025000000014,7.882630000000006,-0.2663837812352664,0.10608203677510608,-0.08470847084708466,2912.0,0.3631224265984221,5000,0.95,Effect size and overlap are primary; p-value is secondary.
T0_total_height,T0 total height,um,63,101,93.33716000000001,37.63087,136.385515,0.7180496621090682,0.8962831997485462,0.8132956152758133,5769.0,2.2086603244632015e-18,5000,0.95,Effect size and overlap are primary; p-value is secondary.
T0_kinetic_energy,T0 kinetic energy,nJ,63,101,2.1332014999999993,1.7370249749999997,2.649349999999999,0.7035910733930537,0.8827675624705326,0.7991513437057991,5724.0,8.402362279102126e-18,5000,0.95,Effect size and overlap are primary; p-value is secondary.
R0,R0 T0 aspect ratio,dimensionless,63,101,0.6471705696275578,0.3383455255245724,0.8159617932518578,0.8538346691812038,0.9751689454659751,0.9217350306459218,6114.0,3.674671026845768e-23,5000,0.95,Effect size and overlap are primary; p-value is secondary.
