benchmark,method,seed,budget,global_error,latent_uncertainty_region_fraction,mean_true_boundary_distance_test,near_boundary_error_q10,near_boundary_test_size_q10,near_boundary_error_q20,near_boundary_test_size_q20,near_boundary_error_q30,near_boundary_test_size_q30
branin,smallest_abs_mu,0,48,0.06325,0.726,37.89289019425876,0.38,400,0.25125,800,0.18583333333333332,1200
branin,smallest_abs_mu,0,49,0.0645,0.73275,37.89289019425876,0.375,400,0.25875,800,0.1875,1200
branin,smallest_abs_mu,0,50,0.07325,0.7285,37.89289019425876,0.37,400,0.26,800,0.19166666666666668,1200
branin,smallest_abs_mu,1,6,0.3635,0.97425,40.072198386339714,0.4625,400,0.40875,800,0.37666666666666665,1200
branin,smallest_abs_mu,1,7,0.2915,0.97325,40.072198386339714,0.44,400,0.38875,800,0.345,1200
branin,smallest_abs_mu,1,8,0.291,0.97,40.072198386339714,0.44,400,0.38875,800,0.345,1200
branin,smallest_abs_mu,1,9,0.2615,0.96375,40.072198386339714,0.4225,400,0.3725,800,0.3308333333333333,1200
branin,smallest_abs_mu,1,10,0.24225,0.95975,40.072198386339714,0.4225,400,0.3725,800,0.3308333333333333,1200
branin,smallest_abs_mu,1,11,0.23925,0.956,40.072198386339714,0.41,400,0.36,800,0.3225,1200
branin,smallest_abs_mu,1,12,0.18875,0.95025,40.072198386339714,0.37,400,0.3025,800,0.25916666666666666,1200
branin,smallest_abs_mu,1,13,0.152,0.94675,40.072198386339714,0.3675,400,0.2975,800,0.24916666666666668,1200
branin,smallest_abs_mu,1,14,0.152,0.9445,40.072198386339714,0.3675,400,0.2975,800,0.24916666666666668,1200
branin,smallest_abs_mu,1,15,0.13375,0.9405,40.072198386339714,0.3625,400,0.2875,800,0.2375,1200
branin,smallest_abs_mu,1,16,0.1045,0.93375,40.072198386339714,0.34,400,0.25625,800,0.20083333333333334,1200
branin,smallest_abs_mu,1,17,0.10025,0.9295,40.072198386339714,0.3425,400,0.24375,800,0.19,1200
branin,smallest_abs_mu,1,18,0.11825,0.924,40.072198386339714,0.385,400,0.28375,800,0.23,1200
branin,smallest_abs_mu,1,19,0.125,0.91625,40.072198386339714,0.39,400,0.295,800,0.24333333333333335,1200
branin,smallest_abs_mu,1,20,0.115,0.9105,40.072198386339714,0.3775,400,0.2775,800,0.22583333333333333,1200
branin,smallest_abs_mu,1,21,0.10425,0.9065,40.072198386339714,0.3775,400,0.27375,800,0.21916666666666668,1200
branin,smallest_abs_mu,1,22,0.104,0.90425,40.072198386339714,0.3775,400,0.27375,800,0.21916666666666668,1200
branin,smallest_abs_mu,1,23,0.08925,0.901,40.072198386339714,0.3725,400,0.26875,800,0.21583333333333332,1200
branin,smallest_abs_mu,1,24,0.08425,0.89475,40.072198386339714,0.35,400,0.24625,800,0.2,1200
branin,smallest_abs_mu,1,25,0.07675,0.88475,40.072198386339714,0.3225,400,0.2275,800,0.18333333333333332,1200
branin,smallest_abs_mu,1,26,0.0765,0.88075,40.072198386339714,0.325,400,0.22625,800,0.1825,1200
branin,smallest_abs_mu,1,27,0.08075,0.87425,40.072198386339714,0.335,400,0.24375,800,0.195,1200
branin,smallest_abs_mu,1,28,0.0745,0.8665,40.072198386339714,0.3175,400,0.22625,800,0.17583333333333334,1200
branin,smallest_abs_mu,1,29,0.0685,0.849,40.072198386339714,0.31,400,0.20875,800,0.15583333333333332,1200
branin,smallest_abs_mu,1,30,0.0825,0.84025,40.072198386339714,0.3825,400,0.27875,800,0.205,1200
branin,smallest_abs_mu,1,31,0.07675,0.825,40.072198386339714,0.35,400,0.24625,800,0.185,1200
branin,smallest_abs_mu,1,32,0.071,0.816,40.072198386339714,0.36,400,0.2525,800,0.19,1200
branin,smallest_abs_mu,1,33,0.066,0.80375,40.072198386339714,0.3675,400,0.25625,800,0.19083333333333333,1200
branin,smallest_abs_mu,1,34,0.05675,0.797,40.072198386339714,0.365,400,0.24625,800,0.17666666666666667,1200
branin,smallest_abs_mu,1,35,0.061,0.786,40.072198386339714,0.3675,400,0.24875,800,0.17583333333333334,1200
branin,smallest_abs_mu,1,36,0.057,0.791,40.072198386339714,0.3775,400,0.2375,800,0.1675,1200
branin,smallest_abs_mu,1,37,0.05925,0.77875,40.072198386339714,0.365,400,0.23875,800,0.17416666666666666,1200
branin,smallest_abs_mu,1,38,0.05925,0.76925,40.072198386339714,0.365,400,0.23875,800,0.17416666666666666,1200
branin,smallest_abs_mu,1,39,0.0595,0.7695,40.072198386339714,0.36,400,0.24125,800,0.175,1200
branin,smallest_abs_mu,1,40,0.068,0.7615,40.072198386339714,0.425,400,0.28,800,0.2025,1200
branin,smallest_abs_mu,1,41,0.06775,0.75125,40.072198386339714,0.395,400,0.2825,800,0.2025,1200
branin,smallest_abs_mu,1,42,0.074,0.75875,40.072198386339714,0.3925,400,0.27625,800,0.20166666666666666,1200
branin,smallest_abs_mu,1,43,0.0675,0.75475,40.072198386339714,0.3925,400,0.27625,800,0.20166666666666666,1200
branin,smallest_abs_mu,1,44,0.06425,0.7495,40.072198386339714,0.395,400,0.265,800,0.19083333333333333,1200
branin,smallest_abs_mu,1,45,0.0585,0.776,40.072198386339714,0.3575,400,0.23875,800,0.17,1200
branin,smallest_abs_mu,1,46,0.05175,0.7725,40.072198386339714,0.3375,400,0.20625,800,0.14833333333333334,1200
branin,smallest_abs_mu,1,47,0.05575,0.76825,40.072198386339714,0.3525,400,0.21625,800,0.15583333333333332,1200
branin,smallest_abs_mu,1,48,0.06625,0.7575,40.072198386339714,0.3675,400,0.23125,800,0.17666666666666667,1200
branin,smallest_abs_mu,1,49,0.0565,0.753,40.072198386339714,0.36,400,0.22125,800,0.16583333333333333,1200
branin,smallest_abs_mu,1,50,0.05725,0.73775,40.072198386339714,0.365,400,0.22875,800,0.17083333333333334,1200
branin,smallest_abs_mu,2,6,0.396,0.75775,38.38582212377317,0.455,400,0.4,800,0.36083333333333334,1200
branin,smallest_abs_mu,2,7,0.30225,0.7305,38.38582212377317,0.47,400,0.40875,800,0.36333333333333334,1200
branin,smallest_abs_mu,2,8,0.33225,0.689,38.38582212377317,0.4575,400,0.4025,800,0.3625,1200
branin,smallest_abs_mu,2,9,0.26775,0.65125,38.38582212377317,0.455,400,0.4,800,0.3475,1200
branin,smallest_abs_mu,2,10,0.24475,0.8205,38.38582212377317,0.445,400,0.3875,800,0.3308333333333333,1200
branin,smallest_abs_mu,2,11,0.25225,0.832,38.38582212377317,0.44,400,0.3775,800,0.3258333333333333,1200
branin,smallest_abs_mu,2,12,0.16775,0.82775,38.38582212377317,0.445,400,0.36125,800,0.29833333333333334,1200
branin,smallest_abs_mu,2,13,0.19475,0.82175,38.38582212377317,0.44,400,0.3775,800,0.32666666666666666,1200
branin,smallest_abs_mu,2,14,0.18725,0.802,38.38582212377317,0.46,400,0.38,800,0.32416666666666666,1200
branin,smallest_abs_mu,2,15,0.14725,0.78525,38.38582212377317,0.45,400,0.35625,800,0.2941666666666667,1200
branin,smallest_abs_mu,2,16,0.156,0.87075,38.38582212377317,0.43,400,0.3275,800,0.27666666666666667,1200
branin,smallest_abs_mu,2,17,0.156,0.868,38.38582212377317,0.43,400,0.3275,800,0.27666666666666667,1200
branin,smallest_abs_mu,2,18,0.14425,0.8545,38.38582212377317,0.43,400,0.3275,800,0.2775,1200
branin,smallest_abs_mu,2,19,0.134,0.85425,38.38582212377317,0.3775,400,0.29,800,0.25,1200
branin,smallest_abs_mu,2,20,0.124,0.827,38.38582212377317,0.3875,400,0.29,800,0.24666666666666667,1200
branin,smallest_abs_mu,2,21,0.11175,0.816,38.38582212377317,0.36,400,0.27125,800,0.2275,1200
branin,smallest_abs_mu,2,22,0.12075,0.81125,38.38582212377317,0.3875,400,0.31875,800,0.26916666666666667,1200
branin,smallest_abs_mu,2,23,0.1075,0.797,38.38582212377317,0.3925,400,0.31125,800,0.2633333333333333,1200
branin,smallest_abs_mu,2,24,0.1005,0.7665,38.38582212377317,0.3925,400,0.30875,800,0.25666666666666665,1200
branin,smallest_abs_mu,2,25,0.10475,0.8285,38.38582212377317,0.3925,400,0.3175,800,0.27,1200
branin,smallest_abs_mu,2,26,0.10875,0.83075,38.38582212377317,0.3875,400,0.305,800,0.2608333333333333,1200
branin,smallest_abs_mu,2,27,0.0895,0.77775,38.38582212377317,0.3675,400,0.27875,800,0.2275,1200
branin,smallest_abs_mu,2,28,0.08375,0.84525,38.38582212377317,0.3675,400,0.2725,800,0.22166666666666668,1200
branin,smallest_abs_mu,2,29,0.082,0.83625,38.38582212377317,0.3625,400,0.26875,800,0.2175,1200
branin,smallest_abs_mu,2,30,0.08625,0.82225,38.38582212377317,0.37,400,0.27625,800,0.22333333333333333,1200
branin,smallest_abs_mu,2,31,0.08625,0.815,38.38582212377317,0.37,400,0.27625,800,0.22333333333333333,1200
branin,smallest_abs_mu,2,32,0.09525,0.83175,38.38582212377317,0.39,400,0.28625,800,0.2275,1200
branin,smallest_abs_mu,2,33,0.0895,0.82475,38.38582212377317,0.3925,400,0.27,800,0.21083333333333334,1200
branin,smallest_abs_mu,2,34,0.08025,0.82,38.38582212377317,0.3925,400,0.27125,800,0.21166666666666667,1200
branin,smallest_abs_mu,2,35,0.0755,0.8,38.38582212377317,0.3875,400,0.26125,800,0.20166666666666666,1200
branin,smallest_abs_mu,2,36,0.07975,0.807,38.38582212377317,0.3925,400,0.275,800,0.21416666666666667,1200
branin,smallest_abs_mu,2,37,0.0855,0.80275,38.38582212377317,0.4425,400,0.31375,800,0.23666666666666666,1200
branin,smallest_abs_mu,2,38,0.08,0.795,38.38582212377317,0.4375,400,0.295,800,0.22,1200
branin,smallest_abs_mu,2,39,0.0795,0.7705,38.38582212377317,0.41,400,0.28375,800,0.21666666666666667,1200
branin,smallest_abs_mu,2,40,0.0745,0.77675,38.38582212377317,0.4075,400,0.28125,800,0.21583333333333332,1200
branin,smallest_abs_mu,2,41,0.07525,0.766,38.38582212377317,0.4,400,0.2775,800,0.21416666666666667,1200
branin,smallest_abs_mu,2,42,0.07175,0.764,38.38582212377317,0.3975,400,0.2675,800,0.2025,1200
branin,smallest_abs_mu,2,43,0.07325,0.75225,38.38582212377317,0.415,400,0.27625,800,0.2075,1200
branin,smallest_abs_mu,2,44,0.074,0.7455,38.38582212377317,0.4025,400,0.275,800,0.20916666666666667,1200
branin,smallest_abs_mu,2,45,0.063,0.73875,38.38582212377317,0.3725,400,0.24625,800,0.185,1200
branin,smallest_abs_mu,2,46,0.07375,0.7405,38.38582212377317,0.37,400,0.24,800,0.1775,1200
branin,smallest_abs_mu,2,47,0.06475,0.733,38.38582212377317,0.3725,400,0.24125,800,0.17833333333333334,1200
branin,smallest_abs_mu,2,48,0.0705,0.75925,38.38582212377317,0.38,400,0.24625,800,0.18416666666666667,1200
branin,smallest_abs_mu,2,49,0.055,0.7565,38.38582212377317,0.3675,400,0.22375,800,0.15916666666666668,1200
branin,smallest_abs_mu,2,50,0.051,0.7455,38.38582212377317,0.37,400,0.225,800,0.15916666666666668,1200
branin,smallest_abs_mu,3,6,0.4175,0.9765,39.540792131416296,0.575,400,0.63875,800,0.6566666666666666,1200
branin,smallest_abs_mu,3,7,0.29725,0.9725,39.540792131416296,0.5225,400,0.53375,800,0.5208333333333334,1200
branin,smallest_abs_mu,3,8,0.25625,0.9685,39.540792131416296,0.4975,400,0.5025,800,0.4875,1200
branin,smallest_abs_mu,3,9,0.25625,0.96675,39.540792131416296,0.4975,400,0.5025,800,0.4875,1200
branin,smallest_abs_mu,3,10,0.25725,0.962,39.540792131416296,0.505,400,0.49875,800,0.49,1200
branin,smallest_abs_mu,3,11,0.2605,0.95725,39.540792131416296,0.505,400,0.5025,800,0.49166666666666664,1200
branin,smallest_abs_mu,3,12,0.2225,0.9535,39.540792131416296,0.475,400,0.44625,800,0.4058333333333333,1200
branin,smallest_abs_mu,3,13,0.17275,0.9485,39.540792131416296,0.4,400,0.34875,800,0.3025,1200
branin,smallest_abs_mu,3,14,0.169,0.94525,39.540792131416296,0.4,400,0.34875,800,0.3025,1200
branin,smallest_abs_mu,3,15,0.1675,0.93975,39.540792131416296,0.405,400,0.3575,800,0.30583333333333335,1200
branin,smallest_abs_mu,3,16,0.152,0.93175,39.540792131416296,0.4075,400,0.35375,800,0.2941666666666667,1200
branin,smallest_abs_mu,3,17,0.14,0.926,39.540792131416296,0.4075,400,0.35375,800,0.2941666666666667,1200
branin,smallest_abs_mu,3,18,0.14975,0.92175,39.540792131416296,0.43,400,0.37125,800,0.30416666666666664,1200
branin,smallest_abs_mu,3,19,0.1265,0.91725,39.540792131416296,0.3875,400,0.335,800,0.2683333333333333,1200
branin,smallest_abs_mu,3,20,0.11875,0.915,39.540792131416296,0.3825,400,0.33125,800,0.2658333333333333,1200
branin,smallest_abs_mu,3,21,0.1115,0.9105,39.540792131416296,0.3825,400,0.32125,800,0.24583333333333332,1200
branin,smallest_abs_mu,3,22,0.10875,0.89925,39.540792131416296,0.38,400,0.31125,800,0.2375,1200
branin,smallest_abs_mu,3,23,0.104,0.88625,39.540792131416296,0.3475,400,0.28625,800,0.22166666666666668,1200
branin,smallest_abs_mu,3,24,0.11275,0.876,39.540792131416296,0.4,400,0.3275,800,0.25083333333333335,1200
branin,smallest_abs_mu,3,25,0.128,0.86825,39.540792131416296,0.45,400,0.37125,800,0.29,1200
branin,smallest_abs_mu,3,26,0.14,0.859,39.540792131416296,0.47,400,0.38875,800,0.305,1200
branin,smallest_abs_mu,3,27,0.139,0.853,39.540792131416296,0.465,400,0.38,800,0.3,1200
branin,smallest_abs_mu,3,28,0.1305,0.84325,39.540792131416296,0.4575,400,0.3725,800,0.295,1200
branin,smallest_abs_mu,3,29,0.11725,0.83075,39.540792131416296,0.4575,400,0.37125,800,0.2925,1200
branin,smallest_abs_mu,3,30,0.09675,0.82525,39.540792131416296,0.46,400,0.3725,800,0.28833333333333333,1200
branin,smallest_abs_mu,3,31,0.09225,0.82475,39.540792131416296,0.4475,400,0.35375,800,0.275,1200
branin,smallest_abs_mu,3,32,0.08875,0.816,39.540792131416296,0.45,400,0.35375,800,0.27416666666666667,1200
branin,smallest_abs_mu,3,33,0.087,0.8085,39.540792131416296,0.4225,400,0.33,800,0.2625,1200
branin,smallest_abs_mu,3,34,0.091,0.801,39.540792131416296,0.44,400,0.3475,800,0.2758333333333333,1200
branin,smallest_abs_mu,3,35,0.09525,0.7905,39.540792131416296,0.445,400,0.3525,800,0.2808333333333333,1200
branin,smallest_abs_mu,3,36,0.091,0.7765,39.540792131416296,0.4275,400,0.32125,800,0.25583333333333336,1200
branin,smallest_abs_mu,3,37,0.08625,0.77775,39.540792131416296,0.4075,400,0.30125,800,0.2375,1200
branin,smallest_abs_mu,3,38,0.0865,0.762,39.540792131416296,0.405,400,0.3025,800,0.23916666666666667,1200
branin,smallest_abs_mu,3,39,0.08525,0.75675,39.540792131416296,0.4,400,0.29125,800,0.23083333333333333,1200
branin,smallest_abs_mu,3,40,0.07675,0.7445,39.540792131416296,0.38,400,0.2725,800,0.21416666666666667,1200
branin,smallest_abs_mu,3,41,0.06475,0.73375,39.540792131416296,0.37,400,0.26625,800,0.20333333333333334,1200
branin,smallest_abs_mu,3,42,0.06425,0.7305,39.540792131416296,0.375,400,0.26625,800,0.20333333333333334,1200
branin,smallest_abs_mu,3,43,0.05775,0.7205,39.540792131416296,0.375,400,0.25125,800,0.185,1200
branin,smallest_abs_mu,3,44,0.058,0.7195,39.540792131416296,0.345,400,0.22875,800,0.17,1200
branin,smallest_abs_mu,3,45,0.062,0.74075,39.540792131416296,0.34,400,0.22375,800,0.165,1200
branin,smallest_abs_mu,3,46,0.053,0.73775,39.540792131416296,0.345,400,0.22625,800,0.16666666666666666,1200
branin,smallest_abs_mu,3,47,0.0565,0.734,39.540792131416296,0.33,400,0.21375,800,0.17333333333333334,1200
branin,smallest_abs_mu,3,48,0.0635,0.7285,39.540792131416296,0.3425,400,0.2275,800,0.19166666666666668,1200
branin,smallest_abs_mu,3,49,0.069,0.72875,39.540792131416296,0.36,400,0.24,800,0.20666666666666667,1200
branin,smallest_abs_mu,3,50,0.06625,0.72125,39.540792131416296,0.355,400,0.23625,800,0.20166666666666666,1200
branin,smallest_abs_mu,4,6,0.3315,0.48,38.72809299129944,0.4375,400,0.395,800,0.35,1200
branin,smallest_abs_mu,4,7,0.28275,0.57325,38.72809299129944,0.4325,400,0.38125,800,0.33,1200
branin,smallest_abs_mu,4,8,0.2915,0.827,38.72809299129944,0.42,400,0.37875,800,0.3258333333333333,1200
branin,smallest_abs_mu,4,9,0.29475,0.83,38.72809299129944,0.4,400,0.37,800,0.32,1200
branin,smallest_abs_mu,4,10,0.2545,0.78725,38.72809299129944,0.3925,400,0.3625,800,0.3075,1200
branin,smallest_abs_mu,4,11,0.18275,0.78375,38.72809299129944,0.395,400,0.36125,800,0.3025,1200
branin,smallest_abs_mu,4,12,0.1445,0.77975,38.72809299129944,0.395,400,0.35,800,0.28,1200
branin,smallest_abs_mu,4,13,0.1565,0.75,38.72809299129944,0.3975,400,0.3675,800,0.305,1200
branin,smallest_abs_mu,4,14,0.2015,0.75125,38.72809299129944,0.3975,400,0.37,800,0.31583333333333335,1200
branin,smallest_abs_mu,4,15,0.167,0.66775,38.72809299129944,0.4,400,0.36375,800,0.3,1200
branin,smallest_abs_mu,4,16,0.1635,0.89775,38.72809299129944,0.4225,400,0.39,800,0.31416666666666665,1200
branin,smallest_abs_mu,4,17,0.16075,0.883,38.72809299129944,0.4525,400,0.40625,800,0.32416666666666666,1200
branin,smallest_abs_mu,4,18,0.15325,0.86675,38.72809299129944,0.4625,400,0.41375,800,0.32666666666666666,1200
branin,smallest_abs_mu,4,19,0.147,0.86525,38.72809299129944,0.4575,400,0.41125,800,0.32416666666666666,1200
branin,smallest_abs_mu,4,20,0.147,0.863,38.72809299129944,0.4575,400,0.41125,800,0.32416666666666666,1200
branin,smallest_abs_mu,4,21,0.139,0.851,38.72809299129944,0.4125,400,0.3825,800,0.3025,1200
branin,smallest_abs_mu,4,22,0.13775,0.8905,38.72809299129944,0.41,400,0.375,800,0.30416666666666664,1200
branin,smallest_abs_mu,4,23,0.12275,0.88475,38.72809299129944,0.3825,400,0.32875,800,0.26666666666666666,1200
branin,smallest_abs_mu,4,24,0.12625,0.8805,38.72809299129944,0.4075,400,0.36,800,0.2833333333333333,1200
branin,smallest_abs_mu,4,25,0.11725,0.8685,38.72809299129944,0.3975,400,0.35125,800,0.2758333333333333,1200
branin,smallest_abs_mu,4,26,0.1195,0.86025,38.72809299129944,0.4075,400,0.35625,800,0.2791666666666667,1200
branin,smallest_abs_mu,4,27,0.118,0.86725,38.72809299129944,0.3925,400,0.345,800,0.27166666666666667,1200
branin,smallest_abs_mu,4,28,0.11225,0.8555,38.72809299129944,0.3925,400,0.33625,800,0.26166666666666666,1200
branin,smallest_abs_mu,4,29,0.11225,0.85225,38.72809299129944,0.3925,400,0.33625,800,0.26166666666666666,1200
branin,smallest_abs_mu,4,30,0.1035,0.859,38.72809299129944,0.34,400,0.29125,800,0.22666666666666666,1200
branin,smallest_abs_mu,4,31,0.11375,0.8525,38.72809299129944,0.38,400,0.3225,800,0.26,1200
branin,smallest_abs_mu,4,32,0.103,0.84,38.72809299129944,0.3725,400,0.3175,800,0.255,1200
branin,smallest_abs_mu,4,33,0.09325,0.836,38.72809299129944,0.38,400,0.31625,800,0.25,1200
branin,smallest_abs_mu,4,34,0.09475,0.83075,38.72809299129944,0.41,400,0.33,800,0.25583333333333336,1200
branin,smallest_abs_mu,4,35,0.09325,0.8255,38.72809299129944,0.3875,400,0.32625,800,0.24166666666666667,1200
branin,smallest_abs_mu,4,36,0.095,0.81475,38.72809299129944,0.375,400,0.32625,800,0.24583333333333332,1200
branin,smallest_abs_mu,4,37,0.09075,0.80775,38.72809299129944,0.3725,400,0.32125,800,0.23833333333333334,1200
branin,smallest_abs_mu,4,38,0.084,0.79175,38.72809299129944,0.3375,400,0.2875,800,0.21583333333333332,1200
branin,smallest_abs_mu,4,39,0.0805,0.784,38.72809299129944,0.3225,400,0.27875,800,0.20833333333333334,1200
branin,smallest_abs_mu,4,40,0.06975,0.77325,38.72809299129944,0.29,400,0.2425,800,0.17833333333333334,1200
branin,smallest_abs_mu,4,41,0.0705,0.765,38.72809299129944,0.29,400,0.245,800,0.18,1200
branin,smallest_abs_mu,4,42,0.08925,0.8135,38.72809299129944,0.345,400,0.26625,800,0.20166666666666666,1200
branin,smallest_abs_mu,4,43,0.078,0.80525,38.72809299129944,0.34,400,0.2625,800,0.19416666666666665,1200
branin,smallest_abs_mu,4,44,0.0775,0.79825,38.72809299129944,0.34,400,0.25875,800,0.19166666666666668,1200
branin,smallest_abs_mu,4,45,0.084,0.79625,38.72809299129944,0.35,400,0.2825,800,0.21,1200
branin,smallest_abs_mu,4,46,0.08625,0.7955,38.72809299129944,0.37,400,0.2925,800,0.21666666666666667,1200
branin,smallest_abs_mu,4,47,0.07975,0.7795,38.72809299129944,0.365,400,0.28625,800,0.21,1200
branin,smallest_abs_mu,4,48,0.08825,0.788,38.72809299129944,0.355,400,0.28,800,0.20583333333333334,1200
branin,smallest_abs_mu,4,49,0.0975,0.78175,38.72809299129944,0.36,400,0.2825,800,0.21,1200
branin,smallest_abs_mu,4,50,0.08175,0.778,38.72809299129944,0.36,400,0.28375,800,0.21083333333333334,1200
branin,straddle,0,6,0.251,0.971,37.89289019425876,0.4875,400,0.41375,800,0.3625,1200
branin,straddle,0,7,0.23025,0.969,37.89289019425876,0.4875,400,0.41375,800,0.3625,1200
branin,straddle,0,8,0.24575,0.967,37.89289019425876,0.4875,400,0.42625,800,0.38666666666666666,1200
branin,straddle,0,9,0.223,0.96275,37.89289019425876,0.485,400,0.4225,800,0.36583333333333334,1200
branin,straddle,0,10,0.19975,0.957,37.89289019425876,0.475,400,0.40625,800,0.3466666666666667,1200
branin,straddle,0,11,0.19975,0.9535,37.89289019425876,0.475,400,0.40625,800,0.3466666666666667,1200
branin,straddle,0,12,0.18675,0.94875,37.89289019425876,0.4575,400,0.375,800,0.33,1200
branin,straddle,0,13,0.2015,0.942,37.89289019425876,0.47,400,0.395,800,0.35083333333333333,1200
branin,straddle,0,14,0.2015,0.93775,37.89289019425876,0.47,400,0.395,800,0.35083333333333333,1200
branin,straddle,0,15,0.1605,0.93325,37.89289019425876,0.46,400,0.38125,800,0.335,1200
branin,straddle,0,16,0.1535,0.92875,37.89289019425876,0.4425,400,0.36625,800,0.31583333333333335,1200
branin,straddle,0,17,0.14725,0.925,37.89289019425876,0.4425,400,0.36625,800,0.31666666666666665,1200
branin,straddle,0,18,0.10375,0.52975,37.89289019425876,0.4125,400,0.31875,800,0.26666666666666666,1200
branin,straddle,0,19,0.1185,0.46775,37.89289019425876,0.4275,400,0.33625,800,0.28833333333333333,1200
branin,straddle,0,20,0.112,0.367,37.89289019425876,0.4225,400,0.33,800,0.2816666666666667,1200
branin,straddle,0,21,0.102,0.28025,37.89289019425876,0.41,400,0.32375,800,0.275,1200
branin,straddle,0,22,0.115,0.525,37.89289019425876,0.4175,400,0.335,800,0.28833333333333333,1200
branin,straddle,0,23,0.10275,0.343,37.89289019425876,0.42,400,0.32125,800,0.26416666666666666,1200
branin,straddle,0,24,0.0985,0.40425,37.89289019425876,0.41,400,0.3175,800,0.26166666666666666,1200
branin,straddle,0,25,0.1005,0.45325,37.89289019425876,0.4025,400,0.32,800,0.26916666666666667,1200
branin,straddle,0,26,0.11625,0.425,37.89289019425876,0.4675,400,0.37125,800,0.31166666666666665,1200
branin,straddle,0,27,0.1065,0.3465,37.89289019425876,0.4475,400,0.34375,800,0.285,1200
branin,straddle,0,28,0.10775,0.298,37.89289019425876,0.46,400,0.3525,800,0.29083333333333333,1200
branin,straddle,0,29,0.1045,0.361,37.89289019425876,0.4,400,0.31,800,0.25833333333333336,1200
branin,straddle,0,30,0.10725,0.37875,37.89289019425876,0.42,400,0.325,800,0.2675,1200
branin,straddle,0,31,0.105,0.4435,37.89289019425876,0.3725,400,0.31,800,0.26,1200
branin,straddle,0,32,0.11575,0.43075,37.89289019425876,0.3975,400,0.33625,800,0.285,1200
branin,straddle,0,33,0.10575,0.401,37.89289019425876,0.4,400,0.33625,800,0.2791666666666667,1200
branin,straddle,0,34,0.10625,0.32075,37.89289019425876,0.3975,400,0.33375,800,0.2775,1200
branin,straddle,0,35,0.09625,0.38225,37.89289019425876,0.4075,400,0.335,800,0.27,1200
branin,straddle,0,36,0.0935,0.34925,37.89289019425876,0.42,400,0.33,800,0.27,1200
branin,straddle,0,37,0.08125,0.43175,37.89289019425876,0.405,400,0.30875,800,0.2425,1200
branin,straddle,0,38,0.0815,0.3695,37.89289019425876,0.405,400,0.30875,800,0.24333333333333335,1200
branin,straddle,0,39,0.07425,0.396,37.89289019425876,0.35,400,0.265,800,0.21333333333333335,1200
branin,straddle,0,40,0.07475,0.34425,37.89289019425876,0.355,400,0.26625,800,0.21416666666666667,1200
branin,straddle,0,41,0.07625,0.4235,37.89289019425876,0.3625,400,0.26625,800,0.22,1200
branin,straddle,0,42,0.07625,0.3755,37.89289019425876,0.36,400,0.26,800,0.21416666666666667,1200
branin,straddle,0,43,0.0765,0.3525,37.89289019425876,0.36,400,0.26,800,0.21416666666666667,1200
branin,straddle,0,44,0.07175,0.3765,37.89289019425876,0.3525,400,0.25,800,0.205,1200
branin,straddle,0,45,0.0715,0.3495,37.89289019425876,0.35,400,0.24875,800,0.20416666666666666,1200
branin,straddle,0,46,0.07675,0.3775,37.89289019425876,0.355,400,0.275,800,0.22333333333333333,1200
branin,straddle,0,47,0.06775,0.438,37.89289019425876,0.335,400,0.24625,800,0.195,1200
branin,straddle,0,48,0.06775,0.392,37.89289019425876,0.335,400,0.24625,800,0.195,1200
branin,straddle,0,49,0.06375,0.5135,37.89289019425876,0.36,400,0.255,800,0.2,1200
branin,straddle,0,50,0.06325,0.55475,37.89289019425876,0.365,400,0.26,800,0.2025,1200
branin,straddle,1,6,0.3635,0.97425,40.072198386339714,0.4625,400,0.40875,800,0.37666666666666665,1200
branin,straddle,1,7,0.2915,0.97325,40.072198386339714,0.44,400,0.38875,800,0.345,1200
branin,straddle,1,8,0.291,0.97,40.072198386339714,0.44,400,0.38875,800,0.345,1200
branin,straddle,1,9,0.2615,0.96375,40.072198386339714,0.4225,400,0.3725,800,0.3308333333333333,1200
branin,straddle,1,10,0.24225,0.95975,40.072198386339714,0.4225,400,0.3725,800,0.3308333333333333,1200
branin,straddle,1,11,0.23925,0.956,40.072198386339714,0.41,400,0.36,800,0.3225,1200
branin,straddle,1,12,0.20275,0.9525,40.072198386339714,0.4075,400,0.355,800,0.3125,1200
branin,straddle,1,13,0.15375,0.9485,40.072198386339714,0.4375,400,0.35625,800,0.2875,1200
branin,straddle,1,14,0.15375,0.94625,40.072198386339714,0.4375,400,0.35625,800,0.2875,1200
branin,straddle,1,15,0.1535,0.944,40.072198386339714,0.4375,400,0.35625,800,0.2875,1200
branin,straddle,1,16,0.14375,0.80975,40.072198386339714,0.385,400,0.32375,800,0.2758333333333333,1200
branin,straddle,1,17,0.13225,0.79125,40.072198386339714,0.4025,400,0.33125,800,0.2816666666666667,1200
branin,straddle,1,18,0.1195,0.789,40.072198386339714,0.41,400,0.335,800,0.2825,1200
branin,straddle,1,19,0.122,0.92825,40.072198386339714,0.425,400,0.33875,800,0.275,1200
branin,straddle,1,20,0.11375,0.79675,40.072198386339714,0.405,400,0.325,800,0.27666666666666667,1200
branin,straddle,1,21,0.108,0.78825,40.072198386339714,0.4325,400,0.31875,800,0.2633333333333333,1200
branin,straddle,1,22,0.09,0.736,40.072198386339714,0.395,400,0.29875,800,0.23833333333333334,1200
