benchmark_population,run_id,repeat,fold,method,formulation,query_order,selection_stage,population_row_index,experiment_name,partition,P,VX,LS,ST,revealed_has_keyhole,revealed_max_depth_um,revealed_G3_um,empirical_boundary_distance_evaluation_only,boundary_score_consulted_before_selection,hidden_label_consulted_before_selection,hidden_physical_response_consulted_before_selection,known_before_query,revealed_by_query,acquisition_metadata_json
primary_common,primary_common__r01_f01,1,1,binary_random,binary,22,shared_random_after_warm_start,165,P-104p101541641_VX-0p916529700054_LS-8p82882842693e-05_ST-394p968412652_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2634634783e-06_H-6014a1f9c3,old-data-local,104.101541641,0.916529700054,8.82882842693e-05,394.968412652,0,26.93815,26.758460000000003,3.254328238655684,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""shared_predetermined_random_pool_order"", ""shared_permutation_position"": 21}"
primary_common,primary_common__r01_f01,1,1,binary_random,binary,23,shared_random_after_warm_start,296,P-238p319282705_VX-0p253960262605_LS-5p92121677448e-05_ST-384p128817665_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p89955725889e-05_H-452de4062d,old-data-local,238.319282705,0.253960262605,5.92121677448e-05,384.128817665,1,123.75569999999999,123.1746,0.609832824844942,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""shared_predetermined_random_pool_order"", ""shared_permutation_position"": 22}"
primary_common,primary_common__r01_f01,1,1,binary_random,binary,24,shared_random_after_warm_start,66,P-241p526098173_VX-0p390351171714_LS-7p60309896784e-05_ST-322p459160533_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23584119956e-05_H-0e4c2fc094,new-data,241.526098173,0.390351171714,7.60309896784e-05,322.459160533,0,94.03579,90.36786500000001,1.2118802271184341,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""shared_predetermined_random_pool_order"", ""shared_permutation_position"": 23}"
primary_common,primary_common__r01_f01,1,1,binary_random,binary,25,shared_random_after_warm_start,14,P-131p192514944_VX-0p432823544687_LS-6p72236683266e-05_ST-324p578264519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p11456982002e-05_H-dfd65b549a,new-data,131.192514944,0.432823544687,6.72236683266e-05,324.578264519,0,58.50217,58.298370000000006,1.1855914009050184,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""shared_predetermined_random_pool_order"", ""shared_permutation_position"": 24}"
primary_common,primary_common__r01_f01,1,1,binary_random,binary,26,shared_random_after_warm_start,1,P-109p741517589_VX-0p915030812968_LS-7p99759662409e-05_ST-303p804431165_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p27208541466e-06_H-0e4c2fc094,new-data,109.741517589,0.915030812968,7.99759662409e-05,303.804431165,0,27.37239,27.061709999999998,2.681387091414769,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""shared_predetermined_random_pool_order"", ""shared_permutation_position"": 25}"
primary_common,primary_common__r01_f01,1,1,binary_random,binary,27,shared_random_after_warm_start,274,P-218p361623288_VX-0p747470791734_LS-7p1375293786e-05_ST-300p016423613_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45392523208e-06_H-a55a682ac9,old-data-local,218.361623288,0.747470791734,7.1375293786e-05,300.016423613,0,63.18565,62.96796,1.5196082481174273,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""shared_predetermined_random_pool_order"", ""shared_permutation_position"": 26}"
primary_common,primary_common__r01_f01,1,1,binary_random,binary,28,shared_random_after_warm_start,237,P-176p64993117_VX-0p775213670345_LS-6p57722012124e-05_ST-360p022077993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p222956054e-06_H-5731c00627,old-data-local,176.64993117,0.775213670345,6.57722012124e-05,360.022077993,0,55.0918,54.935365,1.3542844239546996,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""shared_predetermined_random_pool_order"", ""shared_permutation_position"": 27}"
primary_common,primary_common__r01_f01,1,1,binary_random,binary,29,shared_random_after_warm_start,390,P-235p890696826_VX-0p62852965691_LS-7p09715556056e-05_ST-349p581827429_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p6752473809e-06_H-765072ed36,old-data-remote-clean,235.890696826,0.62852965691,7.09715556056e-05,349.581827429,0,74.97139,74.82339,1.042577540260156,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""shared_predetermined_random_pool_order"", ""shared_permutation_position"": 28}"
primary_common,primary_common__r01_f01,1,1,binary_random,binary,30,shared_random_after_warm_start,359,P-145p199982561_VX-0p253198682602_LS-7p7513591008e-05_ST-398p693210886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p90527081478e-05_H-2d34966482,old-data-remote-clean,145.199982561,0.253198682602,7.7513591008e-05,398.693210886,0,59.07345,58.806844999999996,1.6611727062629216,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""shared_predetermined_random_pool_order"", ""shared_permutation_position"": 29}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,1,shared_sequential_random_warm_start,339,P-99p0936052974_VX-0p300439480401_LS-4p95355776339e-05_ST-340p036700638_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60568797302e-05_H-701e6757d1,old-data-local,99.0936052974,0.300439480401,4.95355776339e-05,340.036700638,0,51.022310000000004,50.76388,1.264387191161119,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 0}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,2,shared_sequential_random_warm_start,320,P-78p3109819881_VX-0p819836919071_LS-8p42620704062e-05_ST-359p367913591_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p88424415978e-06_H-cedd8dc36d,old-data-local,78.3109819881,0.819836919071,8.42620704062e-05,359.367913591,0,19.117600000000003,18.9878,2.7842426561241993,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 1}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,3,shared_sequential_random_warm_start,77,P-260p125654688_VX-0p378472963537_LS-6p21275317791e-05_ST-359p026868384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p27462753427e-05_H-0602c4a780,new-data,260.125654688,0.378472963537,6.21275317791e-05,359.026868384,0,86.94682999999999,86.74683,0.7647688655124604,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 2}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,4,shared_sequential_random_warm_start,364,P-162p201106716_VX-0p908426857038_LS-8p56302518524e-05_ST-395p218711567_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p31041169208e-06_H-b41981edcb,old-data-remote-clean,162.201106716,0.908426857038,8.56302518524e-05,395.218711567,0,43.3943,42.84402,2.888075605662368,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 3}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,5,shared_sequential_random_warm_start,52,P-212p944274192_VX-0p351323873231_LS-4p80439392259e-05_ST-351p894554175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37312632889e-05_H-7c2e16b959,new-data,212.944274192,0.351323873231,4.80439392259e-05,351.894554175,1,119.0752,114.5273,0.6187742015491088,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 4}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,6,shared_sequential_random_warm_start,393,P-243p325077963_VX-0p998321353283_LS-5p70160449472e-05_ST-337p156153016_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p83223221376e-06_H-d7a336064e,old-data-remote-clean,243.325077963,0.998321353283,5.70160449472e-05,337.156153016,0,59.27349,58.932255,1.7170541977419052,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 5}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,7,shared_sequential_random_warm_start,243,P-183p86712976_VX-0p92773562332_LS-4p77447546287e-05_ST-393p876492884_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19988721113e-06_H-95ed9fb76f,old-data-local,183.86712976,0.92773562332,4.77447546287e-05,393.876492884,0,55.367140000000006,54.833909999999996,1.6196448735346667,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 6}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,8,shared_sequential_random_warm_start,152,P-429p223744451_VX-0p993777087019_LS-4p49939505126e-05_ST-337p477091824_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p8543286679e-06_H-c87ffcf9e3,new-data,429.223744451,0.993777087019,4.49939505126e-05,337.477091824,1,115.89620000000001,109.3287,0.4435659871271194,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 7}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,9,shared_sequential_random_warm_start,24,P-157p183722649_VX-0p714259673467_LS-7p38607203139e-05_ST-347p368293375_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p75401507634e-06_H-add9572a86,new-data,157.183722649,0.714259673467,7.38607203139e-05,347.368293375,0,51.23838,50.91924,1.5831222227177468,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 8}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,10,shared_sequential_random_warm_start,245,P-186p021611878_VX-0p483877556354_LS-6p53069178085e-05_ST-388p836932905_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96971349398e-06_H-b40dbd8ddd,old-data-local,186.021611878,0.483877556354,6.53069178085e-05,388.836932905,0,74.92757999999999,74.76677,1.210410370242543,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 9}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,11,shared_sequential_random_warm_start,73,P-255p411547814_VX-0p885409904065_LS-6p83114026847e-05_ST-348p701073765_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p44846017745e-06_H-89021150a8,new-data,255.411547814,0.885409904065,6.83114026847e-05,348.701073765,0,63.226229999999994,62.893330000000006,1.6992214229604674,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 10}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,12,shared_sequential_random_warm_start,379,P-210p464738138_VX-0p237113609615_LS-6p46217439158e-05_ST-306p057190902_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p03451864735e-05_H-12faed80a6,old-data-remote-clean,210.464738138,0.237113609615,6.46217439158e-05,306.057190902,0,74.43187,70.79170500000001,1.4484590855407233,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 11}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,13,active_acquisition,157,P-441p843471056_VX-0p982124766198_LS-4p09875344609e-05_ST-327p495507906_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91192236368e-06_H-f55fc58583,new-data,441.843471056,0.982124766198,4.09875344609e-05,327.495507906,0,105.0848,94.08593,0.4435659871271194,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 119, ""selected_probability"": 0.4833360989455677, ""selected_uncertainty_score"": 0.9666721978911355}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,14,active_acquisition,163,P-449p762375807_VX-0p721910835583_LS-4p02949716673e-05_ST-312p266645761_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p68243273994e-06_H-c87ffcf9e3,new-data,449.762375807,0.721910835583,4.02949716673e-05,312.266645761,1,311.9952,233.1426,1.21766422328343,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 122, ""selected_probability"": 0.23364684479076914, ""selected_uncertainty_score"": 0.4672936895815383}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,15,active_acquisition,154,P-435p358668153_VX-0p616312825798_LS-4p12302442682e-05_ST-330p720611029_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p82738960003e-06_H-4dbd940f3b,new-data,435.358668153,0.616312825798,4.12302442682e-05,330.720611029,1,301.9033,295.66395,1.5710177620180137,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 118, ""selected_probability"": 0.467703325859226, ""selected_uncertainty_score"": 0.935406651718452}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,16,active_acquisition,118,P-363p673556898_VX-0p448546579177_LS-4p04529881073e-05_ST-391p93586396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07550047798e-05_H-f55fc58583,new-data,363.673556898,0.448546579177,4.04529881073e-05,391.93586396,1,302.7273,301.0654,1.9184169661737758,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 91, ""selected_probability"": 0.49122528299086454, ""selected_uncertainty_score"": 0.9824505659817291}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,17,active_acquisition,80,P-264p370573209_VX-0p395776293281_LS-4p78236029631e-05_ST-378p311267492_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21890085003e-05_H-985b11a49e,new-data,264.370573209,0.395776293281,4.78236029631e-05,378.311267492,1,302.1039,298.9531,1.0486875556032726,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 60, ""selected_probability"": 0.49320299647179766, ""selected_uncertainty_score"": 0.9864059929435953}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,18,active_acquisition,109,P-342p674555398_VX-0p462731136977_LS-5p8783513777e-05_ST-328p309527448_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04253209208e-05_H-add9572a86,new-data,342.674555398,0.462731136977,5.8783513777e-05,328.309527448,1,259.0791,244.96974999999998,0.894381054943073,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 84, ""selected_probability"": 0.5003699522257488, ""selected_uncertainty_score"": 0.9992600955485025}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,19,active_acquisition,119,P-364p483174853_VX-0p95103094401_LS-4p26115279421e-05_ST-393p929813999_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p07251697056e-06_H-1ef68d8f61,new-data,364.483174853,0.95103094401,4.26115279421e-05,393.929813999,0,111.5838,94.5531,0.39583640882565674,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 89, ""selected_probability"": 0.5079578689244162, ""selected_uncertainty_score"": 0.9840842621511676}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,20,active_acquisition,57,P-227p095146149_VX-0p485569900572_LS-4p61845747353e-05_ST-309p475761642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p93496630935e-06_H-c5f6eebf67,new-data,227.095146149,0.485569900572,4.61845747353e-05,309.475761642,1,207.3806,187.6205,0.8392576303884843,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 45, ""selected_probability"": 0.499048567501043, ""selected_uncertainty_score"": 0.998097135002086}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,21,active_acquisition,102,P-326p931045044_VX-0p255856443683_LS-6p48737236991e-05_ST-399p817710522_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p88547942494e-05_H-9cf0389d20,new-data,326.931045044,0.255856443683,6.48737236991e-05,399.817710522,1,287.6517,283.35630000000003,1.2975550795627302,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 76, ""selected_probability"": 0.4935694517237881, ""selected_uncertainty_score"": 0.9871389034475762}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,22,active_acquisition,115,P-355p313197397_VX-0p977425276438_LS-4p00293473664e-05_ST-317p253821106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p9355390323e-06_H-4dbd940f3b,new-data,355.313197397,0.977425276438,4.00293473664e-05,317.253821106,1,119.8932,110.5689,0.9583468597801755,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 84, ""selected_probability"": 0.5003884667649219, ""selected_uncertainty_score"": 0.9992230664701562}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,23,active_acquisition,288,P-229p384485496_VX-0p374546448601_LS-5p61892687884e-05_ST-346p005476369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28798994652e-05_H-f404b6f8f4,old-data-local,229.384485496,0.374546448601,5.61892687884e-05,346.005476369,0,82.94931,82.69717,0.6267876347617916,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 207, ""selected_probability"": 0.5005135558688109, ""selected_uncertainty_score"": 0.9989728882623783}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,24,active_acquisition,296,P-238p319282705_VX-0p253960262605_LS-5p92121677448e-05_ST-384p128817665_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p89955725889e-05_H-452de4062d,old-data-local,238.319282705,0.253960262605,5.92121677448e-05,384.128817665,1,123.75569999999999,123.1746,0.609832824844942,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 213, ""selected_probability"": 0.5022572351596857, ""selected_uncertainty_score"": 0.9954855296806286}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,25,active_acquisition,126,P-375p190327887_VX-0p471971299611_LS-7p58652830639e-05_ST-330p289975384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02212160082e-05_H-1553ff852f,new-data,375.190327887,0.471971299611,7.58652830639e-05,330.289975384,1,156.01239999999999,150.64065000000002,0.5236292277987136,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 89, ""selected_probability"": 0.49782676324953545, ""selected_uncertainty_score"": 0.9956535264990709}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,26,active_acquisition,214,P-149p779509657_VX-0p251536582152_LS-4p84927831067e-05_ST-381p35096431_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91786044071e-05_H-6af407d4ba,old-data-local,149.779509657,0.251536582152,4.84927831067e-05,381.35096431,0,62.97765,62.77177,0.7886046737269528,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 152, ""selected_probability"": 0.49968844872379736, ""selected_uncertainty_score"": 0.9993768974475947}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,27,active_acquisition,134,P-385p522203_VX-0p931994182449_LS-4p05647861864e-05_ST-365p262393292_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17612737704e-06_H-3a5de7627d,new-data,385.522203,0.931994182449,4.05647861864e-05,365.262393292,1,139.438,137.14635,0.9478797767598937,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 95, ""selected_probability"": 0.4925056913548893, ""selected_uncertainty_score"": 0.9850113827097786}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,28,active_acquisition,139,P-394p301389958_VX-0p965504599187_LS-4p1845661123e-05_ST-386p588977515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99647604691e-06_H-aae9cbe76f,new-data,394.301389958,0.965504599187,4.1845661123e-05,386.588977515,1,116.0247,103.3518,0.39583640882565674,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 98, ""selected_probability"": 0.5015823354252893, ""selected_uncertainty_score"": 0.9968353291494214}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,29,active_acquisition,91,P-292p980726174_VX-0p558994342483_LS-6p4603431573e-05_ST-342p453415035_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p62999897564e-06_H-0e4c2fc094,new-data,292.980726174,0.558994342483,6.4603431573e-05,342.453415035,0,94.89105,94.6948,0.8159129112547633,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 69, ""selected_probability"": 0.499320290257975, ""selected_uncertainty_score"": 0.99864058051595}"
primary_common,primary_common__r01_f01,1,1,binary_margin,binary,30,active_acquisition,104,P-335p17845091_VX-0p53366627312_LS-7p35439468085e-05_ST-327p916348879_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p03958306155e-06_H-1d842653b1,new-data,335.17845091,0.53366627312,7.35439468085e-05,327.916348879,0,98.71385,98.565725,0.5236292277987136,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""acquisition_definition"": ""classifier_margin"", ""selected_position"": 76, ""selected_probability"": 0.5018983541334103, ""selected_uncertainty_score"": 0.9962032917331793}"
primary_common,primary_common__r01_f02,1,2,max_depth_random,max_depth,1,shared_sequential_random_warm_start,14,P-131p192514944_VX-0p432823544687_LS-6p72236683266e-05_ST-324p578264519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p11456982002e-05_H-dfd65b549a,new-data,131.192514944,0.432823544687,6.72236683266e-05,324.578264519,0,58.50217,58.298370000000006,1.1855914009050184,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 0}"
primary_common,primary_common__r01_f02,1,2,max_depth_random,max_depth,2,shared_sequential_random_warm_start,42,P-203p317554156_VX-0p724937635215_LS-5p40301996917e-05_ST-325p306920736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p65453187788e-06_H-dfd65b549a,new-data,203.317554156,0.724937635215,5.40301996917e-05,325.306920736,0,66.93857,66.66340499999998,0.6537525765781235,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 1}"
primary_common,primary_common__r01_f02,1,2,max_depth_random,max_depth,3,shared_sequential_random_warm_start,337,P-98p5137427197_VX-0p87794698955_LS-7p93698578539e-05_ST-325p506902574_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-7p33865836642e-06_H-bf889bf790,old-data-local,98.5137427197,0.87794698955,7.93698578539e-05,325.506902574,0,27.19738,26.941025,2.5506285765214938,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 2}"
primary_common,primary_common__r01_f02,1,2,max_depth_random,max_depth,4,shared_sequential_random_warm_start,203,P-140p974625597_VX-0p98622838083_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p89589248085e-06_H-b0e5aed98c,old-data-local,140.974625597,0.98622838083,4.5e-05,300.0,0,47.28695,46.977925,1.9343428815838586,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 3}"
primary_common,primary_common__r01_f02,1,2,max_depth_random,max_depth,5,shared_sequential_random_warm_start,123,P-372p630059968_VX-0p727703112845_LS-4p39975555357e-05_ST-362p949632289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p62924277478e-06_H-54d2aec398,new-data,372.630059968,0.727703112845,4.39975555357e-05,362.949632289,1,275.7146,254.94905,0.8605315248244119,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 4}"
primary_common,primary_common__r01_f02,1,2,max_depth_random,max_depth,6,shared_sequential_random_warm_start,228,P-166p614725594_VX-0p931765035172_LS-5p67575778907e-05_ST-364p064697506_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17740033261e-06_H-0744488b5e,old-data-local,166.614725594,0.931765035172,5.67575778907e-05,364.064697506,0,51.051970000000004,50.846030000000006,1.7238062696507093,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 5}"
primary_common,primary_common__r01_f02,1,2,max_depth_random,max_depth,7,shared_sequential_random_warm_start,82,P-267p46239641_VX-0p483361678819_LS-7p67845272617e-05_ST-366p829607628_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p98035387249e-06_H-1d842653b1,new-data,267.46239641,0.483361678819,7.67845272617e-05,366.829607628,0,90.95953,90.78383000000001,1.1190588891528876,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 6}"
primary_common,primary_common__r01_f02,1,2,max_depth_random,max_depth,8,shared_sequential_random_warm_start,30,P-166p111836501_VX-0p454755470987_LS-7p13150844087e-05_ST-303p391516497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p06081639712e-05_H-0e4c2fc094,new-data,166.111836501,0.454755470987,7.13150844087e-05,303.391516497,0,66.837,66.77135,1.4297287264457967,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 7}"
primary_common,primary_common__r01_f02,1,2,max_depth_random,max_depth,9,shared_sequential_random_warm_start,67,P-242p307622127_VX-0p748861384084_LS-6p09484851001e-05_ST-306p16946129_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p44194066558e-06_H-1d842653b1,new-data,242.307622127,0.748861384084,6.09484851001e-05,306.16946129,0,70.81725,70.52078,0.8218409595547858,False,False,False,"P,VX,LS,ST","manual has_keyhole,max_depth,G3_if_available","{""shared_permutation_position"": 8}"
