target,target_label,target_unit,population_size,best_point_prediction_model_by_RMSE,best_point_prediction_RMSE,best_point_prediction_relative_RMSE_pct,best_learned_nugget_gp_by_RMSE,protocol_selected_gp,protocol_selected_point_model,protocol_selected_uncertainty_model,best_calibrated_deployable_probabilistic_model,simple_models_competitive,polynomial_ridge_competitive,linear_ridge_competitive,practical_RMSE_difference_threshold,kernel_replacement_rationale,learned_nugget_robust_point_advantage,learned_nugget_calibration_advantage,learned_nugget_NLPD_advantage,learned_shared_nugget_remains_useful,heteroskedastic_interval_is_retrospective_oracle,dataset_revision,partition
depth,T0 penetration depth,um,12,rbf_no_nugget,57.863952355522585,82.16297701815635,rbf_learned_nugget,matern32_learned_nugget,polynomial_ridge_degree2,matern32_learned_nugget,rbf_learned_nugget,"[""polynomial_ridge_degree2""]",True,False,2.5991789000000005,No alternative learned-nugget kernel satisfied the Week 6 replacement rule; Matérn 3/2 is retained for continuity.,False,0.0,1.550838874475602e-05,True,True,d69dac5bda8b622bc0de316b112815c6056c06ec,new-data
kinetic_energy,T0 melt kinetic energy,nJ,12,linear_ridge,1.1509084743764377,32.60944084036587,matern32_learned_nugget,matern32_learned_nugget,linear_ridge,matern32_no_nugget,matern32_no_nugget,"[""linear_ridge"",""polynomial_ridge_degree2""]",True,True,0.06017346800000001,No alternative learned-nugget kernel satisfied the Week 6 replacement rule; Matérn 3/2 is retained for continuity.,False,0.0,-0.019771699140204824,False,True,d69dac5bda8b622bc0de316b112815c6056c06ec,new-data
total_height,T0 total vertical melt-pool height,um,12,linear_ridge,57.10717087944087,58.17094883793508,matern52_learned_nugget,matern32_learned_nugget,linear_ridge,matern32_learned_nugget,rbf_learned_nugget,"[""linear_ridge"",""polynomial_ridge_degree2""]",True,True,2.55297725,No alternative learned-nugget kernel satisfied the Week 6 replacement rule; Matérn 3/2 is retained for continuity.,False,0.0,8.48230019556695e-06,True,True,d69dac5bda8b622bc0de316b112815c6056c06ec,new-data
width,T0 melt-pool width,um,12,linear_ridge,8.235705745747142,5.414668299527879,matern52_learned_nugget,matern32_learned_nugget,linear_ridge,matern32_learned_nugget,rbf_no_nugget,"[""linear_ridge""]",False,True,0.8134086,No alternative learned-nugget kernel satisfied the Week 6 replacement rule; Matérn 3/2 is retained for continuity.,False,0.0,8.390812776148948e-06,True,True,d69dac5bda8b622bc0de316b112815c6056c06ec,new-data
