model,subset,budget,metric,mean,ci_lower,ci_upper
M0,B1_q20,16,accuracy,0.7317647058823529,0.7141176470588233,0.7505882352941177
M0,B1_q20,16,balanced_accuracy,0.6861943473193473,0.6598783241064492,0.7137960307054058
M0,B1_q20,16,keyhole_recall,0.4974920634920636,0.4315336309523809,0.5642561507936508
M0,B1_q20,16,conduction_recall,0.8748966311466312,0.8506765318015318,0.8994822254134754
M0,B1_q20,16,false_negative,3.28,2.8600000000000003,3.7
M0,B1_q20,16,false_positive,1.2800000000000002,1.0300000000000002,1.53
M1,B1_q20,16,accuracy,0.7847058823529413,0.7676470588235293,0.8023529411764707
M1,B1_q20,16,balanced_accuracy,0.7706618104118104,0.7506080013736264,0.7893605744949496
M1,B1_q20,16,keyhole_recall,0.7221031746031746,0.6693993055555556,0.7732621031746031
M1,B1_q20,16,conduction_recall,0.8192204462204463,0.7843280996780996,0.8527063901376403
M1,B1_q20,16,false_negative,1.7899999999999998,1.46,2.1399999999999997
M1,B1_q20,16,false_positive,1.8700000000000003,1.51,2.2600000000000002
M2,B1_q20,16,accuracy,0.7864705882352943,0.7700000000000001,0.8023529411764707
M2,B1_q20,16,balanced_accuracy,0.7713169885669886,0.7536068483599734,0.7887043095793096
M2,B1_q20,16,keyhole_recall,0.7193690476190476,0.6690865079365078,0.7684523809523809
M2,B1_q20,16,conduction_recall,0.8232649295149294,0.790419153069153,0.8571779859029858
M2,B1_q20,16,false_negative,1.8,1.48,2.12
M2,B1_q20,16,false_positive,1.83,1.48,2.19
MH,B1_q20,16,accuracy,0.7864705882352943,0.7700000000000001,0.8023529411764707
MH,B1_q20,16,balanced_accuracy,0.7713169885669886,0.7529254977661227,0.7885007877539127
MH,B1_q20,16,keyhole_recall,0.7193690476190476,0.6696224206349205,0.7685182539682539
MH,B1_q20,16,conduction_recall,0.8232649295149294,0.7903088057775558,0.8560334540459539
MH,B1_q20,16,false_negative,1.8,1.48,2.13
MH,B1_q20,16,false_positive,1.83,1.4700000000000002,2.19
