run_id,repeat,fold,budget,physics_latent_sd,posterior_residual_mean_sd,final_latent_sd,residual_log_h_spearman,residual_sd,residual_length_scale
w85__r01_f01,1,1,16,3.2243979295477594,0.0065804873024442575,3.2257406295215527,0.16637308039747062,0.679783283498272,0.25
w85__r01_f01,1,1,40,3.373353192865902,0.00960817597189758,3.3733202058679987,-0.012940379403794038,0.41520202265784595,0.49973492741678627
w85__r01_f01,1,1,80,3.9211244943402925,0.053590257477395056,3.9182481693283857,0.00499096657633243,0.4724655703661077,0.7327142578052289
w85__r01_f02,1,2,16,21.6011328647666,7.950471244334771e-07,21.601133026411386,0.2366531165311653,0.05,1.497542402646244
w85__r01_f02,1,2,40,10.035611747714862,0.0473013832320171,10.034282107515875,-0.32332881662149954,0.6031861515718494,0.49939614343089445
w85__r01_f02,1,2,80,6.334281513673393,0.16478306948435467,6.322063017116992,-0.13995031616982836,0.8805531216801965,0.753817816070245
w85__r01_f03,1,3,16,35.30714980086362,8.170825815342328e-07,35.307149878677855,0.1447606142728094,0.05,1.4948918337247992
w85__r01_f03,1,3,40,5.1765420277046506,0.007536859150444553,5.17545530148875,-0.2624435411020777,0.40297777296278403,0.42489295538221467
w85__r01_f03,1,3,80,4.400298373160449,0.012302160675728143,4.400660798761441,0.09701897018970189,0.31822098101007906,0.5658346065534698
w85__r01_f04,1,4,16,34.115498471456895,1.4994181508796894e-06,34.1154986553664,0.17294489611562783,0.05,1.4888662709533211
w85__r01_f04,1,4,40,7.913231825757544,0.003530572795955531,7.9128947401205805,-0.21763775971093044,0.37402483041599976,0.25
w85__r01_f04,1,4,80,4.313519708630351,0.036186546943069664,4.306872424858412,-0.19500903342366754,0.4257220887933488,0.6172200743559626
w85__r01_f05,1,5,16,100.45285235545043,4.995528395793608e-07,100.45285257153861,0.46562782294489613,0.05,1.4959884418555367
w85__r01_f05,1,5,40,4.223519121218463,3.927328463268021e-05,4.223522151182687,-0.13721770551038842,0.05,0.2908785725571613
w85__r01_f05,1,5,80,5.193675223372531,0.0471443277018896,5.192160784125781,0.02748419150858175,0.5893594280396663,0.6160383834452156
w85__r02_f01,2,1,16,28.56231063258162,3.154187377289151e-06,28.56231091538104,0.07935862691960253,0.05,1.4847640825926751
w85__r02_f01,2,1,40,2.954564072690228,4.034547153872402e-05,2.9545716717647985,0.09469286359530261,0.05,0.25
w85__r02_f01,2,1,80,4.069389945152786,0.07553404990034043,4.06240287536152,-0.19381210478771455,0.6361018179265477,0.6860111572808409
w85__r02_f02,2,2,16,39.796425409568975,6.275776698225199e-07,39.79642556520938,0.1528003613369467,0.05,1.4985324342155777
w85__r02_f02,2,2,40,4.235111893369413,0.018006603180168133,4.231352971237272,-0.13053297199638664,0.4542564156037762,0.5193212115683136
w85__r02_f02,2,2,80,6.395734754584328,0.0323894780608829,6.3899633071697135,-0.06016260162601626,0.4833980702747269,0.5796460451190446
w85__r02_f03,2,3,16,2.253825818976368,0.0033730977647631506,2.2553061305447204,0.22380307136404695,0.5935568205527703,0.4247537680295603
w85__r02_f03,2,3,40,3.0773085990023454,8.863340731413419e-05,3.077319388291333,-0.0708446251129178,0.05,0.2858857958817581
w85__r02_f03,2,3,80,3.5532239063339413,0.0003631827071002445,3.5532293817407283,-0.10555555555555556,0.05,0.5433521801907235
w85__r02_f04,2,4,16,29.133022105474627,4.141566022656649e-06,29.13302151105732,-0.17786811201445346,0.05,1.4955728774260129
w85__r02_f04,2,4,40,7.916233638482081,0.05383756453951177,7.914149655742364,-0.141260162601626,0.7405910903572436,0.55055758191205
w85__r02_f04,2,4,80,7.650150821521025,0.08400046868217331,7.65126686977797,-0.02872628726287263,0.7471632070054426,0.628650392467663
w85__r02_f05,2,5,16,2.612742310121379,0.0009190099630448037,2.6126716857878014,0.010320686540198735,0.7334914354859481,0.25
