population,candidate_id,unit,label_group,n,mean,std,minimum,q25,median,q75,maximum
new-data,T0_depth,um,Keyhole-negative,101,63.87544341584159,14.90188737624721,26.90932,50.87139500000001,62.753339999999994,74.64661000000001,94.62022
new-data,T0_depth,um,Keyhole-positive,63,169.73174373015874,81.58010706589305,74.3066,92.43941,152.05270000000002,233.131975,300.5299
new-data,max_depth,um,Keyhole-negative,101,69.28341128712871,18.309245824114146,27.37239,55.06646,66.837,82.93315,111.5838
new-data,max_depth,um,Keyhole-positive,63,255.90152222222218,71.92835985175816,111.1982,205.4355,302.4097,302.92355,311.9999
new-data,G3,um,Keyhole-negative,101,66.92520836633663,16.243903042105153,27.061709999999998,54.82536,66.52321,78.72644,98.565725
new-data,G3,um,Keyhole-positive,63,236.33524285714282,74.05729177467609,103.3518,159.76297499999998,282.998,300.676475,301.24170000000004
new-data,R3,dimensionless,Keyhole-negative,101,0.39313638811401974,0.07934833065804843,0.22807661440110197,0.34122770043903616,0.39288799047309486,0.43763063096933924,0.6922254374489708
new-data,R3,dimensionless,Keyhole-positive,63,1.382977070515718,0.4241431741232608,0.6101000122399665,1.0179266110214602,1.4945661653660811,1.735550105476121,1.9527174981261233
new-data,T0_width,um,Keyhole-negative,101,172.48651485148514,35.47719542033063,111.529485,143.50918000000001,170.28470000000002,190.8829,281.37294999999995
new-data,T0_width,um,Keyhole-positive,63,169.70671476190478,38.42679103575368,118.71622,142.437455,158.6812,191.42122999999998,300.26985
new-data,T0_total_height,um,Keyhole-negative,101,90.8021905940594,15.63904145943274,51.44415,79.83139,91.73952999999999,102.054405,125.35813
new-data,T0_total_height,um,Keyhole-positive,63,189.9274287301588,82.23165431872599,91.04755,109.6473,185.07669,252.59331749999998,322.61455
new-data,T0_kinetic_energy,nJ,Keyhole-negative,101,2.5504314460396036,1.1790304081481335,0.7339642,1.5058575,2.471139,3.3084729999999998,5.377543999999999
new-data,T0_kinetic_energy,nJ,Keyhole-positive,63,4.8670273095238095,1.4292838618258201,2.2334769999999997,3.9135057499999997,4.604340499999999,5.492538250000001,8.876052
new-data,R0,dimensionless,Keyhole-negative,101,0.3737675739189918,0.07223669364669655,0.22188102813746832,0.32282417104312777,0.37452289032841973,0.4178936017392954,0.6207435669104809
new-data,R0,dimensionless,Keyhole-positive,63,1.004931532722488,0.4366493827899784,0.34907908352465644,0.6141085666038191,1.0216934599559773,1.3496559409005657,1.8836352384529487
old-data-local,T0_depth,um,Keyhole-negative,170,52.455154794117654,15.092577215328582,15.102659999999998,42.784705,52.79124,62.6563275,86.262795
old-data-local,T0_depth,um,Keyhole-positive,8,90.136540625,19.501739940206146,70.55308500000001,78.626845,82.722595,94.6807075,122.20049999999999
old-data-local,max_depth,um,Keyhole-negative,170,54.39461411764706,15.468322922385898,19.03058,43.160775,55.01787,63.3329275,90.40686
old-data-local,max_depth,um,Keyhole-positive,8,153.76681250000001,23.675806200208296,123.75569999999999,135.51505,155.87545,168.758725,184.4088
old-data-local,G3,um,Keyhole-negative,169,53.764997218934916,15.359283209661214,18.56064,42.95511,54.81933,62.88712,90.208
old-data-local,G3,um,Keyhole-positive,8,119.62920687500001,38.650416061652365,78.00963999999999,78.43245875,123.28864999999999,144.3489,179.2678
old-data-local,R3,dimensionless,Keyhole-negative,169,0.3551322826403933,0.07006318004593856,0.19342570466233827,0.3093490230433603,0.3473612762362017,0.4109031680493353,0.5209045739596359
old-data-local,R3,dimensionless,Keyhole-positive,8,0.7049914257657557,0.29159347951018255,0.4322778508524462,0.4641787954886547,0.6115950753978887,0.87474062301058,1.1877940351336687
old-data-local,T0_width,um,Keyhole-negative,170,155.05246,37.638125254319796,86.30895,127.33116000000001,151.08351,175.21959750000002,256.76705
old-data-local,T0_width,um,Keyhole-positive,8,176.578606875,24.095795565145938,146.943905,163.995285,174.44465000000002,182.3280825,226.0442
old-data-local,T0_total_height,um,Keyhole-negative,170,77.92946929411765,17.098558250286313,41.27405,66.0494975,79.53557,88.172095,119.21504999999999
old-data-local,T0_total_height,um,Keyhole-positive,8,112.40926250000001,18.89507946078234,92.87828,100.44711999999998,105.0158,121.487915,142.51178
old-data-local,T0_kinetic_energy,nJ,Keyhole-negative,170,1.5792990723529416,0.760278868959038,0.3389589,0.9513493999999999,1.4731625,2.1686685,3.261276
old-data-local,T0_kinetic_energy,nJ,Keyhole-positive,8,2.247652375,0.7784458262316079,1.473584,1.55463225,2.0639855000000003,2.81282025,3.5028799999999998
old-data-local,R0,dimensionless,Keyhole-negative,170,0.34005333395928855,0.07192236602017908,0.15573959151853384,0.2909730560011584,0.3355296370388019,0.3912657820278288,0.49674772985658455
old-data-local,R0,dimensionless,Keyhole-positive,8,0.5174674482766571,0.12523208267444874,0.34781878942259964,0.4578859543985274,0.4791685956968652,0.5556361414765338,0.7128192836125143
old-data-remote-clean,T0_depth,um,Keyhole-negative,61,53.891583852459014,16.738991010371297,22.797204999999998,42.57925,54.80547,70.58472499999999,86.77511
old-data-remote-clean,T0_depth,um,Keyhole-positive,2,88.5060875,8.285873726410049,82.64709,85.57658875,88.5060875,91.43558625,94.365085
old-data-remote-clean,max_depth,um,Keyhole-negative,61,56.09168639344262,17.483945852943496,23.14528,43.11125,55.39758,71.03442,90.58417
old-data-remote-clean,max_depth,um,Keyhole-positive,2,197.53635,58.97461473926725,155.835,176.685675,197.53635,218.387025,239.2377
old-data-remote-clean,G3,um,Keyhole-negative,61,55.533993114754104,17.129677360479874,22.962300000000003,42.87202,54.951370000000004,70.79170500000001,86.80308
old-data-remote-clean,G3,um,Keyhole-positive,2,192.19232499999998,59.881019566731226,149.85005,171.0211875,192.19232499999998,213.3634625,234.53459999999998
old-data-remote-clean,R3,dimensionless,Keyhole-negative,61,0.33190464420549837,0.06968850192059542,0.20764574637967115,0.2825526324250962,0.32922930366212577,0.3690426486934224,0.5341994037398861
old-data-remote-clean,R3,dimensionless,Keyhole-positive,2,1.1180353014012598,0.17994991442979555,0.9907914966340123,1.054413399017636,1.1180353014012598,1.1816572037848834,1.2452791061685071
old-data-remote-clean,T0_width,um,Keyhole-negative,61,169.371223442623,36.88210315093805,108.36397,135.79756,167.59314,199.20185,235.1711
