run_id,repeat,budget,contrast,prefix_jaccard,active_only_jaccard,different_sequence
w85__r01_f01,1,24,P2-P1,0.6,0.14285714285714285,True
w85__r01_f01,1,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r01_f01,1,40,P2-P1,0.42857142857142855,0.2,True
w85__r01_f01,1,40,P2-P0,0.40350877192982454,0.17073170731707318,True
w85__r01_f01,1,80,P2-P1,0.797752808988764,0.7534246575342466,True
w85__r01_f01,1,80,P2-P0,0.8181818181818182,0.7777777777777778,True
w85__r01_f02,1,24,P2-P1,0.5,0.0,True
w85__r01_f02,1,24,P2-P0,0.6,0.14285714285714285,True
w85__r01_f02,1,40,P2-P1,0.5686274509803921,0.37142857142857144,True
w85__r01_f02,1,40,P2-P0,0.6666666666666666,0.5,True
w85__r01_f02,1,80,P2-P1,0.6494845360824743,0.5802469135802469,True
w85__r01_f02,1,80,P2-P0,0.8390804597701149,0.8028169014084507,True
w85__r01_f03,1,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r01_f03,1,24,P2-P0,0.5,0.0,True
w85__r01_f03,1,40,P2-P1,0.6326530612244898,0.45454545454545453,True
w85__r01_f03,1,40,P2-P0,0.5384615384615384,0.3333333333333333,True
w85__r01_f03,1,80,P2-P1,0.7204301075268817,0.6623376623376623,True
w85__r01_f03,1,80,P2-P0,0.8390804597701149,0.8028169014084507,True
w85__r01_f04,1,24,P2-P1,0.6551724137931034,0.23076923076923078,True
w85__r01_f04,1,24,P2-P0,0.6,0.14285714285714285,True
w85__r01_f04,1,40,P2-P1,0.6,0.4117647058823529,True
w85__r01_f04,1,40,P2-P0,0.6326530612244898,0.45454545454545453,True
w85__r01_f04,1,80,P2-P1,0.48148148148148145,0.391304347826087,True
w85__r01_f04,1,80,P2-P0,0.5238095238095238,0.43820224719101125,True
w85__r01_f05,1,24,P2-P1,0.5,0.0,True
w85__r01_f05,1,24,P2-P0,0.5,0.0,True
w85__r01_f05,1,40,P2-P1,0.5384615384615384,0.3333333333333333,True
w85__r01_f05,1,40,P2-P0,0.6326530612244898,0.45454545454545453,True
w85__r01_f05,1,80,P2-P1,0.7391304347826086,0.6842105263157895,True
w85__r01_f05,1,80,P2-P0,0.7777777777777778,0.7297297297297297,True
w85__r02_f01,2,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r02_f01,2,24,P2-P0,0.5,0.0,True
w85__r02_f01,2,40,P2-P1,0.5686274509803921,0.37142857142857144,True
w85__r02_f01,2,40,P2-P0,0.40350877192982454,0.17073170731707318,True
w85__r02_f01,2,80,P2-P1,0.6842105263157895,0.620253164556962,True
w85__r02_f01,2,80,P2-P0,0.7777777777777778,0.7297297297297297,True
w85__r02_f02,2,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r02_f02,2,24,P2-P0,0.6,0.14285714285714285,True
w85__r02_f02,2,40,P2-P1,0.5384615384615384,0.3333333333333333,True
w85__r02_f02,2,40,P2-P0,0.5384615384615384,0.3333333333333333,True
w85__r02_f02,2,80,P2-P1,0.6666666666666666,0.6,True
w85__r02_f02,2,80,P2-P0,0.7777777777777778,0.7297297297297297,True
w85__r02_f03,2,24,P2-P1,0.5,0.0,True
w85__r02_f03,2,24,P2-P0,0.6,0.14285714285714285,True
w85__r02_f03,2,40,P2-P1,0.48148148148148145,0.2631578947368421,True
w85__r02_f03,2,40,P2-P0,0.45454545454545453,0.23076923076923078,True
w85__r02_f03,2,80,P2-P1,0.797752808988764,0.7534246575342466,True
w85__r02_f03,2,80,P2-P0,0.8390804597701149,0.8028169014084507,True
w85__r02_f04,2,24,P2-P1,0.6551724137931034,0.23076923076923078,True
w85__r02_f04,2,24,P2-P0,0.6,0.14285714285714285,True
w85__r02_f04,2,40,P2-P1,0.5094339622641509,0.2972972972972973,True
w85__r02_f04,2,40,P2-P0,0.6,0.4117647058823529,True
w85__r02_f04,2,80,P2-P1,0.5533980582524272,0.47126436781609193,True
w85__r02_f04,2,80,P2-P0,0.6494845360824743,0.5802469135802469,True
w85__r02_f05,2,24,P2-P1,0.6551724137931034,0.23076923076923078,True
w85__r02_f05,2,24,P2-P0,0.6,0.14285714285714285,True
w85__r02_f05,2,40,P2-P1,0.6,0.4117647058823529,True
w85__r02_f05,2,40,P2-P0,0.42857142857142855,0.2,True
w85__r02_f05,2,80,P2-P1,0.5533980582524272,0.47126436781609193,True
w85__r02_f05,2,80,P2-P0,0.6666666666666666,0.6,True
w85__r03_f01,3,24,P2-P1,0.6551724137931034,0.23076923076923078,True
w85__r03_f01,3,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r03_f01,3,40,P2-P1,0.5094339622641509,0.2972972972972973,True
w85__r03_f01,3,40,P2-P0,0.6666666666666666,0.5,True
w85__r03_f01,3,80,P2-P1,0.7391304347826086,0.6842105263157895,True
w85__r03_f01,3,80,P2-P0,0.8823529411764706,0.855072463768116,True
w85__r03_f02,3,24,P2-P1,0.5,0.0,True
w85__r03_f02,3,24,P2-P0,0.5,0.0,True
w85__r03_f02,3,40,P2-P1,0.3333333333333333,0.09090909090909091,True
w85__r03_f02,3,40,P2-P0,0.3793103448275862,0.14285714285714285,True
w85__r03_f02,3,80,P2-P1,0.5238095238095238,0.43820224719101125,True
w85__r03_f02,3,80,P2-P0,0.6161616161616161,0.5421686746987951,True
w85__r03_f03,3,24,P2-P1,0.5,0.0,True
w85__r03_f03,3,24,P2-P0,0.5,0.0,True
w85__r03_f03,3,40,P2-P1,0.48148148148148145,0.2631578947368421,True
w85__r03_f03,3,40,P2-P0,0.45454545454545453,0.23076923076923078,True
w85__r03_f03,3,80,P2-P1,0.7204301075268817,0.6623376623376623,True
w85__r03_f03,3,80,P2-P0,0.797752808988764,0.7534246575342466,True
w85__r03_f04,3,24,P2-P1,0.5,0.0,True
w85__r03_f04,3,24,P2-P0,0.6,0.14285714285714285,True
w85__r03_f04,3,40,P2-P1,0.42857142857142855,0.2,True
w85__r03_f04,3,40,P2-P0,0.48148148148148145,0.2631578947368421,True
w85__r03_f04,3,80,P2-P1,0.6494845360824743,0.5802469135802469,True
w85__r03_f04,3,80,P2-P0,0.7582417582417582,0.7066666666666667,True
w85__r03_f05,3,24,P2-P1,0.5,0.0,True
w85__r03_f05,3,24,P2-P0,0.6,0.14285714285714285,True
w85__r03_f05,3,40,P2-P1,0.45454545454545453,0.23076923076923078,True
w85__r03_f05,3,40,P2-P0,0.5384615384615384,0.3333333333333333,True
w85__r03_f05,3,80,P2-P1,0.7204301075268817,0.6623376623376623,True
w85__r03_f05,3,80,P2-P0,0.8390804597701149,0.8028169014084507,True
w85__r04_f01,4,24,P2-P1,0.5,0.0,True
w85__r04_f01,4,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r04_f01,4,40,P2-P1,0.5686274509803921,0.37142857142857144,True
w85__r04_f01,4,40,P2-P0,0.6666666666666666,0.5,True
w85__r04_f01,4,80,P2-P1,0.5686274509803921,0.4883720930232558,True
w85__r04_f01,4,80,P2-P0,0.7391304347826086,0.6842105263157895,True
w85__r04_f02,4,24,P2-P1,0.5,0.0,True
w85__r04_f02,4,24,P2-P0,0.6,0.14285714285714285,True
w85__r04_f02,4,40,P2-P1,0.3114754098360656,0.06666666666666667,True
w85__r04_f02,4,40,P2-P0,0.3333333333333333,0.09090909090909091,True
w85__r04_f02,4,80,P2-P1,0.2903225806451613,0.18518518518518517,True
w85__r04_f02,4,80,P2-P0,0.32231404958677684,0.21904761904761905,True
w85__r04_f03,4,24,P2-P1,0.6,0.14285714285714285,True
w85__r04_f03,4,24,P2-P0,0.5,0.0,True
w85__r04_f03,4,40,P2-P1,0.5686274509803921,0.37142857142857144,True
w85__r04_f03,4,40,P2-P0,0.6326530612244898,0.45454545454545453,True
w85__r04_f03,4,80,P2-P1,0.7777777777777778,0.7297297297297297,True
w85__r04_f03,4,80,P2-P0,0.8823529411764706,0.855072463768116,True
w85__r04_f04,4,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r04_f04,4,24,P2-P0,0.5,0.0,True
w85__r04_f04,4,40,P2-P1,0.48148148148148145,0.2631578947368421,True
w85__r04_f04,4,40,P2-P0,0.3793103448275862,0.14285714285714285,True
w85__r04_f04,4,80,P2-P1,0.5841584158415841,0.5058823529411764,True
w85__r04_f04,4,80,P2-P0,0.7582417582417582,0.7066666666666667,True
w85__r04_f05,4,24,P2-P1,0.6551724137931034,0.23076923076923078,True
w85__r04_f05,4,24,P2-P0,0.6,0.14285714285714285,True
w85__r04_f05,4,40,P2-P1,0.5686274509803921,0.37142857142857144,True
w85__r04_f05,4,40,P2-P0,0.45454545454545453,0.23076923076923078,True
w85__r04_f05,4,80,P2-P1,0.7582417582417582,0.7066666666666667,True
w85__r04_f05,4,80,P2-P0,0.9047619047619048,0.8823529411764706,True
w85__r05_f01,5,24,P2-P1,0.6,0.14285714285714285,True
w85__r05_f01,5,24,P2-P0,0.7142857142857143,0.3333333333333333,True
