run_id,repeat,budget,contrast,prefix_jaccard,active_only_jaccard,different_sequence
w85__r05_f01,5,40,P2-P1,0.5384615384615384,0.3333333333333333,True
w85__r05_f01,5,40,P2-P0,0.6666666666666666,0.5,True
w85__r05_f01,5,80,P2-P1,0.48148148148148145,0.391304347826087,True
w85__r05_f01,5,80,P2-P0,0.5686274509803921,0.4883720930232558,True
w85__r05_f02,5,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r05_f02,5,24,P2-P0,0.5,0.0,True
w85__r05_f02,5,40,P2-P1,0.48148148148148145,0.2631578947368421,True
w85__r05_f02,5,40,P2-P0,0.5686274509803921,0.37142857142857144,True
w85__r05_f02,5,80,P2-P1,0.7777777777777778,0.7297297297297297,True
w85__r05_f02,5,80,P2-P0,0.8604651162790697,0.8285714285714286,True
w85__r05_f03,5,24,P2-P1,0.5,0.0,True
w85__r05_f03,5,24,P2-P0,0.5,0.0,True
w85__r05_f03,5,40,P2-P1,0.45454545454545453,0.23076923076923078,True
w85__r05_f03,5,40,P2-P0,0.5094339622641509,0.2972972972972973,True
w85__r05_f03,5,80,P2-P1,0.7021276595744681,0.6410256410256411,True
w85__r05_f03,5,80,P2-P0,0.8390804597701149,0.8028169014084507,True
w85__r05_f04,5,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r05_f04,5,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r05_f04,5,40,P2-P1,0.6666666666666666,0.5,True
w85__r05_f04,5,40,P2-P0,0.6,0.4117647058823529,True
w85__r05_f04,5,80,P2-P1,0.6161616161616161,0.5421686746987951,True
w85__r05_f04,5,80,P2-P0,0.7021276595744681,0.6410256410256411,True
w85__r05_f05,5,24,P2-P1,0.6,0.14285714285714285,True
w85__r05_f05,5,24,P2-P0,0.6551724137931034,0.23076923076923078,True
w85__r05_f05,5,40,P2-P1,0.7391304347826086,0.6,True
w85__r05_f05,5,40,P2-P0,0.6326530612244898,0.45454545454545453,True
w85__r05_f05,5,80,P2-P1,0.5841584158415841,0.5058823529411764,True
w85__r05_f05,5,80,P2-P0,0.7777777777777778,0.7297297297297297,True
w85__r06_f01,6,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r06_f01,6,24,P2-P0,0.5,0.0,True
w85__r06_f01,6,40,P2-P1,0.45454545454545453,0.23076923076923078,True
w85__r06_f01,6,40,P2-P0,0.6666666666666666,0.5,True
w85__r06_f01,6,80,P2-P1,0.6,0.5238095238095238,True
w85__r06_f01,6,80,P2-P0,0.797752808988764,0.7534246575342466,True
w85__r06_f02,6,24,P2-P1,0.6,0.14285714285714285,True
w85__r06_f02,6,24,P2-P0,0.6,0.14285714285714285,True
w85__r06_f02,6,40,P2-P1,0.5094339622641509,0.2972972972972973,True
w85__r06_f02,6,40,P2-P0,0.5384615384615384,0.3333333333333333,True
w85__r06_f02,6,80,P2-P1,0.6326530612244898,0.5609756097560976,True
w85__r06_f02,6,80,P2-P0,0.7021276595744681,0.6410256410256411,True
w85__r06_f03,6,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r06_f03,6,24,P2-P0,0.5,0.0,True
w85__r06_f03,6,40,P2-P1,0.6666666666666666,0.5,True
w85__r06_f03,6,40,P2-P0,0.6,0.4117647058823529,True
w85__r06_f03,6,80,P2-P1,0.46788990825688076,0.3763440860215054,True
w85__r06_f03,6,80,P2-P0,0.6161616161616161,0.5421686746987951,True
w85__r06_f04,6,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r06_f04,6,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r06_f04,6,40,P2-P1,0.5384615384615384,0.3333333333333333,True
w85__r06_f04,6,40,P2-P0,0.48148148148148145,0.2631578947368421,True
w85__r06_f04,6,80,P2-P1,0.7021276595744681,0.6410256410256411,True
w85__r06_f04,6,80,P2-P0,0.797752808988764,0.7534246575342466,True
w85__r06_f05,6,24,P2-P1,0.5,0.0,True
w85__r06_f05,6,24,P2-P0,0.6,0.14285714285714285,True
w85__r06_f05,6,40,P2-P1,0.2698412698412698,0.02127659574468085,True
w85__r06_f05,6,40,P2-P0,0.3333333333333333,0.09090909090909091,True
w85__r06_f05,6,80,P2-P1,0.3008130081300813,0.19626168224299065,True
w85__r06_f05,6,80,P2-P0,0.3114754098360656,0.20754716981132076,True
w85__r07_f01,7,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r07_f01,7,24,P2-P0,0.5,0.0,True
w85__r07_f01,7,40,P2-P1,0.40350877192982454,0.17073170731707318,True
w85__r07_f01,7,40,P2-P0,0.42857142857142855,0.2,True
w85__r07_f01,7,80,P2-P1,0.24031007751937986,0.13274336283185842,True
w85__r07_f01,7,80,P2-P0,0.28,0.1743119266055046,True
w85__r07_f02,7,24,P2-P1,0.6,0.14285714285714285,True
w85__r07_f02,7,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r07_f02,7,40,P2-P1,0.6,0.4117647058823529,True
w85__r07_f02,7,40,P2-P0,0.5686274509803921,0.37142857142857144,True
w85__r07_f02,7,80,P2-P1,0.6666666666666666,0.6,True
w85__r07_f02,7,80,P2-P0,0.8181818181818182,0.7777777777777778,True
w85__r07_f03,7,24,P2-P1,0.5,0.0,True
w85__r07_f03,7,24,P2-P0,0.5,0.0,True
w85__r07_f03,7,40,P2-P1,0.3333333333333333,0.09090909090909091,True
w85__r07_f03,7,40,P2-P0,0.45454545454545453,0.23076923076923078,True
w85__r07_f03,7,80,P2-P1,0.6,0.5238095238095238,True
w85__r07_f03,7,80,P2-P0,0.6666666666666666,0.6,True
w85__r07_f04,7,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r07_f04,7,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r07_f04,7,40,P2-P1,0.6,0.4117647058823529,True
w85__r07_f04,7,40,P2-P0,0.48148148148148145,0.2631578947368421,True
w85__r07_f04,7,80,P2-P1,0.7204301075268817,0.6623376623376623,True
w85__r07_f04,7,80,P2-P0,0.8181818181818182,0.7777777777777778,True
w85__r07_f05,7,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r07_f05,7,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r07_f05,7,40,P2-P1,0.5686274509803921,0.37142857142857144,True
w85__r07_f05,7,40,P2-P0,0.6,0.4117647058823529,True
w85__r07_f05,7,80,P2-P1,0.6494845360824743,0.5802469135802469,True
w85__r07_f05,7,80,P2-P0,0.7391304347826086,0.6842105263157895,True
w85__r08_f01,8,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r08_f01,8,24,P2-P0,0.6,0.14285714285714285,True
w85__r08_f01,8,40,P2-P1,0.5686274509803921,0.37142857142857144,True
w85__r08_f01,8,40,P2-P0,0.6,0.4117647058823529,True
w85__r08_f01,8,80,P2-P1,0.48148148148148145,0.391304347826087,True
w85__r08_f01,8,80,P2-P0,0.5533980582524272,0.47126436781609193,True
w85__r08_f02,8,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r08_f02,8,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r08_f02,8,40,P2-P1,0.5686274509803921,0.37142857142857144,True
w85__r08_f02,8,40,P2-P0,0.5384615384615384,0.3333333333333333,True
w85__r08_f02,8,80,P2-P1,0.5841584158415841,0.5058823529411764,True
w85__r08_f02,8,80,P2-P0,0.7582417582417582,0.7066666666666667,True
w85__r08_f03,8,24,P2-P1,0.5,0.0,True
w85__r08_f03,8,24,P2-P0,0.5,0.0,True
w85__r08_f03,8,40,P2-P1,0.48148148148148145,0.2631578947368421,True
w85__r08_f03,8,40,P2-P0,0.5094339622641509,0.2972972972972973,True
w85__r08_f03,8,80,P2-P1,0.7021276595744681,0.6410256410256411,True
w85__r08_f03,8,80,P2-P0,0.7582417582417582,0.7066666666666667,True
w85__r08_f04,8,24,P2-P1,0.5,0.0,True
w85__r08_f04,8,24,P2-P0,0.6,0.14285714285714285,True
w85__r08_f04,8,40,P2-P1,0.6,0.4117647058823529,True
w85__r08_f04,8,40,P2-P0,0.48148148148148145,0.2631578947368421,True
w85__r08_f04,8,80,P2-P1,0.6494845360824743,0.5802469135802469,True
w85__r08_f04,8,80,P2-P0,0.7777777777777778,0.7297297297297297,True
w85__r08_f05,8,24,P2-P1,0.6,0.14285714285714285,True
w85__r08_f05,8,24,P2-P0,0.7777777777777778,0.45454545454545453,True
w85__r08_f05,8,40,P2-P1,0.5384615384615384,0.3333333333333333,True
w85__r08_f05,8,40,P2-P0,0.7021276595744681,0.5483870967741935,True
w85__r08_f05,8,80,P2-P1,0.7204301075268817,0.6623376623376623,True
w85__r08_f05,8,80,P2-P0,0.7777777777777778,0.7297297297297297,True
w85__r09_f01,9,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r09_f01,9,24,P2-P0,0.6,0.14285714285714285,True
w85__r09_f01,9,40,P2-P1,0.2698412698412698,0.02127659574468085,True
w85__r09_f01,9,40,P2-P0,0.3559322033898305,0.11627906976744186,True
w85__r09_f01,9,80,P2-P1,0.3114754098360656,0.20754716981132076,True
w85__r09_f01,9,80,P2-P0,0.3333333333333333,0.23076923076923078,True
w85__r09_f02,9,24,P2-P1,0.5,0.0,True
w85__r09_f02,9,24,P2-P0,0.6,0.14285714285714285,True
w85__r09_f02,9,40,P2-P1,0.6666666666666666,0.5,True
w85__r09_f02,9,40,P2-P0,0.6326530612244898,0.45454545454545453,True
w85__r09_f02,9,80,P2-P1,0.6,0.5238095238095238,True
w85__r09_f02,9,80,P2-P0,0.7204301075268817,0.6623376623376623,True
w85__r09_f03,9,24,P2-P1,0.5,0.0,True
w85__r09_f03,9,24,P2-P0,0.6,0.14285714285714285,True
w85__r09_f03,9,40,P2-P1,0.6,0.4117647058823529,True
w85__r09_f03,9,40,P2-P0,0.5686274509803921,0.37142857142857144,True
w85__r09_f03,9,80,P2-P1,0.7204301075268817,0.6623376623376623,True
w85__r09_f03,9,80,P2-P0,0.7777777777777778,0.7297297297297297,True
w85__r09_f04,9,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r09_f04,9,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r09_f04,9,40,P2-P1,0.5384615384615384,0.3333333333333333,True
w85__r09_f04,9,40,P2-P0,0.6,0.4117647058823529,True
w85__r09_f04,9,80,P2-P1,0.5686274509803921,0.4883720930232558,True
w85__r09_f04,9,80,P2-P0,0.6842105263157895,0.620253164556962,True
w85__r09_f05,9,24,P2-P1,0.5,0.0,True
w85__r09_f05,9,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r09_f05,9,40,P2-P1,0.5686274509803921,0.37142857142857144,True
w85__r09_f05,9,40,P2-P0,0.5384615384615384,0.3333333333333333,True
w85__r09_f05,9,80,P2-P1,0.6494845360824743,0.5802469135802469,True
w85__r09_f05,9,80,P2-P0,0.7204301075268817,0.6623376623376623,True
w85__r10_f01,10,24,P2-P1,0.6,0.14285714285714285,True
w85__r10_f01,10,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r10_f01,10,40,P2-P1,0.5686274509803921,0.37142857142857144,True
w85__r10_f01,10,40,P2-P0,0.5384615384615384,0.3333333333333333,True
w85__r10_f01,10,80,P2-P1,0.7582417582417582,0.7066666666666667,True
w85__r10_f01,10,80,P2-P0,0.7582417582417582,0.7066666666666667,True
w85__r10_f02,10,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r10_f02,10,24,P2-P0,0.6,0.14285714285714285,True
w85__r10_f02,10,40,P2-P1,0.6326530612244898,0.45454545454545453,True
w85__r10_f02,10,40,P2-P0,0.6326530612244898,0.45454545454545453,True
w85__r10_f02,10,80,P2-P1,0.6494845360824743,0.5802469135802469,True
w85__r10_f02,10,80,P2-P0,0.7777777777777778,0.7297297297297297,True
w85__r10_f03,10,24,P2-P1,0.6,0.14285714285714285,True
w85__r10_f03,10,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r10_f03,10,40,P2-P1,0.6666666666666666,0.5,True
w85__r10_f03,10,40,P2-P0,0.7021276595744681,0.5483870967741935,True
w85__r10_f03,10,80,P2-P1,0.5238095238095238,0.43820224719101125,True
w85__r10_f03,10,80,P2-P0,0.6494845360824743,0.5802469135802469,True
w85__r10_f04,10,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r10_f04,10,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r10_f04,10,40,P2-P1,0.6326530612244898,0.45454545454545453,True
w85__r10_f04,10,40,P2-P0,0.6,0.4117647058823529,True
w85__r10_f04,10,80,P2-P1,0.7391304347826086,0.6842105263157895,True
w85__r10_f04,10,80,P2-P0,0.797752808988764,0.7534246575342466,True
w85__r10_f05,10,24,P2-P1,0.5,0.0,True
w85__r10_f05,10,24,P2-P0,0.6,0.14285714285714285,True
w85__r10_f05,10,40,P2-P1,0.5384615384615384,0.3333333333333333,True
w85__r10_f05,10,40,P2-P0,0.6326530612244898,0.45454545454545453,True
w85__r10_f05,10,80,P2-P1,0.46788990825688076,0.3763440860215054,True
w85__r10_f05,10,80,P2-P0,0.5238095238095238,0.43820224719101125,True
w85__r11_f01,11,24,P2-P1,0.6,0.14285714285714285,True
w85__r11_f01,11,24,P2-P0,0.6,0.14285714285714285,True
w85__r11_f01,11,40,P2-P1,0.6,0.4117647058823529,True
w85__r11_f01,11,40,P2-P0,0.5686274509803921,0.37142857142857144,True
w85__r11_f01,11,80,P2-P1,0.7582417582417582,0.7066666666666667,True
w85__r11_f01,11,80,P2-P0,0.8390804597701149,0.8028169014084507,True
w85__r11_f02,11,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r11_f02,11,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r11_f02,11,40,P2-P1,0.5094339622641509,0.2972972972972973,True
w85__r11_f02,11,40,P2-P0,0.5094339622641509,0.2972972972972973,True
w85__r11_f02,11,80,P2-P1,0.7391304347826086,0.6842105263157895,True
w85__r11_f02,11,80,P2-P0,0.7391304347826086,0.6842105263157895,True
w85__r11_f03,11,24,P2-P1,0.6,0.14285714285714285,True
w85__r11_f03,11,24,P2-P0,0.5,0.0,True
w85__r11_f03,11,40,P2-P1,0.5384615384615384,0.3333333333333333,True
w85__r11_f03,11,40,P2-P0,0.6326530612244898,0.45454545454545453,True
w85__r11_f03,11,80,P2-P1,0.7204301075268817,0.6623376623376623,True
w85__r11_f03,11,80,P2-P0,0.8181818181818182,0.7777777777777778,True
w85__r11_f04,11,24,P2-P1,0.5,0.0,True
w85__r11_f04,11,24,P2-P0,0.5,0.0,True
w85__r11_f04,11,40,P2-P1,0.42857142857142855,0.2,True
w85__r11_f04,11,40,P2-P0,0.5094339622641509,0.2972972972972973,True
w85__r11_f04,11,80,P2-P1,0.46788990825688076,0.3763440860215054,True
w85__r11_f04,11,80,P2-P0,0.5238095238095238,0.43820224719101125,True
w85__r11_f05,11,24,P2-P1,0.5,0.0,True
w85__r11_f05,11,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r11_f05,11,40,P2-P1,0.2903225806451613,0.043478260869565216,True
w85__r11_f05,11,40,P2-P0,0.3333333333333333,0.09090909090909091,True
w85__r11_f05,11,80,P2-P1,0.19402985074626866,0.0847457627118644,True
w85__r11_f05,11,80,P2-P0,0.2698412698412698,0.16363636363636364,True
w85__r12_f01,12,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r12_f01,12,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r12_f01,12,40,P2-P1,0.6326530612244898,0.45454545454545453,True
w85__r12_f01,12,40,P2-P0,0.5686274509803921,0.37142857142857144,True
w85__r12_f01,12,80,P2-P1,0.5841584158415841,0.5058823529411764,True
w85__r12_f01,12,80,P2-P0,0.6161616161616161,0.5421686746987951,True
w85__r12_f02,12,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r12_f02,12,24,P2-P0,0.6,0.14285714285714285,True
w85__r12_f02,12,40,P2-P1,0.6,0.4117647058823529,True
w85__r12_f02,12,40,P2-P0,0.7391304347826086,0.6,True
w85__r12_f02,12,80,P2-P1,0.5238095238095238,0.43820224719101125,True
w85__r12_f02,12,80,P2-P0,0.5686274509803921,0.4883720930232558,True
w85__r12_f03,12,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r12_f03,12,24,P2-P0,0.6551724137931034,0.23076923076923078,True
w85__r12_f03,12,40,P2-P1,0.48148148148148145,0.2631578947368421,True
w85__r12_f03,12,40,P2-P0,0.7021276595744681,0.5483870967741935,True
w85__r12_f03,12,80,P2-P1,0.6494845360824743,0.5802469135802469,True
w85__r12_f03,12,80,P2-P0,0.8181818181818182,0.7777777777777778,True
w85__r12_f04,12,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r12_f04,12,24,P2-P0,0.6551724137931034,0.23076923076923078,True
w85__r12_f04,12,40,P2-P1,0.6666666666666666,0.5,True
w85__r12_f04,12,40,P2-P0,0.5384615384615384,0.3333333333333333,True
w85__r12_f04,12,80,P2-P1,0.5533980582524272,0.47126436781609193,True
w85__r12_f04,12,80,P2-P0,0.6666666666666666,0.6,True
w85__r12_f05,12,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r12_f05,12,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r12_f05,12,40,P2-P1,0.5686274509803921,0.37142857142857144,True
w85__r12_f05,12,40,P2-P0,0.42857142857142855,0.2,True
w85__r12_f05,12,80,P2-P1,0.7204301075268817,0.6623376623376623,True
w85__r12_f05,12,80,P2-P0,0.8604651162790697,0.8285714285714286,True
w85__r13_f01,13,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r13_f01,13,24,P2-P0,0.5483870967741935,0.06666666666666667,True
w85__r13_f01,13,40,P2-P1,0.6326530612244898,0.45454545454545453,True
w85__r13_f01,13,40,P2-P0,0.6666666666666666,0.5,True
w85__r13_f01,13,80,P2-P1,0.7021276595744681,0.6410256410256411,True
w85__r13_f01,13,80,P2-P0,0.8181818181818182,0.7777777777777778,True
w85__r13_f02,13,24,P2-P1,0.5483870967741935,0.06666666666666667,True
w85__r13_f02,13,24,P2-P0,0.5,0.0,True
w85__r13_f02,13,40,P2-P1,0.5686274509803921,0.37142857142857144,True
w85__r13_f02,13,40,P2-P0,0.5686274509803921,0.37142857142857144,True
w85__r13_f02,13,80,P2-P1,0.6326530612244898,0.5609756097560976,True
w85__r13_f02,13,80,P2-P0,0.6666666666666666,0.6,True
w85__r13_f03,13,24,P2-P1,0.6,0.14285714285714285,True
w85__r13_f03,13,24,P2-P0,0.5,0.0,True
w85__r13_f03,13,40,P2-P1,0.6,0.4117647058823529,True
w85__r13_f03,13,40,P2-P0,0.5384615384615384,0.3333333333333333,True
w85__r13_f03,13,80,P2-P1,0.6842105263157895,0.620253164556962,True
