model,out_of_block_R2,rho_median,rho_block_mean,rho_block_sd,rho_block_lo,frac_states_rho_pos,enrich_top5,auroc_top5,enrich_top10,auroc_top10,enrich_top20,auroc_top20,mean_V_of_predicted_top1,mean_V_of_margin_top1,mean_best_V
ridge,-0.08901163257830635,-0.018265621898607295,-0.0011590033523894365,0.12960520323537333,-0.05796098810809564,0.47297297297297297,0.9525000278121671,0.5149335155096691,0.9525000278121671,0.5147577741054794,0.9528967406349238,0.5170153354291508,0.010333863275039741,-0.004769475357710649,0.0667726550079491
gbm_small,-0.07088319984159597,-0.049246985089165855,-0.021122243359034055,0.12790565009820706,-0.0771793661109092,0.43243243243243246,1.7751678688652164,0.470437172848191,1.7751678688652164,0.469845811782692,1.7879251240598564,0.47162577838010517,0.00397456279809221,-0.004769475357710649,0.0667726550079491
