state,repeat,rho,top1_V,margin_top1_V,best_V,enrich_top5,auroc_top5,enrich_top10,auroc_top10,enrich_top20,auroc_top20
w85__r01_f01|16,1,0.03584984705213339,0.0,0.0,0.0588235294117647,1.8106508875739646,0.5168539325842697,1.8106508875739646,0.5168539325842697,1.8106508875739646,0.5168539325842697
w85__r01_f01|24,1,0.34976924656623126,-0.0588235294117647,0.0,0.0,,,,,,
w85__r01_f01|32,1,0.1088510240869453,0.0,0.0,0.0,,,,,,
w85__r01_f01|40,1,-0.0927955465752015,0.0,0.0,0.0588235294117647,0.6630570595585172,0.43782312925170064,0.6630570595585172,0.43782312925170064,0.6630570595585172,0.43782312925170064
w85__r02_f02|16,2,-0.15313319211453041,0.0588235294117647,-0.0588235294117647,0.176470588235294,0.96875,0.4594907407407407,0.96875,0.4594907407407407,0.7265625,0.3994565217391305
w85__r02_f02|24,2,-0.0851221855652082,0.0,0.0,0.0588235294117647,0.0,0.4173913043478261,0.0,0.4173913043478261,0.0,0.4173913043478261
w85__r02_f02|32,2,-0.12968274401900934,0.0,0.0,0.0588235294117647,0.0,0.3366013071895425,0.0,0.3366013071895425,0.0,0.3366013071895425
w85__r02_f02|40,2,0.03838809493755797,0.0,0.0,0.1176470588235294,0.0,0.5447154471544715,0.0,0.5447154471544715,0.0,0.5447154471544715
w85__r03_f03|16,3,-0.528786959328907,0.0,0.0588235294117646,0.1176470588235293,0.0,0.1104,0.0,0.1104,0.0,0.1104
w85__r03_f03|24,3,-0.046601946326911683,0.0,0.1176470588235294,0.1176470588235294,0.6717971933001358,0.47259832366215343,0.6717971933001358,0.47259832366215343,0.6717971933001358,0.47259832366215343
w85__r03_f03|32,3,0.014063933436759667,0.0,-0.0588235294117647,0.1176470588235294,0.9917355371900828,0.5516388373531231,0.9917355371900828,0.5516388373531231,0.9917355371900828,0.5516388373531231
w85__r03_f03|40,3,0.02802407195203311,0.0,0.0,0.0588235294117647,0.0,0.024271844660194164,0.0,0.024271844660194164,0.0,0.024271844660194164
w85__r04_f04|16,4,-0.35538270232244634,0.0,0.0,0.0588235294117647,0.7325987637731792,0.29850968703427716,0.7325987637731792,0.29850968703427716,0.7325987637731792,0.29850968703427716
w85__r04_f04|24,4,-0.2957219203632153,0.0,0.0,0.0,,,,,,
w85__r04_f04|32,4,-0.05736964412307237,0.0588235294117647,0.0,0.0588235294117647,1.6406249999999998,0.43894974226804123,1.6406249999999998,0.43894974226804123,1.6406249999999998,0.43894974226804123
w85__r04_f04|40,4,-0.2768772750707432,0.0,0.0,0.0588235294117647,0.9930172447050655,0.2893679210814761,0.9930172447050655,0.2893679210814761,0.9930172447050655,0.2893679210814761
w85__r05_f05|16,5,-0.23822250983412566,-0.0588235294117646,0.0,0.0588235294117647,0.0,0.2807017543859649,0.0,0.2807017543859649,0.0,0.2807017543859649
w85__r05_f05|32,5,0.0348264251102427,0.0,0.0,0.0588235294117647,0.0,0.5681818181818181,0.0,0.5681818181818181,0.0,0.5681818181818181
w85__r06_f01|16,6,-0.08561538912458862,0.0588235294117647,0.0,0.0588235294117647,2.32,0.48867924528301887,2.32,0.48867924528301887,2.32,0.48867924528301887
w85__r06_f01|24,6,0.2516694767143688,0.0588235294117647,0.0,0.0588235294117647,2.7777777777777777,0.7234848484848485,2.7777777777777777,0.7234848484848485,2.7777777777777777,0.7234848484848485
w85__r06_f01|32,6,0.27226862762310716,0.0588235294117647,0.0,0.0588235294117647,3.6000000000000005,0.7499999999999999,3.6000000000000005,0.7499999999999999,3.6000000000000005,0.7499999999999999
w85__r06_f01|40,6,-0.07086843207091172,0.0,0.0,0.0588235294117647,0.0,0.36585365853658536,0.0,0.36585365853658536,0.0,0.36585365853658536
w85__r07_f02|16,7,-0.4354665921376278,0.0,0.0,0.1176470588235293,0.6836734693877551,0.25202156334231807,0.6836734693877551,0.25202156334231807,0.6836734693877551,0.25202156334231807
w85__r07_f02|24,7,0.10511576975811372,0.0,0.0,0.1176470588235293,0.0,0.4765432098765432,0.0,0.4765432098765432,0.9585798816568049,0.5909943714821764
w85__r07_f02|32,7,-0.006020828775955494,0.0,0.0,0.0588235294117647,0.0,0.4927536231884058,0.0,0.4927536231884058,0.0,0.4927536231884058
