run_id,repeat,fold,budget,region,method_left,method_right,spearman,kendall_tau,top1_agreement,top5_jaccard,top10_jaccard,left_top_rank_under_margin
w85__r01_f01,1,1,16,EARLY,M3_MARGIN,M3_STRADDLE,1.0,1.0,1.0,1.0,1.0,1.0
w85__r01_f01,1,1,16,EARLY,M3_MARGIN,M3_EMI,0.9999991785830311,0.9999153940522019,1.0,1.0,1.0,1.0
w85__r01_f01,1,1,16,EARLY,M3_MARGIN,M3_SMOCU_APPROX,-0.1958755011156896,-0.30060493252675663,1.0,0.42857142857142855,0.8181818181818182,1.0
w85__r01_f01,1,1,16,EARLY,M3_MARGIN,M3_SUR_APPROX,0.4760390616625398,0.2732349084140615,0.0,0.0,0.6666666666666666,1.0
w85__r01_f01,1,1,16,EARLY,M3_MARGIN,M3_TMES_GSUR,0.9999991785830311,0.9999153940522019,1.0,1.0,1.0,1.0
w85__r01_f01,1,1,16,EARLY,M3_MARGIN,PA_TVR_CANDIDATE,0.9064356787388951,0.7521468759253775,0.0,0.42857142857142855,0.8181818181818182,1.0
w85__r01_f01,1,1,16,EARLY,M3_STRADDLE,M3_EMI,0.9999991785830311,0.9999153940522019,1.0,1.0,1.0,1.0
w85__r01_f01,1,1,16,EARLY,M3_STRADDLE,M3_SMOCU_APPROX,-0.1958755011156896,-0.30060493252675663,1.0,0.42857142857142855,0.8181818181818182,1.0
w85__r01_f01,1,1,16,EARLY,M3_STRADDLE,M3_SUR_APPROX,0.4760390616625398,0.2732349084140615,0.0,0.0,0.6666666666666666,1.0
w85__r01_f01,1,1,16,EARLY,M3_STRADDLE,M3_TMES_GSUR,0.9999991785830311,0.9999153940522019,1.0,1.0,1.0,1.0
w85__r01_f01,1,1,16,EARLY,M3_STRADDLE,PA_TVR_CANDIDATE,0.9064356787388951,0.7521468759253775,0.0,0.42857142857142855,0.8181818181818182,1.0
w85__r01_f01,1,1,16,EARLY,M3_EMI,M3_SMOCU_APPROX,-0.19587139403084503,-0.30060493252675663,1.0,0.42857142857142855,0.8181818181818182,1.0
w85__r01_f01,1,1,16,EARLY,M3_EMI,M3_SUR_APPROX,0.47602920465891274,0.2732349084140615,0.0,0.0,0.6666666666666666,1.0
w85__r01_f01,1,1,16,EARLY,M3_EMI,M3_TMES_GSUR,1.0,1.0,1.0,1.0,1.0,1.0
w85__r01_f01,1,1,16,EARLY,M3_EMI,PA_TVR_CANDIDATE,0.9063876258462136,0.7520622699775794,0.0,0.42857142857142855,0.8181818181818182,1.0
w85__r01_f01,1,1,16,EARLY,M3_SMOCU_APPROX,M3_SUR_APPROX,0.304021616408954,0.33546258301958626,0.0,0.25,0.6666666666666666,1.0
w85__r01_f01,1,1,16,EARLY,M3_SMOCU_APPROX,M3_TMES_GSUR,-0.19587139403084503,-0.30060493252675663,1.0,0.42857142857142855,0.8181818181818182,1.0
w85__r01_f01,1,1,16,EARLY,M3_SMOCU_APPROX,PA_TVR_CANDIDATE,-0.12613227195308724,-0.16891577477896697,0.0,0.1111111111111111,0.6666666666666666,1.0
w85__r01_f01,1,1,16,EARLY,M3_SUR_APPROX,M3_TMES_GSUR,0.47602920465891274,0.2732349084140615,0.0,0.0,0.6666666666666666,9.0
