benchmark,method,seed,budget,global_error,latent_uncertainty_region_fraction,mean_true_boundary_distance_test,near_boundary_error_q10,near_boundary_test_size_q10,near_boundary_error_q20,near_boundary_test_size_q20,near_boundary_error_q30,near_boundary_test_size_q30
ackley,smallest_abs_mu,2,24,0.3844,0.9687,1.3100941310865688,0.496,1000,0.491,2000,0.47833333333333333,3000
ackley,smallest_abs_mu,2,25,0.3778,0.9665,1.3100941310865688,0.489,1000,0.4855,2000,0.4723333333333333,3000
ackley,smallest_abs_mu,2,26,0.3715,0.9668,1.3100941310865688,0.5,1000,0.4905,2000,0.475,3000
ackley,smallest_abs_mu,2,27,0.3622,0.9669,1.3100941310865688,0.494,1000,0.486,2000,0.4706666666666667,3000
ackley,smallest_abs_mu,2,28,0.3665,0.9672,1.3100941310865688,0.496,1000,0.486,2000,0.4723333333333333,3000
ackley,smallest_abs_mu,2,29,0.3566,0.9712,1.3100941310865688,0.482,1000,0.475,2000,0.4646666666666667,3000
ackley,smallest_abs_mu,2,30,0.3461,0.9703,1.3100941310865688,0.482,1000,0.477,2000,0.46266666666666667,3000
ackley,smallest_abs_mu,2,31,0.3435,0.976,1.3100941310865688,0.487,1000,0.4745,2000,0.4603333333333333,3000
ackley,smallest_abs_mu,2,32,0.339,0.974,1.3100941310865688,0.487,1000,0.4715,2000,0.45866666666666667,3000
ackley,smallest_abs_mu,2,33,0.3284,0.9745,1.3100941310865688,0.477,1000,0.4665,2000,0.451,3000
ackley,smallest_abs_mu,2,34,0.3206,0.9739,1.3100941310865688,0.47,1000,0.4605,2000,0.44533333333333336,3000
ackley,smallest_abs_mu,2,35,0.3298,0.9728,1.3100941310865688,0.473,1000,0.461,2000,0.44633333333333336,3000
ackley,smallest_abs_mu,2,36,0.3014,0.9683,1.3100941310865688,0.473,1000,0.4575,2000,0.44,3000
ackley,smallest_abs_mu,2,37,0.2932,0.9632,1.3100941310865688,0.476,1000,0.4585,2000,0.439,3000
ackley,smallest_abs_mu,2,38,0.2907,0.964,1.3100941310865688,0.479,1000,0.459,2000,0.43766666666666665,3000
ackley,smallest_abs_mu,2,39,0.2845,0.9711,1.3100941310865688,0.479,1000,0.4565,2000,0.43733333333333335,3000
ackley,smallest_abs_mu,2,40,0.2929,0.9755,1.3100941310865688,0.482,1000,0.461,2000,0.44366666666666665,3000
ackley,smallest_abs_mu,2,41,0.2845,0.9744,1.3100941310865688,0.475,1000,0.452,2000,0.43533333333333335,3000
ackley,smallest_abs_mu,2,42,0.2811,0.9734,1.3100941310865688,0.484,1000,0.457,2000,0.43933333333333335,3000
ackley,smallest_abs_mu,2,43,0.2881,0.9729,1.3100941310865688,0.485,1000,0.4605,2000,0.44266666666666665,3000
ackley,smallest_abs_mu,2,44,0.2841,0.971,1.3100941310865688,0.483,1000,0.4565,2000,0.44166666666666665,3000
ackley,smallest_abs_mu,2,45,0.2863,0.9698,1.3100941310865688,0.48,1000,0.4645,2000,0.446,3000
ackley,smallest_abs_mu,2,46,0.281,0.97,1.3100941310865688,0.469,1000,0.459,2000,0.443,3000
ackley,smallest_abs_mu,2,47,0.2739,0.9679,1.3100941310865688,0.471,1000,0.454,2000,0.43566666666666665,3000
ackley,smallest_abs_mu,2,48,0.2738,0.9708,1.3100941310865688,0.47,1000,0.4555,2000,0.43666666666666665,3000
ackley,smallest_abs_mu,2,49,0.2745,0.9758,1.3100941310865688,0.476,1000,0.4605,2000,0.439,3000
ackley,smallest_abs_mu,2,50,0.2747,0.9759,1.3100941310865688,0.475,1000,0.46,2000,0.439,3000
ackley,smallest_abs_mu,2,51,0.2769,0.9674,1.3100941310865688,0.48,1000,0.46,2000,0.441,3000
ackley,smallest_abs_mu,2,52,0.279,0.9635,1.3100941310865688,0.485,1000,0.463,2000,0.442,3000
ackley,smallest_abs_mu,2,53,0.2872,0.9628,1.3100941310865688,0.479,1000,0.4615,2000,0.444,3000
ackley,smallest_abs_mu,2,54,0.2878,0.9683,1.3100941310865688,0.48,1000,0.462,2000,0.44366666666666665,3000
ackley,smallest_abs_mu,2,55,0.2911,0.9673,1.3100941310865688,0.482,1000,0.465,2000,0.44666666666666666,3000
ackley,smallest_abs_mu,2,56,0.284,0.9692,1.3100941310865688,0.481,1000,0.4645,2000,0.44566666666666666,3000
ackley,smallest_abs_mu,2,57,0.2856,0.9768,1.3100941310865688,0.478,1000,0.4705,2000,0.44866666666666666,3000
ackley,smallest_abs_mu,2,58,0.2839,0.9762,1.3100941310865688,0.475,1000,0.47,2000,0.448,3000
ackley,smallest_abs_mu,2,59,0.2776,0.9764,1.3100941310865688,0.471,1000,0.467,2000,0.44233333333333336,3000
ackley,smallest_abs_mu,2,60,0.2783,0.9746,1.3100941310865688,0.472,1000,0.467,2000,0.443,3000
ackley,smallest_abs_mu,2,61,0.274,0.9732,1.3100941310865688,0.468,1000,0.4625,2000,0.438,3000
ackley,smallest_abs_mu,2,62,0.2684,0.9707,1.3100941310865688,0.466,1000,0.459,2000,0.43566666666666665,3000
ackley,smallest_abs_mu,2,63,0.2713,0.9713,1.3100941310865688,0.466,1000,0.4595,2000,0.43866666666666665,3000
ackley,smallest_abs_mu,2,64,0.2684,0.9689,1.3100941310865688,0.462,1000,0.456,2000,0.43633333333333335,3000
ackley,smallest_abs_mu,2,65,0.2708,0.9677,1.3100941310865688,0.465,1000,0.4595,2000,0.439,3000
ackley,smallest_abs_mu,2,66,0.2717,0.9671,1.3100941310865688,0.458,1000,0.455,2000,0.43566666666666665,3000
ackley,smallest_abs_mu,2,67,0.2673,0.9688,1.3100941310865688,0.46,1000,0.4545,2000,0.43266666666666664,3000
ackley,smallest_abs_mu,2,68,0.2632,0.9662,1.3100941310865688,0.46,1000,0.4505,2000,0.429,3000
ackley,smallest_abs_mu,2,69,0.2608,0.9655,1.3100941310865688,0.457,1000,0.4495,2000,0.42766666666666664,3000
ackley,smallest_abs_mu,2,70,0.2588,0.9661,1.3100941310865688,0.461,1000,0.451,2000,0.42866666666666664,3000
ackley,smallest_abs_mu,2,71,0.2512,0.9607,1.3100941310865688,0.459,1000,0.4465,2000,0.4256666666666667,3000
ackley,smallest_abs_mu,2,72,0.2465,0.9594,1.3100941310865688,0.458,1000,0.444,2000,0.4226666666666667,3000
ackley,smallest_abs_mu,2,73,0.2542,0.9692,1.3100941310865688,0.454,1000,0.4435,2000,0.425,3000
ackley,smallest_abs_mu,2,74,0.2437,0.9662,1.3100941310865688,0.451,1000,0.4385,2000,0.418,3000
ackley,smallest_abs_mu,2,75,0.2436,0.9644,1.3100941310865688,0.447,1000,0.435,2000,0.41633333333333333,3000
ackley,smallest_abs_mu,2,76,0.2485,0.9619,1.3100941310865688,0.452,1000,0.4395,2000,0.41833333333333333,3000
ackley,smallest_abs_mu,2,77,0.2489,0.959,1.3100941310865688,0.451,1000,0.438,2000,0.4176666666666667,3000
ackley,smallest_abs_mu,2,78,0.2502,0.9581,1.3100941310865688,0.457,1000,0.437,2000,0.416,3000
ackley,smallest_abs_mu,2,79,0.2488,0.9476,1.3100941310865688,0.451,1000,0.435,2000,0.414,3000
ackley,smallest_abs_mu,2,80,0.2419,0.9444,1.3100941310865688,0.453,1000,0.4335,2000,0.41,3000
ackley,smallest_abs_mu,3,12,0.4378,0.9997,1.2942599637845817,0.508,1000,0.497,2000,0.4886666666666667,3000
ackley,smallest_abs_mu,3,13,0.4258,0.9997,1.2942599637845817,0.504,1000,0.489,2000,0.48133333333333334,3000
ackley,smallest_abs_mu,3,14,0.4129,0.9997,1.2942599637845817,0.494,1000,0.4835,2000,0.477,3000
ackley,smallest_abs_mu,3,15,0.4016,0.9997,1.2942599637845817,0.495,1000,0.483,2000,0.47533333333333333,3000
ackley,smallest_abs_mu,3,16,0.3987,0.9997,1.2942599637845817,0.496,1000,0.482,2000,0.47433333333333333,3000
ackley,smallest_abs_mu,3,17,0.3901,0.9997,1.2942599637845817,0.493,1000,0.4805,2000,0.4726666666666667,3000
ackley,smallest_abs_mu,3,18,0.3852,0.9997,1.2942599637845817,0.492,1000,0.4745,2000,0.468,3000
ackley,smallest_abs_mu,3,19,0.3826,0.9997,1.2942599637845817,0.492,1000,0.4745,2000,0.4686666666666667,3000
ackley,smallest_abs_mu,3,20,0.3542,0.9997,1.2942599637845817,0.502,1000,0.4795,2000,0.4633333333333333,3000
ackley,smallest_abs_mu,3,21,0.3525,0.9997,1.2942599637845817,0.503,1000,0.48,2000,0.4643333333333333,3000
ackley,smallest_abs_mu,3,22,0.3456,0.9997,1.2942599637845817,0.504,1000,0.4835,2000,0.463,3000
ackley,smallest_abs_mu,3,23,0.3451,0.9997,1.2942599637845817,0.499,1000,0.477,2000,0.4593333333333333,3000
ackley,smallest_abs_mu,3,24,0.3452,0.9997,1.2942599637845817,0.494,1000,0.4745,2000,0.459,3000
ackley,smallest_abs_mu,3,25,0.3485,0.9997,1.2942599637845817,0.489,1000,0.47,2000,0.454,3000
ackley,smallest_abs_mu,3,26,0.3506,0.9997,1.2942599637845817,0.487,1000,0.47,2000,0.453,3000
ackley,smallest_abs_mu,3,27,0.3369,0.9997,1.2942599637845817,0.477,1000,0.462,2000,0.446,3000
ackley,smallest_abs_mu,3,28,0.3401,0.9997,1.2942599637845817,0.484,1000,0.4675,2000,0.4503333333333333,3000
ackley,smallest_abs_mu,3,29,0.3318,0.9997,1.2942599637845817,0.482,1000,0.4645,2000,0.44733333333333336,3000
ackley,smallest_abs_mu,3,30,0.3454,0.9997,1.2942599637845817,0.481,1000,0.4645,2000,0.451,3000
ackley,smallest_abs_mu,3,31,0.3453,0.9997,1.2942599637845817,0.485,1000,0.4675,2000,0.453,3000
ackley,smallest_abs_mu,3,32,0.3407,0.9997,1.2942599637845817,0.484,1000,0.466,2000,0.451,3000
ackley,smallest_abs_mu,3,33,0.3384,0.9997,1.2942599637845817,0.481,1000,0.4625,2000,0.4483333333333333,3000
ackley,smallest_abs_mu,3,34,0.3277,0.9997,1.2942599637845817,0.479,1000,0.4585,2000,0.44366666666666665,3000
ackley,smallest_abs_mu,3,35,0.3266,0.9997,1.2942599637845817,0.48,1000,0.4585,2000,0.443,3000
ackley,smallest_abs_mu,3,36,0.3101,0.9997,1.2942599637845817,0.485,1000,0.459,2000,0.442,3000
ackley,smallest_abs_mu,3,37,0.314,0.9996,1.2942599637845817,0.482,1000,0.4615,2000,0.44533333333333336,3000
ackley,smallest_abs_mu,3,38,0.3108,0.9996,1.2942599637845817,0.479,1000,0.459,2000,0.443,3000
ackley,smallest_abs_mu,3,39,0.3094,0.9996,1.2942599637845817,0.479,1000,0.459,2000,0.44333333333333336,3000
ackley,smallest_abs_mu,3,40,0.2988,0.9996,1.2942599637845817,0.476,1000,0.457,2000,0.44,3000
ackley,smallest_abs_mu,3,41,0.299,0.9996,1.2942599637845817,0.476,1000,0.4575,2000,0.43966666666666665,3000
ackley,smallest_abs_mu,3,42,0.2952,0.9996,1.2942599637845817,0.476,1000,0.4565,2000,0.43866666666666665,3000
ackley,smallest_abs_mu,3,43,0.285,0.9996,1.2942599637845817,0.479,1000,0.4575,2000,0.44033333333333335,3000
ackley,smallest_abs_mu,3,44,0.286,0.9996,1.2942599637845817,0.476,1000,0.4545,2000,0.43933333333333335,3000
ackley,smallest_abs_mu,3,45,0.2872,0.9996,1.2942599637845817,0.477,1000,0.4575,2000,0.44133333333333336,3000
ackley,smallest_abs_mu,3,46,0.2892,0.9996,1.2942599637845817,0.475,1000,0.4565,2000,0.44033333333333335,3000
ackley,smallest_abs_mu,3,47,0.2938,0.9996,1.2942599637845817,0.478,1000,0.461,2000,0.44633333333333336,3000
ackley,smallest_abs_mu,3,48,0.2864,0.9996,1.2942599637845817,0.48,1000,0.459,2000,0.44533333333333336,3000
ackley,smallest_abs_mu,3,49,0.2791,0.9996,1.2942599637845817,0.48,1000,0.458,2000,0.44333333333333336,3000
ackley,smallest_abs_mu,3,50,0.2757,0.9996,1.2942599637845817,0.479,1000,0.4565,2000,0.442,3000
ackley,smallest_abs_mu,3,51,0.2759,0.9996,1.2942599637845817,0.479,1000,0.456,2000,0.44066666666666665,3000
ackley,smallest_abs_mu,3,52,0.2762,0.9996,1.2942599637845817,0.483,1000,0.459,2000,0.44233333333333336,3000
ackley,smallest_abs_mu,3,53,0.2742,0.9996,1.2942599637845817,0.485,1000,0.4585,2000,0.44166666666666665,3000
ackley,smallest_abs_mu,3,54,0.2778,0.9996,1.2942599637845817,0.483,1000,0.459,2000,0.44233333333333336,3000
ackley,smallest_abs_mu,3,55,0.2756,0.9996,1.2942599637845817,0.484,1000,0.4585,2000,0.441,3000
ackley,smallest_abs_mu,3,56,0.2705,0.9995,1.2942599637845817,0.481,1000,0.4565,2000,0.43833333333333335,3000
ackley,smallest_abs_mu,3,57,0.2686,0.9995,1.2942599637845817,0.481,1000,0.4545,2000,0.43733333333333335,3000
ackley,smallest_abs_mu,3,58,0.2689,0.9995,1.2942599637845817,0.478,1000,0.452,2000,0.43666666666666665,3000
ackley,smallest_abs_mu,3,59,0.2319,0.936,1.2942599637845817,0.451,1000,0.4385,2000,0.42033333333333334,3000
ackley,smallest_abs_mu,3,60,0.2296,0.9391,1.2942599637845817,0.45,1000,0.4385,2000,0.4176666666666667,3000
ackley,smallest_abs_mu,3,61,0.2204,0.8536,1.2942599637845817,0.448,1000,0.437,2000,0.41233333333333333,3000
ackley,smallest_abs_mu,3,62,0.2198,0.9115,1.2942599637845817,0.457,1000,0.441,2000,0.41233333333333333,3000
ackley,smallest_abs_mu,3,63,0.2267,0.9656,1.2942599637845817,0.467,1000,0.448,2000,0.4166666666666667,3000
ackley,smallest_abs_mu,3,64,0.2705,0.9989,1.2942599637845817,0.493,1000,0.4695,2000,0.44566666666666666,3000
ackley,smallest_abs_mu,3,65,0.2254,0.9667,1.2942599637845817,0.477,1000,0.456,2000,0.42133333333333334,3000
ackley,smallest_abs_mu,3,66,0.2213,0.953,1.2942599637845817,0.474,1000,0.452,2000,0.41833333333333333,3000
ackley,smallest_abs_mu,3,67,0.2146,0.9365,1.2942599637845817,0.47,1000,0.45,2000,0.41433333333333333,3000
ackley,smallest_abs_mu,3,68,0.2157,0.9317,1.2942599637845817,0.467,1000,0.4505,2000,0.415,3000
ackley,smallest_abs_mu,3,69,0.2175,0.9376,1.2942599637845817,0.472,1000,0.452,2000,0.4146666666666667,3000
ackley,smallest_abs_mu,3,70,0.2187,0.934,1.2942599637845817,0.467,1000,0.4485,2000,0.4156666666666667,3000
ackley,smallest_abs_mu,3,71,0.2637,0.9993,1.2942599637845817,0.497,1000,0.4635,2000,0.44,3000
ackley,smallest_abs_mu,3,72,0.2351,0.9751,1.2942599637845817,0.473,1000,0.4535,2000,0.42133333333333334,3000
ackley,smallest_abs_mu,3,73,0.2414,0.9823,1.2942599637845817,0.485,1000,0.459,2000,0.42766666666666664,3000
ackley,smallest_abs_mu,3,74,0.2447,0.9824,1.2942599637845817,0.479,1000,0.457,2000,0.42633333333333334,3000
ackley,smallest_abs_mu,3,75,0.2446,0.9705,1.2942599637845817,0.484,1000,0.463,2000,0.43033333333333335,3000
ackley,smallest_abs_mu,3,76,0.2438,0.974,1.2942599637845817,0.486,1000,0.4665,2000,0.433,3000
ackley,smallest_abs_mu,3,77,0.2776,0.9986,1.2942599637845817,0.498,1000,0.474,2000,0.449,3000
ackley,smallest_abs_mu,3,78,0.2481,0.9836,1.2942599637845817,0.485,1000,0.468,2000,0.43366666666666664,3000
ackley,smallest_abs_mu,3,79,0.237,0.9672,1.2942599637845817,0.482,1000,0.4605,2000,0.4256666666666667,3000
ackley,smallest_abs_mu,3,80,0.2389,0.9736,1.2942599637845817,0.475,1000,0.457,2000,0.427,3000
ackley,smallest_abs_mu,4,12,0.3999,0.9983,1.2763216763702943,0.482,1000,0.4715,2000,0.471,3000
ackley,smallest_abs_mu,4,13,0.3913,0.9981,1.2763216763702943,0.47,1000,0.4665,2000,0.4633333333333333,3000
ackley,smallest_abs_mu,4,14,0.3903,0.9979,1.2763216763702943,0.468,1000,0.4645,2000,0.46166666666666667,3000
ackley,smallest_abs_mu,4,15,0.3842,0.9978,1.2763216763702943,0.468,1000,0.4615,2000,0.4573333333333333,3000
ackley,smallest_abs_mu,4,16,0.371,0.9976,1.2763216763702943,0.468,1000,0.458,2000,0.4533333333333333,3000
ackley,smallest_abs_mu,4,17,0.3708,0.9972,1.2763216763702943,0.466,1000,0.459,2000,0.4523333333333333,3000
ackley,smallest_abs_mu,4,18,0.3642,0.9972,1.2763216763702943,0.462,1000,0.4535,2000,0.44666666666666666,3000
ackley,smallest_abs_mu,4,19,0.3596,0.9969,1.2763216763702943,0.459,1000,0.456,2000,0.4493333333333333,3000
ackley,smallest_abs_mu,4,20,0.3652,0.9967,1.2763216763702943,0.46,1000,0.455,2000,0.45,3000
ackley,smallest_abs_mu,4,21,0.3657,0.9971,1.2763216763702943,0.457,1000,0.4535,2000,0.44733333333333336,3000
ackley,smallest_abs_mu,4,22,0.3661,0.9971,1.2763216763702943,0.456,1000,0.4535,2000,0.44733333333333336,3000
ackley,smallest_abs_mu,4,23,0.3724,0.9968,1.2763216763702943,0.458,1000,0.456,2000,0.451,3000
ackley,smallest_abs_mu,4,24,0.352,0.9947,1.2763216763702943,0.452,1000,0.449,2000,0.44166666666666665,3000
ackley,smallest_abs_mu,4,25,0.3474,0.9934,1.2763216763702943,0.446,1000,0.4415,2000,0.438,3000
ackley,smallest_abs_mu,4,26,0.3562,0.9937,1.2763216763702943,0.45,1000,0.443,2000,0.43866666666666665,3000
ackley,smallest_abs_mu,4,27,0.3355,0.969,1.2763216763702943,0.446,1000,0.4335,2000,0.43466666666666665,3000
ackley,smallest_abs_mu,4,28,0.3269,0.9722,1.2763216763702943,0.448,1000,0.439,2000,0.43566666666666665,3000
ackley,smallest_abs_mu,4,29,0.3148,0.9853,1.2763216763702943,0.447,1000,0.433,2000,0.42866666666666664,3000
ackley,smallest_abs_mu,4,30,0.3105,0.9902,1.2763216763702943,0.451,1000,0.434,2000,0.42633333333333334,3000
ackley,smallest_abs_mu,4,31,0.296,0.992,1.2763216763702943,0.451,1000,0.436,2000,0.423,3000
ackley,smallest_abs_mu,4,32,0.2904,0.9917,1.2763216763702943,0.452,1000,0.4385,2000,0.425,3000
ackley,smallest_abs_mu,4,33,0.2878,0.9855,1.2763216763702943,0.445,1000,0.433,2000,0.424,3000
ackley,smallest_abs_mu,4,34,0.2934,0.994,1.2763216763702943,0.439,1000,0.4355,2000,0.423,3000
ackley,smallest_abs_mu,4,35,0.2973,0.9941,1.2763216763702943,0.439,1000,0.441,2000,0.428,3000
ackley,smallest_abs_mu,4,36,0.2884,0.9957,1.2763216763702943,0.443,1000,0.4405,2000,0.42133333333333334,3000
ackley,smallest_abs_mu,4,37,0.2769,0.9949,1.2763216763702943,0.447,1000,0.4435,2000,0.42233333333333334,3000
ackley,smallest_abs_mu,4,38,0.28,0.9952,1.2763216763702943,0.449,1000,0.4435,2000,0.4236666666666667,3000
ackley,smallest_abs_mu,4,39,0.278,0.9948,1.2763216763702943,0.441,1000,0.438,2000,0.421,3000
ackley,smallest_abs_mu,4,40,0.276,0.9937,1.2763216763702943,0.436,1000,0.4355,2000,0.418,3000
ackley,smallest_abs_mu,4,41,0.278,0.995,1.2763216763702943,0.44,1000,0.4365,2000,0.41933333333333334,3000
ackley,smallest_abs_mu,4,42,0.2793,0.9939,1.2763216763702943,0.441,1000,0.4365,2000,0.4196666666666667,3000
ackley,smallest_abs_mu,4,43,0.2759,0.9953,1.2763216763702943,0.437,1000,0.438,2000,0.4206666666666667,3000
ackley,smallest_abs_mu,4,44,0.2802,0.9955,1.2763216763702943,0.43,1000,0.4355,2000,0.422,3000
ackley,smallest_abs_mu,4,45,0.2786,0.9958,1.2763216763702943,0.432,1000,0.433,2000,0.419,3000
ackley,smallest_abs_mu,4,46,0.2805,0.9957,1.2763216763702943,0.432,1000,0.434,2000,0.4206666666666667,3000
ackley,smallest_abs_mu,4,47,0.2759,0.9918,1.2763216763702943,0.43,1000,0.4335,2000,0.4186666666666667,3000
ackley,smallest_abs_mu,4,48,0.2782,0.9927,1.2763216763702943,0.426,1000,0.4355,2000,0.42033333333333334,3000
ackley,smallest_abs_mu,4,49,0.277,0.9934,1.2763216763702943,0.436,1000,0.4375,2000,0.41933333333333334,3000
ackley,smallest_abs_mu,4,50,0.2737,0.9931,1.2763216763702943,0.436,1000,0.4375,2000,0.419,3000
ackley,smallest_abs_mu,4,51,0.2756,0.9951,1.2763216763702943,0.438,1000,0.4425,2000,0.42,3000
ackley,smallest_abs_mu,4,52,0.266,0.9826,1.2763216763702943,0.447,1000,0.439,2000,0.417,3000
ackley,smallest_abs_mu,4,53,0.2651,0.9836,1.2763216763702943,0.444,1000,0.4365,2000,0.4146666666666667,3000
ackley,smallest_abs_mu,4,54,0.2758,0.995,1.2763216763702943,0.441,1000,0.4395,2000,0.418,3000
ackley,smallest_abs_mu,4,55,0.2736,0.9929,1.2763216763702943,0.442,1000,0.439,2000,0.41833333333333333,3000
ackley,smallest_abs_mu,4,56,0.2722,0.9936,1.2763216763702943,0.44,1000,0.438,2000,0.41733333333333333,3000
ackley,smallest_abs_mu,4,57,0.2678,0.9908,1.2763216763702943,0.445,1000,0.4385,2000,0.41733333333333333,3000
ackley,smallest_abs_mu,4,58,0.2678,0.9922,1.2763216763702943,0.446,1000,0.44,2000,0.41833333333333333,3000
ackley,smallest_abs_mu,4,59,0.259,0.9689,1.2763216763702943,0.449,1000,0.4365,2000,0.41333333333333333,3000
ackley,smallest_abs_mu,4,60,0.2551,0.959,1.2763216763702943,0.452,1000,0.437,2000,0.41233333333333333,3000
ackley,smallest_abs_mu,4,61,0.2774,0.9973,1.2763216763702943,0.453,1000,0.446,2000,0.42133333333333334,3000
ackley,smallest_abs_mu,4,62,0.2668,0.9973,1.2763216763702943,0.453,1000,0.445,2000,0.418,3000
ackley,smallest_abs_mu,4,63,0.2683,0.997,1.2763216763702943,0.454,1000,0.446,2000,0.419,3000
ackley,smallest_abs_mu,4,64,0.2618,0.9967,1.2763216763702943,0.451,1000,0.4415,2000,0.412,3000
ackley,smallest_abs_mu,4,65,0.2541,0.9966,1.2763216763702943,0.449,1000,0.438,2000,0.409,3000
ackley,smallest_abs_mu,4,66,0.2527,0.9964,1.2763216763702943,0.443,1000,0.4335,2000,0.4076666666666667,3000
ackley,smallest_abs_mu,4,67,0.2557,0.9965,1.2763216763702943,0.442,1000,0.433,2000,0.4096666666666667,3000
ackley,smallest_abs_mu,4,68,0.2528,0.9965,1.2763216763702943,0.443,1000,0.4325,2000,0.4076666666666667,3000
ackley,smallest_abs_mu,4,69,0.2556,0.9966,1.2763216763702943,0.454,1000,0.4375,2000,0.41333333333333333,3000
ackley,smallest_abs_mu,4,70,0.2503,0.9955,1.2763216763702943,0.455,1000,0.4345,2000,0.4106666666666667,3000
ackley,smallest_abs_mu,4,71,0.2507,0.9956,1.2763216763702943,0.455,1000,0.436,2000,0.41,3000
ackley,smallest_abs_mu,4,72,0.2531,0.9958,1.2763216763702943,0.452,1000,0.434,2000,0.4086666666666667,3000
ackley,smallest_abs_mu,4,73,0.2501,0.9955,1.2763216763702943,0.454,1000,0.4345,2000,0.4093333333333333,3000
ackley,smallest_abs_mu,4,74,0.2474,0.9953,1.2763216763702943,0.453,1000,0.4325,2000,0.4086666666666667,3000
ackley,smallest_abs_mu,4,75,0.2431,0.9942,1.2763216763702943,0.451,1000,0.4285,2000,0.407,3000
ackley,smallest_abs_mu,4,76,0.2279,0.9776,1.2763216763702943,0.436,1000,0.4175,2000,0.39666666666666667,3000
ackley,smallest_abs_mu,4,77,0.2285,0.9752,1.2763216763702943,0.435,1000,0.417,2000,0.3973333333333333,3000
ackley,smallest_abs_mu,4,78,0.2273,0.9717,1.2763216763702943,0.443,1000,0.42,2000,0.3983333333333333,3000
ackley,smallest_abs_mu,4,79,0.2232,0.9724,1.2763216763702943,0.443,1000,0.42,2000,0.397,3000
ackley,smallest_abs_mu,4,80,0.215,0.9426,1.2763216763702943,0.437,1000,0.4185,2000,0.3903333333333333,3000
ackley,straddle,0,12,0.3981,0.8983,1.3061357716661417,0.493,1000,0.492,2000,0.4776666666666667,3000
ackley,straddle,0,13,0.39,0.8937,1.3061357716661417,0.488,1000,0.4885,2000,0.4706666666666667,3000
ackley,straddle,0,14,0.3893,0.8949,1.3061357716661417,0.488,1000,0.487,2000,0.472,3000
ackley,straddle,0,15,0.3832,0.8833,1.3061357716661417,0.481,1000,0.487,2000,0.4703333333333333,3000
ackley,straddle,0,16,0.3821,0.8737,1.3061357716661417,0.478,1000,0.482,2000,0.4696666666666667,3000
ackley,straddle,0,17,0.3708,0.8572,1.3061357716661417,0.476,1000,0.478,2000,0.4653333333333333,3000
ackley,straddle,0,18,0.3572,0.8677,1.3061357716661417,0.477,1000,0.4755,2000,0.45966666666666667,3000
ackley,straddle,0,19,0.3491,0.8746,1.3061357716661417,0.48,1000,0.4745,2000,0.45766666666666667,3000
ackley,straddle,0,20,0.3279,0.8935,1.3061357716661417,0.47,1000,0.467,2000,0.449,3000
ackley,straddle,0,21,0.3279,0.8709,1.3061357716661417,0.464,1000,0.465,2000,0.4493333333333333,3000
ackley,straddle,0,22,0.3087,0.9031,1.3061357716661417,0.464,1000,0.459,2000,0.44,3000
ackley,straddle,0,23,0.3005,0.9052,1.3061357716661417,0.459,1000,0.454,2000,0.43366666666666664,3000
ackley,straddle,0,24,0.3082,0.8762,1.3061357716661417,0.456,1000,0.457,2000,0.43866666666666665,3000
ackley,straddle,0,25,0.3024,0.9,1.3061357716661417,0.458,1000,0.4585,2000,0.438,3000
ackley,straddle,0,26,0.2902,0.9116,1.3061357716661417,0.453,1000,0.454,2000,0.433,3000
ackley,straddle,0,27,0.2901,0.8884,1.3061357716661417,0.453,1000,0.456,2000,0.43133333333333335,3000
ackley,straddle,0,28,0.2893,0.8967,1.3061357716661417,0.459,1000,0.454,2000,0.43033333333333335,3000
ackley,straddle,0,29,0.2922,0.8748,1.3061357716661417,0.459,1000,0.4615,2000,0.437,3000
ackley,straddle,0,30,0.2837,0.8771,1.3061357716661417,0.458,1000,0.452,2000,0.42833333333333334,3000
ackley,straddle,0,31,0.2675,0.8416,1.3061357716661417,0.46,1000,0.445,2000,0.421,3000
ackley,straddle,0,32,0.2457,0.8111,1.3061357716661417,0.458,1000,0.451,2000,0.42133333333333334,3000
ackley,straddle,0,33,0.2356,0.8232,1.3061357716661417,0.464,1000,0.4455,2000,0.4126666666666667,3000
ackley,straddle,0,34,0.2255,0.765,1.3061357716661417,0.467,1000,0.446,2000,0.411,3000
ackley,straddle,0,35,0.2123,0.7091,1.3061357716661417,0.457,1000,0.4295,2000,0.38966666666666666,3000
ackley,straddle,0,36,0.2109,0.7531,1.3061357716661417,0.465,1000,0.4295,2000,0.3913333333333333,3000
ackley,straddle,0,37,0.2084,0.7139,1.3061357716661417,0.457,1000,0.424,2000,0.3883333333333333,3000
ackley,straddle,0,38,0.2173,0.7718,1.3061357716661417,0.462,1000,0.431,2000,0.3993333333333333,3000
ackley,straddle,0,39,0.215,0.8304,1.3061357716661417,0.467,1000,0.438,2000,0.4046666666666667,3000
ackley,straddle,0,40,0.2105,0.8283,1.3061357716661417,0.47,1000,0.437,2000,0.401,3000
ackley,straddle,0,41,0.2148,0.8536,1.3061357716661417,0.47,1000,0.44,2000,0.406,3000
ackley,straddle,0,42,0.2116,0.878,1.3061357716661417,0.464,1000,0.438,2000,0.4026666666666667,3000
ackley,straddle,0,43,0.2179,0.8416,1.3061357716661417,0.46,1000,0.4345,2000,0.401,3000
ackley,straddle,0,44,0.2155,0.8419,1.3061357716661417,0.451,1000,0.4335,2000,0.4043333333333333,3000
