run_id,method,formulation,budget,subgroup,held_out_positive_count,sensitivity,minimum_n3_for_interpretation
primary_common__r01_f04,binary_random,binary,80,persistent_Keyhole,9,0.6666666666666666,True
primary_common__r01_f04,binary_random,binary,80,repeated_Keyhole,3,0.6666666666666666,True
primary_common__r01_f04,binary_uncertainty_repulsion,binary,80,transient_Keyhole,5,0.8,True
primary_common__r01_f04,binary_uncertainty_repulsion,binary,80,persistent_Keyhole,9,0.6666666666666666,True
primary_common__r01_f04,binary_uncertainty_repulsion,binary,80,repeated_Keyhole,3,0.6666666666666666,True
primary_common__r01_f04,max_depth_boundary_proximity,max_depth,80,transient_Keyhole,5,1.0,True
primary_common__r01_f04,max_depth_boundary_proximity,max_depth,80,persistent_Keyhole,9,1.0,True
primary_common__r01_f04,max_depth_boundary_proximity,max_depth,80,repeated_Keyhole,3,1.0,True
primary_common__r01_f04,max_depth_expected_feasibility,max_depth,80,transient_Keyhole,5,0.8,True
primary_common__r01_f04,max_depth_expected_feasibility,max_depth,80,persistent_Keyhole,9,0.8888888888888888,True
primary_common__r01_f04,max_depth_expected_feasibility,max_depth,80,repeated_Keyhole,3,0.6666666666666666,True
primary_common__r01_f04,max_depth_random,max_depth,80,transient_Keyhole,5,0.8,True
primary_common__r01_f04,max_depth_random,max_depth,80,persistent_Keyhole,9,0.7777777777777778,True
primary_common__r01_f04,max_depth_random,max_depth,80,repeated_Keyhole,3,0.6666666666666666,True
primary_common__r01_f04,max_depth_randomized_straddle,max_depth,80,transient_Keyhole,5,1.0,True
primary_common__r01_f04,max_depth_randomized_straddle,max_depth,80,persistent_Keyhole,9,1.0,True
primary_common__r01_f04,max_depth_randomized_straddle,max_depth,80,repeated_Keyhole,3,1.0,True
primary_common__r01_f04,max_depth_straddle,max_depth,80,transient_Keyhole,5,1.0,True
primary_common__r01_f04,max_depth_straddle,max_depth,80,persistent_Keyhole,9,1.0,True
primary_common__r01_f04,max_depth_straddle,max_depth,80,repeated_Keyhole,3,1.0,True
primary_common__r01_f05,binary_margin,binary,80,transient_Keyhole,4,1.0,True
primary_common__r01_f05,binary_margin,binary,80,persistent_Keyhole,11,0.8181818181818182,True
primary_common__r01_f05,binary_margin,binary,80,repeated_Keyhole,1,1.0,False
primary_common__r01_f05,binary_random,binary,80,transient_Keyhole,4,0.75,True
primary_common__r01_f05,binary_random,binary,80,persistent_Keyhole,11,0.8181818181818182,True
primary_common__r01_f05,binary_random,binary,80,repeated_Keyhole,1,1.0,False
primary_common__r01_f05,binary_uncertainty_repulsion,binary,80,transient_Keyhole,4,1.0,True
primary_common__r01_f05,binary_uncertainty_repulsion,binary,80,persistent_Keyhole,11,0.8181818181818182,True
primary_common__r01_f05,binary_uncertainty_repulsion,binary,80,repeated_Keyhole,1,1.0,False
primary_common__r01_f05,max_depth_boundary_proximity,max_depth,80,transient_Keyhole,4,1.0,True
primary_common__r01_f05,max_depth_boundary_proximity,max_depth,80,persistent_Keyhole,11,1.0,True
primary_common__r01_f05,max_depth_boundary_proximity,max_depth,80,repeated_Keyhole,1,1.0,False
primary_common__r01_f05,max_depth_expected_feasibility,max_depth,80,transient_Keyhole,4,1.0,True
primary_common__r01_f05,max_depth_expected_feasibility,max_depth,80,persistent_Keyhole,11,1.0,True
primary_common__r01_f05,max_depth_expected_feasibility,max_depth,80,repeated_Keyhole,1,1.0,False
primary_common__r01_f05,max_depth_random,max_depth,80,transient_Keyhole,4,0.75,True
primary_common__r01_f05,max_depth_random,max_depth,80,persistent_Keyhole,11,0.9090909090909091,True
primary_common__r01_f05,max_depth_random,max_depth,80,repeated_Keyhole,1,1.0,False
primary_common__r01_f05,max_depth_randomized_straddle,max_depth,80,transient_Keyhole,4,1.0,True
primary_common__r01_f05,max_depth_randomized_straddle,max_depth,80,persistent_Keyhole,11,0.9090909090909091,True
primary_common__r01_f05,max_depth_randomized_straddle,max_depth,80,repeated_Keyhole,1,1.0,False
primary_common__r01_f05,max_depth_straddle,max_depth,80,transient_Keyhole,4,1.0,True
primary_common__r01_f05,max_depth_straddle,max_depth,80,persistent_Keyhole,11,1.0,True
primary_common__r01_f05,max_depth_straddle,max_depth,80,repeated_Keyhole,1,1.0,False
primary_common__r02_f01,binary_margin,binary,80,transient_Keyhole,5,1.0,True
primary_common__r02_f01,binary_margin,binary,80,persistent_Keyhole,10,1.0,True
primary_common__r02_f01,binary_margin,binary,80,repeated_Keyhole,3,1.0,True
primary_common__r02_f01,binary_random,binary,80,transient_Keyhole,5,0.8,True
primary_common__r02_f01,binary_random,binary,80,persistent_Keyhole,10,0.9,True
primary_common__r02_f01,binary_random,binary,80,repeated_Keyhole,3,1.0,True
primary_common__r02_f01,binary_uncertainty_repulsion,binary,80,transient_Keyhole,5,1.0,True
primary_common__r02_f01,binary_uncertainty_repulsion,binary,80,persistent_Keyhole,10,1.0,True
primary_common__r02_f01,binary_uncertainty_repulsion,binary,80,repeated_Keyhole,3,1.0,True
primary_common__r02_f01,max_depth_boundary_proximity,max_depth,80,transient_Keyhole,5,0.8,True
primary_common__r02_f01,max_depth_boundary_proximity,max_depth,80,persistent_Keyhole,10,1.0,True
primary_common__r02_f01,max_depth_boundary_proximity,max_depth,80,repeated_Keyhole,3,1.0,True
primary_common__r02_f01,max_depth_expected_feasibility,max_depth,80,transient_Keyhole,5,1.0,True
primary_common__r02_f01,max_depth_expected_feasibility,max_depth,80,persistent_Keyhole,10,1.0,True
primary_common__r02_f01,max_depth_expected_feasibility,max_depth,80,repeated_Keyhole,3,1.0,True
primary_common__r02_f01,max_depth_random,max_depth,80,transient_Keyhole,5,1.0,True
primary_common__r02_f01,max_depth_random,max_depth,80,persistent_Keyhole,10,0.9,True
primary_common__r02_f01,max_depth_random,max_depth,80,repeated_Keyhole,3,1.0,True
primary_common__r02_f01,max_depth_randomized_straddle,max_depth,80,transient_Keyhole,5,1.0,True
primary_common__r02_f01,max_depth_randomized_straddle,max_depth,80,persistent_Keyhole,10,1.0,True
primary_common__r02_f01,max_depth_randomized_straddle,max_depth,80,repeated_Keyhole,3,1.0,True
primary_common__r02_f01,max_depth_straddle,max_depth,80,transient_Keyhole,5,1.0,True
primary_common__r02_f01,max_depth_straddle,max_depth,80,persistent_Keyhole,10,1.0,True
primary_common__r02_f01,max_depth_straddle,max_depth,80,repeated_Keyhole,3,1.0,True
primary_common__r02_f02,binary_margin,binary,80,transient_Keyhole,5,1.0,True
primary_common__r02_f02,binary_margin,binary,80,persistent_Keyhole,9,0.8888888888888888,True
primary_common__r02_f02,binary_margin,binary,80,repeated_Keyhole,2,1.0,False
primary_common__r02_f02,binary_random,binary,80,transient_Keyhole,5,1.0,True
primary_common__r02_f02,binary_random,binary,80,persistent_Keyhole,9,0.7777777777777778,True
primary_common__r02_f02,binary_random,binary,80,repeated_Keyhole,2,1.0,False
primary_common__r02_f02,binary_uncertainty_repulsion,binary,80,transient_Keyhole,5,1.0,True
primary_common__r02_f02,binary_uncertainty_repulsion,binary,80,persistent_Keyhole,9,0.8888888888888888,True
primary_common__r02_f02,binary_uncertainty_repulsion,binary,80,repeated_Keyhole,2,1.0,False
primary_common__r02_f02,max_depth_boundary_proximity,max_depth,80,transient_Keyhole,5,1.0,True
primary_common__r02_f02,max_depth_boundary_proximity,max_depth,80,persistent_Keyhole,9,1.0,True
primary_common__r02_f02,max_depth_boundary_proximity,max_depth,80,repeated_Keyhole,2,1.0,False
primary_common__r02_f02,max_depth_expected_feasibility,max_depth,80,transient_Keyhole,5,1.0,True
primary_common__r02_f02,max_depth_expected_feasibility,max_depth,80,persistent_Keyhole,9,0.8888888888888888,True
primary_common__r02_f02,max_depth_expected_feasibility,max_depth,80,repeated_Keyhole,2,1.0,False
primary_common__r02_f02,max_depth_random,max_depth,80,transient_Keyhole,5,0.8,True
primary_common__r02_f02,max_depth_random,max_depth,80,persistent_Keyhole,9,0.8888888888888888,True
primary_common__r02_f02,max_depth_random,max_depth,80,repeated_Keyhole,2,0.5,False
primary_common__r02_f02,max_depth_randomized_straddle,max_depth,80,transient_Keyhole,5,1.0,True
primary_common__r02_f02,max_depth_randomized_straddle,max_depth,80,persistent_Keyhole,9,1.0,True
primary_common__r02_f02,max_depth_randomized_straddle,max_depth,80,repeated_Keyhole,2,1.0,False
primary_common__r02_f02,max_depth_straddle,max_depth,80,transient_Keyhole,5,1.0,True
primary_common__r02_f02,max_depth_straddle,max_depth,80,persistent_Keyhole,9,1.0,True
primary_common__r02_f02,max_depth_straddle,max_depth,80,repeated_Keyhole,2,1.0,False
primary_common__r02_f03,binary_margin,binary,80,transient_Keyhole,7,0.8571428571428571,True
primary_common__r02_f03,binary_margin,binary,80,persistent_Keyhole,7,0.8571428571428571,True
primary_common__r02_f03,binary_margin,binary,80,repeated_Keyhole,4,0.75,True
primary_common__r02_f03,binary_random,binary,80,transient_Keyhole,7,0.8571428571428571,True
primary_common__r02_f03,binary_random,binary,80,persistent_Keyhole,7,0.5714285714285714,True
primary_common__r02_f03,binary_random,binary,80,repeated_Keyhole,4,0.75,True
primary_common__r02_f03,binary_uncertainty_repulsion,binary,80,transient_Keyhole,7,0.8571428571428571,True
primary_common__r02_f03,binary_uncertainty_repulsion,binary,80,persistent_Keyhole,7,0.7142857142857143,True
primary_common__r02_f03,binary_uncertainty_repulsion,binary,80,repeated_Keyhole,4,0.75,True
primary_common__r02_f03,max_depth_boundary_proximity,max_depth,80,transient_Keyhole,7,1.0,True
primary_common__r02_f03,max_depth_boundary_proximity,max_depth,80,persistent_Keyhole,7,0.8571428571428571,True
primary_common__r02_f03,max_depth_boundary_proximity,max_depth,80,repeated_Keyhole,4,1.0,True
primary_common__r02_f03,max_depth_expected_feasibility,max_depth,80,transient_Keyhole,7,1.0,True
primary_common__r02_f03,max_depth_expected_feasibility,max_depth,80,persistent_Keyhole,7,0.8571428571428571,True
primary_common__r02_f03,max_depth_expected_feasibility,max_depth,80,repeated_Keyhole,4,1.0,True
primary_common__r02_f03,max_depth_random,max_depth,80,transient_Keyhole,7,1.0,True
primary_common__r02_f03,max_depth_random,max_depth,80,persistent_Keyhole,7,0.8571428571428571,True
primary_common__r02_f03,max_depth_random,max_depth,80,repeated_Keyhole,4,1.0,True
primary_common__r02_f03,max_depth_randomized_straddle,max_depth,80,transient_Keyhole,7,1.0,True
primary_common__r02_f03,max_depth_randomized_straddle,max_depth,80,persistent_Keyhole,7,0.8571428571428571,True
primary_common__r02_f03,max_depth_randomized_straddle,max_depth,80,repeated_Keyhole,4,1.0,True
primary_common__r02_f03,max_depth_straddle,max_depth,80,transient_Keyhole,7,1.0,True
primary_common__r02_f03,max_depth_straddle,max_depth,80,persistent_Keyhole,7,0.8571428571428571,True
primary_common__r02_f03,max_depth_straddle,max_depth,80,repeated_Keyhole,4,1.0,True
primary_common__r02_f04,binary_margin,binary,80,transient_Keyhole,6,1.0,True
primary_common__r02_f04,binary_margin,binary,80,persistent_Keyhole,9,0.8888888888888888,True
primary_common__r02_f04,binary_margin,binary,80,repeated_Keyhole,4,1.0,True
primary_common__r02_f04,binary_random,binary,80,transient_Keyhole,6,1.0,True
primary_common__r02_f04,binary_random,binary,80,persistent_Keyhole,9,0.6666666666666666,True
primary_common__r02_f04,binary_random,binary,80,repeated_Keyhole,4,1.0,True
primary_common__r02_f04,binary_uncertainty_repulsion,binary,80,transient_Keyhole,6,1.0,True
primary_common__r02_f04,binary_uncertainty_repulsion,binary,80,persistent_Keyhole,9,0.8888888888888888,True
primary_common__r02_f04,binary_uncertainty_repulsion,binary,80,repeated_Keyhole,4,1.0,True
primary_common__r02_f04,max_depth_boundary_proximity,max_depth,80,transient_Keyhole,6,1.0,True
primary_common__r02_f04,max_depth_boundary_proximity,max_depth,80,persistent_Keyhole,9,1.0,True
primary_common__r02_f04,max_depth_boundary_proximity,max_depth,80,repeated_Keyhole,4,1.0,True
primary_common__r02_f04,max_depth_expected_feasibility,max_depth,80,transient_Keyhole,6,1.0,True
primary_common__r02_f04,max_depth_expected_feasibility,max_depth,80,persistent_Keyhole,9,1.0,True
primary_common__r02_f04,max_depth_expected_feasibility,max_depth,80,repeated_Keyhole,4,1.0,True
primary_common__r02_f04,max_depth_random,max_depth,80,transient_Keyhole,6,1.0,True
primary_common__r02_f04,max_depth_random,max_depth,80,persistent_Keyhole,9,1.0,True
primary_common__r02_f04,max_depth_random,max_depth,80,repeated_Keyhole,4,1.0,True
primary_common__r02_f04,max_depth_randomized_straddle,max_depth,80,transient_Keyhole,6,1.0,True
primary_common__r02_f04,max_depth_randomized_straddle,max_depth,80,persistent_Keyhole,9,1.0,True
primary_common__r02_f04,max_depth_randomized_straddle,max_depth,80,repeated_Keyhole,4,1.0,True
primary_common__r02_f04,max_depth_straddle,max_depth,80,transient_Keyhole,6,1.0,True
primary_common__r02_f04,max_depth_straddle,max_depth,80,persistent_Keyhole,9,1.0,True
primary_common__r02_f04,max_depth_straddle,max_depth,80,repeated_Keyhole,4,1.0,True
primary_common__r02_f05,binary_margin,binary,80,transient_Keyhole,7,1.0,True
primary_common__r02_f05,binary_margin,binary,80,persistent_Keyhole,8,0.75,True
primary_common__r02_f05,binary_margin,binary,80,repeated_Keyhole,3,1.0,True
primary_common__r02_f05,binary_random,binary,80,transient_Keyhole,7,1.0,True
primary_common__r02_f05,binary_random,binary,80,persistent_Keyhole,8,0.75,True
primary_common__r02_f05,binary_random,binary,80,repeated_Keyhole,3,1.0,True
primary_common__r02_f05,binary_uncertainty_repulsion,binary,80,transient_Keyhole,7,1.0,True
primary_common__r02_f05,binary_uncertainty_repulsion,binary,80,persistent_Keyhole,8,0.75,True
primary_common__r02_f05,binary_uncertainty_repulsion,binary,80,repeated_Keyhole,3,1.0,True
primary_common__r02_f05,max_depth_boundary_proximity,max_depth,80,transient_Keyhole,7,1.0,True
primary_common__r02_f05,max_depth_boundary_proximity,max_depth,80,persistent_Keyhole,8,1.0,True
primary_common__r02_f05,max_depth_boundary_proximity,max_depth,80,repeated_Keyhole,3,1.0,True
primary_common__r02_f05,max_depth_expected_feasibility,max_depth,80,transient_Keyhole,7,0.8571428571428571,True
primary_common__r02_f05,max_depth_expected_feasibility,max_depth,80,persistent_Keyhole,8,1.0,True
primary_common__r02_f05,max_depth_expected_feasibility,max_depth,80,repeated_Keyhole,3,1.0,True
primary_common__r02_f05,max_depth_random,max_depth,80,transient_Keyhole,7,1.0,True
primary_common__r02_f05,max_depth_random,max_depth,80,persistent_Keyhole,8,1.0,True
primary_common__r02_f05,max_depth_random,max_depth,80,repeated_Keyhole,3,1.0,True
primary_common__r02_f05,max_depth_randomized_straddle,max_depth,80,transient_Keyhole,7,1.0,True
primary_common__r02_f05,max_depth_randomized_straddle,max_depth,80,persistent_Keyhole,8,1.0,True
primary_common__r02_f05,max_depth_randomized_straddle,max_depth,80,repeated_Keyhole,3,1.0,True
primary_common__r02_f05,max_depth_straddle,max_depth,80,transient_Keyhole,7,1.0,True
primary_common__r02_f05,max_depth_straddle,max_depth,80,persistent_Keyhole,8,1.0,True
primary_common__r02_f05,max_depth_straddle,max_depth,80,repeated_Keyhole,3,1.0,True
primary_common__r03_f01,binary_margin,binary,80,transient_Keyhole,7,0.7142857142857143,True
primary_common__r03_f01,binary_margin,binary,80,persistent_Keyhole,8,0.75,True
primary_common__r03_f01,binary_margin,binary,80,repeated_Keyhole,5,1.0,True
primary_common__r03_f01,binary_random,binary,80,transient_Keyhole,7,0.8571428571428571,True
primary_common__r03_f01,binary_random,binary,80,persistent_Keyhole,8,1.0,True
primary_common__r03_f01,binary_random,binary,80,repeated_Keyhole,5,1.0,True
primary_common__r03_f01,binary_uncertainty_repulsion,binary,80,transient_Keyhole,7,0.7142857142857143,True
primary_common__r03_f01,binary_uncertainty_repulsion,binary,80,persistent_Keyhole,8,0.75,True
primary_common__r03_f01,binary_uncertainty_repulsion,binary,80,repeated_Keyhole,5,1.0,True
primary_common__r03_f01,max_depth_boundary_proximity,max_depth,80,transient_Keyhole,7,0.8571428571428571,True
primary_common__r03_f01,max_depth_boundary_proximity,max_depth,80,persistent_Keyhole,8,1.0,True
primary_common__r03_f01,max_depth_boundary_proximity,max_depth,80,repeated_Keyhole,5,0.8,True
primary_common__r03_f01,max_depth_expected_feasibility,max_depth,80,transient_Keyhole,7,1.0,True
primary_common__r03_f01,max_depth_expected_feasibility,max_depth,80,persistent_Keyhole,8,1.0,True
primary_common__r03_f01,max_depth_expected_feasibility,max_depth,80,repeated_Keyhole,5,1.0,True
primary_common__r03_f01,max_depth_random,max_depth,80,transient_Keyhole,7,1.0,True
primary_common__r03_f01,max_depth_random,max_depth,80,persistent_Keyhole,8,1.0,True
primary_common__r03_f01,max_depth_random,max_depth,80,repeated_Keyhole,5,1.0,True
primary_common__r03_f01,max_depth_randomized_straddle,max_depth,80,transient_Keyhole,7,1.0,True
primary_common__r03_f01,max_depth_randomized_straddle,max_depth,80,persistent_Keyhole,8,1.0,True
primary_common__r03_f01,max_depth_randomized_straddle,max_depth,80,repeated_Keyhole,5,1.0,True
primary_common__r03_f01,max_depth_straddle,max_depth,80,transient_Keyhole,7,1.0,True
primary_common__r03_f01,max_depth_straddle,max_depth,80,persistent_Keyhole,8,1.0,True
primary_common__r03_f01,max_depth_straddle,max_depth,80,repeated_Keyhole,5,1.0,True
primary_common__r03_f02,binary_margin,binary,80,transient_Keyhole,6,1.0,True
primary_common__r03_f02,binary_margin,binary,80,persistent_Keyhole,8,1.0,True
primary_common__r03_f02,binary_margin,binary,80,repeated_Keyhole,6,1.0,True
primary_common__r03_f02,binary_random,binary,80,transient_Keyhole,6,0.6666666666666666,True
primary_common__r03_f02,binary_random,binary,80,persistent_Keyhole,8,1.0,True
primary_common__r03_f02,binary_random,binary,80,repeated_Keyhole,6,0.6666666666666666,True
primary_common__r03_f02,binary_uncertainty_repulsion,binary,80,transient_Keyhole,6,1.0,True
primary_common__r03_f02,binary_uncertainty_repulsion,binary,80,persistent_Keyhole,8,1.0,True
primary_common__r03_f02,binary_uncertainty_repulsion,binary,80,repeated_Keyhole,6,1.0,True
primary_common__r03_f02,max_depth_boundary_proximity,max_depth,80,transient_Keyhole,6,1.0,True
primary_common__r03_f02,max_depth_boundary_proximity,max_depth,80,persistent_Keyhole,8,1.0,True
primary_common__r03_f02,max_depth_boundary_proximity,max_depth,80,repeated_Keyhole,6,1.0,True
primary_common__r03_f02,max_depth_expected_feasibility,max_depth,80,transient_Keyhole,6,1.0,True
primary_common__r03_f02,max_depth_expected_feasibility,max_depth,80,persistent_Keyhole,8,1.0,True
primary_common__r03_f02,max_depth_expected_feasibility,max_depth,80,repeated_Keyhole,6,1.0,True
primary_common__r03_f02,max_depth_random,max_depth,80,transient_Keyhole,6,1.0,True
primary_common__r03_f02,max_depth_random,max_depth,80,persistent_Keyhole,8,1.0,True
primary_common__r03_f02,max_depth_random,max_depth,80,repeated_Keyhole,6,1.0,True
primary_common__r03_f02,max_depth_randomized_straddle,max_depth,80,transient_Keyhole,6,1.0,True
primary_common__r03_f02,max_depth_randomized_straddle,max_depth,80,persistent_Keyhole,8,1.0,True
primary_common__r03_f02,max_depth_randomized_straddle,max_depth,80,repeated_Keyhole,6,1.0,True
primary_common__r03_f02,max_depth_straddle,max_depth,80,transient_Keyhole,6,1.0,True
primary_common__r03_f02,max_depth_straddle,max_depth,80,persistent_Keyhole,8,1.0,True
primary_common__r03_f02,max_depth_straddle,max_depth,80,repeated_Keyhole,6,1.0,True
primary_common__r03_f03,binary_margin,binary,80,transient_Keyhole,3,0.6666666666666666,True
primary_common__r03_f03,binary_margin,binary,80,persistent_Keyhole,11,0.6363636363636364,True
primary_common__r03_f03,binary_margin,binary,80,repeated_Keyhole,1,0.0,False
primary_common__r03_f03,binary_random,binary,80,transient_Keyhole,3,0.3333333333333333,True
primary_common__r03_f03,binary_random,binary,80,persistent_Keyhole,11,0.5454545454545454,True
primary_common__r03_f03,binary_random,binary,80,repeated_Keyhole,1,0.0,False
primary_common__r03_f03,binary_uncertainty_repulsion,binary,80,transient_Keyhole,3,0.6666666666666666,True
primary_common__r03_f03,binary_uncertainty_repulsion,binary,80,persistent_Keyhole,11,0.6363636363636364,True
primary_common__r03_f03,binary_uncertainty_repulsion,binary,80,repeated_Keyhole,1,0.0,False
primary_common__r03_f03,max_depth_boundary_proximity,max_depth,80,transient_Keyhole,3,1.0,True
primary_common__r03_f03,max_depth_boundary_proximity,max_depth,80,persistent_Keyhole,11,0.9090909090909091,True
primary_common__r03_f03,max_depth_boundary_proximity,max_depth,80,repeated_Keyhole,1,1.0,False
primary_common__r03_f03,max_depth_expected_feasibility,max_depth,80,transient_Keyhole,3,0.6666666666666666,True
primary_common__r03_f03,max_depth_expected_feasibility,max_depth,80,persistent_Keyhole,11,0.7272727272727273,True
primary_common__r03_f03,max_depth_expected_feasibility,max_depth,80,repeated_Keyhole,1,0.0,False
