experiment_name,partition,P,VX,LS,ST,has_keyhole,physical_target_extraction_success,ready__max_depth,value__max_depth,ready__G3,value__G3,primary_ready,secondary_g3_ready,primary_exclusion_reasons,g3_exclusion_reasons,input_tuple_sha256,input_group_size,source_label_modified,simulation_silently_removed,depth_formula,T0_definition,active_region_definition,exact_sph_v2_revision
P-335p17845091_VX-0p53366627312_LS-7p35439468085e-05_ST-327p916348879_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p03958306155e-06_H-1d842653b1,new-data,335.17845091,0.53366627312,7.35439468085e-05,327.916348879,False,True,True,98.71385,True,98.565725,True,True,,,0c4f2a31998cbd184056528f190b27293e0b85921b223c5fcda08afe6bd90e89,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,new-data,336.384535968,0.857000372961,5.14827567032e-05,367.720955238,False,True,True,94.14768,True,86.63813,True,True,,,d287fb9e54dacefde88f9f0cb7bd1e4b788de222862b00a2791f5a640c506f4e,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-339p704237738_VX-0p701398887747_LS-5p24684299583e-05_ST-300p218383071_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p87785607775e-06_H-1d842653b1,new-data,339.704237738,0.701398887747,5.24684299583e-05,300.218383071,True,True,True,311.9999,True,150.4327,True,True,,,0f74662829eeb38754e46b4cdbc1d050ef73777bd5789d047acb296172e0b306,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-340p203296502_VX-0p374609743194_LS-5p54750053524e-05_ST-307p813155606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28777232591e-05_H-22f5435fc5,new-data,340.203296502,0.374609743194,5.54750053524e-05,307.813155606,True,True,True,302.6767,True,292.3277,True,True,,,d71a04889c2f1069d2fdcf77f3efc68771715ac254f525ba124fd2bfbfdb1bbf,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-341p923576441_VX-0p300981342968_LS-7p54559898543e-05_ST-360p882535069_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60279722173e-05_H-1d842653b1,new-data,341.923576441,0.300981342968,7.54559898543e-05,360.882535069,True,True,True,168.0292,True,167.1787,True,True,,,99eee00753202085e95baaa29161f0ab2680e6fd0c6272a4fa1f0c371b281b7c,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-342p674555398_VX-0p462731136977_LS-5p8783513777e-05_ST-328p309527448_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04253209208e-05_H-add9572a86,new-data,342.674555398,0.462731136977,5.8783513777e-05,328.309527448,True,True,True,259.0791,True,244.96974999999998,True,True,,,ba21830a5faf83ddbbb23a903e11b1545cdc06fb2e441e9031da9f37e4d3edb0,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-347p783460623_VX-0p850325890926_LS-5p3362114496e-05_ST-354p131736173_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67326086915e-06_H-d1ce08951f,new-data,347.783460623,0.850325890926,5.3362114496e-05,354.131736173,False,True,True,95.41898,True,86.65241999999999,True,True,,,91429213a7495a60d0f3529633ea414458325ff78600a3952086fbc0002b0e3a,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-348p497115387_VX-0p94790268949_LS-7p31988762132e-05_ST-305p038657876_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p08925721649e-06_H-1d842653b1,new-data,348.497115387,0.94790268949,7.31988762132e-05,305.038657876,False,True,True,75.02064,True,70.50156000000001,True,True,,,4b250e78e28a867894a24e9b1970f701996c515cb81e029a41b64993ba9bb059,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-352p513614722_VX-0p929202686833_LS-7p33895545023e-05_ST-314p010655484_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19167741481e-06_H-1553ff852f,new-data,352.513614722,0.929202686833,7.33895545023e-05,314.010655484,False,True,True,78.63307999999999,True,70.682,True,True,,,622278ca2a6b3ff28e928589684f2a1a7186d1dff3057cbb872775d47bd15cab,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-353p971838789_VX-0p831374608218_LS-4p0859447809e-05_ST-397p346534493_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80258352291e-06_H-eac21b41c2,new-data,353.971838789,0.831374608218,4.0859447809e-05,397.346534493,True,True,True,234.85760000000002,True,206.4062,True,True,,,91614ca21eb7b234cd32fff0594467540be00d075ab5a4aa5fafa64b3035059a,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-354p619445985_VX-0p364015239092_LS-5p30095356481e-05_ST-318p142674345_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p32525237544e-05_H-1553ff852f,new-data,354.619445985,0.364015239092,5.30095356481e-05,318.142674345,True,True,True,302.4097,True,300.7655,True,True,,,53e40488365f5792cc1a2eaa5537fb0cb699a0edfba1c092be4a31ea1584e42d,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-355p313197397_VX-0p977425276438_LS-4p00293473664e-05_ST-317p253821106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p9355390323e-06_H-4dbd940f3b,new-data,355.313197397,0.977425276438,4.00293473664e-05,317.253821106,True,True,True,119.8932,True,110.5689,True,True,,,6054376f99c4672517256496497ae16a111aeda9d191cc3dafd99254b1f8643e,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-358p08766286_VX-0p398145183006_LS-4p39068251559e-05_ST-301p093308231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21164861687e-05_H-3d091b92d3,new-data,358.08766286,0.398145183006,4.39068251559e-05,301.093308231,True,True,True,302.3899,True,300.8836,True,True,,,696194a57601af93cb9f8a8c6cb0b4dc024c8dd7930ea8953a1c2cedc8bcba1d,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-360p567405001_VX-0p20359066256_LS-4p0817768449e-05_ST-337p353350673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p36951957538e-05_H-a3855470b8,new-data,360.567405001,0.20359066256,4.0817768449e-05,337.353350673,True,True,True,305.7462,True,301.2056,True,True,,,c3b3aab45cc830e1c7631d04f71a0c4dc9f1fceecdbd50fb88e4ce7cacc7d4ce,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-363p673556898_VX-0p448546579177_LS-4p04529881073e-05_ST-391p93586396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07550047798e-05_H-f55fc58583,new-data,363.673556898,0.448546579177,4.04529881073e-05,391.93586396,True,True,True,302.7273,True,301.0654,True,True,,,74c2f9d96376b24f391a8bafc4375a4c376fd8fec35b861afb97ce08885b5ae7,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-364p483174853_VX-0p95103094401_LS-4p26115279421e-05_ST-393p929813999_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p07251697056e-06_H-1ef68d8f61,new-data,364.483174853,0.95103094401,4.26115279421e-05,393.929813999,False,True,True,111.5838,True,94.5531,True,True,,,6a7b03a038a07f099c0f1970e74f95aed3491f2679dc5501190ca750821812bd,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-367p938083726_VX-0p695829187084_LS-4p35800266683e-05_ST-364p389584597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p93290924348e-06_H-c87ffcf9e3,new-data,367.938083726,0.695829187084,4.35800266683e-05,364.389584597,True,True,True,302.819,True,271.0418,True,True,,,abf28777293f3b3f940c9206fa9b7b748694173172908edd67bf4bced43d5bc6,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-369p066732517_VX-0p471239257303_LS-5p48020687799e-05_ST-388p757421411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02370940626e-05_H-1553ff852f,new-data,369.066732517,0.471239257303,5.48020687799e-05,388.757421411,True,True,True,302.6773,True,300.116,True,True,,,b871741a232b0d625492c53a77ecf752d97ca66e65c1fce4b5ef2a0f8a50c129,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-370p938359136_VX-0p662619902131_LS-4p40125404953e-05_ST-395p513826563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p28037384253e-06_H-3273b99318,new-data,370.938359136,0.662619902131,4.40125404953e-05,395.513826563,True,True,True,300.7084,True,282.998,True,True,,,f9e15941fff93b1f65e04c9fd2bedf089bce78789148e2d5ae59b02dfcdd3837,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-372p630059968_VX-0p727703112845_LS-4p39975555357e-05_ST-362p949632289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p62924277478e-06_H-54d2aec398,new-data,372.630059968,0.727703112845,4.39975555357e-05,362.949632289,True,True,True,275.7146,True,254.94905,True,True,,,23e897ee1b2b7da0cb3a0e4c17d3d10cbe3d51af729f8a260e1915585cd3ec87,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-373p935133861_VX-0p314504521571_LS-4p29297292387e-05_ST-349p298273812_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p53387956997e-05_H-c87ffcf9e3,new-data,373.935133861,0.314504521571,4.29297292387e-05,349.298273812,True,True,True,302.65560000000005,True,300.8724,True,True,,,24a7934ae04ebba3dbe32ab627603e4222c0a8f36e0bf9d5315577d2d74ef9b6,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-374p135097027_VX-0p852003077267_LS-4p24872306812e-05_ST-324p485874926_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p66209293338e-06_H-c87ffcf9e3,new-data,374.135097027,0.852003077267,4.24872306812e-05,324.485874926,True,True,True,157.2098,True,147.41369999999998,True,True,,,c9c47234df86889559030334612f892093f81bc67bed548445873943a2062ba2,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-375p190327887_VX-0p471971299611_LS-7p58652830639e-05_ST-330p289975384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02212160082e-05_H-1553ff852f,new-data,375.190327887,0.471971299611,7.58652830639e-05,330.289975384,True,True,True,156.01239999999999,True,150.64065000000002,True,True,,,e6e2090cb1bd603e1825edec8566e8e269586cb69d5e0213834f96c607834e9d,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-377p008330657_VX-0p791215989527_LS-4p31405408456e-05_ST-371p11107289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09709695819e-06_H-3d091b92d3,new-data,377.008330657,0.791215989527,4.31405408456e-05,371.11107289,True,True,True,311.9946,True,194.4043,True,True,,,b0be322938198902bccc181c6dfd70fd2301b63d6bbec5713deb31f854030b43,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-377p125910628_VX-0p77115452106_LS-4p31707402483e-05_ST-313p190582012_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p25571201526e-06_H-8b3ff695c9,new-data,377.125910628,0.77115452106,4.31707402483e-05,313.190582012,True,True,True,207.92759999999998,True,202.7497,True,True,,,f2a5843e9acd0b74ca98287a3eb50824d90f9c667ef56fad4d8af2b86a22b4cb,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-378p283018896_VX-0p735158781064_LS-4p42419225112e-05_ST-367p022862863_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p56201180925e-06_H-36d24309a8,new-data,378.283018896,0.735158781064,4.42419225112e-05,367.022862863,True,True,True,203.4904,True,195.1309,True,True,,,0ca77d3238e2b82a800b9bf3f5b1ce6c9836a92527d714d7e3e36472e1c3d5be,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-378p699667122_VX-0p273966982762_LS-4p19552514454e-05_ST-349p537322979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p76084014007e-05_H-c87ffcf9e3,new-data,378.699667122,0.273966982762,4.19552514454e-05,349.537322979,True,True,True,302.8145,True,300.57210000000003,True,True,,,0d88dbac484c0cc0fa8e4c75224e8076fb3bb120062565081797514f088557ae,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-378p895448518_VX-0p547210222693_LS-4p25171421559e-05_ST-392p752580943_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p81584517788e-06_H-dc75daed1b,new-data,378.895448518,0.547210222693,4.25171421559e-05,392.752580943,True,True,True,303.1071,True,300.74285000000003,True,True,,,0bc3d803fc2b92348eeadb3f9a9c0855e2cd81a68d786e040e950cf396c4f5cc,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,new-data,379.421209359,0.229921993373,5.57538994548e-05,334.989783011,True,True,True,302.6094,True,300.9048,True,True,,,9ec77818eb2bd40039e8847dcbfc0e35d143ef8207743e81277e63221c837d45,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-383p924442814_VX-0p598551929363_LS-4p34843261877e-05_ST-301p171019532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p05965258211e-06_H-82800d7335,new-data,383.924442814,0.598551929363,4.34843261877e-05,301.171019532,True,True,True,301.8799,True,300.3194,True,True,,,f1f904a885be68a84db41369814795a36b3239a546c955209b2e513c3f0b646a,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-385p522203_VX-0p931994182449_LS-4p05647861864e-05_ST-365p262393292_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17612737704e-06_H-3a5de7627d,new-data,385.522203,0.931994182449,4.05647861864e-05,365.262393292,True,True,True,139.438,True,137.14635,True,True,,,9d08a54ccfc1ce275036ef720fcccd1636fb737956b0cbb7672a099023fe78ec,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-385p792960663_VX-0p466570238049_LS-4p25767555058e-05_ST-363p826454642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03395377793e-05_H-3d091b92d3,new-data,385.792960663,0.466570238049,4.25767555058e-05,363.826454642,True,True,True,302.737,True,300.6067,True,True,,,6472ea6abb1d321cfa6a8f97e53d5a47607f31390256dc91b2b2b328a1512194,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-387p363679816_VX-0p298546823055_LS-4p09005526538e-05_ST-395p436254411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61586733821e-05_H-c87ffcf9e3,new-data,387.363679816,0.298546823055,4.09005526538e-05,395.436254411,True,True,True,304.4302,True,300.66835,True,True,,,2e0fd73570b469c94b7d06cf57336534d775e75557e781fd16c5a5d4eb87c9e4,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-389p770210211_VX-0p908238681403_LS-4p3221586392e-05_ST-323p581279452_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p31151194261e-06_H-8b3ff695c9,new-data,389.770210211,0.908238681403,4.3221586392e-05,323.581279452,True,True,True,138.2149,True,131.37439999999998,True,True,,,3c541f73f6481e4c056ecfcb71bda04031fb99652881572940bdea8150962f12,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-391p91054261_VX-0p798138981731_LS-4p10405950637e-05_ST-398p591592241_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p04421123819e-06_H-eac21b41c2,new-data,391.91054261,0.798138981731,4.10405950637e-05,398.591592241,True,True,True,311.9938,True,196.45185,True,True,,,329846d690f117d8c70288c728047f7ff8b289e68252fd774c85bcaa9242944c,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-394p301389958_VX-0p965504599187_LS-4p1845661123e-05_ST-386p588977515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99647604691e-06_H-aae9cbe76f,new-data,394.301389958,0.965504599187,4.1845661123e-05,386.588977515,True,True,True,116.0247,True,103.3518,True,True,,,ceaf9662118c4e55d5594e194f57f32863e8cb714ca357020105004d1bb3afe7,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-399p256835613_VX-0p656366203199_LS-4p10009761764e-05_ST-341p515144691_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p34973948918e-06_H-3c3f1974a9,new-data,399.256835613,0.656366203199,4.10009761764e-05,341.515144691,True,True,True,311.96389999999997,True,282.3002,True,True,,,b33bc06bce36f2d4e5a7d5505177f3e7c6ce673c69f4b3a040ffe0126d57505d,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-400p342090514_VX-0p84724542505_LS-4p08786684736e-05_ST-395p5494372_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p69388805225e-06_H-39de960155,new-data,400.342090514,0.84724542505,4.08786684736e-05,395.5494372,True,True,True,311.9905,True,151.18835,True,True,,,55f7993646116ffebabed3c2593b7e89e499c02695496f4335463c0b6d854e2a,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-404p674556304_VX-0p544519129004_LS-4p43635630435e-05_ST-368p185027338_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p85941438245e-06_H-4d45e0bf17,new-data,404.674556304,0.544519129004,4.43635630435e-05,368.185027338,True,True,True,302.8414,True,300.6846,True,True,,,357972530eaeb638ac9fb5539465cb9c5764ec1ceee0fcdf9b887db27bb43a08,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-406p350963493_VX-0p484226878203_LS-4p36170368492e-05_ST-370p554621114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96252133074e-06_H-778de5c076,new-data,406.350963493,0.484226878203,4.36170368492e-05,370.554621114,True,True,True,302.9004,True,300.7824,True,True,,,dc5288470bbd54182781524acb6c0308b81dc78d4f250c4e9809c5360e03ff74,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-408p574656479_VX-0p243547442248_LS-8p65536608509e-05_ST-318p028622224_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p98077243534e-05_H-1553ff852f,new-data,408.574656479,0.243547442248,8.65536608509e-05,318.028622224,True,True,True,215.5489,True,214.5366,True,True,,,c9bc7d0c854c1178dfa585b49744298aba6185f27b1e4a681558ced0bd70f581,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-409p380479822_VX-0p571506017722_LS-4p19025576691e-05_ST-383p379922389_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p44106702891e-06_H-86665dad6a,new-data,409.380479822,0.571506017722,4.19025576691e-05,383.379922389,True,True,True,303.3359,True,300.9293,True,True,,,af95f9b4195d41824dfc08fe5ff23ca9c9840043049bc57a59a5ce2bba56b23a,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-413p007329362_VX-0p214914258115_LS-4p25156575745e-05_ST-342p625619244_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p24467219873e-05_H-c87ffcf9e3,new-data,413.007329362,0.214914258115,4.25156575745e-05,342.625619244,True,True,True,303.3839,True,301.13219999999995,True,True,,,35a2f06adc9811d37f2af070be4146cbef9487d49530b3d56ff22a652d06c45b,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-413p458184039_VX-0p35207482727_LS-4p49853708666e-05_ST-303p358380963_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37019753455e-05_H-ff013f97fe,new-data,413.458184039,0.35207482727,4.49853708666e-05,303.358380963,True,True,True,302.94669999999996,True,300.66255,True,True,,,8baba9f4d027d28addbbfe713abf288c7fe0f7009a239f6c0c70ef9586fd6f2e,1,False,False,"max(0, -z_min)",median over final 20% of valid melt-present time before 90% +X-domain cutoff,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)",b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
