slice_pair,x_feature,y_feature,grid_i,grid_j,x_value_raw,y_value_raw,x_value_display,y_value_display,x_units,y_units,P,VX,LS,ST,fixed_P,fixed_VX,fixed_LS,fixed_ST,inside_standardized_4d_convex_hull,nearest_observed_standardized_4d_distance,nearest_observed_experiment,nn_support_radius,inside_nn_support_radius,supported,support_reason,binary_gpc_keyhole_probability,binary_gpc_predicted_keyhole,max_depth_gpr_mean_um,max_depth_gpr_latent_std_um,max_depth_gaussian_tail_keyhole_probability,max_depth_predicted_keyhole,descriptive_full_common_threshold_um,binary_max_depth_disagreement,binary_boundary_level,max_depth_boundary_level_um,population,fit_status,held_out_performance_claim,available_to_active_method,surface_interpretation
P-VX,P,VX,0,0,52.5445860993,0.201002332148,52.5445860993,0.201002332148,W,m/s,52.5445860993,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,1.003061126137211,P-93p2349412886_VX-0p318136092994_LS-6p37701091846e-05_ST-373p005608841_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p51637010363e-05_H-95ed9fb76f,0.7360368371986483,False,False,outside_4d_convex_hull_and_nn_radius,0.0006968932713107279,False,55.92372410562294,44.91274706461682,0.12042190688595539,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,1,0,60.488941893454,0.201002332148,60.488941893454,0.201002332148,W,m/s,60.488941893454,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.9711535701123225,P-93p2349412886_VX-0p318136092994_LS-6p37701091846e-05_ST-373p005608841_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p51637010363e-05_H-95ed9fb76f,0.7360368371986483,False,False,outside_4d_convex_hull_and_nn_radius,0.0007360727718150883,False,56.72659399264644,43.003272741986805,0.11385289923612646,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,2,0,68.433297687608,0.201002332148,68.433297687608,0.201002332148,W,m/s,68.433297687608,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.9453972381088571,P-93p2349412886_VX-0p318136092994_LS-6p37701091846e-05_ST-373p005608841_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p51637010363e-05_H-95ed9fb76f,0.7360368371986483,False,False,outside_4d_convex_hull_and_nn_radius,0.000794898935623678,False,57.67103230576811,41.13117769834338,0.10781490180476422,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,3,0,76.377653481762,0.201002332148,76.377653481762,0.201002332148,W,m/s,76.377653481762,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.9149527716814343,P-110p131967455_VX-0p225166085115_LS-5p63312318207e-05_ST-326p092691949_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p14247212255e-05_H-b41981edcb,0.7360368371986483,False,False,outside_4d_convex_hull_and_nn_radius,0.0008783066454043365,False,58.73075231886034,39.321706902117626,0.10235210574676445,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,4,0,84.322009275916,0.201002332148,84.322009275916,0.201002332148,W,m/s,84.322009275916,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.8865920300610268,P-110p131967455_VX-0p225166085115_LS-5p63312318207e-05_ST-326p092691949_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p14247212255e-05_H-b41981edcb,0.7360368371986483,False,False,outside_4d_convex_hull_and_nn_radius,0.0009933229392800058,False,59.87386743375251,37.588421289610885,0.09743029293934408,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,5,0,92.26636507007001,0.201002332148,92.26636507007001,0.201002332148,W,m/s,92.26636507007001,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.854718846895246,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0.7360368371986483,False,False,outside_4d_convex_hull_and_nn_radius,0.001149907811054618,False,61.06418524796821,35.92584566758332,0.09288566065872667,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,6,0,100.21072086422402,0.201002332148,100.21072086422402,0.201002332148,W,m/s,100.21072086422402,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.7756481197600237,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0.7360368371986483,False,False,outside_4d_convex_hull_and_nn_radius,0.0013621685246789639,False,62.2630097704886,34.3036653765755,0.08837695636128884,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,7,0,108.15507665837801,0.201002332148,108.15507665837801,0.201002332148,W,m/s,108.15507665837801,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.6973842206734154,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0.7360368371986483,True,False,outside_4d_convex_hull,0.0016501213566471051,False,63.43119437675105,32.6651779643424,0.08336123320351196,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,8,0,116.099432452532,0.201002332148,116.099432452532,0.201002332148,W,m/s,116.099432452532,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.6202326530496113,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0.7360368371986483,True,False,outside_4d_convex_hull,0.002042265618683814,False,64.5310593180486,30.932434236571314,0.07711962473503034,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,9,0,124.043788246686,0.201002332148,124.043788246686,0.201002332148,W,m/s,124.043788246686,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.5446663048889087,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0.7360368371986483,True,False,outside_4d_convex_hull,0.002579384475552615,False,65.5277814455952,29.019559452553665,0.06886702151176305,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,10,0,131.98814404084,0.201002332148,131.98814404084,0.201002332148,W,m/s,131.98814404084,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.4714480571191289,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0.7360368371986483,True,False,outside_4d_convex_hull,0.0033202378314172165,False,66.39003446199692,26.85513889008834,0.05799821926542496,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,11,0,139.93249983499402,0.201002332148,139.93249983499402,0.201002332148,W,m/s,139.93249983499402,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.40186341529075625,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0.7360368371986483,True,False,outside_4d_convex_hull,0.004350227783334049,False,67.09000476152845,24.41553195214105,0.044547781277304285,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,12,0,147.87685562914803,0.201002332148,147.87685562914803,0.201002332148,W,m/s,147.87685562914803,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.33816295723302686,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0.7360368371986483,True,False,outside_4d_convex_hull,0.005794767115048671,False,67.60344154237201,21.773563450357077,0.029856600065540646,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,13,0,155.821211423302,0.201002332148,155.821211423302,0.201002332148,W,m/s,155.821211423302,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.28432941080322105,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0.7360368371986483,True,False,outside_4d_convex_hull,0.007839984281758916,False,67.91133653143886,19.16499855774225,0.01687174196080628,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,14,0,163.765567217456,0.201002332148,163.765567217456,0.201002332148,W,m/s,163.765567217456,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.24690340045959935,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0.7360368371986483,True,False,outside_4d_convex_hull,0.010764382714683052,False,68.00673450526435,17.03777299900059,0.008595338557567712,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,15,0,171.70992301161002,0.201002332148,171.70992301161002,0.201002332148,W,m/s,171.70992301161002,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.23389829323234787,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0.7360368371986483,True,False,outside_4d_convex_hull,0.014985568043016428,False,67.91229585679125,15.923052218494638,0.005304309462730157,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,16,0,179.65427880576402,0.201002332148,179.65427880576402,0.201002332148,W,m/s,179.65427880576402,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.24916777701617673,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0.7360368371986483,True,False,outside_4d_convex_hull,0.02112504442663976,False,67.70740140326438,15.982563805167702,0.005254151838227483,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,17,0,187.59863459991803,0.201002332148,187.59863459991803,0.201002332148,W,m/s,187.59863459991803,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.28825300993579694,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0.7360368371986483,True,False,outside_4d_convex_hull,0.030089757052110144,False,67.54073565648599,16.76149006964726,0.00714918800549069,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,18,0,195.54299039407204,0.201002332148,195.54299039407204,0.201002332148,W,m/s,195.54299039407204,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.3431094016179035,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0.7360368371986483,True,False,outside_4d_convex_hull,0.04315937605963427,False,67.60878172856724,17.63878399783514,0.010063226723422336,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,19,0,203.487346188226,0.201002332148,203.487346188226,0.201002332148,W,m/s,203.487346188226,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.40741547875336115,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0.7360368371986483,True,False,outside_4d_convex_hull,0.06205013744306598,False,68.12169838696087,18.283404840708783,0.013414684266422006,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,20,0,211.43170198238002,0.201002332148,211.43170198238002,0.201002332148,W,m/s,211.43170198238002,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.37400312980145173,P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,0.7360368371986483,True,False,outside_4d_convex_hull,0.08889634567481153,False,69.27966533579492,18.72981325762014,0.017890910325731403,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,21,0,219.37605777653403,0.201002332148,219.37605777653403,0.201002332148,W,m/s,219.37605777653403,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.3500547504880525,P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,0.7360368371986483,True,False,outside_4d_convex_hull,0.1260550248174468,False,71.2621600513113,19.27034872644081,0.026334081668242693,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,22,0,227.32041357068803,0.201002332148,227.32041357068803,0.201002332148,W,m/s,227.32041357068803,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.3447134501073457,P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,0.7360368371986483,True,False,outside_4d_convex_hull,0.17563271211383835,False,74.22660365137519,20.256888750054234,0.04485553521318362,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,23,0,235.26476936484204,0.201002332148,235.26476936484204,0.201002332148,W,m/s,235.26476936484204,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.35881115386544493,P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,0.7360368371986483,True,False,outside_4d_convex_hull,0.23872608197535783,False,78.31002233816258,21.867617511393817,0.0829959826840353,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,24,0,243.20912515899605,0.201002332148,243.20912515899605,0.201002332148,W,m/s,243.20912515899605,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.39024680997963346,P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,0.7360368371986483,True,False,outside_4d_convex_hull,0.31459313431491864,False,83.62444007310437,24.01286330593192,0.14913916938102062,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,25,0,251.15348095315002,0.201002332148,251.15348095315002,0.201002332148,W,m/s,251.15348095315002,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.43528008037124083,P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,0.7360368371986483,True,False,outside_4d_convex_hull,0.40019864141743255,False,90.2429490832572,26.445879954815187,0.2437864453880268,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,26,0,259.09783674730403,0.201002332148,259.09783674730403,0.201002332148,W,m/s,259.09783674730403,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.49017748943050554,P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,0.7360368371986483,True,False,outside_4d_convex_hull,0.4905405467557351,False,98.18390154090174,28.91663808230363,0.3593316501779026,False,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,27,0,267.042192541458,0.201002332148,267.042192541458,0.201002332148,W,m/s,267.042192541458,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.5520038414979358,P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,0.7360368371986483,True,False,outside_4d_convex_hull,0.579759351306194,True,107.40155244107675,31.24415614677798,0.4846885659607859,False,108.601,True,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,28,0,274.98654833561204,0.201002332148,274.98654833561204,0.201002332148,W,m/s,274.98654833561204,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.6186853465375185,P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,0.7360368371986483,True,False,outside_4d_convex_hull,0.6625431073506434,True,117.7855272415691,33.320313178539756,0.6085890465405369,True,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,29,0,282.930904129766,0.201002332148,282.930904129766,0.201002332148,W,m/s,282.930904129766,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.6888134160421859,P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,0.7360368371986483,True,False,outside_4d_convex_hull,0.7351893213430571,True,129.16754068476519,35.09017718733296,0.7210976403391426,True,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,30,0,290.87525992392,0.201002332148,290.87525992392,0.201002332148,W,m/s,290.87525992392,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.7614363619678581,P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,0.7360368371986483,False,False,outside_4d_convex_hull_and_nn_radius,0.7959701817129599,True,141.33290536276868,36.53212020755095,0.8148672270361893,True,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,31,0,298.81961571807403,0.201002332148,298.81961571807403,0.201002332148,W,m/s,298.81961571807403,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.8359041761121161,P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,0.7360368371986483,False,False,outside_4d_convex_hull_and_nn_radius,0.8448726764651155,True,154.03455189038348,37.64399832215817,0.8862698396678355,True,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,32,0,306.763971512228,0.201002332148,306.763971512228,0.201002332148,W,m/s,306.763971512228,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.9117649352021542,P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,0.7360368371986483,False,False,outside_4d_convex_hull_and_nn_radius,0.883025427239204,True,167.0076349216375,38.435533914536045,0.9356942231435045,True,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,33,0,314.708327306382,0.201002332148,314.708327306382,0.201002332148,W,m/s,314.708327306382,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.9328926190220249,P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,0.7360368371986483,False,False,outside_4d_convex_hull_and_nn_radius,0.912110978710075,True,179.98321031810153,38.92565464712462,0.9666588138497888,True,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,34,0,322.652683100536,0.201002332148,322.652683100536,0.201002332148,W,m/s,322.652683100536,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.8752623043981169,P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,0.7360368371986483,False,False,outside_4d_convex_hull_and_nn_radius,0.9339247005777906,True,192.69994977233716,39.143400456851396,0.984162316863308,True,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,35,0,330.59703889469,0.201002332148,330.59703889469,0.201002332148,W,m/s,330.59703889469,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.8218933090629937,P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,0.7360368371986483,False,False,outside_4d_convex_hull_and_nn_radius,0.9501135725970471,True,204.91338501740188,39.13099398718654,0.9930779119807756,True,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,36,0,338.54139468884404,0.201002332148,338.54139468884404,0.201002332148,W,m/s,338.54139468884404,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.7736679963475407,P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,0.7360368371986483,False,False,outside_4d_convex_hull_and_nn_radius,0.9620604394626753,True,216.40269361833128,38.947539873489205,0.9971787946643623,True,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,37,0,346.485750482998,0.201002332148,346.485750482998,0.201002332148,W,m/s,346.485750482998,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.7316042460032645,P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,0.7360368371986483,True,False,outside_4d_convex_hull,0.9708617460998994,True,226.97548196136913,38.67152085674928,0.9988970956518025,True,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,38,0,354.430106277152,0.201002332148,354.430106277152,0.201002332148,W,m/s,354.430106277152,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.6968187885492737,P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,0.7360368371986483,True,False,outside_4d_convex_hull,0.9773542045536487,True,236.47129459853286,38.39985869630704,0.9995657199265584,True,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
P-VX,P,VX,39,0,362.374462071306,0.201002332148,362.374462071306,0.201002332148,W,m/s,362.374462071306,0.201002332148,6.21634030137e-05,349.298273812,,,6.21634030137e-05,349.298273812,False,0.6704454657078645,P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,0.7360368371986483,True,False,outside_4d_convex_hull,0.9821603350077339,True,244.76457135777213,38.241213173936345,0.9998150309646013,True,108.601,False,0.5,108.601,primary_common_full,descriptive_oracle_not_held_out,False,False,supported_2d_slice_of_4d_descriptive_models
