benchmark_population,run_id,method,formulation,budget,selected_set_diagnostic_only,bootstrap_resamples,valid_resamples,ci_low,median,ci_high,status
primary_common,primary_common__r02_f04,max_depth_randomized_straddle,max_depth,80,True,1000,1000,104.878405,108.601,113.74000000000001,PASS
primary_common,primary_common__r02_f04,max_depth_expected_feasibility,max_depth,12,True,1000,1000,91.01095000000001,99.27108000000001,194.99558000000002,PASS
primary_common,primary_common__r02_f04,max_depth_expected_feasibility,max_depth,20,True,1000,1000,93.10942,108.601,182.54145,PASS
primary_common,primary_common__r02_f04,max_depth_expected_feasibility,max_depth,40,True,1000,1000,103.07273,108.601,112.9485,PASS
primary_common,primary_common__r02_f04,max_depth_expected_feasibility,max_depth,60,True,1000,1000,104.956025,108.601,114.58073749999998,PASS
primary_common,primary_common__r02_f04,max_depth_expected_feasibility,max_depth,80,True,1000,1000,104.956025,108.601,114.56925,PASS
primary_common,primary_common__r02_f05,max_depth_random,max_depth,12,True,1000,1000,137.42812999999998,151.409325,198.86622500000001,PASS
primary_common,primary_common__r02_f05,max_depth_random,max_depth,20,True,1000,1000,111.39629500000001,121.356125,198.497475,PASS
primary_common,primary_common__r02_f05,max_depth_random,max_depth,40,True,1000,1000,115.79273,126.453,203.59435000000002,PASS
primary_common,primary_common__r02_f05,max_depth_random,max_depth,60,True,1000,1000,117.280805,126.453,198.52558,PASS
primary_common,primary_common__r02_f05,max_depth_random,max_depth,80,True,1000,1000,105.397055,114.56925,138.9640492499999,PASS
primary_common,primary_common__r02_f05,max_depth_boundary_proximity,max_depth,12,True,1000,1000,137.42812999999998,151.409325,203.440775,PASS
primary_common,primary_common__r02_f05,max_depth_boundary_proximity,max_depth,20,True,1000,1000,113.22564499999999,123.185475,198.497475,PASS
primary_common,primary_common__r02_f05,max_depth_boundary_proximity,max_depth,40,True,1000,1000,109.192645,111.23477499999998,140.72062499999998,PASS
primary_common,primary_common__r02_f05,max_depth_boundary_proximity,max_depth,60,True,1000,1000,103.58293,107.3781,133.41932187499995,PASS
primary_common,primary_common__r02_f05,max_depth_boundary_proximity,max_depth,80,True,1000,1000,103.58293,107.3781,123.25980137499995,PASS
primary_common,primary_common__r02_f05,max_depth_straddle,max_depth,12,True,1000,1000,137.42812999999998,151.409325,203.440775,PASS
primary_common,primary_common__r02_f05,max_depth_straddle,max_depth,20,True,1000,1000,121.500295,131.460125,155.219975,PASS
primary_common,primary_common__r02_f05,max_depth_straddle,max_depth,40,True,1000,1000,107.261395,111.21539999999999,135.2834,PASS
primary_common,primary_common__r02_f05,max_depth_straddle,max_depth,60,True,1000,1000,105.431785,108.6517,112.1164,PASS
primary_common,primary_common__r02_f05,max_depth_straddle,max_depth,80,True,1000,1000,105.431785,108.6517,112.489,PASS
primary_common,primary_common__r02_f05,max_depth_randomized_straddle,max_depth,12,True,1000,1000,137.42812999999998,151.409325,203.440775,PASS
primary_common,primary_common__r02_f05,max_depth_randomized_straddle,max_depth,20,True,1000,1000,121.500295,131.460125,155.219975,PASS
primary_common,primary_common__r02_f05,max_depth_randomized_straddle,max_depth,40,True,1000,1000,107.392125,111.21539999999999,129.18630000000002,PASS
primary_common,primary_common__r02_f05,max_depth_randomized_straddle,max_depth,60,True,1000,1000,103.58293,107.3781,111.21539999999999,PASS
primary_common,primary_common__r02_f05,max_depth_randomized_straddle,max_depth,80,True,1000,1000,105.431785,108.6517,112.1164,PASS
primary_common,primary_common__r02_f05,max_depth_expected_feasibility,max_depth,12,True,1000,1000,135.72717,151.409325,203.440775,PASS
primary_common,primary_common__r02_f05,max_depth_expected_feasibility,max_depth,20,True,1000,1000,141.44949499999998,151.409325,191.271375,PASS
primary_common,primary_common__r02_f05,max_depth_expected_feasibility,max_depth,40,True,1000,1000,99.111355,107.01952500000002,129.36604499999999,PASS
primary_common,primary_common__r02_f05,max_depth_expected_feasibility,max_depth,60,True,1000,1000,107.01952500000002,112.1164,130.4599,PASS
primary_common,primary_common__r02_f05,max_depth_expected_feasibility,max_depth,80,True,1000,1000,108.89648500000001,112.1164,122.2614,PASS
primary_common,primary_common__r03_f01,max_depth_random,max_depth,12,True,1000,1000,97.33959999999999,107.42023,121.38423,PASS
primary_common,primary_common__r03_f01,max_depth_random,max_depth,20,True,1000,1000,97.33959999999999,107.42023,121.38423,PASS
primary_common,primary_common__r03_f01,max_depth_random,max_depth,40,True,1000,1000,103.31680499999999,112.9485,155.24808000000002,PASS
primary_common,primary_common__r03_f01,max_depth_random,max_depth,60,True,1000,1000,102.907805,112.5395,121.62009,PASS
primary_common,primary_common__r03_f01,max_depth_random,max_depth,80,True,1000,1000,105.238685,112.5395,121.62009,PASS
primary_common,primary_common__r03_f01,max_depth_boundary_proximity,max_depth,12,True,1000,1000,97.33959999999999,107.42023,121.38423,PASS
primary_common,primary_common__r03_f01,max_depth_boundary_proximity,max_depth,20,True,1000,1000,106.9319035,115.73849999999999,129.7025,PASS
primary_common,primary_common__r03_f01,max_depth_boundary_proximity,max_depth,40,True,1000,1000,105.65759,113.74000000000001,117.66975,PASS
primary_common,primary_common__r03_f01,max_depth_boundary_proximity,max_depth,60,True,1000,1000,105.431785,111.9012,115.3295,PASS
primary_common,primary_common__r03_f01,max_depth_boundary_proximity,max_depth,80,True,1000,1000,105.431785,111.9012,115.3295,PASS
primary_common,primary_common__r03_f01,max_depth_straddle,max_depth,12,True,1000,1000,97.33959999999999,107.42023,121.38423,PASS
primary_common,primary_common__r03_f01,max_depth_straddle,max_depth,20,True,1000,1000,99.35036,112.9485,156.69219999999999,PASS
primary_common,primary_common__r03_f01,max_depth_straddle,max_depth,40,True,1000,1000,107.27058500000001,113.74000000000001,115.73849999999999,PASS
primary_common,primary_common__r03_f01,max_depth_straddle,max_depth,60,True,1000,1000,107.27058500000001,113.74000000000001,115.36590000000001,PASS
primary_common,primary_common__r03_f01,max_depth_straddle,max_depth,80,True,1000,1000,107.27058500000001,113.74000000000001,115.36590000000001,PASS
primary_common,primary_common__r03_f01,max_depth_randomized_straddle,max_depth,12,True,1000,1000,97.33959999999999,107.42023,121.38423,PASS
primary_common,primary_common__r03_f01,max_depth_randomized_straddle,max_depth,20,True,1000,1000,107.392125,112.9485,200.34672999999998,PASS
primary_common,primary_common__r03_f01,max_depth_randomized_straddle,max_depth,40,True,1000,1000,107.27058500000001,113.74000000000001,115.73849999999999,PASS
primary_common,primary_common__r03_f01,max_depth_randomized_straddle,max_depth,60,True,1000,1000,107.305025,113.74000000000001,115.3295,PASS
primary_common,primary_common__r03_f01,max_depth_randomized_straddle,max_depth,80,True,1000,1000,105.431785,111.9012,115.3295,PASS
primary_common,primary_common__r03_f01,max_depth_expected_feasibility,max_depth,12,True,1000,1000,97.33959999999999,107.42023,121.38423,PASS
primary_common,primary_common__r03_f01,max_depth_expected_feasibility,max_depth,20,True,1000,1000,97.45692,112.9485,156.69219999999999,PASS
primary_common,primary_common__r03_f01,max_depth_expected_feasibility,max_depth,40,True,1000,1000,107.04763,112.5759,126.9125,PASS
primary_common,primary_common__r03_f01,max_depth_expected_feasibility,max_depth,60,True,1000,1000,108.853305,112.5759,126.9125,PASS
primary_common,primary_common__r03_f01,max_depth_expected_feasibility,max_depth,80,True,1000,1000,108.81690499999999,112.5395,114.87975,PASS
primary_common,primary_common__r03_f02,max_depth_random,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r03_f02,max_depth_random,max_depth,20,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r03_f02,max_depth_random,max_depth,40,True,1000,1000,97.40297000000001,113.74000000000001,154.344,PASS
primary_common,primary_common__r03_f02,max_depth_random,max_depth,60,True,1000,1000,101.280259625,113.74000000000001,130.4599,PASS
primary_common,primary_common__r03_f02,max_depth_random,max_depth,80,True,1000,1000,101.421515,113.74000000000001,124.89935,PASS
primary_common,primary_common__r03_f02,max_depth_boundary_proximity,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r03_f02,max_depth_boundary_proximity,max_depth,20,True,1000,1000,103.944235,112.1164,156.50619999999998,PASS
primary_common,primary_common__r03_f02,max_depth_boundary_proximity,max_depth,40,True,1000,1000,106.983125,112.5395,114.96850462499992,PASS
primary_common,primary_common__r03_f02,max_depth_boundary_proximity,max_depth,60,True,1000,1000,104.921585,108.601,115.3295,PASS
primary_common,primary_common__r03_f02,max_depth_boundary_proximity,max_depth,80,True,1000,1000,103.30859000000001,108.601,115.3295,PASS
primary_common,primary_common__r03_f02,max_depth_straddle,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r03_f02,max_depth_straddle,max_depth,20,True,1000,1000,89.62546499999999,110.55475,166.93255,PASS
primary_common,primary_common__r03_f02,max_depth_straddle,max_depth,40,True,1000,1000,103.21578,111.01425,128.28235,PASS
primary_common,primary_common__r03_f02,max_depth_straddle,max_depth,60,True,1000,1000,103.30859000000001,108.601,115.73849999999999,PASS
primary_common,primary_common__r03_f02,max_depth_straddle,max_depth,80,True,1000,1000,102.913895,108.601,113.80425,PASS
primary_common,primary_common__r03_f02,max_depth_randomized_straddle,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r03_f02,max_depth_randomized_straddle,max_depth,20,True,1000,1000,141.06292,156.9657,204.20675,PASS
primary_common,primary_common__r03_f02,max_depth_randomized_straddle,max_depth,40,True,1000,1000,103.944235,112.5759,132.1838,PASS
primary_common,primary_common__r03_f02,max_depth_randomized_straddle,max_depth,60,True,1000,1000,105.65759,110.95,112.9485,PASS
primary_common,primary_common__r03_f02,max_depth_randomized_straddle,max_depth,80,True,1000,1000,106.58759374999998,110.95,112.9485,PASS
primary_common,primary_common__r03_f02,max_depth_expected_feasibility,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r03_f02,max_depth_expected_feasibility,max_depth,20,True,1000,1000,145.28477,163.56635,206.98685,PASS
primary_common,primary_common__r03_f02,max_depth_expected_feasibility,max_depth,40,True,1000,1000,103.30859000000001,108.601,134.97379999999998,PASS
primary_common,primary_common__r03_f02,max_depth_expected_feasibility,max_depth,60,True,1000,1000,103.044625,108.601,125.51089999999999,PASS
primary_common,primary_common__r03_f02,max_depth_expected_feasibility,max_depth,80,True,1000,1000,103.30859000000001,108.601,115.73849999999999,PASS
primary_common,primary_common__r03_f03,max_depth_random,max_depth,12,True,1000,1000,183.82305175,189.67074,190.73724,PASS
primary_common,primary_common__r03_f03,max_depth_random,max_depth,20,True,1000,1000,187.86452,196.27408499999999,197.329385,PASS
primary_common,primary_common__r03_f03,max_depth_random,max_depth,40,True,1000,1000,174.62823999999998,181.23158499999997,196.78683499999997,PASS
primary_common,primary_common__r03_f03,max_depth_random,max_depth,60,True,1000,1000,111.154755,122.21015,192.47038874999996,PASS
primary_common,primary_common__r03_f03,max_depth_random,max_depth,80,True,1000,1000,113.183335,122.21015,202.89659999999998,PASS
primary_common,primary_common__r03_f03,max_depth_boundary_proximity,max_depth,12,True,1000,1000,183.89278,189.67074,190.72604,PASS
primary_common,primary_common__r03_f03,max_depth_boundary_proximity,max_depth,20,True,1000,1000,93.06289,103.30859000000001,191.53534000000002,PASS
primary_common,primary_common__r03_f03,max_depth_boundary_proximity,max_depth,40,True,1000,1000,103.30859000000001,106.86789999999999,191.150512375,PASS
primary_common,primary_common__r03_f03,max_depth_boundary_proximity,max_depth,60,True,1000,1000,104.878405,108.601,126.92376562499999,PASS
primary_common,primary_common__r03_f03,max_depth_boundary_proximity,max_depth,80,True,1000,1000,104.878405,108.601,125.51089999999999,PASS
primary_common,primary_common__r03_f03,max_depth_straddle,max_depth,12,True,1000,1000,183.89278,189.67074,190.72604,PASS
primary_common,primary_common__r03_f03,max_depth_straddle,max_depth,20,True,1000,1000,117.32273999999998,117.543555,183.363205,PASS
primary_common,primary_common__r03_f03,max_depth_straddle,max_depth,40,True,1000,1000,106.852395,112.5395,195.09465,PASS
primary_common,primary_common__r03_f03,max_depth_straddle,max_depth,60,True,1000,1000,107.305025,110.95,114.42025,PASS
primary_common,primary_common__r03_f03,max_depth_straddle,max_depth,80,True,1000,1000,109.21690000000001,113.74000000000001,117.66975,PASS
primary_common,primary_common__r03_f03,max_depth_randomized_straddle,max_depth,12,True,1000,1000,180.03715,189.67074,190.72604,PASS
primary_common,primary_common__r03_f03,max_depth_randomized_straddle,max_depth,20,True,1000,1000,119.47277499999998,127.285505,200.584005,PASS
primary_common,primary_common__r03_f03,max_depth_randomized_straddle,max_depth,40,True,1000,1000,108.930925,110.95,130.5486,PASS
primary_common,primary_common__r03_f03,max_depth_randomized_straddle,max_depth,60,True,1000,1000,107.305025,110.95,114.87975,PASS
primary_common,primary_common__r03_f03,max_depth_randomized_straddle,max_depth,80,True,1000,1000,104.956025,108.601,115.3295,PASS
primary_common,primary_common__r03_f03,max_depth_expected_feasibility,max_depth,12,True,1000,1000,183.89278,189.67074,190.73724,PASS
primary_common,primary_common__r03_f03,max_depth_expected_feasibility,max_depth,20,True,1000,1000,116.63538499999999,117.64860499999999,189.996605,PASS
primary_common,primary_common__r03_f03,max_depth_expected_feasibility,max_depth,40,True,1000,1000,101.029085,112.08,126.453,PASS
primary_common,primary_common__r03_f03,max_depth_expected_feasibility,max_depth,60,True,1000,1000,108.81690499999999,112.5395,126.453,PASS
primary_common,primary_common__r03_f03,max_depth_expected_feasibility,max_depth,80,True,1000,1000,109.21690000000001,113.74000000000001,117.66975,PASS
primary_common,primary_common__r03_f04,max_depth_random,max_depth,12,True,1000,1000,117.539125,123.77,193.12853,PASS
primary_common,primary_common__r03_f04,max_depth_random,max_depth,20,True,1000,1000,121.36778999999999,123.77,193.13945,PASS
primary_common,primary_common__r03_f04,max_depth_random,max_depth,40,True,1000,1000,118.05977,120.48703,192.83378,PASS
primary_common,primary_common__r03_f04,max_depth_random,max_depth,60,True,1000,1000,111.43775,115.63888499999999,151.144655,PASS
primary_common,primary_common__r03_f04,max_depth_random,max_depth,80,True,1000,1000,113.08920499999999,117.164525,155.219975,PASS
primary_common,primary_common__r03_f04,max_depth_boundary_proximity,max_depth,12,True,1000,1000,117.539125,123.77,193.12825,PASS
primary_common,primary_common__r03_f04,max_depth_boundary_proximity,max_depth,20,True,1000,1000,121.746265,129.36604499999999,139.51919500000002,PASS
primary_common,primary_common__r03_f04,max_depth_boundary_proximity,max_depth,40,True,1000,1000,105.38860500000001,107.3781,125.063296,PASS
primary_common,primary_common__r03_f04,max_depth_boundary_proximity,max_depth,60,True,1000,1000,105.38860500000001,107.3781,113.14665,PASS
primary_common,primary_common__r03_f04,max_depth_boundary_proximity,max_depth,80,True,1000,1000,105.38860500000001,107.3781,111.23477499999998,PASS
primary_common,primary_common__r03_f04,max_depth_straddle,max_depth,12,True,1000,1000,117.539125,123.77,193.12825,PASS
primary_common,primary_common__r03_f04,max_depth_straddle,max_depth,20,True,1000,1000,99.27085,103.5966,145.40904999999998,PASS
primary_common,primary_common__r03_f04,max_depth_straddle,max_depth,40,True,1000,1000,106.88879500000002,108.930925,111.23477499999998,PASS
primary_common,primary_common__r03_f04,max_depth_straddle,max_depth,60,True,1000,1000,108.89452499999999,115.3295,117.66975,PASS
primary_common,primary_common__r03_f04,max_depth_straddle,max_depth,80,True,1000,1000,106.972604875,111.9012,115.73849999999999,PASS
primary_common,primary_common__r03_f04,max_depth_randomized_straddle,max_depth,12,True,1000,1000,117.539125,123.77,193.12825,PASS
primary_common,primary_common__r03_f04,max_depth_randomized_straddle,max_depth,20,True,1000,1000,99.27085,103.5966,145.40904999999998,PASS
primary_common,primary_common__r03_f04,max_depth_randomized_straddle,max_depth,40,True,1000,1000,107.261395,109.303525,129.492425,PASS
primary_common,primary_common__r03_f04,max_depth_randomized_straddle,max_depth,60,True,1000,1000,105.431785,108.6517,112.1164,PASS
primary_common,primary_common__r03_f04,max_depth_randomized_straddle,max_depth,80,True,1000,1000,104.921585,108.14150000000001,115.36590000000001,PASS
primary_common,primary_common__r03_f04,max_depth_expected_feasibility,max_depth,12,True,1000,1000,117.539125,123.77,193.12825,PASS
primary_common,primary_common__r03_f04,max_depth_expected_feasibility,max_depth,20,True,1000,1000,97.45209,101.66534999999999,133.08245,PASS
primary_common,primary_common__r03_f04,max_depth_expected_feasibility,max_depth,40,True,1000,1000,104.866085,108.89648500000001,123.233085,PASS
primary_common,primary_common__r03_f04,max_depth_expected_feasibility,max_depth,60,True,1000,1000,108.89452499999999,115.3295,126.453,PASS
primary_common,primary_common__r03_f04,max_depth_expected_feasibility,max_depth,80,True,1000,1000,108.89452499999999,115.3295,115.73849999999999,PASS
primary_common,primary_common__r03_f05,max_depth_random,max_depth,12,True,1000,1000,132.78786037499998,144.3656,204.19685,PASS
primary_common,primary_common__r03_f05,max_depth_random,max_depth,20,True,1000,1000,130.81857,144.3656,204.37040000000002,PASS
primary_common,primary_common__r03_f05,max_depth_random,max_depth,40,True,1000,1000,114.01393574999999,122.66964999999999,130.9194,PASS
primary_common,primary_common__r03_f05,max_depth_random,max_depth,60,True,1000,1000,113.33973,122.66964999999999,128.74185,PASS
primary_common,primary_common__r03_f05,max_depth_random,max_depth,80,True,1000,1000,114.03798499999999,122.66964999999999,128.74185,PASS
primary_common,primary_common__r03_f05,max_depth_boundary_proximity,max_depth,12,True,1000,1000,130.81857,144.3656,204.19685,PASS
primary_common,primary_common__r03_f05,max_depth_boundary_proximity,max_depth,20,True,1000,1000,138.678495,144.3656,160.77635,PASS
primary_common,primary_common__r03_f05,max_depth_boundary_proximity,max_depth,40,True,1000,1000,105.38860500000001,109.1112,127.00874999999999,PASS
primary_common,primary_common__r03_f05,max_depth_boundary_proximity,max_depth,60,True,1000,1000,104.956025,108.601,111.01425,PASS
primary_common,primary_common__r03_f05,max_depth_boundary_proximity,max_depth,80,True,1000,1000,104.956025,108.601,111.01425,PASS
primary_common,primary_common__r03_f05,max_depth_straddle,max_depth,12,True,1000,1000,132.83835499999998,144.3656,204.19685,PASS
primary_common,primary_common__r03_f05,max_depth_straddle,max_depth,20,True,1000,1000,101.420615,111.01425,132.1838,PASS
primary_common,primary_common__r03_f05,max_depth_straddle,max_depth,40,True,1000,1000,107.27058500000001,110.95,130.9194,PASS
primary_common,primary_common__r03_f05,max_depth_straddle,max_depth,60,True,1000,1000,107.27058500000001,110.95,121.03112749999995,PASS
primary_common,primary_common__r03_f05,max_depth_straddle,max_depth,80,True,1000,1000,105.46622500000001,109.1112,112.9485,PASS
primary_common,primary_common__r03_f05,max_depth_randomized_straddle,max_depth,12,True,1000,1000,132.83835499999998,144.3656,204.19685,PASS
primary_common,primary_common__r03_f05,max_depth_randomized_straddle,max_depth,20,True,1000,1000,101.420615,111.01425,137.0165,PASS
primary_common,primary_common__r03_f05,max_depth_randomized_straddle,max_depth,40,True,1000,1000,105.42173,110.95,130.9194,PASS
primary_common,primary_common__r03_f05,max_depth_randomized_straddle,max_depth,60,True,1000,1000,104.921585,108.601,111.01425,PASS
primary_common,primary_common__r03_f05,max_depth_randomized_straddle,max_depth,80,True,1000,1000,104.921585,108.601,111.01425,PASS
primary_common,primary_common__r03_f05,max_depth_expected_feasibility,max_depth,12,True,1000,1000,132.83835499999998,144.3656,204.19685,PASS
primary_common,primary_common__r03_f05,max_depth_expected_feasibility,max_depth,20,True,1000,1000,99.7311,111.01425,144.3656,PASS
primary_common,primary_common__r03_f05,max_depth_expected_feasibility,max_depth,40,True,1000,1000,105.02194,110.95,127.27442500000001,PASS
primary_common,primary_common__r03_f05,max_depth_expected_feasibility,max_depth,60,True,1000,1000,105.26289500000001,110.95,130.9194,PASS
primary_common,primary_common__r03_f05,max_depth_expected_feasibility,max_depth,80,True,1000,1000,107.27058500000001,110.95,119.07592499999998,PASS
primary_common,primary_common__r04_f01,max_depth_random,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r04_f01,max_depth_random,max_depth,20,True,1000,1000,97.271245,103.5966,120.32365,PASS
primary_common,primary_common__r04_f01,max_depth_random,max_depth,40,True,1000,1000,101.346735,109.35148,126.07853,PASS
primary_common,primary_common__r04_f01,max_depth_random,max_depth,60,True,1000,1000,109.192645,111.200335,127.927385,PASS
primary_common,primary_common__r04_f01,max_depth_random,max_depth,80,True,1000,1000,103.06875912500001,108.601,114.883475,PASS
primary_common,primary_common__r04_f01,max_depth_boundary_proximity,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r04_f01,max_depth_boundary_proximity,max_depth,20,True,1000,1000,103.7456,109.044745,164.446695,PASS
primary_common,primary_common__r04_f01,max_depth_boundary_proximity,max_depth,40,True,1000,1000,109.1852225,112.9485,130.45069999999998,PASS
primary_common,primary_common__r04_f01,max_depth_boundary_proximity,max_depth,60,True,1000,1000,106.86789999999999,108.601,114.87975,PASS
primary_common,primary_common__r04_f01,max_depth_boundary_proximity,max_depth,80,True,1000,1000,104.878405,108.601,114.87975,PASS
primary_common,primary_common__r04_f01,max_depth_straddle,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r04_f01,max_depth_straddle,max_depth,20,True,1000,1000,99.66685000000001,113.74000000000001,175.41075,PASS
primary_common,primary_common__r04_f01,max_depth_straddle,max_depth,40,True,1000,1000,109.21690000000001,113.74000000000001,122.79064999999994,PASS
primary_common,primary_common__r04_f01,max_depth_straddle,max_depth,60,True,1000,1000,109.21690000000001,113.74000000000001,115.73849999999999,PASS
primary_common,primary_common__r04_f01,max_depth_straddle,max_depth,80,True,1000,1000,106.86789999999999,108.601,115.73849999999999,PASS
primary_common,primary_common__r04_f01,max_depth_randomized_straddle,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r04_f01,max_depth_randomized_straddle,max_depth,20,True,1000,1000,97.397665,113.74000000000001,175.41075,PASS
primary_common,primary_common__r04_f01,max_depth_randomized_straddle,max_depth,40,True,1000,1000,102.913895,108.601,113.80425,PASS
primary_common,primary_common__r04_f01,max_depth_randomized_straddle,max_depth,60,True,1000,1000,103.30859000000001,108.601,115.02875,PASS
primary_common,primary_common__r04_f01,max_depth_randomized_straddle,max_depth,80,True,1000,1000,104.878405,108.601,113.80425,PASS
primary_common,primary_common__r04_f01,max_depth_expected_feasibility,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r04_f01,max_depth_expected_feasibility,max_depth,20,True,1000,1000,113.553005,126.9125,132.1838,PASS
primary_common,primary_common__r04_f01,max_depth_expected_feasibility,max_depth,40,True,1000,1000,109.58734,114.87975,131.1473,PASS
primary_common,primary_common__r04_f01,max_depth_expected_feasibility,max_depth,60,True,1000,1000,111.15715499999999,112.9485,126.9125,PASS
primary_common,primary_common__r04_f01,max_depth_expected_feasibility,max_depth,80,True,1000,1000,108.860085,112.5395,122.7209,PASS
primary_common,primary_common__r04_f02,max_depth_random,max_depth,12,True,1000,1000,175.292715,185.13227999999998,187.414655,PASS
primary_common,primary_common__r04_f02,max_depth_random,max_depth,20,True,1000,1000,182.721755,190.866265,191.306065,PASS
primary_common,primary_common__r04_f02,max_depth_random,max_depth,40,True,1000,1000,135.96768,149.8209,202.5735,PASS
primary_common,primary_common__r04_f02,max_depth_random,max_depth,60,True,1000,1000,99.03249500000001,110.84280000000001,182.78533,PASS
primary_common,primary_common__r04_f02,max_depth_random,max_depth,80,True,1000,1000,99.13556500000001,110.84280000000001,127.06318874999994,PASS
primary_common,primary_common__r04_f02,max_depth_boundary_proximity,max_depth,12,True,1000,1000,175.36926499999998,185.13227999999998,187.414655,PASS
primary_common,primary_common__r04_f02,max_depth_boundary_proximity,max_depth,20,True,1000,1000,98.97776,110.84280000000001,131.40429999999998,PASS
primary_common,primary_common__r04_f02,max_depth_boundary_proximity,max_depth,40,True,1000,1000,108.853305,110.84280000000001,130.45069999999998,PASS
primary_common,primary_common__r04_f02,max_depth_boundary_proximity,max_depth,60,True,1000,1000,105.38860500000001,107.3781,125.09687499999998,PASS
primary_common,primary_common__r04_f02,max_depth_boundary_proximity,max_depth,80,True,1000,1000,105.38860500000001,107.3781,113.14665,PASS
primary_common,primary_common__r04_f02,max_depth_straddle,max_depth,12,True,1000,1000,178.944765,185.13227999999998,189.46193,PASS
primary_common,primary_common__r04_f02,max_depth_straddle,max_depth,20,True,1000,1000,115.3105,127.19680500000001,157.053755,PASS
primary_common,primary_common__r04_f02,max_depth_straddle,max_depth,40,True,1000,1000,102.913895,104.956025,147.874585,PASS
primary_common,primary_common__r04_f02,max_depth_straddle,max_depth,60,True,1000,1000,103.30859000000001,104.956025,119.07592499999998,PASS
primary_common,primary_common__r04_f02,max_depth_straddle,max_depth,80,True,1000,1000,104.921585,108.14150000000001,112.1164,PASS
primary_common,primary_common__r04_f02,max_depth_randomized_straddle,max_depth,12,True,1000,1000,178.944765,185.13227999999998,189.46193,PASS
primary_common,primary_common__r04_f02,max_depth_randomized_straddle,max_depth,20,True,1000,1000,116.59747999999999,120.64847499999999,149.241025,PASS
primary_common,primary_common__r04_f02,max_depth_randomized_straddle,max_depth,40,True,1000,1000,104.878405,104.956025,140.643005,PASS
primary_common,primary_common__r04_f02,max_depth_randomized_straddle,max_depth,60,True,1000,1000,103.30859000000001,104.956025,109.303525,PASS
primary_common,primary_common__r04_f02,max_depth_randomized_straddle,max_depth,80,True,1000,1000,104.878405,106.86789999999999,111.21539999999999,PASS
primary_common,primary_common__r04_f02,max_depth_expected_feasibility,max_depth,12,True,1000,1000,175.36926499999998,185.13227999999998,187.414655,PASS
primary_common,primary_common__r04_f02,max_depth_expected_feasibility,max_depth,20,True,1000,1000,107.37493,113.553005,183.63673087499984,PASS
primary_common,primary_common__r04_f02,max_depth_expected_feasibility,max_depth,40,True,1000,1000,99.58900499999999,102.04997,120.02087,PASS
primary_common,primary_common__r04_f02,max_depth_expected_feasibility,max_depth,60,True,1000,1000,107.28349,110.84280000000001,123.19184550000001,PASS
primary_common,primary_common__r04_f02,max_depth_expected_feasibility,max_depth,80,True,1000,1000,107.334835,110.55475,113.14665,PASS
primary_common,primary_common__r04_f03,max_depth_random,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r04_f03,max_depth_random,max_depth,20,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r04_f03,max_depth_random,max_depth,40,True,1000,1000,106.397085,115.02875,204.3296,PASS
primary_common,primary_common__r04_f03,max_depth_random,max_depth,60,True,1000,1000,106.397085,115.02875,203.86884999999998,PASS
primary_common,primary_common__r04_f03,max_depth_random,max_depth,80,True,1000,1000,102.318335,110.95,137.0165,PASS
primary_common,primary_common__r04_f03,max_depth_boundary_proximity,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r04_f03,max_depth_boundary_proximity,max_depth,20,True,1000,1000,103.55482500000001,111.9012,207.13025,PASS
primary_common,primary_common__r04_f03,max_depth_boundary_proximity,max_depth,40,True,1000,1000,103.81879,111.9012,122.66964999999999,PASS
primary_common,primary_common__r04_f03,max_depth_boundary_proximity,max_depth,60,True,1000,1000,105.46622500000001,111.9012,113.80425,PASS
primary_common,primary_common__r04_f03,max_depth_boundary_proximity,max_depth,80,True,1000,1000,105.46622500000001,111.9012,113.80425,PASS
primary_common,primary_common__r04_f03,max_depth_straddle,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r04_f03,max_depth_straddle,max_depth,20,True,1000,1000,95.45842,102.401455,152.227805,PASS
primary_common,primary_common__r04_f03,max_depth_straddle,max_depth,40,True,1000,1000,104.829685,113.74000000000001,115.73849999999999,PASS
primary_common,primary_common__r04_f03,max_depth_straddle,max_depth,60,True,1000,1000,107.01123,113.74000000000001,115.73849999999999,PASS
