simulation_id,numeric_simulation_id,huggingface_revision,P,VX,LS,ST,melt_pool_width_selected_primary_scalar_target_m,melt_pool_length_selected_primary_scalar_target_m,melt_pool_depth_below_surface_selected_primary_scalar_target_m,width_target_um,length_target_um,depth_target_um,flag_primary_window_unstable,selected_window_start_row_index,selected_window_end_row_index,selected_window_start_iteration,selected_window_end_iteration,selected_window_start_time_s,selected_window_end_time_s
sim_00018,18,0e859b748fdbc8454f66e58e101e333ac0479d42,122.399838052,0.958262341264,8.77032416896e-05,376.830559352,0.00012857057,0.0003370178,3.058443e-05,128.57057,337.0178,30.58443,True,52148,62644,52148.0,62644.0,0.0009476831,0.001138299
sim_00019,19,0e859b748fdbc8454f66e58e101e333ac0479d42,123.578555013,0.413960648538,5.40122226787e-05,380.745973079,0.00016579511,0.0003004025,5.47679e-05,165.79511,300.40250000000003,54.767900000000004,False,97019,115599,97019.0,115599.0,0.001762576,0.002100003
sim_00020,20,0e859b748fdbc8454f66e58e101e333ac0479d42,124.939831153,0.895565001264,4.79284796095e-05,395.904294171,0.00011125723,0.0003150097,4.280561e-05,111.25722999999999,315.0097,42.80561,False,55780,67032,55780.0,67032.0,0.001013643,0.001217988
sim_00021,21,0e859b748fdbc8454f66e58e101e333ac0479d42,126.228008246,0.201684842681,4.5e-05,300.0,0.00017812134,0.00023746728,7.479356e-05,178.12134,237.46728,74.79356,False,55047,68795,55047.0,68795.0,0.001000331,0.001250006
sim_00022,22,0e859b748fdbc8454f66e58e101e333ac0479d42,126.429096271,0.381791494837,8.54596605095e-05,336.470624887,0.0002050187,0.00033092805,5.078823e-05,205.0187,330.92805,50.78823,False,97272,115599,97272.0,115599.0,0.001767171,0.002100003
sim_00023,23,0e859b748fdbc8454f66e58e101e333ac0479d42,129.840936159,0.750604494449,8.84568803437e-05,319.185657099,0.0001574166599999,0.0003269422499999,3.4760245e-05,157.41665999990002,326.9422499999,34.760245000000005,False,66512,79985,66512.0,79985.0,0.001208545,0.001453225
sim_00024,24,0e859b748fdbc8454f66e58e101e333ac0479d42,133.003569327,0.736244453131,4.5e-05,300.0,0.00011838922,0.0003150021999999,5.476636e-05,118.38922,315.0021999999,54.76636,False,55046,68795,55046.0,68795.0,0.001000313,0.001250006
sim_00025,25,0e859b748fdbc8454f66e58e101e333ac0479d42,133.058435031,0.81650327798,4.78587303962e-05,362.382821566,0.000116672535,0.00032539555,4.6692315e-05,116.672535,325.39555,46.692315,False,61167,73526,61167.0,73526.0,0.001111475,0.001335924
sim_00026,26,0e859b748fdbc8454f66e58e101e333ac0479d42,133.757797566,0.645163458122,4.5e-05,300.0,0.00012632101,0.0003131688,6.205676e-05,126.32101,313.16880000000003,62.056760000000004,False,55045,68795,55045.0,68795.0,0.001000295,0.001250006
sim_00027,27,0e859b748fdbc8454f66e58e101e333ac0479d42,134.442185153,0.806363522352,4.5e-05,300.0,0.00011275596,0.000319573,5.08492e-05,112.75596,319.57300000000004,50.8492,False,55045,68795,55045.0,68795.0,0.001000295,0.001250006
sim_00028,28,0e859b748fdbc8454f66e58e101e333ac0479d42,135.171981101,0.652238458987,5.89001447273e-05,362.997098414,0.000143341645,0.0003403879499999,4.930793e-05,143.341645,340.38794999989994,49.30793,False,76514,92053,76514.0,92053.0,0.001390189,0.001672389
sim_00029,29,0e859b748fdbc8454f66e58e101e333ac0479d42,135.208661893,0.295797438033,4.5e-05,300.0,0.00016708695,0.0002724107,0.0001191028,167.08695,272.4107,119.1028,True,55045,68795,55045.0,68795.0,0.001000295,0.001250006
sim_00030,30,0e859b748fdbc8454f66e58e101e333ac0479d42,136.115095044,0.8200930762,6.39666133344e-05,362.502989524,0.000135324055,0.0003478147999999,4.278062e-05,135.32405500000002,347.8147999999,42.780620000000006,False,60857,73204,60857.0,73204.0,0.001105845,0.001330077
sim_00031,31,0e859b748fdbc8454f66e58e101e333ac0479d42,136.984349172,0.357723834949,5.17808569448e-05,373.061688931,0.00017166867,0.0002977408,5.880416e-05,171.66867,297.74080000000004,58.804159999999996,False,97684,115599,97684.0,115599.0,0.001774653,0.002100003
sim_00032,32,0e859b748fdbc8454f66e58e101e333ac0479d42,137.340072051,0.708357837186,8.48461574474e-05,331.337392673,0.00016039622,0.0003413759,3.8749285e-05,160.39622,341.3759,38.749285,False,70434,84757,70434.0,84757.0,0.001279771,0.001539888
sim_00033,33,0e859b748fdbc8454f66e58e101e333ac0479d42,137.601432421,0.461948695475,6.48780591522e-05,397.490087405,0.00017524007,0.0003454248,5.825875e-05,175.24007,345.4248,58.25875,False,96463,115599,96463.0,115599.0,0.001752479,0.002100003
sim_00034,34,0e859b748fdbc8454f66e58e101e333ac0479d42,138.247900083,0.876957934743,4.5e-05,300.0,0.00011064032,0.000210193359,4.6733375e-05,110.64032,210.193359,46.733375,False,9948,12181,9948.0,12181.0,0.0001808564,0.0002214419
sim_00035,35,0e859b748fdbc8454f66e58e101e333ac0479d42,139.278080234,0.813607985113,8.25985701782e-05,356.830860854,0.00015105829,0.0003554634,3.879481e-05,151.05829,355.46340000000004,38.79481,False,61328,73788,61328.0,73788.0,0.001114399,0.001340683
sim_00036,36,0e859b748fdbc8454f66e58e101e333ac0479d42,140.119887795,0.222892199661,4.5e-05,300.0,0.0001801840599999,0.00025319306,8.61642e-05,180.1840599999,253.19306,86.1642,True,55045,68795,55045.0,68795.0,0.001000295,0.001250006
sim_00037,37,0e859b748fdbc8454f66e58e101e333ac0479d42,140.320645521,0.612281673664,8.56006119926e-05,348.910931315,0.00017399099,0.0003513479,4.274968e-05,173.99099,351.3479,42.74968,False,81453,98062,81453.0,98062.0,0.001479885,0.001781518
sim_00038,38,0e859b748fdbc8454f66e58e101e333ac0479d42,140.539865228,0.255658736827,4.5e-05,300.0,0.00017508367,0.00026218217,0.0001222005,175.08367,262.18217,122.20049999999999,True,55045,68795,55045.0,68795.0,0.001000295,0.001250006
sim_00039,39,0e859b748fdbc8454f66e58e101e333ac0479d42,140.573028588,0.551169304036,6.78791919712e-05,377.8442615,0.00014931158,0.0003180508999999,5.832933e-05,149.31158,318.0508999999,58.32933,False,58393,68795,58393.0,68795.0,0.001061097,0.001250006
sim_00040,40,0e859b748fdbc8454f66e58e101e333ac0479d42,140.974625597,0.98622838083,4.5e-05,300.0,0.00010420475,0.0003313465499999,4.684275e-05,104.20475,331.3465499999,46.84275,False,48702,60867,48702.0,60867.0,0.000885101,0.001106027
sim_00041,41,0e859b748fdbc8454f66e58e101e333ac0479d42,143.879945116,0.336279357485,6.76007351295e-05,398.207663754,0.0001750338199999,0.0002100625,5.874863e-05,175.03381999989998,210.0625,58.74863,False,60457,68795,60457.0,68795.0,0.001098581,0.001250006
sim_00042,42,0e859b748fdbc8454f66e58e101e333ac0479d42,143.909481867,0.917293492006,5.50242100517e-05,352.206869428,0.00011934365,0.000353673,4.650832e-05,119.34365000000001,353.673,46.50832,False,54414,65444,54414.0,65444.0,0.0009888355,0.001189149
sim_00043,43,0e859b748fdbc8454f66e58e101e333ac0479d42,144.684844876,0.221020126644,8.32765690701e-05,337.418493583,0.0002335733,0.0002552423,5.873507e-05,233.5733,255.24229999999997,58.73507,False,100389,115599,100389.0,115599.0,0.001823778,0.002100003
sim_00044,44,0e859b748fdbc8454f66e58e101e333ac0479d42,144.999955433,0.569412101686,7.52189895652e-05,349.795043891,0.00017150607,0.0003616798,4.985055e-05,171.50607,361.6798,49.850550000000005,False,87562,105448,87562.0,105448.0,0.001590829,0.001915653
sim_00045,45,0e859b748fdbc8454f66e58e101e333ac0479d42,145.249113956,0.501139719932,7.51242767898e-05,325.186450026,0.00018120564,0.0003612748999999,5.335957e-05,181.20564,361.2748999999,53.35957,False,96099,115599,96099.0,115599.0,0.001745868,0.002100003
sim_00046,46,0e859b748fdbc8454f66e58e101e333ac0479d42,145.536707456,0.311971481812,7.55813970315e-05,356.422554756,0.0002190714,0.0003146128,6.249203e-05,219.07139999999998,314.6128,62.49203,False,98185,115599,98185.0,115599.0,0.001783751,0.002100003
sim_00047,47,0e859b748fdbc8454f66e58e101e333ac0479d42,146.427721311,0.978546391515,4.61745657385e-05,377.807319924,0.00010770817,0.0003483250499999,4.6563705e-05,107.70817000000001,348.32504999990005,46.563705000000006,False,51034,61345,51034.0,61345.0,0.0009274519,0.001114708
sim_00048,48,0e859b748fdbc8454f66e58e101e333ac0479d42,149.217972816,0.206404715799,4.87379527164e-05,365.118947745,0.0001860660249999,0.000206787,6.273913e-05,186.0660249999,206.787,62.73913,False,101414,115599,101414.0,115599.0,0.001842393,0.002100003
sim_00049,49,0e859b748fdbc8454f66e58e101e333ac0479d42,149.254341218,0.887957223036,4.5e-05,300.0,0.0001123033,0.0003419964,5.444253e-05,112.30330000000001,341.9964,54.44253,False,54093,67607,54093.0,67607.0,0.0009830059,0.001228431
sim_00050,50,0e859b748fdbc8454f66e58e101e333ac0479d42,149.73987868,0.504680707931,6.9723584777e-05,320.536129041,0.0001756206,0.0003616657,5.475336e-05,175.6206,361.6657,54.75336,False,96077,115599,96077.0,115599.0,0.001745468,0.002100003
sim_00051,51,0e859b748fdbc8454f66e58e101e333ac0479d42,149.779509657,0.251536582152,4.84927831067e-05,381.35096431,0.0001857300999999,0.0002404737499999,6.2751915e-05,185.73009999989998,240.4737499999,62.751915,False,99834,115599,99834.0,115599.0,0.001813699,0.002100003
sim_00052,52,0e859b748fdbc8454f66e58e101e333ac0479d42,150.924001842,0.859014749555,8.54585725094e-05,302.841995718,0.00015156012,0.0003666239999999,3.8800575e-05,151.56012,366.6239999999,38.800575,False,58063,69886,58063.0,69886.0,0.001055104,0.001269819
sim_00053,53,0e859b748fdbc8454f66e58e101e333ac0479d42,151.505871803,0.995509859725,6.72580848008e-05,301.996554082,0.0001270355,0.0003750644,4.239804e-05,127.03549999999998,375.06440000000003,42.39804,False,50116,60299,50116.0,60299.0,0.0009107803,0.001095712
sim_00054,54,0e859b748fdbc8454f66e58e101e333ac0479d42,151.630328889,0.596649793105,5.54888002616e-05,323.086654154,0.00014163122,0.0003273556,6.0221e-05,141.63121999999998,327.3556,60.221,False,58149,68795,58149.0,68795.0,0.001056666,0.001250006
sim_00055,55,0e859b748fdbc8454f66e58e101e333ac0479d42,153.721476211,0.579411174254,7.49286492013e-05,383.484527945,0.00017301361,0.00038179805,5.222291e-05,173.01361,381.79805,52.22291,False,86024,103627,86024.0,103627.0,0.001562898,0.001882582
sim_00056,56,0e859b748fdbc8454f66e58e101e333ac0479d42,155.56408626,0.882684317254,6.13538276829e-05,315.150952839,0.0001317857899999,0.00037478355,4.6782705e-05,131.7857899999,374.78355,46.782705,False,56514,68011,56514.0,68011.0,0.001026973,0.001235768
sim_00057,57,0e859b748fdbc8454f66e58e101e333ac0479d42,158.404299584,0.530960738208,8.44011119013e-05,377.174397227,0.00019014991,0.0003882283,5.219154e-05,190.14991,388.2283,52.191539999999996,False,93826,113087,93826.0,113087.0,0.001704589,0.002054384
sim_00058,58,0e859b748fdbc8454f66e58e101e333ac0479d42,158.77294915,0.755822601012,5.98686493415e-05,315.3922311,0.0001402139349999,0.0003747926,5.1035355e-05,140.2139349999,374.7926,51.035355,False,65989,79432,65989.0,79432.0,0.001199047,0.001443182
sim_00059,59,0e859b748fdbc8454f66e58e101e333ac0479d42,159.365045029,0.465685970522,5.71815338387e-05,335.270795676,0.00016793076,0.0003585731,6.602616e-05,167.93076,358.57309999999995,66.02616,False,96405,115599,96405.0,115599.0,0.001751425,0.002100003
sim_00060,60,0e859b748fdbc8454f66e58e101e333ac0479d42,160.556282667,0.957190479289,5.53708249108e-05,363.791890923,0.00012250959,0.0003824964,4.684559e-05,122.50959,382.4964,46.845589999999994,False,52124,62714,52124.0,62714.0,0.0009472472,0.00113957
sim_00061,61,0e859b748fdbc8454f66e58e101e333ac0479d42,161.701140241,0.559592851831,7.43216837725e-05,378.872335114,0.00015099865,0.0003366283,6.267888e-05,150.99865,336.6283,62.67888000000001,False,58288,68795,58288.0,68795.0,0.00105919,0.001250006
sim_00062,62,0e859b748fdbc8454f66e58e101e333ac0479d42,163.117472792,0.458171151631,7.76324682791e-05,309.146066051,0.00019712752,0.0003900072999999,6.267582e-05,197.12752,390.0072999999,62.675819999999995,False,96345,115599,96345.0,115599.0,0.001750336,0.002100003
sim_00063,63,0e859b748fdbc8454f66e58e101e333ac0479d42,163.341658752,0.941874162971,5.45765866009e-05,310.281913475,0.000119666035,0.0003731391,4.681844e-05,119.666035,373.13910000000004,46.81844,False,52972,63735,52972.0,63735.0,0.0009626476,0.001158112
sim_00064,64,0e859b748fdbc8454f66e58e101e333ac0479d42,166.164223082,0.514604075971,6.70362084208e-05,302.957496397,0.00015871868,0.0003229517,6.667379e-05,158.71867999999998,322.9517,66.67379000000001,False,58561,68795,58561.0,68795.0,0.001064148,0.001250006
sim_00065,65,0e859b748fdbc8454f66e58e101e333ac0479d42,166.614725594,0.931765035172,5.67575778907e-05,364.064697506,0.00012716725,0.00039221,5.062764e-05,127.16725,392.21,50.62764,False,53535,64427,53535.0,64427.0,0.0009728721,0.001170679
sim_00066,66,0e859b748fdbc8454f66e58e101e333ac0479d42,167.36850481,0.484912828283,7.82623244153e-05,326.173250025,0.00019246097,0.0003984615,6.236748e-05,192.46097,398.4615,62.36748,False,96124,115599,96124.0,115599.0,0.001746322,0.002100003
sim_00067,67,0e859b748fdbc8454f66e58e101e333ac0479d42,167.779770961,0.390580196452,6.45833025222e-05,394.852870083,0.0001970053949999,0.0003585394,6.676979e-05,197.0053949999,358.5394,66.76979,False,97060,115599,97060.0,115599.0,0.001763321,0.002100003
sim_00068,68,0e859b748fdbc8454f66e58e101e333ac0479d42,171.239447318,0.969583751496,7.40725617215e-05,384.912438459,0.00014105757,0.0004312872999999,4.663597e-05,141.05757,431.28729999990003,46.63597,False,51413,61912,51413.0,61912.0,0.0009343349,0.001125005
sim_00069,69,0e859b748fdbc8454f66e58e101e333ac0479d42,171.382540224,0.233605939402,6.18629013601e-05,355.188153249,0.0002178064,0.000250336,6.673917e-05,217.8064,250.33599999999998,66.73917,False,100067,115599,100067.0,115599.0,0.00181793,0.002100003
sim_00070,70,0e859b748fdbc8454f66e58e101e333ac0479d42,171.875575389,0.916897438596,6.66389080354e-05,338.337187717,0.000139506265,0.00041370025,4.6827485e-05,139.50626499999998,413.70025,46.827484999999996,False,54373,65472,54373.0,65472.0,0.0009880909,0.001189657
sim_00071,71,0e859b748fdbc8454f66e58e101e333ac0479d42,173.720948038,0.230617607979,6.23730108092e-05,383.499521736,0.0002180649999999,0.0002479619,6.6733e-05,218.06499999989998,247.96189999999999,66.733,False,100141,115599,100141.0,115599.0,0.001819274,0.002100003
sim_00072,72,0e859b748fdbc8454f66e58e101e333ac0479d42,174.128102602,0.994422815088,7.40414236536e-05,367.557277174,0.0001386717599999,0.0004383516,4.63826e-05,138.6717599999,438.3516,46.3826,False,50127,60365,50127.0,60365.0,0.0009109801,0.00109691
sim_00073,73,0e859b748fdbc8454f66e58e101e333ac0479d42,176.31832051,0.578189015568,5.80825678862e-05,392.957182722,0.000159804935,0.00039440055,6.126925e-05,159.804935,394.40055,61.26925,False,86218,103847,86218.0,103847.0,0.001566421,0.001886578
sim_00074,74,0e859b748fdbc8454f66e58e101e333ac0479d42,176.64993117,0.775213670345,6.57722012124e-05,360.022077993,0.00014977721,0.0004128323,5.4756665e-05,149.77721,412.83230000000003,54.756665,False,64293,77444,64293.0,77444.0,0.001168246,0.001407078
sim_00075,75,0e859b748fdbc8454f66e58e101e333ac0479d42,177.868754925,0.784825891065,5.3694165939e-05,378.775948175,0.00013546609,0.0003966682,5.572084e-05,135.46609,396.6682,55.72084,False,63548,76496,63548.0,76496.0,0.001154716,0.001389862
sim_00076,76,0e859b748fdbc8454f66e58e101e333ac0479d42,179.651163568,0.66389382017,6.65035978508e-05,326.14019277,0.000159625375,0.00041151465,5.8802625e-05,159.62537500000002,411.51464999999996,58.802625,False,75057,90436,75057.0,90436.0,0.001363729,0.001643023
sim_00077,77,0e859b748fdbc8454f66e58e101e333ac0479d42,181.197687991,0.643443519749,5.49477846524e-05,320.630170488,0.00014844292,0.0003930847,5.987088e-05,148.44292,393.0847,59.87088,False,77491,93311,77491.0,93311.0,0.001407932,0.001695236
sim_00078,78,0e859b748fdbc8454f66e58e101e333ac0479d42,181.214517461,0.293157847988,6.39704529171e-05,391.855294349,0.0002188874,0.000307389,7.07484e-05,218.88739999999999,307.38899999999995,70.74839999999999,False,98491,115599,98491.0,115599.0,0.001789309,0.002100003
sim_00079,79,0e859b748fdbc8454f66e58e101e333ac0479d42,182.701235644,0.787372384637,5.07019733104e-05,389.154544132,0.00013192374,0.00039946635,5.8488870000000006e-05,131.92373999999998,399.46635000000003,58.488870000000006,False,63353,76248,63353.0,76248.0,0.001151175,0.001385358
sim_00080,80,0e859b748fdbc8454f66e58e101e333ac0479d42,183.86712976,0.92773562332,4.77447546287e-05,393.876492884,0.0001191025,0.0003925472,5.455737e-05,119.10249999999999,392.5472,54.55737,False,53785,64707,53785.0,64707.0,0.0009774123,0.001175764
sim_00081,81,0e859b748fdbc8454f66e58e101e333ac0479d42,184.554601264,0.855768445974,6.11854963854e-05,316.977306706,0.00013988122,0.0004149102,5.4731820000000005e-05,139.88122,414.91020000000003,54.731820000000006,False,58248,70151,58248.0,70151.0,0.001058464,0.001274632
sim_00082,82,0e859b748fdbc8454f66e58e101e333ac0479d42,186.021611878,0.483877556354,6.53069178085e-05,388.836932905,0.00018360647,0.0004107182,6.817874e-05,183.60647,410.71819999999997,68.17873999999999,False,96145,115599,96145.0,115599.0,0.001746703,0.002100003
sim_00083,83,0e859b748fdbc8454f66e58e101e333ac0479d42,186.850960621,0.845582390035,8.39602076571e-05,354.289806443,0.0001671194,0.0004375597999999,5.068827e-05,167.11939999999998,437.5597999999,50.688269999999996,False,58897,70997,58897.0,70997.0,0.00107025,0.001289996
sim_00084,84,0e859b748fdbc8454f66e58e101e333ac0479d42,188.702615393,0.897654681927,7.37418626284e-05,361.378936642,0.00015504631,0.0004418922999999,5.083965e-05,155.04631,441.89229999990005,50.83965,False,55500,66876,55500.0,66876.0,0.001008558,0.001215155
sim_00085,85,0e859b748fdbc8454f66e58e101e333ac0479d42,190.553348142,0.571798591092,6.21059581714e-05,350.091118048,0.00016961128,0.0004137765,6.307431e-05,169.61128,413.7765,63.07431,False,87132,105008,87132.0,105008.0,0.00158302,0.001907662
sim_00086,86,0e859b748fdbc8454f66e58e101e333ac0479d42,193.028200221,0.93446669696,8.62901752671e-05,365.941151844,0.0001614233999999,0.0004534492999999,4.680242e-05,161.4233999999,453.4492999999,46.80242,False,53290,64240,53290.0,64240.0,0.0009684227,0.001167283
sim_00087,87,0e859b748fdbc8454f66e58e101e333ac0479d42,193.440626378,0.303697281962,7.07136561297e-05,354.067159473,0.0002260174,0.0003315219,7.467366e-05,226.01739999999998,331.5219,74.67366,False,98153,115599,98153.0,115599.0,0.00178317,0.002100003
sim_00088,88,0e859b748fdbc8454f66e58e101e333ac0479d42,193.81397439,0.717380412454,5.49903358659e-05,340.433066031,0.000143449615,0.0004081570499999,6.198689000000001e-05,143.44961500000002,408.1570499999,61.98689000000001,False,69492,83691,69492.0,83691.0,0.001262664,0.001520529
sim_00089,89,0e859b748fdbc8454f66e58e101e333ac0479d42,194.036512211,0.298398024189,7.09068727373e-05,343.727832606,0.00022818175,0.00032683205,7.466601e-05,228.18175,326.83205,74.66601,False,98248,115599,98248.0,115599.0,0.001784896,0.002100003
sim_00090,90,0e859b748fdbc8454f66e58e101e333ac0479d42,194.089464462,0.388567055088,7.6021762795e-05,395.140888584,0.0002186967,0.0004091049,7.870538e-05,218.6967,409.1049,78.70538,False,96897,115599,96897.0,115599.0,0.00176036,0.002100003
sim_00091,91,0e859b748fdbc8454f66e58e101e333ac0479d42,195.080816167,0.844140965531,6.21634030137e-05,331.625980857,0.000143340925,0.0004301089499999,5.5936285e-05,143.340925,430.1089499999,55.936285,False,59033,71118,59033.0,71118.0,0.00107272,0.001292193
sim_00092,92,0e859b748fdbc8454f66e58e101e333ac0479d42,196.954129245,0.972458485112,5.85340423111e-05,310.387913302,0.00013111235,0.0004303321,5.099379e-05,131.11235,430.33209999999997,50.99379,False,51259,61729,51259.0,61729.0,0.0009315381,0.001121682
sim_00093,93,0e859b748fdbc8454f66e58e101e333ac0479d42,197.742114875,0.874617254357,7.7301896977e-05,350.888533369,0.00015981514,0.0004513157,5.082025e-05,159.81514,451.3157,50.82025,False,56937,68639,56937.0,68639.0,0.001034655,0.001247173
sim_00094,94,0e859b748fdbc8454f66e58e101e333ac0479d42,198.603717725,0.869799932432,5.56307183941e-05,326.836247823,0.0001353150999999,0.0004150811999999,5.503649e-05,135.31509999989999,415.0811999999,55.03649,False,57314,69019,57314.0,69019.0,0.001041502,0.001254074
sim_00095,95,0e859b748fdbc8454f66e58e101e333ac0479d42,202.397397496,0.555230188132,4.52196790327e-05,397.348654616,0.000146943905,0.00041996755,7.055308500000001e-05,146.943905,419.96755,70.55308500000001,True,89851,108142,89851.0,108142.0,0.001632399,0.001964578
sim_00096,96,0e859b748fdbc8454f66e58e101e333ac0479d42,202.894942483,0.693798608043,7.43333938026e-05,353.442501329,0.00017139184,0.0004591949,6.261278e-05,171.39184,459.1949,62.61278,False,71756,86536,71756.0,86536.0,0.00130378,0.001572196
sim_00097,97,0e859b748fdbc8454f66e58e101e333ac0479d42,203.020934762,0.232834869492,7.55576098976e-05,395.193912826,0.0002488456,0.0002754801,7.070868e-05,248.84560000000002,275.4801,70.70868,False,99694,115599,99694.0,115599.0,0.001811156,0.002100003
sim_00098,98,0e859b748fdbc8454f66e58e101e333ac0479d42,203.421420958,0.245041839826,7.55920229368e-05,393.123734832,0.0002467974,0.0002865803,7.071442e-05,246.7974,286.58029999999997,70.71442,False,99341,115599,99341.0,115599.0,0.001804745,0.002100003
sim_00099,99,0e859b748fdbc8454f66e58e101e333ac0479d42,206.272219756,0.781444456167,4.98713368602e-05,399.182507166,0.000135281405,0.0004157191,6.261258e-05,135.28140499999998,415.71909999999997,62.61258,False,63814,76827,63814.0,76827.0,0.001159547,0.001395873
sim_00100,100,0e859b748fdbc8454f66e58e101e333ac0479d42,207.687789994,0.40901295179,7.09627718894e-05,395.011679,0.0002122565,0.0004135561,8.271335e-05,212.25650000000002,413.5561,82.71335,False,96689,115599,96689.0,115599.0,0.001756583,0.002100003
sim_00101,101,0e859b748fdbc8454f66e58e101e333ac0479d42,208.39901443,0.201684842681,6.50424237325e-05,372.154003234,0.000169625425,0.0001161617,5.0290025e-05,169.625425,116.1617,50.290025,False,63672,68795,63672.0,68795.0,0.001156968,0.001250006
