simulation_id,numeric_simulation_id,huggingface_revision,P,VX,LS,ST,melt_pool_width_selected_primary_scalar_target_m,melt_pool_length_selected_primary_scalar_target_m,melt_pool_depth_below_surface_selected_primary_scalar_target_m,width_target_um,length_target_um,depth_target_um,flag_primary_window_unstable,selected_window_start_row_index,selected_window_end_row_index,selected_window_start_iteration,selected_window_end_iteration,selected_window_start_time_s,selected_window_end_time_s
sim_00102,102,0e859b748fdbc8454f66e58e101e333ac0479d42,209.697266982,0.34452106985,7.55711119508e-05,302.470939697,0.0002346763,0.000374843,7.857049e-05,234.6763,374.84299999999996,78.57048999999999,False,97397,115599,97397.0,115599.0,0.001769441,0.002100003
sim_00103,103,0e859b748fdbc8454f66e58e101e333ac0479d42,209.90265043,0.477857533217,8.77962223972e-05,386.665335025,0.0002191649,0.0004667717,7.429782e-05,219.1649,466.7717,74.29782,False,95993,115599,95993.0,115599.0,0.001743943,0.002100003
sim_00104,104,0e859b748fdbc8454f66e58e101e333ac0479d42,210.093044543,0.812610384047,5.18819698292e-05,390.525668596,0.00013520258,0.0004263253999999,6.257318e-05,135.20257999999998,426.32539999989996,62.57318,False,61353,73879,61353.0,73879.0,0.001114853,0.001342335
sim_00105,105,0e859b748fdbc8454f66e58e101e333ac0479d42,211.816522505,0.520710876808,4.80782604054e-05,318.660442183,0.00015472029,0.0004332871,7.862832e-05,154.72028999999998,433.2871,78.62832,True,95762,115314,95762.0,115314.0,0.001739748,0.002094828
sim_00106,106,0e859b748fdbc8454f66e58e101e333ac0479d42,212.092538093,0.79096361392,7.95278191784e-05,347.757246585,0.00017527591,0.0004707033,5.87098e-05,175.27590999999998,470.7033,58.7098,False,62920,75902,62920.0,75902.0,0.001143311,0.001379075
sim_00107,107,0e859b748fdbc8454f66e58e101e333ac0479d42,212.375773305,0.288263650586,8.35116649465e-05,312.800399692,0.00025676705,0.00033406415,7.4637395e-05,256.76705,334.06415000000004,74.637395,False,98216,115599,98216.0,115599.0,0.001784314,0.002100003
sim_00108,108,0e859b748fdbc8454f66e58e101e333ac0479d42,218.135837307,0.411781802704,5.72773552436e-05,307.427986374,0.0001915584,0.0003789652499999,7.871321500000001e-05,191.5584,378.9652499999,78.713215,False,96770,115599,96770.0,115599.0,0.001758054,0.002100003
sim_00109,109,0e859b748fdbc8454f66e58e101e333ac0479d42,218.170294814,0.856055229722,8.4878396046e-05,374.889107005,0.00017515818,0.0004876310499999,5.482408e-05,175.15818000000002,487.6310499999,54.82408,False,58119,70128,58119.0,70128.0,0.001056121,0.001274214
sim_00110,110,0e859b748fdbc8454f66e58e101e333ac0479d42,218.315594294,0.70315782783,8.24115302242e-05,319.105471156,0.00018361817,0.000472567,6.272201e-05,183.61817,472.567,62.72201,False,70746,85384,70746.0,85384.0,0.001285437,0.001551275
sim_00111,111,0e859b748fdbc8454f66e58e101e333ac0479d42,218.361623288,0.747470791734,7.1375293786e-05,300.016423613,0.00016720978,0.00046000355,6.276215e-05,167.20978,460.00354999999996,62.762150000000005,False,66595,80320,66595.0,80320.0,0.001210052,0.001459309
sim_00112,112,0e859b748fdbc8454f66e58e101e333ac0479d42,218.521967876,0.920050491887,7.11545742791e-05,300.883630406,0.00015110873,0.0004700986999999,5.479062e-05,151.10872999999998,470.0986999999,54.79062,False,54115,65247,54115.0,65247.0,0.0009834054,0.001185571
sim_00113,113,0e859b748fdbc8454f66e58e101e333ac0479d42,218.846041052,0.877499363134,5.6186595533e-05,332.098243358,0.000139288005,0.00044161675,5.8775855e-05,139.288005,441.61675,58.775855,False,56790,68413,56790.0,68413.0,0.001031986,0.001243068
sim_00114,114,0e859b748fdbc8454f66e58e101e333ac0479d42,219.728507107,0.99152217595,6.49667790705e-05,393.045172137,0.00014281567,0.0004865575,5.484091e-05,142.81567,486.5575,54.84091,False,50230,60542,50230.0,60542.0,0.0009128507,0.001100125
sim_00115,115,0e859b748fdbc8454f66e58e101e333ac0479d42,220.072225453,0.425314653287,7.24382024748e-05,381.760927113,0.0002151937,0.000439386,8.6262795e-05,215.19369999999998,439.386,86.262795,False,96490,115599,96490.0,115599.0,0.001752969,0.002100003
sim_00116,116,0e859b748fdbc8454f66e58e101e333ac0479d42,220.256246323,0.736244453131,5.8651582992e-05,358.758060614,0.00014329097,0.0004223486499999,6.677531e-05,143.29097,422.3486499999,66.77531,False,57476,68795,57476.0,68795.0,0.001044444,0.001250006
sim_00117,117,0e859b748fdbc8454f66e58e101e333ac0479d42,220.462707704,0.946752122114,8.2300511791e-05,313.968629329,0.00016345689,0.0004871152,5.079587e-05,163.45689,487.1152,50.79587,False,52564,63406,52564.0,63406.0,0.0009552379,0.001152137
sim_00118,118,0e859b748fdbc8454f66e58e101e333ac0479d42,221.576145741,0.645163458122,7.3903246332e-05,318.590626589,0.000155226975,0.00040652935,7.0738735e-05,155.22697499999998,406.52935,70.738735,False,57770,68795,57770.0,68795.0,0.001049783,0.001250006
sim_00119,119,0e859b748fdbc8454f66e58e101e333ac0479d42,223.185978023,0.49812515056,8.14092862216e-05,313.14559396,0.00021169135,0.00046908405,7.455723500000001e-05,211.69135,469.08405,74.557235,False,95858,115599,95858.0,115599.0,0.001741491,0.002100003
sim_00120,120,0e859b748fdbc8454f66e58e101e333ac0479d42,225.435545826,0.86531734725,6.64530039846e-05,364.26873014,0.000155399235,0.0004806835,5.885444e-05,155.399235,480.6835,58.85444,False,57538,69377,57538.0,69377.0,0.00104557,0.001260575
sim_00121,121,0e859b748fdbc8454f66e58e101e333ac0479d42,226.380431899,0.944850720806,5.28066961668e-05,329.382817534,0.00013118576,0.0004437372999999,5.863609e-05,131.18576,443.7372999999,58.636089999999996,False,52754,63534,52754.0,63534.0,0.0009586885,0.001154462
sim_00122,122,0e859b748fdbc8454f66e58e101e333ac0479d42,227.786589532,0.30483440954,7.3391662288e-05,359.259536614,0.00024210655,0.0003473506499999,7.8729635e-05,242.10655,347.3506499999,78.729635,False,97978,115599,97978.0,115599.0,0.001779992,0.002100003
sim_00123,123,0e859b748fdbc8454f66e58e101e333ac0479d42,228.027925635,0.505215249994,8.46696228038e-05,384.613421136,0.00021861185,0.0004814822,7.332628e-05,218.61185,481.4822,73.32628,False,95778,115599,95778.0,115599.0,0.001740038,0.002100003
sim_00124,124,0e859b748fdbc8454f66e58e101e333ac0479d42,228.959503311,0.480404321045,6.0796636822e-05,336.115873803,0.00018876015,0.0004374680999999,8.654001e-05,188.76015,437.4680999999,86.54001,True,96119,115599,96119.0,115599.0,0.001746231,0.002100003
sim_00125,125,0e859b748fdbc8454f66e58e101e333ac0479d42,229.384485496,0.374546448601,5.61892687884e-05,346.005476369,0.00019927132,0.0003731881999999,8.26434e-05,199.27132,373.1881999999,82.6434,False,97179,115599,97179.0,115599.0,0.001765482,0.002100003
sim_00126,126,0e859b748fdbc8454f66e58e101e333ac0479d42,229.39632192,0.478464286668,6.73160020334e-05,313.601802213,0.0001987218,0.00044963565,8.3136455e-05,198.7218,449.63565,83.136455,False,96080,115599,96080.0,115599.0,0.001745523,0.002100003
sim_00127,127,0e859b748fdbc8454f66e58e101e333ac0479d42,229.433825146,0.876957934743,6.77377719261e-05,358.900225798,0.00013947871,0.0004564598999999,5.881311e-05,139.47870999999998,456.4598999999,58.81311,False,56795,68455,56795.0,68455.0,0.001032076,0.001243831
sim_00128,128,0e859b748fdbc8454f66e58e101e333ac0479d42,232.272231119,0.829414389208,6.88203473429e-05,337.761722106,0.0001593032399999,0.0004820928999999,6.266116e-05,159.3032399999,482.0928999999,62.66116,False,60011,72381,60011.0,72381.0,0.001090481,0.00131513
sim_00129,129,0e859b748fdbc8454f66e58e101e333ac0479d42,234.126702838,0.687075747958,6.17120592739e-05,378.601004081,0.0001671710399999,0.0004691128,7.065698e-05,167.1710399999,469.1128,70.65697999999999,False,72466,87384,72466.0,87384.0,0.001316674,0.001587597
sim_00130,130,0e859b748fdbc8454f66e58e101e333ac0479d42,236.763849841,0.800191513041,6.78517796151e-05,355.994293515,0.00016326638,0.0004917927,6.3872535e-05,163.26638,491.7927,63.872535000000006,False,62199,75026,62199.0,75026.0,0.001130217,0.001363166
sim_00131,131,0e859b748fdbc8454f66e58e101e333ac0479d42,237.061390501,0.937687434899,4.7428723532e-05,371.522412287,0.000124967325,0.00044845585,6.207723499999999e-05,124.967325,448.45585,62.077234999999995,False,53180,64019,53180.0,64019.0,0.000966425,0.00116327
sim_00132,132,0e859b748fdbc8454f66e58e101e333ac0479d42,237.334710533,0.878374904385,5.83506544001e-05,382.29609677,0.00014702189,0.00047646375,6.264183e-05,147.02188999999998,476.46375,62.641830000000006,False,56706,68345,56706.0,68345.0,0.00103046,0.001241833
sim_00133,133,0e859b748fdbc8454f66e58e101e333ac0479d42,238.319282705,0.253960262605,5.92121677448e-05,384.128817665,0.0002260442,0.0002831735,7.862242e-05,226.0442,283.1735,78.62241999999999,False,99271,115599,99271.0,115599.0,0.001803474,0.002100003
sim_00134,134,0e859b748fdbc8454f66e58e101e333ac0479d42,238.568860016,0.692328357435,6.05159821767e-05,343.889085336,0.000164321395,0.0004625962,7.065929e-05,164.321395,462.59619999999995,70.65929,False,71919,86720,71919.0,86720.0,0.00130674,0.001575538
sim_00135,135,0e859b748fdbc8454f66e58e101e333ac0479d42,240.150803131,0.464417169926,7.86781365033e-05,312.042470117,0.000219447,0.0004741652,8.271559e-05,219.447,474.16519999999997,82.71558999999999,False,96071,115599,96071.0,115599.0,0.00174536,0.002100003
sim_00137,137,0e859b748fdbc8454f66e58e101e333ac0479d42,243.936893462,0.545516283598,5.6904291389e-05,360.082453969,0.00017380563,0.0004877185,7.928099e-05,173.80563,487.7185,79.28099,False,91284,110068,91284.0,110068.0,0.001658424,0.001999556
sim_00138,138,0e859b748fdbc8454f66e58e101e333ac0479d42,244.346847818,0.692297386822,7.87344285445e-05,312.797130588,0.00018577885,0.0005059716999999,6.979165e-05,185.77884999999998,505.97169999989995,69.79165,False,71826,86724,71826.0,86724.0,0.001305051,0.001575611
sim_00139,139,0e859b748fdbc8454f66e58e101e333ac0479d42,244.476502118,0.49526990633,8.73976519147e-05,336.403249939,0.0002270067,0.0004960429999999,7.825226e-05,227.0067,496.04299999989996,78.25226,False,95789,115599,95789.0,115599.0,0.001740238,0.002100003
sim_00140,140,0e859b748fdbc8454f66e58e101e333ac0479d42,246.351544569,0.710899222357,7.68583817855e-05,368.835081824,0.000183102185,0.00051546625,6.9763275e-05,183.102185,515.46625,69.76327500000001,False,69953,84454,69953.0,84454.0,0.001271036,0.001534386
sim_00141,141,0e859b748fdbc8454f66e58e101e333ac0479d42,247.324665735,0.977977830338,8.14476523525e-05,343.514293063,0.00015994629,0.00054372645,5.484386e-05,159.94629,543.72645,54.84386,False,50856,61381,50856.0,61381.0,0.0009242193,0.001115362
sim_00142,142,0e859b748fdbc8454f66e58e101e333ac0479d42,248.695097131,0.887957223036,5.04400481913e-05,333.269518536,0.00013051317,0.0004449035999999,6.275744e-05,130.51316999999997,444.9035999999,62.75744,False,56135,67607,56135.0,67607.0,0.00102009,0.001228431
sim_00143,143,0e859b748fdbc8454f66e58e101e333ac0479d42,52.5445860993,0.633129978235,4.5e-05,300.0,9.439849e-05,0.0001623146,2.284292e-05,94.39849,162.3146,22.84292,False,55083,68795,55083.0,68795.0,0.001000985,0.001250006
sim_00144,144,0e859b748fdbc8454f66e58e101e333ac0479d42,53.4525830151,0.394191978834,4.5e-05,300.0,0.00011194405,0.00017486675,3.079568e-05,111.94405,174.86675,30.79568,False,55082,68795,55082.0,68795.0,0.001000967,0.001250006
sim_00145,145,0e859b748fdbc8454f66e58e101e333ac0479d42,55.2363598851,0.252312006514,4.5e-05,300.0,0.00013229475,0.00017365035,3.8651335e-05,132.29475,173.65035,38.651335,False,55080,68795,55080.0,68795.0,0.001000931,0.001250006
sim_00146,146,0e859b748fdbc8454f66e58e101e333ac0479d42,59.3859586774,0.222677981218,4.5e-05,300.0,0.0001389932,0.0001784947,3.88958e-05,138.9932,178.49470000000002,38.8958,False,55075,68795,55075.0,68795.0,0.00100084,0.001250006
sim_00147,147,0e859b748fdbc8454f66e58e101e333ac0479d42,63.4364244112,0.87794698955,4.5e-05,300.0,8.630895e-05,0.0001808454499999,2.288304e-05,86.30895,180.8454499999,22.88304,False,54737,68378,54737.0,68378.0,0.0009947014,0.001242433
sim_00148,148,0e859b748fdbc8454f66e58e101e333ac0479d42,67.3007401579,0.639039009111,4.5e-05,300.0,0.00010277328,0.0001983827,3.081749e-05,102.77328,198.3827,30.81749,False,55067,68795,55067.0,68795.0,0.001000694,0.001250006
sim_00149,149,0e859b748fdbc8454f66e58e101e333ac0479d42,71.6599397131,0.537693260466,4.5e-05,300.0,0.00011190636,0.0002084503999999,3.4812685e-05,111.90635999999999,208.45039999990001,34.812685,False,55064,68795,55064.0,68795.0,0.00100064,0.001250006
sim_00150,150,0e859b748fdbc8454f66e58e101e333ac0479d42,71.8781037338,0.56768277259,4.5e-05,300.0,0.0001102117699999,0.0002098610999999,3.485407e-05,110.2117699999,209.8610999999,34.85407,False,55064,68795,55064.0,68795.0,0.00100064,0.001250006
sim_00151,151,0e859b748fdbc8454f66e58e101e333ac0479d42,72.876222127,0.956216556443,4.5e-05,300.0,8.851039e-05,0.0002010758499999,2.683881e-05,88.51039,201.0758499999,26.83881,False,50251,62778,50251.0,62778.0,0.000913232,0.001140732
sim_00152,152,0e859b748fdbc8454f66e58e101e333ac0479d42,74.5163352518,0.201002332148,4.5e-05,300.0,0.0001546767299999,0.00019441685,5.074676e-05,154.67672999989998,194.41685,50.746759999999995,False,55063,68795,55063.0,68795.0,0.001000622,0.001250006
sim_00153,153,0e859b748fdbc8454f66e58e101e333ac0479d42,76.2867092863,0.693142102976,5.97726511316e-05,352.808802476,0.000112644275,0.0002096054499999,2.66876e-05,112.644275,209.6054499999,26.6876,False,72203,86618,72203.0,86618.0,0.001311898,0.001573686
sim_00154,154,0e859b748fdbc8454f66e58e101e333ac0479d42,77.1412079225,0.963213148682,8.58459875102e-05,347.110895162,9.69738e-05,0.0002784372999999,1.510266e-05,96.9738,278.4372999999,15.102659999999998,True,52104,62322,52104.0,62322.0,0.000946884,0.001132451
sim_00155,155,0e859b748fdbc8454f66e58e101e333ac0479d42,77.2146242418,0.855104240805,5.17451748821e-05,369.375740917,9.738725e-05,0.0002164451999999,2.680431e-05,97.38725,216.4451999999,26.80431,False,58520,70206,58520.0,70206.0,0.001063404,0.001275631
sim_00156,156,0e859b748fdbc8454f66e58e101e333ac0479d42,77.6071708937,0.433253784538,7.48831675656e-05,344.207921637,0.00015315903,0.0002394717499999,3.078383e-05,153.15903,239.4717499999,30.78383,False,97096,115599,97096.0,115599.0,0.001763974,0.002100003
sim_00157,157,0e859b748fdbc8454f66e58e101e333ac0479d42,78.18378444,0.804643363326,4.5e-05,300.0,9.669903e-05,0.0002176066,3.081813e-05,96.69903000000001,217.60660000000001,30.818129999999996,False,55061,68795,55061.0,68795.0,0.001000586,0.001250006
sim_00158,158,0e859b748fdbc8454f66e58e101e333ac0479d42,78.3109819881,0.819836919071,8.42620704062e-05,359.367913591,9.8361635e-05,0.0002190712,1.877861e-05,98.36163499999999,219.0712,18.77861,False,61160,73227,61160.0,73227.0,0.001111348,0.001330494
sim_00159,159,0e859b748fdbc8454f66e58e101e333ac0479d42,79.1315856604,0.738156089448,4.61026192486e-05,370.648100327,0.00010141693,0.0002196081499999,3.097721e-05,101.41693000000001,219.6081499999,30.97721,False,67777,81334,67777.0,81334.0,0.001231518,0.001477724
sim_00160,160,0e859b748fdbc8454f66e58e101e333ac0479d42,82.6239965333,0.567384090403,6.29636633496e-05,368.216750002,0.00013374093,0.0002240267999999,2.970513e-05,133.74093,224.02679999990002,29.70513,False,88151,105825,88151.0,105825.0,0.001601526,0.0019225
sim_00161,161,0e859b748fdbc8454f66e58e101e333ac0479d42,83.4130417347,0.322492976823,7.74299080266e-05,371.281013063,0.0001784476,0.0002446236,3.8774775e-05,178.4476,244.6236,38.774775,False,98534,115599,98534.0,115599.0,0.00179009,0.002100003
sim_00162,162,0e859b748fdbc8454f66e58e101e333ac0479d42,85.9171141482,0.437191097118,7.49853263212e-05,320.146293033,0.00015908109,0.00025564245,3.4748655e-05,159.08109000000002,255.64244999999997,34.748655,False,96980,115599,96980.0,115599.0,0.001761868,0.002100003
sim_00163,163,0e859b748fdbc8454f66e58e101e333ac0479d42,88.5362444224,0.501389667448,5.57799721508e-05,306.707884961,0.000134812955,0.0002403246,3.5046245e-05,134.812955,240.3246,35.046245,False,96380,115599,96380.0,115599.0,0.001750971,0.002100003
sim_00164,164,0e859b748fdbc8454f66e58e101e333ac0479d42,89.9091669401,0.254822282222,4.87644701271e-05,380.329545658,0.00016034294,0.0002110517999999,4.679579e-05,160.34294,211.0517999999,46.795790000000004,False,100055,115599,100055.0,115599.0,0.001817712,0.002100003
sim_00165,165,0e859b748fdbc8454f66e58e101e333ac0479d42,90.076179662,0.77719101666,5.40074605054e-05,384.823624425,0.0001116275,0.0002491196,3.175458e-05,111.6275,249.1196,31.75458,False,64339,77247,64339.0,77247.0,0.001169081,0.001403501
sim_00166,166,0e859b748fdbc8454f66e58e101e333ac0479d42,90.3577538021,0.606625134218,7.79676391387e-05,345.062824899,0.00014211724,0.00024230215,2.6793985e-05,142.11724,242.30215,26.793985,False,82458,98977,82458.0,98977.0,0.001498137,0.001798135
sim_00167,167,0e859b748fdbc8454f66e58e101e333ac0479d42,91.2790923782,0.717805590808,4.80270969425e-05,305.576577078,0.000109303435,0.0002376539,3.4791975e-05,109.30343500000001,237.6539,34.791975,False,69660,83641,69660.0,83641.0,0.001265715,0.001519621
sim_00168,168,0e859b748fdbc8454f66e58e101e333ac0479d42,92.0306358058,0.635786516528,6.85874395416e-05,348.651765165,0.00013464367,0.0002500608,3.076774e-05,134.64367,250.06079999999997,30.767740000000003,False,78640,94436,78640.0,94436.0,0.001428799,0.001715667
sim_00169,169,0e859b748fdbc8454f66e58e101e333ac0479d42,93.2349412886,0.318136092994,6.37701091846e-05,373.005608841,0.00017191662,0.0002553963999999,4.282515e-05,171.91662,255.39639999989998,42.82515,False,98487,115599,98487.0,115599.0,0.001789236,0.002100003
sim_00170,170,0e859b748fdbc8454f66e58e101e333ac0479d42,93.7887593651,0.596649793105,4.5e-05,300.0,0.00011839426,0.0002505664,4.608216e-05,118.39426,250.5664,46.08216,False,55054,68795,55054.0,68795.0,0.001000458,0.001250006
sim_00171,171,0e859b748fdbc8454f66e58e101e333ac0479d42,95.3163706926,0.805137875644,4.85393429372e-05,366.295455669,0.00010571771,0.0002532688999999,3.48804e-05,105.71771,253.2688999999,34.8804,False,62097,74565,62097.0,74565.0,0.001128365,0.001354794
sim_00172,172,0e859b748fdbc8454f66e58e101e333ac0479d42,96.3048792257,0.802808589305,5.4654094879e-05,371.269771919,0.00011175426,0.0002623758499999,3.468289e-05,111.75426,262.3758499999,34.68289,False,62270,74781,62270.0,74781.0,0.001131507,0.001358716
sim_00173,173,0e859b748fdbc8454f66e58e101e333ac0479d42,97.6596954152,0.666705631564,4.5e-05,300.0,0.00011284435,0.0002576303,4.279696e-05,112.84435,257.63030000000003,42.79696,False,55053,68795,55053.0,68795.0,0.00100044,0.001250006
sim_00174,174,0e859b748fdbc8454f66e58e101e333ac0479d42,98.2720448178,0.404108184606,6.2082238115e-05,312.013044035,0.000159919655,0.0002716671999999,4.282524e-05,159.919655,271.6671999999,42.82524,False,97220,115599,97220.0,115599.0,0.001766226,0.002100003
sim_00175,175,0e859b748fdbc8454f66e58e101e333ac0479d42,98.5137427197,0.87794698955,7.93698578539e-05,325.506902574,0.00010888113,0.0002330592,2.681054e-05,108.88113,233.0592,26.81054,False,56968,68378,56968.0,68378.0,0.001035218,0.001242433
sim_00176,176,0e859b748fdbc8454f66e58e101e333ac0479d42,98.6430415843,0.873233253177,7.66258838728e-05,323.115187787,0.00011800088,0.0002659048499999,2.682025e-05,118.00088000000001,265.9048499999,26.82025,False,57280,68747,57280.0,68747.0,0.001040884,0.001249134
sim_00177,177,0e859b748fdbc8454f66e58e101e333ac0479d42,99.0936052974,0.300439480401,4.95355776339e-05,340.036700638,0.000159272925,0.0002345134,5.067512e-05,159.27292500000001,234.5134,50.67512,False,98860,115599,98860.0,115599.0,0.00179601,0.002100003
sim_00178,178,0e859b748fdbc8454f66e58e101e333ac0479d42,99.5435087092,0.559592851831,4.5e-05,300.0,0.000120424315,0.0002598294,5.0253045e-05,120.42431499999999,259.8294,50.253045,False,55052,68795,55052.0,68795.0,0.001000422,0.001250006
sim_00179,179,0e859b748fdbc8454f66e58e101e333ac0479d42,99.7580068976,0.617169232141,5.71058654975e-05,337.763092798,0.00012781917,0.0002654424,3.826238e-05,127.81916999999999,265.44239999999996,38.26238,False,80971,97285,80971.0,97285.0,0.001471132,0.001767407
sim_00180,180,0e859b748fdbc8454f66e58e101e333ac0479d42,100.408926704,0.564694322144,6.38706769001e-05,381.633419878,0.00014324009,0.00026925375,3.5697935e-05,143.24009,269.25374999999997,35.697935,False,88480,106329,88480.0,106329.0,0.001607501,0.001931653
sim_00181,181,0e859b748fdbc8454f66e58e101e333ac0479d42,102.025474754,0.424029390103,7.94734719352e-05,354.238131711,0.00017593614,0.00028988505,3.881103e-05,175.93614,289.88505,38.81103,False,96984,115599,96984.0,115599.0,0.00176194,0.002100003
sim_00182,182,0e859b748fdbc8454f66e58e101e333ac0479d42,102.449509144,0.918837420936,5.51471704636e-05,339.471112188,0.0001083639699999,0.0002728486,3.47056e-05,108.36396999990001,272.8486,34.705600000000004,False,54398,65334,54398.0,65334.0,0.0009885449,0.001187151
sim_00183,183,0e859b748fdbc8454f66e58e101e333ac0479d42,110.110895975,0.451651242475,8.6859144947e-05,349.969995372,0.00018268798,0.0003034945999999,3.87977e-05,182.68797999999998,303.4945999999,38.797700000000006,False,96675,115599,96675.0,115599.0,0.001756329,0.002100003
sim_00184,184,0e859b748fdbc8454f66e58e101e333ac0479d42,110.131967455,0.225166085115,5.63312318207e-05,326.092691949,0.0001830830599999,0.0002151016,5.471282e-05,183.0830599999,215.1016,54.712819999999994,False,100807,115599,100807.0,115599.0,0.001831369,0.002100003
sim_00185,185,0e859b748fdbc8454f66e58e101e333ac0479d42,118.139890353,0.847347819728,5.08934239386e-05,372.913421628,0.000113871955,0.000304289,4.257925e-05,113.871955,304.289,42.579249999999995,False,58956,70849,58956.0,70849.0,0.001071322,0.001287308
sim_00186,186,0e859b748fdbc8454f66e58e101e333ac0479d42,121.661876009,0.281641526906,7.16631028882e-05,330.429005364,0.0002019856,0.0002738307,5.480547e-05,201.9856,273.8307,54.80547,False,98975,115599,98975.0,115599.0,0.001798098,0.002100003
sim_00187,187,0e859b748fdbc8454f66e58e101e333ac0479d42,126.512169142,0.57236868357,7.44940442576e-05,386.738254947,0.00016475191,0.0003281825,4.279998e-05,164.75191,328.1825,42.799980000000005,False,87177,104903,87177.0,104903.0,0.001583837,0.001905756
sim_00188,188,0e859b748fdbc8454f66e58e101e333ac0479d42,128.682231034,0.601925389683,8.082715257e-05,394.322355105,0.000167303,0.0003307109,4.197075e-05,167.303,330.7109,41.970749999999995,False,82894,99750,82894.0,99750.0,0.001506055,0.001812173
sim_00189,189,0e859b748fdbc8454f66e58e101e333ac0479d42,129.569646497,0.287154347682,6.5197985882e-05,393.701994752,0.00019920185,0.0002766939999999,5.873213e-05,199.20185,276.6939999999,58.732130000000005,False,98841,115599,98841.0,115599.0,0.001795665,0.002100003
sim_00190,190,0e859b748fdbc8454f66e58e101e333ac0479d42,131.049819122,0.780196421599,5.30845028915e-05,389.742843455,0.00012458859,0.0003345659999999,4.676886e-05,124.58859,334.5659999999,46.768860000000004,False,63996,76950,63996.0,76950.0,0.001162852,0.001398107
sim_00191,191,0e859b748fdbc8454f66e58e101e333ac0479d42,132.12166853,0.788188085218,6.42596953306e-05,382.443068729,0.00013541631,0.0003459503,4.274621e-05,135.41631,345.95029999999997,42.746210000000005,False,63327,76169,63327.0,76169.0,0.001150703,0.001383923
sim_00192,192,0e859b748fdbc8454f66e58e101e333ac0479d42,134.93654729,0.343298656719,5.9412954069e-05,389.435734624,0.00018814419,0.0002998968,5.878432e-05,188.14419,299.89680000000004,58.78432,False,97845,115599,97845.0,115599.0,0.001777577,0.002100003
sim_00193,193,0e859b748fdbc8454f66e58e101e333ac0479d42,137.056736091,0.84145784316,6.02926393206e-05,342.992007776,0.00012756222,0.0003439081,4.283726e-05,127.56222,343.9081,42.83726,False,59315,71345,59315.0,71345.0,0.001077842,0.001296316
sim_00194,194,0e859b748fdbc8454f66e58e101e333ac0479d42,139.185905374,0.93275027917,8.26285474625e-05,371.150203889,0.000135709645,0.00036330855,3.484468e-05,135.709645,363.30854999999997,34.844680000000004,False,53507,64358,53507.0,64358.0,0.0009723636,0.001169426
sim_00195,195,0e859b748fdbc8454f66e58e101e333ac0479d42,140.314676599,0.596196399995,8.19973378232e-05,342.525649343,0.00017304619,0.0003486468999999,4.4544525e-05,173.04619,348.6468999999,44.544525,False,83644,100709,83644.0,100709.0,0.001519675,0.001829589
sim_00196,196,0e859b748fdbc8454f66e58e101e333ac0479d42,141.451666054,0.378275685755,6.85388508408e-05,315.145948826,0.00019154032,0.0003347715,6.230543e-05,191.54032,334.7715,62.305429999999994,False,97275,115599,97275.0,115599.0,0.001767225,0.002100003
sim_00197,197,0e859b748fdbc8454f66e58e101e333ac0479d42,145.199982561,0.253198682602,7.7513591008e-05,398.693210886,0.0002273124,0.0002749252,5.884488e-05,227.3124,274.92519999999996,58.84488,False,99449,115599,99449.0,115599.0,0.001806707,0.002100003
sim_00198,198,0e859b748fdbc8454f66e58e101e333ac0479d42,149.381043177,0.292260061908,7.79529508561e-05,384.444199936,0.0002260234,0.0003065243,6.271052e-05,226.0234,306.52430000000004,62.710519999999995,False,98515,115599,98515.0,115599.0,0.001789744,0.002100003
sim_00199,199,0e859b748fdbc8454f66e58e101e333ac0479d42,150.755371566,0.566215971452,6.88880703989e-05,365.237346809,0.00016763283,0.00036842745,5.2424895e-05,167.63282999999998,368.42744999999996,52.424895,False,88056,106043,88056.0,106043.0,0.001599801,0.001926459
sim_00200,200,0e859b748fdbc8454f66e58e101e333ac0479d42,155.08939981,0.967429278716,6.89242148544e-05,322.599938314,0.0001350750499999,0.0003780697999999,4.27637e-05,135.0750499999,378.0697999999,42.7637,False,51561,62050,51561.0,62050.0,0.0009370227,0.001127511
sim_00201,201,0e859b748fdbc8454f66e58e101e333ac0479d42,156.536166657,0.9922713524,8.48527663575e-05,399.457924021,0.000141259585,0.0004079838,3.879092e-05,141.259585,407.9838,38.79092,False,50261,60496,50261.0,60496.0,0.0009134136,0.001099289
sim_00202,202,0e859b748fdbc8454f66e58e101e333ac0479d42,162.201106716,0.908426857038,8.56302518524e-05,395.218711567,0.000151491825,0.0004117458499999,4.2755205e-05,151.491825,411.7458499999,42.755205000000004,False,54878,66083,54878.0,66083.0,0.0009972621,0.001200754
sim_00203,203,0e859b748fdbc8454f66e58e101e333ac0479d42,165.961555057,0.261983014715,5.47380727674e-05,307.441799119,0.0002007557099999,0.0002602944,6.672152e-05,200.75570999989998,260.29440000000005,66.72152,False,99383,115599,99383.0,115599.0,0.001805508,0.002100003
sim_00204,204,0e859b748fdbc8454f66e58e101e333ac0479d42,171.793878697,0.802872637148,7.56304072004e-05,389.149112673,0.000159232705,0.00041905935,5.0749825e-05,159.232705,419.05935,50.749825,False,62068,74775,62068.0,74775.0,0.001127838,0.001358607
sim_00205,205,0e859b748fdbc8454f66e58e101e333ac0479d42,178.179131994,0.674364285322,6.39772031663e-05,392.701744041,0.000159315025,0.0004163437,5.8966555e-05,159.315025,416.34369999999996,58.966555,False,73902,89031,73902.0,89031.0,0.001342753,0.001617508
