target,target_label,target_unit,grid_index,P,VX,predicted_mean,predictive_std,nearest_training_distance_standardized,inside_pairwise_convex_hull,within_observed_support,plot_value_masked_outside_support,reference_LS,reference_ST,model_configuration,training_sample_size,interpretive_fit_not_out_of_sample_evaluation
total_height,T0 total vertical melt-pool height,um,0,102.928146519,0.20359066256,82.6985477337504,34.11491316769219,0.866150585774488,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
total_height,T0 total vertical melt-pool height,um,1,114.48928749526667,0.20359066256,82.9701887174447,33.23861710783597,0.8437295921443767,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
total_height,T0 total vertical melt-pool height,um,2,126.05042847153334,0.20359066256,83.44235696122516,32.65939407705052,0.8358336513864021,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
total_height,T0 total vertical melt-pool height,um,3,137.61156944779998,0.20359066256,84.10996767124402,32.374502118941294,0.8428710705837024,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
total_height,T0 total vertical melt-pool height,um,4,149.17271042406668,0.20359066256,84.96265005436047,32.34421728539806,0.8644772242061032,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
total_height,T0 total vertical melt-pool height,um,5,160.73385140033332,0.20359066256,85.98617255053915,32.50030424908164,0.899603013235529,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
total_height,T0 total vertical melt-pool height,um,6,172.2949923766,0.20359066256,87.16475103725091,32.7614274357658,0.94674482960351,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
total_height,T0 total vertical melt-pool height,um,7,183.85613335286666,0.20359066256,88.4839140627507,33.0492619138822,1.004211852173981,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
total_height,T0 total vertical melt-pool height,um,8,195.41727432913333,0.20359066256,89.93359838120895,33.300560507176364,1.070342280029896,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
total_height,T0 total vertical melt-pool height,um,9,206.9784153054,0.20359066256,91.51128028389564,33.47363501620548,1.1436342201506902,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
total_height,T0 total vertical melt-pool height,um,10,218.53955628166668,0.20359066256,93.22508740447306,33.54995625894914,1.1372931325873135,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
