target,target_label,target_unit,varying_input,input_unit,profile,grid_index,input_value,predicted_mean,predictive_std,interval_lower_95,interval_upper_95,nearest_training_distance_standardized,support_distance_threshold,within_observed_support,reference_P,reference_VX,reference_LS,reference_ST,model_configuration,training_sample_size,interpretive_fit_not_out_of_sample_evaluation
width,T0 melt-pool width,um,P,W,median_reference,10,137.61156944779998,143.37864893935094,1.7054553071177587,140.03595653740012,146.72134134130175,0.3712198646083649,1.7564819764965023,True,265.691804896,0.6044809881385,56.179604265950005,335.460786154,matern32_learned_nugget,40,True
width,T0 melt-pool width,um,P,W,median_reference,11,141.07991174068,144.37887676119823,1.6563536367335907,141.1324236332004,147.62532988919605,0.3632879645034672,1.7564819764965023,True,265.691804896,0.6044809881385,56.179604265950005,335.460786154,matern32_learned_nugget,40,True
width,T0 melt-pool width,um,P,W,median_reference,12,144.54825403356,145.36864281762166,1.6146017583283125,142.20402337129818,148.53326226394515,0.35834186985327066,1.7564819764965023,True,265.691804896,0.6044809881385,56.179604265950005,335.460786154,matern32_learned_nugget,40,True
width,T0 melt-pool width,um,P,W,median_reference,13,148.01659632643998,146.3471507921497,1.5805288399930124,143.2493142657634,149.44498731853602,0.35650587581476223,1.7564819764965023,True,265.691804896,0.6044809881385,56.179604265950005,335.460786154,matern32_learned_nugget,40,True
width,T0 melt-pool width,um,P,W,median_reference,14,151.48493861932,147.31360312004117,1.5543094325963982,144.26715663215222,150.3600496079301,0.35782785882964635,1.7564819764965023,True,265.691804896,0.6044809881385,56.179604265950005,335.460786154,matern32_learned_nugget,40,True
width,T0 melt-pool width,um,P,W,median_reference,15,154.9532809122,148.2672059020534,1.5359292980014925,145.25678447797048,151.27762732613633,0.3622732489191195,1.7564819764965023,True,265.691804896,0.6044809881385,56.179604265950005,335.460786154,matern32_learned_nugget,40,True
width,T0 melt-pool width,um,P,W,median_reference,16,158.42162320507998,149.2071745619466,1.525175527530888,146.21783052798605,152.19651859590715,0.369729401689757,1.7564819764965023,True,265.691804896,0.6044809881385,56.179604265950005,335.460786154,matern32_learned_nugget,40,True
width,T0 melt-pool width,um,P,W,median_reference,17,161.88996549796,150.1327400794285,1.5216526856013364,147.15030081564987,153.1151793432071,0.3800191407402572,1.7564819764965023,True,265.691804896,0.6044809881385,56.179604265950005,335.460786154,matern32_learned_nugget,40,True
width,T0 melt-pool width,um,P,W,median_reference,18,165.35830779084,151.04315550134928,1.5248205067758451,148.05450730806862,154.03180369462993,0.392919912256566,1.7564819764965023,True,265.691804896,0.6044809881385,56.179604265950005,335.460786154,matern32_learned_nugget,40,True
width,T0 melt-pool width,um,P,W,median_reference,19,168.82665008371998,151.93770238345036,1.5340441934673368,148.93097576425438,154.94442900264633,0.4081842241318224,1.7564819764965023,True,265.691804896,0.6044809881385,56.179604265950005,335.460786154,matern32_learned_nugget,40,True
