experiment_name,partition,dataset_revision,P,VX,LS,ST,observed_depth_um,T0_depth_cv,T0_depth_valid_sample_count,T0_sample_count,flag_primary_window_unstable_week6_rule,flag_depth_bounding_box_ambiguity_candidate,recording_ends_before_90pct_domain,has_keyhole,keyhole_frame_count,keyhole_frames_before_T0,keyhole_frames_inside_T0,keyhole_frames_after_T0,keyhole_overlaps_T0,keyhole_timing_relative_to_T0,G3_persistent_depth_um,R3_persistent_depth_width_ratio,G3_event_row_index,max_depth_um,max_depth_minus_G3_um,max_depth_over_G3,max_depth_relative_to_T0,T0_start_row_index,T0_end_row_index,T0_start_time_s,T0_end_time_s,prediction__matern32_no_nugget,residual__matern32_no_nugget,absolute_residual__matern32_no_nugget,squared_error__matern32_no_nugget,residual_rank__matern32_no_nugget,prediction__matern32_learned_nugget,residual__matern32_learned_nugget,absolute_residual__matern32_learned_nugget,squared_error__matern32_learned_nugget,residual_rank__matern32_learned_nugget,prediction__matern52_no_nugget,residual__matern52_no_nugget,absolute_residual__matern52_no_nugget,squared_error__matern52_no_nugget,residual_rank__matern52_no_nugget,top20_configuration_count,consensus_mean_residual_rank,consensus_max_residual_rank,consensus_hard_case,mean_absolute_residual_across_models,keyhole_segment_count,maximum_keyhole_segment_frames,keyhole_transient_by_sequence,keyhole_persistent_to_last_physical_frame,repeated_keyhole_episodes
P-233p106311211_VX-0p310101846937_LS-6p6327379673e-05_ST-336p786172861_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p55565684328e-05_H-add9572a86,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,233.106311211,0.310101846937,66.32737967300001,336.786172861,82.64645,0.0014265891682181,17625.0,17625.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,82.59051000000001,0.3580815927193547,106720.0,82.84798,0.2574699999999978,1.0031174283825102,inside_T0,97975.0,115599.0,0.001779938,0.002100003,51.33663407921034,31.30981592078966,31.30981592078966,980.3045729937336,21,52.99319087540739,29.65325912459261,29.65325912459261,879.3157767102348,20,48.23266075544476,34.41378924455525,34.41378924455525,1184.3088901686665,14,2,18.333333333333332,21.0,True,31.792288096645837,0,0,False,False,False
P-233p11801175_VX-0p947725383123_LS-6p63357513021e-05_ST-310p062780041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p09020934642e-06_H-1d842653b1,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,233.11801175,0.947725383123,66.3357513021,310.062780041,58.74257,0.0130336243331395,10809.0,10809.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,58.91176000000001,0.4118446053684531,53530.0,59.03615,0.1243899999999911,1.0021114629744552,before_T0,52533.0,63341.0,0.000954675,0.001150957,62.03825304736516,-3.29568304736516,3.29568304736516,10.861526748690103,105,62.47898623232784,-3.7364162323278407,3.7364162323278407,13.960806261202976,91,63.07648133428268,-4.333911334282682,4.333911334282682,18.782787453423897,104,0,100.0,105.0,False,3.7886702046585605,0,0,False,False,False
P-233p918914285_VX-0p55009860706_LS-6p76633993968e-05_ST-363p156889773_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76955611431e-06_H-9f078c62f6,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,233.918914285,0.55009860706,67.66339939679999,363.156889773,73.72658,0.0507382954663923,18697.0,18697.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,82.49965,0.432404073021801,63724.0,82.8999,0.4002499999999998,1.004851535733788,before_T0,90455.0,109151.0,0.001643369,0.001982903,70.20011216950266,3.5264678304973387,3.5264678304973387,12.435975359532607,99,71.55300510300883,2.1735748969911697,2.1735748969911697,4.724427832830174,123,68.18271779584529,5.543862204154706,5.543862204154706,30.73440813865508,86,0,102.66666666666667,123.0,False,3.7479683105477384,0,0,False,False,False
P-236p369825033_VX-0p606859942193_LS-6p45901770765e-05_ST-328p218563755_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p94931460723e-06_H-0e4c2fc094,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,236.369825033,0.606859942193,64.5901770765,328.218563755,71.80616500000001,0.0553392986941209,16924.0,16924.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,78.72644,0.4503745811725081,67242.0,79.34149000000001,0.6150500000000108,1.0078124960305586,before_T0,82016.0,98939.0,0.00149011,0.001797445,72.33583208861943,-0.5296670886194192,0.5296670886194192,0.2805472247665717,150,73.26692166013709,-1.4607566601370792,1.4607566601370792,2.1338100201348342,136,70.89642019762034,0.909744802379663,0.909744802379663,0.8276356054568121,150,0,145.33333333333334,150.0,False,0.9667228503787205,0,0,False,False,False
P-238p364831187_VX-0p683428278389_LS-5p30391716287e-05_ST-377p396343519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p05870792234e-06_H-1d842653b1,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,238.364831187,0.683428278389,53.0391716287,377.396343519,70.6435,0.0423100893586988,14945.0,14945.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,78.69363,0.4956832843215425,41125.0,88.90671,10.213080000000003,1.1297828045294136,after_T0,72906.0,87850.0,0.001324665,0.00159606,90.59096120074472,-19.947461200744712,19.947461200744712,397.90120835521566,30,91.1498594942799,-20.50635949427989,20.50635949427989,420.51077970864304,30,92.1312887342355,-21.48778873423549,21.48778873423549,461.7250646871378,32,0,30.666666666666668,32.0,False,20.6472031430867,0,0,False,False,False
P-240p986949999_VX-0p621810109213_LS-6p5255993688e-05_ST-389p31118835_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p75818940789e-06_H-377b770359,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,240.986949999,0.621810109213,65.255993688,389.31118835,73.696965,0.0433113396043092,16526.0,16526.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,78.76384499999999,0.4500697852405952,53720.0,78.99126,0.2274150000000077,1.002887301908636,before_T0,80034.0,96559.0,0.001454115,0.001754222,77.61143910595705,-3.9144741059570407,3.9144741059570407,15.323107526208172,93,77.09995376217958,-3.402988762179575,3.402988762179575,11.580332515520476,95,77.72676604945235,-4.029801049452345,4.029801049452345,16.239296498167224,109,0,99.0,109.0,False,3.782421305862987,0,0,False,False,False
P-241p526098173_VX-0p390351171714_LS-7p60309896784e-05_ST-322p459160533_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23584119956e-05_H-0e4c2fc094,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,241.526098173,0.390351171714,76.0309896784,322.459160533,90.41496,0.020650370861078,18853.0,18853.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,90.367865,0.3899837704919123,108545.0,94.03579,3.6679249999999968,1.0405888199306246,inside_T0,96747.0,115599.0,0.001757636,0.002100003,80.0369097178803,10.378050282119688,10.378050282119688,107.70392765820452,49,79.79321711862109,10.621742881378909,10.621742881378909,112.82142183812348,48,79.80574634443408,10.60921365556591,10.60921365556591,112.55541438944616,55,0,50.666666666666664,55.0,False,10.536335606354834,0,0,False,False,False
P-242p307622127_VX-0p748861384084_LS-6p09484851001e-05_ST-306p16946129_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p44194066558e-06_H-1d842653b1,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,242.307622127,0.748861384084,60.9484851001,306.16946129,66.783195,0.0362461116542503,13684.0,13684.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,70.52078,0.4428615713734666,70274.0,70.81725,0.2964699999999993,1.0042040090878177,after_T0,66488.0,80171.0,0.001208109,0.001456603,66.88109491980694,-0.0978999198069345,0.0978999198069345,0.0095843942982042,161,66.69667673794217,0.0865182620578366,0.0865182620578366,0.0074854096695084,162,66.9700891293187,-0.1868941293186878,0.1868941293186878,0.0349294155737904,162,0,161.66666666666666,162.0,False,0.12377077039448629,0,0,False,False,False
P-243p042265843_VX-0p642372627708_LS-5p19118052277e-05_ST-314p809567363_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p50984770355e-06_H-ac0fcec187,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,243.042265843,0.642372627708,51.9118052277,314.809567363,74.52087,0.0631787406843868,15898.0,15898.0,False,False,False,True,4,4.0,0.0,0.0,False,before_T0,106.33515,0.6704335279037741,37678.0,112.2186,5.8834500000000105,1.0553293055024608,before_T0,77570.0,93467.0,0.001409367,0.001698069,95.6153422031766,-21.094472203176608,21.094472203176608,444.9767575305906,26,95.32136986878304,-20.80049986878305,20.80049986878305,432.6607947912436,29,95.62945781437034,-21.10858781437034,21.10858781437034,445.572479516984,33,0,29.333333333333332,33.0,False,21.001186628776665,2,3,True,False,True
P-250p363893775_VX-0p962117015407_LS-8p16921850603e-05_ST-395p976068127_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01406848207e-06_H-0f2c16c7e5,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,250.363893775,0.962117015407,81.6921850603,395.976068127,58.73985,0.0039862702472311,10707.0,10707.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,58.95107,0.3536578897224335,59199.0,59.06488,0.1138100000000008,1.001930584126802,inside_T0,51687.0,62393.0,0.0009393109,0.00113374,63.20068999632108,-4.460839996321084,4.460839996321084,19.89909347277789,83,60.7674036208645,-2.027553620864502,2.027553620864502,4.1109736854807535,125,68.29638176455137,-9.556531764551371,9.556531764551371,91.32729936687936,58,0,88.66666666666667,125.0,False,5.348308460578987,0,0,False,False,False
P-250p760727959_VX-0p576945875618_LS-7p55521762294e-05_ST-375p926323236_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p36147861851e-06_H-a88ac79600,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,250.760727959,0.576945875618,75.55217622939999,375.926323236,74.81853,0.0439440061973759,17897.0,17897.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,78.81882,0.3961323769760013,87851.0,79.12313,0.3043100000000009,1.0038608799269009,before_T0,86174.0,104070.0,0.001565622,0.001890628,78.11231540704568,-3.2937854070456893,3.2937854070456893,10.849022307667138,106,77.58444831760094,-2.765918317600949,2.765918317600949,7.650304139640466,106,79.11445054466682,-4.295920544666828,4.295920544666828,18.454933326090536,106,0,106.0,106.0,False,3.4518747564378223,0,0,False,False,False
P-251p6022239_VX-0p703685008905_LS-6p09329521029e-05_ST-391p344263507_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p85551140349e-06_H-0e4c2fc094,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,251.6022239,0.703685008905,60.9329521029,391.344263507,74.06815,0.0390296295048229,14580.0,14580.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,74.78089,0.4483486201012191,57621.0,87.78929000000001,13.008400000000009,1.173953532780902,after_T0,70741.0,85320.0,0.001285347,0.001550113,69.77001368652891,4.29813631347109,4.29813631347109,18.473975769178857,87,69.2965439553077,4.771606044692305,4.771606044692305,22.768224245744147,81,70.36167627446432,3.706473725535688,3.706473725535688,13.7379474780864,114,0,94.0,114.0,False,4.258738694566361,0,0,False,False,False
P-252p710023356_VX-0p579349155213_LS-8p35702038612e-05_ST-362p250166341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32679319476e-06_H-1d842653b1,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,252.710023356,0.579349155213,83.5702038612,362.250166341,74.93073000000001,0.0553202056698568,17876.0,17876.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,82.73796,0.3981977642149991,70612.0,82.97400999999999,0.2360499999999916,1.0028529830805593,before_T0,85764.0,103639.0,0.001558176,0.0018828,78.32014288841563,-3.3894128884156203,3.3894128884156203,11.488119728157915,102,77.31999871196697,-2.389268711966963,2.389268711966963,5.708604977984271,119,80.32413801394229,-5.3934080139422775,5.3934080139422775,29.088850004856784,88,0,103.0,119.0,False,3.7240298714416205,0,0,False,False,False
P-255p411547814_VX-0p885409904065_LS-6p83114026847e-05_ST-348p701073765_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p44846017745e-06_H-89021150a8,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,255.411547814,0.885409904065,68.3114026847,348.701073765,62.73396,0.0092010362703609,11606.0,11606.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,62.893330000000006,0.3956054022922735,35213.0,63.22623,0.332899999999988,1.005293089108177,before_T0,56196.0,67801.0,0.001021198,0.001231954,65.78043811362909,-3.0464781136290853,3.0464781136290853,9.281028896821027,111,65.34572625686741,-2.611766256867405,2.611766256867405,6.821322980511176,112,66.42069325489743,-3.686733254897426,3.686733254897426,13.59200209276657,115,0,112.66666666666667,115.0,False,3.1149925417979722,0,0,False,False,False
P-255p66284442_VX-0p61175678634_LS-8p38548151022e-05_ST-392p782565278_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p88568383831e-06_H-1d842653b1,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,255.66284442,0.61175678634,83.85481510219999,392.782565278,74.73689999999999,0.0479894205020248,16930.0,16930.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,78.84478,0.3812132442028681,72981.0,79.07471000000001,0.2299300000000101,1.002916236179491,before_T0,81218.0,98147.0,0.001475617,0.001783061,72.83760653640745,1.8992934635925425,1.8992934635925425,3.607315660845356,128,73.69036934194217,1.0465306580578186,1.0465306580578186,1.095226418254931,142,72.1383915258246,2.598508474175389,2.598508474175389,6.752246290361311,127,0,132.33333333333334,142.0,False,1.84811086527525,0,0,False,False,False
P-256p84590034_VX-0p686841697171_LS-8p87652204691e-05_ST-323p817390946_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0236280396e-06_H-27614c4053,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,256.84590034,0.686841697171,88.7652204691,323.817390946,70.67384,0.0293103449014266,15082.0,15082.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,70.81400000000001,0.3558243057219977,72326.0,70.98262,0.16861999999999,1.0023811675657357,inside_T0,72332.0,87413.0,0.001314241,0.001588123,70.76699203665865,-0.0931520366586511,0.0931520366586511,0.0086773019336546,162,71.04226697076408,-0.3684269707640766,0.3684269707640766,0.1357384327863937,153,70.61532260337476,0.0585173966252341,0.0585173966252341,0.0034242857077949,164,0,159.66666666666666,164.0,False,0.1733654680159873,0,0,False,False,False
P-258p098094226_VX-0p965907163653_LS-4p72561688305e-05_ST-378p378118453_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99439364832e-06_H-985b11a49e,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,258.098094226,0.965907163653,47.2561688305,378.378118453,62.57683,0.0148179822006772,10535.0,10535.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,62.8159,0.4957113851658958,45827.0,74.19824,11.38234,1.1812015747605304,after_T0,51614.0,62148.0,0.0009379852,0.001129291,64.55979576885657,-1.9829657688565727,1.9829657688565727,3.93215324045694,127,62.30777425019998,0.2690557498000245,0.2690557498000245,0.0723909965004534,158,68.66267857136344,-6.085848571363442,6.085848571363442,37.03755283356645,80,0,121.66666666666667,158.0,False,2.77929003000668,0,0,False,False,False
P-260p125654688_VX-0p378472963537_LS-6p21275317791e-05_ST-359p026868384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p27462753427e-05_H-0602c4a780,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,260.125654688,0.378472963537,62.1275317791,359.026868384,86.700545,0.001062534851349,18604.0,18604.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,86.74683,0.404300277913581,107141.0,86.94682999999999,0.1999999999999886,1.0023055597535957,inside_T0,96996.0,115599.0,0.001762158,0.002100003,133.22301771917267,-46.52247271917267,46.52247271917267,2164.340467906165,9,130.51714600353534,-43.81660100353534,43.81660100353534,1919.8945235030144,11,137.34608363691905,-50.64553863691904,50.64553863691904,2564.97058382366,7,3,9.0,11.0,True,46.99487078654235,0,0,False,False,False
P-261p886347681_VX-0p412060740992_LS-8p23359668267e-05_ST-378p690023731_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17073045867e-05_H-0e4c2fc094,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,261.886347681,0.412060740992,82.3359668267,378.690023731,94.62022,0.0034520113093922,19181.0,19181.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,94.70366,0.3930719845454672,107040.0,94.94726,0.2436000000000007,1.0025722342726775,inside_T0,96419.0,115599.0,0.001751679,0.002100003,89.70915189189462,4.911068108105383,4.911068108105383,24.118589962449786,80,88.41851819015187,6.201701809848132,6.201701809848132,38.46110533827359,66,92.0191699458406,2.6010500541594155,2.6010500541594155,6.765461384242698,126,0,90.66666666666667,126.0,False,4.5712733240376435,0,0,False,False,False
P-263p723264659_VX-0p501861307944_LS-7p03164616445e-05_ST-399p080626763_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p61245771821e-06_H-1d842653b1,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,263.723264659,0.501861307944,70.3164616445,399.080626763,83.64314999999999,0.0774684475883898,19768.0,19768.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,98.29212,0.4745589867701366,88794.0,98.55861,0.2664900000000045,1.0027112041128017,before_T0,95832.0,115599.0,0.001741019,0.002100003,86.52091905211242,-2.877769052112427,2.877769052112427,8.281554717296057,113,87.01140698176522,-3.368256981765228,3.368256981765228,11.345155095210202,96,85.92882040951332,-2.2856704095133296,2.2856704095133296,5.224289220924832,130,0,113.0,130.0,False,2.8438988144636617,0,0,False,False,False
P-264p370573209_VX-0p395776293281_LS-4p78236029631e-05_ST-378p311267492_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21890085003e-05_H-985b11a49e,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,264.370573209,0.395776293281,47.8236029631,378.311267492,214.1457,0.1133934579618782,18595.0,18595.0,False,False,True,True,109,80.0,29.0,0.0,True,spans_multiple_T0_regions,298.9531,1.6457550012620834,51931.0,302.1039,3.150800000000004,1.010539445819428,before_T0,97005.0,115599.0,0.001762322,0.002100003,182.3995175327844,31.746182467215675,31.746182467215675,1007.820101241752,20,180.59421973765524,33.55148026234477,33.55148026234477,1125.7018277945106,17,187.18104032234447,26.964659677655533,26.964659677655533,727.0928715317822,21,2,19.333333333333332,21.0,True,30.754107469071993,1,109,False,True,False
P-265p432977562_VX-0p293015283246_LS-7p41925746724e-05_ST-326p902943993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64637166689e-05_H-1d842653b1,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,265.432977562,0.293015283246,74.1925746724,326.902943993,82.732785,0.0009177955968412,17534.0,17534.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,86.31229,0.3500964819214293,75952.0,86.50816,0.1958699999999993,1.0022693176139803,before_T0,98066.0,115599.0,0.00178159,0.002100003,88.43811827741091,-5.705333277410901,5.705333277410901,32.550827806332215,76,87.02147709289663,-4.288692092896625,4.288692092896625,18.39287986767404,83,90.4724074949763,-7.739622494976288,7.739622494976288,59.90175636474299,69,0,76.0,83.0,False,5.911215955094605,0,0,False,False,False
P-267p46239641_VX-0p483361678819_LS-7p67845272617e-05_ST-366p829607628_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p98035387249e-06_H-1d842653b1,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,267.46239641,0.483361678819,76.7845272617,366.829607628,86.919805,0.0503370824198295,19704.0,19704.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,90.78383,0.4095547783980007,88894.0,90.95953,0.1756999999999919,1.0019353666836923,before_T0,95896.0,115599.0,0.001742181,0.002100003,80.32938758099229,6.590417419007707,6.590417419007707,43.43360175676021,68,80.74327589405763,6.176529105942365,6.176529105942365,38.14951179655319,67,78.67552708844605,8.24427791155395,8.24427791155395,67.96811828293637,64,0,66.33333333333333,68.0,False,7.003741478834674,0,0,False,False,False
P-267p660345133_VX-0p739236683111_LS-7p20061497304e-05_ST-322p433694738_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p52581333317e-06_H-0e4c2fc094,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,267.660345133,0.739236683111,72.0061497304,322.433694738,70.684565,0.0258166649887244,13948.0,13948.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,74.32635,0.4160950830688785,66633.0,74.50152,0.1751699999999942,1.0023567684946186,before_T0,67268.0,81215.0,0.001222274,0.001475563,69.28101763368751,1.4035473663124949,1.4035473663124949,1.96994520948274,135,68.72012189951573,1.9644431004842744,1.9644431004842744,3.859036695040269,128,69.98357297745197,0.7009920225480357,0.7009920225480357,0.4913898156759858,154,0,139.0,154.0,False,1.3563274964482683,0,0,False,False,False
P-270p660461155_VX-0p506275452772_LS-4p55363433165e-05_ST-392p157982605_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p52864804446e-06_H-b5aba20bdc,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,270.660461155,0.506275452772,45.5363433165,392.157982605,171.73115,0.075814768048402,19542.0,19542.0,False,False,True,True,154,116.0,38.0,0.0,True,spans_multiple_T0_regions,298.0861,1.789934840187648,42479.0,301.73389999999995,3.647799999999961,1.0122374038910231,before_T0,96058.0,115599.0,0.001745123,0.002100003,182.05847077072656,-10.327320770726544,10.327320770726544,106.6535543014799,51,184.35702750977924,-12.62587750977923,12.62587750977923,159.41278289194895,46,176.34910750596308,-4.617957505963062,4.617957505963062,21.325531526880585,101,0,66.0,101.0,False,9.190385262156278,1,154,False,True,False
P-273p06384474_VX-0p951903552318_LS-4p77154604482e-05_ST-314p535783501_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06786700319e-06_H-b5afaa2141,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,273.06384474,0.951903552318,47.7154604482,314.535783501,62.75334,0.003694367503326,10701.0,10701.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,66.855155,0.5212473883592558,26298.0,77.25837,10.403215000000005,1.1556082698484509,after_T0,52363.0,63063.0,0.0009515876,0.001145908,62.39205935978038,0.3612806402196185,0.3612806402196185,0.1305237009974974,155,62.36705746806064,0.386282531939365,0.386282531939365,0.1492141944814865,150,62.501340179516525,0.2519998204834763,0.2519998204834763,0.0635039095237043,161,0,155.33333333333334,161.0,False,0.3331876642141533,0,0,False,False,False
P-273p444240295_VX-0p704920639812_LS-6p35261824567e-05_ST-347p093922324_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84349461565e-06_H-1d842653b1,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,273.444240295,0.704920639812,63.526182456700006,347.093922324,74.596735,0.0353184666301476,14592.0,14592.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,78.29888,0.4569925174814077,71752.0,88.74047,10.441590000000003,1.1333555473590426,after_T0,70580.0,85171.0,0.001282423,0.001547407,71.34411123159272,3.2526237684072754,3.2526237684072754,10.579561378807943,107,72.00430975828203,2.5924252417179616,2.5924252417179616,6.720668633896432,114,70.7255925000073,3.871142499992701,3.871142499992701,14.985744255249736,110,0,110.33333333333333,114.0,False,3.2387305033726457,0,0,False,False,False
P-277p972333632_VX-0p331196372511_LS-4p5620211888e-05_ST-324p411035281_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4565741063e-05_H-0e4c2fc094,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,277.972333632,0.331196372511,45.620211888,324.411035281,107.6205,0.2264121303938497,17697.0,17697.0,True,False,True,True,84,61.0,23.0,0.0,True,spans_multiple_T0_regions,300.0465,1.5942627038911477,69160.0,301.7815,1.7350000000000136,1.0057824370555897,before_T0,97903.0,115599.0,0.00177863,0.002100003,175.94543570257542,-68.32493570257542,68.32493570257542,4668.2968387610645,3,171.88480842614086,-64.26430842614086,64.26430842614086,4129.901337490159,5,181.7512976676304,-74.1307976676304,74.1307976676304,5495.375162839157,3,3,3.6666666666666665,5.0,True,68.90668059878222,1,84,False,True,False
P-279p19481345_VX-0p961152667742_LS-7p84955743249e-05_ST-372p579911887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01909921797e-06_H-6ea4fcc339,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,279.19481345,0.961152667742,78.4955743249,372.579911887,62.69445,0.0021293858948679,10739.0,10739.0,False,False,False,False,0,0.0,0.0,0.0,False,no_Keyhole,62.79223,0.3752461861692899,61553.0,62.93174,0.1395100000000013,1.0022217717064674,before_T0,51718.0,62456.0,0.0009398739,0.001134885,59.85843258955351,2.8360174104464946,2.8360174104464946,8.042994752355641,114,60.4730571992634,2.221392800736602,2.221392800736602,4.934585975164405,122,59.16766299660212,3.526787003397885,3.526787003397885,12.438226567336237,116,0,117.33333333333333,122.0,False,2.861399071526994,0,0,False,False,False
P-282p804328276_VX-0p543976889672_LS-5p22197252327e-05_ST-303p777238342_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p8682454983e-06_H-cfd320609e,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,282.804328276,0.543976889672,52.2197252327,303.777238342,146.44625,0.1497955716532603,18830.0,18830.0,False,False,False,True,165,115.0,39.0,11.0,True,spans_multiple_T0_regions,184.30785,1.0762859213922469,48647.0,197.1042,12.79634999999999,1.0694292185601426,before_T0,91551.0,110380.0,0.001663273,0.002005222,142.71312087446725,3.7331291255327415,3.7331291255327415,13.93625306790085,96,145.511442187724,0.9348078122759772,0.9348078122759772,0.8738656458921988,145,141.08578168032716,5.360468319672833,5.360468319672833,28.734620606216087,90,0,110.33333333333333,145.0,False,3.3428017524938505,1,165,False,True,False
P-287p102038097_VX-0p362628106341_LS-6p67475186474e-05_ST-334p763632341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33032175903e-05_H-c5f6eebf67,new-data,d69dac5bda8b622bc0de316b112815c6056c06ec,287.102038097,0.362628106341,66.7475186474,334.763632341,90.68274,0.0010802480613251,18524.0,18524.0,False,False,True,False,0,0.0,0.0,0.0,False,no_Keyhole,98.36166,0.4280341108651003,68137.0,98.64497,0.2833100000000002,1.0028802889255837,before_T0,97076.0,115599.0,0.001763611,0.002100003,104.9512230243387,-14.268483024338709,14.268483024338709,203.58960781584184,41,104.56992874766055,-13.887188747660574,13.887188747660574,192.85401131315044,41,104.89413866305571,-14.211398663055732,14.211398663055732,201.96385196030224,44,0,42.0,44.0,False,14.122356811685004,0,0,False,False,False
