target,target_label,target_unit,grid_index,P,VX,predicted_mean,predictive_std,nearest_training_distance_standardized,inside_pairwise_convex_hull,within_observed_support,plot_value_masked_outside_support,reference_LS,reference_ST,model_configuration,training_sample_size,interpretive_fit_not_out_of_sample_evaluation
depth,T0 penetration depth,um,519,368.83438897313334,0.622970311792,153.51580185638136,27.72815725866013,0.9942200125550296,True,True,153.51580185638136,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,520,380.3955299494,0.622970311792,161.50866801307342,28.65290003154197,1.0795988181442953,True,True,161.50866801307342,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,521,391.9566709256667,0.622970311792,168.96400737378133,29.56356501025992,1.0824421745773734,True,True,168.96400737378133,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,522,403.5178119019333,0.622970311792,175.67740691361894,30.47228742567973,1.0440700407789691,True,True,175.67740691361894,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,523,415.0789528782,0.622970311792,181.4736654829162,31.398625917734705,1.0166409983410003,True,True,181.4736654829162,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,524,426.64009385446667,0.622970311792,186.2207606639938,32.36476200017332,1.0010549783456224,True,True,186.2207606639938,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,525,438.20123483073337,0.622970311792,189.8404011061026,33.3907204096771,0.9978670755869767,True,True,189.8404011061026,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,526,449.762375807,0.622970311792,192.31235948146477,34.49030744363123,1.0071950218888284,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,527,102.928146519,0.649181539869,46.230691299351996,18.309893902575766,0.4818044880936899,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,528,114.48928749526667,0.649181539869,47.53461464765562,15.37703949456882,0.38244659555366667,True,True,47.53461464765562,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,529,126.05042847153334,0.649181539869,49.274214791925644,12.4698399563852,0.2923537461041655,True,True,49.274214791925644,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,530,137.61156944779998,0.649181539869,51.39195870713557,9.964904137480685,0.2230504606112022,True,True,51.39195870713557,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,531,149.17271042406668,0.649181539869,53.81273598335272,8.735365284271689,0.19775688054725613,True,True,53.81273598335272,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,532,160.73385140033332,0.649181539869,56.45818744655647,9.349246295497727,0.23138612822698704,True,True,56.45818744655647,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,533,172.2949923766,0.649181539869,59.259556346360064,11.03467854091288,0.30503569885367726,True,True,59.259556346360064,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,534,183.85613335286666,0.649181539869,62.16140178320818,12.91355738728725,0.3970258121603791,True,True,62.16140178320818,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,535,195.41727432913333,0.649181539869,65.125897270912,14.686368234856475,0.497280297392977,True,True,65.125897270912,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,536,206.9784153054,0.649181539869,68.14133225344358,16.340719923133967,0.5181365130321396,True,True,68.14133225344358,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,537,218.53955628166668,0.649181539869,71.22946975986846,17.899253426077532,0.5381133929315876,True,True,71.22946975986846,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,538,230.10069725793335,0.649181539869,74.44632550364597,19.33061971616303,0.5794325516181908,True,True,74.44632550364597,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,539,241.6618382342,0.649181539869,77.87509080040928,20.567375838472508,0.6379605166500283,True,True,77.87509080040928,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,540,253.22297921046666,0.649181539869,81.61450566074481,21.55751557538032,0.7094509429419039,True,True,81.61450566074481,56.179604265950005,335.460786154,matern32_no_nugget,40,True
