experiment_name,P,VX,LS,ST,observed_depth_um,primary_absolute_depth_error_um,primary_depth_error_rank,nearest_neighbor_distance_standardized,median_3nn_distance_standardized,median_5nn_distance_standardized,local_5nn_depth_std_um,local_5nn_depth_range_um,consensus_hard_case
P-255p411547814_VX-0p885409904065_LS-6p83114026847e-05_ST-348p701073765_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p44846017745e-06_H-89021150a8,255.411547814,0.885409904065,68.3114026847,348.701073765,62.73396,2.611766256867405,112,0.49864306227329774,0.7012235486115108,0.7666344207143825,8.965278128768514,23.724640000000008,False
P-255p66284442_VX-0p61175678634_LS-8p38548151022e-05_ST-392p782565278_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p88568383831e-06_H-1d842653b1,255.66284442,0.61175678634,83.85481510219999,392.782565278,74.73689999999999,1.0465306580578186,142,0.7937075295297592,0.8961646975003708,0.9141056157280558,8.525133311842987,19.801690000000008,False
P-256p84590034_VX-0p686841697171_LS-8p87652204691e-05_ST-323p817390946_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0236280396e-06_H-27614c4053,256.84590034,0.686841697171,88.7652204691,323.817390946,70.67384,0.3684269707640766,153,0.5778102747803195,0.8212089629978181,0.8633159690074167,7.457971987119221,19.892315000000004,False
P-258p098094226_VX-0p965907163653_LS-4p72561688305e-05_ST-378p378118453_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99439364832e-06_H-985b11a49e,258.098094226,0.965907163653,47.2561688305,378.378118453,62.57683,0.2690557498000245,158,0.9389372537207815,1.0183693524181228,1.2106337500412765,9.12259275331032,24.145809999999997,False
P-260p125654688_VX-0p378472963537_LS-6p21275317791e-05_ST-359p026868384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p27462753427e-05_H-0602c4a780,260.125654688,0.378472963537,62.1275317791,359.026868384,86.700545,43.81660100353534,11,0.7349079463685984,0.7784845157311139,0.8830611787319808,69.4195994086569,163.26897000000002,True
P-261p886347681_VX-0p412060740992_LS-8p23359668267e-05_ST-378p690023731_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17073045867e-05_H-0e4c2fc094,261.886347681,0.412060740992,82.3359668267,378.690023731,94.62022,6.201701809848132,66,0.6243645812702336,0.6518861416291983,0.8734609904449465,5.26291923157362,12.273194999999987,False
P-263p723264659_VX-0p501861307944_LS-7p03164616445e-05_ST-399p080626763_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p61245771821e-06_H-1d842653b1,263.723264659,0.501861307944,70.3164616445,399.080626763,83.64314999999999,3.368256981765228,96,0.7435472284393503,0.9053869599241421,0.9116398614945571,5.213256112981359,12.645034999999993,False
P-264p370573209_VX-0p395776293281_LS-4p78236029631e-05_ST-378p311267492_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21890085003e-05_H-985b11a49e,264.370573209,0.395776293281,47.8236029631,378.311267492,214.1457,33.55148026234477,17,0.6933356836960799,1.0042901530726276,1.0155191570489646,72.70348847785762,162.28499,True
P-265p432977562_VX-0p293015283246_LS-7p41925746724e-05_ST-326p902943993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64637166689e-05_H-1d842653b1,265.432977562,0.293015283246,74.1925746724,326.902943993,82.732785,4.288692092896625,83,0.5312678175404798,0.6682933203747277,0.6912186915355056,6.598154513187379,15.945409999999995,False
P-267p46239641_VX-0p483361678819_LS-7p67845272617e-05_ST-366p829607628_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p98035387249e-06_H-1d842653b1,267.46239641,0.483361678819,76.7845272617,366.829607628,86.919805,6.176529105942365,67,0.5477625827541268,0.6243645812702336,0.6522044047907541,8.983453775834215,20.893640000000005,False
P-267p660345133_VX-0p739236683111_LS-7p20061497304e-05_ST-322p433694738_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p52581333317e-06_H-0e4c2fc094,267.660345133,0.739236683111,72.0061497304,322.433694738,70.684565,1.9644431004842744,128,0.6316292804001252,0.6921671848732432,0.8476821094592911,3.6257693360227017,7.774394999999998,False
P-270p660461155_VX-0p506275452772_LS-4p55363433165e-05_ST-392p157982605_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p52864804446e-06_H-b5aba20bdc,270.660461155,0.506275452772,45.5363433165,392.157982605,171.73115,12.62587750977923,46,0.6933356836960799,1.0110372746246699,1.1000545252125966,83.37499834523537,228.25400000000002,False
P-273p06384474_VX-0p951903552318_LS-4p77154604482e-05_ST-314p535783501_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06786700319e-06_H-b5afaa2141,273.06384474,0.951903552318,47.7154604482,314.535783501,62.75334,0.386282531939365,150,0.8764033658600912,0.9661612650736839,1.1928548297416295,12.328321009329294,31.735650000000007,False
P-273p444240295_VX-0p704920639812_LS-6p35261824567e-05_ST-347p093922324_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84349461565e-06_H-1d842653b1,273.444240295,0.704920639812,63.526182456700006,347.093922324,74.596735,2.5924252417179616,114,0.5911479958841751,0.7027523886002268,0.8490902230550726,9.74303369193125,23.967295,False
P-277p972333632_VX-0p331196372511_LS-4p5620211888e-05_ST-324p411035281_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4565741063e-05_H-0e4c2fc094,277.972333632,0.331196372511,45.620211888,324.411035281,107.6205,64.26430842614086,5,0.9331745132871213,0.9882444945707926,1.0630178043263483,77.14218764992292,176.96868,True
P-279p19481345_VX-0p961152667742_LS-7p84955743249e-05_ST-372p579911887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01909921797e-06_H-6ea4fcc339,279.19481345,0.961152667742,78.4955743249,372.579911887,62.69445,2.221392800736602,122,0.3207690479248648,0.8494878241452957,0.9953847078487376,6.545755405855,15.90426999999999,False
P-282p804328276_VX-0p543976889672_LS-5p22197252327e-05_ST-303p777238342_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p8682454983e-06_H-cfd320609e,282.804328276,0.543976889672,52.2197252327,303.777238342,146.44625,0.9348078122759772,145,0.6944363019834596,0.749808553851731,0.9102853667829901,61.25745976471257,145.23028,False
P-287p102038097_VX-0p362628106341_LS-6p67475186474e-05_ST-334p763632341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33032175903e-05_H-c5f6eebf67,287.102038097,0.362628106341,66.7475186474,334.763632341,90.68274,13.887188747660574,41,0.5877930133025657,0.6682933203747277,0.8662002159843767,52.74351310503461,120.69605,False
P-292p980726174_VX-0p558994342483_LS-6p4603431573e-05_ST-342p453415035_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p62999897564e-06_H-0e4c2fc094,292.980726174,0.558994342483,64.603431573,342.453415035,86.701255,23.654537652466445,25,0.7027523886002268,0.761647546681723,0.8703609410500472,56.69920197911293,131.536335,False
P-293p577290228_VX-0p952339824621_LS-7p01980103413e-05_ST-347p682708595_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06554538443e-06_H-1d842653b1,293.577290228,0.952339824621,70.19801034129999,347.682708595,66.066525,0.2628117575782909,159,0.49864306227329774,0.5518815798298329,0.9440146189261827,6.369259217760726,11.683790000000002,False
P-293p648784497_VX-0p426690912013_LS-5p33940457289e-05_ST-351p677261216_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13058902058e-05_H-5799d46da7,293.648784497,0.426690912013,53.3940457289,351.677261216,236.99555,74.08764949706185,4,0.7349079463685984,0.9340030059385355,0.989743034290959,68.490598127021,135.44268,True
P-307p26373251_VX-0p980958450675_LS-7p64412572662e-05_ST-372p845922747_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91776241868e-06_H-0e4c2fc094,307.26373251,0.980958450675,76.4412572662,372.845922747,62.78201,3.9448102800052425,87,0.3207690479248648,0.9440146189261827,0.9665530139979139,6.9969812683217185,15.638390000000008,False
P-307p533441342_VX-0p76958695679_LS-6p29715413405e-05_ST-358p843506265_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p26845421489e-06_H-0602c4a780,307.533441342,0.76958695679,62.9715413405,358.843506265,78.19757999999999,1.152309177645094,141,0.47967503366708114,0.5911479958841751,0.6604174330050033,5.90641008741816,15.553580000000004,False
P-308p624203673_VX-0p258745269308_LS-8p46230110859e-05_ST-352p536460601_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p86442852305e-05_H-19ea1511f8,308.624203673,0.258745269308,84.6230110859,352.536460601,86.29448500000001,16.49975346390876,35,0.7601563309601602,1.1770584646476272,1.2058929713353685,7.071428995942583,15.864000000000004,False
P-310p791038761_VX-0p793031296086_LS-6p97064070297e-05_ST-311p244290057_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p08314025792e-06_H-9f078c62f6,310.791038761,0.793031296086,69.7064070297,311.244290057,74.55759,1.4531412357748934,137,0.6002146101832478,0.6316292804001252,0.78036159095879,4.897694927796391,11.455730000000003,False
P-311p847977036_VX-0p831533579891_LS-6p59632228328e-05_ST-369p023839283_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80147419139e-06_H-0602c4a780,311.847977036,0.831533579891,65.9632228328,369.023839283,74.35231999999999,2.589241526776817,115,0.47967503366708114,0.6873354998768285,0.9183506907210127,7.069497668213065,15.463619999999985,False
P-319p96920879_VX-0p866402209965_LS-6p35942162539e-05_ST-320p061265262_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56799203364e-06_H-560be51b32,319.96920879,0.866402209965,63.5942162539,320.061265262,74.00761,3.90518612506375,88,0.6002146101832478,0.7657589792895336,0.7944096197799198,4.917690859894764,11.455730000000003,False
P-323p763442528_VX-0p850556183123_LS-6p97450047543e-05_ST-350p102665969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67172480635e-06_H-fe613e406c,323.763442528,0.850556183123,69.7450047543,350.102665969,74.37824,4.993251211603734,78,0.5518815798298329,0.6604174330050033,0.6873354998768285,6.489739892656902,15.463619999999985,False
P-324p489523844_VX-0p639524903021_LS-7p4699050731e-05_ST-392p096101418_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p54328811939e-06_H-eed8ed7ef3,324.489523844,0.639524903021,74.699050731,392.096101418,86.342,4.109785535122597,85,0.9141056157280558,0.9363285227240521,0.94762290339532,4.191041276237919,9.946184999999986,False
P-326p931045044_VX-0p255856443683_LS-6p48737236991e-05_ST-399p817710522_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p88547942494e-05_H-9cf0389d20,326.931045044,0.255856443683,64.8737236991,399.817710522,94.37197,42.26613072301154,13,1.2927997797701067,1.316727555543253,1.4807739455326256,74.01607456357236,147.7672,True
P-328p176471421_VX-0p746856862244_LS-5p78341655667e-05_ST-308p284457774_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45923047225e-06_H-354781c6a2,328.176471421,0.746856862244,57.8341655667,308.284457774,81.858095,8.16356993140137,56,0.49802345713775625,0.7657589792895336,0.8257696628966202,6.685831244640043,18.700135000000003,False
P-335p17845091_VX-0p53366627312_LS-7p35439468085e-05_ST-327p916348879_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p03958306155e-06_H-1d842653b1,335.17845091,0.53366627312,73.5439468085,327.916348879,90.5894,3.6177463772607865,93,0.5118641686580339,0.8703609410500472,1.0169479382064697,49.90759409023195,116.641245,False
P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,336.384535968,0.857000372961,51.4827567032,367.720955238,77.66257,1.850125107292527,129,0.4795844505934759,0.7463088077114066,0.8328697034975039,30.491314736119453,65.26531,False
P-339p704237738_VX-0p701398887747_LS-5p24684299583e-05_ST-300p218383071_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p87785607775e-06_H-1d842653b1,339.704237738,0.701398887747,52.4684299583,300.218383071,85.48333000000001,15.384936058996304,39,0.49802345713775625,0.8650101322333481,0.8866225847000746,46.314328583970365,108.24793,False
P-340p203296502_VX-0p374609743194_LS-5p54750053524e-05_ST-307p813155606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28777232591e-05_H-22f5435fc5,340.203296502,0.374609743194,55.4750053524,307.813155606,219.75115,24.437884306115222,23,0.4059394471055931,0.8131641555584189,0.8132900177097624,66.23674782458943,153.62105000000005,False
P-341p923576441_VX-0p300981342968_LS-7p54559898543e-05_ST-360p882535069_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60279722173e-05_H-1d842653b1,341.923576441,0.300981342968,75.4559898543,360.882535069,94.55746,14.490766264550714,40,0.7601563309601602,1.1209370219244215,1.1921209747718353,3.5827194899220745,8.325734999999995,False
P-342p674555398_VX-0p462731136977_LS-5p8783513777e-05_ST-328p309527448_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04253209208e-05_H-add9572a86,342.674555398,0.462731136977,58.783513777,328.309527448,203.3425,16.519098011660645,34,0.6815385187980731,0.8132900177097624,0.8887532690217136,82.48679189717349,168.97044499999998,False
P-347p783460623_VX-0p850325890926_LS-5p3362114496e-05_ST-354p131736173_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67326086915e-06_H-d1ce08951f,347.783460623,0.850325890926,53.362114496,354.131736173,78.28754,5.36590174629626,74,0.4795844505934759,0.8405863487511757,0.905922047687122,30.67108120868492,65.89028,False
P-348p497115387_VX-0p94790268949_LS-7p31988762132e-05_ST-305p038657876_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p08925721649e-06_H-1d842653b1,348.497115387,0.94790268949,73.19887621320001,305.038657876,70.402365,0.5015933554121261,147,0.3107138340829559,0.8456082566718258,0.9229371365719123,6.403599724389402,15.815020000000004,False
P-352p513614722_VX-0p929202686833_LS-7p33895545023e-05_ST-314p010655484_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19167741481e-06_H-1553ff852f,352.513614722,0.929202686833,73.3895545023,314.010655484,70.61674000000001,1.495809183784644,135,0.3107138340829559,0.78036159095879,0.7944096197799198,6.39682389822383,15.815020000000004,False
P-353p971838789_VX-0p831374608218_LS-4p0859447809e-05_ST-397p346534493_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80258352291e-06_H-eac21b41c2,353.971838789,0.831374608218,40.859447809,397.346534493,82.59679,7.20954672662279,59,0.4057676219290495,0.46758739847871567,0.569618196541037,32.454674176846545,77.52779,False
P-354p619445985_VX-0p364015239092_LS-5p30095356481e-05_ST-318p142674345_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p32525237544e-05_H-1553ff852f,354.619445985,0.364015239092,53.0095356481,318.142674345,255.6717,37.84441076795136,14,0.4059394471055931,0.6815385187980731,0.8332281306112377,82.65614623330653,199.82640000000004,True
P-355p313197397_VX-0p977425276438_LS-4p00293473664e-05_ST-317p253821106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p9355390323e-06_H-4dbd940f3b,355.313197397,0.977425276438,40.0293473664,317.253821106,74.3066,2.821326943109966,104,0.5470499425892869,0.6585165242084241,0.9220515772619191,12.69173311480548,35.58522,False
P-358p08766286_VX-0p398145183006_LS-4p39068251559e-05_ST-301p093308231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21164861687e-05_H-3d091b92d3,358.08766286,0.398145183006,43.9068251559,301.093308231,300.04735,52.42937050688136,9,0.5939061073375779,0.8131641555584189,0.8332281306112377,60.15644863104247,153.62105000000005,True
P-360p567405001_VX-0p20359066256_LS-4p0817768449e-05_ST-337p353350673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p36951957538e-05_H-a3855470b8,360.567405001,0.20359066256,40.817768449,337.353350673,96.47332,82.51511956936784,2,0.5468926300661439,0.5601781137424913,0.6628578957609207,84.34281604272826,199.781,True
P-363p673556898_VX-0p448546579177_LS-4p04529881073e-05_ST-391p93586396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07550047798e-05_H-f55fc58583,363.673556898,0.448546579177,40.4529881073,391.93586396,298.89750000000004,23.17484295159329,26,0.4870554623458123,0.7221006186469225,0.7282935273783556,46.60090492142562,88.25075000000001,False
P-364p483174853_VX-0p95103094401_LS-4p26115279421e-05_ST-393p929813999_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p07251697056e-06_H-1ef68d8f61,364.483174853,0.95103094401,42.6115279421,393.929813999,74.45161,5.318887717413176,75,0.3902956425457575,0.569618196541037,0.5981885537776952,15.216168471833832,36.67171999999999,False
P-367p938083726_VX-0p695829187084_LS-4p35800266683e-05_ST-364p389584597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p93290924348e-06_H-c87ffcf9e3,367.938083726,0.695829187084,43.5800266683,364.389584597,152.05270000000002,0.3267648870045718,155,0.15993949805373914,0.22579108707972687,0.4909844800085519,47.90017410055332,129.167685,False
P-369p066732517_VX-0p471239257303_LS-5p48020687799e-05_ST-388p757421411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02370940626e-05_H-1553ff852f,369.066732517,0.471239257303,54.8020687799,388.757421411,231.41035,17.13859627477035,33,0.8861541203334692,0.9489987851524255,1.0058542278957507,45.99772399715285,88.22200000000001,False
P-370p938359136_VX-0p662619902131_LS-4p40125404953e-05_ST-395p513826563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p28037384253e-06_H-3273b99318,370.938359136,0.662619902131,44.0125404953,395.513826563,151.9794,5.415135604379032,73,0.5402051676944598,0.6783450234523579,0.7005616202424482,60.02227801847302,135.40821,False
P-372p630059968_VX-0p727703112845_LS-4p39975555357e-05_ST-362p949632289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p62924277478e-06_H-54d2aec398,372.630059968,0.727703112845,43.9975555357,362.949632289,143.55285,11.11471137978242,47,0.1502870937740121,0.15993949805373914,0.3984248491297105,37.91148792202992,89.87693,False
P-373p935133861_VX-0p314504521571_LS-4p29297292387e-05_ST-349p298273812_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p53387956997e-05_H-c87ffcf9e3,373.935133861,0.314504521571,42.9297292387,349.298273812,296.376,20.25464374088159,31,0.1983995702346357,0.6307432897080764,0.6628578957609207,85.88033400851577,203.54858000000002,False
P-374p135097027_VX-0p852003077267_LS-4p24872306812e-05_ST-324p485874926_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p66209293338e-06_H-c87ffcf9e3,374.135097027,0.852003077267,42.4872306812,324.485874926,82.51909,4.660717628590135,82,0.3010870537967143,0.522892392450955,0.6585165242084241,9.191014821763154,24.031959999999998,False
P-375p190327887_VX-0p471971299611_LS-7p58652830639e-05_ST-330p289975384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02212160082e-05_H-1553ff852f,375.190327887,0.471971299611,75.86528306390001,330.289975384,102.2477,22.16061861516404,27,0.5118641686580339,1.1624344764395984,1.1722150297576375,50.48183116962235,116.641245,False
P-377p008330657_VX-0p791215989527_LS-4p31405408456e-05_ST-371p11107289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09709695819e-06_H-3d091b92d3,377.008330657,0.791215989527,43.1405408456,371.11107289,94.584615,16.448370684358196,36,0.29449987633746416,0.3984248491297105,0.4909844800085519,35.99340909641584,74.39013000000001,False
P-377p125910628_VX-0p77115452106_LS-4p31707402483e-05_ST-313p190582012_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p25571201526e-06_H-8b3ff695c9,377.125910628,0.77115452106,43.17074024830001,313.190582012,98.33856,1.9679366330449144,127,0.522892392450955,0.7149862159514809,0.7747898338920289,51.63872094236766,100.27901,False
P-378p283018896_VX-0p735158781064_LS-4p42419225112e-05_ST-367p022862863_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p56201180925e-06_H-36d24309a8,378.283018896,0.735158781064,44.2419225112,367.022862863,131.5029,2.5379506605962945,116,0.1502870937740121,0.22579108707972687,0.29449987633746416,57.242369277344245,146.08972999999997,False
P-378p699667122_VX-0p273966982762_LS-4p19552514454e-05_ST-349p537322979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p76084014007e-05_H-c87ffcf9e3,378.699667122,0.273966982762,41.9552514454,349.537322979,267.0324,12.715848554829847,45,0.1983995702346357,0.4883930767084805,0.5468926300661439,90.44870063358997,204.05658,False
P-378p895448518_VX-0p547210222693_LS-4p25171421559e-05_ST-392p752580943_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p81584517788e-06_H-dc75daed1b,378.895448518,0.547210222693,42.5171421559,392.752580943,218.005,15.863907381397382,37,0.44727890454343,0.4870554623458123,0.5402051676944598,67.48102556275913,148.4563,False
P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,379.421209359,0.229921993373,55.7538994548,334.989783011,100.2409,79.27105530654107,3,0.8736074862558215,0.9613812904487221,1.002157959869142,79.02722032871762,199.90267999999998,True
P-383p924442814_VX-0p598551929363_LS-4p34843261877e-05_ST-301p171019532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p05965258211e-06_H-82800d7335,383.924442814,0.598551929363,43.4843261877,301.171019532,182.7688,31.062214614541347,19,0.8650101322333481,0.8726267008662233,0.9346141792340864,92.46260763486217,214.56401999999997,True
P-385p522203_VX-0p931994182449_LS-4p05647861864e-05_ST-365p262393292_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17612737704e-06_H-3a5de7627d,385.522203,0.931994182449,40.5647861864,365.262393292,78.38302999999999,6.600429547812212,63,0.6863670681341036,0.6921234543143112,0.7301191836699582,8.594827433796736,19.915335,False
P-385p792960663_VX-0p466570238049_LS-4p25767555058e-05_ST-363p826454642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03395377793e-05_H-3d091b92d3,385.792960663,0.466570238049,42.5767555058,363.826454642,296.67615,13.591079176521134,42,0.3186309526835518,0.43737819272574646,0.6847599312581977,44.14487060571987,88.34495000000001,False
P-387p363679816_VX-0p298546823055_LS-4p09005526538e-05_ST-395p436254411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61586733821e-05_H-c87ffcf9e3,387.363679816,0.298546823055,40.9005526538,395.436254411,299.4273,4.785581837367317,80,0.7201359309147025,0.7221006186469225,0.818477474530419,36.391982902498604,82.4307,False
P-389p770210211_VX-0p908238681403_LS-4p3221586392e-05_ST-323p581279452_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p31151194261e-06_H-8b3ff695c9,389.770210211,0.908238681403,43.221586392,323.581279452,82.48979,5.833690999105798,69,0.3010870537967143,0.5470499425892869,0.6423471447074315,9.189814140235372,24.031959999999998,False
P-391p91054261_VX-0p798138981731_LS-4p10405950637e-05_ST-398p591592241_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p04421123819e-06_H-eac21b41c2,391.91054261,0.798138981731,41.0405950637,398.591592241,111.341,6.968221489786586,60,0.2561909212333389,0.4057676219290495,0.6297769559352098,37.999375334590034,77.52779,False
P-394p301389958_VX-0p965504599187_LS-4p1845661123e-05_ST-386p588977515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99647604691e-06_H-aae9cbe76f,394.301389958,0.965504599187,41.845661123,386.588977515,74.66928,1.2041547341848826,140,0.3902956425457575,0.39362235504833065,0.5743146983377967,6.541378997297129,16.055239999999998,False
P-399p256835613_VX-0p656366203199_LS-4p10009761764e-05_ST-341p515144691_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p34973948918e-06_H-3c3f1974a9,399.256835613,0.656366203199,41.0009761764,341.515144691,167.5395,9.919839352828175,53,0.34332382041559917,0.4679301301674316,0.5356008371984144,43.782881504556094,100.66395,False
P-400p342090514_VX-0p84724542505_LS-4p08786684736e-05_ST-395p5494372_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p69388805225e-06_H-39de960155,400.342090514,0.84724542505,40.8786684736,395.5494372,90.50685,8.763078524382067,55,0.2561909212333389,0.46758739847871567,0.5981885537776952,32.55967350410212,75.78448999999999,False
P-404p674556304_VX-0p544519129004_LS-4p43635630435e-05_ST-368p185027338_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p85941438245e-06_H-4d45e0bf17,404.674556304,0.544519129004,44.3635630435,368.185027338,223.7523,23.85882704766118,24,0.286110596622835,0.43737819272574646,0.5425542868917849,67.09299639363822,148.47719999999998,False
P-406p350963493_VX-0p484226878203_LS-4p36170368492e-05_ST-370p554621114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96252133074e-06_H-778de5c076,406.350963493,0.484226878203,43.6170368492,370.554621114,297.60975,25.87486060028056,22,0.286110596622835,0.3186309526835518,0.5881707260885528,44.70901835176826,88.34495000000001,False
P-408p574656479_VX-0p243547442248_LS-8p65536608509e-05_ST-318p028622224_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p98077243534e-05_H-1553ff852f,408.574656479,0.243547442248,86.5536608509,318.028622224,210.0328,122.11549332935994,1,1.3446856902857671,1.5149196706342536,1.6694454066789177,7.57329625168707,19.514914999999988,True
P-409p380479822_VX-0p571506017722_LS-4p19025576691e-05_ST-383p379922389_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p44106702891e-06_H-86665dad6a,409.380479822,0.571506017722,41.9025576691,383.379922389,212.18495,10.616034204808583,49,0.44727890454343,0.5425542868917849,0.5881707260885528,61.77409753214127,146.91810000000004,False
P-413p007329362_VX-0p214914258115_LS-4p25156575745e-05_ST-342p625619244_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p24467219873e-05_H-c87ffcf9e3,413.007329362,0.214914258115,42.5156575745,342.625619244,198.87655,31.341578829383906,18,0.3280067796708878,0.4883930767084805,0.5601781137424913,104.56126834635796,203.54858000000002,True
