experiment_name,P,VX,LS,ST,observed_depth_um,primary_absolute_depth_error_um,primary_depth_error_rank,nearest_neighbor_distance_standardized,median_3nn_distance_standardized,median_5nn_distance_standardized,local_5nn_depth_std_um,local_5nn_depth_range_um,consensus_hard_case
P-208p096600196_VX-0p256636148953_LS-4p52492384214e-05_ST-395p602757306_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p87975101041e-05_H-1980b1708d,208.096600196,0.256636148953,45.2492384214,395.602757306,74.71056,43.602584273636296,12,0.7276537322147748,1.0260977561142375,1.28401224028027,65.24883627150376,143.42707000000001,True
P-209p47686991_VX-0p866693950214_LS-6p90699464413e-05_ST-369p570871734_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56611777644e-06_H-b021dd2b47,209.47686991,0.866693950214,69.0699464413,369.570871734,58.44805,4.123401688065201,84,0.6574194236123476,0.657861835769141,0.769122818744226,8.26846819287285,19.953850000000003,False
P-210p211145159_VX-0p921242046338_LS-8p23126060485e-05_ST-311p238003519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p23653975868e-06_H-0e4c2fc094,210.211145159,0.921242046338,82.31260604849999,311.238003519,50.795955,2.7631606238840334,107,0.8755042695453522,0.9792006933549935,1.0345808523685058,14.240771713660923,31.83325,False
P-210p302841339_VX-0p779412575788_LS-5p86430912284e-05_ST-304p177226769_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18943131388e-06_H-c15424829d,210.302841339,0.779412575788,58.6430912284,304.177226769,62.51617999999999,2.348377227059366,120,0.381811890211156,0.443031104444566,0.7668119033417726,6.555062587569245,15.999755000000007,False
P-210p331349445_VX-0p877062157481_LS-5p88084341536e-05_ST-346p930868597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p50031780743e-06_H-0e4c2fc094,210.331349445,0.877062157481,58.8084341536,346.930868597,58.68051,0.0394072025061618,163,0.7666344207143825,0.8012511751334364,1.004682402416589,8.675574856764822,23.943134999999998,False
P-211p964201781_VX-0p31026524833_LS-8p22948660567e-05_ST-308p041416816_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p5548375556e-05_H-22f5435fc5,211.964201781,0.31026524833,82.2948660567,308.041416816,74.73733,19.93534738221601,32,0.7797545771449833,0.9671735603323909,0.9760336377629708,14.476930850964493,31.871959999999994,False
P-212p474685749_VX-0p445530901525_LS-8p01654967217e-05_ST-390p176194232_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p08278024858e-05_H-4e23685f04,212.474685749,0.445530901525,80.1654967217,390.176194232,78.665605,3.3192362626036243,97,0.6518861416291983,0.8509962831108575,0.8733791555945208,15.50748622788426,43.748825,False
P-212p944274192_VX-0p351323873231_LS-4p80439392259e-05_ST-351p894554175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37312632889e-05_H-7c2e16b959,212.944274192,0.351323873231,48.0439392259,351.894554175,78.70302,35.431758809873386,15,0.8575259030133915,0.9340030059385355,1.029216113120168,83.05122982431682,178.284785,True
P-213p315910834_VX-0p426447159191_LS-8p60684535809e-05_ST-346p722503996_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13123525366e-05_H-6aeda8a35c,213.315910834,0.426447159191,86.0684535809,346.722503996,78.75622,3.0129585959796543,102,0.954547742602226,1.0259736602845417,1.046747204314629,12.577708033582967,28.308794999999996,False
P-217p682945702_VX-0p631899079757_LS-7p17459883069e-05_ST-324p134516573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p63432129838e-06_H-7c2e16b959,217.682945702,0.631899079757,71.74598830689999,324.134516573,67.46731,2.680884129433707,110,0.5318474983269595,0.6215846046266426,0.6921671848732432,8.711067244324605,21.69187500000001,False
P-222p079289377_VX-0p741891960581_LS-8p7279944479e-05_ST-335p366959171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p50245704137e-06_H-0f2c16c7e5,222.079289377,0.741891960581,87.27994447900001,335.366959171,58.95031,1.813648955937225,131,0.3930951572682853,0.5620726952490976,0.5778102747803195,9.142204330927523,23.808479999999996,False
P-225p007853492_VX-0p825221323097_LS-8p70957490335e-05_ST-338p940755161_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p84585064393e-06_H-c2c7cd9590,225.007853492,0.825221323097,87.0957490335,338.940755161,58.68753,3.14730831653376,99,0.3930951572682853,0.6543726988203451,0.8482397398850128,13.421018591042001,35.893115,False
P-227p095146149_VX-0p485569900572_LS-4p61845747353e-05_ST-309p475761642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p93496630935e-06_H-c5f6eebf67,227.095146149,0.485569900572,46.1845747353,309.475761642,138.5759,33.96436695448595,16,0.749808553851731,0.8305655928038836,0.942342982594012,37.044867681424236,87.94626,True
P-230p324353521_VX-0p227660683076_LS-8p68191306555e-05_ST-386p564919231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p11899592755e-05_H-0602c4a780,230.324353521,0.227660683076,86.8191306555,386.564919231,74.64661000000001,1.4315825877072967,138,0.9665251129724332,1.0900352598611607,1.3789842696289911,16.487049329613757,43.748825,False
P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,231.081894821,0.850370876493,55.190986405,302.777484886,62.65886999999999,3.101131285768062,101,0.443031104444566,0.6108454200762535,0.7692500448410485,7.53780321249202,16.346455000000006,False
P-233p106311211_VX-0p310101846937_LS-6p6327379673e-05_ST-336p786172861_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p55565684328e-05_H-add9572a86,233.106311211,0.310101846937,66.32737967300001,336.786172861,82.64645,29.65325912459261,20,0.5877930133025657,0.6912186915355056,0.8723734985638688,15.03990114028405,35.89189,True
P-233p11801175_VX-0p947725383123_LS-6p63357513021e-05_ST-310p062780041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p09020934642e-06_H-1d842653b1,233.11801175,0.947725383123,66.3357513021,310.062780041,58.74257,3.7364162323278407,91,0.8817737204222041,0.9539936258670076,0.9713156671992415,5.897438669963432,12.041410000000013,False
P-233p918914285_VX-0p55009860706_LS-6p76633993968e-05_ST-363p156889773_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76955611431e-06_H-9f078c62f6,233.918914285,0.55009860706,67.66339939679999,363.156889773,73.72658,2.1735748969911697,123,0.6963524187267003,0.7538504324014383,0.8573652568182233,6.047165454201042,12.14766499999999,False
P-236p369825033_VX-0p606859942193_LS-6p45901770765e-05_ST-328p218563755_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p94931460723e-06_H-0e4c2fc094,236.369825033,0.606859942193,64.5901770765,328.218563755,71.80616500000001,1.4607566601370792,136,0.4327083287624155,0.5318474983269595,0.761647546681723,8.43204331862509,21.327380000000005,False
P-238p364831187_VX-0p683428278389_LS-5p30391716287e-05_ST-377p396343519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p05870792234e-06_H-1d842653b1,238.364831187,0.683428278389,53.0391716287,377.396343519,70.6435,20.50635949427989,30,0.4517753685751303,0.709045282447361,0.9292802816692622,46.79312917453702,113.28017000000001,False
P-240p986949999_VX-0p621810109213_LS-6p5255993688e-05_ST-389p31118835_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p75818940789e-06_H-377b770359,240.986949999,0.621810109213,65.255993688,389.31118835,73.696965,3.402988762179575,95,0.4794219419363012,0.6923873362116543,0.7435472284393503,6.461558421344649,17.528404999999992,False
P-241p526098173_VX-0p390351171714_LS-7p60309896784e-05_ST-322p459160533_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23584119956e-05_H-0e4c2fc094,241.526098173,0.390351171714,76.0309896784,322.459160533,90.41496,10.621742881378909,48,0.5312678175404798,0.7797545771449833,0.8662002159843767,9.156800234085868,24.11734,False
P-242p307622127_VX-0p748861384084_LS-6p09484851001e-05_ST-306p16946129_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p44194066558e-06_H-1d842653b1,242.307622127,0.748861384084,60.9484851001,306.16946129,66.783195,0.0865182620578366,162,0.381811890211156,0.6108454200762535,0.8105866989300575,8.89706334703733,19.341915000000014,False
P-243p042265843_VX-0p642372627708_LS-5p19118052277e-05_ST-314p809567363_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p50984770355e-06_H-ac0fcec187,243.042265843,0.642372627708,51.9118052277,314.809567363,74.52087,20.80049986878305,29,0.6561172958692412,0.6944363019834596,0.8105866989300575,44.692591561968854,91.64922999999999,False
P-250p363893775_VX-0p962117015407_LS-8p16921850603e-05_ST-395p976068127_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01406848207e-06_H-0f2c16c7e5,250.363893775,0.962117015407,81.6921850603,395.976068127,58.73985,2.027553620864502,125,0.8494878241452957,1.0120242955299605,1.3359877398905058,9.33020054709008,20.0019,False
P-250p760727959_VX-0p576945875618_LS-7p55521762294e-05_ST-375p926323236_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p36147861851e-06_H-a88ac79600,250.760727959,0.576945875618,75.55217622939999,375.926323236,74.81853,2.765918317600949,106,0.5477625827541268,0.6914425384638929,0.6963524187267003,5.684094426038107,13.22283999999999,False
P-251p6022239_VX-0p703685008905_LS-6p09329521029e-05_ST-391p344263507_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p85551140349e-06_H-0e4c2fc094,251.6022239,0.703685008905,60.9329521029,391.344263507,74.06815,4.771606044692305,81,0.4794219419363012,0.5895737934511861,0.709045282447361,6.445338658454454,17.528404999999992,False
P-252p710023356_VX-0p579349155213_LS-8p35702038612e-05_ST-362p250166341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32679319476e-06_H-1d842653b1,252.710023356,0.579349155213,83.5702038612,362.250166341,74.93073000000001,2.389268711966963,119,0.5971041673557143,0.6522044047907541,0.6914425384638929,18.07715426834116,43.82054,False
