effect,budget,subset,metric,mean,ci_lower,ci_upper
ME_A1,60,full81,keyhole_recall,-0.016619047619047637,-0.02947619047619049,-0.003523809523809538
ME_A1,80,B1_q20,accuracy,0.008235294117647032,-0.0011764705882353248,0.01823529411764703
ME_A1,80,B1_q20,balanced_accuracy,0.002726051726051725,-0.007733664252414258,0.01346801774614275
ME_A1,80,B1_q20,conduction_recall,0.028225912975912988,0.020360368104118117,0.0361699155011655
ME_A1,80,B1_q20,false_negative,0.16,0.029999999999999992,0.2899999999999999
ME_A1,80,B1_q20,false_positive,-0.30000000000000004,-0.38,-0.22000000000000003
ME_A1,80,B1_q20,keyhole_recall,-0.022773809523809523,-0.0418375,-0.004106845238095241
ME_A1,80,B1_q30,accuracy,0.001999999999999995,-0.005200000000000001,0.009599999999999989
ME_A1,80,B1_q30,balanced_accuracy,-0.0032912749230473715,-0.012018627974515167,0.005227093245591697
ME_A1,80,B1_q30,conduction_recall,0.013977695464150574,0.007444101061477228,0.020167205544498502
ME_A1,80,B1_q30,false_negative,0.19,0.06,0.32000000000000006
ME_A1,80,B1_q30,false_positive,-0.24,-0.33999999999999997,-0.13000000000000003
ME_A1,80,B1_q30,keyhole_recall,-0.020560245310245313,-0.03722176226551228,-0.004528760822510821
ME_A1,80,full81,accuracy,0.0008641975308641625,-0.0013580246913580671,0.0032098765432098395
ME_A1,80,full81,balanced_accuracy,-0.0043883827615170705,-0.009148320895522366,0.0002910649673709586
ME_A1,80,full81,conduction_recall,0.00379466304839434,0.0021370420624151586,0.005300768882858381
ME_A1,80,full81,false_negative,0.18,0.05,0.31
ME_A1,80,full81,false_positive,-0.25,-0.35,-0.14000000000000004
ME_A1,80,full81,keyhole_recall,-0.0125714285714286,-0.021523809523809553,-0.003476190476190503
PE_M0,16,B1_q20,accuracy,3.3306690738754695e-18,5.551115123125783e-19,6.6613381477509405e-18
PE_M0,16,B1_q20,balanced_accuracy,-1.1102230246251566e-18,-4.440892098500626e-18,2.220446049250313e-18
PE_M0,16,B1_q20,conduction_recall,0.0,0.0,0.0
PE_M0,16,B1_q20,false_negative,0.0,0.0,0.0
PE_M0,16,B1_q20,false_positive,0.0,0.0,0.0
PE_M0,16,B1_q20,keyhole_recall,2.220446049250313e-18,0.0,4.996003610813204e-18
PE_M0,16,B1_q30,accuracy,0.0,0.0,0.0
PE_M0,16,B1_q30,balanced_accuracy,-4.440892098500626e-18,-8.881784197001253e-18,-1.1102230246251566e-18
PE_M0,16,B1_q30,conduction_recall,0.0,0.0,0.0
PE_M0,16,B1_q30,false_negative,0.0,0.0,0.0
PE_M0,16,B1_q30,false_positive,0.0,0.0,0.0
PE_M0,16,B1_q30,keyhole_recall,4.579669976578771e-18,1.6653345369377351e-18,8.18789480661053e-18
PE_M0,16,full81,accuracy,1.7763568394002508e-17,6.661338147750939e-18,2.886579864025408e-17
PE_M0,16,full81,balanced_accuracy,-2.2204460492503135e-18,-1.1102230246251566e-17,5.551115123125784e-18
PE_M0,16,full81,conduction_recall,3.996802888650564e-17,2.997602166487923e-17,4.996003610813205e-17
PE_M0,16,full81,false_negative,0.0,0.0,0.0
PE_M0,16,full81,false_positive,0.0,0.0,0.0
PE_M0,16,full81,keyhole_recall,1.4988010832439617e-17,9.436895709313831e-18,2.1094237467877975e-17
PE_M0,20,B1_q20,accuracy,-0.013529411764705877,-0.03294117647058823,0.006470588235294124
PE_M0,20,B1_q20,balanced_accuracy,-0.008691086691086694,-0.02974718371905872,0.011138774420024408
PE_M0,20,B1_q20,conduction_recall,-0.016898046398046394,-0.05559698287823287,0.023479226329226322
PE_M0,20,B1_q20,false_negative,0.05,-0.22000000000000003,0.3
PE_M0,20,B1_q20,false_positive,0.18000000000000002,-0.22000000000000003,0.5700000000000001
PE_M0,20,B1_q20,keyhole_recall,-0.00048412698412697087,-0.03959176587301587,0.04144851190476191
PE_M0,20,B1_q30,accuracy,-0.012399999999999991,-0.0284,0.00400999999999987
PE_M0,20,B1_q30,balanced_accuracy,-0.013233845746616641,-0.03001622402687611,0.005047331906247335
PE_M0,20,B1_q30,conduction_recall,-0.012564011839553635,-0.03797051541939313,0.0146512521759716
PE_M0,20,B1_q30,false_negative,0.09999999999999999,-0.24,0.4000000000000001
PE_M0,20,B1_q30,false_positive,0.20999999999999996,-0.25,0.6399999999999999
PE_M0,20,B1_q30,keyhole_recall,-0.013903679653679637,-0.04888161075036073,0.024426803751803755
PE_M0,20,full81,accuracy,-0.004197530864197506,-0.01012345679012342,0.0017283950617284168
PE_M0,20,full81,balanced_accuracy,-0.005228597273373392,-0.014508258221877617,0.005333819538670291
PE_M0,20,full81,conduction_recall,-0.003647670737222935,-0.011205336951605567,0.004486883763003213
PE_M0,20,full81,false_negative,0.1,-0.23000000000000004,0.41
PE_M0,20,full81,false_positive,0.24000000000000005,-0.3,0.76
PE_M0,20,full81,keyhole_recall,-0.006809523809523798,-0.027761904761904748,0.016095238095238103
PE_M0,30,B1_q20,accuracy,-0.02529411764705881,-0.05235294117647057,2.6064220226550894e-18
PE_M0,30,B1_q20,balanced_accuracy,-0.026887196137196135,-0.055104226676101674,0.0014313870157620192
PE_M0,30,B1_q20,conduction_recall,-0.0041394716394716384,-0.03302804487179488,0.021957221250971253
PE_M0,30,B1_q20,false_negative,0.37,0.030000000000000027,0.7100000000000001
PE_M0,30,B1_q20,false_positive,0.06,-0.21024999999999983,0.36000000000000004
PE_M0,30,B1_q20,keyhole_recall,-0.04963492063492063,-0.10182251984126985,0.0017516865079364211
PE_M0,30,B1_q30,accuracy,-0.024400000000000005,-0.0436,-0.005200000000000003
PE_M0,30,B1_q30,balanced_accuracy,-0.03229748734237898,-0.05813866793144075,-0.0048575319712751835
PE_M0,30,B1_q30,conduction_recall,-0.004579462419245703,-0.023277061195598345,0.012479160547484847
PE_M0,30,B1_q30,false_negative,0.53,0.16,0.9199999999999999
PE_M0,30,B1_q30,false_positive,0.08000000000000002,-0.21999999999999997,0.41
PE_M0,30,B1_q30,keyhole_recall,-0.06001551226551227,-0.10877476551226553,-0.010312977994228001
PE_M0,30,full81,accuracy,-0.00777777777777774,-0.015555555555555517,3.0864197530860244e-06
PE_M0,30,full81,balanced_accuracy,-0.01687161594624282,-0.03454112554112557,0.001464318020288156
PE_M0,30,full81,conduction_recall,-0.0026956128448665274,-0.007804274084124779,0.0018024084124830869
PE_M0,30,full81,false_negative,0.45,-0.06999999999999998,0.96
PE_M0,30,full81,false_positive,0.18,-0.12000000000000002,0.51
PE_M0,30,full81,keyhole_recall,-0.031047619047619025,-0.06590595238095237,0.004715476190476197
PE_M0,40,B1_q20,accuracy,-0.018235294117647044,-0.03882352941176469,0.004117647058823536
PE_M0,40,B1_q20,balanced_accuracy,-0.02431949994449994,-0.050708572677322684,0.0024225531413031485
PE_M0,40,B1_q20,conduction_recall,-0.0022143967143967123,-0.014176523476523482,0.00982076048951049
PE_M0,40,B1_q20,false_negative,0.27999999999999997,-0.04,0.59
PE_M0,40,B1_q20,false_positive,0.03000000000000001,-0.09999999999999999,0.15999999999999998
PE_M0,40,B1_q20,keyhole_recall,-0.046424603174603174,-0.09792480158730159,0.005896230158730112
PE_M0,40,B1_q30,accuracy,-0.022000000000000002,-0.038400000000000004,-0.005600000000000003
PE_M0,40,B1_q30,balanced_accuracy,-0.03107167505696918,-0.05339015805584595,-0.008163379362295782
PE_M0,40,B1_q30,conduction_recall,-0.0077923400129282505,-0.01888326637672613,0.002086305436479584
PE_M0,40,B1_q30,false_negative,0.42000000000000004,0.08000000000000003,0.76
PE_M0,40,B1_q30,false_positive,0.13,-0.05,0.32999999999999996
PE_M0,40,B1_q30,keyhole_recall,-0.0543510101010101,-0.0979286525974026,-0.010734280303030324
PE_M0,40,full81,accuracy,-0.007777777777777743,-0.014444444444444409,-0.0013580246913579804
PE_M0,40,full81,balanced_accuracy,-0.014280222265296882,-0.030658716967112476,0.0016930404794210801
PE_M0,40,full81,conduction_recall,-0.0040366350067842045,-0.008280585707824455,-0.00029166666666661237
PE_M0,40,full81,false_negative,0.36000000000000004,-0.11000000000000006,0.85
PE_M0,40,full81,false_positive,0.26999999999999996,0.029999999999999992,0.55
PE_M0,40,full81,keyhole_recall,-0.024523809523809514,-0.05681071428571427,0.007476190476190495
PE_M0,60,B1_q20,accuracy,0.011764705882352958,0.002941176470588254,0.020602941176470404
PE_M0,60,B1_q20,balanced_accuracy,0.018117424242424244,0.006520200632700628,0.02992239635364636
PE_M0,60,B1_q20,conduction_recall,-0.007904040404040405,-0.01676269910644911,0.001434935897435887
PE_M0,60,B1_q20,false_negative,-0.2700000000000001,-0.41,-0.14
PE_M0,60,B1_q20,false_positive,0.06999999999999999,-0.020000000000000004,0.16000000000000003
PE_M0,60,B1_q20,keyhole_recall,0.04413888888888889,0.02094801587301588,0.06829007936507936
PE_M0,60,B1_q30,accuracy,0.004800000000000001,-0.0031999999999999945,0.012
PE_M0,60,B1_q30,balanced_accuracy,0.01114857833085387,0.0014789769586064088,0.020680543388607437
PE_M0,60,B1_q30,conduction_recall,-0.0074373310727799905,-0.015497893170426068,0.00018969728242173618
PE_M0,60,B1_q30,false_negative,-0.23000000000000004,-0.37000000000000005,-0.1
PE_M0,60,B1_q30,false_positive,0.11000000000000001,-0.010000000000000009,0.24000000000000005
PE_M0,60,B1_q30,keyhole_recall,0.02973448773448773,0.012908612914862914,0.048366901154401155
PE_M0,60,full81,accuracy,0.0008641975308642301,-0.0016049382716049082,0.0032098765432099128
PE_M0,60,full81,balanced_accuracy,0.006112844866576197,0.0012914671771014948,0.011183459326742902
PE_M0,60,full81,conduction_recall,-0.0021076436001808622,-0.004231117141564843,5.653550435223404e-08
PE_M0,60,full81,false_negative,-0.21000000000000002,-0.36,-0.07
PE_M0,60,full81,false_positive,0.14000000000000004,0.009999999999999998,0.28
PE_M0,60,full81,keyhole_recall,0.01433333333333335,0.005000000000000011,0.02447619047619049
PE_M0,80,B1_q20,accuracy,0.004705882352941197,-0.0011764705882352656,0.01000000000000002
PE_M0,80,B1_q20,balanced_accuracy,0.008149239649239644,0.0019107042263292236,0.014413006784881782
PE_M0,80,B1_q20,conduction_recall,-0.006947552447552451,-0.01811964840714841,0.002888888888888885
PE_M0,80,B1_q20,false_negative,-0.15,-0.24000000000000005,-0.06000000000000001
PE_M0,80,B1_q20,false_positive,0.07000000000000002,-0.030000000000000006,0.18
PE_M0,80,B1_q20,keyhole_recall,0.023246031746031744,0.008928571428571428,0.037516071428571426
PE_M0,80,B1_q30,accuracy,0.0064000000000000055,0.0020000000000000074,0.01040000000000001
PE_M0,80,B1_q30,balanced_accuracy,0.010891594516594513,0.006035909166298099,0.015606022227471518
PE_M0,80,B1_q30,conduction_recall,-0.0041071428571428596,-0.011492579487935528,0.0023532283527446032
PE_M0,80,B1_q30,false_negative,-0.22000000000000003,-0.31,-0.13
PE_M0,80,B1_q30,false_positive,0.06000000000000001,-0.05,0.17
PE_M0,80,B1_q30,keyhole_recall,0.02589033189033189,0.01514815115440115,0.03652968073593074
PE_M0,80,full81,accuracy,0.0018518518518518801,0.0004938271604938527,0.003086419753086461
PE_M0,80,full81,balanced_accuracy,0.007088744588744568,0.004364759804871719,0.00980847305679394
PE_M0,80,full81,conduction_recall,-0.0010606060606060106,-0.002867480777928483,0.0005947535052013163
PE_M0,80,full81,false_negative,-0.22000000000000003,-0.31,-0.13
PE_M0,80,full81,false_positive,0.06999999999999999,-0.04,0.18000000000000002
PE_M0,80,full81,keyhole_recall,0.015238095238095268,0.009095238095238127,0.02100000000000003
PE_M1,16,B1_q20,accuracy,-8.326672684688675e-18,-1.2767564783189304e-17,-3.885780586188048e-18
PE_M1,16,B1_q20,balanced_accuracy,-2.220446049250313e-18,-5.551115123125783e-18,0.0
PE_M1,16,B1_q20,conduction_recall,7.216449660063518e-18,2.220446049250313e-18,1.2212453270876724e-17
PE_M1,16,B1_q20,false_negative,0.0,0.0,0.0
PE_M1,16,B1_q20,false_positive,0.0,0.0,0.0
PE_M1,16,B1_q20,keyhole_recall,0.0,0.0,0.0
PE_M1,16,B1_q30,accuracy,0.0,0.0,0.0
PE_M1,16,B1_q30,balanced_accuracy,-1.1102230246251566e-18,-4.440892098500626e-18,2.220446049250313e-18
PE_M1,16,B1_q30,conduction_recall,-5.551115123125783e-18,-1.4432899320127036e-17,4.440892098500626e-18
PE_M1,16,B1_q30,false_negative,0.0,0.0,0.0
PE_M1,16,B1_q30,false_positive,0.0,0.0,0.0
PE_M1,16,B1_q30,keyhole_recall,1.1102230246251566e-18,-1.6653345369377351e-18,4.996003610813204e-18
PE_M1,16,full81,accuracy,-2.6645352591003756e-17,-4.440892098500626e-17,-8.881784197001251e-18
PE_M1,16,full81,balanced_accuracy,7.771561172376098e-18,-4.440892098500626e-18,1.998401444325282e-17
PE_M1,16,full81,conduction_recall,-2.6645352591003756e-17,-3.5527136788005016e-17,-1.7763568394002508e-17
PE_M1,16,full81,false_negative,0.0,0.0,0.0
PE_M1,16,full81,false_positive,0.0,0.0,0.0
PE_M1,16,full81,keyhole_recall,-1.9428902930940244e-17,-2.4980018054066026e-17,-1.387778780781446e-17
PE_M1,20,B1_q20,accuracy,0.005294117647058806,-0.006470588235294128,0.017647058823529384
PE_M1,20,B1_q20,balanced_accuracy,0.006872377622377621,-0.006106634337884339,0.020218114177489168
PE_M1,20,B1_q20,conduction_recall,0.01196697746697748,-0.014720202020202014,0.039702146464646454
PE_M1,20,B1_q20,false_negative,0.03000000000000001,-0.2,0.27
PE_M1,20,B1_q20,false_positive,-0.12,-0.41999999999999993,0.16999999999999998
PE_M1,20,B1_q20,keyhole_recall,0.0017777777777777753,-0.03489960317460317,0.03735783730158729
PE_M1,20,B1_q30,accuracy,0.006399999999999996,-0.0028000000000000047,0.016
PE_M1,20,B1_q30,balanced_accuracy,0.006300166551714549,-0.0052306888985197714,0.017935992748221868
PE_M1,20,B1_q30,conduction_recall,0.008624503377599346,-0.011442907336686368,0.02880054304785341
PE_M1,20,B1_q30,false_negative,0.0,-0.25,0.26
PE_M1,20,B1_q30,false_positive,-0.15999999999999998,-0.51,0.19
PE_M1,20,B1_q30,keyhole_recall,0.003975829725829728,-0.027720680014430014,0.036848556998557006
PE_M1,20,full81,accuracy,0.0028395061728394787,-0.0003703703703704135,0.006049382716049367
PE_M1,20,full81,balanced_accuracy,0.0026174323189248764,-0.0062346207275311375,0.011339187180978254
PE_M1,20,full81,conduction_recall,0.002853912256897282,-0.0024084690185437016,0.00826549072817724
PE_M1,20,full81,false_negative,-0.039999999999999966,-0.34,0.26
PE_M1,20,full81,false_positive,-0.18999999999999997,-0.54,0.15999999999999998
PE_M1,20,full81,keyhole_recall,0.0023809523809523573,-0.018571428571428596,0.022857142857142833
PE_M1,30,B1_q20,accuracy,-0.0017647058823529564,-0.0123529411764706,0.008235294117647047
PE_M1,30,B1_q20,balanced_accuracy,-0.009672854922854923,-0.021300099206349208,0.0022573669386169383
PE_M1,30,B1_q20,conduction_recall,0.028190004440004447,0.014135519341769346,0.04161611652236652
PE_M1,30,B1_q20,false_negative,0.31,0.14999999999999997,0.47000000000000003
PE_M1,30,B1_q20,false_positive,-0.28,-0.42000000000000004,-0.13
PE_M1,30,B1_q20,keyhole_recall,-0.047535714285714285,-0.07263511904761905,-0.02140367063492065
PE_M1,30,B1_q30,accuracy,0.0035999999999999947,-0.0028000000000000065,0.010399999999999996
PE_M1,30,B1_q30,balanced_accuracy,-0.006240750670897737,-0.014517939306135904,0.0022898937513294985
PE_M1,30,B1_q30,conduction_recall,0.02406719995690583,0.014596437478500163,0.03373765846082021
PE_M1,30,B1_q30,false_negative,0.3,0.12,0.4699999999999999
PE_M1,30,B1_q30,false_positive,-0.39,-0.55,-0.23000000000000004
PE_M1,30,B1_q30,keyhole_recall,-0.0365487012987013,-0.05684128787878788,-0.014795147907647915
PE_M1,30,full81,accuracy,0.00185185185185181,-0.0003703703703704175,0.004197530864197505
PE_M1,30,full81,balanced_accuracy,-0.006683627317955671,-0.012365598145635448,-0.0005553724882083115
PE_M1,30,full81,conduction_recall,0.006632745364088592,0.00435775667118945,0.008912256897331466
PE_M1,30,full81,false_negative,0.29,0.1,0.4600000000000001
PE_M1,30,full81,false_positive,-0.44000000000000006,-0.5900000000000001,-0.28
PE_M1,30,full81,keyhole_recall,-0.020000000000000018,-0.03204880952380954,-0.007141666666666694
PE_M1,40,B1_q20,accuracy,-0.0011764705882353088,-0.010000000000000012,0.007058823529411747
PE_M1,40,B1_q20,balanced_accuracy,-0.006162823287823279,-0.01594848172660671,0.002803451062826069
PE_M1,40,B1_q20,conduction_recall,0.007650543900543916,-0.0029809489121988913,0.018814121989121996
PE_M1,40,B1_q20,false_negative,0.1,-0.019999999999999997,0.22000000000000003
PE_M1,40,B1_q20,false_positive,-0.07999999999999999,-0.2,0.04
PE_M1,40,B1_q20,keyhole_recall,-0.019976190476190474,-0.03771855158730159,-0.002352876984126989
PE_M1,40,B1_q30,accuracy,0.0027999999999999948,-0.003600000000000006,0.008799999999999999
PE_M1,40,B1_q30,balanced_accuracy,-0.002608699436098813,-0.00926202030092799,0.004117018162543514
PE_M1,40,B1_q30,conduction_recall,0.010351143696344926,0.001948741610341835,0.019050969701308314
PE_M1,40,B1_q30,false_negative,0.11000000000000001,-0.009999999999999992,0.23000000000000004
PE_M1,40,B1_q30,false_positive,-0.18,-0.32999999999999996,-0.030000000000000006
PE_M1,40,B1_q30,keyhole_recall,-0.015568542568542565,-0.028216296897546903,-0.0019384920634920677
PE_M1,40,full81,accuracy,0.0014814814814814326,-0.0007407407407407863,0.0035802469135802007
PE_M1,40,full81,balanced_accuracy,-0.0021215028752341993,-0.005970239710538209,0.001630614783226737
PE_M1,40,full81,conduction_recall,0.003471279963817224,0.0009158186341021627,0.006028946178199859
PE_M1,40,full81,false_negative,0.11000000000000001,-0.009999999999999998,0.23000000000000004
PE_M1,40,full81,false_positive,-0.22999999999999998,-0.39999999999999997,-0.06000000000000001
PE_M1,40,full81,keyhole_recall,-0.007714285714285734,-0.015761904761904786,0.0005238095238095003
PE_M1,60,B1_q20,accuracy,0.007058823529411749,-0.000588235294117659,0.014117647058823513
PE_M1,60,B1_q20,balanced_accuracy,0.006876443001443006,-0.0011797934704184687,0.01493049693362194
PE_M1,60,B1_q20,conduction_recall,0.00957034632034633,0.0008199134199134239,0.017623566017316024
PE_M1,60,B1_q20,false_negative,-0.020000000000000004,-0.08,0.04
PE_M1,60,B1_q20,false_positive,-0.10000000000000002,-0.19,-0.01
PE_M1,60,B1_q20,keyhole_recall,0.004182539682539681,-0.007031746031746033,0.01569047619047619
PE_M1,60,B1_q30,accuracy,0.007599999999999993,0.0015999999999999942,0.013199999999999993
PE_M1,60,B1_q30,balanced_accuracy,0.006456307044348837,0.0005442520907884611,0.01224956539633397
PE_M1,60,B1_q30,conduction_recall,0.009889165315248902,0.0032391843579537,0.016061892322718548
PE_M1,60,B1_q30,false_negative,-0.020000000000000004,-0.08,0.04
PE_M1,60,B1_q30,false_positive,-0.17,-0.28,-0.059999999999999984
PE_M1,60,B1_q30,keyhole_recall,0.0030234487734487727,-0.004885660173160176,0.010861111111111111
PE_M1,60,full81,accuracy,0.0024691358024690915,0.0008641975308641437,0.00407407407407404
PE_M1,60,full81,balanced_accuracy,0.002047328293596962,-0.000357587064676616,0.0044476925437746395
PE_M1,60,full81,conduction_recall,0.002713704206241465,0.0010628674807778757,0.004362336047037482
PE_M1,60,full81,false_negative,-0.020000000000000004,-0.08,0.04
PE_M1,60,full81,false_positive,-0.18,-0.2800000000000001,-0.07999999999999999
PE_M1,60,full81,keyhole_recall,0.0013809523809523614,-0.002761904761904777,0.0054761904761904566
PE_M1,80,B1_q20,accuracy,0.009411764705882333,0.004705882352941159,0.014705882352941152
PE_M1,80,B1_q20,balanced_accuracy,0.010153318903318906,0.003595752164502169,0.017741468253968246
PE_M1,80,B1_q20,conduction_recall,0.008588383838383848,0.003838383838383848,0.014081186868686873
PE_M1,80,B1_q20,false_negative,-0.06999999999999999,-0.13,-0.01
PE_M1,80,B1_q20,false_positive,-0.09000000000000001,-0.15,-0.04
PE_M1,80,B1_q20,keyhole_recall,0.011718253968253968,7.936507936507871e-05,0.024646825396825396
PE_M1,80,B1_q30,accuracy,0.006399999999999994,0.0027999999999999982,0.010399999999999989
PE_M1,80,B1_q30,balanced_accuracy,0.007040326696866941,0.0027194764428897463,0.012187802212192695
PE_M1,80,B1_q30,conduction_recall,0.005310451373531868,0.0010393509816207151,0.010017921028060333
PE_M1,80,B1_q30,false_negative,-0.06999999999999999,-0.13000000000000003,-0.01
PE_M1,80,B1_q30,false_positive,-0.09000000000000001,-0.16,-0.020000000000000004
PE_M1,80,B1_q30,keyhole_recall,0.00877020202020202,0.0009325396825396809,0.017647429653679648
PE_M1,80,full81,accuracy,0.001975308641975271,0.0008641975308641591,0.0032098765432098434
PE_M1,80,full81,balanced_accuracy,0.0030582477224268424,0.001147089229178796,0.0052279212702720495
PE_M1,80,full81,conduction_recall,0.0013545906829488408,0.00029850746268652467,0.0025486770691994036
PE_M1,80,full81,false_negative,-0.06999999999999999,-0.13000000000000003,-0.02
PE_M1,80,full81,false_positive,-0.09000000000000001,-0.16999999999999998,-0.020000000000000004
PE_M1,80,full81,keyhole_recall,0.004761904761904736,0.0011428571428571243,0.008904761904761875
INT,16,B1_q20,accuracy,-1.1657341758564145e-17,-1.887379141862766e-17,-5.551115123125783e-18
INT,16,B1_q20,balanced_accuracy,-1.110223024625157e-18,-7.771561172376095e-18,4.440892098500626e-18
INT,16,B1_q20,conduction_recall,6.661338147750939e-18,1.1102230246251566e-18,1.2212453270876724e-17
INT,16,B1_q20,false_negative,0.0,0.0,0.0
INT,16,B1_q20,false_positive,0.0,0.0,0.0
INT,16,B1_q20,keyhole_recall,-2.220446049250313e-18,-4.996003610813204e-18,0.0
INT,16,B1_q30,accuracy,0.0,0.0,0.0
INT,16,B1_q30,balanced_accuracy,3.3306690738754703e-18,-1.110223024625157e-18,9.992007221626408e-18
INT,16,B1_q30,conduction_recall,5.551115123125785e-19,-6.106226635438362e-18,8.881784197001253e-18
INT,16,B1_q30,false_negative,0.0,0.0,0.0
INT,16,B1_q30,false_positive,0.0,0.0,0.0
INT,16,B1_q30,keyhole_recall,-3.469446951953614e-18,-9.714451465470119e-18,2.220446049250313e-18
INT,16,full81,accuracy,-4.4408920985006264e-17,-6.661338147750939e-17,-2.2204460492503132e-17
INT,16,full81,balanced_accuracy,9.99200722162641e-18,-4.440892098500626e-18,2.4424906541753447e-17
INT,16,full81,conduction_recall,-5.995204332975846e-17,-7.43849426498855e-17,-4.5519144009631415e-17
INT,16,full81,false_negative,0.0,0.0,0.0
INT,16,full81,false_positive,0.0,0.0,0.0
INT,16,full81,keyhole_recall,-3.441691376337986e-17,-4.218847493575595e-17,-2.7200464103316332e-17
INT,20,B1_q20,accuracy,0.01882352941176468,-1.734723475976807e-17,0.03941176470588232
INT,20,B1_q20,balanced_accuracy,0.015563464313464313,-0.004340757506382503,0.037365774850149865
INT,20,B1_q20,conduction_recall,0.02886502386502387,0.0008932380119880187,0.05985056471306471
INT,20,B1_q20,false_negative,-0.02000000000000001,-0.21999999999999997,0.19
INT,20,B1_q20,false_positive,-0.30000000000000004,-0.61,-0.01000000000000002
INT,20,B1_q20,keyhole_recall,0.0022619047619047484,-0.028972420634920653,0.03467926587301585
INT,20,B1_q30,accuracy,0.01879999999999999,0.003999999999999998,0.03399999999999999
INT,20,B1_q30,balanced_accuracy,0.01953401229833119,0.0028434507367847105,0.03650761023730744
INT,20,B1_q30,conduction_recall,0.021188515217152985,0.003298145604395598,0.04110183497488063
INT,20,B1_q30,false_negative,-0.10000000000000002,-0.32000000000000006,0.15
INT,20,B1_q30,false_positive,-0.37000000000000005,-0.6900000000000001,-0.07999999999999997
INT,20,B1_q30,keyhole_recall,0.017879509379509374,-0.012692144660894671,0.045804554473304455
INT,20,full81,accuracy,0.007037037037036986,0.001481481481481412,0.012962962962962909
INT,20,full81,balanced_accuracy,0.007846029592298267,-0.0012618942624539437,0.016737906247980876
INT,20,full81,conduction_recall,0.0065015829941202224,0.0006376639529623742,0.012663952962460331
INT,20,full81,false_negative,-0.14,-0.38,0.11000000000000001
INT,20,full81,false_positive,-0.43000000000000005,-0.8299999999999998,-0.050000000000000024
INT,20,full81,keyhole_recall,0.009190476190476159,-0.0080011904761905,0.02628571428571424
INT,30,B1_q20,accuracy,0.02352941176470586,-0.004705882352941183,0.051764705882352914
INT,30,B1_q20,balanced_accuracy,0.01721434121434121,-0.015694063228438235,0.04911823905261401
INT,30,B1_q20,conduction_recall,0.03232947607947609,0.010804215229215243,0.05519157370407369
INT,30,B1_q20,false_negative,-0.059999999999999984,-0.43999999999999995,0.33
INT,30,B1_q20,false_positive,-0.34,-0.5700000000000001,-0.12000000000000002
INT,30,B1_q20,keyhole_recall,0.0020992063492063446,-0.05815644841269842,0.061627678571428555
INT,30,B1_q30,accuracy,0.027999999999999997,0.007190000000000001,0.04959999999999999
INT,30,B1_q30,balanced_accuracy,0.026056736671481246,-0.003464060301153962,0.055325825509629674
INT,30,B1_q30,conduction_recall,0.028646662376151537,0.013204721433107657,0.0439750214880149
INT,30,B1_q30,false_negative,-0.22999999999999998,-0.6399999999999999,0.18024999999999644
INT,30,B1_q30,false_positive,-0.47000000000000003,-0.7400000000000001,-0.21000000000000002
INT,30,B1_q30,keyhole_recall,0.02346681096681097,-0.03216848845598845,0.07756897546897547
INT,30,full81,accuracy,0.00962962962962955,0.0013580246913579377,0.017777777777777712
INT,30,full81,balanced_accuracy,0.010187988628287152,-0.010086586547780564,0.029012657491761983
INT,30,full81,conduction_recall,0.00932835820895513,0.005402476255088097,0.013365106286748009
INT,30,full81,false_negative,-0.16000000000000003,-0.72,0.44000000000000006
INT,30,full81,false_positive,-0.62,-0.8800000000000001,-0.36
INT,30,full81,keyhole_recall,0.011047619047619016,-0.02904761904761909,0.047285714285714264
INT,40,B1_q20,accuracy,0.017058823529411734,-0.002352941176470608,0.035308823529411545
INT,40,B1_q20,balanced_accuracy,0.01815667665667666,-0.0054205374486624505,0.04202514395326895
INT,40,B1_q20,conduction_recall,0.009864940614940625,-0.006413230519480515,0.02554297577422578
INT,40,B1_q20,false_negative,-0.18000000000000002,-0.43000000000000005,0.07999999999999999
INT,40,B1_q20,false_positive,-0.11000000000000001,-0.2700000000000001,0.06
INT,40,B1_q20,keyhole_recall,0.026448412698412704,-0.018582440476190468,0.06951349206349204
INT,40,B1_q30,accuracy,0.0248,0.009589999999999991,0.04
INT,40,B1_q30,balanced_accuracy,0.028462975620870367,0.007504508095104079,0.048938550727308475
INT,40,B1_q30,conduction_recall,0.01814348370927318,0.006054055174701468,0.0304672072337707
INT,40,B1_q30,false_negative,-0.31,-0.5900000000000001,-0.03000000000000002
INT,40,B1_q30,false_positive,-0.30999999999999994,-0.52,-0.10000000000000002
INT,40,B1_q30,keyhole_recall,0.038782467532467536,4.039502164502923e-05,0.07650275974025973
INT,40,full81,accuracy,0.009259259259259179,0.0027160493827159617,0.01629629629629624
INT,40,full81,balanced_accuracy,0.012158719390062685,-0.0029499224655940987,0.027489654810363782
INT,40,full81,conduction_recall,0.007507914970601439,0.003443916779737568,0.012123473541383892
INT,40,full81,false_negative,-0.25,-0.6900000000000001,0.18000000000000002
INT,40,full81,false_positive,-0.5,-0.79,-0.22000000000000003
INT,40,full81,keyhole_recall,0.016809523809523778,-0.011810714285714306,0.045763095238095186
INT,60,B1_q20,accuracy,-0.004705882352941211,-0.015294117647058856,0.0064705882352940666
INT,60,B1_q20,balanced_accuracy,-0.011240981240981236,-0.025101083291708296,0.0037426510989011005
INT,60,B1_q20,conduction_recall,0.017474386724386733,0.0045615800865800955,0.029119606782106785
