budget_region,truth,candidate_occurrences,mean_delta_p,mean_abs_delta_p,toward_keyhole,class_flip_frequency,H_accuracy,M3_accuracy,fix_rate,harm_rate,net_fix_rate
B16_24,0,75808,0.004555138892696741,0.00619148726278749,0.750013191219924,0.0018599620092866187,0.9753588011819333,0.9746596665259604,0.0005804136766568173,0.0012795483326298017,-0.0006991346559729844
B16_24,1,15392,-0.004443168773090514,0.014501949535473655,0.27709199584199584,0.01071985446985447,0.8666190228690228,0.8674636174636174,0.0057822245322245325,0.004937629937629938,0.0008445945945945946
B25_40,0,98126,0.006228654296332682,0.00989007500141182,0.6055072050221144,0.0017732303365061248,0.990287997064998,0.9897784481177262,0.0006318406946171249,0.0011413896418889999,-0.000509548947271875
B25_40,1,17874,-0.0079873520046524,0.022595986976691178,0.3633210249524449,0.007440975718921338,0.923296408190668,0.9255902428107866,0.004867405169519974,0.002573570549401365,0.002293834620118608
B41_80,0,68406,0.002983985054835144,0.005918745291672192,0.5528900973598807,0.0,0.9960968336110867,0.9960968336110867,0.0,0.0,0.0
B41_80,1,9994,-0.007269209365483546,0.014411798599160428,0.3678206924154493,0.00020012007204322593,0.9902941765059036,0.9904942965779467,0.00020012007204322593,0.0,0.00020012007204322593
