budget_region,candidate_occurrences,mean_abs_delta_p,median_abs_delta_p,mean_residual_std,class_flip_frequency,H_accuracy,M3_accuracy,fix_rate,harm_rate,net_fix_rate,q20_like_fraction
B16_24,91200,0.007594060018282945,1.917917435432884e-05,0.5060311470659893,0.003355263157894737,0.9570065789473684,0.9565679824561404,0.0014583333333333334,0.0018969298245614034,-0.0004385964912280702,0.20412280701754387
B25_40,116000,0.01184788078284409,0.0009310483502768,0.8450721972354378,0.002646551724137931,0.9799655172413793,0.9798879310344828,0.0012844827586206897,0.0013620689655172414,-7.758620689655173e-05,0.17667241379310344
B41_80,78400,0.007001392928853792,0.0008440656694343001,0.828116246577519,2.5510204081632654e-05,0.9953571428571428,0.9953826530612245,2.5510204081632654e-05,0.0,2.5510204081632654e-05,0.11741071428571428
