correction_quantile,mean_B1_distance,median_B1_distance,q20_like_fraction,q20_like_enrichment,q30_like_fraction,q30_like_enrichment,spearman_abs_correction_vs_B1_distance
Q1,1.8646290717257286,1.859666977724321,0.05115546218487395,0.30239056193728653,0.0928046218487395,0.3545724529109589,0.18594353684356152
Q2,1.6717520971347128,1.656107842329017,0.08529411764705883,0.5041912449549829,0.14599089635854343,0.5577777183219179,0.11594840940794789
Q3,1.5192362252155376,1.488614405689479,0.15360644257703082,0.907999586049881,0.2376925770308123,0.9081362371575342,0.06766138044471685
Q4,1.4327577117427024,1.371744227338487,0.15940126050420167,0.942253958398013,0.26769957983193277,1.0227819991438356,-0.20870741688856434
Q5,1.0968370174157185,1.0677438673164117,0.39639355742296917,2.3431646486598363,0.5644957983193277,2.1567315924657535,-0.3174498848503241
