correction_quantile,candidate_occurrences,mean_abs_correction,H_accuracy,M3_accuracy,H_wrong_M3_correct,H_correct_M3_wrong,net_fix_rate,keyhole_prevalence,class_flip_frequency,q20_like_fraction,q30_like_fraction
Q1,57120,2.1750945145057307e-06,0.9937149859943978,0.9937149859943978,0.0,0.0,0.0,0.039793417366946776,0.0,0.05115546218487395,0.0928046218487395
Q2,57120,7.249556861994231e-05,0.9925945378151261,0.9925945378151261,0.0,0.0,0.0,0.15056022408963585,0.0,0.08529411764705883,0.14599089635854343
Q3,57120,0.000788392971906942,0.9713235294117647,0.9713235294117647,0.0,0.0,0.0,0.1704656862745098,0.0,0.15360644257703082,0.2376925770308123
Q4,57120,0.005222795594057245,0.9826155462184873,0.9826330532212885,5.252100840336135e-05,3.5014005602240894e-05,1.7507002801120447e-05,0.14831932773109244,8.753501400560224e-05,0.15940126050420167,0.26769957983193277
Q5,57120,0.03970968786648008,0.944047619047619,0.9432072829131652,0.004919467787114846,0.005759803921568628,-0.0008403361344537816,0.24821428571428572,0.010679271708683474,0.39639355742296917,0.5644957983193277
