budget,metric,P0_mean,P1_mean,P1_minus_P0,ci_lower,ci_upper
24,revealed_keyhole_fraction,0.3933333333333333,0.375,-0.018333333333333333,-0.030000000000000006,-0.006250000000000001
24,active_query_keyhole_fraction,0.53375,0.47875,-0.05499999999999999,-0.09124999999999998,-0.01875
24,physics_log_h_coefficient,20.7624380264446,56.92033389055136,36.15789586410677,16.2902737611,60.234837032220355
24,residual_sd,0.7116889230824109,0.7661416722307363,0.05445274914832528,-0.013110335154761359,0.12167281761716062
24,residual_sd_upper_bound_hit,0.35,0.58,0.23000000000000004,0.13000000000000003,0.32000000000000006
24,any_length_upper_bound_hit,0.62,0.82,0.2,0.12000000000000002,0.2700000000000001
24,optimizer_converged,0.94,1.0,0.06,0.02,0.1
24,q20_keyhole_mean_p_H,0.7162396551218255,0.7032818790271418,-0.012957776094683755,-0.028521761613337464,0.00321190777477855
24,q20_keyhole_mean_p_M3,0.712070099547378,0.6992761865293434,-0.01279391301803456,-0.028456408284736567,0.003988826104121189
24,q20_keyhole_recall_H,0.7395634920634919,0.7083730158730157,-0.031190476190476192,-0.057301587301587284,-0.005602182539682556
24,q20_keyhole_recall_M3,0.7483531746031744,0.7287698412698412,-0.019583333333333335,-0.047379265873015865,0.009654861111111109
24,active_query_standardized_pairwise_spread,2.2832654802452987,2.3531856482379188,0.06992016799261998,0.013726470485487693,0.1271579953094492
24,active_query_mean_B1_distance_retrospective,0.8185833796597342,0.7639488890545875,-0.05463449060514679,-0.07384516325674075,-0.03501512954996888
28,revealed_keyhole_fraction,0.4078571428571429,0.3925,-0.015357142857142852,-0.02999999999999999,-0.0007142857142857131
28,active_query_keyhole_fraction,0.5208333333333333,0.485,-0.03583333333333334,-0.06916666666666667,-0.0024999999999999996
28,physics_log_h_coefficient,7.333024040003007,29.538204158576058,22.205180118573054,8.514958908235409,39.30900422837425
28,residual_sd,0.7946486691832316,0.8542754055974013,0.05962673641416992,-0.03264304593632486,0.1452210832225912
28,residual_sd_upper_bound_hit,0.51,0.77,0.26,0.12,0.39999999999999997
28,any_length_upper_bound_hit,0.83,0.87,0.04,-0.05,0.13
28,optimizer_converged,0.95,1.0,0.05,0.02,0.09
28,q20_keyhole_mean_p_H,0.7168635349585567,0.7079480538393823,-0.008915481119174415,-0.024805756250225193,0.006291636165464719
28,q20_keyhole_mean_p_M3,0.7154527657805794,0.7053465924303006,-0.010106173350279007,-0.02614705685179386,0.005697378751927524
28,q20_keyhole_recall_H,0.7468095238095238,0.727984126984127,-0.01882539682539683,-0.045315376984126986,0.007595337301587293
28,q20_keyhole_recall_M3,0.7642063492063491,0.7479920634920635,-0.016214285714285716,-0.0397626984126984,0.006749999999999997
28,active_query_standardized_pairwise_spread,2.2998020393717153,2.3180324218256567,0.01823038245394153,-0.040142304986775366,0.07683953837103458
28,active_query_mean_B1_distance_retrospective,0.7976109930208436,0.7617582776038785,-0.035852715416965025,-0.04931945599607148,-0.021438427071186192
32,revealed_keyhole_fraction,0.421875,0.399375,-0.0225,-0.0359375,-0.01
32,active_query_keyhole_fraction,0.520625,0.475625,-0.045,-0.071875,-0.019374999999999996
32,physics_log_h_coefficient,6.334867470760458,14.077629407080746,7.7427619363202895,1.8929210924968616,14.84263276237515
32,residual_sd,0.807898161370901,0.9037248052714597,0.09582664390055882,0.04742849741947492,0.14797998575603824
32,residual_sd_upper_bound_hit,0.53,0.75,0.22000000000000003,0.11000000000000001,0.33
32,any_length_upper_bound_hit,0.85,0.88,0.030000000000000006,-0.08,0.14
32,optimizer_converged,0.98,0.99,0.01,-0.02,0.04
32,q20_keyhole_mean_p_H,0.7148313499796823,0.7028359494091917,-0.01199540057049064,-0.02574756709511688,0.001104121992734768
32,q20_keyhole_mean_p_M3,0.7124411428396817,0.7020279398124443,-0.010413203027237646,-0.024453684640700944,0.0036554279549221515
32,q20_keyhole_recall_H,0.7485079365079365,0.7257182539682537,-0.022789682539682537,-0.04255595238095238,-0.0023796626984127147
32,q20_keyhole_recall_M3,0.7659206349206348,0.7294523809523809,-0.03646825396825397,-0.06101190476190475,-0.010562996031746041
32,active_query_standardized_pairwise_spread,2.3352755882884026,2.304301159764228,-0.030974428524174834,-0.08453198787320228,0.02410879746562945
32,active_query_mean_B1_distance_retrospective,0.7752860808962262,0.7515638993878185,-0.023722181508408026,-0.04183415345220992,-0.004496096507510892
36,revealed_keyhole_fraction,0.43,0.4072222222222222,-0.022777777777777775,-0.03222222222222222,-0.012777777777777773
36,active_query_keyhole_fraction,0.5155000000000001,0.47450000000000003,-0.041,-0.05850000000000001,-0.023500000000000004
36,physics_log_h_coefficient,5.342834441862194,8.97104304939472,3.628208607532526,0.07142790355665042,8.67949715738001
36,residual_sd,0.7721498927373928,0.9508317435996152,0.17868185086222238,0.12744557646015203,0.2324302635281466
36,residual_sd_upper_bound_hit,0.48,0.86,0.38,0.29000000000000004,0.47000000000000003
36,any_length_upper_bound_hit,0.82,0.92,0.1,0.05,0.15000000000000005
36,optimizer_converged,1.0,1.0,0.0,0.0,0.0
36,q20_keyhole_mean_p_H,0.7114383446731718,0.7003898850800965,-0.011048459593074888,-0.021170808998423506,-0.001355839476081634
36,q20_keyhole_mean_p_M3,0.7104445864062023,0.697001719638955,-0.013442866767247392,-0.024328591281796524,-0.0038293697100083594
36,q20_keyhole_recall_H,0.7392698412698411,0.7317301587301586,-0.007539682539682538,-0.026388988095238094,0.010912896825396829
36,q20_keyhole_recall_M3,0.7459087301587302,0.7304682539682539,-0.015440476190476188,-0.04517906746031746,0.0133015873015873
36,active_query_standardized_pairwise_spread,2.371651887787003,2.2821654216760394,-0.08948646611096342,-0.13633800331318321,-0.04109445428092269
36,active_query_mean_B1_distance_retrospective,0.7603388490958173,0.7401090917770168,-0.020229757318800397,-0.03562625159836568,-0.0036842953944665703
40,revealed_keyhole_fraction,0.43425,0.41075,-0.0235,-0.03250000000000001,-0.013999999999999995
40,active_query_keyhole_fraction,0.5083333333333334,0.46916666666666673,-0.03916666666666666,-0.05416666666666666,-0.022916666666666672
40,physics_log_h_coefficient,4.735170854371351,6.592951701865353,1.8577808474940027,-0.33887403074921124,5.906381411725905
40,residual_sd,0.8074148744169166,0.9610970407014464,0.15368216628452974,0.08001053468806044,0.23198630229866404
40,residual_sd_upper_bound_hit,0.57,0.86,0.29000000000000004,0.18000000000000002,0.39999999999999997
40,any_length_upper_bound_hit,0.83,0.9,0.07000000000000003,-0.04,0.17
40,optimizer_converged,0.98,0.98,0.0,-0.04,0.04
40,q20_keyhole_mean_p_H,0.710594211711566,0.7017448673453133,-0.00884934436625285,-0.017299028874867402,-0.00016683663796557068
40,q20_keyhole_mean_p_M3,0.7109274056885931,0.6998085631256523,-0.011118842562940778,-0.023160841673351345,0.0015597245843690234
40,q20_keyhole_recall_H,0.74575,0.7322301587301585,-0.013519841269841269,-0.028675396825396826,0.0012186507936507891
40,q20_keyhole_recall_M3,0.7724404761904761,0.7487380952380953,-0.023702380952380954,-0.04355178571428572,-0.003452083333333336
40,active_query_standardized_pairwise_spread,2.4110761382788937,2.2578710655738097,-0.15320507270508368,-0.19971281656256365,-0.108413704599495
40,active_query_mean_B1_distance_retrospective,0.7520451141093133,0.7333016458716773,-0.01874346823763598,-0.03171577207847747,-0.0040571812966416895
