name,hash,P,VX,LS,ST,reaches_conduction,first_conduction_timestep,first_conduction_frame_index_0based,total_frames,conduction_frames,conduction_fraction,screenshot_bug_any,screenshot_bug_before_first_conduction,keyhole_any,label_change_count,conduction_entry_count,unexpected_start,return_to_forming_or_initial_after_conduction,suspicious_transition,transition_pattern,bug_free_field,correctly_finished_field,first_observed_conduction_timestep,first_observed_conduction_frame_index_0based,screenshot_bug_frames_before_first_observed_conduction,latest_valid_preconduction_timestep,latest_valid_preconduction_label,first_screenshot_bug_timestep_before_first_observed_conduction,last_screenshot_bug_timestep_before_first_observed_conduction,observational_ambiguity_interval_lower_bound,observational_ambiguity_interval_upper_bound,observational_ambiguity_interval_width,observational_ambiguity_lower_bound_exists,first_persistent_conduction_timestep,first_persistent_conduction_frame_index_0based,persistent_onset_exists,persistent_onset_differs_from_first_observed,persistent_minus_first_observed_timestep,intervening_reversion_count,intervening_reversion_frame_count,final_observed_timestep,final_stored_frame_index_0based,final_observed_label,final_valid_non_bug_timestep,final_valid_label,right_censored_no_conduction,exact_clean_observed_target,interval_ambiguous_due_to_pretransition_bug,other_transition_ambiguity,target_status_primary
P-193p81397439_VX-0p717380412454_LS-5p49903358659e-05_ST-340p433066031_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p72463384735e-06_H-ff88caf608,ff88caf608,193.81397439,0.717380412454,5.49903358659e-05,340.433066031,True,31069.0,83.0,311,228,0.7331189710610932,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,31069,83,34,30699,Forming Phase,0,12577,30699,31069,370,True,31069,83,True,False,0,0,0,115599,310,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-194p036512211_VX-0p298398024189_LS-7p09068727373e-05_ST-343p727832606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61667310503e-05_H-7931c20f4a,7931c20f4a,194.036512211,0.298398024189,7.09068727373e-05,343.727832606,True,73852.0,83.0,131,48,0.366412213740458,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,73852,83,33,72962,Forming Phase,0,28452,72962,73852,890,True,73852,83,True,False,0,0,0,115599,130,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-194p089464462_VX-0p388567055088_LS-7p6021762795e-05_ST-395p140888584_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p24151559939e-05_H-7f5e3f5579,7f5e3f5579,194.089464462,0.388567055088,7.6021762795e-05,395.140888584,True,56706.0,83.0,171,88,0.5146198830409356,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,56706,83,33,56023,Forming Phase,0,21850,56023,56706,683,True,56706,83,True,False,0,0,0,115599,170,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-195p080816167_VX-0p844140965531_LS-6p21634030137e-05_ST-331p625980857_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p71482820998e-06_H-cca0c4e3bb,cca0c4e3bb,195.080816167,0.844140965531,6.21634030137e-05,331.625980857,True,26714.0,84.0,368,272,0.7391304347826086,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,26714,84,34,26399,Forming Phase,0,10688,26399,26714,315,True,26714,84,True,False,0,0,0,115599,367,Screenshot Bug,111991,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-196p954129245_VX-0p972458485112_LS-5p85340423111e-05_ST-310p387913302_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p96074709293e-06_H-f575443233,f575443233,196.954129245,0.972458485112,5.85340423111e-05,310.387913302,True,22644.0,79.0,414,263,0.6352657004830918,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,22644,79,31,22372,Forming Phase,0,9278,22372,22644,272,True,22644,79,True,False,0,0,0,115599,413,Screenshot Bug,95843,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-197p742114875_VX-0p874617254357_LS-7p7301896977e-05_ST-350p888533369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p51569338357e-06_H-054022a1b4,054022a1b4,197.742114875,0.874617254357,7.7301896977e-05,350.888533369,True,26389.0,86.0,378,284,0.7513227513227513,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,26389,86,33,26086,Forming Phase,0,10012,26086,26389,303,True,26389,86,True,False,0,0,0,115599,377,Screenshot Bug,113251,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-198p603717725_VX-0p869799932432_LS-5p56307183941e-05_ST-326p836247823_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p54624163919e-06_H-bf3689621a,bf3689621a,198.603717725,0.869799932432,5.56307183941e-05,326.836247823,True,24706.0,78.0,374,265,0.7085561497326203,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,24706,78,32,24401,Forming Phase,0,10373,24401,24706,305,True,24706,78,True,False,0,0,0,115599,373,Screenshot Bug,106244,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-202p397397496_VX-0p555230188132_LS-4p52196790327e-05_ST-397p348654616_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p68850560746e-06_H-0011cc30ec,0011cc30ec,202.397397496,0.555230188132,4.52196790327e-05,397.348654616,True,35369.0,72.0,241,3,0.012448132780082987,True,True,True,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Keyhole,1,1,35369,72,33,34890,Forming Phase,0,16249,34890,35369,479,True,35369,72,True,False,0,0,0,115599,240,Keyhole,115599,Keyhole,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-202p894942483_VX-0p693798608043_LS-7p43333938026e-05_ST-353p442501329_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p95320017522e-06_H-4852b0403a,4852b0403a,202.894942483,0.693798608043,7.43333938026e-05,353.442501329,True,33275.0,84.0,299,215,0.7190635451505016,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,33275,84,31,32892,Forming Phase,0,12622,32892,33275,383,True,33275,84,True,False,0,0,0,115599,298,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-203p020934762_VX-0p232834869492_LS-7p55576098976e-05_ST-395p193912826_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p07190641743e-05_H-b40dbd8ddd,b40dbd8ddd,203.020934762,0.232834869492,7.55576098976e-05,395.193912826,True,95798.0,84.0,103,19,0.18446601941747573,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,95798,84,32,94658,Forming Phase,0,35332,94658,95798,1140,True,95798,84,True,False,0,0,0,115599,102,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-203p421420958_VX-0p245041839826_LS-7p55920229368e-05_ST-393p123734832_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p96869261447e-05_H-4852b0403a,4852b0403a,203.421420958,0.245041839826,7.55920229368e-05,393.123734832,True,85604.0,79.0,108,29,0.26851851851851855,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,85604,79,32,84520,Forming Phase,0,33571,84520,85604,1084,True,85604,79,True,False,0,0,0,115599,107,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-206p272219756_VX-0p781444456167_LS-4p98713368602e-05_ST-399p182507166_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p17333780404e-06_H-16cfaf1a76,16cfaf1a76,206.272219756,0.781444456167,4.98713368602e-05,399.182507166,True,26480.0,77.0,337,260,0.771513353115727,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,26480,77,34,26141,Forming Phase,0,11546,26141,26480,339,True,26480,77,True,False,0,0,0,115599,336,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-207p687789994_VX-0p40901295179_LS-7p09627718894e-05_ST-395p011679_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17945424024e-05_H-d9444347fb,d9444347fb,207.687789994,0.40901295179,7.09627718894e-05,395.011679,True,62313.0,94.0,178,84,0.47191011235955055,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,62313,94,31,61663,Forming Phase,0,20758,61663,62313,650,True,62313,94,True,False,0,0,0,115599,177,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-208p39901443_VX-0p201684842681_LS-6p50424237325e-05_ST-372p154003234_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-3p19456481434e-05_H-bf889bf790,bf889bf790,208.39901443,0.201684842681,6.50424237325e-05,372.154003234,False,,,41,0,0.0,True,False,False,2,0,True,False,True,Screenshot Bug → Initial Emptiness → Forming Phase,1,1,,,0,,,,,,,,False,,,False,,,,,68795,40,Forming Phase,68795,Forming Phase,True,False,False,False,right_censored_no_conduction
P-209p697266982_VX-0p34452106985_LS-7p55711119508e-05_ST-302p470939697_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4002396443e-05_H-b40dbd8ddd,b40dbd8ddd,209.697266982,0.34452106985,7.55711119508e-05,302.470939697,True,68587.0,89.0,151,62,0.4105960264900662,True,True,False,3,1,True,False,True,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction,1,1,68587,89,32,67816,Forming Phase,0,23872,67816,68587,771,True,68587,89,True,False,0,0,0,115599,150,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-209p90265043_VX-0p477857533217_LS-8p77962223972e-05_ST-386p665335025_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00953114007e-05_H-0011cc30ec,0011cc30ec,209.90265043,0.477857533217,8.77962223972e-05,386.665335025,True,48883.0,87.0,209,122,0.583732057416268,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,48883,87,31,48328,Forming Phase,0,17213,48328,48883,555,True,48883,87,True,False,0,0,0,115599,208,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-210p093044543_VX-0p812610384047_LS-5p18819698292e-05_ST-390p525668596_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p93657267704e-06_H-d9be003c20,d9be003c20,210.093044543,0.812610384047,5.18819698292e-05,390.525668596,True,26118.0,78.0,350,264,0.7542857142857143,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,26118,78,33,25792,Forming Phase,0,11103,25792,26118,326,True,26118,78,True,False,0,0,0,115599,349,Screenshot Bug,113070,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-211p816522505_VX-0p520710876808_LS-4p80782604054e-05_ST-318p660442183_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p26448979247e-06_H-5a4acb0e81,5a4acb0e81,211.816522505,0.520710876808,4.80782604054e-05,318.660442183,False,,,228,0,0.0,True,False,True,2,0,True,False,True,Screenshot Bug → Forming Phase → Keyhole,1,1,,,0,,,,,,,,False,,,False,,,,,115599,227,Keyhole,115599,Keyhole,True,False,False,False,right_censored_no_conduction
P-212p092538093_VX-0p79096361392_LS-7p95278191784e-05_ST-347p757246585_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09904238086e-06_H-b40dbd8ddd,b40dbd8ddd,212.092538093,0.79096361392,7.95278191784e-05,347.757246585,True,30527.0,91.0,344,253,0.7354651162790697,True,True,False,3,1,True,False,True,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction,1,1,30527,91,33,30191,Forming Phase,0,10736,30191,30527,336,True,30527,91,True,False,0,0,0,115599,343,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-212p375773305_VX-0p288263650586_LS-8p35116649465e-05_ST-312p800399692_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p67350985572e-05_H-bf3689621a,bf3689621a,212.375773305,0.288263650586,8.35116649465e-05,312.800399692,True,80136.0,87.0,127,40,0.31496062992125984,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,80136,87,32,79214,Forming Phase,0,28532,79214,80136,922,True,80136,87,True,False,0,0,0,115599,126,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-218p135837307_VX-0p411781802704_LS-5p72773552436e-05_ST-307p427986374_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17152350379e-05_H-b40dbd8ddd,b40dbd8ddd,218.135837307,0.411781802704,5.72773552436e-05,307.427986374,True,55443.0,83.0,178,95,0.5337078651685393,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,55443,83,31,54798,Forming Phase,0,21262,54798,55443,645,True,55443,83,True,False,0,0,0,115599,177,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-218p170294814_VX-0p856055229722_LS-8p4878396046e-05_ST-374p889107005_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63529131711e-06_H-73846c96ef,73846c96ef,218.170294814,0.856055229722,8.4878396046e-05,374.889107005,True,29134.0,92.0,372,280,0.7526881720430108,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,29134,92,31,28823,Forming Phase,0,9919,28823,29134,311,True,29134,92,True,False,0,0,0,115599,371,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-218p315594294_VX-0p70315782783_LS-8p24115302242e-05_ST-319p105471156_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p86065121098e-06_H-6c8dbbeedf,6c8dbbeedf,218.315594294,0.70315782783,8.24115302242e-05,319.105471156,True,34343.0,89.0,305,216,0.7081967213114754,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,34343,89,32,33965,Forming Phase,0,12077,33965,34343,378,True,34343,89,True,False,0,0,0,115599,304,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-218p361623288_VX-0p747470791734_LS-7p1375293786e-05_ST-300p016423613_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45392523208e-06_H-a55a682ac9,a55a682ac9,218.361623288,0.747470791734,7.1375293786e-05,300.016423613,True,31950.0,88.0,322,234,0.7267080745341615,True,True,False,3,1,True,False,True,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction,1,1,31950,88,32,31594,Forming Phase,0,11361,31594,31950,356,True,31950,88,True,False,0,0,0,115599,321,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-218p521967876_VX-0p920050491887_LS-7p11545742791e-05_ST-300p883630406_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p24332158458e-06_H-7931c20f4a,7931c20f4a,218.521967876,0.920050491887,7.11545742791e-05,300.883630406,True,24798.0,84.0,397,288,0.72544080604534,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,24798,84,33,24510,Forming Phase,0,9518,24510,24798,288,True,24798,84,True,False,0,0,0,115599,396,Screenshot Bug,108523,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-218p846041052_VX-0p877499363134_LS-5p6186595533e-05_ST-332p098243358_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p49757732676e-06_H-27d926f040,27d926f040,218.846041052,0.877499363134,5.6186595533e-05,332.098243358,True,23885.0,78.0,379,275,0.7255936675461742,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,23885,78,34,23583,Forming Phase,0,10282,23583,23885,302,True,23885,78,True,False,0,0,0,115599,378,Screenshot Bug,107733,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-219p728507107_VX-0p99152217595_LS-6p49667790705e-05_ST-393p045172137_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p86536833974e-06_H-765e346b33,765e346b33,219.728507107,0.99152217595,6.49667790705e-05,393.045172137,True,24349.0,89.0,427,276,0.6463700234192038,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,24349,89,32,24082,Forming Phase,0,8832,24082,24349,267,True,24349,89,True,False,0,0,0,115599,426,Screenshot Bug,99090,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-220p072225453_VX-0p425314653287_LS-7p24382024748e-05_ST-381p760927113_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1342474485e-05_H-ba17ade68b,ba17ade68b,220.072225453,0.425314653287,7.24382024748e-05,381.760927113,True,55551.0,86.0,184,98,0.532608695652174,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,55551,86,30,54927,Forming Phase,0,19962,54927,55551,624,True,55551,86,True,False,0,0,0,115599,183,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-220p256246323_VX-0p736244453131_LS-5p8651582992e-05_ST-358p758060614_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-8p75110568607e-06_H-bf889bf790,bf889bf790,220.256246323,0.736244453131,5.8651582992e-05,358.758060614,True,29360.0,60.0,143,83,0.5804195804195804,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,29360,60,25,28878,Forming Phase,0,12035,28878,29360,482,True,29360,60,True,False,0,0,0,68795,142,Conduction,68795,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-220p462707704_VX-0p946752122114_LS-8p2300511791e-05_ST-313p968629329_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p0954420807e-06_H-b41989dc4b,b41989dc4b,220.462707704,0.946752122114,8.2300511791e-05,313.968629329,True,26620.0,94.0,409,290,0.7090464547677262,True,True,False,4,1,True,False,True,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction → Screenshot Bug,1,1,26620,94,32,26340,Forming Phase,0,8969,26340,26620,280,True,26620,94,True,False,0,0,0,115599,408,Screenshot Bug,108829,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-221p576145741_VX-0p645163458122_LS-7p3903246332e-05_ST-318p590626589_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-9p98654362553e-06_H-bf889bf790,bf889bf790,221.576145741,0.645163458122,7.3903246332e-05,318.590626589,True,36259.0,66.0,127,61,0.48031496062992124,True,True,False,3,1,True,False,True,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction,1,1,36259,66,25,35709,Forming Phase,0,13185,35709,36259,550,True,36259,66,True,False,0,0,0,68795,126,Conduction,68795,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-223p185978023_VX-0p49812515056_LS-8p14092862216e-05_ST-313p14559396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p68455537246e-06_H-b40dbd8ddd,b40dbd8ddd,223.185978023,0.49812515056,8.14092862216e-05,313.14559396,True,49559.0,93.0,218,125,0.573394495412844,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,49559,93,32,49026,Forming Phase,0,16513,49026,49559,533,True,49559,93,True,False,0,0,0,115599,217,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-225p435545826_VX-0p86531734725_LS-6p64530039846e-05_ST-364p26873014_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p57497271764e-06_H-d9fce10048,d9fce10048,225.435545826,0.86531734725,6.64530039846e-05,364.26873014,True,27901.0,90.0,375,282,0.752,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,27901,90,33,27594,Forming Phase,0,10120,27594,27901,307,True,27901,90,True,False,0,0,0,115599,374,Screenshot Bug,114776,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-226p380431899_VX-0p944850720806_LS-5p28066961668e-05_ST-329p382817534_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p10569606054e-06_H-5637cba0f4,5637cba0f4,226.380431899,0.944850720806,5.28066961668e-05,329.382817534,True,23586.0,82.0,405,262,0.6469135802469136,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,23586,82,33,23306,Forming Phase,0,9549,23306,23586,280,True,23586,82,True,False,0,0,0,115599,404,Screenshot Bug,98645,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-227p786589532_VX-0p30483440954_LS-7p3391662288e-05_ST-359p259536614_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58253807708e-05_H-180177fd7b,180177fd7b,227.786589532,0.30483440954,7.3391662288e-05,359.259536614,True,67064.0,77.0,134,57,0.4253731343283582,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,67064,77,32,66192,Forming Phase,0,26979,66192,67064,872,True,67064,77,True,False,0,0,0,115599,133,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-228p027925635_VX-0p505215249994_LS-8p46696228038e-05_ST-384p613421136_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p54864407413e-06_H-8eb307dfff,8eb307dfff,228.027925635,0.505215249994,8.46696228038e-05,384.613421136,True,46234.0,86.0,219,133,0.6073059360730594,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,46234,86,30,45709,Forming Phase,0,16282,45709,46234,525,True,46234,86,True,False,0,0,0,115599,218,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,ba17ade68b,228.959503311,0.480404321045,6.0796636822e-05,336.115873803,True,48624.0,86.0,209,76,0.36363636363636365,True,True,True,4,1,True,False,True,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction → Keyhole,1,1,48624,86,31,48071,Forming Phase,0,17674,48071,48624,553,True,48624,86,True,False,0,0,0,115599,208,Keyhole,115599,Keyhole,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-229p384485496_VX-0p374546448601_LS-5p61892687884e-05_ST-346p005476369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28798994652e-05_H-f404b6f8f4,f404b6f8f4,229.384485496,0.374546448601,5.61892687884e-05,346.005476369,True,55994.0,78.0,164,86,0.524390243902439,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,55994,78,33,55284,Forming Phase,0,23375,55284,55994,710,True,55994,78,True,False,0,0,0,115599,163,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-229p39632192_VX-0p478464286668_LS-6p73160020334e-05_ST-313p601802213_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00825092644e-05_H-73ae961aa0,73ae961aa0,229.39632192,0.478464286668,6.73160020334e-05,313.601802213,True,49377.0,89.0,210,121,0.5761904761904761,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,49377,89,33,48821,Forming Phase,0,17746,48821,49377,556,True,49377,89,True,False,0,0,0,115599,209,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-229p433825146_VX-0p876957934743_LS-6p77377719261e-05_ST-358p900225798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-7p34693508648e-06_H-bf889bf790,bf889bf790,229.433825146,0.876957934743,6.77377719261e-05,358.900225798,True,27070.0,65.0,170,105,0.6176470588235294,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,27070,65,24,26666,Forming Phase,0,10103,26666,27070,404,True,27070,65,True,False,0,0,0,68795,169,Conduction,68795,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-232p272231119_VX-0p829414389208_LS-6p88203473429e-05_ST-337p761722106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p81629721619e-06_H-24e0a43587,24e0a43587,232.272231119,0.829414389208,6.88203473429e-05,337.761722106,True,29430.0,92.0,359,267,0.7437325905292479,True,True,False,3,1,True,False,True,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction,1,1,29430,92,33,29110,Forming Phase,0,10238,29110,29430,320,True,29430,92,True,False,0,0,0,115599,358,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-234p126702838_VX-0p687075747958_LS-6p17120592739e-05_ST-378p601004081_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p02123545672e-06_H-9aef4c9512,9aef4c9512,234.126702838,0.687075747958,6.17120592739e-05,378.601004081,True,32441.0,83.0,300,217,0.7233333333333334,True,True,False,2,1,True,False,True,Screenshot Bug → Forming Phase → Conduction,1,1,32441,83,33,32055,Forming Phase,0,12746,32055,32441,386,True,32441,83,True,False,0,0,0,115599,299,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-236p763849841_VX-0p800191513041_LS-6p78517796151e-05_ST-355p994293515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p02870753363e-06_H-eb41f0639c,eb41f0639c,236.763849841,0.800191513041,6.78517796151e-05,355.994293515,True,30174.0,91.0,348,257,0.7385057471264368,True,True,False,3,1,True,False,True,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction,1,1,30174,91,33,29842,Forming Phase,0,10612,29842,30174,332,True,30174,91,True,False,0,0,0,115599,347,Conduction,115599,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
P-237p061390501_VX-0p937687434899_LS-4p7428723532e-05_ST-371p522412287_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p14470006046e-06_H-6445dc47a6,6445dc47a6,237.061390501,0.937687434899,4.7428723532e-05,371.522412287,True,20655.0,71.0,403,272,0.674937965260546,True,True,False,3,1,True,False,True,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug,1,1,20655,71,33,20373,Forming Phase,0,9622,20373,20655,282,True,20655,71,True,False,0,0,0,115599,402,Screenshot Bug,98833,Conduction,False,False,True,False,interval_ambiguous_due_to_pretransition_bug
